English Word	Valence	Arousal	Dominance	Haitian-Creole Word
rhetorical	0.417	0.569	0.635	retorik
rheumatism	0.219	0.472	0.418	rimatism
rhinestone	0.531	0.551	0.408	stras
rhino	0.531	0.549	0.555	Rinoseròs
rhinoceros	0.556	0.656	0.569	Rinoseròs
rhubarb	0.582	0.304	0.340	rubarb
rhyme	0.667	0.249	0.481	rime
rhyming	0.729	0.410	0.500	rime
rhythm	0.771	0.759	0.573	ritm
rhythmic	0.714	0.642	0.664	ritmik
rhythmical	0.844	0.694	0.632	ritmik
rib	0.490	0.349	0.351	kòt
ribbed	0.365	0.378	0.409	striye
ribbon	0.719	0.288	0.357	riban
rice	0.667	0.208	0.330	diri
rich	0.882	0.627	0.905	rich
riches	0.958	0.694	0.880	richès
richness	0.896	0.833	0.922	richès
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	rachitik
rickshaw	0.438	0.594	0.402	rickshaw
ricochet	0.287	0.618	0.430	rikoch
rid	0.194	0.408	0.327	debarase
riddance	0.323	0.562	0.472	debarase
riddle	0.521	0.583	0.543	devinèt
riddled	0.281	0.861	0.422	krible
ride	0.806	0.465	0.472	woulib
rider	0.635	0.627	0.574	kavalye
ridge	0.484	0.402	0.349	ridge
ridicule	0.143	0.745	0.255	betiz
ridiculed	0.112	0.806	0.212	ridikilize
ridiculous	0.159	0.594	0.245	ridikil
riding	0.694	0.654	0.620	monte
rife	0.570	0.561	0.692	gaye
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	riff
rifle	0.329	0.900	0.718	fizi
rifleman	0.245	0.863	0.767	fiziyè
rifles	0.337	0.864	0.765	fizi
rift	0.246	0.519	0.289	rift
rig	0.542	0.382	0.746	mare
rigged	0.188	0.510	0.412	truke
rigging	0.510	0.518	0.440	gréement
right	0.740	0.352	0.710	dwat
righteous	0.823	0.385	0.790	jis
righteousness	0.802	0.660	0.897	lajistis
rightful	0.837	0.358	0.821	lejitim
rightly	0.740	0.471	0.782	rezon
righty	0.750	0.314	0.786	dwat
rigid	0.357	0.552	0.591	rijid
rigidity	0.198	0.530	0.726	frigidité
rigor	0.375	0.745	0.713	rigueur
rigorous	0.438	0.818	0.847	rijid
rim	0.510	0.397	0.302	rim
rind	0.542	0.280	0.491	krout
ring	0.677	0.427	0.464	bag
ringer	0.573	0.604	0.347	sonri
ringing	0.724	0.598	0.693	k ap sonnen
ringleader	0.520	0.550	0.640	lidè
ringmaster	0.630	0.622	0.732	mèt sonye
ringside	0.500	0.644	0.411	ringside
rink	0.551	0.392	0.392	pist
rinse	0.663	0.168	0.409	rense
riot	0.061	0.946	0.586	revòlt
rioting	0.156	0.949	0.560	revòlt
riotous	0.163	0.837	0.588	dezòd
riots	0.099	0.882	0.564	revòlt
rip	0.146	0.676	0.365	rip
riparian	0.552	0.408	0.412	rivyè
ripe	0.671	0.337	0.670	mi
ripen	0.755	0.373	0.671	muri
ripening	0.615	0.490	0.759	matrité
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	rid
rippling	0.500	0.480	0.327	rid
rise	0.667	0.593	0.745	leve
rising	0.750	0.602	0.696	k ap monte
risk	0.240	0.816	0.438	risk
risky	0.224	0.922	0.700	riske
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	rit
ritual	0.375	0.520	0.508	seremoni
ritualistic	0.450	0.583	0.540	rityèl
rival	0.286	0.605	0.574	rival li
rivalry	0.192	0.765	0.538	rivalite
river	0.688	0.392	0.605	rivyè
riverbank	0.684	0.300	0.330	rivyè
riverbed	0.610	0.233	0.421	rivyè
riverboat	0.561	0.347	0.462	bato rivyè
rivet	0.458	0.306	0.405	rivet
riveted	0.385	0.439	0.443	rivete
riveting	0.448	0.544	0.394	riveting
roach	0.146	0.598	0.259	ravèt
road	0.656	0.404	0.404	wout
roadblock	0.337	0.669	0.490	baraj wout
roadhouse	0.500	0.620	0.458	roadhouse
roadie	0.500	0.566	0.455	roadie
roadrage	0.458	0.567	0.565	roadrage
roadrunner	0.490	0.702	0.590	kourè wout
roads	0.677	0.448	0.496	wout
roadside	0.500	0.569	0.472	bò wout
roadster	0.531	0.622	0.473	roadster
roadtrip	0.677	0.596	0.519	vwayaj
roadway	0.562	0.206	0.509	wout
roadworks	0.562	0.538	0.509	travay wout
roam	0.510	0.550	0.444	vwayaje
roar	0.427	0.816	0.675	gwonde
roaring	0.449	0.817	0.634	gwonde
roast	0.521	0.541	0.311	boukannen
roasted	0.615	0.520	0.339	griye
rob	0.112	0.840	0.500	vòlè
robber	0.135	0.772	0.481	vòlè
robbery	0.133	0.843	0.435	vòlè
robe	0.594	0.216	0.298	rad
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	robo
robotic	0.417	0.602	0.657	robotik
robotics	0.592	0.600	0.763	robotik
robust	0.667	0.604	0.719	gaya
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	wòch
rocker	0.615	0.704	0.625	rokeur
rocket	0.664	0.824	0.774	fize
rocks	0.365	0.209	0.543	wòch
rod	0.479	0.319	0.355	baton
rodent	0.323	0.577	0.279	wonjè
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	kochon
rogue	0.334	0.713	0.636	koken
role	0.552	0.260	0.464	wòl
roll	0.469	0.510	0.172	woule
roller	0.521	0.394	0.345	roulo
rollercoaster	0.802	0.910	0.651	rus
rollers	0.490	0.365	0.336	woulèt
rollicking	0.878	0.806	0.552	woule
rolling	0.510	0.606	0.321	woule
roman	0.615	0.475	0.639	women
romance	0.980	0.682	0.587	romans
romantic	0.936	0.531	0.598	amoure
romanticism	0.854	0.521	0.593	romantik
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	do kay
rooftop	0.571	0.471	0.461	twati
rook	0.380	0.400	0.510	wok
rookie	0.583	0.370	0.198	rookie
room	0.729	0.283	0.445	chanm
roomful	0.786	0.425	0.634	chanm plen
roommate	0.750	0.481	0.480	kolokasyon
rooms	0.677	0.241	0.386	chanm yo
roomy	0.760	0.342	0.736	chanm
roost	0.500	0.410	0.345	ranch
rooster	0.459	0.385	0.275	kòk
root	0.602	0.279	0.508	rasin
root beer	0.582	0.520	0.415	byè rasin
rooted	0.510	0.527	0.718	rasin
rope	0.385	0.280	0.345	kòd
ropes	0.458	0.304	0.402	kòd
rosary	0.806	0.140	0.430	wozyè
rose	0.865	0.276	0.386	woz
rosemary	0.688	0.381	0.425	Rosemary
rosette	0.469	0.410	0.310	rozèt
roster	0.531	0.306	0.381	lis
rosy	0.940	0.528	0.755	woz
rot	0.031	0.558	0.301	pouri
rota	0.320	0.462	0.209	wotasyon
rotary	0.573	0.462	0.528	rotary
rotate	0.458	0.470	0.492	vire
rotation	0.670	0.520	0.550	wotasyon
rote	0.561	0.481	0.696	rote
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	pouri
rotting	0.188	0.462	0.255	pouri
rotunda	0.500	0.464	0.393	wonn
rouge	0.562	0.400	0.382	wouj
rough	0.406	0.794	0.632	ki graj
roughly	0.448	0.539	0.463	apeprè
roughneck	0.323	0.640	0.491	roughneck
roughness	0.214	0.578	0.490	brutality
roulette	0.326	0.690	0.422	roulèt
round	0.552	0.434	0.311	wonn
roundabout	0.490	0.425	0.495	wonnbout
rounded	0.592	0.391	0.396	awondi
roundup	0.520	0.580	0.474	rasanbleman
rouse	0.521	0.490	0.463	leve
rouser	0.480	0.540	0.423	rouser
rousing	0.714	0.517	0.692	eksitan
rout	0.163	0.625	0.233	deroute
route	0.583	0.353	0.518	wout
routine	0.365	0.219	0.333	woutin
rove	0.457	0.400	0.400	rove
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	roving
row	0.427	0.275	0.406	ranje
rowboat	0.455	0.393	0.353	bato a ranje
rowdy	0.255	0.900	0.518	chagren
rowing	0.458	0.443	0.467	zaviwon
royal	0.796	0.430	0.759	wayal
royalty	0.832	0.571	0.833	wayote
rub	0.521	0.565	0.400	fwote
rubber	0.460	0.217	0.315	kaoutchou
rubbers	0.604	0.360	0.414	kaoutchou
rubbing	0.406	0.569	0.440	fwote
rubbish	0.198	0.454	0.164	fatra
rubble	0.308	0.509	0.289	dekonb
rubdown	0.561	0.491	0.404	fwotman
rubric	0.427	0.260	0.500	ribrik
ruby	0.663	0.408	0.544	rubi
ruckus	0.271	0.706	0.411	debòde
rudder	0.439	0.469	0.509	gouvernman
ruddy	0.490	0.630	0.395	wouj
rude	0.061	0.821	0.402	grosye
rudeness	0.280	0.819	0.692	malonnèt
rudimentary	0.286	0.321	0.509	rudimentaire
rudiments	0.385	0.520	0.373	rudiman
rue	0.323	0.394	0.246	lari
rueful	0.173	0.429	0.225	lapenn
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	ruffian
ruffle	0.443	0.561	0.518	volan
rug	0.520	0.240	0.245	tapi
rugby	0.677	0.820	0.708	Rugbi
rugged	0.561	0.569	0.793	rezistan
ruin	0.125	0.588	0.192	ruin
ruination	0.184	0.582	0.209	kraze brize
ruined	0.135	0.564	0.194	depafini
ruinous	0.255	0.690	0.275	kraze brize
ruins	0.250	0.490	0.248	kraze
rule	0.567	0.427	0.593	règ
ruler	0.440	0.400	0.631	chèf
ruling	0.177	0.566	0.410	desizyon
rum	0.561	0.377	0.451	wonm
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	gronde
rummage	0.243	0.615	0.289	fouye
rumor	0.255	0.582	0.282	rimè
rumored	0.427	0.604	0.318	rimè
rump	0.449	0.425	0.396	rup
rumpus	0.448	0.531	0.422	rupus
run	0.542	0.787	0.543	kouri
runaround	0.448	0.519	0.349	runaround
runaway	0.271	0.770	0.402	sove
rundown	0.520	0.296	0.465	fatige
runes	0.438	0.300	0.304	run
rung	0.510	0.355	0.368	baro
runner	0.459	0.747	0.632	kourè
running	0.730	0.858	0.442	kouri
running shoes	0.653	0.573	0.491	soulye kouri
runny	0.540	0.439	0.325	k ap koule
runt	0.370	0.500	0.445	runt
runway	0.585	0.373	0.406	pist aterisaj
rupture	0.125	0.633	0.430	rupture
rural	0.562	0.245	0.408	riral yo
ruse	0.531	0.640	0.546	ruse
rush	0.406	0.809	0.546	prese
rushing	0.398	0.821	0.529	prese
rust	0.281	0.265	0.321	rouye
rusted	0.286	0.357	0.302	wouye
rustic	0.369	0.657	0.491	Rustic
rustle	0.333	0.538	0.394	wouze
rustler	0.281	0.830	0.429	vòlè
rusty	0.271	0.345	0.231	wouye
rut	0.333	0.310	0.392	rut
ruth	0.469	0.427	0.444	rit
ruthless	0.208	0.850	0.670	san pitye
rye	0.490	0.298	0.411	Rye
sabbatical	0.771	0.240	0.427	sabatik
saber	0.551	0.620	0.553	saber
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	sabotaj
saboteur	0.250	0.804	0.407	sabotè
sac	0.344	0.245	0.226	sak
sack	0.385	0.337	0.264	sak
sacrament	0.690	0.316	0.700	Sentsèn
sacred	0.833	0.375	0.862	sakre
sacrifice	0.208	0.833	0.534	sakrifis
sacrifices	0.281	0.717	0.538	sakrifis
sacrificial	0.198	0.755	0.452	sakrifis
sacrilege	0.281	0.708	0.491	sakrilej
sacrilegious	0.146	0.736	0.449	sakrilej
sad	0.225	0.333	0.149	tris
sadday	0.520	0.418	0.411	lapenn
saddens	0.104	0.436	0.144	lapenn
saddle	0.510	0.509	0.306	sele
sadist	0.042	0.918	0.500	sadik
sadistic	0.031	0.906	0.618	sadik
sadly	0.047	0.255	0.216	malerezman
sadness	0.052	0.288	0.164	tristès
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	san danje
safeguard	0.786	0.624	0.700	pwoteje
safekeeping	0.653	0.510	0.586	an sekirite
safety	0.708	0.491	0.868	sekirite
saffron	0.443	0.373	0.349	safran
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	lejand
sage	0.781	0.327	0.693	masyon
saggy	0.370	0.429	0.300	saggy
sail	0.615	0.220	0.325	navige
sailboat	0.719	0.392	0.381	vwalye
sailing	0.667	0.520	0.500	navige
sailor	0.500	0.588	0.500	maren
saint	0.812	0.240	0.693	sen
sainted	0.708	0.296	0.676	sen
saintly	0.865	0.286	0.591	sen
sake	0.490	0.573	0.407	poutèt
salad	0.750	0.260	0.307	sòs salad
salamander	0.410	0.362	0.309	salamandè
salami	0.667	0.360	0.339	salami
salary	0.786	0.480	0.652	salè
sale	0.647	0.602	0.573	vann
salesgirl	0.582	0.490	0.605	vandè
salesman	0.643	0.559	0.664	vandè
salient	0.600	0.573	0.702	enpòtan
saline	0.430	0.340	0.385	saline
saliva	0.214	0.265	0.236	krache
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	somon
salmonella	0.167	0.608	0.312	salmonèl
salon	0.531	0.296	0.463	salon
saloon	0.630	0.300	0.364	salon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	sèl
salted	0.333	0.400	0.304	sale
saltwater	0.327	0.330	0.364	dlo sale
salty	0.388	0.531	0.288	sale
salutary	0.885	0.360	0.686	salye
salutation	0.878	0.417	0.500	bonjou
salute	0.833	0.542	0.681	salye
salvage	0.622	0.510	0.832	sovtaj
salvation	0.857	0.480	0.800	delivrans
salve	0.612	0.390	0.500	salve
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	menm jan
sample	0.521	0.187	0.452	echantiyon
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	enfirmri
sanctification	0.770	0.431	0.816	sanktifikasyon
sanctified	0.792	0.240	0.612	sanktifye
sanctify	0.673	0.443	0.783	sanktifye
sanctimonious	0.240	0.365	0.327	santiman
sanction	0.201	0.750	0.517	sanksyon
sanctioned	0.323	0.696	0.391	sanksyone
sanctity	0.771	0.330	0.628	sakre
sanctuary	0.863	0.226	0.575	sanctuaire
sanctum	0.521	0.438	0.657	sanktòm
sand	0.582	0.279	0.304	sab
sandal	0.490	0.283	0.333	sandal
sandbox	0.573	0.274	0.264	bwat sab
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	sandman
sandpaper	0.417	0.425	0.404	papye sab
sands	0.646	0.304	0.377	sab
sandstorm	0.324	0.821	0.629	tanpèt sab
sandwich	0.672	0.314	0.310	sandwich
sandy	0.406	0.265	0.296	sandy
sane	0.760	0.235	0.670	lisid
sanguine	0.520	0.560	0.545	sangin
sanitarium	0.448	0.645	0.570	sanitaire
sanitary	0.458	0.320	0.425	sanitè
sanitation	0.742	0.312	0.500	asenisman
sanity	0.667	0.333	0.655	saniti
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	Santa
sap	0.470	0.298	0.258	sèv
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	safi
sappy	0.583	0.469	0.330	sappy
sarcasm	0.125	0.685	0.346	sarkasm
sarcastic	0.397	0.781	0.298	sarcastik
sarcoma	0.260	0.519	0.402	sarkòm
sarcophagus	0.271	0.561	0.435	sarkofaj
sardine	0.541	0.236	0.236	sadin
sardonic	0.208	0.679	0.446	sardonik
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	sentiwon
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sasafras
sassy	0.271	0.704	0.320	sassy
satanic	0.062	0.843	0.720	satanik
satchel	0.521	0.306	0.345	valiz
sate	0.667	0.400	0.472	sate
satellite	0.562	0.409	0.764	satelit
satin	0.519	0.396	0.481	saten
satire	0.458	0.655	0.472	satir
satirical	0.323	0.615	0.538	satirik
satisfaction	0.939	0.637	0.673	satisfaksyon
satisfactorily	0.765	0.570	0.802	avèk satisfaksyon
satisfactory	0.959	0.569	0.702	satisfezan
satisfied	0.959	0.510	0.685	satisfè
satisfy	0.867	0.790	0.705	satisfè
satisfying	0.890	0.606	0.814	satisfè
saturate	0.281	0.680	0.467	satire
saturated	0.474	0.700	0.442	satire
saturation	0.255	0.582	0.583	saturation
satyr	0.280	0.639	0.500	satir
sauce	0.562	0.515	0.288	sòs
saucepan	0.347	0.264	0.321	marmite
saucer	0.510	0.327	0.337	sokoup
saucy	0.250	0.653	0.391	dezagreyab
sauerkraut	0.531	0.454	0.336	choukrout
sauna	0.781	0.350	0.455	sona
sausage	0.542	0.429	0.300	sosis
savage	0.204	0.931	0.605	sovaj
savagery	0.219	0.907	0.711	sovaj
savanna	0.606	0.147	0.394	savann
savannah	0.729	0.212	0.309	savann
savant	0.781	0.451	0.818	savant
save	0.770	0.439	0.682	sove
saver	0.745	0.382	0.802	ekonomizeur
saving	0.663	0.230	0.621	ekonomize
savings	0.776	0.431	0.608	ekonomi
savior	0.920	0.469	0.804	sovè
savor	0.827	0.552	0.526	gou
savory	0.812	0.717	0.619	bon plat
savvy	0.719	0.520	0.706	konprandr
saw	0.316	0.541	0.518	wè
sawdust	0.398	0.279	0.241	syur
sawmill	0.427	0.378	0.434	syaj
sax	0.573	0.465	0.409	saks
saxophone	0.688	0.444	0.482	saksofòn
say	0.571	0.310	0.482	di
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	scab
scabbard	0.325	0.219	0.217	fourey
scaffold	0.480	0.500	0.336	echafodaj
scaffolding	0.496	0.366	0.545	echafodaj
scalding	0.271	0.540	0.381	scalding
scale	0.310	0.350	0.577	echèl
scales	0.439	0.330	0.491	balans
scallop	0.490	0.363	0.331	petonk
scalp	0.347	0.346	0.302	po tèt
scalpel	0.302	0.700	0.482	bistouri
scaly	0.281	0.481	0.358	kal
scam	0.042	0.745	0.418	tronpe
scamp	0.458	0.464	0.371	magouyè
scampi	0.531	0.448	0.224	skanpi
scan	0.479	0.423	0.470	eskanè
scandal	0.122	0.821	0.557	eskandal
scandalous	0.135	0.907	0.556	scandales
scanner	0.531	0.356	0.567	eskanè
scanty	0.287	0.333	0.127	piti
scape	0.290	0.625	0.536	chape
scapegoat	0.184	0.685	0.481	bouk kabrit
scar	0.146	0.500	0.397	mak
scarab	0.406	0.458	0.267	scarab
scarce	0.292	0.324	0.218	ra
scarcely	0.082	0.412	0.160	apenn
scarcity	0.167	0.500	0.182	rate
scare	0.122	0.910	0.264	fè pè
scarecrow	0.219	0.274	0.349	epouvantay
scared	0.146	0.828	0.185	pè
scares	0.122	0.847	0.386	pè
scarf	0.750	0.224	0.224	echap
scarier	0.156	0.846	0.472	pi pè
scariest	0.167	0.863	0.538	pi pè
scarlet	0.507	0.390	0.411	wouj violèt
scary	0.062	0.952	0.528	pè
scat	0.337	0.548	0.409	scat
scatter	0.229	0.620	0.404	gaye
scattered	0.208	0.380	0.238	gaye
scattering	0.347	0.550	0.394	gaye
scavenger	0.177	0.578	0.408	scavenger
scenario	0.667	0.510	0.683	senaryo
scene	0.570	0.340	0.578	sèn
scenery	0.745	0.253	0.592	peyizaj
scenic	0.684	0.548	0.756	panoramique
scent	0.633	0.410	0.491	odè
scented	0.865	0.509	0.431	odè
scepter	0.630	0.300	0.670	baton
sceptical	0.214	0.387	0.466	ensèten
scepticism	0.292	0.444	0.550	dout
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	orè
schematic	0.490	0.284	0.647	schematic
scheme	0.521	0.269	0.577	konplo
schilling	0.367	0.410	0.418	schilling
schism	0.280	0.569	0.386	schism
schizophrenia	0.092	0.880	0.435	eskizofreni
schizophrenic	0.102	0.958	0.433	eskizofrenik
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	kochon
schnapps	0.583	0.567	0.417	schnaps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	savan
scholarly	0.750	0.466	0.709	savan
scholarship	0.866	0.490	0.625	bousdetid
scholastic	0.500	0.470	0.491	lekol
school	0.765	0.423	0.633	lekòl
schoolboy	0.623	0.385	0.441	lekol
schoolgirl	0.760	0.521	0.415	etudyant
schoolhouse	0.602	0.407	0.672	lekòl
schooling	0.582	0.462	0.640	lekol
schoolmaster	0.667	0.368	0.852	mèt lekòl
schoolteacher	0.521	0.380	0.632	pwofesè lekòl
schoolwork	0.479	0.500	0.481	travay lekol
schoolyard	0.684	0.529	0.440	lakou lekòl la
schooner	0.635	0.408	0.427	schooner
sciatica	0.286	0.443	0.393	syatik
science	0.588	0.429	0.741	Syans
scientific	0.653	0.510	0.836	syantifik
scientist	0.562	0.500	0.790	syantis
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	kleren
scintillation	0.576	0.579	0.573	scintillation
scintillator	0.583	0.670	0.510	scintillator
scion	0.490	0.380	0.451	pitit pitit
scissors	0.458	0.462	0.302	sizo
scoff	0.125	0.686	0.306	betiz
scold	0.194	0.755	0.626	reprimande
scolding	0.071	0.833	0.417	reprimande
scone	0.418	0.287	0.229	scone
scoop	0.583	0.543	0.640	skoup
scoot	0.510	0.490	0.412	scoot
scooter	0.510	0.587	0.371	scooter
scope	0.656	0.386	0.718	dimansyon
scorch	0.214	0.689	0.491	boule
scorching	0.406	0.635	0.464	boule
score	0.670	0.388	0.589	nòt
scoreboard	0.667	0.484	0.472	tablo skor
scorer	0.730	0.608	0.764	marqueur
scores	0.594	0.469	0.629	nòt
scorn	0.110	0.721	0.356	meprize
scorned	0.062	0.529	0.226	meprize
scornful	0.173	0.608	0.368	meprize
scorpion	0.198	0.745	0.600	eskòpyon
scotch	0.578	0.520	0.615	scotch
scoundrel	0.094	0.740	0.412	kannay
scour	0.388	0.602	0.632	fouye
scourge	0.214	0.640	0.302	fleo
scout	0.656	0.611	0.763	eskout
scowl	0.302	0.600	0.413	founi
scrabble	0.625	0.412	0.399	scrabble
scram	0.306	0.485	0.409	kochon
scramble	0.469	0.744	0.500	goumen
scrambled	0.451	0.535	0.539	grenpe
scrambler	0.417	0.550	0.444	scrambler
scrambling	0.421	0.810	0.731	grenpe
scrap	0.156	0.339	0.173	bouyon
scrapbook	0.562	0.274	0.432	scrapbook
scrape	0.365	0.615	0.384	grate
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	grate
scrappy	0.301	0.375	0.406	scrappy
scratch	0.276	0.625	0.270	grate
scratchy	0.235	0.610	0.436	grate
scrawny	0.276	0.422	0.245	mèg
scream	0.188	0.863	0.594	rèl
screamer	0.156	0.670	0.392	kriyan
screaming	0.245	0.901	0.460	kriyan
screech	0.214	0.802	0.306	kriye
screen	0.670	0.300	0.417	ekran
screening	0.562	0.570	0.709	tès depistaj
screenplay	0.500	0.406	0.518	senaryo
screenwriter	0.571	0.500	0.712	senarist
screw	0.385	0.460	0.377	vis
screwball	0.271	0.680	0.505	boulon
screwdriver	0.520	0.519	0.439	tounvis
screwed	0.302	0.520	0.464	vise
screwy	0.344	0.596	0.450	viris
screwyou	0.260	0.647	0.509	lanmed
scribble	0.429	0.453	0.358	magriji
scribe	0.541	0.264	0.491	sekretè
scrimmage	0.367	0.660	0.411	grèv
scrip	0.430	0.462	0.455	sak
script	0.610	0.450	0.527	script
scriptural	0.551	0.250	0.596	ekriti
scripture	0.745	0.270	0.630	ekriti
scroll	0.375	0.630	0.409	woulo liv
scrotum	0.396	0.653	0.361	scrotum
scrounge	0.210	0.565	0.397	fouye
scrounger	0.323	0.490	0.358	scrounger
scrub	0.417	0.420	0.500	fwote
scruffy	0.194	0.435	0.176	degoute
scrumptious	0.959	0.650	0.566	délicieux
scrupulous	0.545	0.685	0.602	skrupil
scrutinize	0.458	0.587	0.573	egzamine
scrutiny	0.500	0.653	0.658	envestigasyon
scuba	0.542	0.494	0.456	plonje
scuff	0.165	0.560	0.376	rache
scuffle	0.146	0.800	0.529	chire
scullery	0.469	0.337	0.353	kourye
sculptor	0.653	0.431	0.694	sculpteur
sculpture	0.750	0.346	0.490	eskilti
sculptured	0.708	0.373	0.557	eskilti
scum	0.357	0.380	0.218	krache
scumbag	0.240	0.591	0.278	kochon
scurry	0.398	0.647	0.509	kouri
scurvy	0.354	0.462	0.312	scorbut
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	lanmè
seaboard	0.663	0.356	0.507	bò lanmè
seafood	0.656	0.500	0.328	fwidmè
seagull	0.635	0.245	0.314	mowèt
seal	0.490	0.218	0.518	sele
seals	0.412	0.241	0.402	sele
seam	0.427	0.250	0.414	kouti
seaman	0.520	0.510	0.672	maren
seamless	0.459	0.140	0.302	san pwoblèm
seamstress	0.535	0.288	0.389	koutiryè
seaport	0.594	0.317	0.491	pò maritim
sear	0.490	0.553	0.600	sean
search	0.635	0.580	0.462	rechèch
searching	0.534	0.657	0.466	chache
searchlight	0.622	0.510	0.552	projectlight
seared	0.229	0.410	0.398	boule
seashore	0.796	0.310	0.375	bò lanmè
seasick	0.115	0.683	0.245	mal lanmè
seaside	0.887	0.520	0.508	bò lanmè
season	0.792	0.410	0.519	sezon
seasonal	0.592	0.273	0.305	sezon
seasoned	0.812	0.570	0.509	sezonman
seasoning	0.633	0.388	0.479	séchage
seat	0.542	0.281	0.434	chèz
seatbelt	0.656	0.314	0.726	senti sekirite
seating	0.552	0.265	0.286	chita
seawater	0.760	0.197	0.491	dlo lanmè
seaweed	0.446	0.286	0.382	alg
sec	0.490	0.385	0.380	sec
secession	0.323	0.561	0.509	sesesyon
secluded	0.357	0.265	0.240	izole
seclusion	0.230	0.558	0.505	izolasyon
second	0.490	0.210	0.250	dezyèm
second cousin	0.698	0.360	0.441	dezyèm kouzen
secondary	0.636	0.375	0.260	segondè
secondhand	0.194	0.389	0.283	dezyèm men
secrecy	0.294	0.549	0.475	sekrè
secret	0.479	0.580	0.509	sekrè
secretariat	0.518	0.459	0.597	Sekretarya
secretary	0.612	0.426	0.561	sekretè
secrete	0.427	0.567	0.518	sekrete
secretion	0.354	0.582	0.529	sekresyon
secretive	0.390	0.250	0.538	sekrè
secretly	0.525	0.404	0.479	an kachèt
sect	0.265	0.667	0.526	sekt
sectarian	0.260	0.606	0.517	sèktè
section	0.500	0.269	0.421	seksyon
sectional	0.427	0.415	0.464	seksyon
sector	0.594	0.190	0.569	sektè
secular	0.463	0.461	0.520	eksklizyon
secularism	0.367	0.440	0.559	eksklizyon
secure	0.844	0.380	0.914	an sekirite
securities	0.750	0.304	0.852	sekirite
security	0.837	0.360	0.821	sekirite
sedan	0.480	0.423	0.680	sedan
sedate	0.656	0.157	0.345	sedate
sedation	0.510	0.270	0.398	sedasyon
sedative	0.314	0.273	0.352	sedatif
sedentary	0.292	0.185	0.273	sedantèr
sedge	0.406	0.396	0.339	sedge
sediment	0.438	0.306	0.372	sediman
sedimentary	0.398	0.265	0.500	sedimantè
sedition	0.327	0.557	0.591	sedisyon
seduce	0.462	0.864	0.689	sedui
seducer	0.704	0.812	0.775	seduktè
seducing	0.569	0.794	0.708	sedui
seduction	0.510	0.891	0.618	sediksyon
seductive	0.771	0.821	0.667	séduizant
see	0.635	0.269	0.312	wè
seed	0.656	0.135	0.306	grenn
seedling	0.406	0.343	0.423	plantules
seeds	0.731	0.269	0.418	grenn
seedy	0.229	0.390	0.325	minable
seek	0.622	0.429	0.482	chache
seeker	0.646	0.464	0.553	moun k ap chèche
seem	0.471	0.302	0.298	sanble
seemingly	0.490	0.410	0.356	sanble
seer	0.604	0.481	0.740	vwayan
seesaw	0.570	0.559	0.410	baskil
seething	0.312	0.821	0.642	bouyon
segment	0.469	0.290	0.440	segman
segregate	0.290	0.627	0.440	separe
segregated	0.164	0.575	0.411	separe
segregation	0.302	0.545	0.390	segregasyon
seismic	0.323	0.925	0.578	sismik
seize	0.656	0.644	0.673	sezi
seizure	0.177	0.775	0.462	kriz malkadi
seldom	0.323	0.379	0.287	raman
select	0.615	0.406	0.602	chwazi
selection	0.594	0.340	0.595	seleksyon
