English Word	Valence	Arousal	Dominance	Czech Word
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabelární
tabulate	0.480	0.403	0.598	tabelovat
tabulation	0.396	0.346	0.526	tabelování
tachometer	0.398	0.394	0.518	tachometr
tacit	0.459	0.340	0.473	tichý
tack	0.365	0.431	0.431	připínáček
tackle	0.365	0.686	0.569	řešit
tackled	0.438	0.612	0.569	řešit
tackling	0.480	0.694	0.613	řešení
tacky	0.245	0.490	0.373	lepkavý
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	takt
tactful	0.704	0.292	0.537	taktní
tactic	0.531	0.434	0.798	taktika
tactical	0.594	0.481	0.684	taktický
tactics	0.583	0.676	0.774	taktika
tactile	0.573	0.410	0.491	taktilní
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	pulec
taffeta	0.604	0.279	0.405	taft
taffy	0.448	0.431	0.204	karamela
tag	0.612	0.353	0.375	štítek
tail	0.480	0.272	0.293	ocas
tailed	0.438	0.358	0.351	ocasatý
tailgate	0.323	0.340	0.398	zadní dveře
tailings	0.439	0.311	0.446	hlušina
taillight	0.479	0.367	0.283	zadní světlo
tailor	0.573	0.206	0.450	Krejčí
tailoring	0.673	0.540	0.566	krejčovství
tailpipe	0.460	0.429	0.409	koncovka výfuku
taint	0.141	0.425	0.226	poskvrnit
take	0.828	0.537	0.348	vzít
takeoff	0.755	0.884	0.626	vzlétnout
takeout	0.736	0.392	0.368	výdej
takeover	0.663	0.531	0.861	převzít
taker	0.375	0.521	0.618	příjemce
talcum	0.500	0.196	0.291	mastek
tale	0.663	0.300	0.336	příběh
talent	0.959	0.607	0.811	talent
talented	0.939	0.635	0.938	talentovaný
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	mluvit
talkative	0.562	0.673	0.535	hovorný
talker	0.500	0.604	0.552	mluvka
tall	0.725	0.591	0.538	vysoký
tallies	0.551	0.290	0.402	sečte
tallow	0.344	0.283	0.290	lůj
tally	0.542	0.420	0.518	spočítat
talon	0.344	0.569	0.475	dráp
talons	0.320	0.698	0.525	drápy
tambourine	0.622	0.548	0.348	tamburína
tame	0.560	0.604	0.642	krotit
tamer	0.385	0.783	0.815	krotitel
taming	0.569	0.514	0.575	zkrocení
tamper	0.184	0.802	0.545	manipulovat
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	opálení
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tečna
tangerine	0.571	0.271	0.395	mandarinka
tangible	0.646	0.350	0.679	hmatatelný
tangle	0.354	0.545	0.254	spleť
tangled	0.260	0.539	0.316	Spletený
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	nádrž
tank top	0.610	0.371	0.371	tílko
tanker	0.520	0.647	0.713	tanker
tanned	0.615	0.550	0.491	opálený
tantalizing	0.525	0.788	0.625	vzrušující
tantamount	0.633	0.288	0.670	rovnat se
tantrum	0.219	0.817	0.404	rapl
taoism	0.490	0.250	0.456	taoismus
tap	0.461	0.370	0.349	klepnout
tape	0.531	0.277	0.254	páska
tape measure	0.406	0.250	0.360	svinovací metr
taper	0.541	0.410	0.415	kužel
tapering	0.344	0.380	0.237	zužující se
tapestry	0.520	0.176	0.362	gobelín
tapeworm	0.357	0.334	0.331	tasemnice
tapioca	0.594	0.297	0.324	tapioka
taps	0.448	0.378	0.409	kohoutky
tar	0.438	0.440	0.570	dehet
tarantula	0.260	0.718	0.544	tarantule
tardiness	0.296	0.452	0.260	nedochvilnost
tardy	0.204	0.592	0.293	pozdní
target	0.633	0.573	0.798	cílová
targeted	0.573	0.537	0.573	cílené
targeting	0.510	0.420	0.580	cílení
tariff	0.459	0.402	0.491	tarif
tarmac	0.357	0.302	0.398	asfaltovat
tarnish	0.204	0.441	0.342	zakalit
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	plachta
tarry	0.392	0.413	0.388	dehtovat
tart	0.719	0.380	0.219	dortík
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	zubní kámen
task	0.550	0.353	0.500	úkol
tassel	0.552	0.330	0.307	střapec
taste	0.802	0.406	0.465	chuť
tasteful	0.918	0.458	0.625	vkusný
tasteless	0.146	0.196	0.148	bez chuti
tasting	0.781	0.603	0.600	degustace
tasty	0.959	0.786	0.555	Chutný
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	žvanění
tattoo	0.490	0.602	0.525	tetování
taught	0.814	0.481	0.642	učil
taunt	0.083	0.696	0.355	posměch
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	napjatý
tavern	0.516	0.577	0.475	hospoda
tawdry	0.375	0.510	0.398	naparáděný
tawny	0.551	0.398	0.400	žlutohnědý
tax	0.260	0.481	0.534	daň
taxed	0.255	0.456	0.500	zdaněny
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	taxík
taxonomy	0.370	0.410	0.630	taxonomie
taxpayer	0.592	0.528	0.647	poplatník
tea	0.698	0.163	0.370	čaj
teach	0.840	0.510	0.852	učit
teacher	0.760	0.404	0.885	učitel
teaching	0.822	0.444	0.736	výuka
teacup	0.633	0.135	0.277	šálek na čaj
teahouse	0.802	0.314	0.288	čajovna
teal	0.540	0.293	0.321	modrozelená
team	0.708	0.461	0.688	tým
teamjesus	0.673	0.453	0.536	tým Ježíš
teammate	0.865	0.449	0.660	spoluhráč
teamwork	0.918	0.490	0.773	týmová práce
teapot	0.479	0.110	0.309	konvice na čaj
tear	0.404	0.620	0.327	roztržení
tearful	0.208	0.500	0.184	slzavý
tearsofjoy	0.926	0.740	0.455	slzy štěstí
teary	0.167	0.473	0.216	slzavý
tease	0.317	0.790	0.432	vtipálek
teaser	0.510	0.558	0.534	upoutávka
teasing	0.235	0.725	0.352	škádlení
teaspoon	0.521	0.330	0.221	čajová lžička
teat	0.612	0.469	0.328	dudlík
teatime	0.847	0.159	0.339	čas na čaj
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	technický
technicality	0.632	0.471	0.661	technicky
technician	0.592	0.510	0.713	technik
technique	0.760	0.414	0.593	technika
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	technologický
technology	0.776	0.490	0.825	technika
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	Medvídek
tedious	0.104	0.406	0.241	zdlouhavý
tedium	0.224	0.331	0.298	nuda
tee	0.459	0.373	0.377	tričko
teeming	0.582	0.550	0.727	hemžící se
teen	0.729	0.531	0.568	dospívající
teenager	0.781	0.593	0.527	teenager
teens	0.653	0.660	0.440	puberťáci
teensy	0.520	0.427	0.347	teensy
teeny	0.427	0.418	0.216	malinký
teeth	0.520	0.388	0.427	zuby
teething	0.396	0.471	0.474	prořezávání zoubků
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegrafovat
telekinesis	0.582	0.646	0.667	telekineze
telemetry	0.460	0.382	0.611	telemetrie
telepathic	0.602	0.490	0.642	telepatický
telepathy	0.594	0.510	0.588	telepatie
telephone	0.694	0.520	0.425	telefon
telescope	0.531	0.340	0.500	dalekohled
telescopic	0.490	0.290	0.660	teleskopický
telethon	0.643	0.641	0.473	telethon
teletype	0.532	0.392	0.455	dálnopis
televised	0.625	0.519	0.518	vysílaný v televizi
television	0.633	0.391	0.547	televize
tell	0.551	0.350	0.457	sdělit
teller	0.500	0.395	0.443	pokladník
telling	0.719	0.441	0.527	vyprávění
telltale	0.240	0.663	0.426	prozrazující
temp	0.490	0.440	0.314	tepl
temper	0.633	0.623	0.818	nálada
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentní
temperance	0.500	0.294	0.639	střídmost
temperate	0.469	0.394	0.593	mírný
temperature	0.521	0.559	0.473	teplota
tempered	0.583	0.437	0.667	temperované
tempest	0.245	0.843	0.653	bouře
template	0.479	0.311	0.411	šablona
temple	0.612	0.269	0.660	chrám
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	temporální
temporarily	0.500	0.365	0.373	dočasně
temporary	0.458	0.415	0.324	dočasný
tempt	0.210	0.677	0.500	pokoušet
temptation	0.365	0.817	0.560	pokušení
tempting	0.615	0.740	0.519	lákavý
temptress	0.427	0.787	0.667	svůdnice
ten	0.562	0.260	0.406	deset
tenable	0.741	0.412	0.636	udržitelný
tenacious	0.724	0.658	0.692	houževnatý
tenacity	0.740	0.657	0.889	houževnatost
tenancy	0.500	0.458	0.605	nájem
tenant	0.385	0.360	0.398	nájemce
tend	0.604	0.398	0.412	inklinovat
tendency	0.684	0.500	0.675	tendence
tender	0.630	0.520	0.509	nabídka
tenderfoot	0.469	0.421	0.438	nováček
tenderness	0.949	0.276	0.367	něha
tending	0.622	0.556	0.594	péče
tendon	0.341	0.271	0.463	šlachu
tenement	0.470	0.384	0.550	činžovní dům
tenet	0.667	0.333	0.636	princip
tenets	0.734	0.357	0.667	principy
tenfold	0.469	0.418	0.500	desetinásobek
tennis	0.622	0.519	0.431	tenis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	čas
tensile	0.458	0.510	0.618	tažné
tension	0.304	0.810	0.529	napětí
tent	0.510	0.275	0.333	stan
tentacle	0.370	0.559	0.398	chapadlo
tentative	0.582	0.657	0.534	orientační
tenth	0.510	0.349	0.382	desátý
tenths	0.406	0.294	0.284	desetiny
tenuous	0.398	0.263	0.276	tenký
tenure	0.615	0.472	0.611	držba
tepee	0.500	0.337	0.373	týpí
tepid	0.337	0.327	0.237	vlažný
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	období
terminal	0.316	0.434	0.483	terminál
terminate	0.171	0.410	0.441	vypovědět
termination	0.344	0.472	0.545	ukončení
terminator	0.370	0.663	0.737	terminátor
terminology	0.612	0.284	0.566	terminologie
terminus	0.281	0.382	0.615	konečná stanice
termite	0.265	0.480	0.408	termit
terms	0.490	0.362	0.645	podmínky
tern	0.573	0.365	0.309	rybák
ternary	0.550	0.406	0.480	trojice
terrace	0.615	0.269	0.411	terasa
terrain	0.540	0.300	0.472	terén
terrestrial	0.542	0.413	0.582	pozemní
terrible	0.061	0.849	0.604	hrozný
terribly	0.061	0.731	0.430	strašně
terrier	0.562	0.540	0.431	teriér
terrific	0.859	0.650	0.821	úžasný
terrified	0.090	0.902	0.387	vyděšený
terrifies	0.083	0.923	0.500	děsí
terrify	0.052	0.889	0.509	vyděsit
terrifying	0.031	0.836	0.602	děsivé
territorial	0.405	0.600	0.766	územní
territory	0.625	0.469	0.676	území
terror	0.069	0.902	0.415	teror
terrorism	0.060	0.971	0.673	terorismus
terrorist	0.019	0.930	0.679	terorista
terrorists	0.062	0.967	0.688	teroristé
terrorize	0.041	0.907	0.577	terorizovat
terse	0.542	0.393	0.409	stručný
tertiary	0.500	0.350	0.431	terciární
test	0.449	0.500	0.509	test
testament	0.594	0.420	0.806	testament
testicle	0.458	0.651	0.410	varle
testicular	0.388	0.680	0.453	varlat
testify	0.521	0.650	0.741	svědčit
testimonial	0.541	0.538	0.750	svědectví
testimony	0.615	0.578	0.643	svědectví
testosterone	0.573	0.840	0.775	testosteron
testy	0.135	0.640	0.357	podrážděný
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	připoutat
tethered	0.260	0.472	0.351	připoutaný
tetrahedral	0.595	0.468	0.423	čtyřstěnný
text	0.604	0.157	0.402	text
textbook	0.622	0.235	0.526	učebnice
textile	0.604	0.235	0.395	textil
textural	0.660	0.296	0.445	texturní
texture	0.615	0.215	0.412	textura
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	poděkovat
thankful	0.969	0.344	0.714	vděčný
thankgod	0.823	0.451	0.466	díky bohu
thanking	0.917	0.538	0.658	poděkování
thankless	0.146	0.500	0.497	nevděčný
thanks	0.918	0.472	0.461	dík
thanksalot	0.908	0.428	0.525	Díky moc
thanksgiving	0.927	0.449	0.637	díkůvzdání
thankyougod	0.900	0.446	0.651	Děkuji Bože
thankyoujesus	0.878	0.406	0.604	děkujioujesus
thankyoulord	0.809	0.388	0.466	děkuji pane
thatch	0.337	0.245	0.161	kštice
thatmoment	0.667	0.389	0.340	ten okamžik
thaumaturgy	0.510	0.546	0.618	thaumaturgie
thaw	0.438	0.321	0.327	rozmrazit
theater	0.760	0.635	0.516	divadlo
theatrical	0.720	0.690	0.546	divadelní
theatrics	0.694	0.539	0.486	divadlo
thebest	0.760	0.596	0.719	nejlepší
theft	0.135	0.867	0.394	krádež
theism	0.460	0.431	0.481	teismus
theistic	0.397	0.365	0.509	teistický
thelife	0.688	0.566	0.629	život
thelittlethings	0.571	0.240	0.324	malé věci
theme	0.541	0.176	0.427	téma
theocracy	0.490	0.427	0.722	teokracie
theocratic	0.380	0.480	0.605	teokratický
theologian	0.521	0.304	0.759	teolog
theological	0.480	0.363	0.683	teologický
theology	0.448	0.330	0.711	teologie
theorem	0.500	0.296	0.615	teorém
theoretical	0.615	0.270	0.546	teoretický
theory	0.583	0.314	0.529	teorie
therapeutic	0.625	0.275	0.680	terapeutický
therapeutics	0.552	0.343	0.625	terapeutika
therapist	0.468	0.430	0.679	terapeut
therapy	0.490	0.353	0.607	terapie
thereabouts	0.427	0.365	0.285	asi tak
thereof	0.542	0.265	0.281	z toho
therewith	0.462	0.317	0.398	s tím
thermal	0.480	0.360	0.509	tepelný
thermocouple	0.406	0.406	0.422	termočlánek
thermodynamics	0.510	0.594	0.678	termodynamika
thermometer	0.400	0.327	0.473	teploměr
thermos	0.582	0.255	0.328	termoska
thermostat	0.439	0.480	0.321	termostat
thesaurus	0.520	0.480	0.509	tezaurus
thesis	0.583	0.582	0.552	teze
thick	0.449	0.433	0.596	tlustý
thicken	0.406	0.398	0.509	zahustit
thickening	0.448	0.355	0.434	zahušťování
thicket	0.385	0.373	0.324	houští
thickness	0.552	0.370	0.443	tloušťka
thief	0.088	0.888	0.443	zloděj
thigh	0.469	0.433	0.588	stehno
thimble	0.490	0.192	0.218	náprstek
thin	0.469	0.337	0.356	tenký
thing	0.449	0.222	0.260	věc
things	0.519	0.250	0.368	věci
thingy	0.458	0.312	0.158	věc
think	0.786	0.408	0.618	myslet si
thinker	0.706	0.386	0.764	myslitel
thinking	0.720	0.308	0.595	myslící
third	0.551	0.187	0.304	Třetí
thirds	0.402	0.327	0.345	třetiny
thirst	0.298	0.519	0.307	žízeň
thirsty	0.281	0.660	0.310	žíznivý
thirteen	0.459	0.385	0.331	třináct
thirteenth	0.408	0.330	0.425	třináctý
thirty	0.562	0.349	0.316	třicet
thistle	0.427	0.423	0.357	bodlák
thither	0.500	0.270	0.316	tam
thong	0.467	0.596	0.269	řemen
thorn	0.296	0.541	0.427	trn
thorny	0.177	0.690	0.500	trnitý
thorough	0.467	0.350	0.558	důkladný
thoroughbred	0.669	0.740	0.716	plnokrevník
thoroughfare	0.582	0.481	0.490	dopravní tepna
thought	0.780	0.315	0.571	myslel
thoughtful	0.667	0.290	0.527	ohleduplný
thoughtfulness	0.867	0.269	0.667	ohleduplnost
thoughtless	0.194	0.580	0.452	bezohledný
thoughts	0.745	0.382	0.691	myšlenky
thousand	0.663	0.355	0.480	tisíc
thrash	0.260	0.510	0.472	mlátit
thread	0.646	0.184	0.209	vlákno
threat	0.135	0.865	0.667	ohrožení
threaten	0.104	0.958	0.590	vyhrožovat
threatened	0.052	0.928	0.354	ohrožený
threatening	0.071	0.875	0.652	hrozivý
three	0.653	0.225	0.377	tři
threefold	0.521	0.400	0.534	trojnásobný
threesome	0.490	0.676	0.560	trojice
thresh	0.490	0.417	0.500	mlátit
threshold	0.531	0.519	0.575	práh
thrice	0.469	0.442	0.462	třikrát
thrift	0.760	0.217	0.649	šetrnost
thrifty	0.604	0.380	0.676	šetrný
thrill	0.888	0.837	0.711	vzrušení
thrilled	0.898	0.818	0.807	nadšený
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	vzrušující
thrive	0.948	0.529	0.772	prospívat
thriving	0.865	0.521	0.779	prosperující
throat	0.350	0.538	0.346	hrdlo
throb	0.500	0.673	0.556	pulzovat
throbbing	0.645	0.808	0.491	pulzující
throes	0.146	0.760	0.235	porodní bolesti
throne	0.724	0.606	0.887	trůn
throng	0.480	0.810	0.706	dav
throttle	0.562	0.804	0.750	plynu
throw	0.344	0.770	0.623	házet
throwback	0.280	0.454	0.356	návrat zpět
thrower	0.470	0.690	0.717	vrhač
thrown	0.500	0.550	0.619	hozený
thrush	0.306	0.490	0.454	drozd
thrust	0.510	0.647	0.663	tah
thruster	0.698	0.812	0.719	vrtule
thud	0.255	0.686	0.620	bouchnutí
thug	0.240	0.882	0.667	násilník
thumb	0.673	0.271	0.361	palec
thumbprint	0.510	0.347	0.451	otisk palce
thump	0.280	0.792	0.608	bouchnout
thumper	0.354	0.623	0.457	tlouk
thumping	0.214	0.755	0.566	dunění
thunder	0.296	0.916	0.526	hrom
thunderbolt	0.418	0.719	0.642	blesk
thunderclap	0.390	0.833	0.607	zahřmění
thundering	0.337	0.778	0.700	hřímání
thunderstorm	0.135	0.860	0.784	bouřka
thunderstruck	0.194	0.716	0.509	ohromený
thwart	0.281	0.684	0.409	překazit
thx	0.562	0.425	0.461	díky
thyme	0.561	0.255	0.325	tymián
thyroid	0.234	0.455	0.373	Štítná žláza
tiara	0.719	0.300	0.472	diadém
tibia	0.450	0.302	0.425	holenní kost
tic	0.271	0.438	0.250	tik
tick	0.521	0.386	0.412	klíště
ticked	0.469	0.386	0.455	zaškrtnuto
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	lístek
tickle	0.760	0.727	0.342	šimrání
tickled	0.755	0.707	0.364	lechtal
ticklish	0.823	0.814	0.345	lechtivý
tidal	0.592	0.539	0.519	přílivový
tidal wave	0.240	0.894	0.736	přílivová vlna
tidbit	0.552	0.382	0.385	lahůdka
tide	0.541	0.556	0.420	slapy
tidings	0.610	0.510	0.694	poselství
tidy	0.760	0.208	0.647	uklidit
tie	0.663	0.464	0.431	kravata
tier	0.520	0.245	0.560	úroveň
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tygr
tighten	0.388	0.487	0.627	utáhnout
tightness	0.344	0.606	0.759	těsnost
tightrope	0.354	0.653	0.279	lano
tights	0.583	0.343	0.269	punčocháče
tilde	0.520	0.314	0.321	vlnovka
tile	0.429	0.245	0.348	dlaždice
tiling	0.600	0.330	0.315	obklady
till	0.490	0.327	0.319	až do
tillage	0.552	0.591	0.540	zpracování půdy
tiller	0.448	0.410	0.290	kormidelník
tilt	0.365	0.549	0.463	náklon
tilting	0.459	0.384	0.340	naklápění
timber	0.332	0.202	0.386	dřevo
timberland	0.550	0.415	0.571	Timberland
timbre	0.460	0.480	0.296	témbr
time	0.604	0.288	0.609	čas
timeless	0.408	0.468	0.583	nadčasový
timeliness	0.760	0.404	0.582	včasnost
timely	0.865	0.387	0.591	včasné
timeout	0.344	0.433	0.322	Časový limit
timepiece	0.650	0.279	0.461	hodinky
timer	0.469	0.433	0.500	časovač
times	0.490	0.279	0.439	časy
timetable	0.561	0.189	0.491	jízdní řád
timewasters	0.391	0.535	0.291	požírači času
timid	0.327	0.276	0.132	plachý
timidity	0.333	0.358	0.153	plachost
timing	0.521	0.311	0.577	načasování
tin	0.469	0.370	0.217	cín
tincture	0.440	0.360	0.402	tinktura
tine	0.438	0.373	0.284	hrot
tinfoil	0.448	0.284	0.311	staniol
tinge	0.469	0.292	0.264	nádech
tingle	0.460	0.560	0.264	chvění
tingling	0.427	0.615	0.340	mravenčení
tinker	0.396	0.528	0.275	dráteník
tinkering	0.531	0.490	0.448	kutilství
tinkle	0.562	0.529	0.356	cinkot
tinkling	0.612	0.530	0.324	cinkání
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	pozlátko
tint	0.582	0.292	0.273	nádech
tiny	0.479	0.196	0.125	drobný
tip	0.708	0.221	0.518	spropitné
tipper	0.427	0.571	0.431	sklápěč
tipster	0.490	0.462	0.490	tipař
tipsy	0.510	0.625	0.570	opilý
tiptoe	0.510	0.490	0.407	chodit po špičkách
tirade	0.378	0.587	0.532	tiráda
tire	0.438	0.385	0.381	pneumatika
tired	0.125	0.317	0.191	unavený
tiredness	0.387	0.408	0.242	únava
tiredofit	0.300	0.270	0.204	unavený z toho
tireless	0.657	0.750	0.645	neúnavný
tiresome	0.240	0.542	0.153	únavné
tiring	0.153	0.510	0.176	únavné
tissue	0.558	0.236	0.345	tkáň
tistheseason	0.646	0.548	0.435	desátá sezóna
tit	0.402	0.539	0.388	sýkorka
titan	0.598	0.653	0.811	titán
titanic	0.427	0.786	0.795	titánský
titanium	0.520	0.470	0.704	titan
tithe	0.507	0.276	0.385	desátek
title	0.708	0.356	0.574	titul
titled	0.677	0.240	0.658	s názvem
titty	0.561	0.548	0.294	koza
titular	0.704	0.385	0.760	titulární
toad	0.302	0.452	0.196	ropucha
toast	0.740	0.382	0.356	přípitek
toaster	0.542	0.337	0.387	toustovač
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	tabák
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	dnes
toddler	0.812	0.469	0.368	batole
toe	0.406	0.221	0.293	prst
toenail	0.530	0.380	0.306	nehet
toffee	0.658	0.510	0.396	karamela
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	tóga
together	0.874	0.392	0.658	spolu
togetherness	0.906	0.360	0.635	jednotnost
toil	0.558	0.510	0.583	dřina
toilet	0.490	0.290	0.233	toaleta
toils	0.480	0.710	0.482	tenata
token	0.510	0.418	0.414	žeton
tolerable	0.750	0.350	0.374	snesitelný
tolerance	0.875	0.206	0.649	tolerance
tolerant	0.765	0.192	0.618	tolerantní
tolerate	0.724	0.430	0.588	tolerovat
toleration	0.776	0.442	0.727	tolerance
toll	0.296	0.422	0.453	mýtné
tomahawk	0.510	0.642	0.504	tomahavk
tomato	0.550	0.183	0.275	rajče
tomatoes	0.615	0.240	0.272	rajčata
tomb	0.112	0.500	0.343	hrobka
tombstone	0.204	0.441	0.311	náhrobek
tomcat	0.520	0.412	0.386	kocour
tome	0.429	0.316	0.492	ke mě
tomorrow	0.792	0.377	0.407	zítra
ton	0.560	0.418	0.604	tón
tone	0.551	0.355	0.411	tón
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	kleště
tongs	0.500	0.459	0.321	kleště
tongue	0.542	0.432	0.482	jazyk
tonic	0.541	0.360	0.500	tonikum
tonnage	0.323	0.382	0.590	tonáž
tonsils	0.347	0.373	0.283	mandle
toocold	0.420	0.550	0.379	příliš studený
tool	0.490	0.350	0.594	nástroj
toolbox	0.531	0.316	0.472	sada nástrojů
tooling	0.510	0.406	0.634	nářadí
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	houkání
tooth	0.439	0.250	0.367	zub
toothache	0.188	0.853	0.412	bolest zubů
toothbrush	0.517	0.330	0.321	Kartáček na zuby
toothed	0.449	0.394	0.352	ozubený
toothless	0.312	0.541	0.272	bezzubý
toothpaste	0.510	0.290	0.371	zubní pasta
toothpick	0.561	0.216	0.185	párátko
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	horní
topaz	0.643	0.325	0.384	topas
topic	0.520	0.276	0.427	téma
topical	0.561	0.340	0.500	aktuální
topless	0.625	0.765	0.414	nahoře bez
topographic	0.604	0.378	0.558	topografický
topographical	0.438	0.350	0.538	místopisný
topography	0.469	0.357	0.506	topografie
topple	0.198	0.820	0.573	svrhnout
topside	0.708	0.466	0.598	vrchní strana
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	pochodeň
torment	0.057	0.750	0.387	trápení
tormented	0.071	0.855	0.323	utrápený
torn	0.153	0.510	0.283	roztržený
tornado	0.260	0.896	0.784	tornádo
torpedo	0.219	0.794	0.707	torpédo
torque	0.466	0.375	0.406	točivý moment
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	vášnivý
torsion	0.312	0.651	0.402	kroucení
torso	0.408	0.394	0.473	trup
tort	0.229	0.635	0.455	přečin
tortious	0.312	0.724	0.491	delikventní
tortoise	0.673	0.078	0.250	želva
tortuous	0.194	0.755	0.382	klikatý
torture	0.115	0.878	0.555	mučení
tortured	0.062	0.890	0.361	mučen
toss	0.418	0.725	0.575	přehazovat
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	celkový
totality	0.688	0.443	0.717	celek
totally	0.820	0.422	0.702	naprosto
tote	0.510	0.398	0.625	vozit
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	dotek
touchdown	0.667	0.770	0.586	přistání
touched	0.592	0.380	0.404	dotkl
touching	0.760	0.439	0.491	dojemný
touchy	0.323	0.510	0.343	nedůtklivý
tough	0.344	0.588	0.742	tvrdý
toughen	0.458	0.683	0.711	přitvrdit
toughness	0.552	0.618	0.837	houževnatost
toupee	0.323	0.270	0.324	tupé
tour	0.663	0.545	0.543	prohlídka
tourism	0.823	0.531	0.545	cestovní ruch
tourist	0.745	0.480	0.430	turista
tourmaline	0.448	0.513	0.441	turmalín
tournament	0.694	0.740	0.611	turnaj
tourniquet	0.335	0.521	0.398	turniket
tout	0.480	0.538	0.375	nadávat
tow	0.531	0.500	0.508	vlek
towel	0.630	0.208	0.286	ručník
tower	0.606	0.380	0.644	věž
towering	0.500	0.690	0.806	tyčící se
town	0.551	0.299	0.627	město
townhouse	0.622	0.400	0.443	městský dům
township	0.531	0.292	0.667	okres
townspeople	0.677	0.466	0.569	obyvatelé města
toxic	0.008	0.885	0.492	toxický
toxicity	0.104	0.865	0.491	toxicita
toxicology	0.302	0.736	0.574	toxikologie
toxin	0.115	0.654	0.456	toxin
toy	0.878	0.420	0.275	hračka
toymaker	0.755	0.510	0.536	výrobce hraček
trace	0.573	0.346	0.483	stopa
traceable	0.602	0.370	0.535	dohledatelné
tracer	0.573	0.327	0.645	tracer
traces	0.482	0.448	0.389	stopy
trachea	0.448	0.509	0.387	průdušnice
tracing	0.418	0.591	0.565	trasování
track	0.448	0.433	0.526	dráha
tracker	0.398	0.744	0.731	stopař
tract	0.406	0.422	0.339	trakt
tractable	0.635	0.500	0.469	povolný
traction	0.429	0.585	0.648	trakce
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	obchod
trademark	0.667	0.344	0.750	ochranná známka
trader	0.562	0.632	0.854	obchodník
tradesman	0.531	0.431	0.664	živnostník
trading	0.635	0.602	0.705	obchodování
tradition	0.830	0.430	0.750	tradice
traditional	0.677	0.221	0.604	tradiční
traffic	0.323	0.559	0.518	provoz
traffic light	0.490	0.469	0.479	Semafor
trafficking	0.250	0.710	0.399	obchodování s lidmi
tragedies	0.100	0.910	0.442	tragédie
tragedy	0.052	0.843	0.340	tragédie
tragic	0.048	0.904	0.396	tragický
trail	0.600	0.322	0.455	stezka
trailer	0.541	0.490	0.473	upoutávka
train	0.666	0.705	0.620	vlak
train set	0.604	0.598	0.464	vlaková souprava
trained	0.771	0.538	0.645	vyškolený
trainee	0.627	0.408	0.352	praktikant
trainer	0.698	0.719	0.824	trenér
training	0.714	0.776	0.788	výcvik
trait	0.469	0.365	0.453	vlastnost
traitor	0.112	0.796	0.491	zrádce
traitorous	0.073	0.745	0.412	zrádný
trajectory	0.653	0.558	0.779	trajektorie
tram	0.667	0.628	0.492	tramvaj
tramp	0.108	0.510	0.182	tulák
trample	0.235	0.764	0.562	dupat
