English Word	Valence	Arousal	Dominance	Irish Word
stream	0.449	0.537	0.559	sruth
streamer	0.615	0.530	0.429	sruthaire
streaming	0.592	0.481	0.582	sruthú
streamline	0.656	0.573	0.618	sruthlíniú
street	0.594	0.324	0.398	sráid
streetcar	0.390	0.569	0.566	carr sráide
streetlight	0.673	0.268	0.390	solas sráide
strength	0.802	0.682	0.858	neart
strengthen	0.802	0.796	0.971	neartú
strengthening	0.913	0.627	0.945	neartú
strenuous	0.104	0.660	0.481	stríocach
strep	0.365	0.594	0.353	stríoc
stress	0.173	0.843	0.317	strus
stressed	0.167	0.740	0.502	béim
stresses	0.115	0.817	0.396	strus
stressfree	0.833	0.080	0.528	saor ó strus
stressful	0.153	0.873	0.389	struis
stressin	0.146	0.810	0.367	strusin
stressing	0.163	0.866	0.462	béim
stressrelief	0.627	0.417	0.475	faoiseamh struis
stretch	0.604	0.578	0.500	síneadh
stretcher	0.438	0.196	0.295	sínteoir
stricken	0.163	0.720	0.368	buailte
strict	0.500	0.646	0.878	dian
stride	0.490	0.670	0.434	stríoc
strife	0.344	0.898	0.630	achrann
strike	0.271	0.811	0.571	stailc
strikeout	0.316	0.520	0.371	stailc amach
striker	0.500	0.589	0.696	buailteoir
striking	0.357	0.827	0.657	buailte
strikingly	0.690	0.684	0.811	buailte
string	0.385	0.398	0.445	teaghrán
strings	0.457	0.292	0.355	teaghráin
stringy	0.430	0.510	0.527	docht
strip	0.427	0.500	0.436	stiall
stripe	0.629	0.302	0.361	stríoc
striped	0.344	0.373	0.385	stríocach
stripped	0.255	0.615	0.278	stripped
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	dícheall
strobe	0.490	0.633	0.537	stríoc
stroke	0.562	0.440	0.570	stróc
stroll	0.745	0.415	0.444	spaisteoireacht
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	ag spaisteoireacht
strong	0.912	0.745	0.895	láidir
stronghold	0.708	0.636	0.954	dhaingean
strongly	0.630	0.817	0.885	go láidir
structural	0.582	0.425	0.690	struchtúrach
structure	0.562	0.356	0.712	struchtúr
strudel	0.627	0.417	0.397	stríoc
struggle	0.365	0.820	0.741	streachailt
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	stub
stubbed	0.323	0.642	0.241	stuáilte
stubble	0.333	0.442	0.264	coinleach
stubborn	0.157	0.702	0.575	stócach
stubbornness	0.156	0.673	0.508	stuamacht
stubby	0.417	0.370	0.393	stócach
stucco	0.439	0.292	0.279	stucó
stuck	0.153	0.644	0.285	bhfostú
stuckup	0.281	0.480	0.363	bhfostú suas
stud	0.564	0.531	0.509	graí
studded	0.396	0.412	0.425	studded
student	0.634	0.318	0.537	dalta
studied	0.786	0.306	0.806	staidéar
studio	0.677	0.265	0.620	stiúideo
study	0.653	0.361	0.768	staidéar
stuff	0.622	0.367	0.263	rudaí
stuffed animal	0.684	0.255	0.306	ainmhí líonta
stuffing	0.417	0.324	0.304	líonadh
stuffy	0.323	0.615	0.406	líonta
stumble	0.153	0.716	0.259	stumble
stump	0.449	0.510	0.340	stumpa
stumped	0.344	0.604	0.392	stumpa
stun	0.333	0.710	0.451	stiúdú
stunned	0.306	0.663	0.356	stunned
stunner	0.418	0.780	0.492	stunner
stunning	0.888	0.673	0.858	néal
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	stunted
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	stupefaction
stupefy	0.200	0.740	0.412	stupefy
stupendous	0.823	0.690	0.798	stupendous
stupid	0.133	0.510	0.200	dúr
stupidity	0.060	0.418	0.151	stuamacht
stupidpeople	0.073	0.675	0.196	dúr daoine
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	stupor
sturdy	0.580	0.642	0.824	daingean
sturgeon	0.417	0.473	0.465	sturgeon
stutter	0.250	0.469	0.258	stutter
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	stíl
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	stylish
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	fo
subatomic	0.385	0.538	0.491	fo-adamhach
subcommittee	0.396	0.467	0.600	fochoiste
subconscious	0.531	0.375	0.415	fo-chomhfhiosach
subcutaneous	0.396	0.444	0.376	subcutaneous
subdivide	0.538	0.433	0.348	foroinnt
subdivision	0.592	0.455	0.430	foroinn
subduction	0.350	0.569	0.445	subduction
subdue	0.275	0.640	0.784	suarach
subdued	0.236	0.463	0.223	suarach
subdural	0.381	0.491	0.425	subdarach
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	ábhar
subjected	0.286	0.520	0.221	faoi réir
subjection	0.354	0.408	0.539	suibiacht
subjective	0.510	0.350	0.432	suibiachtúla
subjugation	0.280	0.610	0.377	subjugation
sublet	0.469	0.551	0.545	foligean
sublevel	0.365	0.298	0.333	fo-leibhéal
sublimation	0.510	0.390	0.538	sublimation
sublime	0.784	0.333	0.585	sublime
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	fomhuireán
submerge	0.517	0.643	0.456	báite
submerged	0.337	0.528	0.357	báite
submersible	0.406	0.459	0.540	intumtha
submission	0.531	0.580	0.633	aighneacht
submissive	0.480	0.217	0.173	submissive
submit	0.635	0.448	0.500	cuir isteach
submitting	0.667	0.610	0.611	ag cur isteach
subordinate	0.276	0.392	0.121	fo-cheann
subordination	0.270	0.527	0.343	subordination
subplot	0.469	0.413	0.446	fophlota
subpoena	0.281	0.634	0.555	subpoena
subscribe	0.660	0.344	0.591	liostáil
subscriber	0.562	0.398	0.570	suibscríobhaí
subscription	0.583	0.333	0.651	sintiús
subsequence	0.438	0.510	0.413	iardain
subsequent	0.449	0.385	0.400	ina dhiaidh sin
subsequently	0.380	0.337	0.336	ina dhiaidh sin
subservient	0.255	0.402	0.339	subservach
subset	0.429	0.358	0.404	fothacar
subside	0.375	0.308	0.209	subside
subsidence	0.320	0.509	0.452	turnamh
subsidiary	0.541	0.295	0.500	fochuideachta
subsidize	0.604	0.615	0.589	fóirdheontas
subsidy	0.573	0.462	0.517	fóirdheontas
subsist	0.573	0.418	0.472	ann
subsistence	0.510	0.404	0.491	chothaithe
subsoil	0.429	0.240	0.382	fo-ithir
subspace	0.470	0.453	0.475	fospás
substance	0.615	0.422	0.528	substaint
substandard	0.235	0.333	0.150	fochaighdeánach
substantial	0.590	0.490	0.690	substaintiúil
substantially	0.646	0.471	0.684	go substaintiúil
substantiate	0.531	0.549	0.636	bunús a thabhairt
substantive	0.500	0.350	0.455	substainteach
substation	0.469	0.461	0.491	fostáisiún
substitute	0.427	0.406	0.398	ionadach
substituted	0.271	0.545	0.394	ionadach
substitution	0.406	0.480	0.353	ionadú
substructure	0.441	0.358	0.587	fostruchtúr
subterranean	0.469	0.306	0.432	fo-thalamh
subtext	0.635	0.276	0.412	fothéacs
subtitle	0.445	0.202	0.347	fotheideal
subtle	0.708	0.167	0.228	suarach
subtlety	0.615	0.176	0.363	subtlety
subtract	0.208	0.330	0.283	dealaigh
subtraction	0.163	0.382	0.349	dealú
subtype	0.427	0.296	0.420	fochineál
suburb	0.354	0.566	0.441	bruachbhaile
suburban	0.439	0.450	0.453	fo-uirbeach
suburbia	0.438	0.490	0.421	bruachbhaile
suburbs	0.510	0.571	0.286	bruachbhailte
subversion	0.347	0.608	0.415	forleagan
subversive	0.198	0.765	0.500	treascrach
subvert	0.357	0.557	0.536	subvert
subway	0.418	0.300	0.464	fobhealach
succeed	0.926	0.755	0.926	éirigh
succeeding	0.867	0.755	0.849	ag éirí
success	0.959	0.880	0.981	rath
successful	0.949	0.724	0.938	rathúil
succession	0.698	0.481	0.587	comharbas
successive	0.635	0.471	0.518	as a chéile
successor	0.729	0.531	0.648	comharba
succinct	0.510	0.413	0.566	gonta
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	suairc
succumb	0.202	0.787	0.292	succumb
suck	0.344	0.706	0.377	tarraing
sucker	0.265	0.393	0.204	súgán
sucking	0.227	0.528	0.377	sucking
suckling	0.596	0.558	0.518	diúil
sucks	0.115	0.683	0.302	suarach
suction	0.460	0.593	0.526	shúchán
sudden	0.449	0.660	0.435	tobann
suddenly	0.670	0.510	0.456	go tobann
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	agairt
suede	0.542	0.259	0.259	suede
suffer	0.082	0.910	0.259	fulaingt
sufferer	0.156	0.690	0.278	fulaingt
suffering	0.020	0.719	0.235	fulaingt
suffice	0.643	0.326	0.504	leor
sufficiency	0.594	0.438	0.576	leordhóthanacht
sufficient	0.833	0.330	0.588	leor
sufficiently	0.776	0.367	0.714	go leor
suffix	0.430	0.420	0.364	iarmhír
suffocate	0.219	0.764	0.440	suffocate
suffocating	0.133	0.774	0.429	suffocating
suffocation	0.020	0.830	0.462	plúchadh
sugar	0.896	0.382	0.402	siúcra
suggest	0.573	0.471	0.517	le fios
suggestion	0.646	0.365	0.558	moladh
suggestive	0.552	0.500	0.555	moltach
suicidal	0.021	0.867	0.382	féinmharfach
suicide	0.030	0.873	0.429	féinmharú
suicidebombing	0.031	0.957	0.627	buamáil féinmharaithe
suit	0.776	0.282	0.482	culaith
suitable	0.792	0.298	0.722	oiriúnach
suitcase	0.562	0.212	0.318	culaith
suite	0.790	0.420	0.400	suite
suitor	0.708	0.639	0.546	agra
sulfate	0.427	0.352	0.429	sulfáit
sulfur	0.173	0.530	0.364	sulfair
sulk	0.250	0.580	0.406	sileadh
sullen	0.250	0.407	0.263	suileann
sully	0.378	0.550	0.370	suil
sulphur	0.260	0.450	0.233	sulfair
sultan	0.529	0.423	0.821	sultán
sultry	0.735	0.696	0.627	sultry
sum	0.792	0.340	0.420	suim
summarily	0.469	0.431	0.543	go hachomair
summarize	0.590	0.323	0.471	achoimre
summary	0.729	0.260	0.427	achoimre
summation	0.766	0.337	0.594	suimiú
summer	0.812	0.373	0.550	samhradh
summerhouse	0.796	0.308	0.443	teach samhraidh
summertime	0.837	0.500	0.455	samhradh
summit	0.625	0.618	0.764	cruinniú mullaigh
summon	0.521	0.560	0.664	thoghairm
summons	0.552	0.604	0.598	toghairm
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	sumptuous
sun	0.877	0.400	0.681	ghrian
sunbeam	0.729	0.440	0.505	lus na gréine
sunburn	0.061	0.755	0.447	dóite gréine
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	dé domhnaigh
sundial	0.643	0.225	0.406	scairt gréine
sundown	0.812	0.276	0.445	gréine
sundry	0.543	0.369	0.407	iolartha
sunflower	0.878	0.231	0.270	lus na gréine
sunglass	0.684	0.264	0.324	gloine gréine
sunglasses	0.844	0.443	0.364	Spéaclaí gréine
sunk	0.146	0.531	0.185	chuaigh
sunken	0.103	0.476	0.173	báite
sunless	0.245	0.280	0.273	gan ghrian
sunlight	0.906	0.407	0.639	solas na gréine
sunny	0.740	0.348	0.481	Grianmhar
sunrise	0.823	0.347	0.640	éirí gréine
sunroof	0.681	0.325	0.425	díon gréine
sunscreen	0.656	0.387	0.462	grianscéithe
sunset	0.875	0.231	0.298	luí na gréine
sunshine	0.885	0.297	0.769	Solas na gréine
suntan	0.620	0.510	0.366	grianán
sunup	0.760	0.304	0.620	sunup
sup	0.551	0.358	0.385	suip
super	0.844	0.663	0.780	sár
superannuation	0.448	0.412	0.562	aoisliúntas
superb	0.980	0.708	0.852	thar barr
superficial	0.357	0.407	0.309	superficial
superfluous	0.316	0.469	0.393	iomarcach
superhero	0.910	0.820	0.893	sárlaoch
superhuman	0.810	0.745	0.895	sárdhaonna
superimposed	0.490	0.529	0.683	forshuite
superintendent	0.592	0.570	0.942	feitheoir
superior	0.801	0.697	0.940	uachtarach
superiority	0.582	0.602	0.959	barr feabhais
superlative	0.714	0.566	0.737	sármhaith
superman	0.945	0.794	0.929	sárfhear
supermarket	0.690	0.547	0.571	ollmhargadh
supermodel	0.880	0.663	0.698	sármhúnla
supernatant	0.500	0.500	0.565	suthach
supernatural	0.622	0.824	0.733	osnádúrtha
supernova	0.729	0.673	0.827	ollnóva
superposition	0.480	0.570	0.806	forshuíomh
superpower	0.806	0.784	0.972	sárchumhacht
supersede	0.479	0.510	0.518	ionad
superstar	0.885	0.860	0.880	sárréalta
superstition	0.177	0.640	0.418	piseog
superstitious	0.281	0.545	0.514	piseog
superstore	0.719	0.600	0.640	ollsiopa
supervise	0.698	0.555	0.889	maoirsiú
supervision	0.459	0.578	0.825	maoirseacht
supervisor	0.615	0.479	0.933	maoirseoir
supper	0.708	0.429	0.552	suipéar
suppertime	0.792	0.388	0.461	am suipéar
supplant	0.344	0.558	0.463	ionadach
supple	0.812	0.528	0.436	supple
supplement	0.745	0.406	0.491	forlíonadh
supplemental	0.604	0.404	0.555	forlíontach
supplementary	0.625	0.352	0.541	forlíontach
supplication	0.469	0.570	0.309	achainí
supplier	0.615	0.462	0.736	soláthraí
supplies	0.698	0.390	0.595	soláthairtí
supply	0.708	0.519	0.603	soláthar
support	0.811	0.472	0.737	tacaíocht
supported	0.853	0.408	0.613	tacaithe
supporter	0.721	0.510	0.698	tacadóir
supporters	0.763	0.539	0.558	lucht tacaíochta
supporting	0.634	0.490	0.764	ag tacú
supportive	0.875	0.420	0.635	tacúil
suppose	0.551	0.343	0.348	is dócha
supposed	0.296	0.378	0.379	ceaptha
supposing	0.449	0.451	0.357	ag ceapadh
supposition	0.531	0.408	0.526	suomh
suppress	0.281	0.559	0.509	faoi chois
suppression	0.267	0.541	0.537	faoi chois
supremacy	0.794	0.706	0.943	ardcheannas
supreme	0.812	0.700	0.974	uachtaracha
supremely	0.833	0.725	0.897	thar barr
surcharge	0.375	0.528	0.500	formhuirear
sure	0.724	0.270	0.793	cinnte
surety	0.776	0.365	0.750	urra
surf	0.847	0.650	0.500	surfáil
surface	0.448	0.375	0.604	dromchla
surfboard	0.729	0.730	0.387	clár surf
surfer	0.704	0.701	0.554	surfálaí
surge	0.449	0.684	0.500	borrtha
surgeon	0.500	0.598	0.793	máinlia
surgery	0.286	0.769	0.600	máinliacht
surgical	0.327	0.696	0.723	máinliachta
surly	0.221	0.469	0.493	suarach
surmise	0.529	0.400	0.347	tuairimíocht
surname	0.670	0.250	0.493	sloinne
surpassing	0.719	0.660	0.720	ag sárú
surplus	0.602	0.680	0.630	barrachas
surprise	0.875	0.875	0.562	iontas
surprised	0.784	0.855	0.539	ionadh
surprises	0.875	0.769	0.632	iontas
surprising	0.888	0.790	0.692	ionadh
surprisingly	0.847	0.793	0.819	ionadh
surreal	0.550	0.529	0.670	osréalaíoch
surrender	0.115	0.396	0.186	géilleadh
surrendering	0.198	0.411	0.245	ag géilleadh
surrogate	0.406	0.590	0.472	ionaid
surround	0.542	0.623	0.627	timpeall
surrounding	0.531	0.422	0.669	timpeall
surroundings	0.600	0.346	0.492	timpeallacht
surveillance	0.365	0.720	0.718	faireachas
survey	0.580	0.357	0.379	suirbhé
surveying	0.488	0.455	0.682	suirbhéireacht
surveyor	0.545	0.337	0.648	suirbhéir
survival	0.541	0.798	0.879	marthain
survive	0.770	0.824	0.726	mair
surviving	0.646	0.836	0.721	marthanach
survivor	0.677	0.750	0.815	marthanóir
susceptibility	0.458	0.627	0.364	so-ghabhálacht
susceptible	0.438	0.449	0.304	goilliúnach
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	amhrasach
suspected	0.173	0.755	0.452	amhrasta
suspend	0.240	0.320	0.368	fionraí
suspended	0.224	0.402	0.368	ar fionraí
suspenders	0.391	0.333	0.500	crochtar
suspense	0.286	0.775	0.402	fionraí
suspension	0.288	0.530	0.426	fionraí
suspicion	0.204	0.711	0.377	amhrais
suspicions	0.208	0.745	0.500	amhrais
suspicious	0.153	0.745	0.431	amhrasach
sustain	0.635	0.358	0.593	chothú
sustained	0.649	0.340	0.580	leanúnach
sustenance	0.820	0.519	0.679	cothú
suture	0.240	0.510	0.510	uaim
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	swallow
swami	0.510	0.547	0.491	snámh
swamp	0.245	0.425	0.235	luascadh
swamped	0.156	0.480	0.270	shnámh
swampy	0.306	0.390	0.412	swampy
swan	0.781	0.225	0.357	eala
swank	0.490	0.500	0.442	sceal
swap	0.552	0.500	0.509	babhtáil
swarm	0.302	0.735	0.458	shnámh
swarming	0.375	0.600	0.435	ag snámh
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	smacht
swear	0.601	0.577	0.658	mionn
swearing	0.333	0.559	0.586	ag mionnú
sweat	0.388	0.579	0.297	allas
sweater	0.704	0.245	0.295	geansaí
sweating	0.292	0.667	0.265	sweating
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	siopa allais
sweaty	0.281	0.540	0.304	allais
sweep	0.448	0.385	0.383	scuab
sweeper	0.470	0.549	0.414	scuabadóir
sweeping	0.344	0.431	0.355	scuabadh
sweet	0.668	0.418	0.382	milis
sweeten	0.908	0.455	0.423	mhilsiú
sweetened	0.940	0.461	0.398	milsithe
sweetener	0.670	0.333	0.330	milseoir
sweetest	0.959	0.500	0.370	is milse
sweetheart	0.959	0.423	0.509	milseán
sweetie	0.990	0.549	0.560	milseán
sweetness	0.906	0.474	0.528	binneas
sweets	0.910	0.422	0.321	milseáin
swell	0.360	0.679	0.348	at
swelling	0.323	0.608	0.250	at
sweltering	0.204	0.644	0.362	swelltering
swerve	0.276	0.612	0.357	sluaiste
swift	0.760	0.776	0.698	sciobtha
swiftly	0.660	0.885	0.618	go tapa
swig	0.604	0.481	0.406	sceall
swill	0.427	0.528	0.322	suil
swim	0.688	0.461	0.529	snámh
swimmer	0.657	0.698	0.610	snámhóir
swimming	0.760	0.559	0.524	ag snámh
swimsuit	0.740	0.373	0.269	culaith snámha
swindle	0.122	0.740	0.439	sceoin
swindler	0.125	0.721	0.575	screadaíl
swine	0.340	0.519	0.277	muc
swing	0.602	0.510	0.481	luascadh
swinger	0.459	0.778	0.482	luascaire
swinging	0.656	0.510	0.312	ag luascadh
swipe	0.573	0.450	0.266	swipe
swirl	0.490	0.726	0.639	guairneán
swish	0.562	0.510	0.474	swis
switch	0.500	0.538	0.509	lasc
switchblade	0.357	0.596	0.528	lasclann
switchboard	0.571	0.519	0.558	lasc-chlár
swivel	0.562	0.480	0.500	sclóine
swollen	0.236	0.510	0.277	ata
swoon	0.292	0.510	0.160	swoon
swoop	0.479	0.618	0.446	swoop
sword	0.438	0.653	0.713	claíomh
swordfish	0.564	0.520	0.442	colgán
swordplay	0.616	0.750	0.528	claíomh
swordsman	0.395	0.857	0.696	claíomh
sycamore	0.500	0.401	0.527	seiceamar
syllable	0.448	0.250	0.417	siolla
syllabus	0.736	0.370	0.643	siollabas
symbiotic	0.832	0.425	0.406	siombóiseach
symbol	0.643	0.388	0.527	siombail
symbolic	0.670	0.385	0.574	siombalach
symbolically	0.582	0.385	0.648	go siombalach
symbolism	0.688	0.347	0.640	siombalachas
symbolize	0.633	0.327	0.673	samhlaigh
symmetric	0.745	0.212	0.588	siméadrach
symmetrical	0.542	0.263	0.569	siméadrach
symmetry	0.604	0.274	0.500	siméadracht
sympathetic	0.796	0.434	0.609	báúil
sympathize	0.770	0.627	0.644	comhbhrón
sympathy	0.827	0.497	0.634	comhbhrón
symphonic	0.775	0.545	0.566	shiansach
symphony	0.765	0.490	0.600	shiansach
symposium	0.573	0.394	0.644	siompóisiam
symptom	0.380	0.529	0.434	symptom
symptomatic	0.367	0.434	0.491	siomptómach
synagogue	0.531	0.300	0.544	tsionagóg
synapse	0.660	0.471	0.491	sinapse
synaptic	0.573	0.553	0.622	synaptic
sync	0.802	0.440	0.670	sioncronaithe
synchronize	0.781	0.361	0.654	sioncronaigh
synchronous	0.600	0.538	0.545	sioncronach
syncope	0.245	0.538	0.398	sioncóp
syndicate	0.439	0.491	0.673	sindeacáit
syndrome	0.229	0.510	0.246	siondróm
synergistic	0.571	0.550	0.547	sineirgisteacha
synergy	0.667	0.510	0.720	sineirgíocht
synod	0.469	0.377	0.574	seanadh
synonym	0.615	0.210	0.433	comhchiall
synonymous	0.480	0.323	0.400	comhchiallach
synopsis	0.541	0.390	0.482	achoimre
synoptic	0.561	0.510	0.596	sionoptach
syntax	0.531	0.346	0.559	comhréir
synthesis	0.604	0.315	0.377	sintéis
synthesizer	0.500	0.410	0.592	sintéiseoir
synthetic	0.396	0.350	0.519	sintéiseach
syphilis	0.071	0.606	0.245	tsifilis
syringe	0.250	0.680	0.330	steallaire
syrup	0.620	0.223	0.318	síoróip
system	0.615	0.346	0.764	córas
systematic	0.617	0.444	0.594	córasach
systematically	0.690	0.390	0.651	go córasach
t-shirt	0.815	0.286	0.284	t-léine
tab	0.594	0.208	0.308	cluaisín
tabasco	0.375	0.546	0.404	tabasc
tabby	0.510	0.426	0.387	cluaisín
tabernacle	0.408	0.480	0.605	tabernacle
table	0.551	0.170	0.284	tábla
tableau	0.531	0.302	0.321	tábla
tablecloth	0.480	0.165	0.215	scaraoid
tablespoon	0.490	0.353	0.245	spúnóg bhoird
tablet	0.562	0.330	0.438	táibléad
tableware	0.677	0.250	0.276	earraí boird
tabloid	0.438	0.365	0.444	tablóideach
taboo	0.198	0.794	0.482	tabú
tabular	0.438	0.330	0.462	tábla
tabulate	0.480	0.403	0.598	tábla
tabulation	0.396	0.346	0.526	táblaíocht
tachometer	0.398	0.394	0.518	tacaiméadar
tacit	0.459	0.340	0.473	intuigthe
tack	0.365	0.431	0.431	tac
tackle	0.365	0.686	0.569	dul i ngleic
tackled	0.438	0.612	0.569	i ngleic
tackling	0.480	0.694	0.613	ag dul i ngleic
tacky	0.245	0.490	0.373	tacsach
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	tact
tactful	0.704	0.292	0.537	tactful
tactic	0.531	0.434	0.798	tactic
tactical	0.594	0.481	0.684	oirbheartaíochta
tactics	0.583	0.676	0.774	tactics
tactile	0.573	0.410	0.491	tadhlach
tad	0.459	0.240	0.250	taid
tadpole	0.350	0.434	0.218	tornapa
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	taifí
tag	0.612	0.353	0.375	chlib
tail	0.480	0.272	0.293	eireaball
tailed	0.438	0.358	0.351	eireaball
tailgate	0.323	0.340	0.398	geata eireabaill
tailings	0.439	0.311	0.446	fuíll
taillight	0.479	0.367	0.283	taillight
tailor	0.573	0.206	0.450	oiriúint
tailoring	0.673	0.540	0.566	oiriúint
tailpipe	0.460	0.429	0.409	tailpíopa
taint	0.141	0.425	0.226	taint
take	0.828	0.537	0.348	ghlacadh
takeoff	0.755	0.884	0.626	éirí de thalamh
takeout	0.736	0.392	0.368	Tóg amach
takeover	0.663	0.531	0.861	a ghlacadh ar láimh
taker	0.375	0.521	0.618	glacadóir
talcum	0.500	0.196	0.291	talcum
tale	0.663	0.300	0.336	scéal
talent	0.959	0.607	0.811	tallainne
talented	0.939	0.635	0.938	cumasach
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	caint
talkative	0.562	0.673	0.535	cainteach
talker	0.500	0.604	0.552	cainteoir
tall	0.725	0.591	0.538	ard
tallies	0.551	0.290	0.402	ardáin
tallow	0.344	0.283	0.290	gheir
tally	0.542	0.420	0.518	scóir
talon	0.344	0.569	0.475	talúin
talons	0.320	0.698	0.525	spoir
tambourine	0.622	0.548	0.348	tambóirín
tame	0.560	0.604	0.642	taom
tamer	0.385	0.783	0.815	taomair
taming	0.569	0.514	0.575	taming
tamper	0.184	0.802	0.545	tamper
tampon	0.396	0.394	0.345	tampón
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tadhlaí
tangerine	0.571	0.271	0.395	tangerín
tangible	0.646	0.350	0.679	inláimhsithe
tangle	0.354	0.545	0.254	tangle
tangled	0.260	0.539	0.316	tangled
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	umar
tank top	0.610	0.371	0.371	barr umar
tanker	0.520	0.647	0.713	tancaer
tanned	0.615	0.550	0.491	coirtithe
tantalizing	0.525	0.788	0.625	tantalizing
tantamount	0.633	0.288	0.670	tanta
tantrum	0.219	0.817	0.404	tantrum
taoism	0.490	0.250	0.456	taoism
tap	0.461	0.370	0.349	sconna
tape	0.531	0.277	0.254	téip
tape measure	0.406	0.250	0.360	ribín tomhais
taper	0.541	0.410	0.415	taper
tapering	0.344	0.380	0.237	barrchaolú
tapestry	0.520	0.176	0.362	taipéis
tapeworm	0.357	0.334	0.331	péist ribíní
tapioca	0.594	0.297	0.324	taipióca
taps	0.448	0.378	0.409	sconnaí
tar	0.438	0.440	0.570	tarra
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	tardiness
tardy	0.204	0.592	0.293	tardaí
target	0.633	0.573	0.798	sprioc
targeted	0.573	0.537	0.573	spriocdhírithe
targeting	0.510	0.420	0.580	ag díriú
tariff	0.459	0.402	0.491	taraif
tarmac	0.357	0.302	0.398	tarmac
tarnish	0.204	0.441	0.342	tarnish
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	tarry
tart	0.719	0.380	0.219	toirtín
tartan	0.448	0.423	0.389	breacán
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	tasc
tassel	0.552	0.330	0.307	tassel
taste	0.802	0.406	0.465	blas
tasteful	0.918	0.458	0.625	blasta
tasteless	0.146	0.196	0.148	gan blas
tasting	0.781	0.603	0.600	blaiseadh
tasty	0.959	0.786	0.555	blasta
tat	0.429	0.380	0.404	tata
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tatail
tattoo	0.490	0.602	0.525	tatú
taught	0.814	0.481	0.642	mhúin
taunt	0.083	0.696	0.355	magadh
taupe	0.406	0.340	0.386	taup
taut	0.432	0.704	0.457	teann
tavern	0.516	0.577	0.475	teach tábhairne
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	tamhnach
tax	0.260	0.481	0.534	cáin
taxed	0.255	0.456	0.500	cáin
taxi	0.542	0.362	0.430	tacsaí
taxicab	0.479	0.430	0.355	tacsaí
taxonomy	0.370	0.410	0.630	tacsanomaíocht
taxpayer	0.592	0.528	0.647	cáiníocóir
tea	0.698	0.163	0.370	tae
teach	0.840	0.510	0.852	mhúineadh
teacher	0.760	0.404	0.885	múinteoir
teaching	0.822	0.444	0.736	teagasc
teacup	0.633	0.135	0.277	teacup
teahouse	0.802	0.314	0.288	teach tae
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	foireann
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	comhghleacaí
teamwork	0.918	0.490	0.773	obair foirne
teapot	0.479	0.110	0.309	teapot
tear	0.404	0.620	0.327	cuimilt
tearful	0.208	0.500	0.184	deorach
tearsofjoy	0.926	0.740	0.455	deora áthas
teary	0.167	0.473	0.216	teary
tease	0.317	0.790	0.432	teascadh
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	ag spochadh
teaspoon	0.521	0.330	0.221	taespúnóg
teat	0.612	0.469	0.328	téad
teatime	0.847	0.159	0.339	am tae
tech	0.684	0.491	0.732	teicneo
technical	0.510	0.490	0.736	teicniúil
technicality	0.632	0.471	0.661	teicniúlacht
