English Word	Valence	Arousal	Dominance	Filipino Word
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	paksa
topical	0.561	0.340	0.500	pangkasalukuyan
topless	0.625	0.765	0.414	walang pang-itaas
topographic	0.604	0.378	0.558	topograpiko
topographical	0.438	0.350	0.538	topograpiya
topography	0.469	0.357	0.506	topograpiya
topple	0.198	0.820	0.573	bumagsak
topside	0.708	0.466	0.598	pang-itaas
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	tanglaw
torment	0.057	0.750	0.387	pahirapan
tormented	0.071	0.855	0.323	pinahihirapan
torn	0.153	0.510	0.283	napunit
tornado	0.260	0.896	0.784	buhawi
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	metalikang kuwintas
torrent	0.541	0.745	0.676	agos
torrid	0.281	0.625	0.517	mainit na init
torsion	0.312	0.651	0.402	pamamaluktot
torso	0.408	0.394	0.473	katawan ng tao
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	nakakapagod
tortoise	0.673	0.078	0.250	pagong
tortuous	0.194	0.755	0.382	paikot-ikot
torture	0.115	0.878	0.555	pagpapahirap
tortured	0.062	0.890	0.361	pinahirapan
toss	0.418	0.725	0.575	ihagis
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	kabuuan
totality	0.688	0.443	0.717	kabuuan
totally	0.820	0.422	0.702	ganap
tote	0.510	0.398	0.625	magdala
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	hawakan
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	hinawakan
touching	0.760	0.439	0.491	nakakaantig
touchy	0.323	0.510	0.343	touchy
tough	0.344	0.588	0.742	matigas
toughen	0.458	0.683	0.711	magpatigas
toughness	0.552	0.618	0.837	katigasan
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	paglilibot
tourism	0.823	0.531	0.545	turismo
tourist	0.745	0.480	0.430	turista
tourmaline	0.448	0.513	0.441	tourmaline
tournament	0.694	0.740	0.611	paligsahan
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	hila
towel	0.630	0.208	0.286	tuwalya
tower	0.606	0.380	0.644	tore
towering	0.500	0.690	0.806	matayog
town	0.551	0.299	0.627	bayan
townhouse	0.622	0.400	0.443	townhouse
township	0.531	0.292	0.667	bayan
townspeople	0.677	0.466	0.569	taong bayan
toxic	0.008	0.885	0.492	nakakalason
toxicity	0.104	0.865	0.491	toxicity
toxicology	0.302	0.736	0.574	toxicology
toxin	0.115	0.654	0.456	lason
toy	0.878	0.420	0.275	laruan
toymaker	0.755	0.510	0.536	tagagawa ng laruan
trace	0.573	0.346	0.483	bakas
traceable	0.602	0.370	0.535	masusubaybayan
tracer	0.573	0.327	0.645	tagasubaybay
traces	0.482	0.448	0.389	bakas
trachea	0.448	0.509	0.387	trachea
tracing	0.418	0.591	0.565	pagsubaybay
track	0.448	0.433	0.526	subaybayan
tracker	0.398	0.744	0.731	tagasubaybay
tract	0.406	0.422	0.339	tract
tractable	0.635	0.500	0.469	madadaanan
traction	0.429	0.585	0.648	traksyon
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	kalakalan
trademark	0.667	0.344	0.750	trademark
trader	0.562	0.632	0.854	mangangalakal
tradesman	0.531	0.431	0.664	mangangalakal
trading	0.635	0.602	0.705	pangangalakal
tradition	0.830	0.430	0.750	tradisyon
traditional	0.677	0.221	0.604	tradisyonal
traffic	0.323	0.559	0.518	trapiko
traffic light	0.490	0.469	0.479	ilaw trapiko
trafficking	0.250	0.710	0.399	trafficking
tragedies	0.100	0.910	0.442	mga trahedya
tragedy	0.052	0.843	0.340	trahedya
tragic	0.048	0.904	0.396	trahedya
trail	0.600	0.322	0.455	tugaygayan
trailer	0.541	0.490	0.473	trailer
train	0.666	0.705	0.620	tren
train set	0.604	0.598	0.464	set ng tren
trained	0.771	0.538	0.645	sinanay
trainee	0.627	0.408	0.352	nagsasanay
trainer	0.698	0.719	0.824	tagapagsanay
training	0.714	0.776	0.788	pagsasanay
trait	0.469	0.365	0.453	katangian
traitor	0.112	0.796	0.491	taksil
traitorous	0.073	0.745	0.412	taksil
trajectory	0.653	0.558	0.779	trajectory
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	padyak
trample	0.235	0.764	0.562	yurakan
trampoline	0.604	0.690	0.391	trampolin
tramway	0.615	0.538	0.543	tramway
trance	0.469	0.481	0.382	kawalan ng ulirat
tranquil	0.917	0.094	0.355	tahimik
tranquility	0.840	0.135	0.442	katahimikan
tranquilizer	0.510	0.236	0.596	pampakalma
transact	0.521	0.625	0.680	makipagtransaksyon
transaction	0.650	0.577	0.579	transaksyon
transatlantic	0.724	0.596	0.706	transatlantiko
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	lumampas
transcendence	0.656	0.608	0.754	transendence
transcendent	0.667	0.600	0.824	transendente
transcendental	0.635	0.652	0.842	transendental
transcribe	0.500	0.394	0.573	transcribe
transcriber	0.490	0.420	0.615	transcriber
transcript	0.639	0.398	0.528	transcript
transcription	0.592	0.455	0.615	transkripsyon
transfer	0.702	0.490	0.519	paglipat
transference	0.592	0.294	0.551	paglilipat
transferred	0.480	0.450	0.409	inilipat
transfixed	0.427	0.660	0.528	na-transfix
transform	0.735	0.667	0.696	ibahin ang anyo
transformation	0.796	0.618	0.770	pagbabagong-anyo
transformer	0.582	0.582	0.723	transpormer
transfusion	0.417	0.730	0.557	pagsasalin ng dugo
transgression	0.158	0.890	0.611	paglabag
transient	0.510	0.405	0.430	lumilipas
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	pagbibiyahe
transition	0.605	0.561	0.558	paglipat
transitional	0.573	0.472	0.491	transisyonal
transitive	0.479	0.377	0.414	palipat
transitory	0.438	0.450	0.407	lumilipas
translate	0.604	0.423	0.462	Isalin
translation	0.633	0.435	0.598	pagsasalin
translator	0.760	0.412	0.473	tagasalin
translocation	0.367	0.612	0.564	pagsasalin
translucent	0.600	0.500	0.389	translucent
transmission	0.688	0.490	0.611	paghawa
transmit	0.836	0.581	0.673	magpadala
transmitter	0.520	0.511	0.719	tagapaghatid
transmutation	0.438	0.740	0.737	transmutasyon
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	aninaw
transparent	0.542	0.330	0.667	transparent
transplant	0.445	0.806	0.620	transplant
transplantation	0.531	0.694	0.610	paglipat
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	transportasyon
transportation	0.667	0.560	0.472	transportasyon
transporter	0.615	0.625	0.750	transporter
transpose	0.440	0.585	0.467	transpose
transposition	0.312	0.451	0.555	transposisyon
transsexual	0.264	0.815	0.423	transsexual
transverse	0.429	0.429	0.525	nakahalang
transvestite	0.270	0.675	0.373	transvestite
trap	0.104	0.610	0.391	bitag
trapdoor	0.094	0.670	0.462	trapdoor
trapeze	0.542	0.625	0.566	trapeze
trapped	0.135	0.615	0.380	nakulong
trapper	0.296	0.654	0.491	bitag
trapping	0.333	0.621	0.491	bitag
trappings	0.458	0.462	0.370	mga bitag
traps	0.235	0.673	0.481	mga bitag
trash	0.163	0.541	0.154	basura
trashy	0.071	0.380	0.161	basura
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatiko
travail	0.500	0.677	0.620	paghihirap
travel	0.931	0.689	0.535	paglalakbay
traveler	0.837	0.571	0.700	manlalakbay
traveling	0.900	0.750	0.582	naglalakbay
traverse	0.571	0.590	0.629	tumawid
travesty	0.354	0.644	0.407	kalokohan
trawl	0.255	0.590	0.464	trawl
trawler	0.316	0.430	0.405	trawler
tray	0.549	0.250	0.345	tray
treacherous	0.112	0.815	0.402	taksil
treachery	0.104	0.852	0.448	pagtataksil
tread	0.510	0.520	0.426	pagtapak
treadmill	0.459	0.636	0.436	gilingang pinepedalan
treason	0.094	0.806	0.552	pagtataksil
treasure	0.927	0.592	0.821	kayamanan
treasured	0.849	0.471	0.730	pinagmamalaki
treasurer	0.694	0.456	0.755	ingat-yaman
treasures	0.867	0.771	0.842	mga kayamanan
treasury	0.812	0.541	0.736	kaban ng bayan
treat	0.573	0.571	0.436	gamutin
treatable	0.780	0.302	0.560	magagamot
treatise	0.604	0.407	0.613	treatise
treatment	0.663	0.386	0.620	paggamot
treaty	0.646	0.382	0.667	kasunduan
treble	0.358	0.471	0.466	treble
tree	0.670	0.118	0.442	puno
trees	0.653	0.137	0.537	mga puno
trek	0.469	0.530	0.535	paglalakbay
trellis	0.299	0.500	0.389	sala-sala
tremble	0.177	0.878	0.388	manginig
trembling	0.177	0.824	0.324	nanginginig
tremendous	0.600	0.888	0.773	napakalaking
tremendously	0.719	0.722	0.661	nang labis
tremor	0.104	0.833	0.455	panginginig
trench	0.429	0.760	0.429	trench
trend	0.625	0.458	0.706	uso
trending	0.750	0.472	0.600	trending
trendy	0.713	0.520	0.536	uso
trepidation	0.582	0.594	0.464	kaba
trespass	0.229	0.670	0.613	trespass
triad	0.469	0.413	0.528	triad
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	pagsubok
triangle	0.562	0.269	0.352	tatsulok
triangular	0.430	0.320	0.397	tatsulok
triangulate	0.408	0.380	0.517	tatsulok
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	panlipi
tribe	0.664	0.486	0.516	tribo
tribulation	0.448	0.612	0.484	kapighatian
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribune
tributary	0.615	0.463	0.616	tributary
tribute	0.684	0.573	0.700	pagpupugay
trick	0.542	0.700	0.409	panlilinlang
trickery	0.146	0.798	0.336	panlilinlang
trickle	0.500	0.196	0.231	tumulo
trickster	0.375	0.680	0.446	manloloko
tricky	0.219	0.651	0.500	nakakalito
tricycle	0.633	0.402	0.368	tricycle
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	maliit na bagay
trifling	0.375	0.418	0.183	walang kabuluhan
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	gatilyo
trigonometry	0.396	0.400	0.616	trigonometrya
trillion	0.592	0.420	0.623	trilyon
trilogy	0.615	0.520	0.664	trilogy
trim	0.500	0.466	0.430	pumantay
trimester	0.783	0.336	0.538	trimester
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	pagbabawas
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	trinidad
trinket	0.521	0.352	0.368	trinket
trio	0.521	0.613	0.473	tatlo
trip	0.875	0.643	0.538	trip
tripartite	0.500	0.480	0.539	tripartite
tripe	0.312	0.361	0.438	tripe
triple	0.585	0.385	0.481	triple
triplet	0.622	0.510	0.618	triplet
triplicate	0.684	0.545	0.717	triplicate
tripod	0.406	0.388	0.483	tripod
tripping	0.276	0.594	0.293	pagtripan
trite	0.458	0.418	0.290	walang kabuluhan
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	pagtatagumpay
triumphant	0.949	0.837	0.972	nagtatagumpay
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	walang kuwenta
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	troli
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	tropa
trooper	0.458	0.694	0.713	trooper
troops	0.385	0.718	0.804	mga tropa
trophy	0.947	0.643	0.676	tropeo
tropic	0.740	0.529	0.536	tropiko
tropical	0.740	0.461	0.509	tropikal
tropics	0.740	0.383	0.412	tropiko
trot	0.531	0.664	0.396	tumakbo
trouble	0.135	0.811	0.452	gulo
troubled	0.167	0.627	0.385	problemado
troublemaker	0.260	0.900	0.596	manggugulo
troubles	0.051	0.854	0.269	mga kaguluhan
troublesome	0.283	0.894	0.404	magulo
trough	0.500	0.308	0.340	labangan
troupe	0.625	0.406	0.557	tropa
trousers	0.625	0.314	0.442	pantalon
trout	0.516	0.387	0.298	trout
trowel	0.470	0.418	0.250	kutsara
truce	0.688	0.441	0.453	tigil-tigilan
truck	0.531	0.368	0.546	trak
trucker	0.494	0.609	0.500	traker
truckload	0.480	0.450	0.534	karga ng trak
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	totoo
truelove	0.860	0.600	0.587	tunay na pag-ibig
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	katotohanan
trump	0.640	0.716	0.898	magkatakata
trumpet	0.573	0.570	0.393	trumpeta
trumpeter	0.673	0.600	0.676	trumpeta
truncate	0.323	0.600	0.412	putulin
truncated	0.316	0.602	0.439	pinutol
trundle	0.507	0.270	0.414	trudle
trunk	0.271	0.167	0.404	baul
truss	0.521	0.482	0.569	salo
trust	0.888	0.547	0.741	magtiwala
trustee	0.531	0.442	0.658	katiwala
trusting	0.857	0.508	0.750	nagtitiwala
trustworthy	0.969	0.315	0.824	mapagkakatiwalaan
trusty	0.863	0.398	0.696	mapagkakatiwalaan
truth	0.971	0.400	0.685	katotohanan
truthful	0.708	0.467	0.807	makatotohanan
truthfulness	0.920	0.549	0.808	pagiging totoo
try	0.604	0.551	0.556	subukan
tryout	0.459	0.539	0.472	tryout
tryouts	0.490	0.602	0.594	mga pagsubok
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	batya
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tubo
tuberculosis	0.214	0.519	0.424	tuberkulosis
tubing	0.438	0.363	0.358	tubing
tubular	0.458	0.361	0.464	pantubo
tubule	0.500	0.330	0.333	tubule
tuck	0.367	0.473	0.361	tuck
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	martes
tufted	0.500	0.510	0.406	may tufted
tug	0.320	0.604	0.558	hilahin
tugboat	0.271	0.510	0.652	tugboat
tuition	0.531	0.372	0.436	tuition
tulip	0.730	0.189	0.356	sampaguita
tumble	0.276	0.556	0.272	bumagsak
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	tiyan
tumor	0.102	0.664	0.324	tumor
tumour	0.092	0.627	0.464	tumor
tumult	0.271	0.640	0.636	kaguluhan
tumultuous	0.208	0.622	0.590	magulo
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tuna
tunable	0.510	0.364	0.582	mahimig
tune	0.708	0.479	0.426	himig
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	pag-tune
tunnel	0.312	0.490	0.412	lagusan
turban	0.469	0.386	0.426	turban
turbidity	0.184	0.607	0.393	labo
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	kaguluhan
turbulent	0.302	0.792	0.612	magulong
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	turf
turkey	0.634	0.245	0.247	pabo
turmeric	0.542	0.316	0.312	turmerik
turmoil	0.198	0.888	0.417	kaguluhan
turn	0.531	0.398	0.482	lumiko
turnaround	0.560	0.654	0.407	umikot
turned	0.630	0.538	0.583	lumingon
turning	0.510	0.684	0.420	lumingon
turnip	0.561	0.183	0.254	singkamas
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	patayin
turnout	0.641	0.692	0.898	turnout
turnover	0.490	0.392	0.512	turnover
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	paikutan
turpentine	0.320	0.539	0.571	turpentine
turquoise	0.786	0.226	0.357	turkesa
turret	0.494	0.500	0.588	toresilya
turtle	0.291	0.102	0.271	pagong
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	tunggalian
tutelage	0.393	0.442	0.609	pag-aalaga
tutor	0.750	0.346	0.826	tagapagturo
tutoring	0.663	0.402	0.702	pagtuturo
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	dalawa
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	sabunutan
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	sipit
twelfth	0.521	0.292	0.527	ikalabindalawa
twelve	0.490	0.298	0.412	labindalawa
twentieth	0.469	0.297	0.346	ikadalawampu
twenty	0.520	0.292	0.286	dalawampu
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	sanga
twilight	0.622	0.341	0.633	takipsilim
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	kambal
twine	0.521	0.380	0.337	kambal
twinge	0.316	0.720	0.471	kiliti
twinkle	0.719	0.724	0.610	kumislap
twins	0.760	0.473	0.602	kambal
twirl	0.552	0.647	0.409	umikot
twist	0.375	0.469	0.337	pilipit
twisted	0.071	0.736	0.311	baluktot
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	kumikibot
twitching	0.292	0.700	0.482	kumikibot
twitchy	0.094	0.918	0.281	nanginginig
two	0.520	0.200	0.404	dalawa
two step	0.583	0.314	0.327	dalawang hakbang
twofaced	0.387	0.620	0.384	dalawang mukha
twofold	0.573	0.333	0.551	dalawang beses
twosome	0.583	0.544	0.500	dalawa
tycoon	0.682	0.596	0.867	tycoon
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	uri
typewriter	0.542	0.373	0.418	makinilya
typhoid	0.265	0.458	0.401	tipus
typhoon	0.323	0.796	0.697	bagyo
typical	0.635	0.206	0.426	tipikal
typically	0.569	0.377	0.559	karaniwan
typist	0.551	0.559	0.528	typist
typo	0.224	0.415	0.255	typo
typography	0.480	0.334	0.574	typography
tyrannical	0.167	0.860	0.731	malupit
tyranny	0.112	0.792	0.705	paniniil
tyrant	0.115	0.850	0.683	malupit
tyre	0.480	0.358	0.407	gulong
ubiquitous	0.635	0.571	0.884	nasa lahat ng dako
ubiquity	0.578	0.490	0.595	ubiquity
ugliness	0.094	0.407	0.267	kapangitan
ugly	0.167	0.630	0.254	pangit
uhoh	0.320	0.622	0.284	uoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	ulser
ulterior	0.375	0.509	0.490	lihim
ultimate	0.648	0.645	0.544	panghuli
ultimately	0.385	0.480	0.558	sa huli
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	ultrasound
ultraviolet	0.604	0.448	0.673	ultraviolet
umbilical	0.398	0.406	0.333	pusod
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	payong
umpire	0.520	0.592	0.755	umpire
umpteen	0.510	0.460	0.611	napakarami
unabashed	0.292	0.614	0.488	walang hiya
unabated	0.532	0.420	0.466	walang tigil
unable	0.132	0.459	0.193	hindi kaya
unacceptable	0.133	0.479	0.330	hindi katanggap-tanggap
unaccompanied	0.292	0.376	0.297	walang kasama
unaccountable	0.180	0.600	0.543	walang pananagutan
unaccounted	0.410	0.338	0.361	hindi nabilang
unacknowledged	0.240	0.269	0.116	hindi kinikilala
unadulterated	0.570	0.420	0.528	walang halo
unaffected	0.542	0.265	0.571	hindi apektado
unafraid	0.500	0.520	0.655	walang takot
unaided	0.290	0.410	0.336	walang tulong
unaltered	0.571	0.269	0.598	hindi nababago
unambiguous	0.406	0.390	0.578	hindi malabo
unanimity	0.490	0.407	0.706	pagkakaisa
unanimous	0.656	0.380	0.682	nagkakaisa
unanimously	0.686	0.333	0.738	nagkakaisa
unannounced	0.240	0.588	0.291	hindi ipinaalam
unanswered	0.276	0.361	0.219	hindi nasagot
unanticipated	0.255	0.775	0.327	hindi inaasahan
unappreciated	0.143	0.431	0.209	hindi pinahahalagahan
unapproved	0.184	0.471	0.254	hindi naaprubahan
unarmed	0.427	0.420	0.241	walang armas
unassisted	0.302	0.320	0.211	hindi tinulungan
unassuming	0.490	0.230	0.471	hindi nagpapanggap
unattached	0.192	0.439	0.283	hindi nakakabit
unattainable	0.220	0.635	0.571	hindi maabot
unattended	0.255	0.400	0.167	walang bantay
unattractive	0.177	0.307	0.208	hindi kaakit-akit
unauthorized	0.260	0.448	0.259	hindi awtorisado
unavailable	0.323	0.281	0.159	hindi magagamit
unavoidable	0.350	0.580	0.445	hindi maiiwasan
unaware	0.208	0.355	0.310	walang kamalay-malay
unbalanced	0.302	0.596	0.343	hindi balanse
unbearable	0.125	0.798	0.447	hindi matitiis
unbeatable	0.735	0.719	0.681	walang kapantay
unbeaten	0.854	0.760	0.828	walang talo
unbecoming	0.123	0.471	0.288	hindi nararapat
unbelief	0.265	0.582	0.407	kawalan ng paniniwala
unbelievable	0.771	0.790	0.717	hindi kapani-paniwala
unbiased	0.625	0.378	0.618	walang pinapanigan
unborn	0.312	0.300	0.216	hindi pa isinisilang
unbound	0.354	0.402	0.283	hindi nakatali
unbounded	0.646	0.600	0.736	walang hangganan
unbreakable	0.653	0.573	0.759	hindi mababasag
unbridled	0.396	0.759	0.448	walang pigil
unbroken	0.550	0.224	0.602	walang patid
unbutton	0.479	0.539	0.311	i-unbutton
uncalled	0.344	0.294	0.222	hindi tinawag
uncanny	0.469	0.461	0.430	kataka-taka
uncaring	0.177	0.245	0.321	walang pakialam
uncensured	0.438	0.649	0.509	walang katiyakan
uncertain	0.363	0.500	0.164	hindi sigurado
uncertainty	0.064	0.494	0.282	kawalan ng katiyakan
unchallenged	0.552	0.394	0.545	walang kalaban-laban
unchangeable	0.375	0.442	0.709	hindi nababago
unchanged	0.490	0.204	0.237	hindi nagbabago
uncharted	0.188	0.406	0.413	wala sa mapa
uncherished	0.250	0.412	0.280	hindi pinahahalagahan
uncivilized	0.133	0.600	0.400	hindi sibilisado
unclaimed	0.316	0.346	0.278	hindi inaangkin
uncle	0.653	0.255	0.578	tiyuhin
unclean	0.133	0.529	0.134	hindi malinis
unclear	0.229	0.463	0.202	hindi maliwanag
uncomfortable	0.188	0.610	0.214	hindi komportable
uncommon	0.459	0.429	0.373	hindi karaniwan
uncommonly	0.626	0.490	0.778	hindi karaniwan
uncomplicated	0.740	0.260	0.453	hindi kumplikado
uncompromising	0.320	0.531	0.613	walang kompromiso
unconcerned	0.562	0.283	0.298	walang pakialam
unconditional	0.760	0.493	0.715	walang kondisyon
unconfirmed	0.334	0.321	0.339	hindi kumpirmado
unconnected	0.188	0.265	0.213	hindi konektado
unconscionable	0.208	0.618	0.429	walang konsensya
unconscious	0.240	0.356	0.195	walang malay
unconsciousness	0.177	0.440	0.121	kawalan ng malay
unconstitutional	0.230	0.588	0.491	labag sa konstitusyon
unconstrained	0.653	0.640	0.635	walang pinipigilan
uncontested	0.510	0.471	0.689	walang laban
uncontrollable	0.265	0.790	0.626	hindi mapigil
uncontrolled	0.188	0.891	0.544	walang kontrol
unconventional	0.177	0.509	0.288	hindi kinaugalian
unconvinced	0.409	0.458	0.228	hindi kumbinsido
unconvincing	0.190	0.532	0.144	hindi nakakumbinsi
uncooked	0.312	0.321	0.241	hindi luto
uncooperative	0.250	0.422	0.246	hindi kooperatiba
uncorrelated	0.333	0.327	0.316	walang kaugnayan
uncouth	0.080	0.761	0.350	walang pakundangan
uncover	0.771	0.552	0.648	alisan ng takip
uncritical	0.480	0.367	0.412	hindi mapanuri
uncut	0.448	0.422	0.278	hindi pinutol
undead	0.367	0.635	0.406	undead
undecided	0.286	0.433	0.127	undecided
undefeated	0.833	0.752	0.825	walang talo
undefined	0.260	0.418	0.350	hindi natukoy
undeniable	0.552	0.473	0.778	hindi maikakaila
underage	0.469	0.461	0.300	menor de edad
underbelly	0.406	0.423	0.361	ilalim ng tiyan
undercover	0.388	0.627	0.483	undercover
undercurrent	0.357	0.582	0.520	undercurrent
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	maliitin
undergo	0.398	0.554	0.339	sumailalim
undergraduate	0.583	0.500	0.559	undergraduate
underground	0.396	0.455	0.452	sa ilalim ng lupa
underhanded	0.188	0.415	0.527	underhanded
underlay	0.521	0.365	0.458	underlay
underlie	0.323	0.378	0.275	pinagbabatayan
underline	0.480	0.412	0.509	salungguhit
underlying	0.480	0.445	0.452	pinagbabatayan
undermine	0.316	0.491	0.413	papanghinain
undermined	0.365	0.409	0.394	pinahina
underneath	0.450	0.265	0.158	sa ilalim
underpaid	0.146	0.413	0.209	kulang ang bayad
underpants	0.448	0.473	0.276	salawal
underprivileged	0.167	0.449	0.172	kapos-palad
underrated	0.208	0.520	0.333	underrated
underscore	0.375	0.275	0.306	salungguhitan
undersea	0.545	0.490	0.425	ilalim ng dagat
undersecretary	0.459	0.377	0.594	undersecretary
undersized	0.316	0.425	0.298	maliit ang laki
understaffed	0.148	0.444	0.302	kulang sa tauhan
understand	0.760	0.374	0.643	maintindihan
understandable	0.776	0.363	0.566	naiintindihan
understanding	0.865	0.304	0.689	pagkakaunawaan
understatement	0.347	0.480	0.473	pagmamaliit
understood	0.780	0.441	0.686	naiintindihan
understudy	0.378	0.402	0.420	understudy
undertake	0.796	0.702	0.754	isagawa
undertaker	0.363	0.696	0.611	tagapangasiwa
undertaking	0.667	0.530	0.696	pagsasagawa
undertow	0.327	0.639	0.231	i-undertow
underwear	0.610	0.546	0.375	damit na panloob
underwood	0.510	0.453	0.510	sa ilalim ng kahoy
underworld	0.177	0.676	0.613	underworld
underwrite	0.416	0.520	0.423	underwrite
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	hindi karapatdapat
undesirable	0.177	0.644	0.260	hindi kanais-nais
undesired	0.156	0.441	0.235	hindi kanais-nais
undetectable	0.438	0.539	0.604	hindi matukoy
undetected	0.224	0.304	0.268	hindi natukoy
undetermined	0.265	0.256	0.353	hindi tiyak
undeveloped	0.292	0.330	0.254	hindi maunlad
undignified	0.122	0.627	0.308	walang puri
undirected	0.330	0.417	0.310	hindi nakadirekta
undisclosed	0.479	0.361	0.314	hindi isiniwalat
undiscovered	0.438	0.347	0.261	hindi natuklasan
undisputed	0.646	0.588	0.673	hindi mapag-aalinlanganan
undisturbed	0.725	0.287	0.434	hindi nagagambala
undivided	0.510	0.380	0.490	hindi nahahati
undo	0.365	0.444	0.349	pawalang-bisa
undoing	0.219	0.452	0.298	pag-undo
undoubted	0.592	0.461	0.740	walang alinlangan
undress	0.438	0.900	0.336	maghubad
undressed	0.375	0.755	0.356	naghubad
undue	0.156	0.573	0.318	hindi nararapat
undying	0.708	0.500	0.773	walang kamatayan
unearned	0.177	0.340	0.213	hindi pinagkakakitaan
unearth	0.427	0.635	0.545	humukay
uneasiness	0.190	0.798	0.241	pagkabalisa
uneasy	0.115	0.598	0.349	hindi mapalagay
uneducated	0.177	0.350	0.246	walang pinag-aralan
unemployed	0.094	0.481	0.230	walang trabaho
unemployment	0.094	0.400	0.297	kawalan ng trabaho
unencumbered	0.604	0.280	0.472	walang hadlang
unending	0.385	0.519	0.454	walang katapusan
unequal	0.118	0.433	0.202	hindi pantay
unequalled	0.562	0.470	0.769	walang kapantay
unequivocal	0.604	0.415	0.615	malinaw
unequivocally	0.521	0.668	0.554	nang walang pag-aalinlangan
unethical	0.104	0.433	0.269	hindi etikal
uneven	0.125	0.457	0.240	hindi pantay
uneventful	0.510	0.343	0.410	walang pangyayari
unexpected	0.500	0.720	0.333	hindi inaasahan
unexpectedly	0.354	0.759	0.462	nang hindi inaasahan
unexplainable	0.260	0.448	0.610	hindi maipaliwanag
unexplained	0.271	0.531	0.349	hindi maipaliwanag
unexplored	0.401	0.640	0.388	hindi ginalugad
unfailing	0.625	0.635	0.594	hindi nabigo
