English Word	Valence	Arousal	Dominance	Uzbek Word
transporter	0.615	0.625	0.750	tashuvchi
transpose	0.440	0.585	0.467	ko'chirish
transposition	0.312	0.451	0.555	transpozitsiya
transsexual	0.264	0.815	0.423	transseksual
transverse	0.429	0.429	0.525	ko'ndalang
transvestite	0.270	0.675	0.373	travestit
trap	0.104	0.610	0.391	tuzoq
trapdoor	0.094	0.670	0.462	qopqon eshigi
trapeze	0.542	0.625	0.566	trapesiya
trapped	0.135	0.615	0.380	tuzoqqa tushgan
trapper	0.296	0.654	0.491	tuzoqchi
trapping	0.333	0.621	0.491	tuzoqqa tushirish
trappings	0.458	0.462	0.370	tuzoqlar
traps	0.235	0.673	0.481	tuzoqlar
trash	0.163	0.541	0.154	axlat
trashy	0.071	0.380	0.161	axlat
trauma	0.112	0.792	0.453	travma
traumatic	0.062	0.885	0.427	travmatik
travail	0.500	0.677	0.620	azob
travel	0.931	0.689	0.535	sayohat
traveler	0.837	0.571	0.700	sayohatchi
traveling	0.900	0.750	0.582	sayohat
traverse	0.571	0.590	0.629	o'tish
travesty	0.354	0.644	0.407	travesti
trawl	0.255	0.590	0.464	trol
trawler	0.316	0.430	0.405	trol kemasi
tray	0.549	0.250	0.345	laganda
treacherous	0.112	0.815	0.402	xoin
treachery	0.104	0.852	0.448	xiyonat
tread	0.510	0.520	0.426	qadam
treadmill	0.459	0.636	0.436	yugurish yo'lakchasi
treason	0.094	0.806	0.552	xiyonat
treasure	0.927	0.592	0.821	xazina
treasured	0.849	0.471	0.730	qadrli
treasurer	0.694	0.456	0.755	xazinachi
treasures	0.867	0.771	0.842	xazinalar
treasury	0.812	0.541	0.736	xazina
treat	0.573	0.571	0.436	davolash
treatable	0.780	0.302	0.560	davolash mumkin
treatise	0.604	0.407	0.613	risola
treatment	0.663	0.386	0.620	davolash
treaty	0.646	0.382	0.667	shartnoma
treble	0.358	0.471	0.466	uch barobar
tree	0.670	0.118	0.442	daraxt
trees	0.653	0.137	0.537	daraxtlar
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	panjara
tremble	0.177	0.878	0.388	titramoq
trembling	0.177	0.824	0.324	titroq
tremendous	0.600	0.888	0.773	ulkan
tremendously	0.719	0.722	0.661	nihoyatda
tremor	0.104	0.833	0.455	titroq
trench	0.429	0.760	0.429	xandaq
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	trend
trendy	0.713	0.520	0.536	zamonaviy
trepidation	0.582	0.594	0.464	vahima
trespass	0.229	0.670	0.613	huquqbuzarlik
triad	0.469	0.413	0.528	triada
triage	0.398	0.433	0.479	triaj
trial	0.438	0.663	0.612	sud
triangle	0.562	0.269	0.352	uchburchak
triangular	0.430	0.320	0.397	uchburchak
triangulate	0.408	0.380	0.517	uchburchak
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	qabilaviy
tribe	0.664	0.486	0.516	qabila
tribulation	0.448	0.612	0.484	musibat
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	irmoq
tribute	0.684	0.573	0.700	hurmat
trick	0.542	0.700	0.409	hiyla
trickery	0.146	0.798	0.336	ayyorlik
trickle	0.500	0.196	0.231	damlama
trickster	0.375	0.680	0.446	ayyor
tricky	0.219	0.651	0.500	ayyor
tricycle	0.633	0.402	0.368	uch g'ildirakli velosiped
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	arzimas narsa
trifling	0.375	0.418	0.183	arzimas
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	tetik
trigonometry	0.396	0.400	0.616	trigonometriya
trillion	0.592	0.420	0.623	trillion
trilogy	0.615	0.520	0.664	trilogiya
trim	0.500	0.466	0.430	kesish
trimester	0.783	0.336	0.538	trimestr
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	kesish
trine	0.396	0.365	0.317	uchburchak
trinity	0.635	0.346	0.660	uchlik
trinket	0.521	0.352	0.368	bezak
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	sayohat
tripartite	0.500	0.480	0.539	uch tomonlama
tripe	0.312	0.361	0.438	qorin
triple	0.585	0.385	0.481	uchlik
triplet	0.622	0.510	0.618	uchlik
triplicate	0.684	0.545	0.717	uch nusxada
tripod	0.406	0.388	0.483	tripod
tripping	0.276	0.594	0.293	qoqilib ketish
trite	0.458	0.418	0.290	arzimas
tritium	0.412	0.471	0.422	tritiy
triumph	0.969	0.798	0.926	g'alaba
triumphant	0.949	0.837	0.972	g'olib
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	ahamiyatsiz
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	aravacha
trombone	0.562	0.500	0.500	trombon
troop	0.375	0.696	0.750	askar
trooper	0.458	0.694	0.713	askar
troops	0.385	0.718	0.804	qo'shinlar
trophy	0.947	0.643	0.676	kubok
tropic	0.740	0.529	0.536	tropik
tropical	0.740	0.461	0.509	tropik
tropics	0.740	0.383	0.412	tropiklar
trot	0.531	0.664	0.396	yugurish
trouble	0.135	0.811	0.452	muammo
troubled	0.167	0.627	0.385	bezovta
troublemaker	0.260	0.900	0.596	bezovta qiluvchi
troubles	0.051	0.854	0.269	muammolar
troublesome	0.283	0.894	0.404	muammoli
trough	0.500	0.308	0.340	oluk
troupe	0.625	0.406	0.557	truppa
trousers	0.625	0.314	0.442	shimlar
trout	0.516	0.387	0.298	gulmohi
trowel	0.470	0.418	0.250	molga
truce	0.688	0.441	0.453	sulh
truck	0.531	0.368	0.546	yuk mashinasi
trucker	0.494	0.609	0.500	yuk mashinasi
truckload	0.480	0.450	0.534	yuk tashuvchi yuk
truculent	0.210	0.731	0.498	jirkanch
true	0.896	0.436	0.777	to'g'ri
truelove	0.860	0.600	0.587	haqiqiy sevgi
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	truizm
trump	0.640	0.716	0.898	Tramp
trumpet	0.573	0.570	0.393	truba
trumpeter	0.673	0.600	0.676	trubachi
truncate	0.323	0.600	0.412	kesish
truncated	0.316	0.602	0.439	kesilgan
trundle	0.507	0.270	0.414	shpal
trunk	0.271	0.167	0.404	magistral
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	ishonch
trustee	0.531	0.442	0.658	ishonchli vakil
trusting	0.857	0.508	0.750	ishonch
trustworthy	0.969	0.315	0.824	ishonchli
trusty	0.863	0.398	0.696	ishonchli
truth	0.971	0.400	0.685	haqiqat
truthful	0.708	0.467	0.807	rostgo'y
truthfulness	0.920	0.549	0.808	rostgo'ylik
try	0.604	0.551	0.556	harakat qilib ko'ring
tryout	0.459	0.539	0.472	tatib ko'rish
tryouts	0.490	0.602	0.594	sinovlar
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	vanna
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tuban
tube	0.418	0.279	0.409	quvur
tuberculosis	0.214	0.519	0.424	sil kasalligi
tubing	0.438	0.363	0.358	quvurlar
tubular	0.458	0.361	0.464	quvurli
tubule	0.500	0.330	0.333	tubula
tuck	0.367	0.473	0.361	tortmoq
tucker	0.475	0.558	0.429	taker
tuesday	0.469	0.184	0.330	seshanba
tufted	0.500	0.510	0.406	to'qilgan
tug	0.320	0.604	0.558	tort
tugboat	0.271	0.510	0.652	qayiq
tuition	0.531	0.372	0.436	o'qish to'lovi
tulip	0.730	0.189	0.356	lola
tumble	0.276	0.556	0.272	yiqilish
tumbler	0.520	0.260	0.352	stakan
tumbleweed	0.312	0.471	0.427	o't o'ti
tummy	0.427	0.365	0.230	qorin
tumor	0.102	0.664	0.324	shish
tumour	0.092	0.627	0.464	shish
tumult	0.271	0.640	0.636	g'alayon
tumultuous	0.208	0.622	0.590	shov-shuvli
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	orkinos
tunable	0.510	0.364	0.582	sozlanishi
tune	0.708	0.479	0.426	kuylash
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	sozlash
tunnel	0.312	0.490	0.412	tunnel
turban	0.469	0.386	0.426	salla
turbidity	0.184	0.607	0.393	loyqalik
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulentlik
turbulent	0.302	0.792	0.612	turbulent
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	chim
turkey	0.634	0.245	0.247	kurka
turmeric	0.542	0.316	0.312	zerdeçal
turmoil	0.198	0.888	0.417	tartibsizlik
turn	0.531	0.398	0.482	burilish
turnaround	0.560	0.654	0.407	o'girilmoq; ishni bajarmoq
turned	0.630	0.538	0.583	aylantirildi
turning	0.510	0.684	0.420	burilish
turnip	0.561	0.183	0.254	sholg'om
turnkey	0.531	0.382	0.427	kalit taslim
turnoff	0.312	0.560	0.327	o'chirib qo'yish
turnout	0.641	0.692	0.898	qayrilib olish
turnover	0.490	0.392	0.512	aylanmasi
turnpike	0.459	0.434	0.462	aylanma kema
turntable	0.531	0.455	0.406	aylanuvchi stol
turpentine	0.320	0.539	0.571	turpentin
turquoise	0.786	0.226	0.357	firuza
turret	0.494	0.500	0.588	minora
turtle	0.291	0.102	0.271	toshbaqa
turtleneck	0.583	0.398	0.327	turtleneka
tussle	0.333	0.919	0.691	janjal
tutelage	0.393	0.442	0.609	vasiylik
tutor	0.750	0.346	0.826	tarbiyachi
tutoring	0.663	0.402	0.702	repetitorlik
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	smoking
tuxedo	0.694	0.354	0.519	smoking
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	ikki
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	sozlash
tweed	0.510	0.440	0.412	tvid
tweet	0.659	0.490	0.537	tvit
tweezers	0.493	0.408	0.295	cımbızlar
twelfth	0.521	0.292	0.527	o'n ikkinchi
twelve	0.490	0.298	0.412	o'n ikki
twentieth	0.469	0.297	0.346	yigirmanchi
twenty	0.520	0.292	0.286	yigirma
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	novda
twilight	0.622	0.341	0.633	alacakaranlık
twill	0.449	0.415	0.353	dimi
twin	0.688	0.363	0.453	egizak
twine	0.521	0.380	0.337	ip
twinge	0.316	0.720	0.471	tishlash
twinkle	0.719	0.724	0.610	miltillash
twins	0.760	0.473	0.602	egizaklar
twirl	0.552	0.647	0.409	burilish
twist	0.375	0.469	0.337	burish
twisted	0.071	0.736	0.311	o'ralgan
twister	0.330	0.680	0.647	burama
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	tebranish
twitching	0.292	0.700	0.482	tebranish
twitchy	0.094	0.918	0.281	titroq
two	0.520	0.200	0.404	ikki
two step	0.583	0.314	0.327	ikki qadam
twofaced	0.387	0.620	0.384	ikki yuzli
twofold	0.573	0.333	0.551	ikki barobar
twosome	0.583	0.544	0.500	ikki kishilik
tycoon	0.682	0.596	0.867	magnat
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	turi
typewriter	0.542	0.373	0.418	yozuv mashinkasi
typhoid	0.265	0.458	0.401	tif
typhoon	0.323	0.796	0.697	tayfun
typical	0.635	0.206	0.426	tipik
typically	0.569	0.377	0.559	odatda
typist	0.551	0.559	0.528	yozuv teruvchi
typo	0.224	0.415	0.255	matbaa xatosi
typography	0.480	0.334	0.574	tipografiya
tyrannical	0.167	0.860	0.731	zolim
tyranny	0.112	0.792	0.705	zulm
tyrant	0.115	0.850	0.683	zolim
tyre	0.480	0.358	0.407	shina
ubiquitous	0.635	0.571	0.884	hamma joyda mavjud
ubiquity	0.578	0.490	0.595	hamma joyda
ugliness	0.094	0.407	0.267	xunuklik
ugly	0.167	0.630	0.254	xunuk
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	yara
ulterior	0.375	0.509	0.490	yashirin
ultimate	0.648	0.645	0.544	yakuniy
ultimately	0.385	0.480	0.558	oxir oqibat
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	ultratovush
ultraviolet	0.604	0.448	0.673	ultrabinafsha
umbilical	0.398	0.406	0.333	kindik
umbra	0.408	0.400	0.337	soyabon
umbrella	0.583	0.246	0.255	soyabon
umpire	0.520	0.592	0.755	hakam
umpteen	0.510	0.460	0.611	o'nlab
unabashed	0.292	0.614	0.488	uyalmasdan
unabated	0.532	0.420	0.466	to'xtovsiz
unable	0.132	0.459	0.193	qodir emas
unacceptable	0.133	0.479	0.330	qabul qilib bo'lmaydigan
unaccompanied	0.292	0.376	0.297	hamrohsiz
unaccountable	0.180	0.600	0.543	hisobsiz
unaccounted	0.410	0.338	0.361	hisobga olinmagan
unacknowledged	0.240	0.269	0.116	tan olinmagan
unadulterated	0.570	0.420	0.528	qo'shilmagan
unaffected	0.542	0.265	0.571	ta'sirlanmagan
unafraid	0.500	0.520	0.655	qo'rqmasdan
unaided	0.290	0.410	0.336	yordamsiz
unaltered	0.571	0.269	0.598	o'zgarmagan
unambiguous	0.406	0.390	0.578	aniq
unanimity	0.490	0.407	0.706	yakdillik
unanimous	0.656	0.380	0.682	bir ovozdan
unanimously	0.686	0.333	0.738	bir ovozdan
unannounced	0.240	0.588	0.291	e'lon qilinmagan
unanswered	0.276	0.361	0.219	javobsiz
unanticipated	0.255	0.775	0.327	kutilmagan
unappreciated	0.143	0.431	0.209	qadrlanmagan
unapproved	0.184	0.471	0.254	tasdiqlanmagan
unarmed	0.427	0.420	0.241	qurolsiz
unassisted	0.302	0.320	0.211	yordamsiz
unassuming	0.490	0.230	0.471	kamtarin
unattached	0.192	0.439	0.283	biriktirilmagan
unattainable	0.220	0.635	0.571	erishib bo'lmaydigan
unattended	0.255	0.400	0.167	qarovsiz
unattractive	0.177	0.307	0.208	yoqimsiz
unauthorized	0.260	0.448	0.259	ruxsatsiz
unavailable	0.323	0.281	0.159	mavjud emas
unavoidable	0.350	0.580	0.445	muqarrar
unaware	0.208	0.355	0.310	bexabar
unbalanced	0.302	0.596	0.343	muvozanatsiz
unbearable	0.125	0.798	0.447	chidab bo'lmas
unbeatable	0.735	0.719	0.681	engib bo'lmas
unbeaten	0.854	0.760	0.828	mag'lubiyatsiz
unbecoming	0.123	0.471	0.288	nomaqbul
unbelief	0.265	0.582	0.407	ishonchsizlik
unbelievable	0.771	0.790	0.717	aql bovar qilmaydigan
unbiased	0.625	0.378	0.618	xolis
unborn	0.312	0.300	0.216	tug'ilmagan
unbound	0.354	0.402	0.283	bog'lanmagan
unbounded	0.646	0.600	0.736	cheksiz
unbreakable	0.653	0.573	0.759	buzilmas
unbridled	0.396	0.759	0.448	jilovsiz
unbroken	0.550	0.224	0.602	buzilmagan
unbutton	0.479	0.539	0.311	tugmani ochish
uncalled	0.344	0.294	0.222	chaqirilmagan
uncanny	0.469	0.461	0.430	g'alati
uncaring	0.177	0.245	0.321	beparvo
uncensured	0.438	0.649	0.509	nazoratsiz
uncertain	0.363	0.500	0.164	noaniq
uncertainty	0.064	0.494	0.282	noaniqlik
unchallenged	0.552	0.394	0.545	shubhasiz
unchangeable	0.375	0.442	0.709	o'zgarmas
unchanged	0.490	0.204	0.237	o'zgarmagan
uncharted	0.188	0.406	0.413	aniqlanmagan
uncherished	0.250	0.412	0.280	qadrlanmagan
uncivilized	0.133	0.600	0.400	madaniyatsiz
unclaimed	0.316	0.346	0.278	da'vo qilinmagan
uncle	0.653	0.255	0.578	tog'a
unclean	0.133	0.529	0.134	harom
unclear	0.229	0.463	0.202	tushunarsiz
uncomfortable	0.188	0.610	0.214	noqulay
uncommon	0.459	0.429	0.373	kam uchraydigan
uncommonly	0.626	0.490	0.778	kamdan-kam hollarda
uncomplicated	0.740	0.260	0.453	asoratsiz
uncompromising	0.320	0.531	0.613	murosasiz
unconcerned	0.562	0.283	0.298	befarq
unconditional	0.760	0.493	0.715	shartsiz
unconfirmed	0.334	0.321	0.339	tasdiqlanmagan
unconnected	0.188	0.265	0.213	ulanmagan
unconscionable	0.208	0.618	0.429	aqlsiz
unconscious	0.240	0.356	0.195	behush
unconsciousness	0.177	0.440	0.121	ongsizlik
unconstitutional	0.230	0.588	0.491	konstitutsiyaga zid
unconstrained	0.653	0.640	0.635	cheklanmagan
uncontested	0.510	0.471	0.689	bahssiz
uncontrollable	0.265	0.790	0.626	nazorat qilib bo'lmaydigan
uncontrolled	0.188	0.891	0.544	nazoratsiz
unconventional	0.177	0.509	0.288	noan'anaviy
unconvinced	0.409	0.458	0.228	ishonchsiz
unconvincing	0.190	0.532	0.144	ishonchsiz
uncooked	0.312	0.321	0.241	pishirilmagan
uncooperative	0.250	0.422	0.246	hamkorlik qilmaydigan
uncorrelated	0.333	0.327	0.316	bog'liq bo'lmagan
uncouth	0.080	0.761	0.350	beadab
uncover	0.771	0.552	0.648	ochish
uncritical	0.480	0.367	0.412	tanqidiy emas
uncut	0.448	0.422	0.278	kesilmagan
undead	0.367	0.635	0.406	o'lmagan
undecided	0.286	0.433	0.127	qarorsiz
undefeated	0.833	0.752	0.825	mag'lubiyatsiz
undefined	0.260	0.418	0.350	aniqlanmagan
undeniable	0.552	0.473	0.778	shubhasiz
underage	0.469	0.461	0.300	voyaga etmagan
underbelly	0.406	0.423	0.361	qorin ostida
undercover	0.388	0.627	0.483	yashirin
undercurrent	0.357	0.582	0.520	past oqim
underdog	0.250	0.410	0.226	kambag'al
underestimate	0.413	0.464	0.193	kam baho berish
undergo	0.398	0.554	0.339	duchor
undergraduate	0.583	0.500	0.559	bakalavriat
underground	0.396	0.455	0.452	yer osti
underhanded	0.188	0.415	0.527	qo'l ostida
underlay	0.521	0.365	0.458	taglik
underlie	0.323	0.378	0.275	tagida yotadi
underline	0.480	0.412	0.509	tagiga chizish
underlying	0.480	0.445	0.452	asosida
undermine	0.316	0.491	0.413	buzish
undermined	0.365	0.409	0.394	buzilgan
underneath	0.450	0.265	0.158	ostida
underpaid	0.146	0.413	0.209	kam to'langan
underpants	0.448	0.473	0.276	ichki shimlar
underprivileged	0.167	0.449	0.172	kam ta'minlangan
underrated	0.208	0.520	0.333	past baholangan
underscore	0.375	0.275	0.306	tagiga chizish
undersea	0.545	0.490	0.425	dengiz osti
undersecretary	0.459	0.377	0.594	kotib o'rinbosari
undersized	0.316	0.425	0.298	past o'lchamli
understaffed	0.148	0.444	0.302	kadrlar yetarli emas
understand	0.760	0.374	0.643	tushunish
understandable	0.776	0.363	0.566	tushunarli
understanding	0.865	0.304	0.689	tushunish
understatement	0.347	0.480	0.473	past baho
understood	0.780	0.441	0.686	tushunilgan
understudy	0.378	0.402	0.420	o'quvchi
undertake	0.796	0.702	0.754	zimmasiga olish
undertaker	0.363	0.696	0.611	tadbirkor
undertaking	0.667	0.530	0.696	majburiyat
undertow	0.327	0.639	0.231	suv osti
underwear	0.610	0.546	0.375	ichki kiyim
underwood	0.510	0.453	0.510	daraxt ostida
underworld	0.177	0.676	0.613	yer osti dunyosi
underwrite	0.416	0.520	0.423	anderrayting
underwriter	0.571	0.327	0.620	anderrayter
undeserved	0.219	0.552	0.283	noloyiq
undesirable	0.177	0.644	0.260	istalmagan
undesired	0.156	0.441	0.235	istalmagan
undetectable	0.438	0.539	0.604	aniqlanmaydi
undetected	0.224	0.304	0.268	aniqlanmagan
undetermined	0.265	0.256	0.353	aniqlanmagan
undeveloped	0.292	0.330	0.254	rivojlanmagan
undignified	0.122	0.627	0.308	qadrsiz
undirected	0.330	0.417	0.310	yo'naltirilmagan
undisclosed	0.479	0.361	0.314	oshkor etilmagan
undiscovered	0.438	0.347	0.261	kashf qilinmagan
undisputed	0.646	0.588	0.673	shubhasiz
undisturbed	0.725	0.287	0.434	bezovtalanmagan
undivided	0.510	0.380	0.490	bo'linmagan
undo	0.365	0.444	0.349	bekor qilish
undoing	0.219	0.452	0.298	bekor qilish
undoubted	0.592	0.461	0.740	shubhasiz
undress	0.438	0.900	0.336	yechinmoq
undressed	0.375	0.755	0.356	yechingan
undue	0.156	0.573	0.318	keraksiz
undying	0.708	0.500	0.773	abadiy
unearned	0.177	0.340	0.213	ishlanmagan
unearth	0.427	0.635	0.545	yerdan chiqarish
uneasiness	0.190	0.798	0.241	bezovtalik
uneasy	0.115	0.598	0.349	bezovta
uneducated	0.177	0.350	0.246	o'qimagan
unemployed	0.094	0.481	0.230	ishsiz
unemployment	0.094	0.400	0.297	ishsizlik
unencumbered	0.604	0.280	0.472	cheklovlarsiz
unending	0.385	0.519	0.454	cheksiz
unequal	0.118	0.433	0.202	tengsiz
unequalled	0.562	0.470	0.769	tengsiz
unequivocal	0.604	0.415	0.615	aniq
unequivocally	0.521	0.668	0.554	shubhasiz
unethical	0.104	0.433	0.269	axloqsiz
uneven	0.125	0.457	0.240	notekis
uneventful	0.510	0.343	0.410	hodisasiz
unexpected	0.500	0.720	0.333	kutilmagan
unexpectedly	0.354	0.759	0.462	kutilmagan
unexplainable	0.260	0.448	0.610	tushuntirib bo'lmaydigan
unexplained	0.271	0.531	0.349	tushuntirilmagan
unexplored	0.401	0.640	0.388	o'rganilmagan
unfailing	0.625	0.635	0.594	muqarrar
unfair	0.173	0.472	0.190	adolatsiz
unfairness	0.170	0.817	0.336	adolatsizlik
unfaithful	0.031	0.806	0.298	bevafo
unfamiliar	0.219	0.558	0.273	notanish
unfavorable	0.133	0.450	0.232	noqulay
unfeeling	0.235	0.377	0.345	hissiz
unfettered	0.569	0.650	0.586	cheklanmagan
unfinished	0.188	0.368	0.264	tugallanmagan
unfit	0.250	0.368	0.185	yaroqsiz
unflinching	0.667	0.606	0.882	tinimsiz
unfold	0.612	0.510	0.520	ochish
unfollow	0.281	0.337	0.293	kuzatishni bekor qilish
unforeseen	0.255	0.714	0.500	kutilmagan
unforgettable	0.833	0.561	0.660	unutilmas
unforgivable	0.276	0.743	0.490	kechirib bo'lmaydigan
unforgiving	0.406	0.630	0.793	kechirimsiz
unfortunate	0.073	0.487	0.195	baxtsiz
unfortunately	0.104	0.494	0.281	afsuski
unfounded	0.271	0.520	0.410	asossiz
unfreeze	0.458	0.297	0.375	muzdan tushirish
unfriendly	0.173	0.670	0.458	do'stona emas
unfulfilled	0.184	0.426	0.268	bajarilmagan
unfurnished	0.316	0.333	0.272	mebelsiz
unglued	0.378	0.446	0.352	yopishtirilmagan
ungodly	0.296	0.423	0.388	xudosiz
ungrateful	0.219	0.461	0.275	noshukur
unguarded	0.156	0.578	0.205	qo'riqlanmagan
unhand	0.406	0.360	0.361	qo'lsiz
unhappiness	0.083	0.630	0.222	baxtsizlik
unhappy	0.112	0.500	0.155	baxtsiz
unharmed	0.740	0.378	0.491	zararsiz
unhealthy	0.115	0.549	0.214	nosog'lom
unheard	0.344	0.539	0.500	eshitilmagan
unhelpful	0.104	0.320	0.118	foydasiz
unhindered	0.729	0.441	0.725	to'siqsiz
unholy	0.327	0.560	0.445	nopok
unhook	0.375	0.592	0.310	ilgagini yechish
unicorn	0.776	0.510	0.480	yagona shoxli
unidentified	0.385	0.361	0.199	noma'lum
unification	0.688	0.345	0.788	birlashtirish
unified	0.729	0.439	0.764	birlashtirilgan
uniform	0.570	0.245	0.655	forma
uniformed	0.469	0.519	0.589	formali
uniformity	0.745	0.353	0.538	bir xillik
uniformly	0.625	0.333	0.704	bir xilda
unimaginable	0.573	0.634	0.589	tasavvur qilib bo'lmaydi
unimpeachable	0.684	0.550	0.784	ayblab bo'lmaydigan
unimpeached	0.458	0.335	0.433	ayblanmagan
unimportant	0.281	0.240	0.175	ahamiyatsiz
unimpressed	0.198	0.302	0.327	ta'sirlanmagan
unimproved	0.163	0.377	0.144	yaxshilanmagan
uninfected	0.688	0.304	0.389	yuqmagan
uninformed	0.156	0.370	0.182	ma'lumotsiz
uninhabited	0.301	0.230	0.221	yashamaydigan
uninitiated	0.271	0.288	0.288	boshlanmagan
uninspired	0.163	0.243	0.260	ilhomlanmagan
unintelligible	0.208	0.472	0.283	tushunarsiz
unintended	0.438	0.385	0.349	ko'zda tutilmagan
unintentional	0.333	0.538	0.306	beixtiyor
unintentionally	0.460	0.490	0.286	beixtiyor
uninterested	0.365	0.240	0.328	qiziqmas
uninteresting	0.153	0.235	0.228	qiziqmas
uninterrupted	0.500	0.434	0.527	uzluksiz
uninvited	0.090	0.385	0.307	chaqirilmagan
union	0.854	0.226	0.766	ittifoq
unique	0.823	0.347	0.661	noyob
unisex	0.492	0.417	0.417	uniseks
unison	0.510	0.439	0.583	birlik
unit	0.562	0.235	0.578	birlik
unitary	0.531	0.239	0.641	unitar
unite	0.781	0.375	0.610	birlashmoq
united	0.781	0.431	0.783	birlashgan
unity	0.837	0.288	0.658	birlik
universal	0.802	0.417	0.833	universal
universality	0.796	0.410	0.840	universallik
universe	0.694	0.454	0.839	koinot
university	0.735	0.574	0.741	universitet
unjust	0.115	0.625	0.278	adolatsiz
unjustifiable	0.115	0.596	0.394	asoslab bo'lmaydigan
unjustified	0.288	0.541	0.314	asossiz
unkind	0.135	0.409	0.310	shafqatsiz
unknowable	0.347	0.540	0.396	noma'lum
unknown	0.357	0.450	0.204	noma'lum
unlawful	0.094	0.759	0.402	noqonuniy
unleash	0.479	0.775	0.559	bo'shatish
unlicensed	0.306	0.574	0.196	litsenziyasiz
unlike	0.439	0.439	0.418	farqli o'laroq
unlikely	0.271	0.293	0.245	dargumon
unlimited	0.750	0.623	0.679	cheksiz
unlisted	0.365	0.265	0.218	ro'yxatga kiritilmagan
unload	0.656	0.639	0.573	tushirish
unloaded	0.469	0.380	0.331	tushirilgan
unlock	0.582	0.442	0.592	qulfni ochish
unlucky	0.073	0.395	0.198	omadsiz
unmanageable	0.177	0.666	0.482	boshqarib bo'lmaydigan
unmanned	0.235	0.441	0.324	uchuvchisiz
unmarked	0.416	0.294	0.433	belgilanmagan
unmarried	0.438	0.480	0.545	turmush qurmagan
unmask	0.323	0.690	0.520	niqobni ochish
unmatched	0.776	0.536	0.771	tengsiz
unmistakable	0.602	0.571	0.765	shubhasiz
unmitigated	0.649	0.427	0.422	cheklanmagan
unmoved	0.184	0.355	0.360	harakatsiz
unnamed	0.316	0.189	0.284	nomsiz
unnatural	0.153	0.587	0.434	g'ayritabiiy
unnecessary	0.219	0.358	0.190	keraksiz
unneeded	0.177	0.375	0.245	keraksiz
unnoticed	0.302	0.440	0.260	sezilmagan
unnumbered	0.406	0.255	0.331	raqamlanmagan
unobserved	0.398	0.255	0.257	kuzatilmagan
unobstructed	0.583	0.440	0.573	to'siqsiz
unobtrusive	0.447	0.327	0.402	ko'zga tashlanmaydigan
unoccupied	0.258	0.245	0.412	band bo'lmagan
unofficial	0.260	0.302	0.255	norasmiy
unopened	0.542	0.340	0.265	ochilmagan
unopposed	0.615	0.375	0.537	qarshiliksiz
unordered	0.224	0.482	0.190	tartibsiz
unorganised	0.250	0.500	0.212	uyushmagan
unorganized	0.260	0.657	0.173	uyushmagan
unorthodox	0.340	0.480	0.441	g'ayrioddiy
unpack	0.531	0.528	0.445	oching
unpaid	0.300	0.413	0.365	to'lanmagan
unparalleled	0.708	0.306	0.538	tengsiz
unpleasant	0.122	0.612	0.185	yoqimsiz
unpleasantness	0.062	0.724	0.264	yoqimsizlik
unplug	0.239	0.441	0.404	rozetkadan uzing
unplugged	0.367	0.375	0.318	rozetkadan uzilgan
unpopular	0.073	0.441	0.164	mashhur emas
unprecedented	0.500	0.491	0.658	misli ko'rilmagan
unpredictable	0.429	0.769	0.515	oldindan aytib bo'lmaydigan
unprepared	0.204	0.450	0.152	tayyorlanmagan
unpretentious	0.510	0.296	0.410	oddiy
