English Word	Valence	Arousal	Dominance	Kannada Word
touched	0.592	0.380	0.404	ಮುಟ್ಟಿದೆ
touching	0.760	0.439	0.491	ಸ್ಪರ್ಶಿಸುವುದು
touchy	0.323	0.510	0.343	ಸ್ಪರ್ಶದ
tough	0.344	0.588	0.742	ಕಠಿಣ
toughen	0.458	0.683	0.711	ಗಟ್ಟಿಗೊಳಿಸು
toughness	0.552	0.618	0.837	ಗಟ್ಟಿತನ
toupee	0.323	0.270	0.324	ಟೂಪೀ
tour	0.663	0.545	0.543	ಪ್ರವಾಸ
tourism	0.823	0.531	0.545	ಪ್ರವಾಸೋದ್ಯಮ
tourist	0.745	0.480	0.430	ಪ್ರವಾಸಿ
tourmaline	0.448	0.513	0.441	tourmaline
tournament	0.694	0.740	0.611	ಪಂದ್ಯಾವಳಿಯಲ್ಲಿ
tourniquet	0.335	0.521	0.398	ಟೂರ್ನಿಕೆಟ್
tout	0.480	0.538	0.375	ಟೌಟ್
tow	0.531	0.500	0.508	ಎಳೆಯಿರಿ
towel	0.630	0.208	0.286	ಟವೆಲ್
tower	0.606	0.380	0.644	ಗೋಪುರ
towering	0.500	0.690	0.806	ಎತ್ತರದ
town	0.551	0.299	0.627	ಪಟ್ಟಣ
townhouse	0.622	0.400	0.443	ಟೌನ್ಹೌಸ್
township	0.531	0.292	0.667	ಪಟ್ಟಣ
townspeople	0.677	0.466	0.569	ಪಟ್ಟಣವಾಸಿಗಳು
toxic	0.008	0.885	0.492	ವಿಷಕಾರಿ
toxicity	0.104	0.865	0.491	ವಿಷತ್ವ
toxicology	0.302	0.736	0.574	ವಿಷಶಾಸ್ತ್ರ
toxin	0.115	0.654	0.456	ವಿಷಕಾರಿ
toy	0.878	0.420	0.275	ಆಟಿಕೆ
toymaker	0.755	0.510	0.536	ಆಟಿಕೆ ತಯಾರಕ
trace	0.573	0.346	0.483	ಜಾಡಿನ
traceable	0.602	0.370	0.535	ಪತ್ತೆಹಚ್ಚಬಹುದಾದ
tracer	0.573	0.327	0.645	ಟ್ರೇಸರ್
traces	0.482	0.448	0.389	ಕುರುಹುಗಳು
trachea	0.448	0.509	0.387	ಶ್ವಾಸನಾಳ
tracing	0.418	0.591	0.565	ಪತ್ತೆ ಹಚ್ಚುವುದು
track	0.448	0.433	0.526	ಟ್ರ್ಯಾಕ್
tracker	0.398	0.744	0.731	ಟ್ರ್ಯಾಕರ್
tract	0.406	0.422	0.339	ಟ್ರ್ಯಾಕ್ಟ್
tractable	0.635	0.500	0.469	ಸಾಗಿಸಬಹುದಾದ
traction	0.429	0.585	0.648	ಎಳೆತ
tractor	0.449	0.580	0.619	ಟ್ರಾಕ್ಟರ್
trade	0.561	0.544	0.690	ವ್ಯಾಪಾರ
trademark	0.667	0.344	0.750	ಟ್ರೇಡ್ಮಾರ್ಕ್
trader	0.562	0.632	0.854	ವ್ಯಾಪಾರಿ
tradesman	0.531	0.431	0.664	ವ್ಯಾಪಾರಿ
trading	0.635	0.602	0.705	ವ್ಯಾಪಾರ
tradition	0.830	0.430	0.750	ಸಂಪ್ರದಾಯ
traditional	0.677	0.221	0.604	ಸಾಂಪ್ರದಾಯಿಕ
traffic	0.323	0.559	0.518	ಸಂಚಾರ
traffic light	0.490	0.469	0.479	ಸಂಚಾರ ದೀಪ
trafficking	0.250	0.710	0.399	ಕಳ್ಳಸಾಗಣೆ
tragedies	0.100	0.910	0.442	ದುರಂತಗಳು
tragedy	0.052	0.843	0.340	ದುರಂತ
tragic	0.048	0.904	0.396	ದುರಂತ
trail	0.600	0.322	0.455	ಜಾಡು
trailer	0.541	0.490	0.473	ಟ್ರೈಲರ್
train	0.666	0.705	0.620	ರೈಲು
train set	0.604	0.598	0.464	ರೈಲು ಸೆಟ್
trained	0.771	0.538	0.645	ತರಬೇತಿ ಪಡೆದಿದ್ದಾರೆ
trainee	0.627	0.408	0.352	ಪ್ರಶಿಕ್ಷಣಾರ್ಥಿ
trainer	0.698	0.719	0.824	ತರಬೇತುದಾರ
training	0.714	0.776	0.788	ತರಬೇತಿ
trait	0.469	0.365	0.453	ಲಕ್ಷಣ
traitor	0.112	0.796	0.491	ದೇಶದ್ರೋಹಿ
traitorous	0.073	0.745	0.412	ದೇಶದ್ರೋಹಿ
trajectory	0.653	0.558	0.779	ಪಥವನ್ನು
tram	0.667	0.628	0.492	ಟ್ರಾಮ್
tramp	0.108	0.510	0.182	ಅಲೆಮಾರಿ
trample	0.235	0.764	0.562	ತುಳಿಯುತ್ತಾರೆ
trampoline	0.604	0.690	0.391	ಟ್ರ್ಯಾಂಪೊಲೈನ್
tramway	0.615	0.538	0.543	ಟ್ರಾಮ್‌ವೇ
trance	0.469	0.481	0.382	ಟ್ರಾನ್ಸ್
tranquil	0.917	0.094	0.355	ಪ್ರಶಾಂತ
tranquility	0.840	0.135	0.442	ಶಾಂತಿ
tranquilizer	0.510	0.236	0.596	ಟ್ರ್ಯಾಂಕ್ವಿಲೈಸರ್
transact	0.521	0.625	0.680	ವಹಿವಾಟು
transaction	0.650	0.577	0.579	ವ್ಯವಹಾರ
transatlantic	0.724	0.596	0.706	ಅಟ್ಲಾಂಟಿಕ್
transceiver	0.510	0.490	0.537	ಟ್ರಾನ್ಸ್ಸಿವರ್
transcend	0.604	0.771	0.726	ಮೀರುತ್ತವೆ
transcendence	0.656	0.608	0.754	ಮೀರುವಿಕೆ
transcendent	0.667	0.600	0.824	ಅತೀತವಾದ
transcendental	0.635	0.652	0.842	ಅತೀಂದ್ರಿಯ
transcribe	0.500	0.394	0.573	ಲಿಪ್ಯಂತರ
transcriber	0.490	0.420	0.615	ಲಿಪ್ಯಂತರ
transcript	0.639	0.398	0.528	ಪ್ರತಿಲಿಪಿ
transcription	0.592	0.455	0.615	ಪ್ರತಿಲೇಖನ
transfer	0.702	0.490	0.519	ವರ್ಗಾವಣೆ
transference	0.592	0.294	0.551	ವರ್ಗಾವಣೆ
transferred	0.480	0.450	0.409	ವರ್ಗಾಯಿಸಲಾಗಿದೆ
transfixed	0.427	0.660	0.528	ವರ್ಗಾವಣೆಗೊಂಡ
transform	0.735	0.667	0.696	ರೂಪಾಂತರ
transformation	0.796	0.618	0.770	ರೂಪಾಂತರ
transformer	0.582	0.582	0.723	ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
transfusion	0.417	0.730	0.557	ವರ್ಗಾವಣೆ
transgression	0.158	0.890	0.611	ಉಲ್ಲಂಘನೆ
transient	0.510	0.405	0.430	ಕ್ಷಣಿಕ
transistor	0.480	0.480	0.444	ಟ್ರಾನ್ಸಿಸ್ಟರ್
transit	0.439	0.590	0.588	ಸಾಗಣೆ
transition	0.605	0.561	0.558	ಪರಿವರ್ತನೆ
transitional	0.573	0.472	0.491	ಪರಿವರ್ತನೆಯ
transitive	0.479	0.377	0.414	ಸಕರ್ಮಕ
transitory	0.438	0.450	0.407	ಕ್ಷಣಿಕ
translate	0.604	0.423	0.462	ಅನುವಾದಿಸು
translation	0.633	0.435	0.598	ಅನುವಾದ
translator	0.760	0.412	0.473	ಅನುವಾದಕ
translocation	0.367	0.612	0.564	ಸ್ಥಳಾಂತರ
translucent	0.600	0.500	0.389	ಅರೆಪಾರದರ್ಶಕ
transmission	0.688	0.490	0.611	ರೋಗ ಪ್ರಸಾರ
transmit	0.836	0.581	0.673	ರವಾನಿಸುತ್ತದೆ
transmitter	0.520	0.511	0.719	ಟ್ರಾನ್ಸ್ಮಿಟರ್
transmutation	0.438	0.740	0.737	ಪರಿವರ್ತನೆ
transom	0.375	0.385	0.417	ಟ್ರಾನ್ಸಮ್
transparency	0.847	0.260	0.587	ಪಾರದರ್ಶಕತೆ
transparent	0.542	0.330	0.667	ಪಾರದರ್ಶಕ
transplant	0.445	0.806	0.620	ಕಸಿ
transplantation	0.531	0.694	0.610	ಕಸಿ
transponder	0.564	0.575	0.565	ಟ್ರಾನ್ಸ್ಪಾಂಡರ್
transport	0.613	0.627	0.605	ಸಾರಿಗೆ
transportation	0.667	0.560	0.472	ಸಾರಿಗೆ
transporter	0.615	0.625	0.750	ಸಾಗಣೆದಾರ
transpose	0.440	0.585	0.467	ಸ್ಥಳಾಂತರ
transposition	0.312	0.451	0.555	ಸ್ಥಳಾಂತರ
transsexual	0.264	0.815	0.423	ಲಿಂಗಾಯತ
transverse	0.429	0.429	0.525	ಅಡ್ಡಾದಿಡ್ಡಿ
transvestite	0.270	0.675	0.373	ಟ್ರಾನ್ಸ್ವೆಸ್ಟೈಟ್
trap	0.104	0.610	0.391	ಬಲೆ
trapdoor	0.094	0.670	0.462	ಟ್ರ್ಯಾಪ್ಡೋರ್
trapeze	0.542	0.625	0.566	ಟ್ರಾಪೀಸ್
trapped	0.135	0.615	0.380	ಸಿಕ್ಕಿಬಿದ್ದ
trapper	0.296	0.654	0.491	ಬಲೆಗಾರ
trapping	0.333	0.621	0.491	ಬಲೆಗೆ ಬೀಳಿಸುವುದು
trappings	0.458	0.462	0.370	ಬಲೆಗಳು
traps	0.235	0.673	0.481	ಬಲೆಗಳು
trash	0.163	0.541	0.154	ಕಸ
trashy	0.071	0.380	0.161	ಕಸದ
trauma	0.112	0.792	0.453	ಆಘಾತ
traumatic	0.062	0.885	0.427	ಆಘಾತಕಾರಿ
travail	0.500	0.677	0.620	ಪ್ರಯಾಸ
travel	0.931	0.689	0.535	ಪ್ರಯಾಣ
traveler	0.837	0.571	0.700	ಪ್ರಯಾಣಿಕ
traveling	0.900	0.750	0.582	ಪ್ರಯಾಣ
traverse	0.571	0.590	0.629	ಸಂಚರಿಸುತ್ತವೆ
travesty	0.354	0.644	0.407	ವಿಡಂಬನೆ
trawl	0.255	0.590	0.464	ಟ್ರಾಲ್
trawler	0.316	0.430	0.405	ಟ್ರಾಲರ್
tray	0.549	0.250	0.345	ತಟ್ಟೆ
treacherous	0.112	0.815	0.402	ವಿಶ್ವಾಸಘಾತುಕ
treachery	0.104	0.852	0.448	ವಿಶ್ವಾಸಘಾತುಕತನ
tread	0.510	0.520	0.426	ನಡೆ
treadmill	0.459	0.636	0.436	ಟ್ರೆಡ್ ಮಿಲ್
treason	0.094	0.806	0.552	ದೇಶದ್ರೋಹ
treasure	0.927	0.592	0.821	ನಿಧಿ
treasured	0.849	0.471	0.730	ನಿಧಿ
treasurer	0.694	0.456	0.755	ಕೋಶಾಧಿಕಾರಿ
treasures	0.867	0.771	0.842	ನಿಧಿಗಳು
treasury	0.812	0.541	0.736	ಖಜಾನೆ
treat	0.573	0.571	0.436	ಚಿಕಿತ್ಸೆ
treatable	0.780	0.302	0.560	ಚಿಕಿತ್ಸೆ ನೀಡಬಹುದಾದ
treatise	0.604	0.407	0.613	ಗ್ರಂಥ
treatment	0.663	0.386	0.620	ಚಿಕಿತ್ಸೆ
treaty	0.646	0.382	0.667	ಒಪ್ಪಂದ
treble	0.358	0.471	0.466	ತ್ರಿವಳಿ
tree	0.670	0.118	0.442	ಮರ
trees	0.653	0.137	0.537	ಮರಗಳು
trek	0.469	0.530	0.535	ಚಾರಣ
trellis	0.299	0.500	0.389	ಹಂದರದ
tremble	0.177	0.878	0.388	ನಡುಗುತ್ತವೆ
trembling	0.177	0.824	0.324	ನಡುಗುತ್ತಿದೆ
tremendous	0.600	0.888	0.773	ಪ್ರಚಂಡ
tremendously	0.719	0.722	0.661	ಪ್ರಚಂಡವಾಗಿ
tremor	0.104	0.833	0.455	ನಡುಕ
trench	0.429	0.760	0.429	ಕಂದಕ
trend	0.625	0.458	0.706	ಪ್ರವೃತ್ತಿ
trending	0.750	0.472	0.600	ಟ್ರೆಂಡಿಂಗ್
trendy	0.713	0.520	0.536	ಟ್ರೆಂಡಿ
trepidation	0.582	0.594	0.464	ನಡುಕ
trespass	0.229	0.670	0.613	ಅತಿಕ್ರಮಣ
triad	0.469	0.413	0.528	ತ್ರಿಕೋನ
triage	0.398	0.433	0.479	ಚಿಕಿತ್ಸೆಯ ಸರದಿ ನಿರ್ಧಾರ
trial	0.438	0.663	0.612	ವಿಚಾರಣೆ
triangle	0.562	0.269	0.352	ತ್ರಿಕೋನ
triangular	0.430	0.320	0.397	ತ್ರಿಕೋನಾಕಾರದ
triangulate	0.408	0.380	0.517	ತ್ರಿಕೋನಾಕಾರದ
triathlon	0.521	0.853	0.663	ಟ್ರಯಥ್ಲಾನ್
tribal	0.417	0.404	0.482	ಬುಡಕಟ್ಟು
tribe	0.664	0.486	0.516	ಬುಡಕಟ್ಟು
tribulation	0.448	0.612	0.484	ಕ್ಲೇಶ
tribunal	0.410	0.670	0.797	ನ್ಯಾಯಮಂಡಳಿ
tribune	0.610	0.585	0.556	ನ್ಯಾಯಪೀಠ
tributary	0.615	0.463	0.616	ಉಪನದಿ
tribute	0.684	0.573	0.700	ಶ್ರದ್ಧಾಂಜಲಿ
trick	0.542	0.700	0.409	ಟ್ರಿಕ್
trickery	0.146	0.798	0.336	ಕುತಂತ್ರ
trickle	0.500	0.196	0.231	ಚುಟುಕು
trickster	0.375	0.680	0.446	ಮೋಸಗಾರ
tricky	0.219	0.651	0.500	ಟ್ರಿಕಿ
tricycle	0.633	0.402	0.368	ಟ್ರೈಸಿಕಲ್
trident	0.403	0.606	0.609	ತ್ರಿಶೂಲ
trifle	0.271	0.296	0.221	ಕ್ಷುಲ್ಲಕ
trifling	0.375	0.418	0.183	ಕ್ಷುಲ್ಲಕ
trig	0.438	0.417	0.415	ಟ್ರಿಗ್
trigger	0.271	0.804	0.660	ಪ್ರಚೋದಕ
trigonometry	0.396	0.400	0.616	ತ್ರಿಕೋನಮಿತಿ
trillion	0.592	0.420	0.623	ಟ್ರಿಲಿಯನ್
trilogy	0.615	0.520	0.664	ಟ್ರೈಲಾಜಿ
trim	0.500	0.466	0.430	ಟ್ರಿಮ್ ಮಾಡಿ
trimester	0.783	0.336	0.538	ತ್ರೈಮಾಸಿಕ
trimmer	0.260	0.548	0.529	ಟ್ರಿಮ್ಮರ್
trimming	0.500	0.478	0.325	ಚೂರನ್ನು
trine	0.396	0.365	0.317	ತ್ರಿಕೋನ
trinity	0.635	0.346	0.660	ತ್ರಿಮೂರ್ತಿಗಳು
trinket	0.521	0.352	0.368	ಟ್ರಿಂಕೆಟ್
trio	0.521	0.613	0.473	ಮೂವರು
trip	0.875	0.643	0.538	ಪ್ರವಾಸ
tripartite	0.500	0.480	0.539	ತ್ರಿಪಕ್ಷೀಯ
tripe	0.312	0.361	0.438	ಟ್ರಿಪ್
triple	0.585	0.385	0.481	ಟ್ರಿಪಲ್
triplet	0.622	0.510	0.618	ತ್ರಿವಳಿ
triplicate	0.684	0.545	0.717	ತ್ರಿಗುಣವಾಗಿ
tripod	0.406	0.388	0.483	ಟ್ರೈಪಾಡ್
tripping	0.276	0.594	0.293	ಟ್ರಿಪ್ಪಿಂಗ್
trite	0.458	0.418	0.290	ಟ್ರಿಟ್
tritium	0.412	0.471	0.422	ಟ್ರಿಟಿಯಮ್
triumph	0.969	0.798	0.926	ವಿಜಯೋತ್ಸವ
triumphant	0.949	0.837	0.972	ವಿಜಯಶಾಲಿ
trivia	0.690	0.490	0.473	ಕ್ಷುಲ್ಲಕ
trivial	0.406	0.387	0.337	ಕ್ಷುಲ್ಲಕ
troll	0.378	0.627	0.327	ಟ್ರೋಲ್
trolley	0.562	0.558	0.464	ಟ್ರಾಲಿ
trombone	0.562	0.500	0.500	ಟ್ರಮ್ಬೋನ್
troop	0.375	0.696	0.750	ಪಡೆ
trooper	0.458	0.694	0.713	ಸೈನಿಕ
troops	0.385	0.718	0.804	ಪಡೆಗಳು
trophy	0.947	0.643	0.676	ಟ್ರೋಫಿ
tropic	0.740	0.529	0.536	ಉಷ್ಣವಲಯದ
tropical	0.740	0.461	0.509	ಉಷ್ಣವಲಯದ
tropics	0.740	0.383	0.412	ಉಷ್ಣವಲಯ
trot	0.531	0.664	0.396	ಟ್ರೋಟ್
trouble	0.135	0.811	0.452	ತೊಂದರೆ
troubled	0.167	0.627	0.385	ತೊಂದರೆಗೀಡಾದ
troublemaker	0.260	0.900	0.596	ತೊಂದರೆ ಕೊಡುವವ
troubles	0.051	0.854	0.269	ತೊಂದರೆಗಳು
troublesome	0.283	0.894	0.404	ತ್ರಾಸದಾಯಕ
trough	0.500	0.308	0.340	ತೊಟ್ಟಿ
troupe	0.625	0.406	0.557	ತಂಡ
trousers	0.625	0.314	0.442	ಪ್ಯಾಂಟ್
trout	0.516	0.387	0.298	ಟ್ರೌಟ್
trowel	0.470	0.418	0.250	ಟ್ರೋವೆಲ್
truce	0.688	0.441	0.453	ಕದನವಿರಾಮ
truck	0.531	0.368	0.546	ಟ್ರಕ್
trucker	0.494	0.609	0.500	ಟ್ರಕ್ಕರ್
truckload	0.480	0.450	0.534	ಟ್ರಕ್ ಲೋಡ್
truculent	0.210	0.731	0.498	ಟ್ರಕ್ಯುಲೆಂಟ್
true	0.896	0.436	0.777	ನಿಜ
truelove	0.860	0.600	0.587	ನಿಜವಾದ ಪ್ರೀತಿ
truffle	0.677	0.323	0.418	ಟ್ರಫಲ್
truism	0.521	0.422	0.480	ಸತ್ಯವಾದ
trump	0.640	0.716	0.898	ಟ್ರಂಪ್
trumpet	0.573	0.570	0.393	ತುತ್ತೂರಿ
trumpeter	0.673	0.600	0.676	ಕಹಳೆಗಾರ
truncate	0.323	0.600	0.412	ಮೊಟಕುಗೊಳಿಸಿ
truncated	0.316	0.602	0.439	ಮೊಟಕುಗೊಳಿಸಲಾಗಿದೆ
trundle	0.507	0.270	0.414	ಟ್ರಂಡಲ್
trunk	0.271	0.167	0.404	ಕಾಂಡ
truss	0.521	0.482	0.569	ಟ್ರಸ್
trust	0.888	0.547	0.741	ನಂಬಿಕೆ
trustee	0.531	0.442	0.658	ಟ್ರಸ್ಟಿ
trusting	0.857	0.508	0.750	ನಂಬುವುದು
trustworthy	0.969	0.315	0.824	ನಂಬಲರ್ಹ
trusty	0.863	0.398	0.696	ನಂಬಿಕಸ್ಥ
truth	0.971	0.400	0.685	ಸತ್ಯ
truthful	0.708	0.467	0.807	ಸತ್ಯವಾದ
truthfulness	0.920	0.549	0.808	ಸತ್ಯನಿಷ್ಠೆ
try	0.604	0.551	0.556	ಪ್ರಯತ್ನಿಸಿ
tryout	0.459	0.539	0.472	ಪ್ರಯತ್ನ ಮಾಡು
tryouts	0.490	0.602	0.594	ಪ್ರಯತ್ನಗಳು
tsunami	0.042	0.944	0.684	ಸುನಾಮಿ
tub	0.449	0.235	0.265	ಟಬ್
tuba	0.542	0.402	0.381	ಟ್ಯೂಬಾ
tubby	0.427	0.423	0.353	ಟಬ್ಬಿ
tube	0.418	0.279	0.409	ಕೊಳವೆ
tuberculosis	0.214	0.519	0.424	ಕ್ಷಯರೋಗ
tubing	0.438	0.363	0.358	ಕೊಳವೆಗಳು
tubular	0.458	0.361	0.464	ಕೊಳವೆಯಾಕಾರದ
tubule	0.500	0.330	0.333	ಕೊಳವೆ
tuck	0.367	0.473	0.361	ಟಕ್
tucker	0.475	0.558	0.429	ಟಕ್ಕರ್
tuesday	0.469	0.184	0.330	ಮಂಗಳವಾರ
tufted	0.500	0.510	0.406	ಟಫ್ಟೆಡ್
tug	0.320	0.604	0.558	ಟಗ್
tugboat	0.271	0.510	0.652	ಟಗ್ಬೋಟ್
tuition	0.531	0.372	0.436	ಬೋಧನೆ
tulip	0.730	0.189	0.356	ಟುಲಿಪ್
tumble	0.276	0.556	0.272	ಉರುಳಿಸು
tumbler	0.520	0.260	0.352	ಟಂಬ್ಲರ್
tumbleweed	0.312	0.471	0.427	ಟಂಬಲ್ವೀಡ್
tummy	0.427	0.365	0.230	tummy
tumor	0.102	0.664	0.324	ಗೆಡ್ಡೆ
tumour	0.092	0.627	0.464	ಗೆಡ್ಡೆ
tumult	0.271	0.640	0.636	ಗದ್ದಲ
tumultuous	0.208	0.622	0.590	ಗಲಭೆಯ
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	ಟ್ಯೂನ ಮೀನು
tunable	0.510	0.364	0.582	ಟ್ಯೂನ್ ಮಾಡಬಹುದಾದ
tune	0.708	0.479	0.426	ರಾಗ
tunic	0.531	0.248	0.391	ಟ್ಯೂನಿಕ್
tuning	0.719	0.390	0.635	ಶ್ರುತಿ
tunnel	0.312	0.490	0.412	ಸುರಂಗ
turban	0.469	0.386	0.426	ಪೇಟ
turbidity	0.184	0.607	0.393	ಪ್ರಕ್ಷುಬ್ಧತೆ
turbine	0.520	0.549	0.575	ಟರ್ಬೈನ್
turbo	0.583	0.729	0.596	ಟರ್ಬೊ
turbulence	0.062	0.922	0.532	ಪ್ರಕ್ಷುಬ್ಧತೆ
turbulent	0.302	0.792	0.612	ಪ್ರಕ್ಷುಬ್ಧ
turd	0.240	0.519	0.383	ಟರ್ಡ್
turf	0.531	0.192	0.295	ಟರ್ಫ್
turkey	0.634	0.245	0.247	ಟರ್ಕಿ
turmeric	0.542	0.316	0.312	ಅರಿಶಿನ
turmoil	0.198	0.888	0.417	ಪ್ರಕ್ಷುಬ್ಧತೆ
turn	0.531	0.398	0.482	ತಿರುಗಿ
turnaround	0.560	0.654	0.407	ತಿರುವು
turned	0.630	0.538	0.583	ತಿರುಗಿದೆ
turning	0.510	0.684	0.420	ತಿರುಗುತ್ತಿದೆ
turnip	0.561	0.183	0.254	ನವಿಲುಕೋಸು
turnkey	0.531	0.382	0.427	ಟರ್ನ್ಕೀ
turnoff	0.312	0.560	0.327	ಆರಿಸು
turnout	0.641	0.692	0.898	ಮತದಾನ ಪ್ರಮಾಣ
turnover	0.490	0.392	0.512	ವಹಿವಾಟು
turnpike	0.459	0.434	0.462	ಟರ್ನ್ಪೈಕ್
turntable	0.531	0.455	0.406	ತಿರುಗುವ ಮೇಜು
turpentine	0.320	0.539	0.571	ಟರ್ಪಂಟೈನ್
turquoise	0.786	0.226	0.357	ವೈಡೂರ್ಯ
turret	0.494	0.500	0.588	ತಿರುಗು ಗೋಪುರ
turtle	0.291	0.102	0.271	ಆಮೆ
turtleneck	0.583	0.398	0.327	ಟರ್ಟಲ್ನೆಕ್
tussle	0.333	0.919	0.691	ಜಗಳ
tutelage	0.393	0.442	0.609	ಶಿಕ್ಷಣ
tutor	0.750	0.346	0.826	ಬೋಧಕ
tutoring	0.663	0.402	0.702	ಬೋಧನೆ
tutu	0.583	0.276	0.233	ಟುಟು
tux	0.531	0.365	0.462	ಟಕ್ಸ್
tuxedo	0.694	0.354	0.519	ಟುಕ್ಸೆಡೊ
tv	0.622	0.380	0.393	ಟಿವಿ
twain	0.541	0.255	0.370	ಅವಳಿ
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	ಟ್ವೀಕ್
tweed	0.510	0.440	0.412	ಟ್ವೀಡ್
tweet	0.659	0.490	0.537	ಟ್ವೀಟ್
tweezers	0.493	0.408	0.295	ಚಿಮುಟಗಳು
twelfth	0.521	0.292	0.527	ಹನ್ನೆರಡನೆಯದು
twelve	0.490	0.298	0.412	ಹನ್ನೆರಡು
twentieth	0.469	0.297	0.346	ಇಪ್ಪತ್ತನೆಯದು
twenty	0.520	0.292	0.286	ಇಪ್ಪತ್ತು
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	ರೆಂಬೆ
twilight	0.622	0.341	0.633	ಸಂಧ್ಯಾಕಾಲ
twill	0.449	0.415	0.353	ಟ್ವಿಲ್
twin	0.688	0.363	0.453	ಅವಳಿ
twine	0.521	0.380	0.337	ಹುರಿಮಾಡಿದ
twinge	0.316	0.720	0.471	twinge
twinkle	0.719	0.724	0.610	ಮಿನುಗು
twins	0.760	0.473	0.602	ಅವಳಿ ಮಕ್ಕಳು
twirl	0.552	0.647	0.409	ಸುತ್ತು
twist	0.375	0.469	0.337	ಟ್ವಿಸ್ಟ್
twisted	0.071	0.736	0.311	ತಿರುಚಿದ
twister	0.330	0.680	0.647	ಟ್ವಿಸ್ಟರ್
twit	0.194	0.653	0.198	ಟ್ವಿಟ್
twitch	0.510	0.740	0.548	ಸೆಳೆತ
twitching	0.292	0.700	0.482	ಸೆಳೆತ
twitchy	0.094	0.918	0.281	ಸೆಳೆತ
two	0.520	0.200	0.404	ಎರಡು
two step	0.583	0.314	0.327	ಎರಡು ಹೆಜ್ಜೆ
twofaced	0.387	0.620	0.384	ದ್ವಿಮುಖ
twofold	0.573	0.333	0.551	ಎರಡು ಪಟ್ಟು
twosome	0.583	0.544	0.500	ಎರಡು
tycoon	0.682	0.596	0.867	ಉದ್ಯಮಿ
tyke	0.500	0.388	0.300	ಟೈಕ್
type	0.500	0.284	0.364	ಮಾದರಿ
typewriter	0.542	0.373	0.418	ಟೈಪ್ ರೈಟರ್
typhoid	0.265	0.458	0.401	ಟೈಫಾಯಿಡ್
typhoon	0.323	0.796	0.697	ಟೈಫೂನ್
typical	0.635	0.206	0.426	ವಿಶಿಷ್ಟ
typically	0.569	0.377	0.559	ವಿಶಿಷ್ಟವಾಗಿ
typist	0.551	0.559	0.528	ಬೆರಳಚ್ಚುಗಾರ
typo	0.224	0.415	0.255	ಮುದ್ರಣದೋಷ
typography	0.480	0.334	0.574	ಮುದ್ರಣಕಲೆ
tyrannical	0.167	0.860	0.731	ದಬ್ಬಾಳಿಕೆಯ
tyranny	0.112	0.792	0.705	ದೌರ್ಜನ್ಯ
tyrant	0.115	0.850	0.683	ನಿರಂಕುಶಾಧಿಕಾರಿ
tyre	0.480	0.358	0.407	ಟೈರ್
ubiquitous	0.635	0.571	0.884	ಸರ್ವತ್ರ
ubiquity	0.578	0.490	0.595	ಸರ್ವತ್ರ
ugliness	0.094	0.407	0.267	ಕೊಳಕು
ugly	0.167	0.630	0.254	ಕೊಳಕು
uhoh	0.320	0.622	0.284	ಉಹೋ
ukulele	0.513	0.358	0.365	ಯುಕುಲೇಲೆ
ulcer	0.286	0.596	0.377	ಹುಣ್ಣು
ulterior	0.375	0.509	0.490	ಒಳಗಿನ
ultimate	0.648	0.645	0.544	ಅಂತಿಮ
ultimately	0.385	0.480	0.558	ಅಂತಿಮವಾಗಿ
ultimatum	0.219	0.855	0.837	ಅಲ್ಟಿಮೇಟಮ್
ultimo	0.375	0.363	0.300	ಅಂತಿಮ
ultrasound	0.573	0.594	0.600	ಅಲ್ಟ್ರಾಸೌಂಡ್
ultraviolet	0.604	0.448	0.673	ನೇರಳಾತೀತ
umbilical	0.398	0.406	0.333	ಹೊಕ್ಕುಳಿನ
umbra	0.408	0.400	0.337	ಛತ್ರಿ
umbrella	0.583	0.246	0.255	ಛತ್ರಿ
umpire	0.520	0.592	0.755	ಅಂಪೈರ್
umpteen	0.510	0.460	0.611	ಹದಿನೆಂಟು
unabashed	0.292	0.614	0.488	ನಾಚಿಕೆಯಿಲ್ಲದ
unabated	0.532	0.420	0.466	ಅಡೆತಡೆಯಿಲ್ಲದ
unable	0.132	0.459	0.193	ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ
unacceptable	0.133	0.479	0.330	ಸ್ವೀಕಾರಾರ್ಹವಲ್ಲ
unaccompanied	0.292	0.376	0.297	ಜೊತೆಗಿಲ್ಲ
unaccountable	0.180	0.600	0.543	ಲೆಕ್ಕಿಸಲಾಗದ
unaccounted	0.410	0.338	0.361	ಲೆಕ್ಕಕ್ಕೆ ಸಿಗದ
unacknowledged	0.240	0.269	0.116	ಅಂಗೀಕರಿಸಲಾಗಿಲ್ಲ
unadulterated	0.570	0.420	0.528	ಕಲಬೆರಕೆಯಿಲ್ಲದ
unaffected	0.542	0.265	0.571	ಬಾಧಿಸುವುದಿಲ್ಲ
unafraid	0.500	0.520	0.655	ಭಯಪಡದ
unaided	0.290	0.410	0.336	ಸಹಾಯ ರಹಿತ
unaltered	0.571	0.269	0.598	ಬದಲಾಗದ
