English Word	Valence	Arousal	Dominance	Sindhi Word
redirect	0.469	0.360	0.648	ريڊائريڪٽ ڪرڻ
redneck	0.401	0.500	0.348	ڳاڙهو
redness	0.151	0.470	0.417	لالچ
redo	0.481	0.500	0.535	ٻيهر ڪرڻ
redress	0.677	0.558	0.649	حل ڪرڻ
reduce	0.219	0.304	0.336	گھٽائڻ
reduced	0.229	0.365	0.204	گھٽايل
reduction	0.365	0.382	0.240	گهٽتائي
redundancy	0.316	0.262	0.589	بيڪارگي
redundant	0.210	0.500	0.527	بيڪار
redwood	0.592	0.350	0.443	لال ڪاٺ
reed	0.490	0.350	0.307	ريڊ
reef	0.583	0.490	0.456	ريف
reefer	0.500	0.453	0.421	ريفر
reefs	0.531	0.471	0.455	ريف
reek	0.177	0.480	0.311	ريڪ
reel	0.449	0.332	0.395	ريل
reelection	0.541	0.673	0.681	ٻيهر چونڊ
reeling	0.327	0.542	0.267	ڦرڻ
reenactment	0.771	0.592	0.768	ٻيهر عمل ڪرڻ
reentry	0.604	0.449	0.500	ٻيهر داخل ٿيڻ
reestablish	0.635	0.490	0.692	ٻيهر قائم ڪرڻ
ref	0.469	0.380	0.368	حوالو
refer	0.506	0.358	0.558	حوالي ڪرڻ
referee	0.531	0.644	0.778	ريفري
reference	0.633	0.312	0.595	حوالو
referendum	0.510	0.469	0.643	ريفرنڊم
referral	0.694	0.314	0.603	حوالو
refill	0.670	0.400	0.464	ٻيهر ڀرڻ
refine	0.653	0.460	0.640	سڌارڻ
refined	0.850	0.430	0.653	سڌريل
refinement	0.719	0.387	0.709	سڌارڻ
refinery	0.646	0.444	0.565	ريفائنري
refining	0.694	0.466	0.664	صاف ڪرڻ
refit	0.500	0.577	0.506	ترميم ڪرڻ
reflect	0.698	0.342	0.472	عڪاسي ڪرڻ
reflecting	0.590	0.408	0.471	عڪاسي ڪرڻ
reflection	0.710	0.500	0.528	عڪس
reflective	0.656	0.292	0.735	عکاس
reflector	0.479	0.510	0.500	عڪاسي ڪندڙ
reflex	0.583	0.460	0.538	موٽڻ
reflux	0.281	0.559	0.347	موٽڻ
reform	0.531	0.490	0.797	سڌارو
reformation	0.809	0.500	0.558	اصلاح
reformer	0.562	0.569	0.905	سڌارڪ
refraction	0.388	0.471	0.526	ريفريشن
refractor	0.510	0.541	0.433	ريفريڪٽر
refractory	0.520	0.357	0.588	ريفرڪٽري
refrain	0.314	0.373	0.277	روڪيو
refraining	0.418	0.453	0.404	روڪڻ
refresh	0.719	0.640	0.689	ريفريش ڪرڻ
refreshed	0.910	0.377	0.480	تازگي ٿيل
refreshing	0.936	0.520	0.571	تازگي ڏيڻ
refreshment	0.667	0.410	0.352	تازگي
refrigerate	0.635	0.357	0.457	ريفريجريٽ ڪرڻ
refrigeration	0.735	0.392	0.500	ريفريجريشن
refrigerator	0.677	0.260	0.391	فرج
refuel	0.592	0.445	0.500	تيل ڀرڻ
refuge	0.640	0.238	0.481	پناهه
refugee	0.379	0.607	0.327	پناهگير
refund	0.541	0.528	0.430	واپسي
refurbish	0.656	0.633	0.541	مرمت ڪرڻ
refusal	0.052	0.610	0.321	انڪار
refuse	0.180	0.520	0.331	انڪار ڪرڻ
refused	0.163	0.475	0.188	انڪار ڪيو
refusing	0.143	0.670	0.203	انڪار ڪرڻ
refutation	0.312	0.726	0.566	ترديد
refute	0.312	0.731	0.583	رد ڪرڻ
regain	0.729	0.520	0.759	ٻيهر حاصل ڪرڻ
regal	0.643	0.459	0.556	شاهي
regalia	0.760	0.441	0.556	ريگاليا
regard	0.802	0.336	0.809	حوالي
regatta	0.740	0.471	0.435	ريگٽا
regency	0.520	0.472	0.630	ريجنسي
regenerate	0.782	0.607	0.767	ٻيهر پيدا ڪرڻ
regeneration	0.760	0.640	0.845	ٻيهر پيدا ڪرڻ
regent	0.680	0.529	0.675	ريجنٽ
reggae	0.698	0.520	0.500	ريگي
regime	0.290	0.668	0.773	راڄ
regimen	0.428	0.538	0.840	ضابطو
regiment	0.469	0.722	0.755	رجمينٽ
regimental	0.292	0.637	0.817	رجمينٽل
region	0.540	0.295	0.712	علائقو
regional	0.620	0.400	0.607	علائقائي
regionalism	0.640	0.500	0.773	علائقائيت
register	0.490	0.412	0.654	رجسٽر
registrar	0.599	0.537	0.574	رجسٽرار
registration	0.622	0.396	0.574	رجسٽريشن
registry	0.573	0.320	0.583	رجسٽري
regress	0.255	0.442	0.300	واپسي
regression	0.312	0.500	0.324	رجعت
regressive	0.302	0.434	0.363	رجعت پسند
regret	0.230	0.623	0.331	افسوس
regretful	0.167	0.480	0.188	افسوسناڪ
regrettable	0.104	0.374	0.245	افسوسناڪ
regretted	0.352	0.540	0.368	افسوس ٿيو
regretting	0.255	0.567	0.273	افسوس ڪرڻ
regroup	0.633	0.602	0.797	ٻيهر گڏ ٿيڻ
regular	0.435	0.188	0.558	باقاعده
regularity	0.663	0.337	0.585	باقاعدگي
regulars	0.729	0.327	0.508	باقاعده
regulate	0.510	0.275	0.481	ضابطو ڪرڻ
regulated	0.531	0.269	0.483	ضابطو ڪيل
regulation	0.542	0.425	0.667	ضابطو
regulator	0.500	0.336	0.668	ريگيوليٽر
regulatory	0.531	0.448	0.528	ريگيوليٽري
regurgitation	0.160	0.647	0.315	regurgitation
rehab	0.531	0.450	0.593	بحالي
rehabilitate	0.671	0.538	0.642	بحال ڪرڻ
rehabilitation	0.406	0.528	0.606	بحالي
rehash	0.405	0.451	0.403	ٻيهر ڪرڻ
rehearsal	0.667	0.470	0.500	ريهرسل
rehearse	0.588	0.622	0.500	ريهرسل ڪرڻ
reign	0.806	0.567	0.873	راڄ
reigning	0.677	0.632	0.870	راڄ ڪرڻ
reimburse	0.680	0.418	0.527	معاوضو ڏيڻ
reimbursement	0.653	0.610	0.567	معاوضو
rein	0.500	0.357	0.438	لگام
reincarnation	0.786	0.747	0.676	ٻيهر جنم
reindeer	0.592	0.336	0.396	قنڌار
reinforce	0.604	0.583	0.760	مضبوط ڪرڻ
reinforcement	0.729	0.702	0.902	مضبوط ڪرڻ
reinforcements	0.646	0.719	0.875	مضبوط ڪرڻ
reins	0.480	0.448	0.545	لگام
reinstall	0.458	0.500	0.745	ٻيهر انسٽال ڪريو
reinstate	0.760	0.551	0.596	بحال ڪرڻ
reinstatement	0.729	0.521	0.707	بحالي
reinvest	0.570	0.627	0.763	ٻيهر سيڙپ ڪرڻ
reinvestment	0.582	0.622	0.782	ٻيهر سيڙپڪاري
reiterate	0.422	0.451	0.655	ٻيهر ورجائڻ
reject	0.060	0.647	0.370	رد ڪرڻ
rejected	0.102	0.480	0.250	رد ڪيو
rejection	0.080	0.704	0.330	رد ڪرڻ
rejects	0.083	0.637	0.422	رد ڪري ٿو
rejoice	0.827	0.650	0.698	خوش ٿيڻ
rejoicing	0.811	0.637	0.592	خوش ٿيڻ
rejoin	0.655	0.548	0.556	ٻيهر شامل ٿيڻ
rejuvenate	0.776	0.588	0.767	وري جوان ڪرڻ
rejuvenated	0.809	0.673	0.700	وري جوان ٿيو
rekindle	0.656	0.520	0.788	ٻيهر جلائڻ
relapse	0.173	0.460	0.303	ٻيهر ٿيڻ
relate	0.653	0.500	0.623	لاڳاپو
related	0.677	0.365	0.519	لاڳاپيل
relation	0.857	0.604	0.625	تعلق
relationship	0.867	0.566	0.589	تعلق
relative	0.500	0.378	0.386	مائٽ
relativity	0.594	0.393	0.615	لاڳاپو
relax	0.927	0.250	0.375	آرام ڪرڻ
relaxant	0.878	0.087	0.357	آرام ڪرڻ وارو
relaxation	0.873	0.161	0.381	آرام
relaxed	0.865	0.090	0.382	آرام سان
relaxing	0.854	0.157	0.475	آرام ڪرڻ
relay	0.738	0.542	0.543	رلي
release	0.740	0.606	0.741	ڇڏڻ
released	0.844	0.490	0.651	جاري ڪيو ويو
relegation	0.375	0.500	0.434	جلاوطن ٿيڻ
relentless	0.333	0.713	0.904	بي رحم
relevance	0.710	0.599	0.791	لاڳاپو
relevancy	0.724	0.481	0.673	مطابقت
relevant	0.719	0.608	0.764	لاڳاپيل
reliability	0.917	0.380	0.696	اعتبار
reliable	0.912	0.241	0.875	قابل اعتماد
reliance	0.844	0.431	0.853	ڀروسو
relic	0.646	0.452	0.591	باقي
relics	0.719	0.580	0.579	آثار
relief	0.844	0.278	0.481	رليف
relieve	0.813	0.183	0.536	آرام ڪرڻ
relieved	0.896	0.314	0.391	آرام ڪيو
relieving	0.740	0.255	0.455	آرام ڪرڻ
relight	0.560	0.588	0.519	آرام ڪرڻ
religion	0.646	0.320	0.755	مذهب
religious	0.740	0.238	0.696	مذهبي
relinquish	0.265	0.606	0.286	ڇڏڻ
relish	0.854	0.610	0.632	مزو
relive	0.750	0.650	0.693	زنده ڪرڻ
reload	0.562	0.611	0.571	ٻيهر لوڊ ڪرڻ
relocate	0.500	0.594	0.640	منتقل ڪرڻ
relocation	0.396	0.500	0.475	منتقلي
reluctance	0.240	0.606	0.373	لاچاري
reluctant	0.292	0.630	0.432	ناپسنديده
rely	0.812	0.429	0.616	ڀروسو ڪرڻ
remain	0.709	0.365	0.731	رهڻ
remainder	0.398	0.357	0.324	باقي
remaining	0.449	0.290	0.296	باقي
remains	0.610	0.240	0.565	رهي ٿو
remake	0.583	0.488	0.642	ٻيهر ٺاهڻ
remand	0.245	0.446	0.318	ريمانڊ
remark	0.561	0.325	0.716	تبصرو
remarkable	0.880	0.573	0.720	قابل ذڪر
remarkably	0.688	0.618	0.868	قابل ذڪر
remarry	0.653	0.791	0.540	ٻيهر شادي ڪرڻ
rematch	0.469	0.798	0.627	ٻيهر ملائڻ
remedial	0.369	0.418	0.509	علاج ڪندڙ
remedy	0.625	0.283	0.491	علاج
remember	0.776	0.422	0.454	ياد رکڻ
remembered	0.916	0.333	0.588	ياد ڪيو
remembering	0.535	0.386	0.509	ياد ڪرڻ
remembrance	0.812	0.250	0.519	يادگار
remind	0.721	0.415	0.563	ياد ڏيارڻ
reminder	0.552	0.423	0.589	ياد ڏياريندڙ
reminisce	0.903	0.490	0.363	ياد ڪرڻ
reminiscent	0.500	0.481	0.611	ياد ڏياريندڙ
reminiscing	0.688	0.431	0.418	ياد ڪرڻ
remiss	0.190	0.650	0.325	ياد ڪرڻ
remission	0.418	0.330	0.518	معافي
remit	0.510	0.509	0.473	موڪلڻ
remittance	0.684	0.479	0.454	ترسيل
remnant	0.367	0.312	0.388	بچيل
remodel	0.604	0.647	0.693	ٻيهر ٺاهڻ
remorse	0.103	0.673	0.377	پشيمان
remorseful	0.347	0.429	0.250	پشيمان
remote	0.458	0.333	0.477	ريموٽ
remoteness	0.323	0.510	0.339	دور
removal	0.245	0.540	0.368	هٽائڻ
remove	0.292	0.539	0.472	هٽائڻ
remover	0.337	0.443	0.526	هٽائيندڙ
remuneration	0.792	0.760	0.607	معاوضو
renaissance	0.771	0.670	0.767	بحالي
renal	0.300	0.480	0.415	رينل
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	رنڊڪ
render	0.541	0.395	0.448	پيش ڪرڻ
rendering	0.531	0.434	0.667	پيش ڪرڻ
rendezvous	0.750	0.490	0.658	ملاقات
rendition	0.417	0.360	0.398	پيش ڪرڻ
renegade	0.140	0.640	0.509	بغاوت ڪرڻ
renegotiate	0.580	0.702	0.708	ٻيهر ڳالهه ٻولهه ڪرڻ
renew	0.868	0.481	0.713	تجديد ڪرڻ
renewal	0.770	0.710	0.672	تجديد
renounce	0.156	0.490	0.552	ڇڏي ڏيڻ
renovate	0.878	0.549	0.755	بحال ڪرڻ
renovated	0.783	0.406	0.657	بحال ٿيل
renovation	0.816	0.590	0.779	بحالي
renown	0.693	0.475	0.693	شهرت
renowned	0.844	0.481	0.697	مشهور
rent	0.344	0.429	0.446	ڪرايو
rental	0.510	0.370	0.308	ڪرائي تي ڏيڻ
renter	0.590	0.301	0.371	ڪرائي تي ڏيڻ وارو
renunciation	0.260	0.578	0.336	دستبردار ٿيڻ
reopen	0.656	0.528	0.568	ٻيهر کولڻ
reorganization	0.622	0.587	0.754	ٻيهر ترتيب ڏيڻ
reorganize	0.667	0.590	0.722	ٻيهر منظم ڪرڻ
rep	0.520	0.510	0.640	نمائندو
repaint	0.622	0.382	0.308	ٻيهر رنگڻ
repair	0.583	0.460	0.589	مرمت
repairman	0.582	0.426	0.707	مرمت ڪندڙ
reparation	0.531	0.615	0.732	تلافي
repay	0.469	0.632	0.592	ادا ڪرڻ
repayment	0.479	0.490	0.474	واپسي
repeal	0.260	0.480	0.482	رد ڪرڻ
repeat	0.490	0.529	0.552	ورجائي
repeated	0.429	0.472	0.314	بار بار
repeatedly	0.479	0.575	0.500	بار بار
repeater	0.479	0.426	0.430	ورجائيندڙ
repel	0.224	0.620	0.441	ڀڄڻ
repellant	0.292	0.620	0.426	ڀڃڻ وارو
repellent	0.286	0.500	0.491	ڀڃڻ وارو
repelling	0.184	0.633	0.429	ڀڄڻ
repent	0.449	0.422	0.386	توبه ڪرڻ
repentance	0.417	0.604	0.324	توبهه
repentant	0.326	0.500	0.200	توبهه ڪندڙ
repertoire	0.633	0.594	0.667	ذخيرا
repertory	0.562	0.473	0.528	ريپريٽري
repetition	0.375	0.519	0.396	ورجائي
repetitive	0.320	0.438	0.362	ورجائيندڙ
rephrase	0.547	0.451	0.549	ٻيهر بيان ڪرڻ
replace	0.417	0.520	0.500	بدلائڻ
replacement	0.385	0.519	0.500	متبادل
replay	0.612	0.522	0.761	ٻيهر هلائڻ
replenish	0.615	0.336	0.689	ڀرڻ
replete	0.552	0.497	0.670	ڀرڻ
replica	0.480	0.520	0.493	نقل
replicate	0.480	0.630	0.585	نقل ڪرڻ
replication	0.342	0.618	0.510	نقل
reply	0.762	0.290	0.596	جواب
report	0.583	0.444	0.575	رپورٽ
reported	0.418	0.442	0.567	رپورٽ ڪيو
reporter	0.531	0.550	0.604	رپورٽر
repose	0.469	0.100	0.330	آرام ڪرڻ
reposition	0.408	0.529	0.509	بحال ڪرڻ
repository	0.406	0.396	0.500	مخزن
repossess	0.418	0.667	0.552	ٻيهر قبضو ڪرڻ
reprehensible	0.316	0.569	0.351	قابل مذمت
represent	0.781	0.433	0.861	نمائندگي ڪرڻ
representation	0.677	0.542	0.750	نمائندگي
representative	0.704	0.366	0.694	نمائندو
represented	0.724	0.444	0.688	نمائندگي
representing	0.796	0.464	0.833	نمائندگي ڪرڻ
repress	0.208	0.612	0.536	دٻائڻ
repressed	0.188	0.337	0.311	دٻايو ويو
repression	0.214	0.764	0.481	جبر
reprieve	0.531	0.471	0.574	بحالي
reprimand	0.153	0.528	0.465	ملامت ڪرڻ
reprint	0.510	0.449	0.527	ٻيهر ڇپجڻ
reprisal	0.125	0.788	0.545	انتقام
reprise	0.459	0.500	0.464	ٻيهر ڏيڻ
reproach	0.240	0.755	0.384	ملامت
reproduce	0.823	0.622	0.760	ٻيهر پيدا ڪرڻ
reproduction	0.800	0.736	0.713	پيدائش
reproductive	0.770	0.604	0.856	پيدائشي
reprogram	0.519	0.404	0.557	ٻيهر پروگرام
reptile	0.350	0.566	0.365	رينگٽائل
republic	0.635	0.340	0.830	جمهوريه
republican	0.398	0.551	0.664	جمهوريه
repudiation	0.167	0.686	0.274	انڪار
repugnance	0.062	0.684	0.425	نفرت
repugnant	0.061	0.735	0.453	مخالف
repulsion	0.247	0.673	0.353	رد ڪرڻ
repulsive	0.146	0.775	0.425	نفرت ڪندڙ
repurchase	0.531	0.592	0.557	ٻيهر خريد ڪرڻ
reputable	0.781	0.462	0.919	معزز
reputation	0.740	0.542	0.721	شهرت
repute	0.729	0.500	0.702	شهرت
reputed	0.439	0.528	0.627	مشهور
request	0.625	0.471	0.618	درخواست
requiem	0.475	0.382	0.426	درخواست
require	0.398	0.439	0.560	گهربل
required	0.583	0.509	0.700	گهربل
requirement	0.510	0.439	0.728	گهرج
requisite	0.448	0.363	0.609	گهربل
requisition	0.478	0.510	0.649	درخواست
reread	0.448	0.377	0.492	ٻيهر پڙهڻ
reroute	0.540	0.598	0.598	ٻيهر رستو
rerun	0.333	0.620	0.529	ٻيهر هلائڻ
reschedule	0.438	0.422	0.537	ٻيهر شيڊول
rescind	0.347	0.380	0.391	رد ڪرڻ
rescission	0.333	0.529	0.360	رد ڪرڻ
rescue	0.806	0.926	0.850	بچاءُ
research	0.633	0.663	0.741	تحقيق
researcher	0.569	0.510	0.857	محقق
resection	0.375	0.482	0.500	ريسيڪشن
resemblance	0.743	0.216	0.570	مشابهت
resemble	0.602	0.388	0.463	مشابهت
resembling	0.592	0.250	0.529	ملندڙ
resent	0.073	0.553	0.163	ناراضگي
resentful	0.120	0.608	0.324	ناراضگي وارو
resentment	0.163	0.745	0.528	ناراضگي
reservation	0.688	0.343	0.561	رزرويشن
reserve	0.585	0.289	0.589	رزرو
reserved	0.594	0.316	0.583	محفوظ
reserves	0.653	0.363	0.520	ذخيرا
reservoir	0.531	0.276	0.462	حوض
reset	0.490	0.450	0.574	ري سيٽ
reside	0.451	0.440	0.455	رهڻ
residence	0.615	0.382	0.585	رهائش
residences	0.618	0.418	0.509	رهائشون
residency	0.694	0.357	0.679	رهائش
resident	0.592	0.327	0.500	رهواسي
residential	0.720	0.210	0.589	رهائشي
residual	0.448	0.288	0.327	بقايا
residue	0.354	0.330	0.183	بقايا
resign	0.250	0.543	0.273	استعيفيٰ ڏيڻ
resignation	0.145	0.392	0.310	استعيفيٰ
resigned	0.240	0.170	0.268	استعيفيٰ ڏني
resilience	0.531	0.440	0.667	لچڪ
resilient	0.542	0.540	0.801	لچڪدار
resin	0.284	0.308	0.400	رال
resist	0.414	0.676	0.651	مزاحمت ڪرڻ
resistance	0.427	0.694	0.796	مزاحمت
resistant	0.592	0.585	0.815	مزاحمتي
resisting	0.408	0.776	0.789	مزاحمت ڪرڻ
resistive	0.396	0.519	0.651	مزاحمتي
resolute	0.771	0.510	0.712	پختو
resolutely	0.714	0.453	0.805	پختگي سان
resolution	0.780	0.550	0.745	قرارداد
resolve	0.710	0.472	0.750	حل ڪرڻ
resolved	0.735	0.357	0.683	حل ٿيل
resonance	0.541	0.426	0.629	گونج
resonant	0.542	0.633	0.663	گونجندڙ
resonate	0.582	0.610	0.644	گونججڻ
resonator	0.469	0.608	0.519	گونج ڪندڙ
resort	0.573	0.441	0.632	ريسٽورٽ
resounding	0.490	0.708	0.596	گونجندڙ
resource	0.740	0.357	0.749	وسيلو
resourceful	0.906	0.704	0.886	وسيلن وارو
resources	0.604	0.348	0.627	وسيلا
respect	0.927	0.344	0.758	عزت
respectability	0.875	0.407	0.912	عزت
respectable	0.850	0.350	0.889	قابل احترام
respected	0.908	0.441	0.853	عزت وارو
respectful	0.951	0.386	0.814	تميز ڌار
respecting	0.837	0.321	0.720	احترام ڪرڻ
respective	0.625	0.413	0.721	لاڳاپيل
respects	0.840	0.387	0.824	احترام
respiration	0.760	0.377	0.669	تنفس
respirator	0.433	0.398	0.453	ساهه کڻڻ وارو
respiratory	0.500	0.450	0.552	سانس
respite	0.600	0.373	0.420	مهلت
resplendent	0.905	0.673	0.755	چمڪندڙ
respond	0.573	0.435	0.594	جواب ڏيڻ
respondent	0.449	0.455	0.480	جوابدار
response	0.615	0.500	0.472	جواب
responsibility	0.760	0.500	0.852	ذميواري
responsible	0.837	0.527	0.833	ذميوار
responsive	0.816	0.569	0.573	جوابدار
rest	0.907	0.167	0.300	آرام
restart	0.531	0.519	0.554	ٻيهر شروع ڪرڻ
restaurant	0.847	0.406	0.500	ريسٽورنٽ
rested	0.792	0.235	0.462	آرام ڪيو
restful	0.781	0.116	0.413	آرام سان
restitution	0.583	0.542	0.643	واپسي
restless	0.219	0.810	0.304	بي آرام
restlessness	0.083	0.794	0.397	بي آرامي
restock	0.510	0.538	0.645	بحال ڪرڻ
restoration	0.755	0.426	0.734	بحالي
restorative	0.633	0.510	0.703	بحالي وارو
restore	0.765	0.490	0.625	بحال ڪرڻ
restored	0.892	0.410	0.728	بحال ٿيو
restoring	0.820	0.490	0.783	بحال ڪرڻ
restrain	0.134	0.696	0.434	روڪڻ
restrained	0.354	0.590	0.509	روڪيل
restraining	0.296	0.702	0.672	پابندي ڪرڻ
restraint	0.167	0.618	0.520	پابندي
restrict	0.115	0.539	0.577	پابندي ڪرڻ
restricted	0.276	0.500	0.407	محدود
restriction	0.130	0.590	0.569	پابندي
restrictive	0.215	0.596	0.500	پابندي ڪندڙ
restroom	0.653	0.279	0.267	غسل خانو
result	0.812	0.490	0.652	نتيجو
resultant	0.670	0.441	0.637	نتيجو ڪندڙ
resume	0.573	0.411	0.586	ٻيهر شروع ڪرڻ
resumption	0.637	0.528	0.653	ٻيهر شروع ڪرڻ
resurrect	0.781	0.725	0.817	جيئرو ٿيڻ
resurrection	0.708	0.740	0.759	قيامت
resuscitate	0.531	0.696	0.818	بحال ڪرڻ
resuscitation	0.753	0.768	0.795	بحالي
retail	0.510	0.353	0.411	پرچون
retailer	0.708	0.439	0.595	پرچون ڪندڙ
retain	0.367	0.451	0.630	برقرار رکڻ
retainer	0.396	0.422	0.356	برقرار رکڻ وارو
retaining	0.417	0.559	0.632	برقرار رکڻ
retake	0.616	0.471	0.591	ٻيهر وٺڻ
retaliate	0.111	0.812	0.595	بدلو وٺڻ
retaliation	0.156	0.812	0.491	انتقام
retaliatory	0.194	0.865	0.598	انتقامي
retard	0.194	0.347	0.222	دير ڪرڻ
retardation	0.125	0.360	0.155	پسماندگي
retarded	0.302	0.462	0.161	پوئتي پيل
retards	0.362	0.434	0.218	روڪي ٿو
retention	0.344	0.490	0.558	برقرار رکڻ
retentive	0.439	0.482	0.491	برقرار رکڻ وارو
rethink	0.480	0.423	0.583	ٻيهر سوچڻ
reticent	0.396	0.519	0.500	لچڪدار
retina	0.490	0.255	0.342	ريٽنا
retinal	0.531	0.343	0.475	ريٽينل
retire	0.398	0.392	0.186	رٽائر ٿيڻ
retired	0.270	0.259	0.301	رٽائرڊ
retirement	0.250	0.324	0.255	رٽائرمينٽ
retiring	0.408	0.376	0.214	رٽائر ٿيڻ
retold	0.459	0.385	0.352	ٻيهر ٻڌايو
retort	0.417	0.520	0.481	جواب ڏيڻ
retrace	0.250	0.482	0.317	واپس وٺڻ
retract	0.316	0.443	0.358	واپس وٺڻ
retraction	0.312	0.491	0.427	واپس وٺڻ
retractor	0.354	0.590	0.557	واپس وٺندڙ
retreat	0.500	0.519	0.312	پوئتي هٽڻ
retrenchment	0.230	0.650	0.384	ڇنڊڇاڻ
retrial	0.500	0.577	0.593	ٻيهر آزمائش
retribution	0.625	0.490	0.708	بدلو
retrieval	0.700	0.440	0.704	ٻيهر حاصل ڪرڻ
retrieve	0.740	0.576	0.705	ٻيهر حاصل ڪرڻ
retriever	0.459	0.500	0.464	حاصل ڪندڙ
retro	0.650	0.276	0.321	ريٽرو
retroactive	0.521	0.452	0.655	پوئتي موٽڻ وارو
retrograde	0.208	0.464	0.415	پوئتي هٽڻ
retrospect	0.406	0.500	0.538	پوئتي موٽڻ
retrospective	0.594	0.481	0.528	پوئتي موٽڻ وارو
retrospectively	0.516	0.400	0.560	پسماندگيءَ سان
return	0.602	0.412	0.463	واپسي
reunion	0.837	0.500	0.672	ٻيهر اتحاد
reunite	0.656	0.550	0.657	ٻيهر گڏ ٿيڻ
reunited	0.708	0.439	0.658	ٻيهر متحد
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	ظاهر ڪرڻ
revel	0.740	0.705	0.684	خوشي ڪرڻ
revelation	0.879	0.500	0.865	وحي
revelations	0.729	0.655	0.600	انڪشاف
revels	0.827	0.683	0.647	خوش ڪري ٿو
revenge	0.230	0.940	0.627	بدلو
revenue	0.873	0.510	0.854	آمدني
reverberation	0.390	0.639	0.551	ورجائي
revere	0.750	0.562	0.608	عزت ڪرڻ
reverence	0.643	0.347	0.516	عزت
reverend	0.650	0.337	0.576	عزت وارو
reverent	0.551	0.490	0.694	عزت وارو
reverie	0.667	0.413	0.471	ٻيهر
reversal	0.380	0.510	0.591	ڦيرائڻ
reverse	0.539	0.415	0.461	ريورس
reversion	0.458	0.538	0.425	موٽڻ
revert	0.380	0.451	0.519	واپس ڪرڻ
reverting	0.562	0.385	0.544	واپس ڪرڻ
review	0.667	0.408	0.636	جائزو
reviewer	0.562	0.344	0.500	نظرثاني ڪندڙ
revise	0.500	0.469	0.509	نظرثاني ڪرڻ
revision	0.417	0.459	0.710	نظرثاني
revisit	0.552	0.530	0.509	ٻيهر ڏسڻ
revival	0.823	0.664	0.597	بحالي
revive	0.676	0.780	0.778	بحال ڪرڻ
revocation	0.260	0.610	0.673	منسوخي
revoke	0.251	0.696	0.737	رد ڪرڻ
revolt	0.343	0.878	0.658	بغاوت
revolting	0.102	0.690	0.300	بغاوت ڪرڻ
revolution	0.417	0.902	0.798	انقلاب
revolutionary	0.635	0.887	0.824	انقلابي
revolutionize	0.684	0.816	0.904	انقلاب ڪرڻ
revolve	0.592	0.546	0.402	گھمڻ
revolver	0.194	0.796	0.750	ريوالور
revolving	0.602	0.570	0.580	گھمڻ وارو
revue	0.594	0.350	0.420	revue
revulsion	0.104	0.765	0.343	بغاوت
revving	0.604	0.875	0.879	ٻيهر ڪرڻ
reward	0.948	0.694	0.783	انعام
rewarding	0.958	0.637	0.783	انعام ڏيڻ وارو
rewind	0.460	0.551	0.431	واپس ڪرڻ
rewire	0.365	0.462	0.406	ٻيهر وائر ڪرڻ
rewrite	0.490	0.500	0.434	ٻيهر لکڻ
rhapsody	0.708	0.490	0.460	رپسوڊي
rhetoric	0.417	0.429	0.504	بيان بازي
rhetorical	0.417	0.569	0.635	بيان بازي
rheumatism	0.219	0.472	0.418	رومياتزم
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	گينڊو
rhinoceros	0.556	0.656	0.569	گينڊا
rhubarb	0.582	0.304	0.340	روبرب
rhyme	0.667	0.249	0.481	نظم
rhyming	0.729	0.410	0.500	ڳائڻ
rhythm	0.771	0.759	0.573	تال
rhythmic	0.714	0.642	0.664	تال واري
rhythmical	0.844	0.694	0.632	تال واري
rib	0.490	0.349	0.351	رٻ
ribbed	0.365	0.378	0.409	رٻڙ وارو
ribbon	0.719	0.288	0.357	ربن
rice	0.667	0.208	0.330	چانور
rich	0.882	0.627	0.905	امير
riches	0.958	0.694	0.880	دولت
richness	0.896	0.833	0.922	دولت
rick	0.459	0.420	0.444	رک
rickety	0.224	0.402	0.241	ريڪٽ
rickshaw	0.438	0.594	0.402	رڪشا
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	ڇڏائڻ
riddance	0.323	0.562	0.472	نجات
riddle	0.521	0.583	0.543	پہیلی
riddled	0.281	0.861	0.422	ڇڪيل
ride	0.806	0.465	0.472	سواري
rider	0.635	0.627	0.574	سوار
ridge	0.484	0.402	0.349	چوٽي
ridicule	0.143	0.745	0.255	طنز ڪرڻ
ridiculed	0.112	0.806	0.212	ٺٺوليون
ridiculous	0.159	0.594	0.245	مسخري
riding	0.694	0.654	0.620	سواري
rife	0.570	0.561	0.692	پکڙجڻ
riff	0.521	0.551	0.343	رف
riffraff	0.360	0.404	0.397	رفرف
rifle	0.329	0.900	0.718	رائفل
rifleman	0.245	0.863	0.767	بندوق باز
rifles	0.337	0.864	0.765	رائفلون
rift	0.246	0.519	0.289	درار
rig	0.542	0.382	0.746	ريگ
rigged	0.188	0.510	0.412	ڌاڙيل
rigging	0.510	0.518	0.440	ڌانڌلي
right	0.740	0.352	0.710	ساڄو
righteous	0.823	0.385	0.790	صالح
righteousness	0.802	0.660	0.897	صداقت
rightful	0.837	0.358	0.821	حقدار
rightly	0.740	0.471	0.782	صحيح طور تي
righty	0.750	0.314	0.786	صحيح
rigid	0.357	0.552	0.591	سخت
rigidity	0.198	0.530	0.726	سختي
