English Word	Valence	Arousal	Dominance	Bengali Word
primate	0.561	0.363	0.402	আদিম
primates	0.365	0.455	0.444	প্রাইমেট
prime	0.708	0.275	0.446	প্রধান
primed	0.635	0.402	0.759	primed
primer	0.625	0.363	0.688	প্রাইমার
primeval	0.427	0.480	0.427	আদিম
priming	0.481	0.412	0.360	প্রাইমিং
primitive	0.323	0.388	0.361	আদিম
primordial	0.625	0.569	0.771	আদিম
primrose	0.827	0.230	0.648	প্রিমরোজ
prince	0.888	0.464	0.870	রাজপুত্র
princely	0.786	0.540	0.763	রাজকীয়
princess	0.885	0.557	0.620	রাজকুমারী
principal	0.650	0.353	0.709	অধ্যক্ষ
principally	0.786	0.480	0.791	প্রধানত
principle	0.750	0.306	0.629	নীতি
principles	0.698	0.286	0.840	নীতি
print	0.521	0.384	0.482	ছাপা
printer	0.479	0.345	0.471	প্রিন্টার
printing	0.646	0.654	0.615	মুদ্রণ
printout	0.594	0.660	0.637	প্রিন্টআউট
prior	0.468	0.350	0.417	পূর্বে
prioritize	0.671	0.594	0.784	অগ্রাধিকার দেওয়া
priority	0.878	0.562	0.864	অগ্রাধিকার
priory	0.561	0.413	0.629	priory
prism	0.520	0.429	0.343	প্রিজম
prismatic	0.429	0.562	0.540	প্রিজম্যাটিক
prison	0.112	0.677	0.491	কারাগার
prisoner	0.071	0.654	0.308	বন্দী
prissy	0.354	0.559	0.364	প্রিসি
pristine	0.650	0.363	0.625	আদিম
privacy	0.520	0.420	0.598	গোপনীয়তা
private	0.661	0.422	0.644	ব্যক্তিগত
privately	0.458	0.562	0.541	ব্যক্তিগতভাবে
privilege	0.847	0.625	0.821	বিশেষাধিকার
privileged	0.867	0.490	0.853	বিশেষাধিকারপ্রাপ্ত
privy	0.583	0.481	0.648	গোপনীয়তা
prize	0.885	0.763	0.670	পুরস্কার
prized	0.906	0.530	0.714	মূল্যবান
pro	0.667	0.471	0.692	প্রো
proactive	0.792	0.723	0.857	সক্রিয়
probability	0.673	0.365	0.651	সম্ভাবনা
probable	0.583	0.433	0.481	সম্ভাব্য
probate	0.684	0.462	0.780	প্রোবেট
probation	0.206	0.635	0.440	পরীক্ষা
probationary	0.333	0.610	0.500	পরীক্ষামূলক
probative	0.500	0.431	0.483	সম্ভাব্য
probe	0.398	0.444	0.512	ক্ষত পরীক্ষা করা
probing	0.385	0.470	0.463	অনুসন্ধান
probity	0.469	0.423	0.598	সম্ভাবনা
problem	0.062	0.644	0.415	সমস্যা
problematic	0.073	0.720	0.361	সমস্যাযুক্ত
procedural	0.500	0.450	0.611	পদ্ধতিগত
procedure	0.625	0.548	0.654	পদ্ধতি
proceed	0.729	0.630	0.565	এগিয়ে যান
proceeding	0.688	0.428	0.753	চলমান
proceeds	0.677	0.470	0.585	এগিয়ে যায়
process	0.510	0.471	0.615	প্রক্রিয়া
processing	0.726	0.774	0.711	প্রক্রিয়াকরণ
procession	0.656	0.539	0.643	মিছিল
processor	0.685	0.460	0.673	প্রসেসর
proclaim	0.719	0.673	0.876	ঘোষণা
proclamation	0.708	0.767	0.871	ঘোষণা
procrastinate	0.276	0.353	0.315	বিলম্বিত করা
procrastination	0.323	0.430	0.491	গড়িমসি
procreate	0.646	0.760	0.802	প্রজনন
procreation	0.792	0.714	0.787	প্রজনন
proctologist	0.531	0.582	0.722	প্রক্টোলজিস্ট
proctor	0.552	0.460	0.587	প্রক্টর
procure	0.745	0.520	0.630	সংগ্রহ
procurement	0.781	0.559	0.759	সংগ্রহ
prod	0.480	0.479	0.426	পণ্য
prodigal	0.643	0.491	0.660	অপব্যয়ী
prodigious	0.875	0.670	0.904	অসাধারণ
prodigy	0.812	0.704	0.824	প্রডিজি
produce	0.908	0.737	0.836	উৎপাদন করা
produced	0.724	0.528	0.693	উত্পাদিত
producer	0.559	0.561	0.917	প্রযোজক
producing	0.632	0.616	0.700	উৎপাদন
product	0.646	0.417	0.648	পণ্য
production	0.694	0.594	0.781	উত্পাদন
productive	0.847	0.677	0.773	উত্পাদনশীল
productivity	0.958	0.691	0.857	প্রমোদ
profane	0.167	0.701	0.436	অপবিত্র
profanity	0.115	0.790	0.491	অশ্লীলতা
profess	0.633	0.420	0.643	প্রফেস
profession	0.680	0.529	0.786	পেশা
professional	0.833	0.447	0.943	পেশাদার
professionalism	0.781	0.541	0.944	পেশাদারিত্ব
professor	0.656	0.398	0.721	অধ্যাপক
professorship	0.582	0.339	0.718	অধ্যাপক
proficiency	0.667	0.857	0.804	দক্ষতা
proficient	0.854	0.461	0.817	দক্ষ
profile	0.689	0.293	0.529	প্রোফাইল
profiler	0.520	0.415	0.559	প্রোফাইলার
profit	0.930	0.462	0.721	লাভ
profitable	0.870	0.392	0.736	লাভজনক
profound	0.755	0.546	0.736	গভীর
profuse	0.479	0.398	0.545	প্রচুর
profusion	0.542	0.490	0.575	profusion
prog	0.448	0.412	0.397	প্রোগ্রাম
progenitor	0.781	0.480	0.798	পূর্বপুরুষ
progeny	0.571	0.351	0.580	বংশধর
prognosis	0.500	0.506	0.629	পূর্বাভাস
prognostic	0.646	0.604	0.704	প্রগনোস্টিক
program	0.561	0.323	0.713	কার্যক্রম
programme	0.740	0.298	0.537	কার্যক্রম
programmer	0.562	0.426	0.759	প্রোগ্রামার
programming	0.600	0.435	0.732	প্রোগ্রামিং
progress	0.880	0.642	0.877	অগ্রগতি
progression	0.740	0.562	0.800	অগ্রগতি
progressive	0.755	0.606	0.810	প্রগতিশীল
prohibit	0.167	0.758	0.537	নিষেধ
prohibited	0.115	0.770	0.482	নিষিদ্ধ
prohibition	0.204	0.684	0.568	নিষেধাজ্ঞা
prohibitive	0.156	0.667	0.585	নিষিদ্ধ
project	0.725	0.462	0.853	প্রকল্প
projectile	0.276	0.865	0.774	প্রক্ষিপ্ত
projectiles	0.250	0.848	0.868	প্রজেক্টাইল
projecting	0.635	0.564	0.786	প্রজেক্টিং
projection	0.708	0.500	0.731	অভিক্ষেপ
projector	0.573	0.491	0.711	প্রজেক্টর
proletarian	0.385	0.500	0.426	সর্বহারা
proletariat	0.404	0.548	0.600	সর্বহারা
prolific	0.625	0.550	0.604	ফলপ্রসূ
prologue	0.571	0.392	0.546	প্রস্তাবনা
prolong	0.573	0.567	0.535	দীর্ঘায়িত করা
prolongation	0.542	0.536	0.675	প্রলম্বন
prolonged	0.406	0.453	0.560	দীর্ঘায়িত
prom	0.527	0.440	0.404	prom
promenade	0.837	0.444	0.425	প্রমনেড
prominence	0.706	0.590	0.796	বিশিষ্টতা
prominent	0.676	0.627	0.779	বিশিষ্ট
prominently	0.771	0.633	0.831	বিশিষ্টভাবে
promiscuity	0.219	0.960	0.396	অশ্লীলতা
promiscuous	0.214	0.800	0.436	অশ্লীল
promise	0.823	0.500	0.704	প্রতিশ্রুতি
promising	0.791	0.549	0.858	প্রতিশ্রুতিশীল
promissory	0.571	0.551	0.593	প্রতিশ্রুতিপূর্ণ
promo	0.602	0.551	0.614	প্রচার
promontory	0.500	0.497	0.542	প্রচার
promote	0.830	0.596	0.853	প্রচার
promoter	0.646	0.573	0.817	প্রচারক
promotion	0.906	0.755	0.769	পদোন্নতি
promotional	0.840	0.646	0.679	প্রচারমূলক
prompt	0.602	0.548	0.582	শীঘ্র
prompting	0.587	0.423	0.571	প্রম্পটিং
promulgate	0.511	0.433	0.678	জারি করা
promulgation	0.602	0.529	0.651	প্রচার
prone	0.415	0.434	0.454	প্রবণ
prong	0.367	0.244	0.293	প্রং
pronounce	0.653	0.520	0.563	উচ্চারণ
pronounced	0.670	0.551	0.694	উচ্চারিত
pronouncement	0.662	0.567	0.750	উচ্চারণ
pronto	0.646	0.500	0.468	দ্রুত
pronunciation	0.531	0.431	0.588	উচ্চারণ
proof	0.438	0.509	0.619	প্রমাণ
prop	0.510	0.427	0.436	সাহায্য
propaganda	0.521	0.651	0.618	প্রচার
propagate	0.561	0.609	0.630	প্রচার করা
propagation	0.354	0.712	0.648	প্রচার
propane	0.346	0.473	0.436	প্রোপেন
propel	0.750	0.786	0.804	চালিত করা
propelled	0.633	0.736	0.731	চালিত
propeller	0.479	0.569	0.482	প্রপেলার
propelling	0.602	0.770	0.824	চালিত
propensity	0.521	0.462	0.660	প্রবণতা
proper	0.796	0.312	0.757	সঠিক
property	0.740	0.221	0.805	সম্পত্তি
prophecy	0.747	0.692	0.750	ভবিষ্যদ্বাণী
prophesy	0.673	0.538	0.682	ভবিষ্যদ্বাণী
prophet	0.673	0.462	0.774	নবী
prophetic	0.688	0.586	0.796	ভবিষ্যদ্বাণীমূলক
prophylactic	0.510	0.491	0.527	প্রফিল্যাকটিক
prophylaxis	0.292	0.404	0.647	প্রফিল্যাক্সিস
proportion	0.541	0.462	0.518	অনুপাত
proportional	0.729	0.380	0.621	সমানুপাতিক
proportionate	0.704	0.370	0.670	সমানুপাতিক
proportions	0.625	0.430	0.500	অনুপাত
proposal	0.888	0.667	0.596	প্রস্তাব
propose	0.604	0.720	0.710	প্রস্তাব
proposition	0.627	0.750	0.565	প্রস্তাব
proprietary	0.771	0.278	0.814	মালিকানা
proprietor	0.735	0.480	0.843	মালিক
proprietorship	0.667	0.441	0.807	মালিকানা
propriety	0.823	0.273	0.798	প্রাপ্যতা
propulsion	0.615	0.773	0.644	চালনা
prose	0.542	0.274	0.436	গদ্য
prosecute	0.479	0.587	0.769	বিচার করা
prosecution	0.245	0.857	0.647	প্রসিকিউশন
prosecutor	0.450	0.491	0.796	প্রসিকিউটর
prospect	0.733	0.442	0.698	সম্ভাবনা
prospection	0.594	0.633	0.640	প্রত্যাশা
prospective	0.678	0.500	0.717	সম্ভাব্য
prospectively	0.760	0.620	0.679	সম্ভাব্যভাবে
prospector	0.573	0.651	0.640	প্রসপেক্টর
prospectus	0.612	0.558	0.873	প্রসপেক্টাস
prosper	0.935	0.633	0.857	সমৃদ্ধি
prosperity	0.917	0.600	0.860	সমৃদ্ধি
prosperous	0.948	0.627	0.890	সমৃদ্ধ
prostate	0.323	0.510	0.438	প্রোস্টেট
prosthetic	0.340	0.464	0.426	কৃত্রিম
prostitute	0.167	0.860	0.427	বেশ্যা
prostitution	0.125	0.843	0.475	পতিতাবৃত্তি
prostrate	0.276	0.402	0.295	সেজদা করা
protagonist	0.765	0.704	0.877	নায়ক
protect	0.823	0.714	0.791	রক্ষা
protected	0.854	0.378	0.709	সুরক্ষিত
protecting	0.878	0.558	0.832	সুরক্ষা
protection	0.863	0.530	0.664	সুরক্ষা
protective	0.844	0.459	0.860	প্রতিরক্ষামূলক
protector	0.779	0.360	0.824	রক্ষাকারী
protein	0.750	0.337	0.654	প্রোটিন
protest	0.140	0.889	0.596	প্রতিবাদ
protocol	0.178	0.500	0.786	প্রোটোকল
proton	0.458	0.415	0.491	প্রোটন
prototype	0.673	0.330	0.657	প্রোটোটাইপ
protozoa	0.350	0.452	0.402	প্রোটোজোয়া
protracted	0.592	0.509	0.580	দীর্ঘায়িত
protrude	0.704	0.627	0.753	protrude
protrusion	0.354	0.670	0.510	protrusion
proud	0.906	0.700	0.873	গর্বিত
prove	0.583	0.520	0.566	প্রমাণ
proven	0.724	0.311	0.611	প্রমাণিত
proverb	0.714	0.260	0.518	প্রবাদ
proverbial	0.583	0.430	0.697	প্রবাদ
provide	0.833	0.517	0.704	প্রদান
provided	0.871	0.353	0.648	প্রদান করা হয়
providence	0.603	0.337	0.755	প্রভিডেন্স
provider	0.751	0.494	0.750	প্রদানকারী
providing	0.816	0.550	0.896	প্রদান
province	0.714	0.255	0.471	প্রদেশ
provincial	0.645	0.341	0.481	প্রাদেশিক
provision	0.750	0.450	0.692	বিধান
provisional	0.531	0.539	0.364	অস্থায়ী
provisionally	0.570	0.470	0.461	অস্থায়ীভাবে
provisions	0.670	0.510	0.642	বিধান
proviso	0.418	0.406	0.569	শর্ত
provocation	0.210	0.893	0.705	উস্কানি
provocative	0.438	0.814	0.684	উত্তেজক
provoke	0.300	0.871	0.735	উত্তেজিত করা
provoked	0.271	0.676	0.528	প্ররোচিত
provoking	0.338	0.920	0.717	উত্তেজক
provost	0.480	0.474	0.464	প্রভোস্ট
prowess	0.792	0.657	0.833	পরাক্রম
prowl	0.312	0.542	0.396	ঘোরা
prowler	0.375	0.608	0.509	prowler
proximal	0.541	0.460	0.562	প্রক্সিমাল
proximate	0.667	0.433	0.519	কাছাকাছি
proximity	0.677	0.508	0.569	নৈকট্য
proxy	0.521	0.408	0.520	প্রক্সি
prude	0.327	0.410	0.333	নির্বোধ
prudence	0.781	0.284	0.679	বিচক্ষণতা
prudent	0.706	0.250	0.657	বিচক্ষণ
prune	0.531	0.311	0.382	ছাঁটাই
pruning	0.265	0.302	0.310	ছাঁটাই
pry	0.406	0.482	0.500	pry
prying	0.385	0.647	0.547	prying
psalm	0.688	0.224	0.557	গীত
psalms	0.602	0.252	0.534	সাম
pseudo	0.367	0.389	0.282	ছদ্ম
pseudonym	0.500	0.398	0.423	ছদ্মনাম
psi	0.429	0.454	0.449	psi
psoriasis	0.125	0.674	0.330	সোরিয়াসিস
psych	0.480	0.500	0.526	মানসিক
psyche	0.427	0.375	0.435	মানসিকতা
psychedelic	0.450	0.630	0.482	সাইকেডেলিক
psychiatric	0.210	0.616	0.525	মানসিক রোগ
psychiatrist	0.489	0.627	0.765	মনোরোগ বিশেষজ্ঞ
psychiatry	0.191	0.663	0.698	মনোরোগবিদ্যা
psychic	0.490	0.559	0.726	মানসিক
psychical	0.500	0.500	0.811	মানসিক
psychics	0.490	0.529	0.692	মনোবিজ্ঞান
psycho	0.039	0.922	0.560	সাইকো
psychoanalysis	0.438	0.490	0.741	মনোবিশ্লেষণ
psychoanalyst	0.343	0.600	0.738	মনোবিশ্লেষক
psychobabble	0.363	0.602	0.543	সাইকোব্যাবল
psychological	0.406	0.449	0.660	মানসিক
psychologist	0.375	0.308	0.658	মনোবিজ্ঞানী
psychology	0.561	0.396	0.726	মনোবিজ্ঞান
psychopath	0.040	0.943	0.536	সাইকোপ্যাথ
psychopathic	0.077	0.918	0.508	সাইকোপ্যাথিক
psychosis	0.167	0.859	0.312	সাইকোসিস
psychosomatic	0.250	0.580	0.473	সাইকোসোমেটিক
psychotherapy	0.396	0.547	0.651	সাইকোথেরাপি
psychotic	0.198	0.856	0.474	মানসিক
pterodactyl	0.354	0.716	0.625	pterodactyl
ptsd	0.373	0.520	0.346	পিটিএসডি
pub	0.592	0.637	0.446	মদের দোকান
puberty	0.552	0.786	0.504	বয়: সন্ধি
pubes	0.490	0.513	0.349	pubes
pubescent	0.550	0.570	0.455	pubescent
pubic	0.406	0.570	0.509	pubic
public	0.592	0.510	0.664	পাবলিক
publication	0.549	0.470	0.600	প্রকাশনা
publicist	0.562	0.531	0.676	প্রচারক
publicity	0.590	0.622	0.679	প্রচার
publicly	0.740	0.481	0.632	প্রকাশ্যে
publicspeaking	0.448	0.917	0.632	জনসাধারনের বক্তব্য
publish	0.714	0.547	0.603	প্রকাশ
published	0.667	0.429	0.570	প্রকাশিত
publisher	0.571	0.392	0.691	প্রকাশক
publishing	0.708	0.615	0.660	প্রকাশনা
puck	0.398	0.490	0.349	পাক
pucker	0.327	0.427	0.315	পাকার
pudding	0.750	0.255	0.202	পুডিং
puddle	0.396	0.302	0.298	জলাশয়
pudgy	0.310	0.428	0.300	পুজি
puff	0.531	0.367	0.260	পাফ
puffing	0.396	0.612	0.375	puffing
puffy	0.333	0.540	0.387	ফোলা
pug	0.600	0.298	0.462	পগ
puke	0.204	0.545	0.292	পুক
pull	0.450	0.685	0.473	টান
pulley	0.480	0.333	0.413	কপিকল
pullover	0.657	0.340	0.439	পুলওভার
pulmonary	0.276	0.471	0.544	পালমোনারি
pulp	0.469	0.231	0.324	সজ্জা
pulpit	0.469	0.449	0.517	মিম্বর
pulsar	0.490	0.500	0.618	পালসার
pulsation	0.448	0.567	0.585	স্পন্দন
pulse	0.507	0.412	0.492	স্পন্দন
puma	0.615	0.704	0.561	পুমা
pump	0.417	0.882	0.681	পাম্প
pumped	0.615	0.700	0.528	পাম্প করা
pumpkin	0.539	0.177	0.355	কুমড়া
pun	0.653	0.529	0.457	শ্লেষ
punch	0.229	0.787	0.608	ঘুষি
punched	0.188	0.634	0.452	খোঁচা
punching	0.332	0.915	0.623	ঘুষি
punchy	0.520	0.618	0.745	খোঁচা
punctual	0.745	0.337	0.636	সময়নিষ্ঠ
punctuality	0.810	0.406	0.758	সময়ানুবর্তিতা
punctually	0.760	0.380	0.728	সময়ানুবর্তিতা
punctuation	0.561	0.385	0.592	বিরাম চিহ্ন
puncture	0.198	0.777	0.420	খোঁচা
pundit	0.644	0.582	0.833	পন্ডিত
pungent	0.347	0.755	0.535	তীক্ষ্ণ
punish	0.061	0.808	0.610	শাস্তি
punishable	0.198	0.588	0.433	শাস্তিযোগ্য
punished	0.177	0.735	0.481	দণ্ডিত
punishing	0.094	0.898	0.471	শাস্তি
punishment	0.083	0.825	0.536	শাস্তি
punitive	0.281	0.576	0.605	শাস্তিমূলক
punk	0.429	0.630	0.358	পঙ্ক
punt	0.365	0.480	0.393	খোঁচা
puny	0.312	0.324	0.135	শ্লেষ
pup	0.755	0.427	0.302	কুকুরছানা
pupil	0.729	0.406	0.368	ছাত্র
puppet	0.459	0.433	0.298	পুতুল
puppeteer	0.337	0.491	0.390	পুতুল
puppy	0.908	0.461	0.324	কুকুরছানা
purchase	0.625	0.500	0.616	ক্রয়
purchaser	0.510	0.549	0.673	ক্রেতা
purchasing	0.667	0.653	0.661	ক্রয়
pure	0.811	0.306	0.652	বিশুদ্ধ
purebliss	0.625	0.451	0.526	বিশুদ্ধ সুখ
puree	0.708	0.255	0.208	পিউরি
purely	0.684	0.441	0.536	বিশুদ্ধভাবে
purgatory	0.255	0.705	0.413	শোধনকারী
purge	0.125	0.566	0.327	শুদ্ধ করা
purification	0.847	0.452	0.774	পরিশোধন
purify	0.823	0.304	0.746	শুদ্ধ করা
purist	0.625	0.418	0.575	বিশুদ্ধতাবাদী
purity	0.823	0.205	0.712	বিশুদ্ধতা
purple	0.700	0.298	0.330	বেগুনি
purport	0.663	0.377	0.684	উদ্দেশ্য
purpose	0.800	0.534	0.782	উদ্দেশ্য
purposely	0.646	0.706	0.703	উদ্দেশ্যমূলকভাবে
purr	0.604	0.460	0.302	purr
purring	0.748	0.330	0.271	purring
purse	0.656	0.176	0.306	পার্স
pursuance	0.552	0.500	0.559	অনুসরণ
pursue	0.417	0.783	0.536	অন্বেষণ করা
pursuing	0.483	0.906	0.690	অনুসরণ
pursuit	0.643	0.453	0.617	সাধনা
purveyor	0.643	0.480	0.843	পরিশোধক
purview	0.635	0.480	0.681	পরিধি
pus	0.135	0.431	0.226	পুঁজ
push	0.417	0.608	0.524	ধাক্কা
pusher	0.323	0.828	0.585	pusher
pushing	0.396	0.644	0.731	ঠেলাঠেলি
pushover	0.347	0.558	0.375	pushover
pushy	0.080	0.906	0.741	চাপা
puss	0.306	0.582	0.236	পুস
pussy	0.323	0.759	0.409	ভগ
pussycat	0.541	0.290	0.196	pussycat
put	0.520	0.398	0.510	রাখা
putative	0.510	0.480	0.410	নিহিত
putrid	0.146	0.620	0.385	পচা
puts	0.428	0.407	0.369	রাখে
putt	0.480	0.500	0.418	পুট
putter	0.371	0.394	0.381	পাটার
putty	0.438	0.304	0.314	পুটি
puzzle	0.537	0.471	0.525	ধাঁধা
puzzled	0.204	0.500	0.272	বিভ্রান্ত
puzzling	0.296	0.644	0.353	বিভ্রান্তিকর
pygmy	0.357	0.373	0.317	পিগমি
pylon	0.417	0.288	0.370	তোরণ
pyramid	0.740	0.390	0.635	পিরামিড
pyramidal	0.613	0.385	0.600	পিরামিডাল
pyrotechnics	0.561	0.821	0.532	পাইরোটেকনিক
python	0.219	0.618	0.618	অজগর
quack	0.530	0.451	0.625	কুয়াক
quad	0.520	0.441	0.391	চতুর্ভুজ
quadrangle	0.458	0.589	0.573	চতুর্ভুজ
quadrant	0.500	0.269	0.482	চতুর্ভুজ
quadratic	0.430	0.385	0.471	চতুর্মুখী
quadrature	0.458	0.363	0.472	চতুর্ভুজ
quadruple	0.510	0.400	0.589	চতুর্গুণ
quadrupole	0.450	0.425	0.386	quadrupole
quagmire	0.318	0.480	0.413	জলাবদ্ধতা
quail	0.500	0.318	0.287	কোয়েল
quaint	0.625	0.463	0.474	অদ্ভুত
quake	0.110	0.824	0.672	ভূমিকম্প
qualifications	0.776	0.576	0.750	যোগ্যতা
qualified	0.760	0.520	0.815	যোগ্য
qualify	0.730	0.594	0.520	যোগ্যতা
qualifying	0.788	0.577	0.789	যোগ্যতা
qualities	0.844	0.510	0.731	গুণাবলী
quality	0.896	0.443	0.852	গুণমান
quandary	0.208	0.575	0.422	দ্বন্দ্ব
quantify	0.719	0.459	0.721	পরিমাপ করা
quantitative	0.604	0.460	0.667	পরিমাণগত
quantitatively	0.510	0.491	0.713	পরিমাণগতভাবে
quantity	0.520	0.472	0.783	পরিমাণ
quantum	0.704	0.500	0.600	কোয়ান্টাম
quarantine	0.160	0.577	0.589	পৃথকীকরণ
quarrel	0.112	0.929	0.496	ঝগড়া
quarry	0.378	0.426	0.450	খনন
quart	0.439	0.265	0.436	কোয়ার্ট
quarter	0.568	0.296	0.509	চতুর্থাংশ
quarterback	0.677	0.726	0.767	কোয়ার্টারব্যাক
quartered	0.296	0.870	0.395	চতুর্থাংশ
quarterly	0.604	0.380	0.448	ত্রৈমাসিক
quartermaster	0.551	0.580	0.661	কোয়ার্টার মাস্টার
quarters	0.510	0.412	0.480	কোয়ার্টার
quartet	0.479	0.377	0.472	কোয়ার্টেট
quartile	0.438	0.445	0.445	চতুর্থাংশ
quarto	0.458	0.396	0.393	কোয়ার্টো
quartz	0.704	0.292	0.481	কোয়ার্টজ
quash	0.271	0.689	0.518	বাতিল করা
quasi	0.510	0.343	0.330	আধা
quaternary	0.491	0.370	0.509	চতুর্মুখী
quay	0.542	0.209	0.442	খাদ
queasiness	0.230	0.594	0.135	অস্থিরতা
queasy	0.250	0.587	0.225	বিশ্রী
queen	0.875	0.692	0.860	রাণী
quell	0.388	0.696	0.434	দমন করা
quench	0.385	0.344	0.333	নিভিয়ে ফেলা
query	0.521	0.420	0.467	প্রশ্ন
quest	0.643	0.716	0.545	অনুসন্ধান
question	0.510	0.410	0.509	প্রশ্ন
questionable	0.268	0.551	0.365	সন্দেহজনক
questioning	0.438	0.696	0.509	প্রশ্ন করা
questionnaire	0.385	0.327	0.606	প্রশ্নাবলী
queue	0.458	0.344	0.365	কিউ
queues	0.385	0.479	0.269	সারি
quibble	0.312	0.685	0.466	বকাবকি
quiche	0.500	0.456	0.396	কুচি
quick	0.704	0.755	0.750	দ্রুত
quicken	0.686	0.750	0.799	দ্রুত করা
quickie	0.600	0.700	0.431	দ্রুত
quickly	0.784	0.850	0.636	দ্রুত
quickness	0.774	0.635	0.740	দ্রুততা
quicksand	0.219	0.740	0.508	দ্রুত বালি
quicksilver	0.417	0.441	0.529	দ্রুত রূপা
quid	0.479	0.378	0.327	টাকা
quiescent	0.500	0.160	0.305	শান্ত
quiet	0.792	0.105	0.431	শান্ত
quietly	0.561	0.125	0.321	শান্তভাবে
quill	0.521	0.216	0.263	কুইল
quilt	0.643	0.123	0.226	কুইল্ট
quince	0.557	0.368	0.474	quince
quinine	0.418	0.461	0.375	কুইনাইন
quintet	0.560	0.560	0.500	পঞ্চক
quirk	0.490	0.384	0.618	কৌতুক
quirky	0.708	0.373	0.564	অদ্ভুত
quit	0.469	0.559	0.488	প্রস্থান
quits	0.229	0.480	0.352	প্রস্থান
quitter	0.260	0.460	0.321	পরিত্যাগ
quiver	0.320	0.452	0.335	কাঁপুনি
quivering	0.407	0.776	0.342	কাঁপছে
quiz	0.462	0.610	0.527	ক্যুইজ
quorum	0.615	0.544	0.602	কোরাম
quota	0.427	0.410	0.400	কোটা
quotation	0.796	0.590	0.461	উদ্ধৃতি
quote	0.680	0.550	0.430	উদ্ধৃতি
quotes	0.625	0.578	0.520	উদ্ধৃতি
quotient	0.615	0.290	0.580	ভাগফল
rabbi	0.459	0.362	0.723	রাব্বি
rabbit	0.685	0.330	0.241	খরগোশ
rabble	0.184	0.602	0.292	হট্টগোল
rabid	0.089	0.827	0.454	পাগল
rabies	0.115	0.750	0.382	জলাতঙ্ক
raccoon	0.541	0.435	0.320	রাকুন
race	0.592	0.426	0.658	জাতি
racehorse	0.719	0.702	0.600	ঘোড়দৌড়
racer	0.480	0.631	0.678	রেসার
racetrack	0.708	0.808	0.624	রেসট্র্যাক
racial	0.292	0.519	0.513	জাতিগত
racism	0.122	0.673	0.487	বর্ণবাদ
racist	0.061	0.673	0.482	বর্ণবাদী
rack	0.385	0.373	0.409	আলনা
racket	0.520	0.356	0.352	কোলাহল
racketeering	0.167	0.877	0.697	তাণ্ডব
racking	0.411	0.442	0.375	রাকিং
racquetball	0.582	0.667	0.444	র্যাকেটবল
racy	0.427	0.566	0.390	রেসি
radar	0.521	0.615	0.579	রাডার
radial	0.439	0.404	0.500	রেডিয়াল
radiance	0.796	0.625	0.719	তেজ
radiant	0.888	0.717	0.791	উজ্জ্বল
radiate	0.719	0.735	0.738	বিকিরণ
radiation	0.167	0.741	0.536	বিকিরণ
radiator	0.385	0.452	0.475	রেডিয়েটর
radical	0.500	0.792	0.811	মৌলবাদী
radically	0.552	0.731	0.715	আমূল
radio	0.573	0.402	0.358	রেডিও
radioactive	0.190	0.798	0.741	তেজস্ক্রিয়
radioactivity	0.240	0.910	0.696	তেজস্ক্রিয়তা
radiograph	0.561	0.490	0.491	রেডিওগ্রাফ
radiography	0.469	0.614	0.543	রেডিওগ্রাফি
radiologist	0.490	0.423	0.634	রেডিওলজিস্ট
radiology	0.459	0.460	0.574	রেডিওলজি
radish	0.500	0.316	0.398	মূলা
radium	0.469	0.360	0.517	রেডিয়াম
radius	0.521	0.324	0.500	ব্যাসার্ধ
radon	0.323	0.418	0.375	রেডন
raffle	0.640	0.510	0.454	লটারি
raft	0.510	0.229	0.228	ভেলা
rag	0.255	0.226	0.180	রাগ
rage	0.082	0.888	0.658	রাগ
ragemode	0.363	0.663	0.454	রাগমোড
ragetweet	0.398	0.551	0.431	রাগটুইট
ragged	0.198	0.519	0.226	রাগ করা
raggedy	0.198	0.531	0.314	রাগযুক্ত
raging	0.219	0.927	0.598	রাগিং
rags	0.434	0.309	0.198	ন্যাকড়া
ragtime	0.469	0.602	0.398	রাগটাইম
raid	0.350	0.726	0.560	অভিযান
raider	0.302	0.860	0.525	আক্রমণকারী
rail	0.470	0.500	0.526	রেল
railing	0.551	0.298	0.440	রেলিং
railroad	0.591	0.592	0.500	রেলপথ
railway	0.613	0.615	0.623	রেলপথ
raiment	0.667	0.402	0.377	পোশাক
rain	0.542	0.388	0.330	বৃষ্টি
rainbow	0.878	0.350	0.462	রংধনু
rainbow trout	0.700	0.462	0.330	রূইবিশেষ
rainbows	0.875	0.517	0.402	রংধনু
raincoat	0.458	0.300	0.525	রেইনকোট
raindrops	0.698	0.337	0.311	বৃষ্টির ফোঁটা
rainfall	0.604	0.314	0.378	বৃষ্টিপাত
rainforest	0.612	0.375	0.398	রেইনফরেস্ট
rainmaker	0.448	0.509	0.544	বৃষ্টি নির্মাতা
rainstorm	0.392	0.535	0.377	বৃষ্টি ঝড়
rainy	0.610	0.451	0.433	বৃষ্টি
rainyday	0.520	0.380	0.315	বৃষ্টির দিন
raise	0.885	0.685	0.765	বাড়াতে
raised	0.656	0.326	0.643	উত্থাপিত
raisin	0.594	0.235	0.246	কিসমিস
raising	0.735	0.519	0.643	উত্থাপন
rake	0.410	0.286	0.314	রেক
rally	0.612	0.680	0.554	সমাবেশ
ram	0.406	0.452	0.388	র্যাম
ramble	0.615	0.464	0.440	বিচরণ
