English Word	Valence	Arousal	Dominance	Sesotho Word
tillage	0.552	0.591	0.540	ho lema
tiller	0.448	0.410	0.290	molemi
tilt	0.365	0.549	0.463	tshetleha
tilting	0.459	0.384	0.340	tshekeha
timber	0.332	0.202	0.386	lehong
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	nako
timeless	0.408	0.468	0.583	sa nako
timeliness	0.760	0.404	0.582	nako
timely	0.865	0.387	0.591	ka nako
timeout	0.344	0.433	0.322	khefutso
timepiece	0.650	0.279	0.461	sesupa-nako
timer	0.469	0.433	0.500	sebali-nako
times	0.490	0.279	0.439	linako
timetable	0.561	0.189	0.491	lenaneo la nako
timewasters	0.391	0.535	0.291	ba senya nako
timid	0.327	0.276	0.132	tshohile
timidity	0.333	0.358	0.153	ho tshoha
timing	0.521	0.311	0.577	nako
tin	0.469	0.370	0.217	thini
tincture	0.440	0.360	0.402	tincture
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	tinfoil
tinge	0.469	0.292	0.264	tinge
tingle	0.460	0.560	0.264	tsile
tingling	0.427	0.615	0.340	tsikinyetso
tinker	0.396	0.528	0.275	tshetleha
tinkering	0.531	0.490	0.448	ho tshetleha
tinkle	0.562	0.529	0.356	tsikitlanya
tinkling	0.612	0.530	0.324	ho thothomela
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tint
tiny	0.479	0.196	0.125	nyane
tip	0.708	0.221	0.518	keletso
tipper	0.427	0.571	0.431	tipper
tipster	0.490	0.462	0.490	tlhapi
tipsy	0.510	0.625	0.570	malebela
tiptoe	0.510	0.490	0.407	nkoenyana
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	thaere
tired	0.125	0.317	0.191	kgathetse
tiredness	0.387	0.408	0.242	ho kgathala
tiredofit	0.300	0.270	0.204	khathetse
tireless	0.657	0.750	0.645	sa kgathatsehe
tiresome	0.240	0.542	0.153	kgathetseng
tiring	0.153	0.510	0.176	kgathetseng
tissue	0.558	0.236	0.345	lesela
tistheseason	0.646	0.548	0.435	nako ea selemo
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanic
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	karolo ya leshome
title	0.708	0.356	0.574	sehlooho
titled	0.677	0.240	0.658	thaetlele
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	titular
toad	0.302	0.452	0.196	lekhoele
toast	0.740	0.382	0.356	toast
toaster	0.542	0.337	0.387	toaster
toasty	0.698	0.461	0.396	e hlabosang
tobacco	0.327	0.546	0.387	koae
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	kajeno
toddler	0.812	0.469	0.368	ngoananyana
toe	0.406	0.221	0.293	monoana oa matsoho
toenail	0.530	0.380	0.306	lenala la monoana
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	mmoho
togetherness	0.906	0.360	0.635	kopanelo
toil	0.558	0.510	0.583	ho sehla
toilet	0.490	0.290	0.233	ntloana
toils	0.480	0.710	0.482	matsapa
token	0.510	0.418	0.414	letshwao
tolerable	0.750	0.350	0.374	mamellehang
tolerance	0.875	0.206	0.649	mamello
tolerant	0.765	0.192	0.618	mamelletse
tolerate	0.724	0.430	0.588	mamella
toleration	0.776	0.442	0.727	mamello
toll	0.296	0.422	0.453	Tholo
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tamati
tomatoes	0.615	0.240	0.272	tamati
tomb	0.112	0.500	0.343	lebitla
tombstone	0.204	0.441	0.311	lejoe la mabitla
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	tome
tomorrow	0.792	0.377	0.407	hosane
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	molumo
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	mapheo
tongue	0.542	0.432	0.482	leleme
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	tonnake
tonsils	0.347	0.373	0.283	tonsils
toocold	0.420	0.550	0.379	bata haholo
tool	0.490	0.350	0.594	sesebelisoa
toolbox	0.531	0.316	0.472	lebokose la lithulusi
tooling	0.510	0.406	0.634	ho sebetsa
toomuchtodo	0.420	0.688	0.355	tomuchtodo
toot	0.500	0.481	0.373	leino
tooth	0.439	0.250	0.367	leino
toothache	0.188	0.853	0.412	leino le opang
toothbrush	0.517	0.330	0.321	borashe ba meno
toothed	0.449	0.394	0.352	e meno
toothless	0.312	0.541	0.272	e hlokang meno
toothpaste	0.510	0.290	0.371	sesepa sa meno
toothpick	0.561	0.216	0.185	leino la meno
toots	0.552	0.480	0.451	menoto
top	0.760	0.400	0.554	holimo
topaz	0.643	0.325	0.384	topaze
topic	0.520	0.276	0.427	sehlooho
topical	0.561	0.340	0.500	tsa sehlooho
topless	0.625	0.765	0.414	e hlokang hodimo
topographic	0.604	0.378	0.558	setšoantšo sa boemo ba leholimo
topographical	0.438	0.350	0.538	tsa boemo ba leholimo
topography	0.469	0.357	0.506	boemo ba leholimo
topple	0.198	0.820	0.573	qhoqhoa
topside	0.708	0.466	0.598	ka holimo
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	lebone
torment	0.057	0.750	0.387	hlokofatsa
tormented	0.071	0.855	0.323	hlokofatsoa
torn	0.153	0.510	0.283	qhaqhoa
tornado	0.260	0.896	0.784	sefefo se matla
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	torque
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	torrid
torsion	0.312	0.651	0.402	torsion
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	tortious
tortoise	0.673	0.078	0.250	sekolopata
tortuous	0.194	0.755	0.382	tortuous
torture	0.115	0.878	0.555	tlhokofatso
tortured	0.062	0.890	0.361	hlokofatsoa
toss	0.418	0.725	0.575	lahla
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	kakaretso
totality	0.688	0.443	0.717	kakaretso
totally	0.820	0.422	0.702	ka botlalo
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	thetsa
touchdown	0.667	0.770	0.586	theolela
touched	0.592	0.380	0.404	amme
touching	0.760	0.439	0.491	amang pelo
touchy	0.323	0.510	0.343	amang pelo
tough	0.344	0.588	0.742	thata
toughen	0.458	0.683	0.711	thatafatsa
toughness	0.552	0.618	0.837	boimana
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	leetong
tourism	0.823	0.531	0.545	bohahlaudi
tourist	0.745	0.480	0.430	mohahlaudi
tourmaline	0.448	0.513	0.441	tourmaline
tournament	0.694	0.740	0.611	tlholisano
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	tout/
tow	0.531	0.500	0.508	hula
towel	0.630	0.208	0.286	thaole
tower	0.606	0.380	0.644	tora
towering	0.500	0.690	0.806	towering
town	0.551	0.299	0.627	toropo
townhouse	0.622	0.400	0.443	ntlo ea toropo
township	0.531	0.292	0.667	lekeisheneng
townspeople	0.677	0.466	0.569	baahi ba toropo
toxic	0.008	0.885	0.492	chefo
toxicity	0.104	0.865	0.491	chefo
toxicology	0.302	0.736	0.574	toxicology
toxin	0.115	0.654	0.456	chefo
toy	0.878	0.420	0.275	sebapadiswa
toymaker	0.755	0.510	0.536	moetsi oa lipapali
trace	0.573	0.346	0.483	qaqisa
traceable	0.602	0.370	0.535	traceable
tracer	0.573	0.327	0.645	tracer
traces	0.482	0.448	0.389	mesaletsa
trachea	0.448	0.509	0.387	trachea
tracing	0.418	0.591	0.565	ho latela
track	0.448	0.433	0.526	pina
tracker	0.398	0.744	0.731	tracker
tract	0.406	0.422	0.339	pampitšana
tractable	0.635	0.500	0.469	tractable
traction	0.429	0.585	0.648	ho thethefatsa
tractor	0.449	0.580	0.619	terekere
trade	0.561	0.544	0.690	khoebo
trademark	0.667	0.344	0.750	letshwao la kgwebo
trader	0.562	0.632	0.854	mohoebi
tradesman	0.531	0.431	0.664	mohoebi
trading	0.635	0.602	0.705	khoebo
tradition	0.830	0.430	0.750	moetlo
traditional	0.677	0.221	0.604	setso
traffic	0.323	0.559	0.518	sephethephethe
traffic light	0.490	0.469	0.479	lebone la sephethephethe
trafficking	0.250	0.710	0.399	kgwebisano
tragedies	0.100	0.910	0.442	litlokotsi
tragedy	0.052	0.843	0.340	tlokotsi
tragic	0.048	0.904	0.396	bohloko
trail	0.600	0.322	0.455	tselana
trailer	0.541	0.490	0.473	kolotsana
train	0.666	0.705	0.620	terene
train set	0.604	0.598	0.464	sete sa terene
trained	0.771	0.538	0.645	koetlisitsoe
trainee	0.627	0.408	0.352	morupeli
trainer	0.698	0.719	0.824	mokoetlisi
training	0.714	0.776	0.788	koetliso
trait	0.469	0.365	0.453	tshobotsi
traitor	0.112	0.796	0.491	lehlabaphio
traitorous	0.073	0.745	0.412	mohlabaphio
trajectory	0.653	0.558	0.779	trajectory
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	hatakela
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	terene
trance	0.469	0.481	0.382	tebelo
tranquil	0.917	0.094	0.355	khutsitseng
tranquility	0.840	0.135	0.442	khutso
tranquilizer	0.510	0.236	0.596	se kokobetsa maikutlo
transact	0.521	0.625	0.680	transact
transaction	0.650	0.577	0.579	kgwebisano
transatlantic	0.724	0.596	0.706	transatlantic
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	fetella
transcendence	0.656	0.608	0.754	fetisetso
transcendent	0.667	0.600	0.824	fetelletseng
transcendental	0.635	0.652	0.842	transcendental
transcribe	0.500	0.394	0.573	Ngola
transcriber	0.490	0.420	0.615	mokopitsi
transcript	0.639	0.398	0.528	sengoloa
transcription	0.592	0.455	0.615	sengoliloeng
transfer	0.702	0.490	0.519	phetiso
transference	0.592	0.294	0.551	phetiso
transferred	0.480	0.450	0.409	fetisetsoa
transfixed	0.427	0.660	0.528	fetisetsoa
transform	0.735	0.667	0.696	fetola
transformation	0.796	0.618	0.770	phetoho
transformer	0.582	0.582	0.723	transformer
transfusion	0.417	0.730	0.557	tšelo ea mali
transgression	0.158	0.890	0.611	tlolo
transient	0.510	0.405	0.430	e fetelletseng
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	mopalangoang
transition	0.605	0.561	0.558	phetoho
transitional	0.573	0.472	0.491	phetoho
transitive	0.479	0.377	0.414	transitive
transitory	0.438	0.450	0.407	transitory
translate	0.604	0.423	0.462	fetolela
translation	0.633	0.435	0.598	phetolelo
translator	0.760	0.412	0.473	mofetoleli
translocation	0.367	0.612	0.564	phetisetso
translucent	0.600	0.500	0.389	translucent
transmission	0.688	0.490	0.611	phetiso
transmit	0.836	0.581	0.673	fetisa
transmitter	0.520	0.511	0.719	mofetisi
transmutation	0.438	0.740	0.737	phetisetso
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	ponaletso
transparent	0.542	0.330	0.667	pepeneneng
transplant	0.445	0.806	0.620	ho jarisa
transplantation	0.531	0.694	0.610	phetiso
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	sepalangoang
transportation	0.667	0.560	0.472	sepalangoang
transporter	0.615	0.625	0.750	mopalami
transpose	0.440	0.585	0.467	transpose
transposition	0.312	0.451	0.555	phetoho
transsexual	0.264	0.815	0.423	transsexual
transverse	0.429	0.429	0.525	pharalletse
transvestite	0.270	0.675	0.373	transvestite
trap	0.104	0.610	0.391	leraba
trapdoor	0.094	0.670	0.462	trapdoor
trapeze	0.542	0.625	0.566	trapeze
trapped	0.135	0.615	0.380	qabeletsoe
trapper	0.296	0.654	0.491	motshwasi
trapping	0.333	0.621	0.491	ho cheha
trappings	0.458	0.462	0.370	maraba
traps	0.235	0.673	0.481	maraba
trash	0.163	0.541	0.154	matlakala
trashy	0.071	0.380	0.161	litšila
trauma	0.112	0.792	0.453	tsietsi
traumatic	0.062	0.885	0.427	tsietsing
travail	0.500	0.677	0.620	bohloko ba ho beleha
travel	0.931	0.689	0.535	leetong
traveler	0.837	0.571	0.700	motsamai
traveling	0.900	0.750	0.582	ho tsamaya
traverse	0.571	0.590	0.629	pharalla
travesty	0.354	0.644	0.407	bosholu
trawl	0.255	0.590	0.464	trawl
trawler	0.316	0.430	0.405	moqhobi
tray	0.549	0.250	0.345	terei
treacherous	0.112	0.815	0.402	bolotsana
treachery	0.104	0.852	0.448	bolotsana
tread	0.510	0.520	0.426	hatakela
treadmill	0.459	0.636	0.436	treadmill
treason	0.094	0.806	0.552	boipelaetso
treasure	0.927	0.592	0.821	letlotlo
treasured	0.849	0.471	0.730	tlotloa
treasurer	0.694	0.456	0.755	ramatlotlo
treasures	0.867	0.771	0.842	matlotlo
treasury	0.812	0.541	0.736	letlotlo
treat	0.573	0.571	0.436	tšoara
treatable	0.780	0.302	0.560	e phekolehang
treatise	0.604	0.407	0.613	tshoaroa
treatment	0.663	0.386	0.620	phekolo
treaty	0.646	0.382	0.667	selekane
treble	0.358	0.471	0.466	treble
tree	0.670	0.118	0.442	sefate
trees	0.653	0.137	0.537	lifate
trek	0.469	0.530	0.535	leetong
trellis	0.299	0.500	0.389	trellis
tremble	0.177	0.878	0.388	thothomela
trembling	0.177	0.824	0.324	thothomela
tremendous	0.600	0.888	0.773	e kgolohadi
tremendously	0.719	0.722	0.661	ka tsela e makatsang
tremor	0.104	0.833	0.455	thothomelo
trench	0.429	0.760	0.429	foro
trend	0.625	0.458	0.706	mokhoa
trending	0.750	0.472	0.600	trending
trendy	0.713	0.520	0.536	fesheneng
trepidation	0.582	0.594	0.464	thothomelo
trespass	0.229	0.670	0.613	tlolo
triad	0.469	0.413	0.528	tharo
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	teko
triangle	0.562	0.269	0.352	kgutlotharo
triangular	0.430	0.320	0.397	kgutlotharo
triangulate	0.408	0.380	0.517	kgutlotharo
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	morabe
tribe	0.664	0.486	0.516	morabe
tribulation	0.448	0.612	0.484	matshwenyeho
tribunal	0.410	0.670	0.797	lekhotla
tribune	0.610	0.585	0.556	tribune
tributary	0.615	0.463	0.616	tributary
tribute	0.684	0.573	0.700	sethabathaba
trick	0.542	0.700	0.409	leqheka
trickery	0.146	0.798	0.336	qhekella
trickle	0.500	0.196	0.231	qhekella
trickster	0.375	0.680	0.446	moqhekelli
tricky	0.219	0.651	0.500	qhekella
tricycle	0.633	0.402	0.368	mabili a mararo
trident	0.403	0.606	0.609	tse tharo
trifle	0.271	0.296	0.221	trifle/
trifling	0.375	0.418	0.183	trifling
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	qhoqhoa
trigonometry	0.396	0.400	0.616	trigonometry
trillion	0.592	0.420	0.623	libilione
trilogy	0.615	0.520	0.664	trilogy
trim	0.500	0.466	0.430	fokotsa
trimester	0.783	0.336	0.538	trimester
trimmer	0.260	0.548	0.529	mothati
trimming	0.500	0.478	0.325	ho poma
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	boraro-bo-bong
trinket	0.521	0.352	0.368	trinket
trio	0.521	0.613	0.473	boraro
trip	0.875	0.643	0.538	leetong
tripartite	0.500	0.480	0.539	boraro-bo-bong
tripe	0.312	0.361	0.438	likahare
triple	0.585	0.385	0.481	hararo
triplet	0.622	0.510	0.618	triplet
triplicate	0.684	0.545	0.717	triplicate
tripod	0.406	0.388	0.483	tripod
tripping	0.276	0.594	0.293	khoptjoa
trite	0.458	0.418	0.290	trite
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	tlholo
triumphant	0.949	0.837	0.972	mohlodi
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	ntho e nyane
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	teroli
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	lebotho
trooper	0.458	0.694	0.713	mohlabani
troops	0.385	0.718	0.804	mabotho
trophy	0.947	0.643	0.676	mohope
tropic	0.740	0.529	0.536	tropike
tropical	0.740	0.461	0.509	tropike
tropics	0.740	0.383	0.412	libaka tsa tropike
trot	0.531	0.664	0.396	trot/
trouble	0.135	0.811	0.452	bothata
troubled	0.167	0.627	0.385	khathatsehile
troublemaker	0.260	0.900	0.596	moferekanyi
troubles	0.051	0.854	0.269	mathata
troublesome	0.283	0.894	0.404	khathatso
trough	0.500	0.308	0.340	trough
troupe	0.625	0.406	0.557	sehlopha
trousers	0.625	0.314	0.442	borikhoe
trout	0.516	0.387	0.298	trout
trowel	0.470	0.418	0.250	trowel
truce	0.688	0.441	0.453	thulano
truck	0.531	0.368	0.546	teraka
trucker	0.494	0.609	0.500	mokhanni oa literaka
truckload	0.480	0.450	0.534	boima ba teraka
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	nnete
truelove	0.860	0.600	0.587	lerato la 'nete
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	truism/
trump	0.640	0.716	0.898	terompeta
trumpet	0.573	0.570	0.393	terompeta
trumpeter	0.673	0.600	0.676	moletsi wa terompeta
truncate	0.323	0.600	0.412	fokotsa
truncated	0.316	0.602	0.439	fokotsehile
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	kutu
truss	0.521	0.482	0.569	terata
trust	0.888	0.547	0.741	tshepo
trustee	0.531	0.442	0.658	motshepehi
trusting	0.857	0.508	0.750	tshepo
trustworthy	0.969	0.315	0.824	e tshepehang
trusty	0.863	0.398	0.696	e tshepehang
truth	0.971	0.400	0.685	'nete
truthful	0.708	0.467	0.807	'nete
truthfulness	0.920	0.549	0.808	nnete
try	0.604	0.551	0.556	leka
tryout	0.459	0.539	0.472	teko
tryouts	0.490	0.602	0.594	liteko
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	tub
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tube
tuberculosis	0.214	0.519	0.424	lefuba
tubing	0.438	0.363	0.358	tubing
tubular	0.458	0.361	0.464	tubular
tubule	0.500	0.330	0.333	tubule
tuck	0.367	0.473	0.361	tuketsa
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	Labobeli
tufted	0.500	0.510	0.406	tufted
tug	0.320	0.604	0.558	hula
tugboat	0.271	0.510	0.652	sekepe se hulanyang
tuition	0.531	0.372	0.436	thuto
tulip	0.730	0.189	0.356	tulip
tumble	0.276	0.556	0.272	thetheha
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	mpa
tumor	0.102	0.664	0.324	hlahala
tumour	0.092	0.627	0.464	hlahala
tumult	0.271	0.640	0.636	moferefere
tumultuous	0.208	0.622	0.590	moferefere
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tuna
tunable	0.510	0.364	0.582	re ka kgona
tune	0.708	0.479	0.426	pina
tunic	0.531	0.248	0.391	tunic
tuning	0.719	0.390	0.635	tokiso
tunnel	0.312	0.490	0.412	kotopo
turban	0.469	0.386	0.426	tuku
turbidity	0.184	0.607	0.393	turbidity
turbine	0.520	0.549	0.575	turbine
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	pherekano
turbulent	0.302	0.792	0.612	morusu
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	lehlabathe
turkey	0.634	0.245	0.247	kalakuni
turmeric	0.542	0.316	0.312	turmeric
turmoil	0.198	0.888	0.417	pherekano
turn	0.531	0.398	0.482	reteleha
turnaround	0.560	0.654	0.407	selikalikoe
turned	0.630	0.538	0.583	retelehile
turning	0.510	0.684	0.420	reteleha
turnip	0.561	0.183	0.254	turnip
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	koala
turnout	0.641	0.692	0.898	fetolela
turnover	0.490	0.392	0.512	phetoho
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	turntable
turpentine	0.320	0.539	0.571	turpentine
turquoise	0.786	0.226	0.357	turquoise
turret	0.494	0.500	0.588	turret
turtle	0.291	0.102	0.271	sekolopata
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	qabanya
tutelage	0.393	0.442	0.609	thuteiso
tutor	0.750	0.346	0.826	motataisi
tutoring	0.663	0.402	0.702	ho ruta
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	tse peli
twat	0.292	0.459	0.404	tse peli
twats	0.406	0.588	0.383	hlabang
tweak	0.440	0.462	0.452	fetola
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	li-tweezers
twelfth	0.521	0.292	0.527	ea leshome le metso e 'meli
twelve	0.490	0.298	0.412	leshome le metso e mmedi
twentieth	0.469	0.297	0.346	ea mashome a mabeli
twenty	0.520	0.292	0.286	mashome a mabeli
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	lekalana
twilight	0.622	0.341	0.633	bosiu
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	lefahla
twine	0.521	0.380	0.337	twine
twinge	0.316	0.720	0.471	twinge
twinkle	0.719	0.724	0.610	phatsima
twins	0.760	0.473	0.602	mafahla
twirl	0.552	0.647	0.409	sotha
twist	0.375	0.469	0.337	sotha
twisted	0.071	0.736	0.311	sothile
twister	0.330	0.680	0.647	sotha
twit	0.194	0.653	0.198	twit/
twitch	0.510	0.740	0.548	tsitsinyeha
twitching	0.292	0.700	0.482	tsitsinyeha
twitchy	0.094	0.918	0.281	tsitsipana
two	0.520	0.200	0.404	tse pedi
two step	0.583	0.314	0.327	mehato e mmedi
twofaced	0.387	0.620	0.384	ya sefahleho tse pedi
twofold	0.573	0.333	0.551	habedi
twosome	0.583	0.544	0.500	tse pedi
tycoon	0.682	0.596	0.867	tycoon
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	mofuta
typewriter	0.542	0.373	0.418	mochine oa ho thaepa
typhoid	0.265	0.458	0.401	typhoid
typhoon	0.323	0.796	0.697	sefefo
typical	0.635	0.206	0.426	tloaelehileng
typically	0.569	0.377	0.559	ka tlwaelo
typist	0.551	0.559	0.528	mothaepi
typo	0.224	0.415	0.255	thaepa
typography	0.480	0.334	0.574	typography
tyrannical	0.167	0.860	0.731	mohatelli
tyranny	0.112	0.792	0.705	bohatelli
tyrant	0.115	0.850	0.683	mohatelli
tyre	0.480	0.358	0.407	thaere
ubiquitous	0.635	0.571	0.884	hohle
ubiquity	0.578	0.490	0.595	hohle
ugliness	0.094	0.407	0.267	bobe
ugly	0.167	0.630	0.254	mobe
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	seso
ulterior	0.375	0.509	0.490	bokamorao
ultimate	0.648	0.645	0.544	qetellong
ultimately	0.385	0.480	0.558	qetellong
ultimatum	0.219	0.855	0.837	qetellong
ultimo	0.375	0.363	0.300	qetellong
ultrasound	0.573	0.594	0.600	ultrasound
ultraviolet	0.604	0.448	0.673	mahlaseli a kotsi
umbilical	0.398	0.406	0.333	mokhubu
umbra	0.408	0.400	0.337	seboko
umbrella	0.583	0.246	0.255	sekhele
umpire	0.520	0.592	0.755	moahloli
umpteen	0.510	0.460	0.611	umpteen
unabashed	0.292	0.614	0.488	sa soasoa
unabated	0.532	0.420	0.466	e sa thekeseleng
unable	0.132	0.459	0.193	e sa kgoneng
unacceptable	0.133	0.479	0.330	e sa amoheleheng
unaccompanied	0.292	0.376	0.297	e sa felehetsoang
unaccountable	0.180	0.600	0.543	e hlokang boikarabelo
unaccounted	0.410	0.338	0.361	e sa tsejoeng
unacknowledged	0.240	0.269	0.116	sa ananeloe
unadulterated	0.570	0.420	0.528	e sa tsoakoang
unaffected	0.542	0.265	0.571	e sa ameheng
unafraid	0.500	0.520	0.655	sa tshohe
unaided	0.290	0.410	0.336	sa thusoa
unaltered	0.571	0.269	0.598	sa fetoloe
unambiguous	0.406	0.390	0.578	e sa hlakang
unanimity	0.490	0.407	0.706	bonngoe
unanimous	0.656	0.380	0.682	ka tumellano
unanimously	0.686	0.333	0.738	ka ntsoe-leng
unannounced	0.240	0.588	0.291	sa phatlalatsoa
unanswered	0.276	0.361	0.219	sa arajoa
unanticipated	0.255	0.775	0.327	tse sa lebelloang
unappreciated	0.143	0.431	0.209	e sa ananeloang
unapproved	0.184	0.471	0.254	sa dumelloa
unarmed	0.427	0.420	0.241	sa hlomela
unassisted	0.302	0.320	0.211	sa thusoe
unassuming	0.490	0.230	0.471	e hlokang boikgantsho
unattached	0.192	0.439	0.283	e sa kopanngoang
unattainable	0.220	0.635	0.571	e sa fihlelleheng
unattended	0.255	0.400	0.167	e sa lebelloang
unattractive	0.177	0.307	0.208	e sa kgahleheng
unauthorized	0.260	0.448	0.259	sa dumelloa
unavailable	0.323	0.281	0.159	ha e fumanehe
unavoidable	0.350	0.580	0.445	bo ka se qojoeng
unaware	0.208	0.355	0.310	e sa tsebeng
unbalanced	0.302	0.596	0.343	e hlokang tekatekano
unbearable	0.125	0.798	0.447	e sa mamelleheng
unbeatable	0.735	0.719	0.681	e sa hloleheng
unbeaten	0.854	0.760	0.828	e sa otloang
unbecoming	0.123	0.471	0.288	e sa lokelang
unbelief	0.265	0.582	0.407	ho se dumele
unbelievable	0.771	0.790	0.717	tse sa kgolweheng
unbiased	0.625	0.378	0.618	e hlokang leeme
unborn	0.312	0.300	0.216	e sa tsoaloang
unbound	0.354	0.402	0.283	sa tlangwa
unbounded	0.646	0.600	0.736	e se nang moeli
unbreakable	0.653	0.573	0.759	e sa robeheng
unbridled	0.396	0.759	0.448	e sa laoleheng
unbroken	0.550	0.224	0.602	e sa robehang
unbutton	0.479	0.539	0.311	tobolla
uncalled	0.344	0.294	0.222	e sa bitsoeng
uncanny	0.469	0.461	0.430	e makatsang
uncaring	0.177	0.245	0.321	sa tsotelleng
uncensured	0.438	0.649	0.509	e sa tiisetsoang
uncertain	0.363	0.500	0.164	sa tsitsang
uncertainty	0.064	0.494	0.282	ho se tsebe hantle
unchallenged	0.552	0.394	0.545	e sa phephetsoeng
unchangeable	0.375	0.442	0.709	e sa fetoheng
unchanged	0.490	0.204	0.237	e sa fetoheng
uncharted	0.188	0.406	0.413	uncharted
uncherished	0.250	0.412	0.280	sa tsotelloa
uncivilized	0.133	0.600	0.400	sa ntlafala
unclaimed	0.316	0.346	0.278	e sa tsekoang
uncle	0.653	0.255	0.578	malome
unclean	0.133	0.529	0.134	e sa hloekang
unclear	0.229	0.463	0.202	e sa hlakang
uncomfortable	0.188	0.610	0.214	sa phutholoha
uncommon	0.459	0.429	0.373	e sa tloaelehang
uncommonly	0.626	0.490	0.778	ka tsela e sa tloaelehang
uncomplicated	0.740	0.260	0.453	e sa rarahanang
uncompromising	0.320	0.531	0.613	e sa sekisetseng
unconcerned	0.562	0.283	0.298	sa tsotelleng
unconditional	0.760	0.493	0.715	ntle le maemo
unconfirmed	0.334	0.321	0.339	e sa tiisetsoang
unconnected	0.188	0.265	0.213	e sa hokahaneng
