English Word	Valence	Arousal	Dominance	Dutch Word
sustained	0.649	0.340	0.580	gestaag
sustenance	0.820	0.519	0.679	levensonderhoud
suture	0.240	0.510	0.510	hechten
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	wattenstaafje
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	branie
swallow	0.466	0.608	0.436	slikken
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	moeras
swamped	0.156	0.480	0.270	overspoeld
swampy	0.306	0.390	0.412	moerassig
swan	0.781	0.225	0.357	zwaan-
swank	0.490	0.500	0.442	zwanen
swap	0.552	0.500	0.509	ruil
swarm	0.302	0.735	0.458	zwerm
swarming	0.375	0.600	0.435	zwermen
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	mep
sway	0.690	0.596	0.721	zwaaien
swear	0.601	0.577	0.658	zweer
swearing	0.333	0.559	0.586	vloeken
sweat	0.388	0.579	0.297	zweet
sweater	0.704	0.245	0.295	trui
sweating	0.292	0.667	0.265	zweten
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	snoepwinkel
sweaty	0.281	0.540	0.304	zweterig
sweep	0.448	0.385	0.383	vegen
sweeper	0.470	0.549	0.414	veger
sweeping	0.344	0.431	0.355	vegen
sweet	0.668	0.418	0.382	zoet
sweeten	0.908	0.455	0.423	veraangenamen
sweetened	0.940	0.461	0.398	gezoet
sweetener	0.670	0.333	0.330	zoetstof
sweetest	0.959	0.500	0.370	liefste
sweetheart	0.959	0.423	0.509	Schatje
sweetie	0.990	0.549	0.560	schatje
sweetness	0.906	0.474	0.528	zoetheid
sweets	0.910	0.422	0.321	snoepgoed
swell	0.360	0.679	0.348	zwellen
swelling	0.323	0.608	0.250	zwelling
sweltering	0.204	0.644	0.362	snikheet
swerve	0.276	0.612	0.357	uitwijken
swift	0.760	0.776	0.698	snel
swiftly	0.660	0.885	0.618	snel
swig	0.604	0.481	0.406	slok
swill	0.427	0.528	0.322	spoeling
swim	0.688	0.461	0.529	zwemmen
swimmer	0.657	0.698	0.610	zwemmer
swimming	0.760	0.559	0.524	zwemmen
swimsuit	0.740	0.373	0.269	zwempak
swindle	0.122	0.740	0.439	zwendel
swindler	0.125	0.721	0.575	oplichter
swine	0.340	0.519	0.277	zwijnen
swing	0.602	0.510	0.481	schommel
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	schommelen
swipe	0.573	0.450	0.266	swipe
swirl	0.490	0.726	0.639	wervelen
swish	0.562	0.510	0.474	zwiepen
switch	0.500	0.538	0.509	schakelaar
switchblade	0.357	0.596	0.528	switchblade
switchboard	0.571	0.519	0.558	schakelbord
swivel	0.562	0.480	0.500	draaibaar
swollen	0.236	0.510	0.277	gezwollen
swoon	0.292	0.510	0.160	zwijmelen
swoop	0.479	0.618	0.446	duikvlucht
sword	0.438	0.653	0.713	zwaard
swordfish	0.564	0.520	0.442	zwaardvis
swordplay	0.616	0.750	0.528	zwaardvechten
swordsman	0.395	0.857	0.696	zwaardvechter
sycamore	0.500	0.401	0.527	plataan
syllable	0.448	0.250	0.417	lettergreep
syllabus	0.736	0.370	0.643	syllabus
symbiotic	0.832	0.425	0.406	symbiotisch
symbol	0.643	0.388	0.527	symbool
symbolic	0.670	0.385	0.574	symbolisch
symbolically	0.582	0.385	0.648	symbolisch
symbolism	0.688	0.347	0.640	symboliek
symbolize	0.633	0.327	0.673	symboliseren
symmetric	0.745	0.212	0.588	symmetrisch
symmetrical	0.542	0.263	0.569	symmetrisch
symmetry	0.604	0.274	0.500	symmetrie
sympathetic	0.796	0.434	0.609	sympathiek
sympathize	0.770	0.627	0.644	meevoelen
sympathy	0.827	0.497	0.634	sympathie
symphonic	0.775	0.545	0.566	symfonisch
symphony	0.765	0.490	0.600	symfonie
symposium	0.573	0.394	0.644	symposium
symptom	0.380	0.529	0.434	symptoom
symptomatic	0.367	0.434	0.491	symptomatisch
synagogue	0.531	0.300	0.544	synagoge
synapse	0.660	0.471	0.491	synaps
synaptic	0.573	0.553	0.622	synaptisch
sync	0.802	0.440	0.670	synchroniseren
synchronize	0.781	0.361	0.654	synchroniseren
synchronous	0.600	0.538	0.545	synchroon
syncope	0.245	0.538	0.398	syncope
syndicate	0.439	0.491	0.673	syndicaat
syndrome	0.229	0.510	0.246	syndroom
synergistic	0.571	0.550	0.547	synergetisch
synergy	0.667	0.510	0.720	synergie
synod	0.469	0.377	0.574	synode
synonym	0.615	0.210	0.433	synoniem
synonymous	0.480	0.323	0.400	synoniem
synopsis	0.541	0.390	0.482	korte inhoud
synoptic	0.561	0.510	0.596	synoptisch
syntax	0.531	0.346	0.559	syntaxis
synthesis	0.604	0.315	0.377	synthese
synthesizer	0.500	0.410	0.592	synthesizer
synthetic	0.396	0.350	0.519	synthetisch
syphilis	0.071	0.606	0.245	syfilis
syringe	0.250	0.680	0.330	spuit
syrup	0.620	0.223	0.318	siroop
system	0.615	0.346	0.764	systeem
systematic	0.617	0.444	0.594	systematische
systematically	0.690	0.390	0.651	systematisch
t-shirt	0.815	0.286	0.284	t-shirt
tab	0.594	0.208	0.308	tabblad
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	gestreept
tabernacle	0.408	0.480	0.605	tabernakel
table	0.551	0.170	0.284	tafel
tableau	0.531	0.302	0.321	tableau
tablecloth	0.480	0.165	0.215	tafelkleed
tablespoon	0.490	0.353	0.245	eetlepel
tablet	0.562	0.330	0.438	tablet
tableware	0.677	0.250	0.276	servies
tabloid	0.438	0.365	0.444	roddelblad
taboo	0.198	0.794	0.482	taboe
tabular	0.438	0.330	0.462	tabelvorm
tabulate	0.480	0.403	0.598	tabelleren
tabulation	0.396	0.346	0.526	tabel
tachometer	0.398	0.394	0.518	toerenteller
tacit	0.459	0.340	0.473	stilzwijgend
tack	0.365	0.431	0.431	overstag gaan
tackle	0.365	0.686	0.569	Onderscheppen
tackled	0.438	0.612	0.569	aangepakt
tackling	0.480	0.694	0.613	aanpakken
tacky	0.245	0.490	0.373	smakeloos
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	tact
tactful	0.704	0.292	0.537	tactvol
tactic	0.531	0.434	0.798	tactiek
tactical	0.594	0.481	0.684	tactisch
tactics	0.583	0.676	0.774	tactieken
tactile	0.573	0.410	0.491	tastbaar
tad	0.459	0.240	0.250	beetje
tadpole	0.350	0.434	0.218	kikkervisje
taffeta	0.604	0.279	0.405	taft
taffy	0.448	0.431	0.204	soort snoepje
tag	0.612	0.353	0.375	label
tail	0.480	0.272	0.293	staart
tailed	0.438	0.358	0.351	staart
tailgate	0.323	0.340	0.398	achterklep
tailings	0.439	0.311	0.446	residuen
taillight	0.479	0.367	0.283	achterlicht
tailor	0.573	0.206	0.450	kleermaker
tailoring	0.673	0.540	0.566	maatwerk
tailpipe	0.460	0.429	0.409	uitlaat
taint	0.141	0.425	0.226	smet
take	0.828	0.537	0.348	nemen
takeoff	0.755	0.884	0.626	opstijgen
takeout	0.736	0.392	0.368	afhaalmaaltijd
takeover	0.663	0.531	0.861	overnemen
taker	0.375	0.521	0.618	nemer
talcum	0.500	0.196	0.291	talkpoeder
tale	0.663	0.300	0.336	verhaal
talent	0.959	0.607	0.811	talent
talented	0.939	0.635	0.938	getalenteerd
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	praten
talkative	0.562	0.673	0.535	spraakzaam
talker	0.500	0.604	0.552	prater
tall	0.725	0.591	0.538	hoog
tallies	0.551	0.290	0.402	klopt
tallow	0.344	0.283	0.290	talg
tally	0.542	0.420	0.518	optellen
talon	0.344	0.569	0.475	klauw
talons	0.320	0.698	0.525	klauwen
tambourine	0.622	0.548	0.348	tamboerijn
tame	0.560	0.604	0.642	temmen
tamer	0.385	0.783	0.815	temmer
taming	0.569	0.514	0.575	temmen
tamper	0.184	0.802	0.545	knoeien
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	bruinen
tandem	0.552	0.406	0.485	tandem-
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	raaklijn
tangerine	0.571	0.271	0.395	mandarijn
tangible	0.646	0.350	0.679	tastbaar
tangle	0.354	0.545	0.254	wirwar
tangled	0.260	0.539	0.316	verward
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	tanktop
tanker	0.520	0.647	0.713	tanker
tanned	0.615	0.550	0.491	gebruind
tantalizing	0.525	0.788	0.625	prikkelend
tantamount	0.633	0.288	0.670	gelijk aan
tantrum	0.219	0.817	0.404	woedeaanval
taoism	0.490	0.250	0.456	taoïsme
tap	0.461	0.370	0.349	tik
tape	0.531	0.277	0.254	plakband
tape measure	0.406	0.250	0.360	rolmaat
taper	0.541	0.410	0.415	taps toelopen
tapering	0.344	0.380	0.237	taps toelopend
tapestry	0.520	0.176	0.362	tapijtwerk
tapeworm	0.357	0.334	0.331	lintworm
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	kranen
tar	0.438	0.440	0.570	teer
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	traagheid
tardy	0.204	0.592	0.293	te laat
target	0.633	0.573	0.798	doelwit
targeted	0.573	0.537	0.573	gericht
targeting	0.510	0.420	0.580	gericht op
tariff	0.459	0.402	0.491	tarief
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	aanslag
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	zeildoek
tarry	0.392	0.413	0.388	vertoeven
tart	0.719	0.380	0.219	scherp
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartaar
task	0.550	0.353	0.500	taak
tassel	0.552	0.330	0.307	kwast
taste	0.802	0.406	0.465	smaak
tasteful	0.918	0.458	0.625	smaakvol
tasteless	0.146	0.196	0.148	smaakloos
tasting	0.781	0.603	0.600	proeven
tasty	0.959	0.786	0.555	lekker
tat	0.429	0.380	0.404	tatoeage
tattler	0.417	0.530	0.434	kletskous
tattletale	0.633	0.406	0.317	klikspaan
tattoo	0.490	0.602	0.525	tatoeëren
taught	0.814	0.481	0.642	onderwezen
taunt	0.083	0.696	0.355	uitdagen
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	strak
tavern	0.516	0.577	0.475	taverne
tawdry	0.375	0.510	0.398	smakeloos
tawny	0.551	0.398	0.400	geelbruin
tax	0.260	0.481	0.534	belasting
taxed	0.255	0.456	0.500	belast
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	taxi
taxonomy	0.370	0.410	0.630	taxonomie
taxpayer	0.592	0.528	0.647	belastingbetaler
tea	0.698	0.163	0.370	thee
teach	0.840	0.510	0.852	leren
teacher	0.760	0.404	0.885	docent
teaching	0.822	0.444	0.736	onderwijs
teacup	0.633	0.135	0.277	theekopje
teahouse	0.802	0.314	0.288	theehuis
teal	0.540	0.293	0.321	groenblauw
team	0.708	0.461	0.688	team
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	teamgenoot
teamwork	0.918	0.490	0.773	teamwerk
teapot	0.479	0.110	0.309	theepot
tear	0.404	0.620	0.327	traan
tearful	0.208	0.500	0.184	betraand
tearsofjoy	0.926	0.740	0.455	vreugdetranen
teary	0.167	0.473	0.216	tranen
tease	0.317	0.790	0.432	plagen
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	plagen
teaspoon	0.521	0.330	0.221	theelepel
teat	0.612	0.469	0.328	speen
teatime	0.847	0.159	0.339	theetijd
tech	0.684	0.491	0.732	technisch
technical	0.510	0.490	0.736	technisch
technicality	0.632	0.471	0.661	technische details
technician	0.592	0.510	0.713	technicus
technique	0.760	0.414	0.593	techniek
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	technologisch
technology	0.776	0.490	0.825	technologie
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	teddybeer
tedious	0.104	0.406	0.241	moeizaam
tedium	0.224	0.331	0.298	verveling
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	krioelt van
teen	0.729	0.531	0.568	tiener
teenager	0.781	0.593	0.527	tiener
teens	0.653	0.660	0.440	tieners
teensy	0.520	0.427	0.347	tiener
teeny	0.427	0.418	0.216	teeny
teeth	0.520	0.388	0.427	tanden
teething	0.396	0.471	0.474	tandjes krijgen
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegraaf
telekinesis	0.582	0.646	0.667	telekinese
telemetry	0.460	0.382	0.611	telemetrie
telepathic	0.602	0.490	0.642	telepathisch
telepathy	0.594	0.510	0.588	telepathie
telephone	0.694	0.520	0.425	telefoon
telescope	0.531	0.340	0.500	telescoop
telescopic	0.490	0.290	0.660	telescopisch
telethon	0.643	0.641	0.473	telehon
teletype	0.532	0.392	0.455	telex
televised	0.625	0.519	0.518	uitgezonden
television	0.633	0.391	0.547	televisie
tell	0.551	0.350	0.457	vertellen
teller	0.500	0.395	0.443	teller
telling	0.719	0.441	0.527	vertellen
telltale	0.240	0.663	0.426	veelbetekenend
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	woedeaanval
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentvol
temperance	0.500	0.294	0.639	matigheid
temperate	0.469	0.394	0.593	gematigd
temperature	0.521	0.559	0.473	temperatuur-
tempered	0.583	0.437	0.667	gehumeurd
tempest	0.245	0.843	0.653	storm
template	0.479	0.311	0.411	sjabloon
temple	0.612	0.269	0.660	tempel
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	tijdelijk
temporarily	0.500	0.365	0.373	tijdelijk
temporary	0.458	0.415	0.324	tijdelijk
tempt	0.210	0.677	0.500	verleid
temptation	0.365	0.817	0.560	verleiding
tempting	0.615	0.740	0.519	aanlokkelijk
temptress	0.427	0.787	0.667	verleidster
ten	0.562	0.260	0.406	tien
tenable	0.741	0.412	0.636	houdbaar
tenacious	0.724	0.658	0.692	volhoudend
tenacity	0.740	0.657	0.889	hardnekkigheid
tenancy	0.500	0.458	0.605	huurovereenkomst
tenant	0.385	0.360	0.398	huurder
tend	0.604	0.398	0.412	de neiging hebben
tendency	0.684	0.500	0.675	tendens
tender	0.630	0.520	0.509	teder
tenderfoot	0.469	0.421	0.438	gevoelige voet
tenderness	0.949	0.276	0.367	tederheid
tending	0.622	0.556	0.594	verzorgen
tendon	0.341	0.271	0.463	pees
tenement	0.470	0.384	0.550	woning
tenet	0.667	0.333	0.636	basisprincipe
tenets	0.734	0.357	0.667	leerstellingen
tenfold	0.469	0.418	0.500	tienvoudig
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	gespannen
tensile	0.458	0.510	0.618	treksterkte
tension	0.304	0.810	0.529	spanning
tent	0.510	0.275	0.333	tent
tentacle	0.370	0.559	0.398	tentakel
tentative	0.582	0.657	0.534	voorlopig
tenth	0.510	0.349	0.382	tiende
tenths	0.406	0.294	0.284	tienden
tenuous	0.398	0.263	0.276	ijl
tenure	0.615	0.472	0.611	dienstverband
tepee	0.500	0.337	0.373	tipi
tepid	0.337	0.327	0.237	lauw
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	termijn
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	beëindigen
termination	0.344	0.472	0.545	beëindiging
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	terminologie
terminus	0.281	0.382	0.615	eindpunt
termite	0.265	0.480	0.408	termiet
terms	0.490	0.362	0.645	termen
tern	0.573	0.365	0.309	stern
ternary	0.550	0.406	0.480	ternair
terrace	0.615	0.269	0.411	terras
terrain	0.540	0.300	0.472	terrein
terrestrial	0.542	0.413	0.582	aards
terrible	0.061	0.849	0.604	verschrikkelijk
terribly	0.061	0.731	0.430	vreselijk
terrier	0.562	0.540	0.431	terriër
terrific	0.859	0.650	0.821	geweldig
terrified	0.090	0.902	0.387	doodsbang
terrifies	0.083	0.923	0.500	beangstigt
terrify	0.052	0.889	0.509	schrik aanjagen
terrifying	0.031	0.836	0.602	angstaanjagend
territorial	0.405	0.600	0.766	territoriaal
territory	0.625	0.469	0.676	grondgebied
terror	0.069	0.902	0.415	terreur
terrorism	0.060	0.971	0.673	terrorisme
terrorist	0.019	0.930	0.679	terrorist
terrorists	0.062	0.967	0.688	terroristen
terrorize	0.041	0.907	0.577	terroriseren
terse	0.542	0.393	0.409	kortom
tertiary	0.500	0.350	0.431	tertiair
test	0.449	0.500	0.509	testen
testament	0.594	0.420	0.806	testament
testicle	0.458	0.651	0.410	testikel
testicular	0.388	0.680	0.453	testiculaire
testify	0.521	0.650	0.741	getuigen
testimonial	0.541	0.538	0.750	getuigenis
testimony	0.615	0.578	0.643	getuigenis
testosterone	0.573	0.840	0.775	testosteron
testy	0.135	0.640	0.357	pittig
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	vastbinden
tethered	0.260	0.472	0.351	vastgebonden
tetrahedral	0.595	0.468	0.423	tetraëdrische
text	0.604	0.157	0.402	tekst
textbook	0.622	0.235	0.526	leerboek
textile	0.604	0.235	0.395	textiel
textural	0.660	0.296	0.445	textuur
texture	0.615	0.215	0.412	textuur
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	dank
thankful	0.969	0.344	0.714	dankbaar
thankgod	0.823	0.451	0.466	Godzijdank
thanking	0.917	0.538	0.658	bedanken
thankless	0.146	0.500	0.497	ondankbaar
thanks	0.918	0.472	0.461	Met dank
thanksalot	0.908	0.428	0.525	heel erg bedankt
thanksgiving	0.927	0.449	0.637	dankzegging
thankyougod	0.900	0.446	0.651	dank u God
thankyoujesus	0.878	0.406	0.604	bedankt Jezus
thankyoulord	0.809	0.388	0.466	God zij dank
thatch	0.337	0.245	0.161	rieten
thatmoment	0.667	0.389	0.340	dat moment
thaumaturgy	0.510	0.546	0.618	thaumaturgie
thaw	0.438	0.321	0.327	dooi
theater	0.760	0.635	0.516	theater
theatrical	0.720	0.690	0.546	theatraal
theatrics	0.694	0.539	0.486	theater
thebest	0.760	0.596	0.719	het beste
theft	0.135	0.867	0.394	diefstal
theism	0.460	0.431	0.481	theïsme
theistic	0.397	0.365	0.509	theïstisch
thelife	0.688	0.566	0.629	het leven
thelittlethings	0.571	0.240	0.324	de kleine dingen
theme	0.541	0.176	0.427	thema
theocracy	0.490	0.427	0.722	theocratie
theocratic	0.380	0.480	0.605	theocratisch
theologian	0.521	0.304	0.759	theoloog
theological	0.480	0.363	0.683	theologisch
theology	0.448	0.330	0.711	theologie
theorem	0.500	0.296	0.615	stelling
theoretical	0.615	0.270	0.546	theoretisch
theory	0.583	0.314	0.529	theorie
therapeutic	0.625	0.275	0.680	therapeutisch
therapeutics	0.552	0.343	0.625	therapieën
therapist	0.468	0.430	0.679	therapeut
therapy	0.490	0.353	0.607	therapie
thereabouts	0.427	0.365	0.285	daaromtrent
thereof	0.542	0.265	0.281	daarvan
therewith	0.462	0.317	0.398	daarmee
thermal	0.480	0.360	0.509	thermisch
thermocouple	0.406	0.406	0.422	thermokoppel
thermodynamics	0.510	0.594	0.678	thermodynamica
thermometer	0.400	0.327	0.473	thermometer
thermos	0.582	0.255	0.328	thermosfles
thermostat	0.439	0.480	0.321	thermostaat
thesaurus	0.520	0.480	0.509	synoniemenlijst
thesis	0.583	0.582	0.552	stelling
thick	0.449	0.433	0.596	dik
thicken	0.406	0.398	0.509	verdikken
thickening	0.448	0.355	0.434	verdikking
thicket	0.385	0.373	0.324	struikgewas
thickness	0.552	0.370	0.443	dikte
thief	0.088	0.888	0.443	dief
thigh	0.469	0.433	0.588	dij
thimble	0.490	0.192	0.218	vingerhoed
thin	0.469	0.337	0.356	dun
thing	0.449	0.222	0.260	ding
things	0.519	0.250	0.368	dingen
thingy	0.458	0.312	0.158	dingetje
think	0.786	0.408	0.618	denken
thinker	0.706	0.386	0.764	denker
thinking	0.720	0.308	0.595	denken
third	0.551	0.187	0.304	derde
thirds	0.402	0.327	0.345	derden
thirst	0.298	0.519	0.307	dorst
thirsty	0.281	0.660	0.310	dorstig
thirteen	0.459	0.385	0.331	dertien
thirteenth	0.408	0.330	0.425	dertiende
thirty	0.562	0.349	0.316	dertig
thistle	0.427	0.423	0.357	distel
thither	0.500	0.270	0.316	daarheen
thong	0.467	0.596	0.269	string
thorn	0.296	0.541	0.427	doorn
thorny	0.177	0.690	0.500	netelig
thorough	0.467	0.350	0.558	grondig
thoroughbred	0.669	0.740	0.716	volbloed
thoroughfare	0.582	0.481	0.490	verkeersader
thought	0.780	0.315	0.571	gedachte
thoughtful	0.667	0.290	0.527	attent
thoughtfulness	0.867	0.269	0.667	bedachtzaamheid
thoughtless	0.194	0.580	0.452	gedachteloos
thoughts	0.745	0.382	0.691	gedachten
thousand	0.663	0.355	0.480	duizend
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	draad
threat	0.135	0.865	0.667	bedreiging
threaten	0.104	0.958	0.590	dreigen
threatened	0.052	0.928	0.354	bedreigd
threatening	0.071	0.875	0.652	dreigend
three	0.653	0.225	0.377	drie
threefold	0.521	0.400	0.534	drievoudig
threesome	0.490	0.676	0.560	drietal
thresh	0.490	0.417	0.500	dorsen
threshold	0.531	0.519	0.575	drempel
thrice	0.469	0.442	0.462	driemaal
thrift	0.760	0.217	0.649	spaarzaamheid
thrifty	0.604	0.380	0.676	zuinig
thrill	0.888	0.837	0.711	sensatie
thrilled	0.898	0.818	0.807	opgewonden
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	spannend
thrive	0.948	0.529	0.772	gedijen
thriving	0.865	0.521	0.779	gezond
throat	0.350	0.538	0.346	keel
throb	0.500	0.673	0.556	kloppen
throbbing	0.645	0.808	0.491	kloppen
throes	0.146	0.760	0.235	worsteling
throne	0.724	0.606	0.887	troon
throng	0.480	0.810	0.706	menigte
throttle	0.562	0.804	0.750	gas geven
throw	0.344	0.770	0.623	gooien
throwback	0.280	0.454	0.356	terugslag
thrower	0.470	0.690	0.717	werper
thrown	0.500	0.550	0.619	gegooid
thrush	0.306	0.490	0.454	lijster
thrust	0.510	0.647	0.663	stoot
thruster	0.698	0.812	0.719	boegschroef
thud	0.255	0.686	0.620	plof
thug	0.240	0.882	0.667	misdadiger
thumb	0.673	0.271	0.361	duim
thumbprint	0.510	0.347	0.451	duimafdruk
thump	0.280	0.792	0.608	dreun
thumper	0.354	0.623	0.457	stamper
thumping	0.214	0.755	0.566	bonzen
thunder	0.296	0.916	0.526	donder
thunderbolt	0.418	0.719	0.642	bliksemschicht
thunderclap	0.390	0.833	0.607	donderslag
thundering	0.337	0.778	0.700	donderend
thunderstorm	0.135	0.860	0.784	onweersbui
thunderstruck	0.194	0.716	0.509	door de bliksem getroffen
thwart	0.281	0.684	0.409	dwarsbomen
thx	0.562	0.425	0.461	Dankje
thyme	0.561	0.255	0.325	tijm
thyroid	0.234	0.455	0.373	schildklier
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	scheenbeen
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	Kruis aan
ticked	0.469	0.386	0.455	aangevinkt
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	ticket
tickle	0.760	0.727	0.342	kietelen
tickled	0.755	0.707	0.364	kietelde
ticklish	0.823	0.814	0.345	netelig
tidal	0.592	0.539	0.519	getij
tidal wave	0.240	0.894	0.736	vloedgolf
tidbit	0.552	0.382	0.385	lekkernij
tide	0.541	0.556	0.420	getij
tidings	0.610	0.510	0.694	tijdingen
tidy	0.760	0.208	0.647	netjes
tie	0.663	0.464	0.431	binden
tier	0.520	0.245	0.560	laag
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tijger
tighten	0.388	0.487	0.627	aanscherpen
tightness	0.344	0.606	0.759	strakheid
tightrope	0.354	0.653	0.279	koord
tights	0.583	0.343	0.269	panty
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	tegel
tiling	0.600	0.330	0.315	tegels
till	0.490	0.327	0.319	tot
tillage	0.552	0.591	0.540	grondbewerking
tiller	0.448	0.410	0.290	helmstok
tilt	0.365	0.549	0.463	kantelen
tilting	0.459	0.384	0.340	kantelen
timber	0.332	0.202	0.386	hout
timberland	0.550	0.415	0.571	bosland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	tijd
timeless	0.408	0.468	0.583	tijdloos
timeliness	0.760	0.404	0.582	tijdigheid
timely	0.865	0.387	0.591	tijdig
timeout	0.344	0.433	0.322	time-out
timepiece	0.650	0.279	0.461	uurwerk
timer	0.469	0.433	0.500	tijdopnemer
times	0.490	0.279	0.439	keer
timetable	0.561	0.189	0.491	rooster
timewasters	0.391	0.535	0.291	tijdverspillers
timid	0.327	0.276	0.132	timide
timidity	0.333	0.358	0.153	verlegenheid
timing	0.521	0.311	0.577	timing
tin	0.469	0.370	0.217	blik
tincture	0.440	0.360	0.402	tinctuur
tine	0.438	0.373	0.284	tand
tinfoil	0.448	0.284	0.311	aluminium folie
tinge	0.469	0.292	0.264	tint
tingle	0.460	0.560	0.264	tintelen
tingling	0.427	0.615	0.340	tintelingen
tinker	0.396	0.528	0.275	knutselen
tinkering	0.531	0.490	0.448	knutselen
tinkle	0.562	0.529	0.356	tinkelen
tinkling	0.612	0.530	0.324	rinkelend
tinnitus	0.384	0.536	0.411	oorsuizen
tinsel	0.663	0.521	0.473	klatergoud
tint	0.582	0.292	0.273	tint
tiny	0.479	0.196	0.125	klein
tip	0.708	0.221	0.518	tip
tipper	0.427	0.571	0.431	kipper
tipster	0.490	0.462	0.490	tipgever
tipsy	0.510	0.625	0.570	aangeschoten
tiptoe	0.510	0.490	0.407	op zijn tenen
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	band
tired	0.125	0.317	0.191	moe
tiredness	0.387	0.408	0.242	vermoeidheid
tiredofit	0.300	0.270	0.204	moe van
tireless	0.657	0.750	0.645	onvermoeibaar
tiresome	0.240	0.542	0.153	vermoeiend
tiring	0.153	0.510	0.176	vermoeiend
tissue	0.558	0.236	0.345	zakdoek
tistheseason	0.646	0.548	0.435	het seizoen
tit	0.402	0.539	0.388	mees
titan	0.598	0.653	0.811	Titan
titanic	0.427	0.786	0.795	titanisch
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	tienden
title	0.708	0.356	0.574	titel
titled	0.677	0.240	0.658	met een adellijke titel
titty	0.561	0.548	0.294	tieten
titular	0.704	0.385	0.760	titularis
toad	0.302	0.452	0.196	pad
toast	0.740	0.382	0.356	geroosterd brood
toaster	0.542	0.337	0.387	tosti apparaat
toasty	0.698	0.461	0.396	lekker
tobacco	0.327	0.546	0.387	tabak-
toby	0.427	0.375	0.330	Toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	vandaag
toddler	0.812	0.469	0.368	peuter
toe	0.406	0.221	0.293	teen
toenail	0.530	0.380	0.306	teennagel
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	samen
togetherness	0.906	0.360	0.635	saamhorigheid
toil	0.558	0.510	0.583	zwoegen
toilet	0.490	0.290	0.233	toilet
toils	0.480	0.710	0.482	zwoegen
token	0.510	0.418	0.414	token
tolerable	0.750	0.350	0.374	draaglijk
tolerance	0.875	0.206	0.649	tolerantie
tolerant	0.765	0.192	0.618	verdraagzaam
