English Word	Valence	Arousal	Dominance	Armenian Word
typical	0.635	0.206	0.426	բնորոշ
typically	0.569	0.377	0.559	սովորաբար
typist	0.551	0.559	0.528	մեքենագրուհի
typo	0.224	0.415	0.255	տառասխալ
typography	0.480	0.334	0.574	տպագրություն
tyrannical	0.167	0.860	0.731	բռնակալ
tyranny	0.112	0.792	0.705	բռնակալություն
tyrant	0.115	0.850	0.683	բռնակալ
tyre	0.480	0.358	0.407	անվադող
ubiquitous	0.635	0.571	0.884	ամենուր
ubiquity	0.578	0.490	0.595	համատարածություն
ugliness	0.094	0.407	0.267	այլանդակություն
ugly	0.167	0.630	0.254	տգեղ
uhoh	0.320	0.622	0.284	հհհ
ukulele	0.513	0.358	0.365	ուկուլելե
ulcer	0.286	0.596	0.377	խոց
ulterior	0.375	0.509	0.490	հետին
ultimate	0.648	0.645	0.544	վերջնական
ultimately	0.385	0.480	0.558	ի վերջո
ultimatum	0.219	0.855	0.837	վերջնագիր
ultimo	0.375	0.363	0.300	վերջնագիր
ultrasound	0.573	0.594	0.600	ուլտրաձայնային
ultraviolet	0.604	0.448	0.673	ուլտրամանուշակագույն
umbilical	0.398	0.406	0.333	umbilical
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	հովանոց
umpire	0.520	0.592	0.755	մրցավար
umpteen	0.510	0.460	0.611	անհամար
unabashed	0.292	0.614	0.488	անմխիթար
unabated	0.532	0.420	0.466	անմնացորդ
unable	0.132	0.459	0.193	անկարող
unacceptable	0.133	0.479	0.330	անընդունելի
unaccompanied	0.292	0.376	0.297	առանց ուղեկցության
unaccountable	0.180	0.600	0.543	անպատասխանատու
unaccounted	0.410	0.338	0.361	չհաշվառված
unacknowledged	0.240	0.269	0.116	չճանաչված
unadulterated	0.570	0.420	0.528	անարատ
unaffected	0.542	0.265	0.571	անփոփոխ
unafraid	0.500	0.520	0.655	անվախ
unaided	0.290	0.410	0.336	անօգնական
unaltered	0.571	0.269	0.598	անփոփոխ
unambiguous	0.406	0.390	0.578	միանշանակ
unanimity	0.490	0.407	0.706	միաձայնություն
unanimous	0.656	0.380	0.682	միաձայն
unanimously	0.686	0.333	0.738	միաձայն
unannounced	0.240	0.588	0.291	չհայտարարված
unanswered	0.276	0.361	0.219	անպատասխան
unanticipated	0.255	0.775	0.327	անսպասելի
unappreciated	0.143	0.431	0.209	չգնահատված
unapproved	0.184	0.471	0.254	չհաստատված
unarmed	0.427	0.420	0.241	անզեն
unassisted	0.302	0.320	0.211	չօժանդակված
unassuming	0.490	0.230	0.471	անհնազանդ
unattached	0.192	0.439	0.283	չկապված
unattainable	0.220	0.635	0.571	անհասանելի
unattended	0.255	0.400	0.167	առանց հսկողության
unattractive	0.177	0.307	0.208	անհրապույր
unauthorized	0.260	0.448	0.259	չարտոնված
unavailable	0.323	0.281	0.159	անհասանելի
unavoidable	0.350	0.580	0.445	անխուսափելի
unaware	0.208	0.355	0.310	անտեղյակ
unbalanced	0.302	0.596	0.343	անհավասարակշիռ
unbearable	0.125	0.798	0.447	անտանելի
unbeatable	0.735	0.719	0.681	անգերազանցելի
unbeaten	0.854	0.760	0.828	անպարտելի
unbecoming	0.123	0.471	0.288	անպատշաճ
unbelief	0.265	0.582	0.407	անհավատություն
unbelievable	0.771	0.790	0.717	անհավատալի
unbiased	0.625	0.378	0.618	անաչառ
unborn	0.312	0.300	0.216	չծնված
unbound	0.354	0.402	0.283	անկաշկանդ
unbounded	0.646	0.600	0.736	անսահմանափակ
unbreakable	0.653	0.573	0.759	անկոտրում
unbridled	0.396	0.759	0.448	անսանձ
unbroken	0.550	0.224	0.602	անխախտ
unbutton	0.479	0.539	0.311	բացել կոճակը
uncalled	0.344	0.294	0.222	անկանչ
uncanny	0.469	0.461	0.430	անսովոր
uncaring	0.177	0.245	0.321	անտարբեր
uncensured	0.438	0.649	0.509	անվնաս
uncertain	0.363	0.500	0.164	անորոշ
uncertainty	0.064	0.494	0.282	անորոշություն
unchallenged	0.552	0.394	0.545	անառարկելի
unchangeable	0.375	0.442	0.709	անփոփոխելի
unchanged	0.490	0.204	0.237	անփոփոխ
uncharted	0.188	0.406	0.413	չբացահայտված
uncherished	0.250	0.412	0.280	անշնորհակալ
uncivilized	0.133	0.600	0.400	ոչ քաղաքակիրթ
unclaimed	0.316	0.346	0.278	չպահանջված
uncle	0.653	0.255	0.578	հորեղբայր
unclean	0.133	0.529	0.134	անմաքուր
unclear	0.229	0.463	0.202	անհասկանալի
uncomfortable	0.188	0.610	0.214	անհարմար
uncommon	0.459	0.429	0.373	հազվադեպ
uncommonly	0.626	0.490	0.778	հազվադեպ
uncomplicated	0.740	0.260	0.453	ոչ բարդ
uncompromising	0.320	0.531	0.613	անզիջում
unconcerned	0.562	0.283	0.298	անհանգստացած
unconditional	0.760	0.493	0.715	անվերապահ
unconfirmed	0.334	0.321	0.339	չհաստատված
unconnected	0.188	0.265	0.213	չկապված
unconscionable	0.208	0.618	0.429	անբարեխիղճ
unconscious	0.240	0.356	0.195	անգիտակից վիճակում
unconsciousness	0.177	0.440	0.121	անգիտակիցություն
unconstitutional	0.230	0.588	0.491	հակասահմանադրական
unconstrained	0.653	0.640	0.635	անկաշկանդ
uncontested	0.510	0.471	0.689	անվիճելի
uncontrollable	0.265	0.790	0.626	անվերահսկելի
uncontrolled	0.188	0.891	0.544	անվերահսկելի
unconventional	0.177	0.509	0.288	ոչ ավանդական
unconvinced	0.409	0.458	0.228	անհամոզված
unconvincing	0.190	0.532	0.144	անհամոզիչ
uncooked	0.312	0.321	0.241	չեփած
uncooperative	0.250	0.422	0.246	ոչ համագործակցող
uncorrelated	0.333	0.327	0.316	անկապ
uncouth	0.080	0.761	0.350	անճարակ
uncover	0.771	0.552	0.648	բացահայտել
uncritical	0.480	0.367	0.412	ոչ քննադատական
uncut	0.448	0.422	0.278	չկտրված
undead	0.367	0.635	0.406	անմահացած
undecided	0.286	0.433	0.127	անորոշ
undefeated	0.833	0.752	0.825	անպարտելի
undefined	0.260	0.418	0.350	չսահմանված
undeniable	0.552	0.473	0.778	անհերքելի
underage	0.469	0.461	0.300	անչափահաս
underbelly	0.406	0.423	0.361	ստորգետնյա
undercover	0.388	0.627	0.483	ծածուկ
undercurrent	0.357	0.582	0.520	ստորգետնյա հոսանք
underdog	0.250	0.410	0.226	անհաջողակ
underestimate	0.413	0.464	0.193	թերագնահատում
undergo	0.398	0.554	0.339	ենթարկվել
undergraduate	0.583	0.500	0.559	բակալավրիատ
underground	0.396	0.455	0.452	ստորգետնյա
underhanded	0.188	0.415	0.527	թաքուն
underlay	0.521	0.365	0.458	տակդիր
underlie	0.323	0.378	0.275	հիմքում ընկած
underline	0.480	0.412	0.509	ընդգծել
underlying	0.480	0.445	0.452	հիմքում ընկած
undermine	0.316	0.491	0.413	խարխլել
undermined	0.365	0.409	0.394	խարխլված
underneath	0.450	0.265	0.158	տակը
underpaid	0.146	0.413	0.209	քիչ վճարված
underpants	0.448	0.473	0.276	անդրավարտիք
underprivileged	0.167	0.449	0.172	անապահով
underrated	0.208	0.520	0.333	թերագնահատված
underscore	0.375	0.275	0.306	ընդգծել
undersea	0.545	0.490	0.425	ստորջրյա
undersecretary	0.459	0.377	0.594	փոխքարտուղար
undersized	0.316	0.425	0.298	փոքր չափսերով
understaffed	0.148	0.444	0.302	թերբեռնված
understand	0.760	0.374	0.643	հասկանալ
understandable	0.776	0.363	0.566	հասկանալի
understanding	0.865	0.304	0.689	ըմբռնում
understatement	0.347	0.480	0.473	թերագնահատում
understood	0.780	0.441	0.686	հասկացել է
understudy	0.378	0.402	0.420	թերուսումնասիրել
undertake	0.796	0.702	0.754	ձեռնարկել
undertaker	0.363	0.696	0.611	ձեռնարկող
undertaking	0.667	0.530	0.696	ձեռնարկում
undertow	0.327	0.639	0.231	ստորջրյա
underwear	0.610	0.546	0.375	ներքնազգեստ
underwood	0.510	0.453	0.510	անդրփայտ
underworld	0.177	0.676	0.613	անդրաշխարհ
underwrite	0.416	0.520	0.423	տեղագրել
underwriter	0.571	0.327	0.620	տեղաբաշխող
undeserved	0.219	0.552	0.283	անարժան
undesirable	0.177	0.644	0.260	անցանկալի
undesired	0.156	0.441	0.235	անցանկալի
undetectable	0.438	0.539	0.604	աննկատելի
undetected	0.224	0.304	0.268	չբացահայտված
undetermined	0.265	0.256	0.353	անորոշ
undeveloped	0.292	0.330	0.254	չմշակված
undignified	0.122	0.627	0.308	անարժանապատիվ
undirected	0.330	0.417	0.310	չուղղորդված
undisclosed	0.479	0.361	0.314	չբացահայտված
undiscovered	0.438	0.347	0.261	չբացահայտված
undisputed	0.646	0.588	0.673	անվիճելի
undisturbed	0.725	0.287	0.434	անխռով
undivided	0.510	0.380	0.490	չբաժանված
undo	0.365	0.444	0.349	հետարկել
undoing	0.219	0.452	0.298	չեղարկում
undoubted	0.592	0.461	0.740	անկասկած
undress	0.438	0.900	0.336	մերկանալ
undressed	0.375	0.755	0.356	մերկացած
undue	0.156	0.573	0.318	անհարկի
undying	0.708	0.500	0.773	անմահ
unearned	0.177	0.340	0.213	չվաստակած
unearth	0.427	0.635	0.545	բացել
uneasiness	0.190	0.798	0.241	անհանգստություն
uneasy	0.115	0.598	0.349	անհանգիստ
uneducated	0.177	0.350	0.246	անկիրթ
unemployed	0.094	0.481	0.230	գործազուրկ
unemployment	0.094	0.400	0.297	գործազրկություն
unencumbered	0.604	0.280	0.472	անկաշկանդ
unending	0.385	0.519	0.454	անվերջ
unequal	0.118	0.433	0.202	անհավասար
unequalled	0.562	0.470	0.769	անզուգական
unequivocal	0.604	0.415	0.615	միանշանակ
unequivocally	0.521	0.668	0.554	միանշանակ
unethical	0.104	0.433	0.269	ոչ էթիկական
uneven	0.125	0.457	0.240	անհավասար
uneventful	0.510	0.343	0.410	առանց իրադարձությունների
unexpected	0.500	0.720	0.333	անսպասելի
unexpectedly	0.354	0.759	0.462	անսպասելիորեն
unexplainable	0.260	0.448	0.610	անբացատրելի
unexplained	0.271	0.531	0.349	անբացատրելի
unexplored	0.401	0.640	0.388	չուսումնասիրված
unfailing	0.625	0.635	0.594	անխափան
unfair	0.173	0.472	0.190	անարդար
unfairness	0.170	0.817	0.336	անարդարություն
unfaithful	0.031	0.806	0.298	անհավատարիմ
unfamiliar	0.219	0.558	0.273	անծանոթ
unfavorable	0.133	0.450	0.232	անբարենպաստ
unfeeling	0.235	0.377	0.345	անզգա
unfettered	0.569	0.650	0.586	անկաշկանդ
unfinished	0.188	0.368	0.264	անավարտ
unfit	0.250	0.368	0.185	ոչ պիտանի
unflinching	0.667	0.606	0.882	անսասան
unfold	0.612	0.510	0.520	բացվել
unfollow	0.281	0.337	0.293	չհետևել
unforeseen	0.255	0.714	0.500	չնախատեսված
unforgettable	0.833	0.561	0.660	անմոռանալի
unforgivable	0.276	0.743	0.490	աններելի
unforgiving	0.406	0.630	0.793	աններող
unfortunate	0.073	0.487	0.195	դժբախտ
unfortunately	0.104	0.494	0.281	ցավոք սրտի
unfounded	0.271	0.520	0.410	անհիմն
unfreeze	0.458	0.297	0.375	ապասառեցնել
unfriendly	0.173	0.670	0.458	անբարյացակամ
unfulfilled	0.184	0.426	0.268	չկատարված
unfurnished	0.316	0.333	0.272	չկահավորված
unglued	0.378	0.446	0.352	չսոսնձված
ungodly	0.296	0.423	0.388	անաստված
ungrateful	0.219	0.461	0.275	անշնորհակալ
unguarded	0.156	0.578	0.205	անպաշտպան
unhand	0.406	0.360	0.361	անձեռնմխելի
unhappiness	0.083	0.630	0.222	դժբախտություն
unhappy	0.112	0.500	0.155	դժբախտ
unharmed	0.740	0.378	0.491	անվնաս
unhealthy	0.115	0.549	0.214	անառողջ
unheard	0.344	0.539	0.500	չլսված
unhelpful	0.104	0.320	0.118	անօգուտ
unhindered	0.729	0.441	0.725	անխոչընդոտ
unholy	0.327	0.560	0.445	անսուրբ
unhook	0.375	0.592	0.310	անջատել
unicorn	0.776	0.510	0.480	միաեղջյուր
unidentified	0.385	0.361	0.199	անհայտ
unification	0.688	0.345	0.788	միավորում
unified	0.729	0.439	0.764	միասնական
uniform	0.570	0.245	0.655	համազգեստ
uniformed	0.469	0.519	0.589	համազգեստավոր
uniformity	0.745	0.353	0.538	միատարրություն
uniformly	0.625	0.333	0.704	միատեսակ
unimaginable	0.573	0.634	0.589	աներևակայելի
unimpeachable	0.684	0.550	0.784	անբացատրելի
unimpeached	0.458	0.335	0.433	անմեղադրելի
unimportant	0.281	0.240	0.175	անկարեւոր
unimpressed	0.198	0.302	0.327	տպավորված չէ
unimproved	0.163	0.377	0.144	չբարելավված
uninfected	0.688	0.304	0.389	չվարակված
uninformed	0.156	0.370	0.182	անտեղյակ
uninhabited	0.301	0.230	0.221	անմարդաբնակ
uninitiated	0.271	0.288	0.288	չնախաձեռնված
uninspired	0.163	0.243	0.260	չներշնչված
unintelligible	0.208	0.472	0.283	անհասկանալի
unintended	0.438	0.385	0.349	չնախատեսված
unintentional	0.333	0.538	0.306	ոչ միտումնավոր
unintentionally	0.460	0.490	0.286	ակամա
uninterested	0.365	0.240	0.328	անհետաքրքիր
uninteresting	0.153	0.235	0.228	անհետաքրքիր
uninterrupted	0.500	0.434	0.527	անխափան
uninvited	0.090	0.385	0.307	անկոչ
union	0.854	0.226	0.766	միություն
unique	0.823	0.347	0.661	եզակի
unisex	0.492	0.417	0.417	միասեքս
unison	0.510	0.439	0.583	միաձայն
unit	0.562	0.235	0.578	միավոր
unitary	0.531	0.239	0.641	ունիտար
unite	0.781	0.375	0.610	միավորվել
united	0.781	0.431	0.783	միասնական
unity	0.837	0.288	0.658	միասնություն
universal	0.802	0.417	0.833	ունիվերսալ
universality	0.796	0.410	0.840	ունիվերսալություն
universe	0.694	0.454	0.839	տիեզերք
university	0.735	0.574	0.741	համալսարան
unjust	0.115	0.625	0.278	անարդար
unjustifiable	0.115	0.596	0.394	անհիմն
unjustified	0.288	0.541	0.314	չարդարացված
unkind	0.135	0.409	0.310	անբարյացակամ
unknowable	0.347	0.540	0.396	անճանաչելի
unknown	0.357	0.450	0.204	անհայտ
unlawful	0.094	0.759	0.402	անօրինական
unleash	0.479	0.775	0.559	սանձազերծել
unlicensed	0.306	0.574	0.196	չլիցենզավորված
unlike	0.439	0.439	0.418	ի տարբերություն
unlikely	0.271	0.293	0.245	քիչ հավանական
unlimited	0.750	0.623	0.679	անսահմանափակ
unlisted	0.365	0.265	0.218	չցուցակված
unload	0.656	0.639	0.573	բեռնաթափել
unloaded	0.469	0.380	0.331	բեռնաթափված
unlock	0.582	0.442	0.592	բացել
unlucky	0.073	0.395	0.198	անհաջողակ
unmanageable	0.177	0.666	0.482	անկառավարելի
unmanned	0.235	0.441	0.324	անօդաչու
unmarked	0.416	0.294	0.433	չնշված
unmarried	0.438	0.480	0.545	չամուսնացած
unmask	0.323	0.690	0.520	դիմակազերծել
unmatched	0.776	0.536	0.771	անզուգական
unmistakable	0.602	0.571	0.765	անվրեպ
unmitigated	0.649	0.427	0.422	անմեղսունակ
unmoved	0.184	0.355	0.360	անշարժ
unnamed	0.316	0.189	0.284	անանուն
unnatural	0.153	0.587	0.434	անբնական
unnecessary	0.219	0.358	0.190	ավելորդ
unneeded	0.177	0.375	0.245	անպետք
unnoticed	0.302	0.440	0.260	աննկատ
unnumbered	0.406	0.255	0.331	անհամար
unobserved	0.398	0.255	0.257	չնկատված
unobstructed	0.583	0.440	0.573	անխոչընդոտ
unobtrusive	0.447	0.327	0.402	աննկատ
unoccupied	0.258	0.245	0.412	չզբաղված
unofficial	0.260	0.302	0.255	ոչ պաշտոնական
unopened	0.542	0.340	0.265	չբացված
unopposed	0.615	0.375	0.537	անհակառակ
unordered	0.224	0.482	0.190	չպատվիրված
unorganised	0.250	0.500	0.212	անկազմակերպ
unorganized	0.260	0.657	0.173	անկազմակերպ
unorthodox	0.340	0.480	0.441	անօրինական
unpack	0.531	0.528	0.445	բացել փաթեթավորումը
unpaid	0.300	0.413	0.365	չվճարված
unparalleled	0.708	0.306	0.538	անզուգական
unpleasant	0.122	0.612	0.185	տհաճ
unpleasantness	0.062	0.724	0.264	տհաճություն
unplug	0.239	0.441	0.404	անջատել վարդակից
unplugged	0.367	0.375	0.318	անջատված
unpopular	0.073	0.441	0.164	ոչ սիրված
unprecedented	0.500	0.491	0.658	աննախադեպ
unpredictable	0.429	0.769	0.515	անկանխատեսելի
unprepared	0.204	0.450	0.152	անպատրաստ
unpretentious	0.510	0.296	0.410	unpretentious
unproductive	0.100	0.324	0.237	անարդյունավետ
unprofessional	0.042	0.370	0.170	ոչ պրոֆեսիոնալ
unprofitable	0.163	0.376	0.217	անշահավետ
unprotected	0.150	0.582	0.197	անպաշտպան
unproven	0.296	0.427	0.216	չապացուցված
unprovoked	0.565	0.327	0.385	չգրգռված
unpublished	0.406	0.480	0.481	չհրապարակված
unpunished	0.292	0.594	0.519	անպատիժ
unqualified	0.170	0.433	0.173	ոչ որակավորված
unquestionable	0.469	0.450	0.843	անկասկածելի
unquestionably	0.500	0.630	0.750	անկասկած
unquestioned	0.562	0.509	0.746	անկասկած
unquote	0.388	0.363	0.517	չակերտավոր
unravel	0.378	0.598	0.455	քանդել
unreachable	0.208	0.679	0.557	անհասանելի
unread	0.458	0.240	0.214	չկարդացված
unreal	0.173	0.431	0.296	անիրական
unrealistic	0.229	0.500	0.245	անիրատեսական
unreasonable	0.115	0.702	0.264	անխոհեմ
unrecorded	0.241	0.351	0.350	չգրանցված
unregistered	0.255	0.337	0.266	չգրանցված
unregulated	0.344	0.454	0.421	չկարգավորված
unrelated	0.302	0.270	0.264	անկապ
unrelenting	0.500	0.790	0.875	անողոք
unreliable	0.108	0.480	0.240	անվստահելի
unremarkable	0.271	0.155	0.230	աննկատ
unrepentant	0.240	0.445	0.413	չզղջացող
unrequited	0.143	0.441	0.179	անպատասխան
unresolved	0.135	0.441	0.173	չլուծված
unresponsive	0.108	0.282	0.244	անպատասխանատու
unrest	0.102	0.577	0.231	անկարգություններ
unrestrained	0.385	0.775	0.627	անզուսպ
unrestricted	0.698	0.458	0.644	անսահմանափակ
unromantic	0.208	0.316	0.307	ոչ ռոմանտիկ
unruly	0.240	0.745	0.547	անհնազանդ
unsafe	0.115	0.562	0.147	անապահով
unsanitary	0.063	0.592	0.269	հակասանիտարական
unsatisfactory	0.122	0.520	0.189	անբավարար
unsatisfied	0.200	0.547	0.241	չբավարարված
unsavory	0.071	0.637	0.353	անճաշակ
unscathed	0.625	0.308	0.611	անվնաս
unscheduled	0.312	0.436	0.300	չնախատեսված
unscientific	0.396	0.317	0.321	ոչ գիտական
unscrew	0.333	0.462	0.396	ետ պտուտակել
unscrupulous	0.094	0.727	0.465	անբարեխիղճ
unseat	0.229	0.500	0.312	նստատեղ
unseen	0.427	0.351	0.421	անտեսանելի
unselfish	0.615	0.353	0.377	անշահախնդիր
unsettled	0.208	0.647	0.170	չկարգավորված
unsightly	0.226	0.559	0.373	անհրապույր
unsolicited	0.094	0.339	0.280	չպահանջված
unsolved	0.146	0.390	0.235	չլուծված
unsophisticated	0.327	0.491	0.339	ոչ բարդ
unsound	0.146	0.222	0.272	անառողջ
unspeakable	0.327	0.567	0.393	անասելի
unspecified	0.240	0.365	0.165	չճշտված
unspoken	0.177	0.260	0.208	չասված
unstable	0.167	0.587	0.150	անկայուն
unsteady	0.122	0.500	0.190	անկայուն
unstoppable	0.625	0.887	0.862	անկասելի
unsuccessful	0.140	0.318	0.106	անհաջող
unsuitable	0.188	0.528	0.300	ոչ պիտանի
unsung	0.296	0.330	0.314	չերգված
unsupervised	0.478	0.481	0.442	չվերահսկվող
unsupported	0.260	0.450	0.221	չաջակցվող
unsure	0.143	0.580	0.217	անվստահ
unsurpassed	0.694	0.569	0.798	անգերազանցելի
unsuspecting	0.302	0.509	0.413	անկասկած
unsustainable	0.255	0.650	0.406	անկայուն
unsweetened	0.396	0.263	0.300	չքաղցրած
unsympathetic	0.163	0.620	0.281	ոչ համակրելի
untamed	0.429	0.778	0.709	անզուսպ
untenable	0.143	0.637	0.425	անհիմն
untested	0.302	0.296	0.348	չփորձարկված
unthinkable	0.365	0.480	0.481	աներեւակայելի
untidy	0.106	0.610	0.254	անբարեկարգ
untie	0.542	0.463	0.472	արձակել
untimely	0.245	0.676	0.233	անժամանակ
untitled	0.213	0.240	0.240	անվերնագիր
untold	0.240	0.367	0.191	անպատմելի
untouchable	0.490	0.602	0.683	անձեռնմխելի
untouched	0.531	0.276	0.600	անձեռնմխելի
untoward	0.122	0.555	0.291	անբարենպաստ
untraceable	0.321	0.674	0.574	անհետագնաց
untrained	0.149	0.529	0.282	չմարզված
untranslated	0.271	0.188	0.264	անթարգմանված
untroubled	0.750	0.213	0.653	անհանգիստ
untrue	0.031	0.500	0.188	իրականությանը չհամապատասխանող
untrustworthy	0.097	0.449	0.287	անվստահելի
unturned	0.312	0.255	0.316	չշրջված
unused	0.344	0.231	0.234	չօգտագործված
unusual	0.429	0.433	0.361	անսովոր
unusually	0.385	0.406	0.358	անսովոր կերպով
unutterable	0.406	0.592	0.538	անասելի
unveil	0.439	0.442	0.562	բացել
unveiling	0.569	0.570	0.675	բացում
unverified	0.214	0.365	0.180	չստուգված
unwanted	0.177	0.546	0.205	անցանկալի
unwarranted	0.091	0.500	0.345	անհիմն
unwary	0.286	0.417	0.402	անզգույշ
unwashed	0.365	0.427	0.360	չլվացված
unwavering	0.740	0.630	0.858	անսասան
unwed	0.541	0.595	0.459	չամուսնացած
unwelcome	0.115	0.480	0.269	անցանկալի
unwell	0.143	0.640	0.221	վատառողջ
unwilling	0.302	0.316	0.179	ակամա
unwillingly	0.204	0.548	0.182	ակամա
unwillingness	0.204	0.311	0.113	չկամություն
unwind	0.837	0.181	0.394	լիցքաթափվել
unwise	0.141	0.610	0.304	անխոհեմ
unwitting	0.260	0.526	0.344	ակամա
unwittingly	0.312	0.510	0.264	ակամա
unworthy	0.194	0.433	0.226	անարժան
unwrap	0.604	0.491	0.557	փաթաթել
unwritten	0.367	0.384	0.272	չգրված
unyielding	0.367	0.806	0.738	անզիջող
unzip	0.378	0.520	0.538	unzip
upbeat	0.878	0.531	0.802	լավատես
upbringing	0.677	0.490	0.600	դաստիարակություն
upcoming	0.688	0.460	0.550	առաջիկայում
update	0.698	0.535	0.802	թարմացնել
upgrade	0.786	0.500	0.670	արդիականացնել
upheaval	0.290	0.830	0.570	ցնցում
uphill	0.396	0.723	0.572	վերև
uphold	0.698	0.321	0.561	պահպանել
upholstery	0.592	0.270	0.386	պաստառագործություն
upkeep	0.590	0.442	0.685	պահպանում
upland	0.719	0.578	0.607	բարձրադիր
uplands	0.615	0.471	0.577	բարձրավանդակներ
uplift	0.656	0.779	0.771	վերելք
uplifting	0.771	0.548	0.605	բարձրացնող
uplink	0.544	0.510	0.595	վերահղում
upload	0.638	0.683	0.696	վերբեռնել
upper	0.740	0.529	0.868	վերին
uppercut	0.410	0.600	0.550	uppercut
uppity	0.465	0.546	0.417	վրդովմունք
upright	0.667	0.373	0.600	ուղղաձիգ
uprising	0.561	0.777	0.704	ապստամբություն
uproar	0.271	0.902	0.462	աղմուկ
upscale	0.698	0.526	0.846	բարձրակարգ
upset	0.071	0.680	0.330	վրդովված
upshot	0.693	0.490	0.716	արդյունքը
upstairs	0.663	0.408	0.645	վերևում
upstanding	0.851	0.390	0.708	կանգուն
upstart	0.449	0.500	0.455	սկզբից
uptight	0.184	0.716	0.333	ամուր
upward	0.792	0.481	0.620	դեպի վեր
upwards	0.724	0.439	0.638	դեպի վեր
uranium	0.375	0.580	0.490	ուրան
urban	0.561	0.528	0.644	քաղաքային
urchin	0.417	0.510	0.373	ոզնի
urge	0.418	0.680	0.653	հորդոր
urgency	0.429	0.908	0.543	հրատապություն
urgent	0.327	0.918	0.623	հրատապ
urinal	0.214	0.510	0.306	միզամուղ
urinalysis	0.344	0.532	0.398	մեզի անալիզ
urinate	0.360	0.500	0.353	միզել
urination	0.271	0.441	0.232	միզարձակում
urine	0.375	0.361	0.169	մեզի
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	օգտագործելի
usage	0.646	0.360	0.426	օգտագործումը
use	0.438	0.358	0.409	օգտագործել
used	0.354	0.306	0.287	օգտագործված
useful	0.833	0.411	0.726	օգտակար
usefully	0.650	0.481	0.760	օգտակար
usefulness	0.806	0.519	0.741	օգտակարությունը
useless	0.052	0.342	0.184	անօգուտ
user	0.629	0.347	0.442	օգտագործող
usher	0.521	0.440	0.519	մուտքագրող
usual	0.625	0.221	0.400	սովորական
usurp	0.125	0.818	0.433	յուրացնել
usurped	0.292	0.780	0.438	ուզուրպացված
usury	0.344	0.679	0.430	վաշխառություն
utensil	0.573	0.279	0.383	սպասք
uterus	0.551	0.420	0.510	արգանդ
utilitarian	0.427	0.363	0.639	ուտիլիտարիստ
utility	0.622	0.400	0.704	օգտակար
utilization	0.562	0.469	0.706	օգտագործումը
utilize	0.694	0.445	0.545	օգտագործել
utmost	0.719	0.740	0.858	առավելագույնը
utopian	0.542	0.327	0.552	ուտոպիստական
utter	0.531	0.422	0.549	արտասանել
utterance	0.542	0.640	0.704	արտասանություն
utterly	0.633	0.440	0.673	բոլորովին
vacancy	0.643	0.311	0.418	թափուր աշխատատեղ
vacant	0.578	0.220	0.464	թափուր
vacate	0.357	0.490	0.397	ազատել
vacation	0.840	0.490	0.598	արձակուրդ
vaccination	0.530	0.578	0.621	պատվաստում
vaccine	0.500	0.520	0.555	պատվաստանյութ
vacuolar	0.439	0.370	0.439	վակուոլային
vacuole	0.490	0.406	0.481	վակուոլ
vacuous	0.354	0.267	0.304	դատարկ
vacuum	0.327	0.196	0.134	վակուում
vagabond	0.384	0.531	0.144	թափառաշրջիկ
vagina	0.551	0.870	0.500	հեշտոց
vaginal	0.449	0.765	0.420	հեշտոցային
vagrancy	0.219	0.567	0.277	թափառականություն
vagrant	0.265	0.548	0.250	թափառաշրջիկ
vague	0.271	0.335	0.083	անորոշ
vagueness	0.150	0.324	0.221	անորոշություն
vainly	0.365	0.283	0.169	ապարդյուն
valance	0.424	0.286	0.371	վալանս
vale	0.592	0.276	0.387	վալե
valedictorian	0.500	0.490	0.594	վարդապետ
valentine	0.888	0.615	0.510	վալենտին
valet	0.635	0.406	0.389	կամերդիներ
valiant	0.880	0.745	0.904	քաջարի
valid	0.693	0.353	0.565	վավեր
validate	0.760	0.431	0.745	վավերացնել
validation	0.655	0.460	0.720	վավերացում
validity	0.646	0.470	0.706	վավերականություն
valium	0.419	0.398	0.443	վալիում
valley	0.729	0.306	0.386	հովիտ
valor	0.833	0.442	0.763	քաջություն
valuable	0.899	0.547	0.798	արժեքավոր
valuables	0.790	0.625	0.759	թանկարժեք իրեր
valuation	0.615	0.480	0.795	գնահատումը
value	0.875	0.582	0.802	արժեքը
valve	0.323	0.363	0.471	փական
vamoose	0.459	0.455	0.389	վամուզ
vamp	0.310	0.794	0.566	վամպ
vampire	0.271	0.802	0.545	վամպիր
van	0.561	0.378	0.425	ֆուրգոն
vandal	0.135	0.792	0.473	վանդալ
vandalism	0.083	0.904	0.509	վանդալիզմ
vane	0.561	0.280	0.231	թիակ
vanguard	0.693	0.640	0.780	առաջապահ
vanilla	0.706	0.216	0.284	վանիլ
vanish	0.236	0.480	0.347	անհետանալ
vanished	0.208	0.566	0.255	անհետացել է
vanishing	0.292	0.550	0.322	անհետացող
vanity	0.260	0.540	0.439	ունայնություն
vanquish	0.708	0.760	0.804	հաղթել
vanquished	0.496	0.529	0.176	պարտված
vanquishing	0.600	0.748	0.764	հաղթական
vantage	0.740	0.632	0.788	առավելություն
vapor	0.510	0.358	0.318	գոլորշի
vara	0.490	0.333	0.407	վարա
variable	0.620	0.407	0.400	փոփոխական
variance	0.540	0.405	0.509	շեղում
