English Word	Valence	Arousal	Dominance	Sundanese Word
revert	0.380	0.451	0.519	balikkeun
reverting	0.562	0.385	0.544	ngabalikeun
review	0.667	0.408	0.636	resensi
reviewer	0.562	0.344	0.500	resensi
revise	0.500	0.469	0.509	ngarévisi
revision	0.417	0.459	0.710	révisi
revisit	0.552	0.530	0.509	nganjang deui
revival	0.823	0.664	0.597	wangenan
revive	0.676	0.780	0.778	nyegerkeun
revocation	0.260	0.610	0.673	panyabutan
revoke	0.251	0.696	0.737	nyabut
revolt	0.343	0.878	0.658	barontak
revolting	0.102	0.690	0.300	revolting
revolution	0.417	0.902	0.798	revolusi
revolutionary	0.635	0.887	0.824	revolusioner
revolutionize	0.684	0.816	0.904	revolutionize
revolve	0.592	0.546	0.402	ngurilingan
revolver	0.194	0.796	0.750	revolver
revolving	0.602	0.570	0.580	ngurilingan
revue	0.594	0.350	0.420	revue
revulsion	0.104	0.765	0.343	revulsi
revving	0.604	0.875	0.879	revving
reward	0.948	0.694	0.783	balesan
rewarding	0.958	0.637	0.783	ganjaran
rewind	0.460	0.551	0.431	mundurkeun
rewire	0.365	0.462	0.406	rewire
rewrite	0.490	0.500	0.434	nulis deui
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	rétorika
rhetorical	0.417	0.569	0.635	rétorika
rheumatism	0.219	0.472	0.418	rematik
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	badak
rhinoceros	0.556	0.656	0.569	badak
rhubarb	0.582	0.304	0.340	rhubarb
rhyme	0.667	0.249	0.481	sajak
rhyming	0.729	0.410	0.500	rhyming
rhythm	0.771	0.759	0.573	wirahma
rhythmic	0.714	0.642	0.664	ritmis
rhythmical	0.844	0.694	0.632	ritmis
rib	0.490	0.349	0.351	iga
ribbed	0.365	0.378	0.409	ribbed
ribbon	0.719	0.288	0.357	pita
rice	0.667	0.208	0.330	sangu
rich	0.882	0.627	0.905	beunghar
riches	0.958	0.694	0.880	kabeungharan
richness	0.896	0.833	0.922	kabeungharan
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	reyot
rickshaw	0.438	0.594	0.402	beca
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	nyingkirkeun
riddance	0.323	0.562	0.472	kabebasan
riddle	0.521	0.583	0.543	tatarucingan
riddled	0.281	0.861	0.422	riddled
ride	0.806	0.465	0.472	numpak
rider	0.635	0.627	0.574	pengendara
ridge	0.484	0.402	0.349	lamping
ridicule	0.143	0.745	0.255	nyindiran
ridiculed	0.112	0.806	0.212	dipoyok
ridiculous	0.159	0.594	0.245	pikaseurieun
riding	0.694	0.654	0.620	numpak
rife	0.570	0.561	0.692	riweuh
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	réfraff
rifle	0.329	0.900	0.718	bedil
rifleman	0.245	0.863	0.767	tukang bedil
rifles	0.337	0.864	0.765	bedil
rift	0.246	0.519	0.289	bengkahna
rig	0.542	0.382	0.746	rig
rigged	0.188	0.510	0.412	rigged
rigging	0.510	0.518	0.440	rigging
right	0.740	0.352	0.710	leres
righteous	0.823	0.385	0.790	soleh
righteousness	0.802	0.660	0.897	kabeneran
rightful	0.837	0.358	0.821	sah
rightly	0.740	0.471	0.782	leres
righty	0.750	0.314	0.786	leres
rigid	0.357	0.552	0.591	kaku
rigidity	0.198	0.530	0.726	kaku
rigor	0.375	0.745	0.713	kakeuheul
rigorous	0.438	0.818	0.847	rigorous
rim	0.510	0.397	0.302	pasisian
rind	0.542	0.280	0.491	kulit
ring	0.677	0.427	0.464	ngirining
ringer	0.573	0.604	0.347	ringer
ringing	0.724	0.598	0.693	ngirining
ringleader	0.520	0.550	0.640	pamimpin
ringmaster	0.630	0.622	0.732	pangurus
ringside	0.500	0.644	0.411	ringside
rink	0.551	0.392	0.392	rink
rinse	0.663	0.168	0.409	nyeuseuh
riot	0.061	0.946	0.586	karusuhan
rioting	0.156	0.949	0.560	karusuhan
riotous	0.163	0.837	0.588	rusuh
riots	0.099	0.882	0.564	karusuhan
rip	0.146	0.676	0.365	rip
riparian	0.552	0.408	0.412	riparian
ripe	0.671	0.337	0.670	asak
ripen	0.755	0.373	0.671	asak
ripening	0.615	0.490	0.759	asak
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	riak
rippling	0.500	0.480	0.327	rippling
rise	0.667	0.593	0.745	naék
rising	0.750	0.602	0.696	naék
risk	0.240	0.816	0.438	resiko
risky	0.224	0.922	0.700	picilakaeun
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	ritus
ritual	0.375	0.520	0.508	ritual
ritualistic	0.450	0.583	0.540	ritualistik
rival	0.286	0.605	0.574	saingan
rivalry	0.192	0.765	0.538	saingan
river	0.688	0.392	0.605	walungan
riverbank	0.684	0.300	0.330	sisi susukan
riverbed	0.610	0.233	0.421	dasar walungan
riverboat	0.561	0.347	0.462	parahu walungan
rivet	0.458	0.306	0.405	keling
riveted	0.385	0.439	0.443	keling
riveting	0.448	0.544	0.394	riveting
roach	0.146	0.598	0.259	kecoak
road	0.656	0.404	0.404	jalan
roadblock	0.337	0.669	0.490	panghalang jalan
roadhouse	0.500	0.620	0.458	imah jalan
roadie	0.500	0.566	0.455	roadie
roadrage	0.458	0.567	0.565	roadrage
roadrunner	0.490	0.702	0.590	tukang jalan
roads	0.677	0.448	0.496	jalan-jalan
roadside	0.500	0.569	0.472	sisi jalan
roadster	0.531	0.622	0.473	tukang jalan
roadtrip	0.677	0.596	0.519	jalan-jalan
roadway	0.562	0.206	0.509	jalan raya
roadworks	0.562	0.538	0.509	pagawean jalan
roam	0.510	0.550	0.444	ngumbara
roar	0.427	0.816	0.675	ngagaur
roaring	0.449	0.817	0.634	ngagerem
roast	0.521	0.541	0.311	manggang
roasted	0.615	0.520	0.339	dipanggang
rob	0.112	0.840	0.500	ngarampog
robber	0.135	0.772	0.481	garong
robbery	0.133	0.843	0.435	rampog
robe	0.594	0.216	0.298	jubah
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	robotik
robotics	0.592	0.600	0.763	robotika
robust	0.667	0.604	0.719	teguh
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	batu
rocker	0.615	0.704	0.625	goyang
rocket	0.664	0.824	0.774	rokét
rocks	0.365	0.209	0.543	batu
rod	0.479	0.319	0.355	rod
rodent	0.323	0.577	0.279	rodénsia
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	roe
rogue	0.334	0.713	0.636	bajingan
role	0.552	0.260	0.464	peran
roll	0.469	0.510	0.172	ngagugulung
roller	0.521	0.394	0.345	roller
rollercoaster	0.802	0.910	0.651	roler koster
rollers	0.490	0.365	0.336	gilinding
rollicking	0.878	0.806	0.552	ngagugulung
rolling	0.510	0.606	0.321	ngagugulung
roman	0.615	0.475	0.639	roman
romance	0.980	0.682	0.587	asmara
romantic	0.936	0.531	0.598	romantis
romanticism	0.854	0.521	0.593	romantisme
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	hateup
rooftop	0.571	0.471	0.461	hateup
rook	0.380	0.400	0.510	benteng
rookie	0.583	0.370	0.198	rookie
room	0.729	0.283	0.445	kamar
roomful	0.786	0.425	0.634	kamarana
roommate	0.750	0.481	0.480	batur sakamar
rooms	0.677	0.241	0.386	kamar
roomy	0.760	0.342	0.736	lega
roost	0.500	0.410	0.345	anggang
rooster	0.459	0.385	0.275	hayam jago
root	0.602	0.279	0.508	akar
root beer	0.582	0.520	0.415	akar bir
rooted	0.510	0.527	0.718	ngakar
rope	0.385	0.280	0.345	tali
ropes	0.458	0.304	0.402	tali-tali
rosary	0.806	0.140	0.430	tasbeh
rose	0.865	0.276	0.386	acuk
rosemary	0.688	0.381	0.425	rosemary
rosette	0.469	0.410	0.310	rosette
roster	0.531	0.306	0.381	daptar
rosy	0.940	0.528	0.755	rosa
rot	0.031	0.558	0.301	rot
rota	0.320	0.462	0.209	puteran
rotary	0.573	0.462	0.528	puteran
rotate	0.458	0.470	0.492	muter
rotation	0.670	0.520	0.550	rotasi
rote	0.561	0.481	0.696	apal
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	buruk
rotting	0.188	0.462	0.255	burukeun
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rouge
rough	0.406	0.794	0.632	kasar
roughly	0.448	0.539	0.463	kasarna
roughneck	0.323	0.640	0.491	beuheung kasar
roughness	0.214	0.578	0.490	kasarasan
roulette	0.326	0.690	0.422	roulette
round	0.552	0.434	0.311	buleud
roundabout	0.490	0.425	0.495	bundaran
rounded	0.592	0.391	0.396	dibuleudkeun
roundup	0.520	0.580	0.474	ngariung
rouse	0.521	0.490	0.463	ngahudangkeun
rouser	0.480	0.540	0.423	ngahudangkeun
rousing	0.714	0.517	0.692	ngahudangkeun
rout	0.163	0.625	0.233	karugian
route	0.583	0.353	0.518	jalur
routine	0.365	0.219	0.333	rutin
rove	0.457	0.400	0.400	rove
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	keliling
row	0.427	0.275	0.406	baris
rowboat	0.455	0.393	0.353	parahu dayeuh
rowdy	0.255	0.900	0.518	ribut
rowing	0.458	0.443	0.467	ngadayung
royal	0.796	0.430	0.759	karajaan
royalty	0.832	0.571	0.833	royalti
rub	0.521	0.565	0.400	ngagosok
rubber	0.460	0.217	0.315	karét
rubbers	0.604	0.360	0.414	karét
rubbing	0.406	0.569	0.440	ngagosok
rubbish	0.198	0.454	0.164	runtah
rubble	0.308	0.509	0.289	uing
rubdown	0.561	0.491	0.404	ngagosok
rubric	0.427	0.260	0.500	rubrik
ruby	0.663	0.408	0.544	ruby
ruckus	0.271	0.706	0.411	gubrak
rudder	0.439	0.469	0.509	setir
ruddy	0.490	0.630	0.395	beureum beureum
rude	0.061	0.821	0.402	kurang ajar
rudeness	0.280	0.819	0.692	kurang ajar
rudimentary	0.286	0.321	0.509	dasarna
rudiments	0.385	0.520	0.373	rudiments
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	karunya
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	bajingan
ruffle	0.443	0.561	0.518	ngarumpuyuk
rug	0.520	0.240	0.245	karpét
rugby	0.677	0.820	0.708	rugbi
rugged	0.561	0.569	0.793	kasar
ruin	0.125	0.588	0.192	uing
ruination	0.184	0.582	0.209	karuksakan
ruined	0.135	0.564	0.194	ancur
ruinous	0.255	0.690	0.275	ruinous
ruins	0.250	0.490	0.248	ruruntuhan
rule	0.567	0.427	0.593	aturan
ruler	0.440	0.400	0.631	pangawasa
ruling	0.177	0.566	0.410	kaputusan
rum	0.561	0.377	0.451	miras
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	ngaguruh
rummage	0.243	0.615	0.289	rumpaka
rumor	0.255	0.582	0.282	gosip
rumored	0.427	0.604	0.318	digosipkeun
rump	0.449	0.425	0.396	pungkur
rumpus	0.448	0.531	0.422	rumpaka
run	0.542	0.787	0.543	lumpat
runaround	0.448	0.519	0.349	runaround
runaway	0.271	0.770	0.402	kabur
rundown	0.520	0.296	0.465	daftar acara
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	rung
runner	0.459	0.747	0.632	lumpat
running	0.730	0.858	0.442	lumpat
running shoes	0.653	0.573	0.491	sapatu ngajalankeun
runny	0.540	0.439	0.325	runny
runt	0.370	0.500	0.445	runt
runway	0.585	0.373	0.406	landasan
rupture	0.125	0.633	0.430	beubeulahan
rural	0.562	0.245	0.408	padesaan
ruse	0.531	0.640	0.546	tipu daya
rush	0.406	0.809	0.546	rurusuhan
rushing	0.398	0.821	0.529	rurusuhan
rust	0.281	0.265	0.321	keyeng
rusted	0.286	0.357	0.302	karat
rustic	0.369	0.657	0.491	padesaan
rustle	0.333	0.538	0.394	rustle
rustler	0.281	0.830	0.429	rustler
rusty	0.271	0.345	0.231	karat
rut	0.333	0.310	0.392	rut
ruth	0.469	0.427	0.444	ruth
ruthless	0.208	0.850	0.670	kejem
rye	0.490	0.298	0.411	rye
sabbatical	0.771	0.240	0.427	sabbas
saber	0.551	0.620	0.553	saber
sable	0.449	0.596	0.500	sabel
sabotage	0.135	0.906	0.500	sabotase
saboteur	0.250	0.804	0.407	saboteur
sac	0.344	0.245	0.226	sac
sack	0.385	0.337	0.264	karung
sacrament	0.690	0.316	0.700	sakramén
sacred	0.833	0.375	0.862	suci
sacrifice	0.208	0.833	0.534	kurban
sacrifices	0.281	0.717	0.538	kurban
sacrificial	0.198	0.755	0.452	pangorbanan
sacrilege	0.281	0.708	0.491	sacrilege
sacrilegious	0.146	0.736	0.449	sacrilegious
sad	0.225	0.333	0.149	sedih
sadday	0.520	0.418	0.411	hanjakal
saddens	0.104	0.436	0.144	saddens
saddle	0.510	0.509	0.306	pelana
sadist	0.042	0.918	0.500	sadis
sadistic	0.031	0.906	0.618	sadis
sadly	0.047	0.255	0.216	hanjakal
sadness	0.052	0.288	0.164	kasedih
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	aman
safeguard	0.786	0.624	0.700	ngajaga
safekeeping	0.653	0.510	0.586	panyimpen
safety	0.708	0.491	0.868	kaamanan
saffron	0.443	0.373	0.349	saffron
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	sage
saggy	0.370	0.429	0.300	kerung
sail	0.615	0.220	0.325	balayar
sailboat	0.719	0.392	0.381	parahu layar
sailing	0.667	0.520	0.500	balayar
sailor	0.500	0.588	0.500	pelaut
saint	0.812	0.240	0.693	santo
sainted	0.708	0.296	0.676	suci
saintly	0.865	0.286	0.591	sakti
sake	0.490	0.573	0.407	demi
salad	0.750	0.260	0.307	salat
salamander	0.410	0.362	0.309	salamander
salami	0.667	0.360	0.339	salami
salary	0.786	0.480	0.652	gajih
sale	0.647	0.602	0.573	jualan
salesgirl	0.582	0.490	0.605	tukang jualan
salesman	0.643	0.559	0.664	tukang jualan
salient	0.600	0.573	0.702	menonjol
saline	0.430	0.340	0.385	uyah
saliva	0.214	0.265	0.236	ciduh
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	lauk salmon
salmonella	0.167	0.608	0.312	salmonella
salon	0.531	0.296	0.463	salon
saloon	0.630	0.300	0.364	salon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	uyah
salted	0.333	0.400	0.304	asin
saltwater	0.327	0.330	0.364	cai asin
salty	0.388	0.531	0.288	asin
salutary	0.885	0.360	0.686	salutary
salutation	0.878	0.417	0.500	salam
salute	0.833	0.542	0.681	salam
salvage	0.622	0.510	0.832	nyalametkeun
salvation	0.857	0.480	0.800	kasalametan
salve	0.612	0.390	0.500	salep
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	kasaruaan
sample	0.521	0.187	0.452	sampel
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	sanatorium
sanctification	0.770	0.431	0.816	kasucian
sanctified	0.792	0.240	0.612	disucikeun
sanctify	0.673	0.443	0.783	nyucikeun
sanctimonious	0.240	0.365	0.327	sanctimonious
sanction	0.201	0.750	0.517	sangsi
sanctioned	0.323	0.696	0.391	sanksi
sanctity	0.771	0.330	0.628	kasucian
sanctuary	0.863	0.226	0.575	tempat suci
sanctum	0.521	0.438	0.657	tempat suci
sand	0.582	0.279	0.304	keusik
sandal	0.490	0.283	0.333	sendal
sandbox	0.573	0.274	0.264	kotak pasir
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	tukang pasir
sandpaper	0.417	0.425	0.404	amplas
sands	0.646	0.304	0.377	pasir
sandstorm	0.324	0.821	0.629	badai pasir
sandwich	0.672	0.314	0.310	sandwich
sandy	0.406	0.265	0.296	keusik
sane	0.760	0.235	0.670	waras
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	sanitasi
sanitary	0.458	0.320	0.425	sanitasi
sanitation	0.742	0.312	0.500	sanitasi
sanity	0.667	0.333	0.655	kawarasan
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	santa
sap	0.470	0.298	0.258	geutah
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	sapir
sappy	0.583	0.469	0.330	kasep
sarcasm	0.125	0.685	0.346	sarkasme
sarcastic	0.397	0.781	0.298	sarkastik
sarcoma	0.260	0.519	0.402	sarkoma
sarcophagus	0.271	0.561	0.435	sarkofagus
sardine	0.541	0.236	0.236	sardén
sardonic	0.208	0.679	0.446	sardonic
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	sarung
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	sassy
satanic	0.062	0.843	0.720	setan
satchel	0.521	0.306	0.345	kantong
sate	0.667	0.400	0.472	saté
satellite	0.562	0.409	0.764	satelit
satin	0.519	0.396	0.481	satin
satire	0.458	0.655	0.472	sindiran
satirical	0.323	0.615	0.538	sindiran
satisfaction	0.939	0.637	0.673	kapuasan
satisfactorily	0.765	0.570	0.802	nyugemakeun
satisfactory	0.959	0.569	0.702	nyugemakeun
satisfied	0.959	0.510	0.685	wareg
satisfy	0.867	0.790	0.705	nyugemakeun
satisfying	0.890	0.606	0.814	nyugemakeun
saturate	0.281	0.680	0.467	jenuh
saturated	0.474	0.700	0.442	jenuh
saturation	0.255	0.582	0.583	jenuh
satyr	0.280	0.639	0.500	satir
sauce	0.562	0.515	0.288	saos
saucepan	0.347	0.264	0.321	panci
saucer	0.510	0.327	0.337	piring
saucy	0.250	0.653	0.391	heureuy
sauerkraut	0.531	0.454	0.336	sauerkraut
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	sosis
savage	0.204	0.931	0.605	biadab
savagery	0.219	0.907	0.711	savagery
savanna	0.606	0.147	0.394	sabana
savannah	0.729	0.212	0.309	sabana
savant	0.781	0.451	0.818	savant
save	0.770	0.439	0.682	nyalametkeun
saver	0.745	0.382	0.802	panghemat
saving	0.663	0.230	0.621	nyimpen
savings	0.776	0.431	0.608	tabungan
savior	0.920	0.469	0.804	Jurusalamet
savor	0.827	0.552	0.526	ngeunah
savory	0.812	0.717	0.619	gurih
savvy	0.719	0.520	0.706	pinter
saw	0.316	0.541	0.518	nempo
sawdust	0.398	0.279	0.241	sawdust
sawmill	0.427	0.378	0.434	sawmill
sax	0.573	0.465	0.409	sax
saxophone	0.688	0.444	0.482	saxophone
say	0.571	0.310	0.482	ngomong
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	budug
scabbard	0.325	0.219	0.217	sarung
scaffold	0.480	0.500	0.336	parancah
scaffolding	0.496	0.366	0.545	parancah
scalding	0.271	0.540	0.381	ngaduruk
scale	0.310	0.350	0.577	skala
scales	0.439	0.330	0.491	timbangan
scallop	0.490	0.363	0.331	kerang
scalp	0.347	0.346	0.302	kulit sirah
scalpel	0.302	0.700	0.482	scalpel
scaly	0.281	0.481	0.358	sisikian
scam	0.042	0.745	0.418	panipuan
scamp	0.458	0.464	0.371	ngacapruk
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	nyeken
scandal	0.122	0.821	0.557	skandal
scandalous	0.135	0.907	0.556	skandal
scanner	0.531	0.356	0.567	scanner
scanty	0.287	0.333	0.127	saeutik
scape	0.290	0.625	0.536	scape
scapegoat	0.184	0.685	0.481	kambing hitam
scar	0.146	0.500	0.397	tapak tatu
scarab	0.406	0.458	0.267	scarab
scarce	0.292	0.324	0.218	langka
scarcely	0.082	0.412	0.160	bieu
scarcity	0.167	0.500	0.182	kakirangan
scare	0.122	0.910	0.264	nyingsieunan
scarecrow	0.219	0.274	0.349	tukang sawah
scared	0.146	0.828	0.185	sieun
scares	0.122	0.847	0.386	nyingsieunan
scarf	0.750	0.224	0.224	syal
scarier	0.156	0.846	0.472	leuwih pikasieuneun
scariest	0.167	0.863	0.538	paling pikasieuneun
scarlet	0.507	0.390	0.411	beureum saulas
scary	0.062	0.952	0.528	sieun
scat	0.337	0.548	0.409	paburencay
scatter	0.229	0.620	0.404	paburencay
scattered	0.208	0.380	0.238	paburencay
scattering	0.347	0.550	0.394	paburencay
scavenger	0.177	0.578	0.408	pamulung
scenario	0.667	0.510	0.683	skenario
scene	0.570	0.340	0.578	adegan
scenery	0.745	0.253	0.592	pamandangan
scenic	0.684	0.548	0.756	endah
scent	0.633	0.410	0.491	seungit
scented	0.865	0.509	0.431	seungit
scepter	0.630	0.300	0.670	scepter
sceptical	0.214	0.387	0.466	skeptis
scepticism	0.292	0.444	0.550	skeptisisme
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	jadwal
schematic	0.490	0.284	0.647	skéma
scheme	0.521	0.269	0.577	skéma
schilling	0.367	0.410	0.418	schilling
schism	0.280	0.569	0.386	perpecahan
schizophrenia	0.092	0.880	0.435	skizofrenia
schizophrenic	0.102	0.958	0.433	schizophrenic
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	ulama
scholarly	0.750	0.466	0.709	ilmiah
scholarship	0.866	0.490	0.625	beasiswa
scholastic	0.500	0.470	0.491	skolastik
school	0.765	0.423	0.633	sakola
schoolboy	0.623	0.385	0.441	budak sakola
schoolgirl	0.760	0.521	0.415	budak sakola
schoolhouse	0.602	0.407	0.672	imah sakola
schooling	0.582	0.462	0.640	sakola
schoolmaster	0.667	0.368	0.852	guru sakola
schoolteacher	0.521	0.380	0.632	guru sakola
schoolwork	0.479	0.500	0.481	péér
schoolyard	0.684	0.529	0.440	pakarangan sakola
schooner	0.635	0.408	0.427	sekunar
sciatica	0.286	0.443	0.393	sciatica
science	0.588	0.429	0.741	elmu pangaweruh
scientific	0.653	0.510	0.836	ilmiah
scientist	0.562	0.500	0.790	élmuwan
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	herang
scintillation	0.576	0.579	0.573	scintillation
scintillator	0.583	0.670	0.510	scintillator
scion	0.490	0.380	0.451	katurunan
scissors	0.458	0.462	0.302	gunting
scoff	0.125	0.686	0.306	nyedek
scold	0.194	0.755	0.626	nyeuri
scolding	0.071	0.833	0.417	nyeuri
scone	0.418	0.287	0.229	scone
scoop	0.583	0.543	0.640	scoop
scoot	0.510	0.490	0.412	scoot
scooter	0.510	0.587	0.371	skuter
scope	0.656	0.386	0.718	wengkuan
scorch	0.214	0.689	0.491	ngaduruk
scorching	0.406	0.635	0.464	hareudang
score	0.670	0.388	0.589	Asup
scoreboard	0.667	0.484	0.472	papan skor
scorer	0.730	0.608	0.764	tukang nyitak
scores	0.594	0.469	0.629	skor
scorn	0.110	0.721	0.356	ngahina
scorned	0.062	0.529	0.226	dihina
scornful	0.173	0.608	0.368	ngahina
scorpion	0.198	0.745	0.600	kalajengking
scotch	0.578	0.520	0.615	scotch
scoundrel	0.094	0.740	0.412	bajingan
scour	0.388	0.602	0.632	nyisir
scourge	0.214	0.640	0.302	moyok
scout	0.656	0.611	0.763	pramuka
scowl	0.302	0.600	0.413	nyerengeh
scrabble	0.625	0.412	0.399	nyeker
scram	0.306	0.485	0.409	scram
scramble	0.469	0.744	0.500	berebut
scrambled	0.451	0.535	0.539	diacak-acak
scrambler	0.417	0.550	0.444	tukang ngacapruk
scrambling	0.421	0.810	0.731	ngagogoreng
scrap	0.156	0.339	0.173	besi tua
scrapbook	0.562	0.274	0.432	scrapbook
scrape	0.365	0.615	0.384	kerok
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	kerok
scrappy	0.301	0.375	0.406	scrappy
scratch	0.276	0.625	0.270	ngeruk
scratchy	0.235	0.610	0.436	gareulis
scrawny	0.276	0.422	0.245	kusut
scream	0.188	0.863	0.594	ngagorowok
screamer	0.156	0.670	0.392	tukang ngagorowok
screaming	0.245	0.901	0.460	ngagorowok
screech	0.214	0.802	0.306	ngagorowok
screen	0.670	0.300	0.417	layar
screening	0.562	0.570	0.709	saringan
screenplay	0.500	0.406	0.518	skenario
screenwriter	0.571	0.500	0.712	panulis skenario
screw	0.385	0.460	0.377	screw
screwball	0.271	0.680	0.505	obeng
screwdriver	0.520	0.519	0.439	obeng
screwed	0.302	0.520	0.464	ngaco
screwy	0.344	0.596	0.450	ngaco
screwyou	0.260	0.647	0.509	képrét siah
scribble	0.429	0.453	0.358	coretan
scribe	0.541	0.264	0.491	juru tulis
scrimmage	0.367	0.660	0.411	scrimmage
scrip	0.430	0.462	0.455	naskah
script	0.610	0.450	0.527	naskah
scriptural	0.551	0.250	0.596	kitab suci
scripture	0.745	0.270	0.630	kitab suci
scroll	0.375	0.630	0.409	ngagugulung
scrotum	0.396	0.653	0.361	skrotum
scrounge	0.210	0.565	0.397	nyeker
scrounger	0.323	0.490	0.358	tukang nyisir
scrub	0.417	0.420	0.500	ngagosok
scruffy	0.194	0.435	0.176	kusut
scrumptious	0.959	0.650	0.566	nikmat
scrupulous	0.545	0.685	0.602	taliti
scrutinize	0.458	0.587	0.573	ngariksa
scrutiny	0.500	0.653	0.658	panilitian
scuba	0.542	0.494	0.456	scuba
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	scuffle
scullery	0.469	0.337	0.353	scullery
sculptor	0.653	0.431	0.694	tukang sculptor
sculpture	0.750	0.346	0.490	patung
sculptured	0.708	0.373	0.557	dipahat
scum	0.357	0.380	0.218	runtah
scumbag	0.240	0.591	0.278	bajingan
scurry	0.398	0.647	0.509	scurry
scurvy	0.354	0.462	0.312	scurvy
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	laut
seaboard	0.663	0.356	0.507	basisir
seafood	0.656	0.500	0.328	kadaharan ti laut
seagull	0.635	0.245	0.314	manuk camar
seal	0.490	0.218	0.518	ngégél
seals	0.412	0.241	0.402	anjing laut
seam	0.427	0.250	0.414	jahitan
seaman	0.520	0.510	0.672	pelaut
seamless	0.459	0.140	0.302	mulus
seamstress	0.535	0.288	0.389	tukang jahit
seaport	0.594	0.317	0.491	palabuan laut
sear	0.490	0.553	0.600	sear
search	0.635	0.580	0.462	milarian
searching	0.534	0.657	0.466	néangan
searchlight	0.622	0.510	0.552	sorotan
seared	0.229	0.410	0.398	dibakar
seashore	0.796	0.310	0.375	basisir
seasick	0.115	0.683	0.245	mabok laut
seaside	0.887	0.520	0.508	sisi laut
season	0.792	0.410	0.519	usum
seasonal	0.592	0.273	0.305	musiman
seasoned	0.812	0.570	0.509	bumbuna
seasoning	0.633	0.388	0.479	bumbu
seat	0.542	0.281	0.434	korsi
seatbelt	0.656	0.314	0.726	sabuk pangaman
seating	0.552	0.265	0.286	tempat diuk
seawater	0.760	0.197	0.491	cai laut
seaweed	0.446	0.286	0.382	juket laut
sec	0.490	0.385	0.380	sek
secession	0.323	0.561	0.509	pamisahan
secluded	0.357	0.265	0.240	terpencil
seclusion	0.230	0.558	0.505	ngasingkeun
second	0.490	0.210	0.250	kadua
second cousin	0.698	0.360	0.441	misan kadua
secondary	0.636	0.375	0.260	sekundér
secondhand	0.194	0.389	0.283	tilas
secrecy	0.294	0.549	0.475	rasiah
secret	0.479	0.580	0.509	rusiah
secretariat	0.518	0.459	0.597	sekretariat
secretary	0.612	0.426	0.561	Sekertaris
secrete	0.427	0.567	0.518	rusiah
secretion	0.354	0.582	0.529	sékrési
secretive	0.390	0.250	0.538	rusiah
secretly	0.525	0.404	0.479	cicingeun
sect	0.265	0.667	0.526	sekte
