English Word	Valence	Arousal	Dominance	Tamil Word
skeleton	0.183	0.464	0.343	எலும்புக்கூடு
skeptic	0.135	0.440	0.500	சந்தேகம் கொண்டவர்
skeptical	0.207	0.500	0.452	சந்தேகம்
skepticism	0.229	0.480	0.582	சந்தேகம்
sketch	0.704	0.276	0.420	ஓவியம்
sketching	0.729	0.327	0.400	வரைதல்
sketchy	0.333	0.479	0.241	ஓவியமான
skewed	0.340	0.480	0.361	வளைந்த
skewer	0.470	0.365	0.457	சூலம்
ski	0.684	0.670	0.471	பனிச்சறுக்கு
skid	0.357	0.640	0.440	சறுக்கல்
skier	0.802	0.788	0.639	சறுக்கு வீரர்
skiff	0.479	0.375	0.472	சறுக்கல்
skiing	0.823	0.824	0.620	பனிச்சறுக்கு
skijump	0.635	0.647	0.482	பனிச்சறுக்கு
skill	0.847	0.701	0.833	திறமை
skilled	0.886	0.614	0.929	திறமையான
skillet	0.510	0.296	0.345	வாணலி
skillful	0.802	0.616	0.908	திறமையான
skim	0.418	0.328	0.322	மெல்லிய
skimpy	0.302	0.349	0.208	மெலிந்த
skin	0.569	0.350	0.395	தோல்
skinny	0.333	0.333	0.298	ஒல்லியான
skip	0.458	0.804	0.439	தவிர்க்கவும்
skipper	0.440	0.577	0.692	கேப்டன்
skirmish	0.290	0.640	0.474	சண்டை
skirt	0.602	0.463	0.226	பாவாடை
skirting	0.449	0.529	0.386	பாவாடை
skirts	0.622	0.538	0.241	ஓரங்கள்
skit	0.438	0.434	0.421	சறுக்கல்
skittish	0.156	0.815	0.172	முட்டாள்தனமான
skull	0.276	0.558	0.574	மண்டை ஓடு
skunk	0.284	0.491	0.380	ஸ்கங்க்
sky	0.958	0.234	0.401	வானம்
skylight	0.708	0.314	0.343	ஆகாய விளக்கு
skyline	0.592	0.412	0.662	வானலை
skyscraper	0.622	0.696	0.798	வானளாவிய கட்டிடம்
slab	0.398	0.265	0.264	பலகை
slack	0.521	0.283	0.446	மந்தமான
slag	0.266	0.600	0.254	கசடு
slam	0.459	0.577	0.480	அறைகூவல்
slammer	0.417	0.565	0.391	அறைகூவல்
slander	0.184	0.604	0.454	அவதூறு
slanderous	0.057	0.800	0.337	அவதூறு
slang	0.479	0.418	0.491	ஸ்லாங்
slant	0.469	0.396	0.536	சாய்வு
slap	0.100	0.804	0.518	அறைதல்
slash	0.260	0.500	0.509	வெட்டு
slashes	0.330	0.328	0.410	வெட்டுகிறது
slate	0.531	0.283	0.431	கற்பலகை
slates	0.500	0.270	0.342	ஸ்லேட்டுகள்
slaughter	0.052	0.953	0.602	படுகொலை
slaughterhouse	0.146	0.794	0.472	இறைச்சி கூடம்
slaughtering	0.133	0.947	0.714	படுகொலை
slave	0.171	0.795	0.151	அடிமை
slavery	0.052	0.783	0.218	அடிமைத்தனம்
slay	0.133	0.920	0.585	கொல்லு
slayer	0.041	0.930	0.661	கொலைகாரன்
sleaze	0.312	0.538	0.405	கசடு
sleazy	0.292	0.674	0.370	இழிவான
sled	0.635	0.547	0.446	சவாரி
sledding	0.625	0.547	0.422	sledding
sledge	0.646	0.500	0.361	ஸ்லெட்ஜ்
sledgehammer	0.449	0.479	0.482	ஸ்லெட்ஜ்ஹாம்மர்
sleek	0.750	0.484	0.643	நேர்த்தியான
sleep	0.719	0.090	0.339	தூங்கு
sleeper	0.640	0.154	0.254	தூங்குபவர்
sleeping	0.704	0.091	0.312	தூங்குகிறது
sleepless	0.213	0.410	0.207	தூக்கமில்லாத
sleeplessness	0.104	0.604	0.202	தூக்கமின்மை
sleepover	0.815	0.519	0.340	தூக்கம்
sleepy	0.604	0.125	0.250	தூக்கம்
sleepyhead	0.327	0.350	0.294	தூக்கம் தலை
sleet	0.410	0.355	0.395	பனிமழை
sleeve	0.531	0.270	0.273	ஸ்லீவ்
sleeveless	0.638	0.290	0.200	ஸ்லீவ்லெஸ்
sleigh	0.742	0.551	0.396	சறுக்கு வண்டி
sleight	0.719	0.677	0.379	சாந்தம்
slender	0.812	0.548	0.664	மெல்லிய
sleuth	0.460	0.633	0.676	வேட்டைக்காரன்
slice	0.583	0.375	0.303	துண்டு
slick	0.388	0.383	0.349	மென்மையாய்
slicker	0.727	0.387	0.519	மென்மையாய்
slide	0.615	0.435	0.432	ஸ்லைடு
slider	0.585	0.491	0.518	ஸ்லைடர்
sliding	0.356	0.730	0.491	நெகிழ்
slight	0.521	0.240	0.155	லேசான
slight anticipation	0.562	0.490	0.445	சிறிய எதிர்பார்ப்பு
slight disgust	0.156	0.578	0.318	லேசான வெறுப்பு
slight surprise	0.677	0.746	0.557	லேசான ஆச்சரியம்
slight trust	0.306	0.400	0.245	சிறிய நம்பிக்கை
slightly	0.470	0.274	0.255	சிறிது
slightly negative	0.190	0.472	0.259	சற்று எதிர்மறை
slightly positive	0.792	0.480	0.567	சற்று நேர்மறை
slim	0.562	0.180	0.296	மெலிதான
slime	0.300	0.370	0.183	சேறு
slimy	0.177	0.500	0.309	மெலிதான
sling	0.417	0.423	0.404	கவண்
slingshot	0.323	0.654	0.474	ஸ்லிங்ஷாட்
slink	0.460	0.546	0.314	ஸ்லிங்க்
slinky	0.400	0.637	0.603	மெல்லிய
slip	0.316	0.714	0.321	நழுவும்
slipper	0.635	0.298	0.245	செருப்பு
slippers	0.573	0.413	0.236	செருப்புகள்
slippery	0.219	0.740	0.343	வழுக்கும்
slit	0.406	0.490	0.366	பிளவு
sliver	0.388	0.347	0.291	சில்வர்
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	சோம்பேறி
slogan	0.550	0.216	0.564	முழக்கம்
sloop	0.480	0.375	0.380	சரிவு
slop	0.306	0.409	0.325	சரிவு
slope	0.347	0.438	0.279	சாய்வு
sloppy	0.303	0.441	0.183	சேறும் சகதியுமான
slot	0.469	0.337	0.337	ஸ்லாட்
sloth	0.198	0.140	0.125	சோம்பல்
slouch	0.365	0.450	0.328	ஸ்லோகம்
slough	0.265	0.390	0.200	மந்தமான
slow	0.357	0.073	0.131	மெதுவாக
slowly	0.427	0.185	0.295	மெதுவாக
slowness	0.302	0.212	0.191	மந்தநிலை
sludge	0.354	0.396	0.229	சேறு
slug	0.276	0.370	0.160	ஸ்லக்
slugger	0.458	0.500	0.518	சோம்பேறி
sluggish	0.224	0.124	0.155	மந்தமான
sluice	0.427	0.520	0.365	மதகு
slum	0.292	0.528	0.302	சேரி
slumber	0.592	0.191	0.426	தூக்கமும்
slump	0.194	0.438	0.130	சரிவு
slur	0.115	0.814	0.427	அவதூறு
slurp	0.540	0.528	0.411	கசடு
slush	0.427	0.283	0.296	சேறு
slut	0.071	0.808	0.309	வேசி
slutty	0.224	0.810	0.371	முட்டாள்தனமான
sly	0.573	0.690	0.750	தந்திரமான
smack	0.323	0.662	0.381	ஸ்மாக்
small	0.542	0.205	0.120	சிறிய
smaller	0.300	0.310	0.179	சிறியது
smallest	0.281	0.340	0.129	மிகச் சிறியது
smallpox	0.156	0.583	0.222	பெரியம்மை
smart	0.906	0.607	0.923	புத்திசாலி
smartass	0.364	0.520	0.620	புத்திசாலி
smarten	0.602	0.490	0.551	புத்திசாலித்தனமாக
smarty	0.673	0.510	0.848	புத்திசாலி
smash	0.195	0.692	0.530	அடித்து நொறுக்கு
smashed	0.143	0.660	0.256	அடித்து நொறுக்கப்பட்டது
smattering	0.448	0.460	0.500	நொறுக்குத்தீனி
smear	0.230	0.433	0.400	ஸ்மியர்
smell	0.510	0.520	0.330	வாசனை
smelling	0.458	0.481	0.349	வாசனை
smelly	0.100	0.528	0.245	துர்நாற்றம் வீசும்
smelt	0.333	0.441	0.345	மணம்
smidgen	0.367	0.385	0.357	ஸ்மிட்ஜென்
smile	0.906	0.598	0.618	புன்னகை
smiled	0.949	0.530	0.536	சிரித்தார்
smiles	0.892	0.606	0.607	புன்னகைக்கிறார்
smiley	0.865	0.470	0.571	புன்னகை
smiling	0.981	0.679	0.625	புன்னகை
smirk	0.792	0.596	0.583	சிரிப்பு
smite	0.303	0.846	0.682	அடி
smith	0.677	0.333	0.529	ஸ்மித்
smithereens	0.281	0.561	0.409	நசுக்குகிறது
smitten	0.153	0.760	0.204	அடித்தார்
smock	0.429	0.250	0.250	புகை
smog	0.271	0.480	0.382	புகை மூட்டம்
smoke	0.188	0.500	0.391	புகை
smoker	0.208	0.528	0.311	புகைப்பிடிப்பவர்
smokey	0.494	0.462	0.430	புகைபிடிக்கும்
smoking	0.176	0.557	0.384	புகைபிடித்தல்
smoky	0.459	0.420	0.327	புகை
smoldering	0.635	0.781	0.764	புகைபிடிக்கும்
smooch	0.796	0.731	0.491	மென்மையான
smooth	0.823	0.127	0.281	மென்மையான
smoothie	0.806	0.333	0.281	மிருதுவாக்கி
smoothly	0.821	0.134	0.488	சீராக
smoothness	0.833	0.221	0.412	வழுவழுப்பு
smother	0.292	0.685	0.420	அடக்கி
smudge	0.327	0.429	0.245	கசடு
smug	0.198	0.552	0.587	ஸ்மக்
smuggle	0.194	0.775	0.570	கடத்தல்
smuggler	0.062	0.867	0.645	கடத்தல்காரன்
smuggling	0.229	0.783	0.510	கடத்தல்
smut	0.357	0.360	0.349	கறைபடிந்த
snack	0.646	0.407	0.345	சிற்றுண்டி
snacks	0.781	0.480	0.306	தின்பண்டங்கள்
snafu	0.375	0.549	0.274	ஸ்னாஃபு
snag	0.417	0.250	0.339	பிடிப்பு
snags	0.177	0.721	0.490	ஸ்னாக்ஸ்
snail	0.480	0.104	0.296	நத்தை
snake	0.276	0.750	0.549	பாம்பு
snakes	0.176	0.662	0.606	பாம்புகள்
snakeskin	0.276	0.696	0.391	பாம்பு தோல்
snap	0.344	0.517	0.352	ஒடி
snapper	0.417	0.429	0.245	ஸ்னாப்பர்
snappy	0.573	0.592	0.418	ஸ்நாப்பி
snapshot	0.573	0.578	0.588	ஸ்னாப்ஷாட்
snare	0.229	0.850	0.466	கண்ணி
snarl	0.430	0.787	0.455	உறுமல்
snarling	0.312	0.704	0.491	உறுமுகிறது
snatch	0.219	0.861	0.691	பறிக்க
snatcher	0.122	0.867	0.563	பறிப்பவர்
snazzy	0.735	0.370	0.660	சலிப்பான
sneak	0.281	0.745	0.449	பதுங்கி
sneaker	0.794	0.479	0.389	ஸ்னீக்கர்
sneakers	0.604	0.548	0.349	ஸ்னீக்கர்கள்
sneaking	0.203	0.755	0.545	பதுங்கி
sneaky	0.240	0.740	0.560	தந்திரமான
sneer	0.133	0.755	0.345	ஏளனம் செய்
sneeze	0.271	0.442	0.336	தும்மல்
sneezing	0.434	0.570	0.345	தும்மல்
snicker	0.708	0.693	0.409	நகைப்பவர்
snide	0.186	0.723	0.455	சீண்டல்
sniff	0.396	0.500	0.318	முகர்ந்து பார்க்க
snip	0.417	0.327	0.268	துண்டிக்கவும்
snipe	0.198	0.915	0.491	துப்பாக்கி சுடும்
sniper	0.167	0.870	0.853	துப்பாக்கி சுடும் வீரர்
snippet	0.612	0.410	0.368	துணுக்கு
snippy	0.418	0.491	0.481	நுணுக்கமான
snitch	0.300	0.598	0.333	சீண்டல்
snob	0.296	0.520	0.309	ஸ்னோப்
snoop	0.134	0.740	0.434	ஸ்னூப்
snoopy	0.573	0.534	0.291	ஸ்னூபி
snooty	0.390	0.455	0.446	மூர்க்கத்தனமான
snooze	0.235	0.357	0.282	உறக்கநிலை
snore	0.245	0.610	0.481	குறட்டை
snorkel	0.510	0.470	0.327	ஸ்நோர்கெல்
snort	0.469	0.531	0.413	குறட்டை
snot	0.214	0.340	0.269	snot
snotty	0.180	0.382	0.200	மூர்க்கத்தனமான
snout	0.276	0.385	0.241	மூக்கு
snow	0.667	0.363	0.309	பனி
snowball	0.717	0.444	0.321	பனிப்பந்து
snowboard	0.663	0.680	0.511	ஸ்னோபோர்டு
snowboarder	0.719	0.754	0.545	பனிச்சறுக்கு வீரர்
snowday	0.602	0.500	0.440	பனி நாள்
snowfall	0.675	0.280	0.455	பனிப்பொழிவு
snowflake	0.748	0.192	0.260	பனித்துளி
snowing	0.586	0.490	0.387	பனிப்பொழிவு
snowmageddon	0.375	0.575	0.472	பனிக்கட்டி
snowman	0.776	0.291	0.323	பனிமனிதன்
snowplow	0.449	0.480	0.493	பனி கலப்பை
snowstorm	0.204	0.833	0.629	பனிப்புயல்
snowy	0.656	0.304	0.357	பனிப்பொழிவு
snub	0.229	0.412	0.228	மூடுபனி
snubbed	0.265	0.528	0.279	புறக்கணிக்கப்பட்டது
snuff	0.357	0.470	0.377	மூக்கடைப்பு
snug	0.867	0.173	0.500	இறுக்கமான
snuggle	0.781	0.390	0.350	பதுங்கிக்கொள்
snuggled	0.552	0.439	0.314	பதுங்கிக்கொண்டது
snuggles	0.670	0.340	0.287	பதுங்கிக்கொள்கிறது
snuggling	0.683	0.585	0.373	பதுங்கிக்கொள்கிறது
soak	0.480	0.370	0.240	ஊற
soaked	0.365	0.462	0.358	ஊறவைத்தது
soaking	0.438	0.324	0.375	ஊறவைத்தல்
soangry	0.327	0.650	0.482	சோகமான
soannoyed	0.271	0.529	0.426	எரிச்சலடைந்தது
soap	0.531	0.163	0.311	வழலை
soapbox	0.500	0.415	0.393	சோப்புப்பெட்டி
soapy	0.552	0.373	0.355	சோப்பு
soar	0.790	0.740	0.718	உயரும்
soaring	0.708	0.704	0.650	உயரும்
sob	0.115	0.480	0.212	அழுகை
sober	0.729	0.216	0.568	நிதானமான
soblessed	0.542	0.395	0.287	சோபிக்கப்பட்ட
sobriety	0.680	0.310	0.583	நிதானம்
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	கால்பந்து
sociable	0.854	0.459	0.627	நேசமான
social	0.806	0.370	0.614	சமூக
socialanxiety	0.270	0.588	0.426	சமூக பதட்டம்
socialism	0.510	0.500	0.560	சோசலிசம்
socialist	0.448	0.400	0.543	சோசலிஸ்ட்
socialite	0.684	0.668	0.570	சமூகவாதி
socialize	0.907	0.683	0.726	பழகவும்
society	0.674	0.464	0.782	சமூகம்
sociology	0.615	0.439	0.694	சமூகவியல்
sociopath	0.104	0.863	0.439	சமூகவிரோதி
sock	0.500	0.167	0.290	காலுறை
socket	0.583	0.469	0.377	சாக்கெட்
sod	0.427	0.383	0.333	புல்வெளி
soda	0.688	0.314	0.364	சோடா
soda/pop	0.581	0.410	0.382	குளிர்பானத்தில் ஏற்படும் இரசாயன பொங்கல்
sodding	0.240	0.500	0.400	சோடிங்
sodium	0.490	0.340	0.291	சோடியம்
sofa	0.583	0.106	0.263	சோபா
soft	0.760	0.179	0.232	மென்மையான
softball	0.735	0.630	0.518	மென்மையான பந்து
soften	0.694	0.194	0.392	மென்மையாக்க
softener	0.745	0.300	0.373	மென்மைப்படுத்தி
softening	0.700	0.255	0.361	மென்மையாக்குதல்
softly	0.517	0.206	0.304	மெதுவாக
softness	0.875	0.086	0.402	மிருதுவான
software	0.561	0.280	0.570	மென்பொருள்
soggy	0.312	0.350	0.241	ஈரமான
sohappy	0.949	0.673	0.681	மிக்க மகிழ்ச்சி
soil	0.350	0.180	0.356	மண்
soiled	0.106	0.529	0.213	அழுக்கடைந்த
soiree	0.729	0.692	0.578	சோயரி
sojourn	0.514	0.243	0.509	தங்கு
solace	0.776	0.294	0.453	ஆறுதல்
solar	0.622	0.452	0.645	சூரிய ஒளி
solarium	0.602	0.356	0.421	சோலாரியம்
solder	0.439	0.510	0.611	சாலிடர்
soldering	0.573	0.536	0.538	சாலிடரிங்
soldier	0.392	0.708	0.768	சிப்பாய்
sole	0.427	0.194	0.279	ஒரே
solemn	0.708	0.370	0.709	புனிதமான
solicit	0.620	0.490	0.604	கோருங்கள்
solicitation	0.612	0.519	0.415	வேண்டுகோள்
solicitor	0.600	0.479	0.802	வழக்குரைஞர்
solid	0.667	0.304	0.763	திடமான
solidarity	0.792	0.407	0.781	ஒற்றுமை
solidification	0.480	0.500	0.827	திடப்படுத்துதல்
solidified	0.633	0.415	0.745	திடப்படுத்தப்பட்டது
solidify	0.583	0.318	0.754	திடப்படுத்து
solidity	0.745	0.444	0.850	திடத்தன்மை
solitaire	0.365	0.227	0.279	சொலிடர்
solitary	0.224	0.202	0.268	தனிமை
solitude	0.208	0.226	0.358	தனிமை
solo	0.438	0.190	0.325	தனி
solubility	0.506	0.360	0.442	கரையும் தன்மை
soluble	0.542	0.272	0.409	கரையக்கூடிய
solucky	0.573	0.529	0.615	மிகவும் அதிர்ஷ்டசாலி
solution	0.790	0.339	0.664	தீர்வு
solve	0.656	0.530	0.688	தீர்க்க
solvency	0.604	0.296	0.605	கடனளிப்பு
solvent	0.635	0.316	0.573	கரைப்பான்
somad	0.429	0.490	0.463	சோமத்
somatic	0.438	0.406	0.444	சோமாடிக்
somber	0.184	0.500	0.380	மந்தமான
some anticipation	0.423	0.482	0.472	சில எதிர்பார்ப்பு
some disgust	0.094	0.657	0.321	சில வெறுப்பு
some surprise	0.827	0.849	0.500	சில ஆச்சரியம்
some trust	0.594	0.451	0.547	சில நம்பிக்கை
somersault	0.214	0.769	0.519	சிலிர்ப்பு
somethingigetalot	0.573	0.567	0.509	ஏதோ ஒன்று
somewhat negative	0.208	0.480	0.150	ஓரளவு எதிர்மறை
somewhat positive	0.920	0.510	0.667	ஓரளவு நேர்மறை
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	மகன்
sonar	0.541	0.480	0.414	சோனார்
sonata	0.643	0.406	0.425	சொனாட்டா
sonervous	0.344	0.655	0.373	மனச்சோர்வு
song	0.854	0.413	0.500	பாடல்
songwriter	0.844	0.558	0.713	பாடலாசிரியர்
sonic	0.594	0.500	0.481	ஒலி
sonice	0.500	0.356	0.421	மிகவும் நன்றாக
sonnet	0.718	0.294	0.404	சொனட்
sonorous	0.646	0.580	0.442	ஒலியுடையது
soot	0.375	0.328	0.292	சூட்
soothe	0.817	0.194	0.412	ஆற்றவும்
soothing	0.625	0.179	0.519	இனிமையான
sophisticated	0.865	0.481	0.845	அதிநவீன
sophistication	0.792	0.472	0.704	நுட்பம்
sophomore	0.653	0.415	0.427	இரண்டாம் ஆண்டு
sopissed	0.276	0.577	0.433	சோபிக்கப்பட்டது
soppy	0.510	0.355	0.297	சொப்பி
soprano	0.552	0.550	0.685	சோப்ரானோ
sorcerer	0.377	0.633	0.632	மந்திரவாதி
sorcery	0.279	0.740	0.640	சூனியம்
sordid	0.219	0.555	0.447	இழிவான
sore	0.094	0.650	0.224	புண்
soready	0.622	0.500	0.545	வெகுநேரம்
sorely	0.284	0.727	0.370	மிகவும்
soreness	0.113	0.843	0.302	புண்
sorghum	0.469	0.358	0.420	சோறு
sorority	0.635	0.637	0.627	சோரியாரிட்டி
sorrow	0.052	0.235	0.164	துக்கம்
sorrowful	0.049	0.422	0.163	துக்ககரமான
sorry	0.406	0.362	0.212	மன்னிக்கவும்
sort	0.673	0.389	0.674	வகைபடுத்து
sorter	0.594	0.412	0.823	வரிசைப்படுத்துபவர்
sortie	0.490	0.450	0.311	வரிசைப்படுத்து
sorting	0.469	0.400	0.642	வரிசைப்படுத்துதல்
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	மிகவும் பயந்து
soscary	0.301	0.660	0.414	சோகரி
soslow	0.347	0.312	0.284	மிகவும் மெதுவாக
sostressed	0.435	0.481	0.578	அழுத்தமாக
sosweet	0.755	0.354	0.417	இனிமையானது
sothankful	0.729	0.526	0.418	மனநிறைவான
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	ஆன்மா
soulful	0.755	0.331	0.500	ஆத்மார்த்தமான
soulless	0.125	0.591	0.400	ஆத்மா இல்லாத
soulmate	0.890	0.500	0.628	ஆத்ம தோழன்
sound	0.765	0.623	0.398	ஒலி
sounding	0.690	0.500	0.558	ஒலிக்கிறது
soundness	0.780	0.377	0.893	சத்தம்
soundproof	0.490	0.390	0.409	ஒலி எதிர்ப்பு
soundtrack	0.630	0.559	0.518	ஒலிப்பதிவு
soup	0.602	0.245	0.269	சூப்
sour	0.276	0.594	0.373	புளிப்பான
source	0.740	0.318	0.684	ஆதாரம்
sourpuss	0.188	0.620	0.382	புளிப்புப்பூ
south	0.562	0.265	0.429	தெற்கு
southbound	0.510	0.370	0.395	தெற்கு நோக்கி
southeast	0.510	0.283	0.413	தென்கிழக்கு
southern	0.552	0.269	0.370	தெற்கு
southpaw	0.542	0.389	0.404	தென்பாகம்
southwest	0.406	0.314	0.355	தென்மேற்கு
souvenir	0.844	0.311	0.466	நினைவு பரிசு
sovereign	0.698	0.500	0.885	இறையாண்மை
sovereignty	0.719	0.529	0.886	இறையாண்மை
soviet	0.347	0.580	0.536	சோவியத்
sow	0.667	0.430	0.446	விதைக்க
soy	0.438	0.250	0.286	சோயா
soy sauce	0.573	0.382	0.318	சோயா சாஸ்
soybean	0.521	0.250	0.293	சோயாபீன்
spa	0.622	0.151	0.386	ஸ்பா
space	0.800	0.317	0.573	விண்வெளி
spacecraft	0.646	0.698	0.680	விண்கலம்
spaceman	0.688	0.577	0.848	விண்வெளி வீரர்
spaceship	0.643	0.781	0.664	விண்கலம்
spacing	0.621	0.425	0.507	இடைவெளி
spacious	0.880	0.365	0.557	விசாலமான
spade	0.469	0.667	0.529	மண்வெட்டி
spaghetti	0.729	0.353	0.288	ஆரவாரமான
spam	0.188	0.354	0.304	ஸ்பேம்
spammers	0.354	0.500	0.418	ஸ்பேமர்கள்
span	0.521	0.330	0.528	இடைவெளி
spandex	0.429	0.520	0.429	ஸ்பான்டெக்ஸ்
spaniel	0.561	0.435	0.385	ஸ்பானியல்
spank	0.112	0.882	0.642	அடி
spanking	0.194	0.736	0.392	அடித்தல்
spar	0.417	0.438	0.536	ஸ்பார்
spare	0.552	0.398	0.411	உதிரி
spareribs	0.635	0.431	0.395	உதிரி விலா
sparingly	0.510	0.353	0.518	சிக்கனமாக
spark	0.688	0.745	0.529	தீப்பொறி
sparkle	0.819	0.765	0.510	மிளிர்கிறது
sparkling	0.700	0.418	0.598	வண்ண
sparkly	0.885	0.590	0.726	பிரகாசமாக
sparring	0.292	0.870	0.704	ஸ்பேரிங்
sparrow	0.583	0.460	0.327	சிட்டுக்குருவி
sparse	0.240	0.367	0.209	அரிதான
spasm	0.194	0.594	0.366	பிடிப்பு
spastic	0.240	0.541	0.491	ஸ்பாஸ்டிக்
spat	0.427	0.413	0.309	துப்பியது
spatial	0.604	0.625	0.645	இடஞ்சார்ந்த
spatter	0.292	0.630	0.315	தெறிக்கும்
spatula	0.302	0.198	0.369	ஸ்பேட்டூலா
spawn	0.542	0.586	0.709	முட்டையிடும்
spaz	0.443	0.500	0.268	ஸ்பேஸ்
speak	0.765	0.472	0.500	பேசு
speakeasy	0.680	0.536	0.442	பேசக்கூடிய
speaker	0.604	0.660	0.723	பேச்சாளர்
speakerphone	0.531	0.569	0.560	ஒலிபெருக்கி
speaking	0.753	0.590	0.575	பேசும்
spear	0.510	0.601	0.500	ஈட்டி
spec	0.583	0.426	0.691	விவரக்குறிப்பு
special	0.844	0.602	0.730	சிறப்பு
specialist	0.760	0.562	0.877	நிபுணர்
speciality	0.854	0.470	0.885	சிறப்பு
specialize	0.776	0.540	0.861	சிறப்பு
specially	0.847	0.398	0.714	சிறப்பாக
specialty	0.724	0.479	0.783	சிறப்பு
specie	0.583	0.471	0.650	இனம்
species	0.561	0.330	0.645	இனங்கள்
specific	0.656	0.388	0.691	குறிப்பிட்ட
specification	0.552	0.479	0.602	விவரக்குறிப்பு
specify	0.656	0.405	0.600	குறிப்பிடவும்
specimen	0.531	0.444	0.568	மாதிரி
speck	0.418	0.245	0.343	புள்ளி
speckled	0.449	0.263	0.254	புள்ளிகள் கொண்ட
specs	0.540	0.398	0.618	விவரக்குறிப்புகள்
spectacle	0.812	0.745	0.762	காட்சி
spectacles	0.816	0.775	0.648	கண்ணாடிகள்
spectacular	0.947	0.740	0.887	கண்கவர்
spectator	0.694	0.560	0.667	பார்வையாளர்
specter	0.265	0.723	0.540	பேய்
spectral	0.430	0.667	0.500	நிறமாலை
spectrometer	0.500	0.452	0.490	ஸ்பெக்ட்ரோமீட்டர்
spectrophotometer	0.500	0.484	0.500	ஸ்பெக்ட்ரோஃபோட்டோமீட்டர்
spectroscopy	0.470	0.541	0.570	ஸ்பெக்ட்ரோஸ்கோபி
spectrum	0.312	0.700	0.527	ஸ்பெக்ட்ரம்
speculate	0.398	0.602	0.553	ஊகம்
speculation	0.325	0.683	0.394	ஊகம்
speculative	0.276	0.591	0.464	ஊகமான
speculum	0.417	0.469	0.433	ஊகம்
speech	0.656	0.470	0.688	பேச்சு
speechless	0.459	0.320	0.315	பேச்சற்று
speed	0.719	0.849	0.658	வேகம்
speedboat	0.635	0.858	0.612	வேகப் படகு
speedily	0.688	0.740	0.665	விரைவாக
speeding	0.438	0.908	0.645	வேகம்
speedometer	0.427	0.549	0.579	வேகமானி
speedway	0.667	0.519	0.416	வேகவழி
speedy	0.625	0.625	0.793	வேகமான
spell	0.385	0.380	0.368	எழுத்துப்பிழை
spellbound	0.531	0.647	0.387	எழுத்துப்பிழை
spelling	0.594	0.357	0.398	எழுத்துப்பிழை
spencer	0.510	0.394	0.367	ஸ்பென்சர்
spend	0.672	0.745	0.429	செலவு
spender	0.312	0.692	0.377	செலவு செய்பவர்
spending	0.333	0.556	0.330	செலவு
spent	0.296	0.296	0.263	செலவழித்தது
sperm	0.396	0.706	0.453	விந்து
spew	0.260	0.651	0.573	உமிழ்
sphere	0.633	0.277	0.500	கோளம்
spherical	0.550	0.308	0.500	கோளமானது
sphincter	0.347	0.633	0.375	ஸ்பிங்க்டர்
sphinx	0.604	0.324	0.490	ஸ்பிங்க்ஸ்
spic	0.302	0.455	0.451	மசாலா
spice	0.594	0.439	0.384	மசாலா
spicy	0.440	0.733	0.610	காரமான
spider	0.229	0.569	0.430	சிலந்தி
spiders	0.260	0.696	0.368	சிலந்திகள்
spiffy	0.615	0.582	0.470	ஸ்பிஃபி
spigot	0.380	0.346	0.423	ஸ்பிகோட்
spike	0.382	0.510	0.408	கூர்முனை
spiked	0.281	0.613	0.407	கூர்முனை
spiky	0.284	0.657	0.587	கூர்முனை
spill	0.408	0.633	0.456	கசிவு
spillin	0.375	0.500	0.362	கசிவு
spin	0.551	0.422	0.345	சுழல்
spinach	0.583	0.200	0.368	கீரை
spinal	0.312	0.491	0.296	முதுகெலும்பு
spindle	0.552	0.410	0.360	சுழல்
spine	0.495	0.461	0.600	முதுகெலும்பு
spineless	0.344	0.387	0.321	முதுகெலும்பில்லாத
spinner	0.458	0.593	0.471	சுழற்பந்து வீச்சாளர்
spinning	0.594	0.610	0.481	சுழல்கிறது
spinster	0.357	0.368	0.345	ஸ்பின்ஸ்டர்
spiny	0.167	0.639	0.528	முள்ளந்தண்டு
spiral	0.490	0.624	0.361	சுழல்
spire	0.354	0.358	0.389	கோபுரம்
spirit	0.786	0.370	0.621	ஆவி
spirited	0.854	0.587	0.734	உற்சாகமான
spirits	0.583	0.847	0.545	ஆவிகள்
spiritual	0.938	0.327	0.564	ஆன்மீக
spirituality	0.865	0.281	0.667	ஆன்மீகம்
spit	0.149	0.545	0.436	துப்பும்
spite	0.080	0.600	0.317	இருந்தாலும்
spiteful	0.073	0.710	0.330	வெறுக்கத்தக்க
spitfire	0.233	0.623	0.566	உமிழ்நீர்
spittoon	0.276	0.426	0.280	துப்புத்தொட்டி
splash	0.521	0.412	0.281	தெறித்தல்
splat	0.510	0.433	0.385	பிளவு
splatter	0.312	0.596	0.352	தெறித்தல்
spleen	0.448	0.255	0.396	மண்ணீரல்
splendid	0.896	0.740	0.810	அற்புதமான
splendor	0.927	0.612	0.850	பிரமாதம்
splice	0.386	0.460	0.377	பிளவு
spline	0.490	0.398	0.407	ஸ்ப்லைன்
splint	0.179	0.400	0.343	பிளவு
splinter	0.136	0.422	0.325	பிளவு
