English Word	Valence	Arousal	Dominance	Shona Word
turnover	0.490	0.392	0.512	turnover
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	turntable
turpentine	0.320	0.539	0.571	turpentine
turquoise	0.786	0.226	0.357	turquoise
turret	0.494	0.500	0.588	turret
turtle	0.291	0.102	0.271	turtle
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	tussle
tutelage	0.393	0.442	0.609	tutelage
tutor	0.750	0.346	0.826	mudzidzisi
tutoring	0.663	0.402	0.702	kudzidzisa
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	maviri
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	tweak
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	tweezers
twelfth	0.521	0.292	0.527	chegumi nembiri
twelve	0.490	0.298	0.412	gumi nembiri
twentieth	0.469	0.297	0.346	chemakumi maviri
twenty	0.520	0.292	0.286	makumi maviri
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	davi
twilight	0.622	0.341	0.633	manheru
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	mapatya
twine	0.521	0.380	0.337	twine
twinge	0.316	0.720	0.471	twinge
twinkle	0.719	0.724	0.610	twinkle
twins	0.760	0.473	0.602	mapatya
twirl	0.552	0.647	0.409	twirl
twist	0.375	0.469	0.337	twist
twisted	0.071	0.736	0.311	twisted
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	twitch
twitching	0.292	0.700	0.482	twitching
twitchy	0.094	0.918	0.281	twitchy
two	0.520	0.200	0.404	piri
two step	0.583	0.314	0.327	nhanho mbiri
twofaced	0.387	0.620	0.384	zviso zviviri
twofold	0.573	0.333	0.551	zvakapetwa kaviri
twosome	0.583	0.544	0.500	twosome
tycoon	0.682	0.596	0.867	tycoon
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	type
typewriter	0.542	0.373	0.418	tapureta
typhoid	0.265	0.458	0.401	typhoid
typhoon	0.323	0.796	0.697	dutu remhepo
typical	0.635	0.206	0.426	normal
typically	0.569	0.377	0.559	kazhinji
typist	0.551	0.559	0.528	typist
typo	0.224	0.415	0.255	typo
typography	0.480	0.334	0.574	kutaipa
tyrannical	0.167	0.860	0.731	dzvinyiriri
tyranny	0.112	0.792	0.705	udzvanyiriri
tyrant	0.115	0.850	0.683	mudzvinyiriri
tyre	0.480	0.358	0.407	tire
ubiquitous	0.635	0.571	0.884	ubiquitous
ubiquity	0.578	0.490	0.595	ubiquity
ugliness	0.094	0.407	0.267	kushata
ugly	0.167	0.630	0.254	zvakashata
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	chironda
ulterior	0.375	0.509	0.490	ulterior
ultimate	0.648	0.645	0.544	yekupedzisira
ultimately	0.385	0.480	0.558	pakupedzisira
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	Ultrasound
ultraviolet	0.604	0.448	0.673	ultraviolet
umbilical	0.398	0.406	0.333	umbilical
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	amburera
umpire	0.520	0.592	0.755	umpire
umpteen	0.510	0.460	0.611	umpteen
unabashed	0.292	0.614	0.488	vasina kunyara
unabated	0.532	0.420	0.466	asina kumira
unable	0.132	0.459	0.193	kusagona
unacceptable	0.133	0.479	0.330	isingagamuchirwi
unaccompanied	0.292	0.376	0.297	vasina kuperekedzwa
unaccountable	0.180	0.600	0.543	unaccountable
unaccounted	0.410	0.338	0.361	unaccounted
unacknowledged	0.240	0.269	0.116	asina kubvuma
unadulterated	0.570	0.420	0.528	isina kusvibiswa
unaffected	0.542	0.265	0.571	isina kubatwa
unafraid	0.500	0.520	0.655	vasingatyi
unaided	0.290	0.410	0.336	vasina rubatsiro
unaltered	0.571	0.269	0.598	isina kuchinjwa
unambiguous	0.406	0.390	0.578	zvisina kujeka
unanimity	0.490	0.407	0.706	mumwe
unanimous	0.656	0.380	0.682	pamwe chete
unanimously	0.686	0.333	0.738	pamwe chete
unannounced	0.240	0.588	0.291	asina kuziviswa
unanswered	0.276	0.361	0.219	asina kupindurwa
unanticipated	0.255	0.775	0.327	usingatarisirwi
unappreciated	0.143	0.431	0.209	kusakosheswa
unapproved	0.184	0.471	0.254	kusatenderwa
unarmed	0.427	0.420	0.241	vasina zvombo
unassisted	0.302	0.320	0.211	vasina kubatsirwa
unassuming	0.490	0.230	0.471	asina kuzvikudza
unattached	0.192	0.439	0.283	isina kubatanidzwa
unattainable	0.220	0.635	0.571	zvisingawanikwe
unattended	0.255	0.400	0.167	isina kutarisirwa
unattractive	0.177	0.307	0.208	zvisingafadzi
unauthorized	0.260	0.448	0.259	zvisina mvumo
unavailable	0.323	0.281	0.159	hazviwanikwe
unavoidable	0.350	0.580	0.445	zvisingadzivisiki
unaware	0.208	0.355	0.310	usingazivi
unbalanced	0.302	0.596	0.343	unbalanced
unbearable	0.125	0.798	0.447	zvisingatsungiririki
unbeatable	0.735	0.719	0.681	asingakundiki
unbeaten	0.854	0.760	0.828	asina kurohwa
unbecoming	0.123	0.471	0.288	zvisingaite
unbelief	0.265	0.582	0.407	kusatenda
unbelievable	0.771	0.790	0.717	zvisingadaviriki
unbiased	0.625	0.378	0.618	unbiased
unborn	0.312	0.300	0.216	asati azvarwa
unbound	0.354	0.402	0.283	unbound
unbounded	0.646	0.600	0.736	isina kuganhurwa
unbreakable	0.653	0.573	0.759	unbreakable
unbridled	0.396	0.759	0.448	vasina kudzora
unbroken	0.550	0.224	0.602	isina kuputsika
unbutton	0.479	0.539	0.311	unbutton
uncalled	0.344	0.294	0.222	asina kudanwa
uncanny	0.469	0.461	0.430	uncanny
uncaring	0.177	0.245	0.321	asina hanya
uncensured	0.438	0.649	0.509	uncensured
uncertain	0.363	0.500	0.164	kusava nechokwadi
uncertainty	0.064	0.494	0.282	kusava nechokwadi
unchallenged	0.552	0.394	0.545	asina kupikiswa
unchangeable	0.375	0.442	0.709	isingachinjiki
unchanged	0.490	0.204	0.237	isina kushanduka
uncharted	0.188	0.406	0.413	uncharted
uncherished	0.250	0.412	0.280	vasina kuchengetwa
uncivilized	0.133	0.600	0.400	uncivilized
unclaimed	0.316	0.346	0.278	asina kudairwa
uncle	0.653	0.255	0.578	sekuru
unclean	0.133	0.529	0.134	asina kuchena
unclear	0.229	0.463	0.202	zvisina kujeka
uncomfortable	0.188	0.610	0.214	kusagadzikana
uncommon	0.459	0.429	0.373	zvakajairika
uncommonly	0.626	0.490	0.778	zvisina kujairika
uncomplicated	0.740	0.260	0.453	uncomplicated
uncompromising	0.320	0.531	0.613	kusachinja
unconcerned	0.562	0.283	0.298	ndisina hanya
unconditional	0.760	0.493	0.715	unconditional
unconfirmed	0.334	0.321	0.339	isina kusimbiswa
unconnected	0.188	0.265	0.213	isina kubatana
unconscionable	0.208	0.618	0.429	unconsciousness
unconscious	0.240	0.356	0.195	afenda
unconsciousness	0.177	0.440	0.121	kufenda
unconstitutional	0.230	0.588	0.491	zvinopesana nemutemo
unconstrained	0.653	0.640	0.635	unconstrained
uncontested	0.510	0.471	0.689	asina kupikiswa
uncontrollable	0.265	0.790	0.626	asingadzoreki
uncontrolled	0.188	0.891	0.544	vasingadzoreki
unconventional	0.177	0.509	0.288	zvisina kujairika
unconvinced	0.409	0.458	0.228	kusagutsikana
unconvincing	0.190	0.532	0.144	kusagutsikana
uncooked	0.312	0.321	0.241	isina kubikwa
uncooperative	0.250	0.422	0.246	kusabatira pamwe
uncorrelated	0.333	0.327	0.316	zvisina kubatanidzwa
uncouth	0.080	0.761	0.350	uncouth
uncover	0.771	0.552	0.648	uncover
uncritical	0.480	0.367	0.412	uncritical
uncut	0.448	0.422	0.278	asina kuchekwa
undead	0.367	0.635	0.406	undead
undecided	0.286	0.433	0.127	asina kusarudza
undefeated	0.833	0.752	0.825	asina kukundwa
undefined	0.260	0.418	0.350	undefined
undeniable	0.552	0.473	0.778	asingarambiki
underage	0.469	0.461	0.300	underage
underbelly	0.406	0.423	0.361	underbelly
undercover	0.388	0.627	0.483	undercover
undercurrent	0.357	0.582	0.520	undercurrent
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	underestimate
undergo	0.398	0.554	0.339	undergo
undergraduate	0.583	0.500	0.559	undergraduate
underground	0.396	0.455	0.452	pasi pevhu
underhanded	0.188	0.415	0.527	underhanded
underlay	0.521	0.365	0.458	underlay
underlie	0.323	0.378	0.275	underlie
underline	0.480	0.412	0.509	underline
underlying	0.480	0.445	0.452	underlying
undermine	0.316	0.491	0.413	undermine
undermined	0.365	0.409	0.394	undermined
underneath	0.450	0.265	0.158	pasi
underpaid	0.146	0.413	0.209	mari shoma
underpants	0.448	0.473	0.276	bhurugwa remukati
underprivileged	0.167	0.449	0.172	varombo
underrated	0.208	0.520	0.333	underrated
underscore	0.375	0.275	0.306	underscore
undersea	0.545	0.490	0.425	undersea
undersecretary	0.459	0.377	0.594	undersecretary
undersized	0.316	0.425	0.298	undersized
understaffed	0.148	0.444	0.302	vashandi vashoma
understand	0.760	0.374	0.643	nzwisisa
understandable	0.776	0.363	0.566	zvinonzwisisika
understanding	0.865	0.304	0.689	kunzwisisa
understatement	0.347	0.480	0.473	understatement
understood	0.780	0.441	0.686	kunzwisisa
understudy	0.378	0.402	0.420	kudzidza
undertake	0.796	0.702	0.754	ita
undertaker	0.363	0.696	0.611	undertaker
undertaking	0.667	0.530	0.696	kuita
undertow	0.327	0.639	0.231	undertow
underwear	0.610	0.546	0.375	zvipfeko zvemukati
underwood	0.510	0.453	0.510	underwood
underworld	0.177	0.676	0.613	pasi penyika
underwrite	0.416	0.520	0.423	nyora pasi
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	undeserved
undesirable	0.177	0.644	0.260	zvisingadiwi
undesired	0.156	0.441	0.235	undesired
undetectable	0.438	0.539	0.604	zvisingaonekwi
undetected	0.224	0.304	0.268	zvisingaonekwi
undetermined	0.265	0.256	0.353	undetermined
undeveloped	0.292	0.330	0.254	undeveloped
undignified	0.122	0.627	0.308	asina chiremera
undirected	0.330	0.417	0.310	isina kutungamirirwa
undisclosed	0.479	0.361	0.314	zvisina kutaurwa
undiscovered	0.438	0.347	0.261	undiscovered
undisputed	0.646	0.588	0.673	pasina kupokana
undisturbed	0.725	0.287	0.434	isina kukanganiswa
undivided	0.510	0.380	0.490	individed
undo	0.365	0.444	0.349	undo
undoing	0.219	0.452	0.298	kubvisa
undoubted	0.592	0.461	0.740	pasina mubvunzo
undress	0.438	0.900	0.336	bvisa hembe
undressed	0.375	0.755	0.356	kubviswa hembe
undue	0.156	0.573	0.318	undue
undying	0.708	0.500	0.773	undying
unearned	0.177	0.340	0.213	vasina kudzidza
unearth	0.427	0.635	0.545	unearth
uneasiness	0.190	0.798	0.241	kusagadzikana
uneasy	0.115	0.598	0.349	kusagadzikana
uneducated	0.177	0.350	0.246	vasina kudzidza
unemployed	0.094	0.481	0.230	rovha
unemployment	0.094	0.400	0.297	urovha
unencumbered	0.604	0.280	0.472	asina kuverengerwa
unending	0.385	0.519	0.454	unending
unequal	0.118	0.433	0.202	kusaenzana
unequalled	0.562	0.470	0.769	zvisina kuenzana
unequivocal	0.604	0.415	0.615	unequivocal
unequivocally	0.521	0.668	0.554	zvisina mubvunzo
unethical	0.104	0.433	0.269	asina tsika
uneven	0.125	0.457	0.240	kusaenzana
uneventful	0.510	0.343	0.410	uneventful
unexpected	0.500	0.720	0.333	zvisingatarisirwi
unexpectedly	0.354	0.759	0.462	ndisingatarisiri
unexplainable	0.260	0.448	0.610	zvisingatsananguriki
unexplained	0.271	0.531	0.349	zvisingatsananguriki
unexplored	0.401	0.640	0.388	unexplored
unfailing	0.625	0.635	0.594	isingakundikani
unfair	0.173	0.472	0.190	unfair
unfairness	0.170	0.817	0.336	kusaruramisira
unfaithful	0.031	0.806	0.298	vasina kutendeka
unfamiliar	0.219	0.558	0.273	asina kujaira
unfavorable	0.133	0.450	0.232	zvisina kunaka
unfeeling	0.235	0.377	0.345	kusava nehanya
unfettered	0.569	0.650	0.586	isina kusungwa
unfinished	0.188	0.368	0.264	isina kupera
unfit	0.250	0.368	0.185	unfit
unflinching	0.667	0.606	0.882	isingazungunuke
unfold	0.612	0.510	0.520	unfold
unfollow	0.281	0.337	0.293	kusatevera
unforeseen	0.255	0.714	0.500	zvisingafanoonekwi
unforgettable	0.833	0.561	0.660	zvisingakanganwiki
unforgivable	0.276	0.743	0.490	asingaregererwi
unforgiving	0.406	0.630	0.793	kusaregerera
unfortunate	0.073	0.487	0.195	nhamo
unfortunately	0.104	0.494	0.281	zvinosuwisa
unfounded	0.271	0.520	0.410	isina hwaro
unfreeze	0.458	0.297	0.375	unfreeze
unfriendly	0.173	0.670	0.458	vasina ushamwari
unfulfilled	0.184	0.426	0.268	zvisina kuzadziswa
unfurnished	0.316	0.333	0.272	unfurnished
unglued	0.378	0.446	0.352	unglued
ungodly	0.296	0.423	0.388	vasingadi Mwari
ungrateful	0.219	0.461	0.275	vasingaongi
unguarded	0.156	0.578	0.205	vasina kurindwa
unhand	0.406	0.360	0.361	unhand
unhappiness	0.083	0.630	0.222	kusafara
unhappy	0.112	0.500	0.155	kusafara
unharmed	0.740	0.378	0.491	asina kukuvara
unhealthy	0.115	0.549	0.214	zvisina kunaka
unheard	0.344	0.539	0.500	asina kunzwika
unhelpful	0.104	0.320	0.118	zvisingabatsire
unhindered	0.729	0.441	0.725	asina kudziviswa
unholy	0.327	0.560	0.445	asina kuchena
unhook	0.375	0.592	0.310	unhook
unicorn	0.776	0.510	0.480	unicorn
unidentified	0.385	0.361	0.199	unidentified
unification	0.688	0.345	0.788	kubatana
unified	0.729	0.439	0.764	vakabatana
uniform	0.570	0.245	0.655	yunifomu
uniformed	0.469	0.519	0.589	yunifomu
uniformity	0.745	0.353	0.538	kufanana
uniformly	0.625	0.333	0.704	zvakafanana
unimaginable	0.573	0.634	0.589	zvisingafungidziki
unimpeachable	0.684	0.550	0.784	unipeachable
unimpeached	0.458	0.335	0.433	unimpeached
unimportant	0.281	0.240	0.175	kusakosha
unimpressed	0.198	0.302	0.327	vasina kufadzwa
unimproved	0.163	0.377	0.144	isina kuvandudzwa
uninfected	0.688	0.304	0.389	asina utachiona
uninformed	0.156	0.370	0.182	asina ruzivo
uninhabited	0.301	0.230	0.221	isina vanhu
uninitiated	0.271	0.288	0.288	uninitiated
uninspired	0.163	0.243	0.260	vasina kufuridzirwa
unintelligible	0.208	0.472	0.283	zvisinganzwisisiki
unintended	0.438	0.385	0.349	zvisingatarisirwi
unintentional	0.333	0.538	0.306	nokusaziva
unintentionally	0.460	0.490	0.286	usingazivi
uninterested	0.365	0.240	0.328	vasingafariri
uninteresting	0.153	0.235	0.228	zvisingafadzi
uninterrupted	0.500	0.434	0.527	isina kukanganiswa
uninvited	0.090	0.385	0.307	asina kukokwa
union	0.854	0.226	0.766	mubatanidzwa
unique	0.823	0.347	0.661	unique
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	unison
unit	0.562	0.235	0.578	unit
unitary	0.531	0.239	0.641	vakabatana
unite	0.781	0.375	0.610	kubatana
united	0.781	0.431	0.783	vakabatana
unity	0.837	0.288	0.658	kubatana
universal	0.802	0.417	0.833	pasi rose
universality	0.796	0.410	0.840	university
universe	0.694	0.454	0.839	universe
university	0.735	0.574	0.741	yunivhesiti
unjust	0.115	0.625	0.278	kusarurama
unjustifiable	0.115	0.596	0.394	unjustfiable
unjustified	0.288	0.541	0.314	unjustified
unkind	0.135	0.409	0.310	vasina mutsa
unknowable	0.347	0.540	0.396	zvisingazivikanwi
unknown	0.357	0.450	0.204	asingazivikanwi
unlawful	0.094	0.759	0.402	zvisiri pamutemo
unleash	0.479	0.775	0.559	unleash
unlicensed	0.306	0.574	0.196	asina rezenisi
unlike	0.439	0.439	0.418	zvakasiyana
unlikely	0.271	0.293	0.245	zvisingaiti
unlimited	0.750	0.623	0.679	unlimited
unlisted	0.365	0.265	0.218	vasina kunyorwa
unload	0.656	0.639	0.573	unload
unloaded	0.469	0.380	0.331	unloaded
unlock	0.582	0.442	0.592	kiinura
unlucky	0.073	0.395	0.198	urombo
unmanageable	0.177	0.666	0.482	zvisingatarisike
unmanned	0.235	0.441	0.324	asina munhu
unmarked	0.416	0.294	0.433	unmarked
unmarried	0.438	0.480	0.545	asina kuroora
unmask	0.323	0.690	0.520	unmask
unmatched	0.776	0.536	0.771	zvisingaenzaniswi
unmistakable	0.602	0.571	0.765	zvisingakanganisi
unmitigated	0.649	0.427	0.422	unmitigated
unmoved	0.184	0.355	0.360	asingazununguki
unnamed	0.316	0.189	0.284	asina zita
unnatural	0.153	0.587	0.434	zvisiri zvechisikigo
unnecessary	0.219	0.358	0.190	zvisina kufanira
unneeded	0.177	0.375	0.245	zvisingadiwe
unnoticed	0.302	0.440	0.260	vasingaonekwi
unnumbered	0.406	0.255	0.331	zvisingaverengeki
unobserved	0.398	0.255	0.257	unobserved
unobstructed	0.583	0.440	0.573	isina kuvharika
unobtrusive	0.447	0.327	0.402	unobtrusive
unoccupied	0.258	0.245	0.412	isina munhu
unofficial	0.260	0.302	0.255	unofficial
unopened	0.542	0.340	0.265	isina kuvhurwa
unopposed	0.615	0.375	0.537	asingapikiswe
unordered	0.224	0.482	0.190	asina kurairwa
unorganised	0.250	0.500	0.212	zvisina kurongeka
unorganized	0.260	0.657	0.173	zvisina kurongeka
unorthodox	0.340	0.480	0.441	zvisiri izvo
unpack	0.531	0.528	0.445	unpack
unpaid	0.300	0.413	0.365	isina kubhadharwa
unparalleled	0.708	0.306	0.538	zvisingaenzaniswi
unpleasant	0.122	0.612	0.185	zvisina kunaka
unpleasantness	0.062	0.724	0.264	kusagadzikana
unplug	0.239	0.441	0.404	unplug
unplugged	0.367	0.375	0.318	unplugged
unpopular	0.073	0.441	0.164	asingafarirwe
unprecedented	0.500	0.491	0.658	zvisati zvamboitika
unpredictable	0.429	0.769	0.515	zvisingatarisirwi
unprepared	0.204	0.450	0.152	vasina kugadzirira
unpretentious	0.510	0.296	0.410	asina kuzvikudza
unproductive	0.100	0.324	0.237	isingabereki
unprofessional	0.042	0.370	0.170	unprofessional
unprofitable	0.163	0.376	0.217	zvisina maturo
unprotected	0.150	0.582	0.197	vasina kudzivirirwa
unproven	0.296	0.427	0.216	isina kuratidzwa
unprovoked	0.565	0.327	0.385	unprovoked
unpublished	0.406	0.480	0.481	isina kudhindwa
unpunished	0.292	0.594	0.519	asina kurangwa
unqualified	0.170	0.433	0.173	vasina kukodzera
unquestionable	0.469	0.450	0.843	pasina mubvunzo
unquestionably	0.500	0.630	0.750	pasina mubvunzo
unquestioned	0.562	0.509	0.746	pasina mubvunzo
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	unravel
unreachable	0.208	0.679	0.557	zvisingasvikike
unread	0.458	0.240	0.214	isina kuverengwa
unreal	0.173	0.431	0.296	zvisiri zvechokwadi
unrealistic	0.229	0.500	0.245	zvisingaite
unreasonable	0.115	0.702	0.264	zvisina musoro
unrecorded	0.241	0.351	0.350	isina kunyorwa
unregistered	0.255	0.337	0.266	isina kunyoreswa
unregulated	0.344	0.454	0.421	unregulated
unrelated	0.302	0.270	0.264	vasina hukama
unrelenting	0.500	0.790	0.875	asingaregi
unreliable	0.108	0.480	0.240	kusavimbika
unremarkable	0.271	0.155	0.230	zvisingashamisi
unrepentant	0.240	0.445	0.413	vasingatendeuki
unrequited	0.143	0.441	0.179	unrequited
unresolved	0.135	0.441	0.173	isina kugadziriswa
unresponsive	0.108	0.282	0.244	vasingateereri
unrest	0.102	0.577	0.231	kusagadzikana
unrestrained	0.385	0.775	0.627	vasingadzoreki
unrestricted	0.698	0.458	0.644	asina kuganhurirwa
unromantic	0.208	0.316	0.307	unromantic
unruly	0.240	0.745	0.547	vasingadzoreki
unsafe	0.115	0.562	0.147	isina kuchengeteka
unsanitary	0.063	0.592	0.269	unsanitary
unsatisfactory	0.122	0.520	0.189	kusagutsikana
unsatisfied	0.200	0.547	0.241	kusagutsikana
unsavory	0.071	0.637	0.353	zvisina kunaka
unscathed	0.625	0.308	0.611	vasina kukuvadzwa
unscheduled	0.312	0.436	0.300	zvisina kurongwa
unscientific	0.396	0.317	0.321	dzisiri dzesainzi
unscrew	0.333	0.462	0.396	sunungura
unscrupulous	0.094	0.727	0.465	vasina kutendeseka
unseat	0.229	0.500	0.312	unseat
unseen	0.427	0.351	0.421	zvisingaonekwi
unselfish	0.615	0.353	0.377	asina udyire
unsettled	0.208	0.647	0.170	kusagadzikana
unsightly	0.226	0.559	0.373	zvisingatarisike
unsolicited	0.094	0.339	0.280	asina kukumbirwa
unsolved	0.146	0.390	0.235	isina kugadziriswa
unsophisticated	0.327	0.491	0.339	unsophisticated
unsound	0.146	0.222	0.272	vasina kugadzikana
unspeakable	0.327	0.567	0.393	zvisingatauriki
unspecified	0.240	0.365	0.165	zvisina kutaurwa
unspoken	0.177	0.260	0.208	asina kutaura
unstable	0.167	0.587	0.150	isina kugadzikana
unsteady	0.122	0.500	0.190	unsteady
unstoppable	0.625	0.887	0.862	isingamisiki
unsuccessful	0.140	0.318	0.106	asina kubudirira
unsuitable	0.188	0.528	0.300	zvisina kukodzera
unsung	0.296	0.330	0.314	unsung
unsupervised	0.478	0.481	0.442	asina mutariri
unsupported	0.260	0.450	0.221	isina kutsigirwa
unsure	0.143	0.580	0.217	kusava nechokwadi
unsurpassed	0.694	0.569	0.798	zvisingaenzaniswi
unsuspecting	0.302	0.509	0.413	vasingafungiri
unsustainable	0.255	0.650	0.406	kusagadzikana
unsweetened	0.396	0.263	0.300	unsweetened
unsympathetic	0.163	0.620	0.281	asina tsitsi
untamed	0.429	0.778	0.709	vasina kubatwa
untenable	0.143	0.637	0.425	zvisingaite
untested	0.302	0.296	0.348	asina kuedzwa
unthinkable	0.365	0.480	0.481	zvisingafungiki
untidy	0.106	0.610	0.254	untidy
untie	0.542	0.463	0.472	sunungura
untimely	0.245	0.676	0.233	nguva isati yakwana
untitled	0.213	0.240	0.240	isina zita
untold	0.240	0.367	0.191	untold
untouchable	0.490	0.602	0.683	asingabatike
untouched	0.531	0.276	0.600	asina kubatwa
untoward	0.122	0.555	0.291	zvisingatarisirwi
untraceable	0.321	0.674	0.574	isingatarisike
untrained	0.149	0.529	0.282	vasina kudzidziswa
untranslated	0.271	0.188	0.264	isina kushandurwa
untroubled	0.750	0.213	0.653	asina kunetseka
untrue	0.031	0.500	0.188	nhema
untrustworthy	0.097	0.449	0.287	asina kuvimbika
unturned	0.312	0.255	0.316	isina kutendeuka
unused	0.344	0.231	0.234	isina kushandiswa
unusual	0.429	0.433	0.361	zvisina kujairika
unusually	0.385	0.406	0.358	zvisina kujairika
unutterable	0.406	0.592	0.538	risingatauriki
unveil	0.439	0.442	0.562	unveil
unveiling	0.569	0.570	0.675	kufukura
unverified	0.214	0.365	0.180	unverified
unwanted	0.177	0.546	0.205	zvisingadiwi
unwarranted	0.091	0.500	0.345	zvisina kufanira
unwary	0.286	0.417	0.402	vasina kungwarira
unwashed	0.365	0.427	0.360	isina kugezwa
unwavering	0.740	0.630	0.858	isingazununguki
unwed	0.541	0.595	0.459	vasina kuroorwa
unwelcome	0.115	0.480	0.269	kusagamuchirwa
unwell	0.143	0.640	0.221	zvakaipa
unwilling	0.302	0.316	0.179	asingadi
unwillingly	0.204	0.548	0.182	ndisingadi
unwillingness	0.204	0.311	0.113	kusada
unwind	0.837	0.181	0.394	sunungura
unwise	0.141	0.610	0.304	vasina kuchenjera
unwitting	0.260	0.526	0.344	usingazivi
unwittingly	0.312	0.510	0.264	ndisingazivi
unworthy	0.194	0.433	0.226	asina kufanira
unwrap	0.604	0.491	0.557	unwrap
unwritten	0.367	0.384	0.272	isina kunyorwa
unyielding	0.367	0.806	0.738	vasingashiviriri
unzip	0.378	0.520	0.538	unzip
upbeat	0.878	0.531	0.802	upbeat
upbringing	0.677	0.490	0.600	kurerwa
upcoming	0.688	0.460	0.550	kuuya
update	0.698	0.535	0.802	update
upgrade	0.786	0.500	0.670	upgrade
upheaval	0.290	0.830	0.570	mhirizhonga
uphill	0.396	0.723	0.572	kukwidza
uphold	0.698	0.321	0.561	tsigira
upholstery	0.592	0.270	0.386	upholstery
upkeep	0.590	0.442	0.685	kuchengeta
upland	0.719	0.578	0.607	upland
uplands	0.615	0.471	0.577	uplands
uplift	0.656	0.779	0.771	simudza
uplifting	0.771	0.548	0.605	zvinosimudzira
uplink	0.544	0.510	0.595	uplink
upload	0.638	0.683	0.696	upload
upper	0.740	0.529	0.868	kumusoro
uppercut	0.410	0.600	0.550	uppercut
uppity	0.465	0.546	0.417	upity
upright	0.667	0.373	0.600	zvakarurama
uprising	0.561	0.777	0.704	kumukirana
uproar	0.271	0.902	0.462	mheremhere
upscale	0.698	0.526	0.846	upscale
upset	0.071	0.680	0.330	kugumbuka
upshot	0.693	0.490	0.716	upshot
upstairs	0.663	0.408	0.645	kumusoro
upstanding	0.851	0.390	0.708	upstanding
upstart	0.449	0.500	0.455	upstart
uptight	0.184	0.716	0.333	uptight
upward	0.792	0.481	0.620	kumusoro
upwards	0.724	0.439	0.638	kumusoro
uranium	0.375	0.580	0.490	uranium
urban	0.561	0.528	0.644	urban
urchin	0.417	0.510	0.373	urchin
urge	0.418	0.680	0.653	urge
urgency	0.429	0.908	0.543	kukurumidza
urgent	0.327	0.918	0.623	urgent
urinal	0.214	0.510	0.306	urinal
urinalysis	0.344	0.532	0.398	urinalysis
urinate	0.360	0.500	0.353	kuita weti
urination	0.271	0.441	0.232	weti
urine	0.375	0.361	0.169	weti
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	usable
usage	0.646	0.360	0.426	kushandiswa
use	0.438	0.358	0.409	use
used	0.354	0.306	0.287	kushandiswa
useful	0.833	0.411	0.726	zvinobatsira
usefully	0.650	0.481	0.760	zvinobatsira
usefulness	0.806	0.519	0.741	kubatsira
useless	0.052	0.342	0.184	zvisina basa
user	0.629	0.347	0.442	mushandisi
usher	0.521	0.440	0.519	usher
usual	0.625	0.221	0.400	zvakajairika
usurp	0.125	0.818	0.433	kubvuta
usurped	0.292	0.780	0.438	kubvutwa
usury	0.344	0.679	0.430	mhindu
utensil	0.573	0.279	0.383	mudziyo
uterus	0.551	0.420	0.510	chibereko
utilitarian	0.427	0.363	0.639	utilitarian
utility	0.622	0.400	0.704	utility
utilization	0.562	0.469	0.706	kushandiswa
utilize	0.694	0.445	0.545	shandisa
utmost	0.719	0.740	0.858	utmost
utopian	0.542	0.327	0.552	utopian
utter	0.531	0.422	0.549	kutaura
utterance	0.542	0.640	0.704	kutaura
utterly	0.633	0.440	0.673	zvachose
vacancy	0.643	0.311	0.418	vacancy
vacant	0.578	0.220	0.464	vacant
vacate	0.357	0.490	0.397	vacate
vacation	0.840	0.490	0.598	vacation
vaccination	0.530	0.578	0.621	vaccination
vaccine	0.500	0.520	0.555	vaccine
vacuolar	0.439	0.370	0.439	vacuolar
vacuole	0.490	0.406	0.481	vacuole
vacuous	0.354	0.267	0.304	vacuous
vacuum	0.327	0.196	0.134	vacuum
vagabond	0.384	0.531	0.144	vagabond
vagina	0.551	0.870	0.500	mukadzi
vaginal	0.449	0.765	0.420	kumukadzi
vagrancy	0.219	0.567	0.277	vagrancy
