English Word	Valence	Arousal	Dominance	Danish Word
steamboat	0.708	0.500	0.633	dampbåd
steamer	0.510	0.442	0.528	damper
steaming	0.592	0.553	0.402	dampende
steamroller	0.396	0.567	0.667	damptromle
steamship	0.469	0.490	0.569	dampskib
steamy	0.479	0.538	0.445	dampende
steel	0.521	0.420	0.714	stål
steep	0.312	0.612	0.321	stejl
steeple	0.625	0.519	0.500	tårn
steer	0.469	0.490	0.527	styre
steering	0.580	0.431	0.660	styretøj
stellar	0.796	0.580	0.769	stjerne
stem	0.615	0.191	0.336	stilk
stench	0.104	0.570	0.298	stank
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	stenograf
step	0.531	0.321	0.347	trin
stepdaughter	0.510	0.510	0.432	steddatter
stepfather	0.396	0.491	0.611	stedfar
stepmother	0.427	0.530	0.484	stedmor
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	trin
stepson	0.614	0.406	0.480	stedsøn
stereo	0.617	0.519	0.500	stereoanlæg
stereoscopic	0.363	0.417	0.574	stereoskopisk
stereotype	0.151	0.422	0.612	stereotype
stereotyped	0.375	0.510	0.436	stereotype
sterile	0.302	0.471	0.291	steril
sterility	0.201	0.519	0.414	sterilitet
sterilize	0.406	0.510	0.520	sterilisere
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	hård
sternum	0.520	0.422	0.436	brystbenet
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoskop
stew	0.667	0.373	0.250	gryderet
steward	0.633	0.238	0.550	steward
stewardess	0.625	0.491	0.491	stewardesse
stewardship	0.551	0.440	0.617	forvaltning
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	Pind
sticker	0.583	0.306	0.346	klistermærke
sticking	0.486	0.425	0.356	klæber
stickler	0.385	0.471	0.417	klæber
stickup	0.453	0.537	0.434	stikke op
sticky	0.385	0.569	0.292	klæbrig
stiff	0.158	0.459	0.569	stiv
stiffen	0.360	0.582	0.719	stivne
stiffness	0.323	0.500	0.657	stivhed
stifle	0.240	0.764	0.427	kvæle
stifled	0.229	0.731	0.193	kvalt
stifling	0.163	0.858	0.608	kvælende
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	stil
stiletto	0.396	0.430	0.427	stilet
stillbirth	0.092	0.809	0.291	dødfødsel
stillborn	0.271	0.519	0.337	dødfødt
stillness	0.729	0.125	0.339	Stilhed
stillwaiting	0.344	0.393	0.420	venter stadig
stilts	0.439	0.577	0.300	stylter
stimulant	0.441	0.794	0.745	stimulerende
stimulate	0.792	0.798	0.754	stimulere
stimulating	0.740	0.804	0.809	stimulerende
stimulation	0.708	0.821	0.702	stimulation
stimulus	0.771	0.779	0.750	stimulus
sting	0.163	0.651	0.373	stik
stinger	0.279	0.625	0.508	stikker
stinging	0.260	0.730	0.459	stikkende
stingy	0.094	0.548	0.283	nærig
stink	0.042	0.481	0.180	stinke
stinker	0.163	0.567	0.275	stinker
stinking	0.041	0.657	0.264	stinkende
stinky	0.092	0.558	0.176	stinkende
stint	0.490	0.326	0.342	stint
stipend	0.604	0.546	0.614	stipendium
stipulate	0.570	0.546	0.623	betinge
stipulation	0.469	0.622	0.654	bestemmelse
stir	0.448	0.773	0.453	røre rundt
stirring	0.582	0.702	0.558	omrøring
stitch	0.306	0.538	0.357	søm
stitching	0.510	0.382	0.345	syning
stock	0.594	0.418	0.407	lager
stockade	0.375	0.402	0.500	stockade
stockbroker	0.417	0.676	0.802	børsmægler
stockholder	0.573	0.625	0.716	aktionær
stocking	0.594	0.324	0.688	strømpe
stockings	0.458	0.365	0.382	strømper
stockpile	0.542	0.315	0.425	lager
stockroom	0.562	0.312	0.406	lagerrum
stocks	0.573	0.598	0.586	aktier
stoic	0.427	0.473	0.602	stoisk
stole	0.135	0.760	0.384	stjal
stolen	0.156	0.646	0.308	stjålet
stomach	0.367	0.402	0.438	mave
stomachache	0.030	0.745	0.316	mavepine
stomp	0.365	0.565	0.438	trampe
stomped	0.229	0.684	0.406	trampede
stone	0.216	0.183	0.561	sten-
stoned	0.177	0.796	0.375	stenet
stonewall	0.337	0.457	0.655	Stenmur
stoneware	0.458	0.300	0.443	stentøj
stony	0.356	0.494	0.525	stenet
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	afføring
stools	0.459	0.382	0.327	afføring
stoop	0.490	0.430	0.284	bøje sig
stoopid	0.280	0.431	0.382	bøjet
stop	0.280	0.510	0.490	hold op
stopover	0.531	0.327	0.575	mellemlanding
stoppage	0.224	0.491	0.445	standsning
stopper	0.365	0.336	0.390	prop
stopping	0.388	0.382	0.473	stopper
stopwatch	0.469	0.521	0.482	stopur
storage	0.698	0.406	0.564	opbevaring
store	0.646	0.538	0.407	butik
storefront	0.580	0.217	0.457	butiksfacade
storehouse	0.570	0.250	0.491	lagerbygning
storeroom	0.560	0.217	0.588	lagerrum
storing	0.630	0.378	0.548	opbevaring
storm	0.188	0.940	0.543	storm
storming	0.265	0.910	0.669	stormende
stormy	0.146	0.870	0.562	stormfuld
story	0.653	0.406	0.704	historie
storybook	0.854	0.306	0.383	historiebog
storyteller	0.730	0.357	0.462	historiefortæller
storytelling	0.643	0.375	0.472	historiefortælling
stound	0.490	0.473	0.446	stand
stout	0.656	0.657	0.817	stout
stove	0.466	0.391	0.405	komfur
stow	0.615	0.365	0.523	stuv
stowaway	0.224	0.481	0.357	blindpassager
straddle	0.306	0.550	0.444	grænseoverskridende
straighten	0.677	0.500	0.685	glatte
straightforward	0.780	0.150	0.380	ligetil
straightway	0.667	0.444	0.565	med det samme
strain	0.190	0.750	0.380	stamme
strained	0.122	0.656	0.580	anstrengt
strait	0.438	0.433	0.412	stræde
straitjacket	0.224	0.719	0.579	spændetrøje
straits	0.408	0.269	0.410	strædet
strand	0.396	0.406	0.538	streng
stranded	0.292	0.459	0.219	strandet
strange	0.314	0.663	0.395	mærkelig
stranger	0.330	0.449	0.302	fremmed
strangle	0.094	0.927	0.527	kvæle
strangulation	0.040	0.886	0.542	kvælning
strap	0.380	0.417	0.382	rem
strapless	0.314	0.462	0.273	stropløs
strapping	0.552	0.413	0.454	omsnøring
strata	0.500	0.457	0.411	lag
strategic	0.786	0.708	0.861	strategisk
strategist	0.571	0.594	0.810	strateg
strategy	0.704	0.667	0.858	strategi
stratification	0.531	0.490	0.651	lagdeling
stratosphere	0.604	0.583	0.636	stratosfæren
stratum	0.365	0.307	0.510	stratum
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	strå
strawberry	0.833	0.270	0.336	jordbær
stray	0.133	0.760	0.281	vildfaren
streak	0.440	0.608	0.511	streak
streaked	0.458	0.426	0.393	stribet
stream	0.449	0.537	0.559	strøm
streamer	0.615	0.530	0.429	streamer
streaming	0.592	0.481	0.582	streaming
streamline	0.656	0.573	0.618	strømline
street	0.594	0.324	0.398	gade
streetcar	0.390	0.569	0.566	sporvogn
streetlight	0.673	0.268	0.390	gadebelysning
strength	0.802	0.682	0.858	styrke
strengthen	0.802	0.796	0.971	styrke
strengthening	0.913	0.627	0.945	styrkelse
strenuous	0.104	0.660	0.481	anstrengende
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	stress
stressed	0.167	0.740	0.502	stresset
stresses	0.115	0.817	0.396	understreger
stressfree	0.833	0.080	0.528	Stress fri
stressful	0.153	0.873	0.389	stressende
stressin	0.146	0.810	0.367	stresser
stressing	0.163	0.866	0.462	stressende
stressrelief	0.627	0.417	0.475	stressaflastning
stretch	0.604	0.578	0.500	strække
stretcher	0.438	0.196	0.295	båre
stricken	0.163	0.720	0.368	ramt
strict	0.500	0.646	0.878	streng
stride	0.490	0.670	0.434	skridt
strife	0.344	0.898	0.630	stridigheder
strike	0.271	0.811	0.571	strejke
strikeout	0.316	0.520	0.371	overstreget
striker	0.500	0.589	0.696	angriber
striking	0.357	0.827	0.657	slående
strikingly	0.690	0.684	0.811	påfaldende
string	0.385	0.398	0.445	snor
strings	0.457	0.292	0.355	strenge
stringy	0.430	0.510	0.527	snorlige
strip	0.427	0.500	0.436	strimmel
stripe	0.629	0.302	0.361	stribe
striped	0.344	0.373	0.385	stribet
stripped	0.255	0.615	0.278	strippet
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	stræbe
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	slag
stroll	0.745	0.415	0.444	slentre
stroller	0.786	0.398	0.314	barnevogn
strolling	0.755	0.515	0.340	slentre
strong	0.912	0.745	0.895	stærk
stronghold	0.708	0.636	0.954	højborg
strongly	0.630	0.817	0.885	stærkt
structural	0.582	0.425	0.690	strukturel
structure	0.562	0.356	0.712	struktur
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	kamp
strut	0.580	0.480	0.464	spankulere
stub	0.396	0.320	0.367	stub
stubbed	0.323	0.642	0.241	stubbet
stubble	0.333	0.442	0.264	skægstubbe
stubborn	0.157	0.702	0.575	stædig
stubbornness	0.156	0.673	0.508	stædighed
stubby	0.417	0.370	0.393	stubbet
stucco	0.439	0.292	0.279	stuk
stuck	0.153	0.644	0.285	sidde fast
stuckup	0.281	0.480	0.363	fastlåst
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	besat
student	0.634	0.318	0.537	studerende
studied	0.786	0.306	0.806	studeret
studio	0.677	0.265	0.620	studie
study	0.653	0.361	0.768	undersøgelse
stuff	0.622	0.367	0.263	ting og sager
stuffed animal	0.684	0.255	0.306	udstoppet dyr
stuffing	0.417	0.324	0.304	fyld
stuffy	0.323	0.615	0.406	indelukket
stumble	0.153	0.716	0.259	snuble
stump	0.449	0.510	0.340	stump
stumped	0.344	0.604	0.392	stødt
stun	0.333	0.710	0.451	bedøve
stunned	0.306	0.663	0.356	bedøvet
stunner	0.418	0.780	0.492	forbløffende
stunning	0.888	0.673	0.858	betagende
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	forkrøblet
stuntman	0.490	0.482	0.500	stuntmand
stupefaction	0.294	0.704	0.480	forbløffelse
stupefy	0.200	0.740	0.412	dum
stupendous	0.823	0.690	0.798	fantastisk
stupid	0.133	0.510	0.200	Dum
stupidity	0.060	0.418	0.151	dumhed
stupidpeople	0.073	0.675	0.196	dumme mennesker
stupidrain	0.260	0.520	0.317	stupidræn
stupor	0.323	0.590	0.330	stupor
sturdy	0.580	0.642	0.824	robust
sturgeon	0.417	0.473	0.465	stør
stutter	0.250	0.469	0.258	stamme
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	stil
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	stilfuldt
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomare
subcommittee	0.396	0.467	0.600	underudvalg
subconscious	0.531	0.375	0.415	underbevidsthed
subcutaneous	0.396	0.444	0.376	subkutan
subdivide	0.538	0.433	0.348	underinddele
subdivision	0.592	0.455	0.430	underafdeling
subduction	0.350	0.569	0.445	subduktion
subdue	0.275	0.640	0.784	undertrykke
subdued	0.236	0.463	0.223	afdæmpet
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	emne
subjected	0.286	0.520	0.221	udsat
subjection	0.354	0.408	0.539	underkastelse
subjective	0.510	0.350	0.432	subjektiv
subjugation	0.280	0.610	0.377	underkastelse
sublet	0.469	0.551	0.545	fremleje
sublevel	0.365	0.298	0.333	underniveau
sublimation	0.510	0.390	0.538	sublimering
sublime	0.784	0.333	0.585	sublime
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	undervandsbåd
submerge	0.517	0.643	0.456	dykke
submerged	0.337	0.528	0.357	nedsænket
submersible	0.406	0.459	0.540	nedsænkelig
submission	0.531	0.580	0.633	indsendelse
submissive	0.480	0.217	0.173	underdanig
submit	0.635	0.448	0.500	Indsend
submitting	0.667	0.610	0.611	indsende
subordinate	0.276	0.392	0.121	underordnet
subordination	0.270	0.527	0.343	underordning
subplot	0.469	0.413	0.446	delplot
subpoena	0.281	0.634	0.555	stævning
subscribe	0.660	0.344	0.591	abonnere
subscriber	0.562	0.398	0.570	abonnent
subscription	0.583	0.333	0.651	abonnement
subsequence	0.438	0.510	0.413	efterfølgen
subsequent	0.449	0.385	0.400	efterfølgende
subsequently	0.380	0.337	0.336	efterfølgende
subservient	0.255	0.402	0.339	underdanig
subset	0.429	0.358	0.404	delmængde
subside	0.375	0.308	0.209	aftage
subsidence	0.320	0.509	0.452	nedsynkning
subsidiary	0.541	0.295	0.500	datterselskab
subsidize	0.604	0.615	0.589	subsidiere
subsidy	0.573	0.462	0.517	tilskud
subsist	0.573	0.418	0.472	ernære sig
subsistence	0.510	0.404	0.491	underhold
subsoil	0.429	0.240	0.382	undergrund
subspace	0.470	0.453	0.475	underrum
substance	0.615	0.422	0.528	stof
substandard	0.235	0.333	0.150	substandard
substantial	0.590	0.490	0.690	betydelig
substantially	0.646	0.471	0.684	væsentligt
substantiate	0.531	0.549	0.636	underbygge
substantive	0.500	0.350	0.455	indholdsmæssigt
substation	0.469	0.461	0.491	understation
substitute	0.427	0.406	0.398	erstatning
substituted	0.271	0.545	0.394	erstattet
substitution	0.406	0.480	0.353	substitution
substructure	0.441	0.358	0.587	underbygning
subterranean	0.469	0.306	0.432	underjordisk
subtext	0.635	0.276	0.412	undertekst
subtitle	0.445	0.202	0.347	undertekst
subtle	0.708	0.167	0.228	diskret
subtlety	0.615	0.176	0.363	subtilitet
subtract	0.208	0.330	0.283	trække fra
subtraction	0.163	0.382	0.349	subtraktion
subtype	0.427	0.296	0.420	undertype
suburb	0.354	0.566	0.441	forstad
suburban	0.439	0.450	0.453	forstad
suburbia	0.438	0.490	0.421	forstad
suburbs	0.510	0.571	0.286	forstæder
subversion	0.347	0.608	0.415	subversion
subversive	0.198	0.765	0.500	subversiv
subvert	0.357	0.557	0.536	undergrave
subway	0.418	0.300	0.464	undergrundsbane
succeed	0.926	0.755	0.926	lykkes
succeeding	0.867	0.755	0.849	lykkes
success	0.959	0.880	0.981	succes
successful	0.949	0.724	0.938	vellykket
succession	0.698	0.481	0.587	arvefølge
successive	0.635	0.471	0.518	successiv
successor	0.729	0.531	0.648	efterfølger
succinct	0.510	0.413	0.566	kortfattet
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	saftig
succumb	0.202	0.787	0.292	bukke under
suck	0.344	0.706	0.377	suge
sucker	0.265	0.393	0.204	sutter
sucking	0.227	0.528	0.377	sutter
suckling	0.596	0.558	0.518	diende
sucks	0.115	0.683	0.302	stinker
suction	0.460	0.593	0.526	sugning
sudden	0.449	0.660	0.435	pludselig
suddenly	0.670	0.510	0.456	pludselig
suds	0.458	0.365	0.255	skum
sue	0.219	0.731	0.679	sagsøge
suede	0.542	0.259	0.259	ruskind
suffer	0.082	0.910	0.259	lide
sufferer	0.156	0.690	0.278	lidende
suffering	0.020	0.719	0.235	lidelse
suffice	0.643	0.326	0.504	tilstrækkeligt
sufficiency	0.594	0.438	0.576	tilstrækkelighed
sufficient	0.833	0.330	0.588	tilstrækkelig
sufficiently	0.776	0.367	0.714	tilstrækkeligt
suffix	0.430	0.420	0.364	suffiks
suffocate	0.219	0.764	0.440	kvæle
suffocating	0.133	0.774	0.429	kvælende
suffocation	0.020	0.830	0.462	kvælning
sugar	0.896	0.382	0.402	sukker
suggest	0.573	0.471	0.517	antyder
suggestion	0.646	0.365	0.558	forslag
suggestive	0.552	0.500	0.555	suggestivt
suicidal	0.021	0.867	0.382	selvmorderisk
suicide	0.030	0.873	0.429	selvmord
suicidebombing	0.031	0.957	0.627	selvmordsbombe
suit	0.776	0.282	0.482	dragt
suitable	0.792	0.298	0.722	egnet
suitcase	0.562	0.212	0.318	kuffert
suite	0.790	0.420	0.400	suite
suitor	0.708	0.639	0.546	bejler
sulfate	0.427	0.352	0.429	sulfat
sulfur	0.173	0.530	0.364	svovl
sulk	0.250	0.580	0.406	surmule
sullen	0.250	0.407	0.263	surmulende
sully	0.378	0.550	0.370	sully
sulphur	0.260	0.450	0.233	svovl
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	lummer
sum	0.792	0.340	0.420	sum
summarily	0.469	0.431	0.543	summarisk
summarize	0.590	0.323	0.471	sammenfatte
summary	0.729	0.260	0.427	Resumé
summation	0.766	0.337	0.594	summering
summer	0.812	0.373	0.550	sommer
summerhouse	0.796	0.308	0.443	sommerhus
summertime	0.837	0.500	0.455	sommertid
summit	0.625	0.618	0.764	topmøde
summon	0.521	0.560	0.664	tilkalde
summons	0.552	0.604	0.598	stævning
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	overdådig
sun	0.877	0.400	0.681	sol
sunbeam	0.729	0.440	0.505	solstråle
sunburn	0.061	0.755	0.447	solskoldning
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	Søndag
sundial	0.643	0.225	0.406	solur
sundown	0.812	0.276	0.445	solnedgang
sundry	0.543	0.369	0.407	diverse
sunflower	0.878	0.231	0.270	solsikke
sunglass	0.684	0.264	0.324	solbrille
sunglasses	0.844	0.443	0.364	solbriller
sunk	0.146	0.531	0.185	sunket
sunken	0.103	0.476	0.173	nedsænket
sunless	0.245	0.280	0.273	solfri
sunlight	0.906	0.407	0.639	sollys
sunny	0.740	0.348	0.481	solrig
sunrise	0.823	0.347	0.640	solopgang
sunroof	0.681	0.325	0.425	soltag
sunscreen	0.656	0.387	0.462	solcreme
sunset	0.875	0.231	0.298	solnedgang
sunshine	0.885	0.297	0.769	solskin
suntan	0.620	0.510	0.366	solbrændthed
sunup	0.760	0.304	0.620	solopgang
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	pensionering
superb	0.980	0.708	0.852	fremragende
superficial	0.357	0.407	0.309	overfladisk
superfluous	0.316	0.469	0.393	overflødigt
superhero	0.910	0.820	0.893	superhelt
superhuman	0.810	0.745	0.895	overmenneskelig
superimposed	0.490	0.529	0.683	overlejret
superintendent	0.592	0.570	0.942	forstander
superior	0.801	0.697	0.940	overlegen
superiority	0.582	0.602	0.959	overlegenhed
superlative	0.714	0.566	0.737	superlativ
superman	0.945	0.794	0.929	supermand
supermarket	0.690	0.547	0.571	supermarked
supermodel	0.880	0.663	0.698	supermodel
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	overnaturlige
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superposition
superpower	0.806	0.784	0.972	supermagt
supersede	0.479	0.510	0.518	afløse
superstar	0.885	0.860	0.880	superstjerne
superstition	0.177	0.640	0.418	overtro
superstitious	0.281	0.545	0.514	overtroisk
superstore	0.719	0.600	0.640	supermarked
supervise	0.698	0.555	0.889	overvåge
supervision	0.459	0.578	0.825	overvågning
supervisor	0.615	0.479	0.933	tilsynsførende
supper	0.708	0.429	0.552	aftensmad
suppertime	0.792	0.388	0.461	aftensmad
supplant	0.344	0.558	0.463	fortrænge
supple	0.812	0.528	0.436	smidig
supplement	0.745	0.406	0.491	supplement
supplemental	0.604	0.404	0.555	supplerende
supplementary	0.625	0.352	0.541	supplerende
supplication	0.469	0.570	0.309	bønfald
supplier	0.615	0.462	0.736	leverandør
supplies	0.698	0.390	0.595	forsyninger
supply	0.708	0.519	0.603	levere
support	0.811	0.472	0.737	support
supported	0.853	0.408	0.613	understøttes
supporter	0.721	0.510	0.698	tilhænger
supporters	0.763	0.539	0.558	tilhængere
supporting	0.634	0.490	0.764	støttende
supportive	0.875	0.420	0.635	støttende
suppose	0.551	0.343	0.348	formode
supposed	0.296	0.378	0.379	formodede
supposing	0.449	0.451	0.357	antager
supposition	0.531	0.408	0.526	antagelse
suppress	0.281	0.559	0.509	undertrykke
suppression	0.267	0.541	0.537	undertrykkelse
supremacy	0.794	0.706	0.943	overhøjhed
supreme	0.812	0.700	0.974	øverste
supremely	0.833	0.725	0.897	suverænt
surcharge	0.375	0.528	0.500	ekstragebyr
sure	0.724	0.270	0.793	jo da
surety	0.776	0.365	0.750	kautionist
surf	0.847	0.650	0.500	surf
surface	0.448	0.375	0.604	overflade
surfboard	0.729	0.730	0.387	surfbræt
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	stigning
surgeon	0.500	0.598	0.793	kirurg
surgery	0.286	0.769	0.600	kirurgi
surgical	0.327	0.696	0.723	kirurgisk
surly	0.221	0.469	0.493	surt
surmise	0.529	0.400	0.347	formodning
surname	0.670	0.250	0.493	efternavn
surpassing	0.719	0.660	0.720	overgå
surplus	0.602	0.680	0.630	overskud
surprise	0.875	0.875	0.562	overraskelse
surprised	0.784	0.855	0.539	overrasket
surprises	0.875	0.769	0.632	overraskelser
surprising	0.888	0.790	0.692	overraskende
surprisingly	0.847	0.793	0.819	overraskende
surreal	0.550	0.529	0.670	surrealistisk
surrender	0.115	0.396	0.186	overgivelse
surrendering	0.198	0.411	0.245	overgive sig
surrogate	0.406	0.590	0.472	surrogat
surround	0.542	0.623	0.627	omgive
surrounding	0.531	0.422	0.669	omkringliggende
surroundings	0.600	0.346	0.492	omgivelser
surveillance	0.365	0.720	0.718	overvågning
survey	0.580	0.357	0.379	undersøgelse
surveying	0.488	0.455	0.682	opmåling
surveyor	0.545	0.337	0.648	landmåler
survival	0.541	0.798	0.879	overlevelse
survive	0.770	0.824	0.726	overleve
surviving	0.646	0.836	0.721	overlever
survivor	0.677	0.750	0.815	overlevende
susceptibility	0.458	0.627	0.364	modtagelighed
susceptible	0.438	0.449	0.304	modtagelige
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	formode
suspected	0.173	0.755	0.452	mistænkt
suspend	0.240	0.320	0.368	suspendere
suspended	0.224	0.402	0.368	suspenderet
suspenders	0.391	0.333	0.500	seler
suspense	0.286	0.775	0.402	spænding
suspension	0.288	0.530	0.426	affjedring
suspicion	0.204	0.711	0.377	mistanke
suspicions	0.208	0.745	0.500	mistanker
suspicious	0.153	0.745	0.431	mistænksom
sustain	0.635	0.358	0.593	opretholde
sustained	0.649	0.340	0.580	vedvarende
sustenance	0.820	0.519	0.679	forsørgelse
suture	0.240	0.510	0.510	sutur
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	vatpind
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	svimmel
swallow	0.466	0.608	0.436	sluge
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	sump
swamped	0.156	0.480	0.270	oversvømmet
swampy	0.306	0.390	0.412	sumpet
swan	0.781	0.225	0.357	Svane
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	bytte rundt
swarm	0.302	0.735	0.458	sværm
swarming	0.375	0.600	0.435	sværmer
swastika	0.316	0.472	0.491	hagekors
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	svaje
swear	0.601	0.577	0.658	sværge
swearing	0.333	0.559	0.586	at bande
sweat	0.388	0.579	0.297	sved
sweater	0.704	0.245	0.295	sweater
sweating	0.292	0.667	0.265	svedtendens
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	svedig
sweep	0.448	0.385	0.383	feje
sweeper	0.470	0.549	0.414	fejemaskine
sweeping	0.344	0.431	0.355	fejende
sweet	0.668	0.418	0.382	sød
sweeten	0.908	0.455	0.423	forsøde
sweetened	0.940	0.461	0.398	sødet
sweetener	0.670	0.333	0.330	sødemiddel
sweetest	0.959	0.500	0.370	sødeste
sweetheart	0.959	0.423	0.509	kæreste
sweetie	0.990	0.549	0.560	søde
sweetness	0.906	0.474	0.528	sødme
sweets	0.910	0.422	0.321	søde sager
swell	0.360	0.679	0.348	svulme
swelling	0.323	0.608	0.250	hævelse
sweltering	0.204	0.644	0.362	kvælende
swerve	0.276	0.612	0.357	vige
swift	0.760	0.776	0.698	hurtig
swiftly	0.660	0.885	0.618	hurtigt
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	affald
swim	0.688	0.461	0.529	svømme
swimmer	0.657	0.698	0.610	svømmer
swimming	0.760	0.559	0.524	svømning
swimsuit	0.740	0.373	0.269	badedragt
swindle	0.122	0.740	0.439	svindel
swindler	0.125	0.721	0.575	svindler
swine	0.340	0.519	0.277	svin
swing	0.602	0.510	0.481	svinge
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	svingende
swipe	0.573	0.450	0.266	swipe
swirl	0.490	0.726	0.639	hvirvle
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	kontakt
switchblade	0.357	0.596	0.528	skifteblad
switchboard	0.571	0.519	0.558	omstillingsbord
swivel	0.562	0.480	0.500	drejelig
swollen	0.236	0.510	0.277	opsvulmet
swoon	0.292	0.510	0.160	svime
swoop	0.479	0.618	0.446	slag
sword	0.438	0.653	0.713	sværd
swordfish	0.564	0.520	0.442	sværdfisk
swordplay	0.616	0.750	0.528	sværdspil
swordsman	0.395	0.857	0.696	sværdkæmper
sycamore	0.500	0.401	0.527	platanbær
syllable	0.448	0.250	0.417	stavelse
syllabus	0.736	0.370	0.643	pensum
symbiotic	0.832	0.425	0.406	symbiotisk
symbol	0.643	0.388	0.527	symbol
symbolic	0.670	0.385	0.574	symbolsk
symbolically	0.582	0.385	0.648	symbolsk
symbolism	0.688	0.347	0.640	symbolik
symbolize	0.633	0.327	0.673	symbolisere
symmetric	0.745	0.212	0.588	symmetrisk
symmetrical	0.542	0.263	0.569	symmetrisk
symmetry	0.604	0.274	0.500	symmetri
sympathetic	0.796	0.434	0.609	sympatisk
sympathize	0.770	0.627	0.644	sympatisere
sympathy	0.827	0.497	0.634	sympati
symphonic	0.775	0.545	0.566	symfonisk
symphony	0.765	0.490	0.600	symfoni
symposium	0.573	0.394	0.644	symposium
symptom	0.380	0.529	0.434	symptom
symptomatic	0.367	0.434	0.491	symptomatisk
synagogue	0.531	0.300	0.544	synagoge
synapse	0.660	0.471	0.491	synapse
synaptic	0.573	0.553	0.622	synaptisk
sync	0.802	0.440	0.670	synkronisere
synchronize	0.781	0.361	0.654	synkronisere
synchronous	0.600	0.538	0.545	synkron
syncope	0.245	0.538	0.398	synkope
syndicate	0.439	0.491	0.673	syndikat
syndrome	0.229	0.510	0.246	syndrom
synergistic	0.571	0.550	0.547	synergistisk
synergy	0.667	0.510	0.720	synergi
synod	0.469	0.377	0.574	synode
synonym	0.615	0.210	0.433	synonym
synonymous	0.480	0.323	0.400	synonymt
synopsis	0.541	0.390	0.482	synopsis
synoptic	0.561	0.510	0.596	synoptisk
syntax	0.531	0.346	0.559	syntaks
synthesis	0.604	0.315	0.377	syntese
synthesizer	0.500	0.410	0.592	synthesizer
synthetic	0.396	0.350	0.519	syntetisk
syphilis	0.071	0.606	0.245	syfilis
syringe	0.250	0.680	0.330	sprøjte
syrup	0.620	0.223	0.318	sirup
system	0.615	0.346	0.764	system
systematic	0.617	0.444	0.594	systematisk
systematically	0.690	0.390	0.651	systematisk
t-shirt	0.815	0.286	0.284	t-shirt
tab	0.594	0.208	0.308	fanen
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernakel
table	0.551	0.170	0.284	bord
tableau	0.531	0.302	0.321	tableau
tablecloth	0.480	0.165	0.215	dug
tablespoon	0.490	0.353	0.245	spiseskefuld
tablet	0.562	0.330	0.438	tablet
tableware	0.677	0.250	0.276	service
tabloid	0.438	0.365	0.444	tabloid
