English Word	Valence	Arousal	Dominance	Kyrgyz Word
share	0.759	0.548	0.545	бөлүшүү
shareholder	0.656	0.632	0.915	акционер
sharing	0.827	0.462	0.545	бөлүшүү
shark	0.260	0.845	0.596	акула
sharp	0.459	0.585	0.585	курч
sharpen	0.582	0.694	0.611	курчутуу
sharpened	0.573	0.647	0.727	курчутылган
sharpener	0.532	0.435	0.327	курчуткыч
sharpness	0.729	0.385	0.653	курчтук
sharpshooter	0.240	0.929	0.764	мыкты аткыч
shatter	0.108	0.821	0.464	талкалоо
shattered	0.097	0.806	0.309	талкаланган
shattering	0.135	0.760	0.475	талкалоо
shave	0.521	0.410	0.480	кыруу
shaver	0.418	0.450	0.392	устара
shaving	0.500	0.469	0.353	кыруу
shawl	0.720	0.365	0.230	шаль
sheaf	0.396	0.387	0.456	боо
shear	0.286	0.647	0.388	кыркуу
shears	0.429	0.527	0.254	кайчы
sheath	0.460	0.314	0.342	кын
sheathing	0.378	0.480	0.642	каптоо
shed	0.427	0.402	0.470	төгүү
sheen	0.812	0.510	0.712	жаркыраган
sheep	0.604	0.206	0.161	койлор
sheepdog	0.684	0.442	0.529	кой ит
sheepish	0.326	0.441	0.205	койчу
sheer	0.604	0.250	0.481	тунук
sheet	0.439	0.174	0.302	барак
sheik	0.521	0.579	0.708	шейк
shelf	0.561	0.202	0.366	текче
shell	0.615	0.408	0.391	кабык
shellfish	0.594	0.412	0.393	моллюскалар
shelling	0.337	0.917	0.773	аткылоо
shelter	0.704	0.229	0.569	баш калкалоочу жай
sheltered	0.590	0.377	0.717	калкаланган
shelters	0.582	0.333	0.482	баш калкалоочу жайлар
shelved	0.306	0.166	0.321	текчеге коюлган
shepherd	0.656	0.304	0.610	койчу
sherbet	0.592	0.363	0.348	шербет
sheriff	0.602	0.541	0.802	шериф
sherry	0.594	0.477	0.315	Шерри
shield	0.510	0.373	0.663	калкан
shift	0.479	0.610	0.491	жылыш
shifting	0.518	0.548	0.546	жылышуу
shifty	0.365	0.687	0.483	кыймылдуу
shilling	0.521	0.342	0.430	шиллинг
shimmer	0.745	0.562	0.656	жаркырап
shimmering	0.844	0.648	0.904	жаркыраган
shimmy	0.478	0.476	0.462	шимми
shin	0.459	0.500	0.231	шин
shindig	0.552	0.560	0.491	шиндиг
shine	0.844	0.539	0.741	жаркырап
shiner	0.740	0.510	0.556	жалтырак
shingle	0.510	0.200	0.410	шишик
shining	0.885	0.673	0.812	жаркыраган
shiny	0.885	0.604	0.787	жалтырак
ship	0.646	0.500	0.439	кеме
shipment	0.582	0.440	0.452	жөнөтүү
shipping	0.622	0.327	0.443	Жеткирүү
shipshape	0.594	0.480	0.474	кеме формасы
shipwreck	0.268	0.768	0.373	кеме кыйроо
shipyard	0.398	0.583	0.595	верф
shire	0.479	0.257	0.609	шире
shirt	0.698	0.186	0.231	көйнөк
shit	0.000	0.678	0.294	бок
shitday	0.281	0.658	0.390	бок күн
shitfaced	0.214	0.695	0.380	жүзү кара
shithead	0.120	0.645	0.302	бок баш
shitless	0.271	0.545	0.333	боксуз
shitload	0.020	0.606	0.161	бок жүк
shittest	0.076	0.673	0.232	эң жаман
shitty	0.020	0.679	0.163	бок
shiver	0.260	0.765	0.236	титиреп
shivering	0.122	0.663	0.373	титирөө
shoals	0.396	0.408	0.375	шоолалар
shock	0.286	0.821	0.453	шок
shocked	0.292	0.773	0.375	шок
shocker	0.235	0.804	0.616	шок
shocking	0.378	0.853	0.833	шок
shockingly	0.510	0.924	0.721	таң калтырат
shoddy	0.082	0.463	0.179	начар
shoe	0.517	0.225	0.288	бут кийим
shoelace	0.396	0.280	0.307	бут боосу
shoemaker	0.396	0.269	0.491	өтүкчү
shoes	0.729	0.324	0.210	бут кийим
shoeshine	0.392	0.387	0.325	бут кийим
shook	0.163	0.759	0.509	титиреп
shoot	0.092	0.926	0.625	атуу
shooter	0.224	0.814	0.774	аткыч
shooting	0.276	0.931	0.602	атуу
shootout	0.080	0.927	0.615	атышуу
shop	0.725	0.632	0.565	дүкөн
shopkeeper	0.677	0.510	0.730	дүкөнчү
shoplifter	0.167	0.830	0.500	дүкөн ууру
shoplifting	0.152	0.833	0.441	дүкөн уурдоо
shopper	0.646	0.615	0.741	сатып алуучу
shopping	0.915	0.445	0.630	соода
shore	0.542	0.304	0.204	жээк
shoreline	0.677	0.296	0.529	жээк сызыгы
shorn	0.396	0.415	0.400	кыркылган
short	0.184	0.264	0.237	кыска
short story	0.697	0.321	0.348	кыска окуя
shortage	0.094	0.455	0.198	жетишсиздик
shortcake	0.677	0.359	0.398	шорт
shortcoming	0.195	0.370	0.258	кемчилик
shortcut	0.594	0.308	0.426	жарлык
shorten	0.302	0.382	0.460	кыскартуу
shortening	0.286	0.333	0.385	кыскартуу
shorthand	0.459	0.450	0.461	стенография
shortly	0.582	0.310	0.360	кыскача
shortness	0.459	0.280	0.272	кыскалык
shorts	0.622	0.481	0.287	шорты
shortstop	0.418	0.529	0.450	кыска токтотуу
shortwave	0.460	0.271	0.368	кыска толкун
shot	0.144	0.750	0.569	атып
shotgun	0.200	0.868	0.684	мылтык
shoulder	0.562	0.286	0.406	ийин
shout	0.229	0.925	0.444	кыйкыр
shove	0.306	0.690	0.602	түртүү
shovel	0.427	0.308	0.267	күрөк
shoveling	0.265	0.620	0.537	күрөк менен чабуу
show	0.673	0.771	0.719	көрсөтүү
showbiz	0.661	0.713	0.598	шоу-бизнес
showboat	0.618	0.625	0.509	шоу кайык
showcase	0.521	0.255	0.415	витрина
showdown	0.302	0.950	0.692	беттешүү
shower	0.669	0.346	0.336	душ
showgirl	0.633	0.694	0.481	шоу кыз
showing	0.622	0.540	0.491	көрсөтүү
showoff	0.344	0.598	0.463	мактануу
showroom	0.740	0.441	0.536	көргөзмө залы
showy	0.698	0.657	0.661	көрүнүктүү
shrapnel	0.240	0.740	0.681	сыныктары
shred	0.224	0.750	0.627	майдалоо
shrew	0.306	0.463	0.390	кыраакы
shrewd	0.551	0.673	0.816	кыраакы
shriek	0.459	0.827	0.491	кыйкыруу
shrill	0.312	0.721	0.640	кычыратуу
shrimp	0.571	0.361	0.425	чабак
shrine	0.802	0.255	0.574	храм
shrink	0.385	0.453	0.272	кичирейүү
shrinking	0.190	0.400	0.217	кичирейүү
shrivel	0.160	0.409	0.143	кычышуу
shroud	0.417	0.457	0.389	кепин
shrub	0.531	0.340	0.340	бадал
shrubbery	0.490	0.267	0.332	бадал
shrug	0.208	0.296	0.278	ийинин куушуруу
shrunk	0.163	0.354	0.218	кичирейген
shrunken	0.500	0.373	0.221	бырышкан
shudder	0.344	0.791	0.559	титиреп
shuddering	0.302	0.802	0.638	титиреп
shuffle	0.459	0.450	0.556	аралаштыруу
shuffleboard	0.531	0.459	0.377	аралаштыргыч
shuffling	0.521	0.408	0.293	аралаштыруу
shun	0.418	0.604	0.389	кач
shunned	0.271	0.464	0.367	качты
shunt	0.312	0.500	0.470	шунт
shut	0.240	0.352	0.311	жап
shutdown	0.173	0.367	0.418	өчүрүү
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	shutit
shutter	0.191	0.380	0.482	жапкыч
shuttle	0.531	0.591	0.547	шаттл
shutup	0.333	0.560	0.491	оозуңду жап
shy	0.280	0.153	0.132	уялчаак
shyness	0.312	0.265	0.246	уялчаак
shyster	0.292	0.567	0.424	уялчаак
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	бир тууган
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	оорулуу
sickbay	0.296	0.510	0.345	оорулуу
sicken	0.051	0.500	0.294	оорулуу
sickening	0.074	0.618	0.259	оорутуу
sickle	0.427	0.585	0.370	орок
sickly	0.188	0.550	0.191	оорулуу
sickness	0.094	0.704	0.288	оору
side	0.439	0.288	0.395	тарап
sidearm	0.410	0.474	0.500	каптал курал
sidebar	0.469	0.364	0.405	каптал тилкеси
sideboard	0.590	0.259	0.426	сервант
sideburns	0.777	0.327	0.308	капталдар
sidecar	0.552	0.449	0.500	каптал
sidekick	0.602	0.439	0.509	дос
sideline	0.440	0.382	0.517	четте
sideshow	0.458	0.594	0.658	тарап көрсөтүү
sidestep	0.378	0.559	0.407	каптал
sidewalk	0.479	0.192	0.348	тротуар
sideways	0.788	0.245	0.291	капталга
sidewinder	0.500	0.500	0.439	капталдан сокку
siege	0.271	0.750	0.567	курчоо
siesta	0.740	0.046	0.295	сиеста
sieve	0.459	0.250	0.333	электен өткөрүү
sift	0.542	0.412	0.461	электен өткөрүү
sifting	0.571	0.469	0.474	электен өткөрүү
sigh	0.469	0.387	0.273	үшкүрүнүү
sight	0.684	0.250	0.528	көрүү
sighting	0.582	0.560	0.627	көрүү
sightseeing	0.875	0.552	0.697	жерлерди кыдыруу
sigma	0.490	0.472	0.535	сигма
sign	0.620	0.481	0.397	белги
signal	0.615	0.417	0.464	сигнал
signature	0.570	0.422	0.657	кол коюу
significance	0.820	0.460	0.644	мааниси
significant	0.827	0.649	0.786	маанилүү
signification	0.583	0.337	0.530	мааниси
signify	0.453	0.422	0.634	билдирет
signpost	0.510	0.400	0.446	жол көрсөткүч
silence	0.438	0.200	0.223	унчукпай
silencer	0.417	0.356	0.482	тыбыштыргыч
silent	0.469	0.125	0.280	унчукпай
silently	0.448	0.185	0.306	унчукпай
silhouette	0.582	0.410	0.288	силуэт
silicon	0.439	0.448	0.445	кремний
silicone	0.480	0.340	0.333	силикон
silk	0.760	0.115	0.300	жибек
silken	0.730	0.265	0.394	жибектей
silky	0.802	0.397	0.271	жибектей
sill	0.433	0.375	0.324	силл
silliness	0.327	0.368	0.192	келесоолук
silly	0.384	0.349	0.161	акылсыз
silo	0.400	0.365	0.357	силос
silt	0.510	0.269	0.200	ылай
silver	0.684	0.451	0.615	күмүш
silverware	0.663	0.365	0.409	күмүш буюмдар
silvery	0.543	0.460	0.517	күмүш сымал
similar	0.562	0.250	0.423	окшош
similarity	0.729	0.255	0.518	окшоштук
simile	0.615	0.363	0.464	окшоштуруу
simmer	0.650	0.293	0.393	кайнатуу
simmering	0.382	0.613	0.412	кайнап жаткан
simple	0.653	0.130	0.314	жөнөкөй
simples	0.724	0.240	0.263	жөнөкөйлөр
simpleton	0.429	0.144	0.358	жөнөкөй
simplicity	0.667	0.250	0.337	жөнөкөйлүк
simplify	0.565	0.347	0.602	жөнөкөйлөтүү
simplistic	0.490	0.245	0.391	жөнөкөйлөтүлгөн
simply	0.535	0.148	0.393	жөн гана
simulate	0.551	0.375	0.417	симуляциялоо
simulated	0.500	0.461	0.356	симуляцияланган
simulating	0.552	0.462	0.481	симуляциялоо
simulation	0.552	0.574	0.567	симуляция
simulator	0.677	0.559	0.583	симулятор
simultaneous	0.691	0.577	0.554	бир убакта
simultaneously	0.656	0.490	0.609	бир эле убакта
sin	0.177	0.712	0.449	күнөө
sincere	0.918	0.265	0.725	чын жүрөктөн
sincerity	0.908	0.351	0.686	чын ыкластуулук
sinful	0.143	0.788	0.417	күнөөкөр
sing	0.858	0.606	0.420	ырда
singer	0.802	0.735	0.628	ырчы
singing	0.885	0.594	0.528	ырдоо
single	0.291	0.354	0.259	бойдок
singly	0.553	0.354	0.466	жалгыз
singular	0.610	0.302	0.482	сингулярдуу
singularity	0.582	0.348	0.654	өзгөчөлүк
singularly	0.571	0.330	0.527	өзгөчө
sinister	0.125	0.896	0.581	жаман
sink	0.375	0.439	0.322	чөгөрүү
sinker	0.302	0.557	0.538	чөгүп кетүүчү
sinking	0.135	0.439	0.342	чөгүп кетүү
sinner	0.237	0.667	0.356	күнөөкөр
sinning	0.170	0.700	0.422	күнөө кылуу
sinus	0.531	0.563	0.340	синус
sip	0.375	0.380	0.213	ууртам
siphon	0.354	0.333	0.435	сифон
sipping	0.469	0.349	0.377	жутуп алуу
sir	0.622	0.306	0.778	сэр
sire	0.854	0.452	0.808	мырза
siren	0.570	0.627	0.500	сирена
sirloin	0.546	0.418	0.373	сырлоин
sissy	0.333	0.562	0.232	эжеке
sister	0.916	0.324	0.562	эже, карындаш, сиңди
sisterhood	0.837	0.415	0.696	карындаштык
sit	0.561	0.230	0.368	отур
sitcom	0.562	0.537	0.407	ситком
site	0.677	0.265	0.452	сайт
sith	0.439	0.564	0.373	сит
sitter	0.656	0.429	0.404	ситер
sitting	0.561	0.146	0.353	отуруу
situate	0.510	0.310	0.483	жайгашуу
situated	0.542	0.231	0.543	жайгашкан
situation	0.531	0.387	0.600	кырдаал
six	0.500	0.154	0.271	алты
sixpence	0.469	0.417	0.463	алты пенс
sixteen	0.583	0.290	0.324	он алты
sixth	0.521	0.275	0.366	алтынчы
sixty	0.694	0.240	0.433	алтымыш
sizable	0.727	0.337	0.657	чоң
size	0.531	0.336	0.569	өлчөмү
sizzle	0.427	0.704	0.368	кычыратуу
ska	0.458	0.575	0.245	ска
skate	0.740	0.653	0.508	коньки тебүү
skateboard	0.677	0.550	0.353	скейтборд
skater	0.633	0.774	0.652	коньки тебүүчү
skating	0.745	0.673	0.435	коньки тебүү
skedaddle	0.427	0.596	0.422	коньки
skeet	0.469	0.549	0.413	скит
skein	0.449	0.372	0.287	скеин
skeletal	0.306	0.558	0.318	скелеттик
skeleton	0.183	0.464	0.343	скелет
skeptic	0.135	0.440	0.500	скептик
skeptical	0.207	0.500	0.452	скептик
skepticism	0.229	0.480	0.582	скептицизм
sketch	0.704	0.276	0.420	эскиз
sketching	0.729	0.327	0.400	эскиз
sketchy	0.333	0.479	0.241	эскиз
skewed	0.340	0.480	0.361	кыйшайган
skewer	0.470	0.365	0.457	шашлык
ski	0.684	0.670	0.471	лыжа тебүү
skid	0.357	0.640	0.440	тайгалоо
skier	0.802	0.788	0.639	лыжачы
skiff	0.479	0.375	0.472	скиф
skiing	0.823	0.824	0.620	лыжа тебүү
skijump	0.635	0.647	0.482	лыжа менен секирүү
skill	0.847	0.701	0.833	чеберчилик
skilled	0.886	0.614	0.929	чебер
skillet	0.510	0.296	0.345	таба
skillful	0.802	0.616	0.908	чебер
skim	0.418	0.328	0.322	сүзүү
skimpy	0.302	0.349	0.208	арык
skin	0.569	0.350	0.395	тери
skinny	0.333	0.333	0.298	арык
skip	0.458	0.804	0.439	өткөрүп жиберүү
skipper	0.440	0.577	0.692	скипер
skirmish	0.290	0.640	0.474	кагылышуу
skirt	0.602	0.463	0.226	юбка
skirting	0.449	0.529	0.386	юбка
skirts	0.622	0.538	0.241	юбкалар
skit	0.438	0.434	0.421	скит
skittish	0.156	0.815	0.172	тартынчаак
skull	0.276	0.558	0.574	баш сөөк
skunk	0.284	0.491	0.380	сасык
sky	0.958	0.234	0.401	асман
skylight	0.708	0.314	0.343	асман жарыгы
skyline	0.592	0.412	0.662	асман сызыгы
skyscraper	0.622	0.696	0.798	асман тиреген имарат
slab	0.398	0.265	0.264	плита
slack	0.521	0.283	0.446	боштук
slag	0.266	0.600	0.254	шлак
slam	0.459	0.577	0.480	чапкыла
slammer	0.417	0.565	0.391	чапкыла
slander	0.184	0.604	0.454	жалаа жабуу
slanderous	0.057	0.800	0.337	ушакчы
slang	0.479	0.418	0.491	жаргон
slant	0.469	0.396	0.536	эңкейиш
slap	0.100	0.804	0.518	чаап
slash	0.260	0.500	0.509	кесүү
slashes	0.330	0.328	0.410	сызыктар
slate	0.531	0.283	0.431	шифер
slates	0.500	0.270	0.342	шиферлер
slaughter	0.052	0.953	0.602	союу
slaughterhouse	0.146	0.794	0.472	касапкана
slaughtering	0.133	0.947	0.714	союу
slave	0.171	0.795	0.151	кул
slavery	0.052	0.783	0.218	кулчулук
slay	0.133	0.920	0.585	өлтүрүү
slayer	0.041	0.930	0.661	өлтүргүч
sleaze	0.312	0.538	0.405	жалкоо
sleazy	0.292	0.674	0.370	жалкоо
sled	0.635	0.547	0.446	чана
sledding	0.625	0.547	0.422	чана тебүү
sledge	0.646	0.500	0.361	чана
sledgehammer	0.449	0.479	0.482	балка
sleek	0.750	0.484	0.643	жылмакай
sleep	0.719	0.090	0.339	уктоо
sleeper	0.640	0.154	0.254	уктоочу
sleeping	0.704	0.091	0.312	уктап жаткан
sleepless	0.213	0.410	0.207	уйкусуз
sleeplessness	0.104	0.604	0.202	уйкусуздук
sleepover	0.815	0.519	0.340	уктоо
sleepy	0.604	0.125	0.250	уйкулуу
sleepyhead	0.327	0.350	0.294	уйкулуу баш
sleet	0.410	0.355	0.395	кар
sleeve	0.531	0.270	0.273	жең
sleeveless	0.638	0.290	0.200	жеңсиз
sleigh	0.742	0.551	0.396	чана
sleight	0.719	0.677	0.379	шалаакылык
slender	0.812	0.548	0.664	ичке
sleuth	0.460	0.633	0.676	слейт
slice	0.583	0.375	0.303	кесим
slick	0.388	0.383	0.349	жылмакай
slicker	0.727	0.387	0.519	жылмакай
slide	0.615	0.435	0.432	слайд
slider	0.585	0.491	0.518	сыдырма
sliding	0.356	0.730	0.491	жылган
slight	0.521	0.240	0.155	кичине
slight anticipation	0.562	0.490	0.445	бир аз күтүү
slight disgust	0.156	0.578	0.318	кичине жийиркенүү
slight surprise	0.677	0.746	0.557	кичине сюрприз
slight trust	0.306	0.400	0.245	кичине ишеним
slightly	0.470	0.274	0.255	бир аз
slightly negative	0.190	0.472	0.259	бир аз терс
slightly positive	0.792	0.480	0.567	бир аз оң
slim	0.562	0.180	0.296	сымбаттуу
slime	0.300	0.370	0.183	былжыр
slimy	0.177	0.500	0.309	былжырлуу
sling	0.417	0.423	0.404	салмоор
slingshot	0.323	0.654	0.474	салмоор
slink	0.460	0.546	0.314	силкүү
slinky	0.400	0.637	0.603	жылмакай
slip	0.316	0.714	0.321	тайып
slipper	0.635	0.298	0.245	тапочка
slippers	0.573	0.413	0.236	тапочкалар
slippery	0.219	0.740	0.343	тайгак
slit	0.406	0.490	0.366	жарака
sliver	0.388	0.347	0.291	тилке
slob	0.275	0.365	0.300	жалкоо
slobber	0.350	0.375	0.278	жалкоо
slogan	0.550	0.216	0.564	ураан
sloop	0.480	0.375	0.380	салкын
slop	0.306	0.409	0.325	ийилчээк
slope	0.347	0.438	0.279	жантаюу
sloppy	0.303	0.441	0.183	шалаакы
slot	0.469	0.337	0.337	уяча
sloth	0.198	0.140	0.125	жалкоо
slouch	0.365	0.450	0.328	ийкемдүү
slough	0.265	0.390	0.200	салкын
slow	0.357	0.073	0.131	жай
slowly	0.427	0.185	0.295	жай
slowness	0.302	0.212	0.191	жайлык
sludge	0.354	0.396	0.229	ылай
slug	0.276	0.370	0.160	слаг
slugger	0.458	0.500	0.518	жалкоо
sluggish	0.224	0.124	0.155	солгун
sluice	0.427	0.520	0.365	шлюз
slum	0.292	0.528	0.302	караңгы жер
slumber	0.592	0.191	0.426	уйку
slump	0.194	0.438	0.130	кулоо
slur	0.115	0.814	0.427	шылдыңдоо
slurp	0.540	0.528	0.411	шпылдак
slush	0.427	0.283	0.296	ылай
slut	0.071	0.808	0.309	шлюха
slutty	0.224	0.810	0.371	шылуун
sly	0.573	0.690	0.750	куу
smack	0.323	0.662	0.381	чаап
small	0.542	0.205	0.120	кичинекей
smaller	0.300	0.310	0.179	кичирээк
smallest	0.281	0.340	0.129	эң кичинекей
smallpox	0.156	0.583	0.222	чечек
smart	0.906	0.607	0.923	акылдуу
smartass	0.364	0.520	0.620	акылдуу эшек
smarten	0.602	0.490	0.551	акылдуу
smarty	0.673	0.510	0.848	акылдуу
smash	0.195	0.692	0.530	талкалоо
smashed	0.143	0.660	0.256	талкаланган
smattering	0.448	0.460	0.500	майдалоо
smear	0.230	0.433	0.400	жагуу
smell	0.510	0.520	0.330	жыт
smelling	0.458	0.481	0.349	жыттуу
smelly	0.100	0.528	0.245	жыттуу
smelt	0.333	0.441	0.345	жыттуу
smidgen	0.367	0.385	0.357	смидген
smile	0.906	0.598	0.618	жылмаюу
smiled	0.949	0.530	0.536	жылмайып койду
smiles	0.892	0.606	0.607	жылмайат
smiley	0.865	0.470	0.571	смайлик
smiling	0.981	0.679	0.625	жылмайып
smirk	0.792	0.596	0.583	жылмайуу
smite	0.303	0.846	0.682	чабуу
smith	0.677	0.333	0.529	смит
smithereens	0.281	0.561	0.409	Smithereens
smitten	0.153	0.760	0.204	урулган
smock	0.429	0.250	0.250	шым
smog	0.271	0.480	0.382	түтүн
smoke	0.188	0.500	0.391	түтүн
smoker	0.208	0.528	0.311	тамеки тартуучу
smokey	0.494	0.462	0.430	түтүндүү
smoking	0.176	0.557	0.384	тамеки тартуу
smoky	0.459	0.420	0.327	түтүндүү
smoldering	0.635	0.781	0.764	күйүп жаткан
smooch	0.796	0.731	0.491	жылмакай
smooth	0.823	0.127	0.281	жылмакай
smoothie	0.806	0.333	0.281	смузи
smoothly	0.821	0.134	0.488	жылмакай
smoothness	0.833	0.221	0.412	жылмакайлык
smother	0.292	0.685	0.420	муунтуу
smudge	0.327	0.429	0.245	булгануу
smug	0.198	0.552	0.587	мактанчаак
smuggle	0.194	0.775	0.570	контрабанда
smuggler	0.062	0.867	0.645	контрабандачы
smuggling	0.229	0.783	0.510	контрабанда
smut	0.357	0.360	0.349	мышык
snack	0.646	0.407	0.345	закуска
snacks	0.781	0.480	0.306	закускалар
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	кагып алуу
snags	0.177	0.721	0.490	тыбыттар
snail	0.480	0.104	0.296	үлүл
snake	0.276	0.750	0.549	жылан
snakes	0.176	0.662	0.606	жыландар
snakeskin	0.276	0.696	0.391	жылан териси
snap	0.344	0.517	0.352	чап
snapper	0.417	0.429	0.245	снапер
snappy	0.573	0.592	0.418	бат
snapshot	0.573	0.578	0.588	сүрөт
snare	0.229	0.850	0.466	тузак
snarl	0.430	0.787	0.455	коңгуроо
snarling	0.312	0.704	0.491	ырылдаган
snatch	0.219	0.861	0.691	жулуп алуу
snatcher	0.122	0.867	0.563	тартып алуучу
snazzy	0.735	0.370	0.660	назик
sneak	0.281	0.745	0.449	жашыруун
sneaker	0.794	0.479	0.389	кроссовка
sneakers	0.604	0.548	0.349	кроссовкалар
sneaking	0.203	0.755	0.545	тымызын
sneaky	0.240	0.740	0.560	тымызын
sneer	0.133	0.755	0.345	мыскылдоо
sneeze	0.271	0.442	0.336	чүчкүрүү
sneezing	0.434	0.570	0.345	чүчкүрүү
snicker	0.708	0.693	0.409	күлүп
snide	0.186	0.723	0.455	шылдыңдоо
sniff	0.396	0.500	0.318	жыттоо
snip	0.417	0.327	0.268	кесүү
snipe	0.198	0.915	0.491	снайп
sniper	0.167	0.870	0.853	снайпер
snippet	0.612	0.410	0.368	үзүндү
snippy	0.418	0.491	0.481	учтуу
snitch	0.300	0.598	0.333	аңдыгыч
snob	0.296	0.520	0.309	сноб
snoop	0.134	0.740	0.434	snoop
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	күлкүлүү
snooze	0.235	0.357	0.282	тындыруу
snore	0.245	0.610	0.481	коңурук тартуу
snorkel	0.510	0.470	0.327	сноркель
snort	0.469	0.531	0.413	коңурук
snot	0.214	0.340	0.269	сөөк
snotty	0.180	0.382	0.200	сөөктүү
snout	0.276	0.385	0.241	тумшук
snow	0.667	0.363	0.309	кар
snowball	0.717	0.444	0.321	кар топусу
snowboard	0.663	0.680	0.511	сноуборд
snowboarder	0.719	0.754	0.545	сноубордчу
snowday	0.602	0.500	0.440	кардуу күн
snowfall	0.675	0.280	0.455	кар жаайт
snowflake	0.748	0.192	0.260	кар бүртүкчөлөрү
snowing	0.586	0.490	0.387	кар жаайт
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	кар киши
snowplow	0.449	0.480	0.493	кар тазалагыч
snowstorm	0.204	0.833	0.629	кар бороон
snowy	0.656	0.304	0.357	карлуу
snub	0.229	0.412	0.228	кыйшайып
snubbed	0.265	0.528	0.279	капаланды
snuff	0.357	0.470	0.377	жыпар жыттуу
snug	0.867	0.173	0.500	тыкан
snuggle	0.781	0.390	0.350	кучактоо
snuggled	0.552	0.439	0.314	кучактап
snuggles	0.670	0.340	0.287	кучактайт
snuggling	0.683	0.585	0.373	кысылып
soak	0.480	0.370	0.240	согуу
soaked	0.365	0.462	0.358	сууланган
soaking	0.438	0.324	0.375	суулоо
soangry	0.327	0.650	0.482	ачуулуу
soannoyed	0.271	0.529	0.426	кыжырданган
soap	0.531	0.163	0.311	самын
soapbox	0.500	0.415	0.393	самын куту
soapy	0.552	0.373	0.355	самындуу
soar	0.790	0.740	0.718	учуу
soaring	0.708	0.704	0.650	учуу
sob	0.115	0.480	0.212	ыйлап
sober	0.729	0.216	0.568	сергек
soblessed	0.542	0.395	0.287	ыйлап жиберди
sobriety	0.680	0.310	0.583	сергектик
soc	0.427	0.431	0.380	соц
soccer	0.698	0.837	0.644	футбол
sociable	0.854	0.459	0.627	мамилечил
social	0.806	0.370	0.614	социалдык
socialanxiety	0.270	0.588	0.426	социалдык тынчсыздануу
socialism	0.510	0.500	0.560	социализм
socialist	0.448	0.400	0.543	социалисттик
socialite	0.684	0.668	0.570	социалит
socialize	0.907	0.683	0.726	социалдашуу
society	0.674	0.464	0.782	коом
sociology	0.615	0.439	0.694	социология
sociopath	0.104	0.863	0.439	социопат
sock	0.500	0.167	0.290	байпак
socket	0.583	0.469	0.377	розетка
sod	0.427	0.383	0.333	сод
soda	0.688	0.314	0.364	сода
soda/pop	0.581	0.410	0.382	сода/поп
sodding	0.240	0.500	0.400	содоо
sodium	0.490	0.340	0.291	натрий
sofa	0.583	0.106	0.263	диван
soft	0.760	0.179	0.232	жумшак
softball	0.735	0.630	0.518	софтбол
soften	0.694	0.194	0.392	жумшартуу
softener	0.745	0.300	0.373	жумшарткыч
softening	0.700	0.255	0.361	жумшартуу
softly	0.517	0.206	0.304	жумшак
softness	0.875	0.086	0.402	жумшактык
software	0.561	0.280	0.570	программалык камсыздоо
soggy	0.312	0.350	0.241	нымдуу
sohappy	0.949	0.673	0.681	салаппы
soil	0.350	0.180	0.356	топурак
soiled	0.106	0.529	0.213	булганган
soiree	0.729	0.692	0.578	кече
sojourn	0.514	0.243	0.509	жүрүү
solace	0.776	0.294	0.453	сооротуу
solar	0.622	0.452	0.645	күн
solarium	0.602	0.356	0.421	солярий
solder	0.439	0.510	0.611	ширетүүчү
soldering	0.573	0.536	0.538	ширетүү
soldier	0.392	0.708	0.768	солдат
sole	0.427	0.194	0.279	жалгыз
solemn	0.708	0.370	0.709	салтанаттуу
solicit	0.620	0.490	0.604	сурануу
solicitation	0.612	0.519	0.415	өтүнүч
solicitor	0.600	0.479	0.802	адвокат
solid	0.667	0.304	0.763	катуу
solidarity	0.792	0.407	0.781	тилектештик
solidification	0.480	0.500	0.827	катуулануу
solidified	0.633	0.415	0.745	бекемделген
solidify	0.583	0.318	0.754	бекемдөө
solidity	0.745	0.444	0.850	бекемдик
solitaire	0.365	0.227	0.279	солитер
solitary	0.224	0.202	0.268	жалгыз
solitude	0.208	0.226	0.358	жалгыздык
solo	0.438	0.190	0.325	соло
solubility	0.506	0.360	0.442	эригичтиги
soluble	0.542	0.272	0.409	эрүүчү
solucky	0.573	0.529	0.615	ийгиликтуу
solution	0.790	0.339	0.664	чечим
solve	0.656	0.530	0.688	чечүү
solvency	0.604	0.296	0.605	төлөө жөндөмдүүлүгү
solvent	0.635	0.316	0.573	эриткич
somad	0.429	0.490	0.463	сомад
somatic	0.438	0.406	0.444	соматикалык
somber	0.184	0.500	0.380	кайгылуу
some anticipation	0.423	0.482	0.472	кээ бир күтүү
some disgust	0.094	0.657	0.321	кээ бир жийиркеничтүү
some surprise	0.827	0.849	0.500	кээ бир сюрприз
some trust	0.594	0.451	0.547	кээ бир ишеним
somersault	0.214	0.769	0.519	сальто
somethingigetalot	0.573	0.567	0.509	бир нерсе
somewhat negative	0.208	0.480	0.150	бир аз терс
