English Word	Valence	Arousal	Dominance	Persian Word
spring	0.837	0.370	0.481	بهار
springtime	0.837	0.439	0.722	فصل بهار
sprinkle	0.635	0.404	0.380	پاشیدن
sprinkler	0.510	0.434	0.473	آب پاش
sprinkling	0.677	0.510	0.466	پاشیدن
sprint	0.549	0.649	0.528	دوی سرعت
sprite	0.561	0.438	0.625	جن
sprout	0.582	0.565	0.443	جوانه
spruce	0.604	0.288	0.380	صنوبر
spud	0.403	0.423	0.349	اسپاد
spunk	0.438	0.632	0.473	بدجنس
spunky	0.646	0.879	0.755	بداخلاق
spur	0.378	0.545	0.340	تحریک
spurious	0.178	0.480	0.343	جعلی
spurred	0.562	0.684	0.472	تحریک شد
spurt	0.448	0.550	0.475	جهش
spy	0.260	0.686	0.530	جاسوسی
squabble	0.173	0.850	0.500	دعوا کردن
squad	0.552	0.711	0.806	تیم
squadron	0.469	0.686	0.787	اسکادران
squall	0.191	0.833	0.655	شوریدن
squamous	0.344	0.446	0.418	سنگفرشی
squander	0.240	0.755	0.529	اسراف کردن
square	0.509	0.340	0.291	مربع
squash	0.531	0.667	0.410	اسکواش
squat	0.330	0.550	0.453	چمباتمه زدن
squatter	0.390	0.361	0.565	چله نشینی
squaw	0.428	0.441	0.398	چاقو
squawk	0.265	0.480	0.245	جیغ زدن
squeak	0.271	0.679	0.300	جیر جیر
squeaky	0.229	0.771	0.367	جیرجیر
squeal	0.250	0.731	0.375	جیغ زدن
squealer	0.541	0.519	0.330	جیغ زدن
squeamish	0.176	0.656	0.453	نازک نارنجی
squeeze	0.458	0.676	0.532	چلاندن، فشار دادن
squeezing	0.260	0.598	0.557	فشرده کننده
squelch	0.271	0.510	0.462	خفه کردن
squid	0.497	0.398	0.357	ماهی مرکب
squint	0.385	0.461	0.452	چشمک زدن
squire	0.479	0.459	0.710	اسکویر
squirm	0.235	0.824	0.373	به هم زدن
squirrel	0.592	0.358	0.333	سنجاب
squirt	0.406	0.460	0.255	سرپیچ کردن
squish	0.260	0.788	0.481	له کردن
squishy	0.516	0.333	0.307	خجالتی
stab	0.167	0.882	0.595	چاقو زدن
stabbed	0.031	0.875	0.431	چاقو - فروبردن - سیخونک زدن
stability	0.812	0.264	0.849	ثبات
stabilize	0.839	0.427	0.722	تثبیت کردن
stabilizer	0.688	0.353	0.767	تثبیت کننده
stable	0.725	0.204	0.735	پایدار
staccato	0.396	0.500	0.427	استاکاتو
stack	0.470	0.282	0.427	پشته
stadium	0.635	0.679	0.611	استادیوم
staff	0.745	0.274	0.627	کارکنان
stag	0.594	0.250	0.389	گوزن نر
stage	0.592	0.306	0.473	صحنه
stagecoach	0.516	0.519	0.627	کالسکه
stagehand	0.420	0.684	0.555	صحنه دار
stagger	0.531	0.620	0.458	تلو تلو خوردن
staggering	0.520	0.657	0.683	سرسام آور
stagnant	0.300	0.500	0.208	راکد
stagnation	0.276	0.324	0.396	رکود
staid	0.385	0.290	0.634	ماندگار شد
stain	0.453	0.324	0.264	لکه دار کردن
stained	0.245	0.460	0.209	لکه دار
stainless	0.594	0.329	0.618	ضد زنگ
stair	0.375	0.354	0.345	پله
staircase	0.469	0.347	0.440	راه پله
stairs	0.510	0.439	0.342	پله ها
stairway	0.562	0.510	0.407	راه پله
stairwell	0.510	0.292	0.333	راه پله
stake	0.406	0.608	0.460	سهام
stakeout	0.344	0.546	0.600	سهمیه بندی
stale	0.235	0.461	0.286	کهنه
stalemate	0.296	0.354	0.267	بن بست
stalk	0.436	0.272	0.395	ساقه
stalker	0.177	0.930	0.639	شکارچی
stall	0.370	0.245	0.292	غرفه
stallion	0.628	0.596	0.779	اسب نر
stalls	0.582	0.378	0.451	غرفه ها
stalwart	0.812	0.430	0.691	استوار
stamina	0.664	0.694	0.877	استقامت
stamp	0.438	0.327	0.441	مهر
stampede	0.235	0.875	0.683	ازدحام
stance	0.604	0.333	0.609	حالت
stand	0.600	0.324	0.509	ایستادن
standard	0.673	0.143	0.605	استاندارد
standardize	0.684	0.353	0.729	استاندارد کردن
standardized	0.610	0.324	0.607	استاندارد شده
standby	0.260	0.224	0.386	آماده به کار
standing	0.604	0.317	0.425	ایستاده
standoff	0.333	0.840	0.558	بن بست
standpoint	0.585	0.388	0.652	دیدگاه
standstill	0.441	0.203	0.500	توقف
standup	0.633	0.583	0.550	استندآپ
stanza	0.612	0.343	0.297	بند
staph	0.375	0.480	0.412	استاف
staple	0.542	0.306	0.438	اصلی
stapler	0.370	0.264	0.394	منگنه
star	0.833	0.418	0.560	ستاره
star fruit	0.701	0.433	0.427	میوه ستاره ای
starboard	0.531	0.388	0.558	سمت راست
starch	0.507	0.354	0.312	نشاسته
stardom	0.844	0.786	0.689	ستاره شدن
stardust	0.843	0.410	0.549	گرد و غبار ستاره ای
stare	0.541	0.430	0.538	خیره شدن
starfish	0.680	0.320	0.421	ستاره دریایی
stargazing	0.802	0.461	0.709	رصد ستاره ها
staring	0.542	0.306	0.423	خیره شدن
stark	0.330	0.630	0.577	شدید
starlet	0.806	0.471	0.587	ستاره
starlight	0.908	0.368	0.611	نور ستاره
starling	0.500	0.490	0.514	سار
starry	0.438	0.643	0.434	ستاره دار
stars	0.796	0.521	0.484	ستاره ها
starship	0.740	0.719	0.704	کشتی فضایی
start	0.684	0.430	0.589	شروع کنید
starter	0.667	0.461	0.827	شروع کننده
startle	0.276	0.817	0.417	وحشت زده شدن
startled	0.333	0.865	0.526	مبهوت
startling	0.750	0.768	0.830	شگفت آور
starvation	0.240	0.592	0.284	گرسنگی
starve	0.073	0.729	0.402	گرسنگی
starved	0.097	0.689	0.219	گرسنه ماند
starving	0.163	0.670	0.336	گرسنگی
stash	0.344	0.630	0.361	ذخیره کردن
stat	0.479	0.460	0.395	آمار
state	0.562	0.320	0.604	حالت
stately	0.830	0.728	0.915	باشکوه
statement	0.688	0.608	0.825	بیانیه
stateroom	0.653	0.380	0.441	اتاق خواب
stateside	0.643	0.480	0.708	ایالتی
statesman	0.510	0.490	0.736	دولتمرد
static	0.297	0.250	0.366	ایستا
staticky	0.357	0.278	0.358	ثابت
statics	0.542	0.290	0.527	استاتیک
station	0.688	0.367	0.519	ایستگاه
stationary	0.408	0.240	0.484	ثابت
stationery	0.570	0.120	0.455	لوازم التحرير
statistic	0.508	0.420	0.609	آمار
statistical	0.714	0.353	0.627	آماری
statistician	0.571	0.360	0.703	آمارشناس
stator	0.281	0.453	0.557	استاتور
statuary	0.561	0.281	0.500	مجسمه
statue	0.542	0.153	0.570	مجسمه
statuette	0.677	0.433	0.518	مجسمه
stature	0.470	0.353	0.664	قامت
status	0.658	0.377	0.588	وضعیت
statute	0.592	0.330	0.673	اساسنامه
statutory	0.510	0.376	0.539	قانونی
staunch	0.480	0.363	0.833	استدلال
stave	0.417	0.333	0.424	چوبه زدن
stay	0.604	0.275	0.516	ماندن
stayaway	0.369	0.284	0.526	دور بایست
stayed	0.497	0.270	0.395	ماند
stays	0.633	0.363	0.564	می ماند
stead	0.551	0.214	0.510	به جای
steadfast	0.771	0.433	0.800	ثابت قدم
steady	0.680	0.186	0.763	ثابت
steak	0.625	0.359	0.315	استیک
steakhouse	0.802	0.379	0.547	استیک خانه
steal	0.021	0.856	0.528	کش رفتن
stealing	0.086	0.913	0.455	دزدی
stealth	0.520	0.270	0.452	پنهان کاری
stealthily	0.763	0.294	0.458	یواشکی
stealthy	0.380	0.363	0.534	یواشکی
steam	0.469	0.413	0.421	بخار
steamboat	0.708	0.500	0.633	قایق بخار
steamer	0.510	0.442	0.528	بخار پز
steaming	0.592	0.553	0.402	بخار پز کردن
steamroller	0.396	0.567	0.667	غلتک بخار
steamship	0.469	0.490	0.569	کشتی بخار
steamy	0.479	0.538	0.445	بخاردار
steel	0.521	0.420	0.714	فولاد
steep	0.312	0.612	0.321	شیب تند
steeple	0.625	0.519	0.500	برج
steer	0.469	0.490	0.527	هدایت کردن
steering	0.580	0.431	0.660	فرمان
stellar	0.796	0.580	0.769	ستاره ای
stem	0.615	0.191	0.336	ساقه
stench	0.104	0.570	0.298	بوی تعفن
stencil	0.500	0.327	0.421	شابلون
stenographer	0.510	0.408	0.589	تنوگراف
step	0.531	0.321	0.347	گام
stepdaughter	0.510	0.510	0.432	دخترخوانده
stepfather	0.396	0.491	0.611	پدر خوانده
stepmother	0.427	0.530	0.484	مادر خوانده
steppe	0.427	0.321	0.379	استپی
steps	0.511	0.349	0.373	مراحل
stepson	0.614	0.406	0.480	پسر خوانده
stereo	0.617	0.519	0.500	استریو
stereoscopic	0.363	0.417	0.574	استریوسکوپی
stereotype	0.151	0.422	0.612	کلیشه
stereotyped	0.375	0.510	0.436	کلیشه ای
sterile	0.302	0.471	0.291	استریل
sterility	0.201	0.519	0.414	عقیمی
sterilize	0.406	0.510	0.520	استریل کردن
sterling	0.529	0.481	0.615	استرلینگ
stern	0.552	0.394	0.415	سختگیر
sternum	0.520	0.422	0.436	جناغ سینه
steroid	0.360	0.706	0.681	استروئید
stethoscope	0.427	0.377	0.490	گوشی پزشکی
stew	0.667	0.373	0.250	خورشت
steward	0.633	0.238	0.550	مباشر
stewardess	0.625	0.491	0.491	مهماندار
stewardship	0.551	0.440	0.617	مباشرت
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	چوب
sticker	0.583	0.306	0.346	استیکر
sticking	0.486	0.425	0.356	چسبیده
stickler	0.385	0.471	0.417	چسبنده
stickup	0.453	0.537	0.434	چسبنده
sticky	0.385	0.569	0.292	چسبنده
stiff	0.158	0.459	0.569	سفت
stiffen	0.360	0.582	0.719	سفت کردن
stiffness	0.323	0.500	0.657	سفتی، سختی
stifle	0.240	0.764	0.427	خفه کردن
stifled	0.229	0.731	0.193	خفه شده
stifling	0.163	0.858	0.608	خفه کننده
stigma	0.327	0.500	0.470	ننگ
stile	0.750	0.359	0.691	چوب دستی
stiletto	0.396	0.430	0.427	رکابی
stillbirth	0.092	0.809	0.291	مرده زایی
stillborn	0.271	0.519	0.337	مرده متولد شده
stillness	0.729	0.125	0.339	سکون
stillwaiting	0.344	0.393	0.420	هنوز منتظرم
stilts	0.439	0.577	0.300	پایه ها
stimulant	0.441	0.794	0.745	محرک
stimulate	0.792	0.798	0.754	تحریک
stimulating	0.740	0.804	0.809	تحریک کننده
stimulation	0.708	0.821	0.702	تحریک
stimulus	0.771	0.779	0.750	محرک
sting	0.163	0.651	0.373	نیش
stinger	0.279	0.625	0.508	نیش زن
stinging	0.260	0.730	0.459	نیش زدن
stingy	0.094	0.548	0.283	خسیس
stink	0.042	0.481	0.180	بوی تعفن
stinker	0.163	0.567	0.275	متعفن
stinking	0.041	0.657	0.264	متعفن
stinky	0.092	0.558	0.176	بدبو
stint	0.490	0.326	0.342	دوره
stipend	0.604	0.546	0.614	کمک هزینه
stipulate	0.570	0.546	0.623	شرط می کند
stipulation	0.469	0.622	0.654	شرط
stir	0.448	0.773	0.453	هم بزنید
stirring	0.582	0.702	0.558	هم زدن
stitch	0.306	0.538	0.357	کوک
stitching	0.510	0.382	0.345	دوخت
stock	0.594	0.418	0.407	موجودی
stockade	0.375	0.402	0.500	استوک
stockbroker	0.417	0.676	0.802	کارگزار بورس
stockholder	0.573	0.625	0.716	سهامدار
stocking	0.594	0.324	0.688	جوراب ساق بلند
stockings	0.458	0.365	0.382	جوراب ساق بلند
stockpile	0.542	0.315	0.425	انبار کردن
stockroom	0.562	0.312	0.406	انبار
stocks	0.573	0.598	0.586	سهام
stoic	0.427	0.473	0.602	رواقی
stole	0.135	0.760	0.384	دزدید
stolen	0.156	0.646	0.308	به سرقت رفته
stomach	0.367	0.402	0.438	معده
stomachache	0.030	0.745	0.316	معده درد
stomp	0.365	0.565	0.438	پا زدن
stomped	0.229	0.684	0.406	پا زدن
stone	0.216	0.183	0.561	سنگ
stoned	0.177	0.796	0.375	سنگ زده
stonewall	0.337	0.457	0.655	دیوار سنگی
stoneware	0.458	0.300	0.443	ظروف سنگی
stony	0.356	0.494	0.525	سنگی
stooge	0.438	0.406	0.163	گیره دار
stool	0.448	0.269	0.302	مدفوع
stools	0.459	0.382	0.327	مدفوع
stoop	0.490	0.430	0.284	خم شدن
stoopid	0.280	0.431	0.382	خمیده
stop	0.280	0.510	0.490	متوقف کردن
stopover	0.531	0.327	0.575	توقف
stoppage	0.224	0.491	0.445	توقف
stopper	0.365	0.336	0.390	درپوش
stopping	0.388	0.382	0.473	متوقف کردن
stopwatch	0.469	0.521	0.482	کرونومتر
storage	0.698	0.406	0.564	ذخیره سازی
store	0.646	0.538	0.407	فروشگاه
storefront	0.580	0.217	0.457	ویترین
storehouse	0.570	0.250	0.491	انبار
storeroom	0.560	0.217	0.588	انبار
storing	0.630	0.378	0.548	ذخیره سازی
storm	0.188	0.940	0.543	طوفان
storming	0.265	0.910	0.669	طوفان
stormy	0.146	0.870	0.562	طوفانی
story	0.653	0.406	0.704	داستان
storybook	0.854	0.306	0.383	کتاب داستان
storyteller	0.730	0.357	0.462	قصه گو
storytelling	0.643	0.375	0.472	داستان سرایی
stound	0.490	0.473	0.446	ایستاد
stout	0.656	0.657	0.817	چاق و چله
stove	0.466	0.391	0.405	اجاق گاز
stow	0.615	0.365	0.523	انبار کردن
stowaway	0.224	0.481	0.357	راهرو
straddle	0.306	0.550	0.444	راه رفتن
straighten	0.677	0.500	0.685	راست کردن
straightforward	0.780	0.150	0.380	سرراست
straightway	0.667	0.444	0.565	بلافاصله
strain	0.190	0.750	0.380	نژاد
strained	0.122	0.656	0.580	تحت فشار قرار گرفته است
strait	0.438	0.433	0.412	تنگه
straitjacket	0.224	0.719	0.579	جلیقه تنگ
straits	0.408	0.269	0.410	تنگه ها
strand	0.396	0.406	0.538	رشته
stranded	0.292	0.459	0.219	سرگردان
strange	0.314	0.663	0.395	عجیب
stranger	0.330	0.449	0.302	غریبه
strangle	0.094	0.927	0.527	خفه کردن
strangulation	0.040	0.886	0.542	خفه کردن
strap	0.380	0.417	0.382	بند
strapless	0.314	0.462	0.273	بدون بند
strapping	0.552	0.413	0.454	تسمه بندی
strata	0.500	0.457	0.411	اقشار
strategic	0.786	0.708	0.861	راهبردی
strategist	0.571	0.594	0.810	استراتژیست
strategy	0.704	0.667	0.858	استراتژی
stratification	0.531	0.490	0.651	طبقه بندی
stratosphere	0.604	0.583	0.636	استراتوسفر
stratum	0.365	0.307	0.510	قشر
stratus	0.448	0.520	0.509	طبقه
straw	0.480	0.290	0.163	پوشال
strawberry	0.833	0.270	0.336	توت فرنگی
stray	0.133	0.760	0.281	منحرف شدن
streak	0.440	0.608	0.511	خط
streaked	0.458	0.426	0.393	رگه دار
stream	0.449	0.537	0.559	جریان
streamer	0.615	0.530	0.429	استریمر
streaming	0.592	0.481	0.582	جریان
streamline	0.656	0.573	0.618	ساده
street	0.594	0.324	0.398	خیابان
streetcar	0.390	0.569	0.566	تراموا
streetlight	0.673	0.268	0.390	روشنایی خیابان
strength	0.802	0.682	0.858	استحکام - قدرت
strengthen	0.802	0.796	0.971	تقویت
strengthening	0.913	0.627	0.945	تقویت کردن
strenuous	0.104	0.660	0.481	سخت
strep	0.365	0.594	0.353	استرپتوکوک
stress	0.173	0.843	0.317	فشار
stressed	0.167	0.740	0.502	تاکید کرد
stresses	0.115	0.817	0.396	استرس ها
stressfree	0.833	0.080	0.528	بدون استرس
stressful	0.153	0.873	0.389	پر استرس
stressin	0.146	0.810	0.367	استرس زا
stressing	0.163	0.866	0.462	تاکید می کند
stressrelief	0.627	0.417	0.475	تسکین استرس
stretch	0.604	0.578	0.500	کش آمدن
stretcher	0.438	0.196	0.295	برانکارد
stricken	0.163	0.720	0.368	زده
strict	0.500	0.646	0.878	سخت گیرانه
stride	0.490	0.670	0.434	گام های بلند برداشتن
strife	0.344	0.898	0.630	نزاع
strike	0.271	0.811	0.571	ضربه
strikeout	0.316	0.520	0.371	ضربه زدن
striker	0.500	0.589	0.696	مهاجم
striking	0.357	0.827	0.657	قابل توجه، برجسته، موثر
strikingly	0.690	0.684	0.811	به طرز قابل توجهی
string	0.385	0.398	0.445	رشته
strings	0.457	0.292	0.355	رشته های
stringy	0.430	0.510	0.527	رشته ای
strip	0.427	0.500	0.436	نوار
stripe	0.629	0.302	0.361	راه راه
striped	0.344	0.373	0.385	راه راه
stripped	0.255	0.615	0.278	برهنه شده
stripper	0.625	0.848	0.453	استریپر
striptease	0.607	0.918	0.608	استریپتیز
strive	0.582	0.837	0.769	تلاش کردن
strobe	0.490	0.633	0.537	بارق
stroke	0.562	0.440	0.570	سکته
stroll	0.745	0.415	0.444	قدم زدن
stroller	0.786	0.398	0.314	کالسکه
strolling	0.755	0.515	0.340	قدم زدن
strong	0.912	0.745	0.895	قوی
stronghold	0.708	0.636	0.954	سنگر
strongly	0.630	0.817	0.885	به شدت
structural	0.582	0.425	0.690	ساختاری
structure	0.562	0.356	0.712	ساختار
strudel	0.627	0.417	0.397	اشترودل
struggle	0.365	0.820	0.741	تقلا
strut	0.580	0.480	0.464	چوب بند
stub	0.396	0.320	0.367	خرد
stubbed	0.323	0.642	0.241	خمیده
stubble	0.333	0.442	0.264	کلش
stubborn	0.157	0.702	0.575	یک دنده
stubbornness	0.156	0.673	0.508	سرسختی
stubby	0.417	0.370	0.393	کلنگ
stucco	0.439	0.292	0.279	گچ بری
stuck	0.153	0.644	0.285	گیر
stuckup	0.281	0.480	0.363	گیر کرده
stud	0.564	0.531	0.509	گل میخ
studded	0.396	0.412	0.425	میخ زده
student	0.634	0.318	0.537	دانشجو
studied	0.786	0.306	0.806	مطالعه کرد
studio	0.677	0.265	0.620	استودیو
study	0.653	0.361	0.768	مطالعه
stuff	0.622	0.367	0.263	چیز
stuffed animal	0.684	0.255	0.306	حیوان شکم پر
stuffing	0.417	0.324	0.304	پر کردن
stuffy	0.323	0.615	0.406	گرفتگی
stumble	0.153	0.716	0.259	تلو تلو خوردن
stump	0.449	0.510	0.340	کنده
stumped	0.344	0.604	0.392	کنده شده
stun	0.333	0.710	0.451	بیهوش کردن
stunned	0.306	0.663	0.356	شوکه شده
stunner	0.418	0.780	0.492	خیره کننده
stunning	0.888	0.673	0.858	خیره کننده
stunt	0.387	0.555	0.526	شیرین کاری
stunted	0.194	0.472	0.275	ناقص
stuntman	0.490	0.482	0.500	بدلکار
stupefaction	0.294	0.704	0.480	گیجی
stupefy	0.200	0.740	0.412	مبهوت
stupendous	0.823	0.690	0.798	شگفت انگیز
stupid	0.133	0.510	0.200	احمق
stupidity	0.060	0.418	0.151	حماقت
stupidpeople	0.073	0.675	0.196	مردم احمق
stupidrain	0.260	0.520	0.317	احمقانه
stupor	0.323	0.590	0.330	بی حوصلگی
sturdy	0.580	0.642	0.824	محکم
sturgeon	0.417	0.473	0.465	ماهیان خاویاری
stutter	0.250	0.469	0.258	لکنت
sty	0.296	0.500	0.225	گل ریز
style	0.745	0.472	0.586	سبک
styling	0.823	0.378	0.652	طراحی ظاهر
stylish	0.885	0.490	0.689	خوش استیل
stylist	0.760	0.445	0.500	استایلیست
suave	0.724	0.265	0.269	دلپذیر
sub	0.510	0.370	0.312	زیر
subatomic	0.385	0.538	0.491	زیر اتمی
subcommittee	0.396	0.467	0.600	کمیته فرعی
subconscious	0.531	0.375	0.415	ناخودآگاه
subcutaneous	0.396	0.444	0.376	زیر جلدی
subdivide	0.538	0.433	0.348	تقسیم کردن
subdivision	0.592	0.455	0.430	زير مجموعه
subduction	0.350	0.569	0.445	فرورانش
subdue	0.275	0.640	0.784	رام کردن
subdued	0.236	0.463	0.223	رام شده است
subdural	0.381	0.491	0.425	ساب دورال
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	موضوع
subjected	0.286	0.520	0.221	قرار گرفته است
subjection	0.354	0.408	0.539	تابعیت
subjective	0.510	0.350	0.432	ذهنی
subjugation	0.280	0.610	0.377	انقیاد
sublet	0.469	0.551	0.545	اجاره فرعی
sublevel	0.365	0.298	0.333	زیرسطح
sublimation	0.510	0.390	0.538	تصعید
sublime	0.784	0.333	0.585	عالی
subliminal	0.410	0.528	0.464	سابلیمینال
submarine	0.572	0.481	0.549	زیردریایی
submerge	0.517	0.643	0.456	غوطه ور شدن
submerged	0.337	0.528	0.357	غرق شده
submersible	0.406	0.459	0.540	غوطه ور
submission	0.531	0.580	0.633	ارسال
submissive	0.480	0.217	0.173	مطیع
submit	0.635	0.448	0.500	ارسال
submitting	0.667	0.610	0.611	ارائه
subordinate	0.276	0.392	0.121	تابع
subordination	0.270	0.527	0.343	تابعیت
subplot	0.469	0.413	0.446	طرح فرعی
subpoena	0.281	0.634	0.555	احضاریه
subscribe	0.660	0.344	0.591	اشتراک در
subscriber	0.562	0.398	0.570	مشترک
subscription	0.583	0.333	0.651	اشتراک، ابونمان
subsequence	0.438	0.510	0.413	دنباله
subsequent	0.449	0.385	0.400	متعاقب
subsequently	0.380	0.337	0.336	متعاقبا
subservient	0.255	0.402	0.339	تابع
subset	0.429	0.358	0.404	زیرمجموعه
subside	0.375	0.308	0.209	فروکش کند
subsidence	0.320	0.509	0.452	فرونشست
subsidiary	0.541	0.295	0.500	شرکت فرعی
subsidize	0.604	0.615	0.589	یارانه دادن
subsidy	0.573	0.462	0.517	یارانه
subsist	0.573	0.418	0.472	زندگی کردن
subsistence	0.510	0.404	0.491	امرار معاش
subsoil	0.429	0.240	0.382	زیر خاک
subspace	0.470	0.453	0.475	زیرفضا
substance	0.615	0.422	0.528	ماده
substandard	0.235	0.333	0.150	غیر استاندارد
substantial	0.590	0.490	0.690	قابل توجه
substantially	0.646	0.471	0.684	بطور قابل ملاحظه ای
substantiate	0.531	0.549	0.636	اثبات کردن
substantive	0.500	0.350	0.455	ماهوی
substation	0.469	0.461	0.491	پست
substitute	0.427	0.406	0.398	جایگزین
substituted	0.271	0.545	0.394	جایگزین شده است
substitution	0.406	0.480	0.353	جایگزینی
substructure	0.441	0.358	0.587	زیرسازی
subterranean	0.469	0.306	0.432	زیرزمینی
subtext	0.635	0.276	0.412	زیر متن
subtitle	0.445	0.202	0.347	عنوان فرعی
subtle	0.708	0.167	0.228	نامحسوس
subtlety	0.615	0.176	0.363	ظرافت
subtract	0.208	0.330	0.283	تفریق کردن
subtraction	0.163	0.382	0.349	منها کردن
subtype	0.427	0.296	0.420	زیرنوع
suburb	0.354	0.566	0.441	حومه شهر
suburban	0.439	0.450	0.453	حومه شهر
suburbia	0.438	0.490	0.421	حومه شهر
suburbs	0.510	0.571	0.286	حومه شهر
subversion	0.347	0.608	0.415	براندازی
subversive	0.198	0.765	0.500	برانداز
subvert	0.357	0.557	0.536	واژگون کردن
subway	0.418	0.300	0.464	مترو
succeed	0.926	0.755	0.926	موفق شدن
succeeding	0.867	0.755	0.849	موفق شدن
success	0.959	0.880	0.981	موفقیت
successful	0.949	0.724	0.938	موفقیت آمیز
succession	0.698	0.481	0.587	جانشینی
successive	0.635	0.471	0.518	پی در پی
successor	0.729	0.531	0.648	جانشین
succinct	0.510	0.413	0.566	مختصر
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	آبدار
succumb	0.202	0.787	0.292	تسلیم شدن
suck	0.344	0.706	0.377	مکیدن
sucker	0.265	0.393	0.204	مکنده
sucking	0.227	0.528	0.377	مکیدن
suckling	0.596	0.558	0.518	شیر دادن
sucks	0.115	0.683	0.302	بمکد
suction	0.460	0.593	0.526	مکش
sudden	0.449	0.660	0.435	ناگهانی
suddenly	0.670	0.510	0.456	ناگهان
suds	0.458	0.365	0.255	سود
sue	0.219	0.731	0.679	شکایت کند
suede	0.542	0.259	0.259	جیر
suffer	0.082	0.910	0.259	رنج بردن
sufferer	0.156	0.690	0.278	مبتلا
suffering	0.020	0.719	0.235	رنج کشیدن
suffice	0.643	0.326	0.504	کافی است
sufficiency	0.594	0.438	0.576	کفایت
sufficient	0.833	0.330	0.588	کافی
sufficiently	0.776	0.367	0.714	به اندازه کافی
suffix	0.430	0.420	0.364	پسوند
suffocate	0.219	0.764	0.440	خفه کردن
suffocating	0.133	0.774	0.429	خفه کننده
suffocation	0.020	0.830	0.462	خفگی
sugar	0.896	0.382	0.402	قند
suggest	0.573	0.471	0.517	پیشنهاد می دهد
suggestion	0.646	0.365	0.558	پیشنهاد
suggestive	0.552	0.500	0.555	پیشنهادی
suicidal	0.021	0.867	0.382	خودکشی
suicide	0.030	0.873	0.429	خودکشی کردن
suicidebombing	0.031	0.957	0.627	بمب گذاری انتحاری
suit	0.776	0.282	0.482	کت و شلوار
suitable	0.792	0.298	0.722	مناسب
suitcase	0.562	0.212	0.318	چمدان
suite	0.790	0.420	0.400	سوئیت
suitor	0.708	0.639	0.546	خواستگار
sulfate	0.427	0.352	0.429	سولفات
sulfur	0.173	0.530	0.364	گوگرد
sulk	0.250	0.580	0.406	اخم
sullen	0.250	0.407	0.263	عبوس
sully	0.378	0.550	0.370	احمقانه
sulphur	0.260	0.450	0.233	گوگرد
sultan	0.529	0.423	0.821	سلطان
sultry	0.735	0.696	0.627	داغ
sum	0.792	0.340	0.420	مجموع
summarily	0.469	0.431	0.543	به طور خلاصه
summarize	0.590	0.323	0.471	خلاصه کردن
summary	0.729	0.260	0.427	خلاصه
summation	0.766	0.337	0.594	جمع بندی
summer	0.812	0.373	0.550	تابستان
summerhouse	0.796	0.308	0.443	خانه تابستانی
summertime	0.837	0.500	0.455	تابستان
summit	0.625	0.618	0.764	اجلاس - همایش
summon	0.521	0.560	0.664	احضار
summons	0.552	0.604	0.598	احضار می کند
sumo	0.480	0.394	0.564	سومو
sump	0.365	0.451	0.340	مخزن
sumptuous	0.698	0.550	0.555	مجلل
sun	0.877	0.400	0.681	آفتاب
sunbeam	0.729	0.440	0.505	پرتو خورشید
sunburn	0.061	0.755	0.447	آفتاب سوختگی
sundae	0.743	0.414	0.404	بستنی و مغز گردو
sunday	0.776	0.196	0.394	یکشنبه
sundial	0.643	0.225	0.406	ساعت آفتابی
sundown	0.812	0.276	0.445	غروب آفتاب
sundry	0.543	0.369	0.407	مختلف
sunflower	0.878	0.231	0.270	گل آفتابگردان
sunglass	0.684	0.264	0.324	عينك آفتابي
sunglasses	0.844	0.443	0.364	عینک آفتابی
sunk	0.146	0.531	0.185	غرق شد
sunken	0.103	0.476	0.173	غرق شده
sunless	0.245	0.280	0.273	بدون آفتاب
sunlight	0.906	0.407	0.639	نور خورشید
sunny	0.740	0.348	0.481	آفتابی
sunrise	0.823	0.347	0.640	طلوع خورشید
sunroof	0.681	0.325	0.425	سانروف
sunscreen	0.656	0.387	0.462	ضد آفتاب
sunset	0.875	0.231	0.298	غروب آفتاب
sunshine	0.885	0.297	0.769	آفتاب
suntan	0.620	0.510	0.366	برنزه شدن
sunup	0.760	0.304	0.620	آفتاب
sup	0.551	0.358	0.385	شام
super	0.844	0.663	0.780	فوق العاده
superannuation	0.448	0.412	0.562	بازنشستگی
superb	0.980	0.708	0.852	عالی
superficial	0.357	0.407	0.309	سطحی
superfluous	0.316	0.469	0.393	زیادی
superhero	0.910	0.820	0.893	ابرقهرمان
superhuman	0.810	0.745	0.895	فوق بشری
superimposed	0.490	0.529	0.683	سوار شده است
superintendent	0.592	0.570	0.942	سرپرست
superior	0.801	0.697	0.940	برتر
superiority	0.582	0.602	0.959	برتری
superlative	0.714	0.566	0.737	برتر
superman	0.945	0.794	0.929	سوپرمن
supermarket	0.690	0.547	0.571	سوپر مارکت
supermodel	0.880	0.663	0.698	سوپر مدل
supernatant	0.500	0.500	0.565	رویی
supernatural	0.622	0.824	0.733	فراطبیعی
supernova	0.729	0.673	0.827	ابرنواختر
superposition	0.480	0.570	0.806	برهم نهی
superpower	0.806	0.784	0.972	ابرقدرت
supersede	0.479	0.510	0.518	جایگزین کردن
superstar	0.885	0.860	0.880	فوق ستاره
superstition	0.177	0.640	0.418	خرافات
