English Word	Valence	Arousal	Dominance	Turkish Word
tipper	0.427	0.571	0.431	damper
tipster	0.490	0.462	0.490	muhbir
tipsy	0.510	0.625	0.570	içkili
tiptoe	0.510	0.490	0.407	parmak uçlarında
tirade	0.378	0.587	0.532	tirad
tire	0.438	0.385	0.381	yorulmak
tired	0.125	0.317	0.191	yorgun
tiredness	0.387	0.408	0.242	yorgunluk
tiredofit	0.300	0.270	0.204	yorgun
tireless	0.657	0.750	0.645	yorulmaz
tiresome	0.240	0.542	0.153	yorucu
tiring	0.153	0.510	0.176	yorucu
tissue	0.558	0.236	0.345	doku
tistheseason	0.646	0.548	0.435	sezon
tit	0.402	0.539	0.388	baştankara
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanik
titanium	0.520	0.470	0.704	titanyum
tithe	0.507	0.276	0.385	ondalık
title	0.708	0.356	0.574	Başlık
titled	0.677	0.240	0.658	başlıklı
titty	0.561	0.548	0.294	meme
titular	0.704	0.385	0.760	itibari
toad	0.302	0.452	0.196	karakurbağası
toast	0.740	0.382	0.356	kızarmış ekmek
toaster	0.542	0.337	0.387	tost makinası
toasty	0.698	0.461	0.396	Kızarmış ekmek
tobacco	0.327	0.546	0.387	tütün
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	bugün
toddler	0.812	0.469	0.368	yürümeye başlayan çocuk
toe	0.406	0.221	0.293	ayak parmağı
toenail	0.530	0.380	0.306	ayak tırnağı
toffee	0.658	0.510	0.396	şekerleme
tofu	0.521	0.330	0.283	soya peyniri
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	bir arada
togetherness	0.906	0.360	0.635	beraberlik
toil	0.558	0.510	0.583	zahmet
toilet	0.490	0.290	0.233	tuvalet
toils	0.480	0.710	0.482	zahmet
token	0.510	0.418	0.414	jeton
tolerable	0.750	0.350	0.374	tolere edilebilir
tolerance	0.875	0.206	0.649	hata payı
tolerant	0.765	0.192	0.618	hoşgörülü
tolerate	0.724	0.430	0.588	tahammül etmek
toleration	0.776	0.442	0.727	hoşgörü
toll	0.296	0.422	0.453	Geçiş ücreti
tomahawk	0.510	0.642	0.504	domates atmacası
tomato	0.550	0.183	0.275	domates
tomatoes	0.615	0.240	0.272	domates
tomb	0.112	0.500	0.343	mezar
tombstone	0.204	0.441	0.311	mezar taşı
tomcat	0.520	0.412	0.386	erkek kedi
tome	0.429	0.316	0.492	bana göre
tomorrow	0.792	0.377	0.407	yarın
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	ton
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	maşa
tongs	0.500	0.459	0.321	maşa
tongue	0.542	0.432	0.482	dil
tonic	0.541	0.360	0.500	tonik
tonnage	0.323	0.382	0.590	tonaj
tonsils	0.347	0.373	0.283	bademcikler
toocold	0.420	0.550	0.379	çok soğuk
tool	0.490	0.350	0.594	alet
toolbox	0.531	0.316	0.472	araç kutusu
tooling	0.510	0.406	0.634	takım
toomuchtodo	0.420	0.688	0.355	yapacak çok şey var
toot	0.500	0.481	0.373	diş
tooth	0.439	0.250	0.367	diş
toothache	0.188	0.853	0.412	diş ağrısı
toothbrush	0.517	0.330	0.321	diş fırçası
toothed	0.449	0.394	0.352	dişli
toothless	0.312	0.541	0.272	dişsiz
toothpaste	0.510	0.290	0.371	diş macunu
toothpick	0.561	0.216	0.185	kürdan
toots	0.552	0.480	0.451	dişler
top	0.760	0.400	0.554	tepe
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	başlık
topical	0.561	0.340	0.500	topikal
topless	0.625	0.765	0.414	üstsüz
topographic	0.604	0.378	0.558	topografik
topographical	0.438	0.350	0.538	topografik
topography	0.469	0.357	0.506	topografya
topple	0.198	0.820	0.573	devirmek
topside	0.708	0.466	0.598	üst taraf
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	meşale
torment	0.057	0.750	0.387	azap
tormented	0.071	0.855	0.323	eziyet
torn	0.153	0.510	0.283	yırtık
tornado	0.260	0.896	0.784	kasırga
torpedo	0.219	0.794	0.707	torpido
torque	0.466	0.375	0.406	tork
torrent	0.541	0.745	0.676	sel
torrid	0.281	0.625	0.517	ateşli
torsion	0.312	0.651	0.402	burulma
torso	0.408	0.394	0.473	gövde
tort	0.229	0.635	0.455	haksız fiil
tortious	0.312	0.724	0.491	haksız
tortoise	0.673	0.078	0.250	tosbağa
tortuous	0.194	0.755	0.382	dolambaçlı
torture	0.115	0.878	0.555	işkence
tortured	0.062	0.890	0.361	işkence görmüş
toss	0.418	0.725	0.575	atmak
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	Toplam
totality	0.688	0.443	0.717	bütünlük
totally	0.820	0.422	0.702	tamamen
tote	0.510	0.398	0.625	taşımak
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	dokunmak
touchdown	0.667	0.770	0.586	gol
touched	0.592	0.380	0.404	dokundu
touching	0.760	0.439	0.491	dokunmak
touchy	0.323	0.510	0.343	dokunaklı
tough	0.344	0.588	0.742	zorlu
toughen	0.458	0.683	0.711	sertleştirmek
toughness	0.552	0.618	0.837	tokluk
toupee	0.323	0.270	0.324	peruk
tour	0.663	0.545	0.543	tur
tourism	0.823	0.531	0.545	turizm
tourist	0.745	0.480	0.430	turist
tourmaline	0.448	0.513	0.441	turmalin
tournament	0.694	0.740	0.611	turnuva
tourniquet	0.335	0.521	0.398	turnike
tout	0.480	0.538	0.375	haykırmak
tow	0.531	0.500	0.508	çekmek
towel	0.630	0.208	0.286	havlu
tower	0.606	0.380	0.644	kule
towering	0.500	0.690	0.806	yükselen
town	0.551	0.299	0.627	şehir
townhouse	0.622	0.400	0.443	konak
township	0.531	0.292	0.667	ilçe
townspeople	0.677	0.466	0.569	kasaba halkı
toxic	0.008	0.885	0.492	toksik
toxicity	0.104	0.865	0.491	zehirlilik
toxicology	0.302	0.736	0.574	toksikoloji
toxin	0.115	0.654	0.456	toksin
toy	0.878	0.420	0.275	oyuncak
toymaker	0.755	0.510	0.536	oyuncak üreticisi
trace	0.573	0.346	0.483	iz
traceable	0.602	0.370	0.535	izlenebilir
tracer	0.573	0.327	0.645	izleyici
traces	0.482	0.448	0.389	izler
trachea	0.448	0.509	0.387	soluk borusu
tracing	0.418	0.591	0.565	izleme
track	0.448	0.433	0.526	Izlemek
tracker	0.398	0.744	0.731	izci
tract	0.406	0.422	0.339	yol
tractable	0.635	0.500	0.469	uysal
traction	0.429	0.585	0.648	çekiş
tractor	0.449	0.580	0.619	traktör
trade	0.561	0.544	0.690	Ticaret
trademark	0.667	0.344	0.750	marka
trader	0.562	0.632	0.854	tüccar
tradesman	0.531	0.431	0.664	esnaf
trading	0.635	0.602	0.705	ticaret
tradition	0.830	0.430	0.750	gelenek
traditional	0.677	0.221	0.604	geleneksel
traffic	0.323	0.559	0.518	trafik
traffic light	0.490	0.469	0.479	trafik ışığı
trafficking	0.250	0.710	0.399	insan ticareti
tragedies	0.100	0.910	0.442	trajediler
tragedy	0.052	0.843	0.340	trajedi
tragic	0.048	0.904	0.396	trajik
trail	0.600	0.322	0.455	iz
trailer	0.541	0.490	0.473	tanıtım videosu
train	0.666	0.705	0.620	tren
train set	0.604	0.598	0.464	tren seti
trained	0.771	0.538	0.645	eğitimli
trainee	0.627	0.408	0.352	stajyer
trainer	0.698	0.719	0.824	eğitimci
training	0.714	0.776	0.788	eğitim
trait	0.469	0.365	0.453	karakter
traitor	0.112	0.796	0.491	hain
traitorous	0.073	0.745	0.412	hain
trajectory	0.653	0.558	0.779	Yörünge
tram	0.667	0.628	0.492	tramvay
tramp	0.108	0.510	0.182	serseri
trample	0.235	0.764	0.562	çiğnemek
trampoline	0.604	0.690	0.391	trambolin
tramway	0.615	0.538	0.543	tramvay
trance	0.469	0.481	0.382	trans
tranquil	0.917	0.094	0.355	sakin
tranquility	0.840	0.135	0.442	huzur
tranquilizer	0.510	0.236	0.596	sakinleştirici
transact	0.521	0.625	0.680	işlem yapmak
transaction	0.650	0.577	0.579	işlem
transatlantic	0.724	0.596	0.706	transatlantik
transceiver	0.510	0.490	0.537	alıcı verici
transcend	0.604	0.771	0.726	aşmak
transcendence	0.656	0.608	0.754	aşkınlık
transcendent	0.667	0.600	0.824	aşkın
transcendental	0.635	0.652	0.842	transandantal
transcribe	0.500	0.394	0.573	uyarlamak
transcriber	0.490	0.420	0.615	transkripsiyoncu
transcript	0.639	0.398	0.528	Transcript
transcription	0.592	0.455	0.615	transkripsiyon
transfer	0.702	0.490	0.519	Aktar
transference	0.592	0.294	0.551	aktarım
transferred	0.480	0.450	0.409	transfer edilmiş
transfixed	0.427	0.660	0.528	transfixed
transform	0.735	0.667	0.696	dönüştürmek
transformation	0.796	0.618	0.770	dönüşüm
transformer	0.582	0.582	0.723	transformatör
transfusion	0.417	0.730	0.557	kan nakli
transgression	0.158	0.890	0.611	ihlal
transient	0.510	0.405	0.430	geçici
transistor	0.480	0.480	0.444	transistör
transit	0.439	0.590	0.588	taşıma
transition	0.605	0.561	0.558	geçiş
transitional	0.573	0.472	0.491	geçiş
transitive	0.479	0.377	0.414	geçişli
transitory	0.438	0.450	0.407	geçici
translate	0.604	0.423	0.462	Çevirmek
translation	0.633	0.435	0.598	tercüme
translator	0.760	0.412	0.473	çevirmen
translocation	0.367	0.612	0.564	yer değiştirme
translucent	0.600	0.500	0.389	yarı saydam
transmission	0.688	0.490	0.611	bulaşma
transmit	0.836	0.581	0.673	iletmek
transmitter	0.520	0.511	0.719	verici
transmutation	0.438	0.740	0.737	dönüşüm
transom	0.375	0.385	0.417	kıç yatırması
transparency	0.847	0.260	0.587	şeffaflık
transparent	0.542	0.330	0.667	şeffaf
transplant	0.445	0.806	0.620	nakil
transplantation	0.531	0.694	0.610	transplantasyon
transponder	0.564	0.575	0.565	aktarıcı
transport	0.613	0.627	0.605	Ulaşım
transportation	0.667	0.560	0.472	toplu taşıma
transporter	0.615	0.625	0.750	taşıyıcı
transpose	0.440	0.585	0.467	devrik
transposition	0.312	0.451	0.555	aktarma
transsexual	0.264	0.815	0.423	transseksüel
transverse	0.429	0.429	0.525	enine
transvestite	0.270	0.675	0.373	travesti
trap	0.104	0.610	0.391	tuzak kurmak
trapdoor	0.094	0.670	0.462	kapı
trapeze	0.542	0.625	0.566	trapez
trapped	0.135	0.615	0.380	hapsolmuş
trapper	0.296	0.654	0.491	tuzakçı
trapping	0.333	0.621	0.491	tuzak
trappings	0.458	0.462	0.370	ziynet
traps	0.235	0.673	0.481	tuzaklar
trash	0.163	0.541	0.154	çöp
trashy	0.071	0.380	0.161	değersiz
trauma	0.112	0.792	0.453	travma
traumatic	0.062	0.885	0.427	travmatik
travail	0.500	0.677	0.620	sancı
travel	0.931	0.689	0.535	yolculuk
traveler	0.837	0.571	0.700	gezgin
traveling	0.900	0.750	0.582	seyahat
traverse	0.571	0.590	0.629	çapraz
travesty	0.354	0.644	0.407	travesti
trawl	0.255	0.590	0.464	trol
trawler	0.316	0.430	0.405	trol
tray	0.549	0.250	0.345	tepsi
treacherous	0.112	0.815	0.402	hain
treachery	0.104	0.852	0.448	hıyanet
tread	0.510	0.520	0.426	sırt
treadmill	0.459	0.636	0.436	koşu bandı
treason	0.094	0.806	0.552	ihanet
treasure	0.927	0.592	0.821	hazine
treasured	0.849	0.471	0.730	değerli
treasurer	0.694	0.456	0.755	sayman
treasures	0.867	0.771	0.842	hazineler
treasury	0.812	0.541	0.736	hazine
treat	0.573	0.571	0.436	davranmak
treatable	0.780	0.302	0.560	tedavi edilebilir
treatise	0.604	0.407	0.613	inceleme
treatment	0.663	0.386	0.620	tedavi
treaty	0.646	0.382	0.667	antlaşma
treble	0.358	0.471	0.466	tiz
tree	0.670	0.118	0.442	ağaç
trees	0.653	0.137	0.537	ağaçlar
trek	0.469	0.530	0.535	yürüyüş
trellis	0.299	0.500	0.389	Çardak
tremble	0.177	0.878	0.388	titreme
trembling	0.177	0.824	0.324	titreyen
tremendous	0.600	0.888	0.773	muazzam
tremendously	0.719	0.722	0.661	son derece
tremor	0.104	0.833	0.455	titreme
trench	0.429	0.760	0.429	hendek
trend	0.625	0.458	0.706	akım
trending	0.750	0.472	0.600	trend
trendy	0.713	0.520	0.536	modaya uygun
trepidation	0.582	0.594	0.464	dehşet
trespass	0.229	0.670	0.613	ihlâl
triad	0.469	0.413	0.528	üçlü
triage	0.398	0.433	0.479	triyaj
trial	0.438	0.663	0.612	Deneme
triangle	0.562	0.269	0.352	üçgen
triangular	0.430	0.320	0.397	üçgensel
triangulate	0.408	0.380	0.517	üçgen
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	kabile
tribe	0.664	0.486	0.516	kabile
tribulation	0.448	0.612	0.484	sıkıntı
tribunal	0.410	0.670	0.797	mahkeme
tribune	0.610	0.585	0.556	tribün
tributary	0.615	0.463	0.616	kol
tribute	0.684	0.573	0.700	takdir
trick	0.542	0.700	0.409	kandırmak
trickery	0.146	0.798	0.336	hile
trickle	0.500	0.196	0.231	damlama
trickster	0.375	0.680	0.446	düzenbaz
tricky	0.219	0.651	0.500	zor
tricycle	0.633	0.402	0.368	üç tekerlekli bisiklet
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	pandispanyalı tatlı
trifling	0.375	0.418	0.183	önemsiz
trig	0.438	0.417	0.415	tetik
trigger	0.271	0.804	0.660	tetiklemek
trigonometry	0.396	0.400	0.616	trigonometri
trillion	0.592	0.420	0.623	trilyon
trilogy	0.615	0.520	0.664	üçleme
trim	0.500	0.466	0.430	kırpmak
trimester	0.783	0.336	0.538	üç aylık dönem
trimmer	0.260	0.548	0.529	düzeltici
trimming	0.500	0.478	0.325	kırpma
trine	0.396	0.365	0.317	üçgen
trinity	0.635	0.346	0.660	üçlü
trinket	0.521	0.352	0.368	biblo
trio	0.521	0.613	0.473	üçlü
trip	0.875	0.643	0.538	seyahat
tripartite	0.500	0.480	0.539	üçlü
tripe	0.312	0.361	0.438	saçmalık
triple	0.585	0.385	0.481	üçlü
triplet	0.622	0.510	0.618	üçlü
triplicate	0.684	0.545	0.717	üç kopya
tripod	0.406	0.388	0.483	üçayak
tripping	0.276	0.594	0.293	açma
trite	0.458	0.418	0.290	basmakalıp
tritium	0.412	0.471	0.422	trityum
triumph	0.969	0.798	0.926	zafer
triumphant	0.949	0.837	0.972	muzaffer
trivia	0.690	0.490	0.473	önemsiz şeyler
trivial	0.406	0.387	0.337	önemsiz
troll	0.378	0.627	0.327	trol
trolley	0.562	0.558	0.464	araba
trombone	0.562	0.500	0.500	trombon
troop	0.375	0.696	0.750	birlik
trooper	0.458	0.694	0.713	asker
troops	0.385	0.718	0.804	birlikler
trophy	0.947	0.643	0.676	ganimet
tropic	0.740	0.529	0.536	tropik
tropical	0.740	0.461	0.509	tropikal
tropics	0.740	0.383	0.412	tropik
trot	0.531	0.664	0.396	tırıs
trouble	0.135	0.811	0.452	bela
troubled	0.167	0.627	0.385	sorunlu
troublemaker	0.260	0.900	0.596	baş belası
troubles	0.051	0.854	0.269	sıkıntılar
troublesome	0.283	0.894	0.404	zahmetli
trough	0.500	0.308	0.340	çukur
troupe	0.625	0.406	0.557	topluluk
trousers	0.625	0.314	0.442	pantolonlar
trout	0.516	0.387	0.298	alabalık
trowel	0.470	0.418	0.250	mala
truce	0.688	0.441	0.453	ateşkes
truck	0.531	0.368	0.546	kamyon
trucker	0.494	0.609	0.500	TIR şoförü
truckload	0.480	0.450	0.534	kamyon yükü
truculent	0.210	0.731	0.498	acımasız
true	0.896	0.436	0.777	doğru
truelove	0.860	0.600	0.587	gerçek aşk
truffle	0.677	0.323	0.418	yer mantarı
truism	0.521	0.422	0.480	gerçek
trump	0.640	0.716	0.898	koz
trumpet	0.573	0.570	0.393	trompet
trumpeter	0.673	0.600	0.676	trompetçi
truncate	0.323	0.600	0.412	kesmek
truncated	0.316	0.602	0.439	kesilmiş
trundle	0.507	0.270	0.414	tekerlekli
trunk	0.271	0.167	0.404	gövde
truss	0.521	0.482	0.569	kafes kiriş
trust	0.888	0.547	0.741	güven
trustee	0.531	0.442	0.658	mütevelli
trusting	0.857	0.508	0.750	güvenen
trustworthy	0.969	0.315	0.824	güvenilir
trusty	0.863	0.398	0.696	güvenilir
truth	0.971	0.400	0.685	gerçek
truthful	0.708	0.467	0.807	dürüst
truthfulness	0.920	0.549	0.808	doğruluk
try	0.604	0.551	0.556	denemek
tryout	0.459	0.539	0.472	denemek
tryouts	0.490	0.602	0.594	denemeler
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	küvet
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	bodur
tube	0.418	0.279	0.409	tüp
tuberculosis	0.214	0.519	0.424	tüberküloz
tubing	0.438	0.363	0.358	boru
tubular	0.458	0.361	0.464	boru şeklinde
tubule	0.500	0.330	0.333	tübül
tuck	0.367	0.473	0.361	sıkıştırmak
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	salı
tufted	0.500	0.510	0.406	püsküllü
tug	0.320	0.604	0.558	römorkör
tugboat	0.271	0.510	0.652	römorkör
tuition	0.531	0.372	0.436	harç
tulip	0.730	0.189	0.356	lale
tumble	0.276	0.556	0.272	takla
tumbler	0.520	0.260	0.352	bardak
tumbleweed	0.312	0.471	0.427	yaban mersini
tummy	0.427	0.365	0.230	karın
tumor	0.102	0.664	0.324	tümör
tumour	0.092	0.627	0.464	tümör
tumult	0.271	0.640	0.636	kargaşa
tumultuous	0.208	0.622	0.590	çalkantılı
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	Tuna
tunable	0.510	0.364	0.582	ayarlanabilir
tune	0.708	0.479	0.426	melodi
tunic	0.531	0.248	0.391	tunik
tuning	0.719	0.390	0.635	akort
tunnel	0.312	0.490	0.412	tünel
turban	0.469	0.386	0.426	türban
turbidity	0.184	0.607	0.393	bulanıklık
turbine	0.520	0.549	0.575	türbin
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	türbülans
turbulent	0.302	0.792	0.612	çalkantılı
turd	0.240	0.519	0.383	bok
turf	0.531	0.192	0.295	çim
turkey	0.634	0.245	0.247	hindi
turmeric	0.542	0.316	0.312	Zerdeçal
turmoil	0.198	0.888	0.417	kargaşa
turn	0.531	0.398	0.482	dönüş
turnaround	0.560	0.654	0.407	arkanı dön
turned	0.630	0.538	0.583	döndü
turning	0.510	0.684	0.420	dönüm
turnip	0.561	0.183	0.254	turp
turnkey	0.531	0.382	0.427	anahtar teslimi
turnoff	0.312	0.560	0.327	kapat
turnout	0.641	0.692	0.898	sonuçlanmak
turnover	0.490	0.392	0.512	devir
turnpike	0.459	0.434	0.462	paralı
turntable	0.531	0.455	0.406	döner tabla
turpentine	0.320	0.539	0.571	terebentin
turquoise	0.786	0.226	0.357	turkuaz
turret	0.494	0.500	0.588	Küçük kule
turtle	0.291	0.102	0.271	kaplumbağa
turtleneck	0.583	0.398	0.327	balıkçı yaka
tussle	0.333	0.919	0.691	mücadele
tutelage	0.393	0.442	0.609	vesayet
tutor	0.750	0.346	0.826	özel öğretmen
tutoring	0.663	0.402	0.702	özel ders
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	smokin
tuxedo	0.694	0.354	0.519	smokin
tv	0.622	0.380	0.393	televizyon
twain	0.541	0.255	0.370	iki
twat	0.292	0.459	0.404	dallama
twats	0.406	0.588	0.383	amcıklar
tweak	0.440	0.462	0.452	çimdik
tweed	0.510	0.440	0.412	tüvit
tweet	0.659	0.490	0.537	cıvıldamak
tweezers	0.493	0.408	0.295	cımbız
twelfth	0.521	0.292	0.527	on ikinci
twelve	0.490	0.298	0.412	on iki
twentieth	0.469	0.297	0.346	yirminci
twenty	0.520	0.292	0.286	yirmi
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	dal
twilight	0.622	0.341	0.633	alacakaranlık
twill	0.449	0.415	0.353	dimi
twin	0.688	0.363	0.453	ikiz
twine	0.521	0.380	0.337	sicim
twinge	0.316	0.720	0.471	sancı
twinkle	0.719	0.724	0.610	pırıltı
twins	0.760	0.473	0.602	ikizler
twirl	0.552	0.647	0.409	döndürmek
twist	0.375	0.469	0.337	büküm
twisted	0.071	0.736	0.311	bükülmüş
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	seğirme
twitching	0.292	0.700	0.482	seğirme
twitchy	0.094	0.918	0.281	seğiren
two	0.520	0.200	0.404	iki
two step	0.583	0.314	0.327	iki adım
twofaced	0.387	0.620	0.384	iki yüzlü
twofold	0.573	0.333	0.551	iki kat
twosome	0.583	0.544	0.500	ikili
tycoon	0.682	0.596	0.867	iş adamı
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	tip
typewriter	0.542	0.373	0.418	daktilo
typhoid	0.265	0.458	0.401	tifo
typhoon	0.323	0.796	0.697	tayfun
typical	0.635	0.206	0.426	tipik
typically	0.569	0.377	0.559	tipik
typist	0.551	0.559	0.528	daktilo
typo	0.224	0.415	0.255	yazım hatası
typography	0.480	0.334	0.574	tipografi
tyrannical	0.167	0.860	0.731	zalim
tyranny	0.112	0.792	0.705	zorbalık
tyrant	0.115	0.850	0.683	zorba
tyre	0.480	0.358	0.407	yorulmak
ubiquitous	0.635	0.571	0.884	her yerde
ubiquity	0.578	0.490	0.595	her yerde bulunabilme
ugliness	0.094	0.407	0.267	çirkinlik
ugly	0.167	0.630	0.254	çirkin
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	ülser
ulterior	0.375	0.509	0.490	gizli
ultimate	0.648	0.645	0.544	nihai
ultimately	0.385	0.480	0.558	sonuçta
ultimatum	0.219	0.855	0.837	ültimatom
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	ultrason
ultraviolet	0.604	0.448	0.673	ultraviyole
umbilical	0.398	0.406	0.333	göbek bağı
umbra	0.408	0.400	0.337	gölge
umbrella	0.583	0.246	0.255	şemsiye
umpire	0.520	0.592	0.755	hakem
umpteen	0.510	0.460	0.611	sayısız
unabashed	0.292	0.614	0.488	arsız
unabated	0.532	0.420	0.466	hız kesmeden
unable	0.132	0.459	0.193	aciz
unacceptable	0.133	0.479	0.330	kabul edilemez
unaccompanied	0.292	0.376	0.297	refakatsiz
unaccountable	0.180	0.600	0.543	sorumsuz
unaccounted	0.410	0.338	0.361	hesapsız
unacknowledged	0.240	0.269	0.116	onaylanmamış
unadulterated	0.570	0.420	0.528	katkısız
unaffected	0.542	0.265	0.571	etkilenmemiş
unafraid	0.500	0.520	0.655	korkmayan
unaided	0.290	0.410	0.336	yardımsız
unaltered	0.571	0.269	0.598	değiştirilmemiş
unambiguous	0.406	0.390	0.578	açık
unanimity	0.490	0.407	0.706	oybirliği
unanimous	0.656	0.380	0.682	oybirliği
unanimously	0.686	0.333	0.738	oybirliğiyle
unannounced	0.240	0.588	0.291	habersiz
unanswered	0.276	0.361	0.219	cevapsız
unanticipated	0.255	0.775	0.327	beklenmedik
unappreciated	0.143	0.431	0.209	takdir edilmemiş
unapproved	0.184	0.471	0.254	onaylanmamış
unarmed	0.427	0.420	0.241	silahsız
unassisted	0.302	0.320	0.211	yardımsız
unassuming	0.490	0.230	0.471	mütevazi
unattached	0.192	0.439	0.283	bağlı olmayan
unattainable	0.220	0.635	0.571	ulaşılamaz
unattended	0.255	0.400	0.167	gözetimsiz
unattractive	0.177	0.307	0.208	çekici olmayan
unauthorized	0.260	0.448	0.259	yetkisiz
unavailable	0.323	0.281	0.159	kullanım dışı
unavoidable	0.350	0.580	0.445	kaçınılmaz
unaware	0.208	0.355	0.310	habersiz
unbalanced	0.302	0.596	0.343	dengesiz
unbearable	0.125	0.798	0.447	dayanılmaz
unbeatable	0.735	0.719	0.681	Yenilmez
unbeaten	0.854	0.760	0.828	yenilmez
unbecoming	0.123	0.471	0.288	yakışmayan
unbelief	0.265	0.582	0.407	inançsızlık
unbelievable	0.771	0.790	0.717	Inanılmaz
unbiased	0.625	0.378	0.618	tarafsız
unborn	0.312	0.300	0.216	doğmamış
unbound	0.354	0.402	0.283	bağlanmamış
unbounded	0.646	0.600	0.736	sınırsız
unbreakable	0.653	0.573	0.759	kırılmaz
unbridled	0.396	0.759	0.448	dizginsiz
unbroken	0.550	0.224	0.602	kırılmamış
unbutton	0.479	0.539	0.311	düğmeyi açmak
uncalled	0.344	0.294	0.222	çağrılmamış
uncanny	0.469	0.461	0.430	tekinsiz
uncaring	0.177	0.245	0.321	umursamaz
uncensured	0.438	0.649	0.509	sansürsüz
uncertain	0.363	0.500	0.164	belirsiz
uncertainty	0.064	0.494	0.282	belirsizlik
unchallenged	0.552	0.394	0.545	rakipsiz
unchangeable	0.375	0.442	0.709	değiştirilemez
unchanged	0.490	0.204	0.237	değişmemiş
uncharted	0.188	0.406	0.413	haritası çıkarılmamış
uncherished	0.250	0.412	0.280	el değmemiş
uncivilized	0.133	0.600	0.400	medeniyetsiz
unclaimed	0.316	0.346	0.278	sahipsiz
uncle	0.653	0.255	0.578	amca dayı
unclean	0.133	0.529	0.134	kirli
unclear	0.229	0.463	0.202	belirsiz
uncomfortable	0.188	0.610	0.214	rahatsız
uncommon	0.459	0.429	0.373	nadir
uncommonly	0.626	0.490	0.778	nadiren
uncomplicated	0.740	0.260	0.453	karmaşık olmayan
uncompromising	0.320	0.531	0.613	tavizsiz
unconcerned	0.562	0.283	0.298	ilgisiz
unconditional	0.760	0.493	0.715	şartsız
unconfirmed	0.334	0.321	0.339	onaylanmamış
unconnected	0.188	0.265	0.213	bağlantısız
unconscionable	0.208	0.618	0.429	mantıksız
unconscious	0.240	0.356	0.195	bilinçsiz
unconsciousness	0.177	0.440	0.121	bilinçsizlik
unconstitutional	0.230	0.588	0.491	anayasaya aykırı
unconstrained	0.653	0.640	0.635	kısıtlamasız
uncontested	0.510	0.471	0.689	tartışmasız
uncontrollable	0.265	0.790	0.626	kontrol edilemez
uncontrolled	0.188	0.891	0.544	kontrolsüz
unconventional	0.177	0.509	0.288	alışılmamış
unconvinced	0.409	0.458	0.228	ikna olmamış
unconvincing	0.190	0.532	0.144	inandırıcı olmayan
uncooked	0.312	0.321	0.241	pişmemiş
uncooperative	0.250	0.422	0.246	işbirliği yapmayan
uncorrelated	0.333	0.327	0.316	ilişkisiz
uncouth	0.080	0.761	0.350	kaba
uncover	0.771	0.552	0.648	ortaya çıkarmak
uncritical	0.480	0.367	0.412	kritik olmayan
uncut	0.448	0.422	0.278	kesilmemiş
undead	0.367	0.635	0.406	ölümsüz
undecided	0.286	0.433	0.127	kararsız
undefeated	0.833	0.752	0.825	yenilmez
undefined	0.260	0.418	0.350	Tanımsız
undeniable	0.552	0.473	0.778	inkar edilemez
underage	0.469	0.461	0.300	reşit olmayan
underbelly	0.406	0.423	0.361	göbek altı
undercover	0.388	0.627	0.483	gizli
undercurrent	0.357	0.582	0.520	düşük akım
underdog	0.250	0.410	0.226	mazlum
underestimate	0.413	0.464	0.193	Azımsamak
undergo	0.398	0.554	0.339	uğramak
undergraduate	0.583	0.500	0.559	lisans
underground	0.396	0.455	0.452	yeraltı
underhanded	0.188	0.415	0.527	el altında
underlay	0.521	0.365	0.458	altlık
underlie	0.323	0.378	0.275	altında yatan
underline	0.480	0.412	0.509	altını çizmek
underlying	0.480	0.445	0.452	altta yatan
undermine	0.316	0.491	0.413	altını oymak
undermined	0.365	0.409	0.394	baltalanmış
underneath	0.450	0.265	0.158	altında
underpaid	0.146	0.413	0.209	düşük ücretli
underpants	0.448	0.473	0.276	külot
underprivileged	0.167	0.449	0.172	imtiyazsız
