English Word	Valence	Arousal	Dominance	French Word
shoemaker	0.396	0.269	0.491	cordonnier
shoes	0.729	0.324	0.210	des chaussures
shoeshine	0.392	0.387	0.325	cirage de chaussures
shook	0.163	0.759	0.509	secoué
shoot	0.092	0.926	0.625	tirer
shooter	0.224	0.814	0.774	tireur
shooting	0.276	0.931	0.602	tournage
shootout	0.080	0.927	0.615	fusillade
shop	0.725	0.632	0.565	magasin
shopkeeper	0.677	0.510	0.730	commerçant
shoplifter	0.167	0.830	0.500	voleur à l'étalage
shoplifting	0.152	0.833	0.441	vol à l'étalage
shopper	0.646	0.615	0.741	client
shopping	0.915	0.445	0.630	achats
shore	0.542	0.304	0.204	rive
shoreline	0.677	0.296	0.529	littoral
shorn	0.396	0.415	0.400	dépouillé
short	0.184	0.264	0.237	court
short story	0.697	0.321	0.348	histoire courte
shortage	0.094	0.455	0.198	pénurie
shortcake	0.677	0.359	0.398	gâteau sablé
shortcoming	0.195	0.370	0.258	défaut
shortcut	0.594	0.308	0.426	raccourci
shorten	0.302	0.382	0.460	raccourcir
shortening	0.286	0.333	0.385	raccourcissement
shorthand	0.459	0.450	0.461	sténographie
shortly	0.582	0.310	0.360	prochainement
shortness	0.459	0.280	0.272	brièveté
shorts	0.622	0.481	0.287	shorts
shortstop	0.418	0.529	0.450	arrêt-court
shortwave	0.460	0.271	0.368	ondes courtes
shot	0.144	0.750	0.569	tir
shotgun	0.200	0.868	0.684	fusil à pompe
shoulder	0.562	0.286	0.406	épaule
shout	0.229	0.925	0.444	cri
shove	0.306	0.690	0.602	pousser
shovel	0.427	0.308	0.267	pelle
shoveling	0.265	0.620	0.537	pelleter
show	0.673	0.771	0.719	Afficher
showbiz	0.661	0.713	0.598	show-biz
showboat	0.618	0.625	0.509	bateau de démonstration
showcase	0.521	0.255	0.415	vitrine
showdown	0.302	0.950	0.692	épreuve de force
shower	0.669	0.346	0.336	douche
showgirl	0.633	0.694	0.481	danseuse
showing	0.622	0.540	0.491	montrant
showoff	0.344	0.598	0.463	frimer
showroom	0.740	0.441	0.536	salle d'exposition
showy	0.698	0.657	0.661	voyant
shrapnel	0.240	0.740	0.681	shrapnel
shred	0.224	0.750	0.627	déchiqueter
shrew	0.306	0.463	0.390	musaraigne
shrewd	0.551	0.673	0.816	astucieux
shriek	0.459	0.827	0.491	cri
shrill	0.312	0.721	0.640	aigu
shrimp	0.571	0.361	0.425	crevette
shrine	0.802	0.255	0.574	tombeau
shrink	0.385	0.453	0.272	rétrécir
shrinking	0.190	0.400	0.217	contraction
shrivel	0.160	0.409	0.143	se ratatiner
shroud	0.417	0.457	0.389	envelopper
shrub	0.531	0.340	0.340	arbuste
shrubbery	0.490	0.267	0.332	arbustes
shrug	0.208	0.296	0.278	hausser les épaules
shrunk	0.163	0.354	0.218	rétréci
shrunken	0.500	0.373	0.221	réduit
shudder	0.344	0.791	0.559	frémir
shuddering	0.302	0.802	0.638	frissonnant
shuffle	0.459	0.450	0.556	mélanger
shuffleboard	0.531	0.459	0.377	jeu de palet
shuffling	0.521	0.408	0.293	mélanger
shun	0.418	0.604	0.389	éviter
shunned	0.271	0.464	0.367	évité
shunt	0.312	0.500	0.470	shunter
shut	0.240	0.352	0.311	fermer
shutdown	0.173	0.367	0.418	fermer
shuteye	0.521	0.430	0.431	fermer les yeux
shutit	0.281	0.442	0.480	fermer
shutter	0.191	0.380	0.482	obturateur
shuttle	0.531	0.591	0.547	Navette
shutup	0.333	0.560	0.491	tais-toi
shy	0.280	0.153	0.132	timide
shyness	0.312	0.265	0.246	la timidité
shyster	0.292	0.567	0.424	escroc
sib	0.698	0.298	0.593	frère
sibling	0.857	0.340	0.636	frère et sœur
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	malade
sickbay	0.296	0.510	0.345	infirmerie
sicken	0.051	0.500	0.294	rendre malade
sickening	0.074	0.618	0.259	écœurant
sickle	0.427	0.585	0.370	faucille
sickly	0.188	0.550	0.191	maladif
sickness	0.094	0.704	0.288	maladie
side	0.439	0.288	0.395	côté
sidearm	0.410	0.474	0.500	arme de poing
sidebar	0.469	0.364	0.405	barre latérale
sideboard	0.590	0.259	0.426	buffet
sideburns	0.777	0.327	0.308	pattes
sidecar	0.552	0.449	0.500	side-car
sidekick	0.602	0.439	0.509	acolyte
sideline	0.440	0.382	0.517	ligne de touche
sideshow	0.458	0.594	0.658	attraction
sidestep	0.378	0.559	0.407	éviter
sidewalk	0.479	0.192	0.348	trottoir
sideways	0.788	0.245	0.291	de côté
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	siège
siesta	0.740	0.046	0.295	sieste
sieve	0.459	0.250	0.333	tamis
sift	0.542	0.412	0.461	tamiser
sifting	0.571	0.469	0.474	tamisage
sigh	0.469	0.387	0.273	soupir
sight	0.684	0.250	0.528	vue
sighting	0.582	0.560	0.627	observation
sightseeing	0.875	0.552	0.697	touristique
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	pancarte
signal	0.615	0.417	0.464	signal
signature	0.570	0.422	0.657	Signature
significance	0.820	0.460	0.644	importance
significant	0.827	0.649	0.786	important
signification	0.583	0.337	0.530	signification
signify	0.453	0.422	0.634	signifier
signpost	0.510	0.400	0.446	poteau indicateur
silence	0.438	0.200	0.223	le silence
silencer	0.417	0.356	0.482	silencieux
silent	0.469	0.125	0.280	silencieux
silently	0.448	0.185	0.306	silencieusement
silhouette	0.582	0.410	0.288	silhouette
silicon	0.439	0.448	0.445	silicium
silicone	0.480	0.340	0.333	silicone
silk	0.760	0.115	0.300	soie
silken	0.730	0.265	0.394	de soie
silky	0.802	0.397	0.271	soyeux
sill	0.433	0.375	0.324	seuil
silliness	0.327	0.368	0.192	niaiserie
silly	0.384	0.349	0.161	idiot
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	limon
silver	0.684	0.451	0.615	argent
silverware	0.663	0.365	0.409	argenterie
silvery	0.543	0.460	0.517	argenté
similar	0.562	0.250	0.423	similaire
similarity	0.729	0.255	0.518	similarité
simile	0.615	0.363	0.464	comparaison
simmer	0.650	0.293	0.393	mijoter
simmering	0.382	0.613	0.412	mijoter
simple	0.653	0.130	0.314	Facile
simples	0.724	0.240	0.263	simples
simpleton	0.429	0.144	0.358	niais
simplicity	0.667	0.250	0.337	simplicité
simplify	0.565	0.347	0.602	simplifier
simplistic	0.490	0.245	0.391	simpliste
simply	0.535	0.148	0.393	simplement
simulate	0.551	0.375	0.417	simuler
simulated	0.500	0.461	0.356	simulé
simulating	0.552	0.462	0.481	simuler
simulation	0.552	0.574	0.567	simulation
simulator	0.677	0.559	0.583	simulateur
simultaneous	0.691	0.577	0.554	simultané
simultaneously	0.656	0.490	0.609	simultanément
sin	0.177	0.712	0.449	péché
sincere	0.918	0.265	0.725	sincères
sincerity	0.908	0.351	0.686	la sincérité
sinful	0.143	0.788	0.417	coupable
sing	0.858	0.606	0.420	chanter
singer	0.802	0.735	0.628	chanteuse
singing	0.885	0.594	0.528	en chantant
single	0.291	0.354	0.259	Célibataire
singly	0.553	0.354	0.466	séparément
singular	0.610	0.302	0.482	singulier
singularity	0.582	0.348	0.654	singularité
singularly	0.571	0.330	0.527	singulièrement
sinister	0.125	0.896	0.581	sinistre
sink	0.375	0.439	0.322	évier
sinker	0.302	0.557	0.538	plomb
sinking	0.135	0.439	0.342	naufrage
sinner	0.237	0.667	0.356	pécheur
sinning	0.170	0.700	0.422	pêcher
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	siroter
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	en sirotant
sir	0.622	0.306	0.778	Monsieur
sire	0.854	0.452	0.808	sire
siren	0.570	0.627	0.500	sirène
sirloin	0.546	0.418	0.373	aloyau
sissy	0.333	0.562	0.232	poule mouillée
sister	0.916	0.324	0.562	sœur
sisterhood	0.837	0.415	0.696	fraternité
sit	0.561	0.230	0.368	asseoir
sitcom	0.562	0.537	0.407	comédie de situation
site	0.677	0.265	0.452	placer
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	modèle
sitting	0.561	0.146	0.353	séance
situate	0.510	0.310	0.483	situer
situated	0.542	0.231	0.543	situé
situation	0.531	0.387	0.600	situation
six	0.500	0.154	0.271	six
sixpence	0.469	0.417	0.463	six pence
sixteen	0.583	0.290	0.324	seize
sixth	0.521	0.275	0.366	sixième
sixty	0.694	0.240	0.433	soixante
sizable	0.727	0.337	0.657	considérable
size	0.531	0.336	0.569	Taille
sizzle	0.427	0.704	0.368	grésiller
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	patin
skateboard	0.677	0.550	0.353	planche à roulette
skater	0.633	0.774	0.652	patineur
skating	0.745	0.673	0.435	patinage
skedaddle	0.427	0.596	0.422	détaler
skeet	0.469	0.549	0.413	sketch
skein	0.449	0.372	0.287	écheveau
skeletal	0.306	0.558	0.318	squelettique
skeleton	0.183	0.464	0.343	squelette
skeptic	0.135	0.440	0.500	sceptique
skeptical	0.207	0.500	0.452	sceptique
skepticism	0.229	0.480	0.582	scepticisme
sketch	0.704	0.276	0.420	esquisser
sketching	0.729	0.327	0.400	croquis
sketchy	0.333	0.479	0.241	vague
skewed	0.340	0.480	0.361	biaisé
skewer	0.470	0.365	0.457	brochette
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	déraper
skier	0.802	0.788	0.639	skieur
skiff	0.479	0.375	0.472	skiff
skiing	0.823	0.824	0.620	ski
skijump	0.635	0.647	0.482	saut à ski
skill	0.847	0.701	0.833	compétence
skilled	0.886	0.614	0.929	qualifié
skillet	0.510	0.296	0.345	poêlon
skillful	0.802	0.616	0.908	habile
skim	0.418	0.328	0.322	parcourir
skimpy	0.302	0.349	0.208	maigre
skin	0.569	0.350	0.395	peau
skinny	0.333	0.333	0.298	mince
skip	0.458	0.804	0.439	sauter
skipper	0.440	0.577	0.692	skipper
skirmish	0.290	0.640	0.474	escarmouche
skirt	0.602	0.463	0.226	jupe
skirting	0.449	0.529	0.386	plinthe
skirts	0.622	0.538	0.241	jupes
skit	0.438	0.434	0.421	sketch
skittish	0.156	0.815	0.172	ombrageux
skull	0.276	0.558	0.574	crâne
skunk	0.284	0.491	0.380	moufette
sky	0.958	0.234	0.401	ciel
skylight	0.708	0.314	0.343	lucarne
skyline	0.592	0.412	0.662	ligne d'horizon
skyscraper	0.622	0.696	0.798	gratte-ciel
slab	0.398	0.265	0.264	dalle
slack	0.521	0.283	0.446	mou
slag	0.266	0.600	0.254	scories
slam	0.459	0.577	0.480	claquer
slammer	0.417	0.565	0.391	prison
slander	0.184	0.604	0.454	calomnie
slanderous	0.057	0.800	0.337	diffamatoire
slang	0.479	0.418	0.491	argot
slant	0.469	0.396	0.536	incliner
slap	0.100	0.804	0.518	gifler
slash	0.260	0.500	0.509	sabrer
slashes	0.330	0.328	0.410	des barres obliques
slate	0.531	0.283	0.431	ardoise
slates	0.500	0.270	0.342	ardoises
slaughter	0.052	0.953	0.602	abattage
slaughterhouse	0.146	0.794	0.472	abattoir
slaughtering	0.133	0.947	0.714	abattage
slave	0.171	0.795	0.151	trimer
slavery	0.052	0.783	0.218	esclavage
slay	0.133	0.920	0.585	tuer
slayer	0.041	0.930	0.661	tueur
sleaze	0.312	0.538	0.405	sordide
sleazy	0.292	0.674	0.370	sordide
sled	0.635	0.547	0.446	traîneau
sledding	0.625	0.547	0.422	faire de la luge
sledge	0.646	0.500	0.361	une luge
sledgehammer	0.449	0.479	0.482	masse
sleek	0.750	0.484	0.643	lisse
sleep	0.719	0.090	0.339	dormir
sleeper	0.640	0.154	0.254	dormeur
sleeping	0.704	0.091	0.312	en train de dormir
sleepless	0.213	0.410	0.207	sans sommeil
sleeplessness	0.104	0.604	0.202	insomnie
sleepover	0.815	0.519	0.340	soirée pyjama
sleepy	0.604	0.125	0.250	somnolent
sleepyhead	0.327	0.350	0.294	endormi
sleet	0.410	0.355	0.395	neige fondue
sleeve	0.531	0.270	0.273	manche
sleeveless	0.638	0.290	0.200	Sans manches
sleigh	0.742	0.551	0.396	traîneau
sleight	0.719	0.677	0.379	tour de passe-passe
slender	0.812	0.548	0.664	mince
sleuth	0.460	0.633	0.676	détective
slice	0.583	0.375	0.303	tranche
slick	0.388	0.383	0.349	nappe
slicker	0.727	0.387	0.519	plus lisse
slide	0.615	0.435	0.432	faire glisser
slider	0.585	0.491	0.518	glissière
sliding	0.356	0.730	0.491	glissement
slight	0.521	0.240	0.155	léger
slight anticipation	0.562	0.490	0.445	légère anticipation
slight disgust	0.156	0.578	0.318	léger dégoût
slight surprise	0.677	0.746	0.557	légère surprise
slight trust	0.306	0.400	0.245	légère confiance
slightly	0.470	0.274	0.255	légèrement
slightly negative	0.190	0.472	0.259	légèrement négatif
slightly positive	0.792	0.480	0.567	légèrement positif
slim	0.562	0.180	0.296	mince
slime	0.300	0.370	0.183	vase
slimy	0.177	0.500	0.309	visqueux
sling	0.417	0.423	0.404	fronde
slingshot	0.323	0.654	0.474	Lance-pierres
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	moulant
slip	0.316	0.714	0.321	caleçon
slipper	0.635	0.298	0.245	pantoufle
slippers	0.573	0.413	0.236	chaussons
slippery	0.219	0.740	0.343	glissant
slit	0.406	0.490	0.366	fente
sliver	0.388	0.347	0.291	mèche
slob	0.275	0.365	0.300	plouc
slobber	0.350	0.375	0.278	bave
slogan	0.550	0.216	0.564	slogan
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	décanter
slope	0.347	0.438	0.279	pente
sloppy	0.303	0.441	0.183	négligent
slot	0.469	0.337	0.337	insérer
sloth	0.198	0.140	0.125	la paresse
slouch	0.365	0.450	0.328	affalé
slough	0.265	0.390	0.200	bourbier
slow	0.357	0.073	0.131	lent
slowly	0.427	0.185	0.295	tout doucement
slowness	0.302	0.212	0.191	lenteur
sludge	0.354	0.396	0.229	boue
slug	0.276	0.370	0.160	limace
slugger	0.458	0.500	0.518	cogneur
sluggish	0.224	0.124	0.155	paresseux
sluice	0.427	0.520	0.365	écluse
slum	0.292	0.528	0.302	taudis
slumber	0.592	0.191	0.426	sommeil
slump	0.194	0.438	0.130	marasme
slur	0.115	0.814	0.427	liaison
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	neige fondu
slut	0.071	0.808	0.309	salope
slutty	0.224	0.810	0.371	salope
sly	0.573	0.690	0.750	sournois
smack	0.323	0.662	0.381	claque
small	0.542	0.205	0.120	petit
smaller	0.300	0.310	0.179	plus petit
smallest	0.281	0.340	0.129	le plus petit
smallpox	0.156	0.583	0.222	variole
smart	0.906	0.607	0.923	intelligent
smartass	0.364	0.520	0.620	petit malin
smarten	0.602	0.490	0.551	bichonner
smarty	0.673	0.510	0.848	malin
smash	0.195	0.692	0.530	fracasser
smashed	0.143	0.660	0.256	brisé
smattering	0.448	0.460	0.500	poignée
smear	0.230	0.433	0.400	diffamer
smell	0.510	0.520	0.330	sentir
smelling	0.458	0.481	0.349	odeur
smelly	0.100	0.528	0.245	malodorant
smelt	0.333	0.441	0.345	éperlan
smidgen	0.367	0.385	0.357	un peu
smile	0.906	0.598	0.618	le sourire
smiled	0.949	0.530	0.536	sourit
smiles	0.892	0.606	0.607	sourit
smiley	0.865	0.470	0.571	smiley
smiling	0.981	0.679	0.625	souriant
smirk	0.792	0.596	0.583	petit sourire satisfait
smite	0.303	0.846	0.682	frapper
smith	0.677	0.333	0.529	forgeron
smithereens	0.281	0.561	0.409	morceaux
smitten	0.153	0.760	0.204	frappé
smock	0.429	0.250	0.250	blouse
smog	0.271	0.480	0.382	smog
smoke	0.188	0.500	0.391	fumée
smoker	0.208	0.528	0.311	fumeur
smokey	0.494	0.462	0.430	enfumé
smoking	0.176	0.557	0.384	fumeur
smoky	0.459	0.420	0.327	enfumé
smoldering	0.635	0.781	0.764	fumant
smooch	0.796	0.731	0.491	se bécoter
smooth	0.823	0.127	0.281	lisse
smoothie	0.806	0.333	0.281	smoothie
smoothly	0.821	0.134	0.488	doucement
smoothness	0.833	0.221	0.412	douceur
smother	0.292	0.685	0.420	étouffer
smudge	0.327	0.429	0.245	tache
smug	0.198	0.552	0.587	suffisant
smuggle	0.194	0.775	0.570	passer en contrebande
smuggler	0.062	0.867	0.645	contrebandier
smuggling	0.229	0.783	0.510	contrebande
smut	0.357	0.360	0.349	cochonneries
snack	0.646	0.407	0.345	goûter
snacks	0.781	0.480	0.306	collations
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	accroc
snags	0.177	0.721	0.490	chicots
snail	0.480	0.104	0.296	escargot
snake	0.276	0.750	0.549	serpent
snakes	0.176	0.662	0.606	serpents
snakeskin	0.276	0.696	0.391	peau de serpent
snap	0.344	0.517	0.352	instantané
snapper	0.417	0.429	0.245	vivaneau
snappy	0.573	0.592	0.418	vif
snapshot	0.573	0.578	0.588	instantané
snare	0.229	0.850	0.466	piège
snarl	0.430	0.787	0.455	gronder
snarling	0.312	0.704	0.491	grogner
snatch	0.219	0.861	0.691	arracher
snatcher	0.122	0.867	0.563	voleur
snazzy	0.735	0.370	0.660	chic
sneak	0.281	0.745	0.449	se faufiler
sneaker	0.794	0.479	0.389	espadrille
sneakers	0.604	0.548	0.349	baskets
sneaking	0.203	0.755	0.545	se faufiler
sneaky	0.240	0.740	0.560	sournois
sneer	0.133	0.755	0.345	ricanement
sneeze	0.271	0.442	0.336	éternuement
sneezing	0.434	0.570	0.345	éternuement
snicker	0.708	0.693	0.409	ricaner
snide	0.186	0.723	0.455	sarcastique
sniff	0.396	0.500	0.318	renifler
snip	0.417	0.327	0.268	couper
snipe	0.198	0.915	0.491	bécassine
sniper	0.167	0.870	0.853	tireur d'élite
snippet	0.612	0.410	0.368	fragment
snippy	0.418	0.491	0.481	brusque
snitch	0.300	0.598	0.333	mouchard
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	espionner
snoopy	0.573	0.534	0.291	fouineur
snooty	0.390	0.455	0.446	prétentieux
snooze	0.235	0.357	0.282	roupillon
snore	0.245	0.610	0.481	ronfler
snorkel	0.510	0.470	0.327	tuba
snort	0.469	0.531	0.413	renifler
snot	0.214	0.340	0.269	morve
snotty	0.180	0.382	0.200	morveux
snout	0.276	0.385	0.241	museau
snow	0.667	0.363	0.309	neiger
snowball	0.717	0.444	0.321	boule de neige
snowboard	0.663	0.680	0.511	snowboard
snowboarder	0.719	0.754	0.545	snowboarder
snowday	0.602	0.500	0.440	jour de neige
snowfall	0.675	0.280	0.455	chute de neige
snowflake	0.748	0.192	0.260	flocon de neige
snowing	0.586	0.490	0.387	il neige
snowmageddon	0.375	0.575	0.472	neigemageddon
snowman	0.776	0.291	0.323	bonhomme de neige
snowplow	0.449	0.480	0.493	chasse-neige
snowstorm	0.204	0.833	0.629	tempête de neige
snowy	0.656	0.304	0.357	neigeux
snub	0.229	0.412	0.228	snober
snubbed	0.265	0.528	0.279	snobé
snuff	0.357	0.470	0.377	tabac à priser
snug	0.867	0.173	0.500	confortable
snuggle	0.781	0.390	0.350	se blottir
snuggled	0.552	0.439	0.314	blotti
snuggles	0.670	0.340	0.287	se blottit
snuggling	0.683	0.585	0.373	se blottir
soak	0.480	0.370	0.240	tremper
soaked	0.365	0.462	0.358	trempé
soaking	0.438	0.324	0.375	trempage
soangry	0.327	0.650	0.482	tellement en colère
soannoyed	0.271	0.529	0.426	tellement contrarié
soap	0.531	0.163	0.311	du savon
soapbox	0.500	0.415	0.393	caisse à savon
soapy	0.552	0.373	0.355	savonneux
soar	0.790	0.740	0.718	monter
soaring	0.708	0.704	0.650	envolée
sob	0.115	0.480	0.212	sanglot
sober	0.729	0.216	0.568	sobre
soblessed	0.542	0.395	0.287	bénisse
sobriety	0.680	0.310	0.583	sobriété
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	football
sociable	0.854	0.459	0.627	sociable
social	0.806	0.370	0.614	social
socialanxiety	0.270	0.588	0.426	anxiété sociale
socialism	0.510	0.500	0.560	socialisme
socialist	0.448	0.400	0.543	socialiste
socialite	0.684	0.668	0.570	socialite mondain
socialize	0.907	0.683	0.726	socialiser
society	0.674	0.464	0.782	société
sociology	0.615	0.439	0.694	sociologie
sociopath	0.104	0.863	0.439	sociopathe
sock	0.500	0.167	0.290	chaussette
socket	0.583	0.469	0.377	prise
sod	0.427	0.383	0.333	gazon
soda	0.688	0.314	0.364	un soda
soda/pop	0.581	0.410	0.382	soda
sodding	0.240	0.500	0.400	gazon
sodium	0.490	0.340	0.291	sodium
sofa	0.583	0.106	0.263	sofa
soft	0.760	0.179	0.232	mou, tendre
softball	0.735	0.630	0.518	balle molle
soften	0.694	0.194	0.392	adoucir
softener	0.745	0.300	0.373	adoucissant
softening	0.700	0.255	0.361	ramollissement
softly	0.517	0.206	0.304	doucement
softness	0.875	0.086	0.402	douceur
software	0.561	0.280	0.570	Logiciel
soggy	0.312	0.350	0.241	détrempé
sohappy	0.949	0.673	0.681	tellement heureux
soil	0.350	0.180	0.356	sol
soiled	0.106	0.529	0.213	souillé
soiree	0.729	0.692	0.578	soirée
sojourn	0.514	0.243	0.509	séjour
solace	0.776	0.294	0.453	réconfort
solar	0.622	0.452	0.645	solaire
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	souder
soldering	0.573	0.536	0.538	soudure
soldier	0.392	0.708	0.768	soldat
sole	0.427	0.194	0.279	Unique
solemn	0.708	0.370	0.709	solennel
solicit	0.620	0.490	0.604	solliciter
solicitation	0.612	0.519	0.415	sollicitation
solicitor	0.600	0.479	0.802	solliciteur
solid	0.667	0.304	0.763	solide
solidarity	0.792	0.407	0.781	solidarité
solidification	0.480	0.500	0.827	solidification
solidified	0.633	0.415	0.745	solidifié
solidify	0.583	0.318	0.754	solidifier
solidity	0.745	0.444	0.850	solidité
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	solitaire
solitude	0.208	0.226	0.358	solitude
solo	0.438	0.190	0.325	solo
solubility	0.506	0.360	0.442	solubilité
soluble	0.542	0.272	0.409	soluble
solucky	0.573	0.529	0.615	Tellement chanceux
solution	0.790	0.339	0.664	la solution
solve	0.656	0.530	0.688	résoudre
solvency	0.604	0.296	0.605	solvabilité
solvent	0.635	0.316	0.573	solvant
somad	0.429	0.490	0.463	si fou
somatic	0.438	0.406	0.444	somatique
somber	0.184	0.500	0.380	sombre
some anticipation	0.423	0.482	0.472	une certaine anticipation
some disgust	0.094	0.657	0.321	un peu de dégoût
some surprise	0.827	0.849	0.500	une surprise
some trust	0.594	0.451	0.547	une certaine confiance
somersault	0.214	0.769	0.519	saut périlleux
somethingigetalot	0.573	0.567	0.509	quelque chose
somewhat negative	0.208	0.480	0.150	quelque peu négatif
somewhat positive	0.920	0.510	0.667	quelque peu positif
somuchtodo	0.510	0.598	0.441	tant à faire
son	0.792	0.365	0.528	fils
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonate
sonervous	0.344	0.655	0.373	si nerveux
song	0.854	0.413	0.500	chanson
songwriter	0.844	0.558	0.713	auteur compositeur
sonic	0.594	0.500	0.481	sonique
sonice	0.500	0.356	0.421	vraiment gentil
sonnet	0.718	0.294	0.404	sonnet
sonorous	0.646	0.580	0.442	sonore
soot	0.375	0.328	0.292	suie
soothe	0.817	0.194	0.412	apaiser
soothing	0.625	0.179	0.519	apaisants
sophisticated	0.865	0.481	0.845	sophistiqué
sophistication	0.792	0.472	0.704	sophistication
sophomore	0.653	0.415	0.427	deuxième année
sopissed	0.276	0.577	0.433	tellement énervé
soppy	0.510	0.355	0.297	sentimental
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	sorcier
sorcery	0.279	0.740	0.640	sorcellerie
sordid	0.219	0.555	0.447	sordide
sore	0.094	0.650	0.224	endolori
soready	0.622	0.500	0.545	si prêt
sorely	0.284	0.727	0.370	grandement
soreness	0.113	0.843	0.302	douleur
sorghum	0.469	0.358	0.420	sorgho
sorority	0.635	0.637	0.627	sororité
sorrow	0.052	0.235	0.164	tristesse
sorrowful	0.049	0.422	0.163	douloureux
sorry	0.406	0.362	0.212	Pardon
sort	0.673	0.389	0.674	trier
sorter	0.594	0.412	0.823	trieur
sortie	0.490	0.450	0.311	sortie
sorting	0.469	0.400	0.642	tri
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	tellement peur
soscary	0.301	0.660	0.414	si effrayant
soslow	0.347	0.312	0.284	tellement lent
sostressed	0.435	0.481	0.578	Tellement stressé
sosweet	0.755	0.354	0.417	Si charmant
sothankful	0.729	0.526	0.418	tellement reconnaissant
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	âme
soulful	0.755	0.331	0.500	émouvant
soulless	0.125	0.591	0.400	inhumain
soulmate	0.890	0.500	0.628	âme soeur
sound	0.765	0.623	0.398	du son
sounding	0.690	0.500	0.558	sondage
soundness	0.780	0.377	0.893	solidité
soundproof	0.490	0.390	0.409	insonoriser
soundtrack	0.630	0.559	0.518	bande sonore
soup	0.602	0.245	0.269	le potage
sour	0.276	0.594	0.373	acide
source	0.740	0.318	0.684	la source
sourpuss	0.188	0.620	0.382	aigri
south	0.562	0.265	0.429	sud
southbound	0.510	0.370	0.395	vers le sud
southeast	0.510	0.283	0.413	sud-est
southern	0.552	0.269	0.370	du sud
southpaw	0.542	0.389	0.404	gaucher
southwest	0.406	0.314	0.355	sud-ouest
souvenir	0.844	0.311	0.466	souvenir
sovereign	0.698	0.500	0.885	souverain
sovereignty	0.719	0.529	0.886	la souveraineté
soviet	0.347	0.580	0.536	soviétique
sow	0.667	0.430	0.446	truie
soy	0.438	0.250	0.286	soja
soy sauce	0.573	0.382	0.318	sauce soja
soybean	0.521	0.250	0.293	soja
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	espace
spacecraft	0.646	0.698	0.680	vaisseau spatial
spaceman	0.688	0.577	0.848	astronaute
spaceship	0.643	0.781	0.664	vaisseau spatial
spacing	0.621	0.425	0.507	espacement
spacious	0.880	0.365	0.557	spacieux
spade	0.469	0.667	0.529	bêche
spaghetti	0.729	0.353	0.288	spaghetti
spam	0.188	0.354	0.304	Spam
spammers	0.354	0.500	0.418	les spammeurs
span	0.521	0.330	0.528	envergure
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	épagneul
spank	0.112	0.882	0.642	donner une fessée à
spanking	0.194	0.736	0.392	fessée
spar	0.417	0.438	0.536	longeron
spare	0.552	0.398	0.411	de rechange
spareribs	0.635	0.431	0.395	côtes levées
sparingly	0.510	0.353	0.518	avec parcimonie
spark	0.688	0.745	0.529	étincelle
sparkle	0.819	0.765	0.510	scintillait
sparkling	0.700	0.418	0.598	pétillant
sparkly	0.885	0.590	0.726	scintillant
sparring	0.292	0.870	0.704	combat
sparrow	0.583	0.460	0.327	moineau
sparse	0.240	0.367	0.209	clairsemé
spasm	0.194	0.594	0.366	spasme
spastic	0.240	0.541	0.491	spasmodique
spat	0.427	0.413	0.309	prise de bec
spatial	0.604	0.625	0.645	spatial
spatter	0.292	0.630	0.315	éclabousser
spatula	0.302	0.198	0.369	spatule
spawn	0.542	0.586	0.709	frayer
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	parler
speakeasy	0.680	0.536	0.442	bar clandestin
speaker	0.604	0.660	0.723	conférencier
speakerphone	0.531	0.569	0.560	haut-parleur
speaking	0.753	0.590	0.575	Parlant
spear	0.510	0.601	0.500	lance
spec	0.583	0.426	0.691	spécification
special	0.844	0.602	0.730	spécial
specialist	0.760	0.562	0.877	spécialiste
speciality	0.854	0.470	0.885	spécialité
specialize	0.776	0.540	0.861	spécialiser
specially	0.847	0.398	0.714	spécialement
