English Word	Valence	Arousal	Dominance	Slovak Word
sublime	0.784	0.333	0.585	vznešený
subliminal	0.410	0.528	0.464	podprahové
submarine	0.572	0.481	0.549	ponorka
submerge	0.517	0.643	0.456	ponoriť
submerged	0.337	0.528	0.357	ponorený
submersible	0.406	0.459	0.540	ponorný
submission	0.531	0.580	0.633	podanie
submissive	0.480	0.217	0.173	submisívny
submit	0.635	0.448	0.500	Predložiť
submitting	0.667	0.610	0.611	odovzdávanie
subordinate	0.276	0.392	0.121	podriadený
subordination	0.270	0.527	0.343	podriadenosti
subplot	0.469	0.413	0.446	podzápletka
subpoena	0.281	0.634	0.555	predvolanie
subscribe	0.660	0.344	0.591	predplatiť
subscriber	0.562	0.398	0.570	predplatiteľ
subscription	0.583	0.333	0.651	predplatné
subsequence	0.438	0.510	0.413	podsekvencia
subsequent	0.449	0.385	0.400	následné
subsequently	0.380	0.337	0.336	následne
subservient	0.255	0.402	0.339	podriadený
subset	0.429	0.358	0.404	podmnožina
subside	0.375	0.308	0.209	ustupovať
subsidence	0.320	0.509	0.452	pokles
subsidiary	0.541	0.295	0.500	dcérska spoločnosť
subsidize	0.604	0.615	0.589	dotovať
subsidy	0.573	0.462	0.517	dotácie
subsist	0.573	0.418	0.472	živiť sa
subsistence	0.510	0.404	0.491	obživu
subsoil	0.429	0.240	0.382	podložie
subspace	0.470	0.453	0.475	podpriestor
substance	0.615	0.422	0.528	látka
substandard	0.235	0.333	0.150	neštandardné
substantial	0.590	0.490	0.690	podstatné
substantially	0.646	0.471	0.684	podstatne
substantiate	0.531	0.549	0.636	podložiť
substantive	0.500	0.350	0.455	vecný
substation	0.469	0.461	0.491	rozvodne
substitute	0.427	0.406	0.398	náhrada
substituted	0.271	0.545	0.394	nahradený
substitution	0.406	0.480	0.353	substitúcia
substructure	0.441	0.358	0.587	spodná stavba
subterranean	0.469	0.306	0.432	podzemné
subtext	0.635	0.276	0.412	podtext
subtitle	0.445	0.202	0.347	podnadpis
subtle	0.708	0.167	0.228	jemný
subtlety	0.615	0.176	0.363	jemnosť
subtract	0.208	0.330	0.283	odčítať
subtraction	0.163	0.382	0.349	odčítanie
subtype	0.427	0.296	0.420	podtyp
suburb	0.354	0.566	0.441	predmestie
suburban	0.439	0.450	0.453	predmestský
suburbia	0.438	0.490	0.421	predmestí
suburbs	0.510	0.571	0.286	predmestí
subversion	0.347	0.608	0.415	podvracanie
subversive	0.198	0.765	0.500	podvratný
subvert	0.357	0.557	0.536	podvracať
subway	0.418	0.300	0.464	metro
succeed	0.926	0.755	0.926	uspieť
succeeding	0.867	0.755	0.849	uspieť
success	0.959	0.880	0.981	úspech
successful	0.949	0.724	0.938	úspešný
succession	0.698	0.481	0.587	nástupníctvo
successive	0.635	0.471	0.518	postupné
successor	0.729	0.531	0.648	nástupcu
succinct	0.510	0.413	0.566	stručné
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	šťavnaté
succumb	0.202	0.787	0.292	podľahnúť
suck	0.344	0.706	0.377	nasávať
sucker	0.265	0.393	0.204	prísavník
sucking	0.227	0.528	0.377	sania
suckling	0.596	0.558	0.518	cicanie
sucks	0.115	0.683	0.302	saje
suction	0.460	0.593	0.526	odsávanie
sudden	0.449	0.660	0.435	náhly
suddenly	0.670	0.510	0.456	zrazu
suds	0.458	0.365	0.255	pena
sue	0.219	0.731	0.679	žalovať
suede	0.542	0.259	0.259	semiš
suffer	0.082	0.910	0.259	trpieť
sufferer	0.156	0.690	0.278	trpiteľ
suffering	0.020	0.719	0.235	utrpenie
suffice	0.643	0.326	0.504	stačí
sufficiency	0.594	0.438	0.576	dostatočnosť
sufficient	0.833	0.330	0.588	dostatočné
sufficiently	0.776	0.367	0.714	dostatočne
suffix	0.430	0.420	0.364	prípona
suffocate	0.219	0.764	0.440	udusiť
suffocating	0.133	0.774	0.429	dusivý
suffocation	0.020	0.830	0.462	udusenie
sugar	0.896	0.382	0.402	cukor
suggest	0.573	0.471	0.517	navrhnúť
suggestion	0.646	0.365	0.558	návrh
suggestive	0.552	0.500	0.555	sugestívne
suicidal	0.021	0.867	0.382	samovražedné
suicide	0.030	0.873	0.429	samovražda
suicidebombing	0.031	0.957	0.627	samovražedný atentát
suit	0.776	0.282	0.482	oblek
suitable	0.792	0.298	0.722	vhodné
suitcase	0.562	0.212	0.318	kufor
suite	0.790	0.420	0.400	apartmán
suitor	0.708	0.639	0.546	nápadník
sulfate	0.427	0.352	0.429	sulfát
sulfur	0.173	0.530	0.364	síra
sulk	0.250	0.580	0.406	trucovať
sullen	0.250	0.407	0.263	namosúrený
sully	0.378	0.550	0.370	špinavý
sulphur	0.260	0.450	0.233	síra
sultan	0.529	0.423	0.821	sultána
sultry	0.735	0.696	0.627	dusný
sum	0.792	0.340	0.420	súčet
summarily	0.469	0.431	0.543	súhrnne
summarize	0.590	0.323	0.471	zhrnúť
summary	0.729	0.260	0.427	zhrnutie
summation	0.766	0.337	0.594	zhrnutie
summer	0.812	0.373	0.550	Leto
summerhouse	0.796	0.308	0.443	letný dom
summertime	0.837	0.500	0.455	letný čas
summit	0.625	0.618	0.764	summit
summon	0.521	0.560	0.664	predvolať
summons	0.552	0.604	0.598	predvolanie
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	žumpa
sumptuous	0.698	0.550	0.555	prepychový
sun	0.877	0.400	0.681	slnko
sunbeam	0.729	0.440	0.505	slnečný lúč
sunburn	0.061	0.755	0.447	úpal
sundae	0.743	0.414	0.404	pohár
sunday	0.776	0.196	0.394	nedeľu
sundial	0.643	0.225	0.406	slnečné hodiny
sundown	0.812	0.276	0.445	západ slnka
sundry	0.543	0.369	0.407	rôzne
sunflower	0.878	0.231	0.270	slnečnica
sunglass	0.684	0.264	0.324	slnečné okuliare
sunglasses	0.844	0.443	0.364	slnečné okuliare
sunk	0.146	0.531	0.185	potopený
sunken	0.103	0.476	0.173	potopený
sunless	0.245	0.280	0.273	bez slnka
sunlight	0.906	0.407	0.639	slnečné svetlo
sunny	0.740	0.348	0.481	slnečný
sunrise	0.823	0.347	0.640	svitanie
sunroof	0.681	0.325	0.425	strešné okno
sunscreen	0.656	0.387	0.462	opaľovací krém
sunset	0.875	0.231	0.298	západ slnka
sunshine	0.885	0.297	0.769	slnečný svit
suntan	0.620	0.510	0.366	opálenie
sunup	0.760	0.304	0.620	východ slnka
sup	0.551	0.358	0.385	súp
super	0.844	0.663	0.780	Super
superannuation	0.448	0.412	0.562	starobného dôchodku
superb	0.980	0.708	0.852	skvelé
superficial	0.357	0.407	0.309	povrchný
superfluous	0.316	0.469	0.393	nadbytočný
superhero	0.910	0.820	0.893	superhrdina
superhuman	0.810	0.745	0.895	nadľudský
superimposed	0.490	0.529	0.683	superponované
superintendent	0.592	0.570	0.942	superintendent
superior	0.801	0.697	0.940	nadriadený
superiority	0.582	0.602	0.959	nadradenosť
superlative	0.714	0.566	0.737	superlatív
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	supermarket
supermodel	0.880	0.663	0.698	supermodelka
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	nadprirodzený
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superpozícia
superpower	0.806	0.784	0.972	superschopnosť
supersede	0.479	0.510	0.518	nahradiť
superstar	0.885	0.860	0.880	superhviezda
superstition	0.177	0.640	0.418	poverčivosť
superstitious	0.281	0.545	0.514	poverčivý
superstore	0.719	0.600	0.640	supermarket
supervise	0.698	0.555	0.889	dohliadať
supervision	0.459	0.578	0.825	dozor
supervisor	0.615	0.479	0.933	supervízor
supper	0.708	0.429	0.552	večera
suppertime	0.792	0.388	0.461	večera
supplant	0.344	0.558	0.463	nahradiť
supple	0.812	0.528	0.436	poddajný
supplement	0.745	0.406	0.491	doplnok
supplemental	0.604	0.404	0.555	doplnkové
supplementary	0.625	0.352	0.541	doplnkové
supplication	0.469	0.570	0.309	prosba
supplier	0.615	0.462	0.736	dodávateľa
supplies	0.698	0.390	0.595	zásoby
supply	0.708	0.519	0.603	zásobovanie
support	0.811	0.472	0.737	podpora
supported	0.853	0.408	0.613	podporované
supporter	0.721	0.510	0.698	podporovateľ
supporters	0.763	0.539	0.558	podporovateľov
supporting	0.634	0.490	0.764	podporujúce
supportive	0.875	0.420	0.635	podporný
suppose	0.551	0.343	0.348	predpokladať
supposed	0.296	0.378	0.379	predpokladaný
supposing	0.449	0.451	0.357	za predpokladu
supposition	0.531	0.408	0.526	predpoklad
suppress	0.281	0.559	0.509	potlačiť
suppression	0.267	0.541	0.537	potlačenie
supremacy	0.794	0.706	0.943	nadradenosť
supreme	0.812	0.700	0.974	najvyšší
supremely	0.833	0.725	0.897	zvrchovane
surcharge	0.375	0.528	0.500	príplatok
sure	0.724	0.270	0.793	samozrejme
surety	0.776	0.365	0.750	ručenie
surf	0.847	0.650	0.500	surfovať
surface	0.448	0.375	0.604	povrch
surfboard	0.729	0.730	0.387	surf
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	prepätia
surgeon	0.500	0.598	0.793	chirurg
surgery	0.286	0.769	0.600	chirurgický zákrok
surgical	0.327	0.696	0.723	chirurgické
surly	0.221	0.469	0.493	nevrlý
surmise	0.529	0.400	0.347	predpokladať
surname	0.670	0.250	0.493	priezvisko
surpassing	0.719	0.660	0.720	prevyšujúci
surplus	0.602	0.680	0.630	prebytok
surprise	0.875	0.875	0.562	prekvapenie
surprised	0.784	0.855	0.539	prekvapený
surprises	0.875	0.769	0.632	prekvapení
surprising	0.888	0.790	0.692	prekvapujúce
surprisingly	0.847	0.793	0.819	prekvapivo
surreal	0.550	0.529	0.670	neskutočný
surrender	0.115	0.396	0.186	vzdať sa
surrendering	0.198	0.411	0.245	vzdávajúc sa
surrogate	0.406	0.590	0.472	surogát
surround	0.542	0.623	0.627	obklopiť
surrounding	0.531	0.422	0.669	okolité
surroundings	0.600	0.346	0.492	okolí
surveillance	0.365	0.720	0.718	dozor
survey	0.580	0.357	0.379	prieskum
surveying	0.488	0.455	0.682	geodézie
surveyor	0.545	0.337	0.648	geodet
survival	0.541	0.798	0.879	prežitie
survive	0.770	0.824	0.726	prežiť
surviving	0.646	0.836	0.721	prežívajúci
survivor	0.677	0.750	0.815	preživší
susceptibility	0.458	0.627	0.364	náchylnosť
susceptible	0.438	0.449	0.304	náchylné
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	podozrivý
suspected	0.173	0.755	0.452	podozrivý
suspend	0.240	0.320	0.368	pozastaviť
suspended	0.224	0.402	0.368	pozastavené
suspenders	0.391	0.333	0.500	podväzky
suspense	0.286	0.775	0.402	napätie
suspension	0.288	0.530	0.426	pozastavenie
suspicion	0.204	0.711	0.377	podozrenie
suspicions	0.208	0.745	0.500	podozrenia
suspicious	0.153	0.745	0.431	podozrivý
sustain	0.635	0.358	0.593	udržať
sustained	0.649	0.340	0.580	trvalo
sustenance	0.820	0.519	0.679	obživu
suture	0.240	0.510	0.510	sutúra
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	tampónom
swag	0.656	0.676	0.654	mať štýl
swagger	0.333	0.731	0.538	vychvaľovať sa
swallow	0.466	0.608	0.436	prehltnúť
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	močiar
swamped	0.156	0.480	0.270	zaplavené
swampy	0.306	0.390	0.412	močaristá
swan	0.781	0.225	0.357	labuť
swank	0.490	0.500	0.442	švihnúť
swap	0.552	0.500	0.509	vymeniť
swarm	0.302	0.735	0.458	rojiť
swarming	0.375	0.600	0.435	rojenie
swastika	0.316	0.472	0.491	svastika
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	hojdať sa
swear	0.601	0.577	0.658	nadávať
swearing	0.333	0.559	0.586	nadávky
sweat	0.388	0.579	0.297	potiť sa
sweater	0.704	0.245	0.295	sveter
sweating	0.292	0.667	0.265	potenie
sweatshirt	0.510	0.368	0.353	mikina
sweatshop	0.385	0.797	0.602	manufaktúra
sweaty	0.281	0.540	0.304	spotený
sweep	0.448	0.385	0.383	pozametať
sweeper	0.470	0.549	0.414	zametač
sweeping	0.344	0.431	0.355	zametanie
sweet	0.668	0.418	0.382	sladké
sweeten	0.908	0.455	0.423	osladiť
sweetened	0.940	0.461	0.398	sladené
sweetener	0.670	0.333	0.330	sladidlo
sweetest	0.959	0.500	0.370	najsladší
sweetheart	0.959	0.423	0.509	srdiečko
sweetie	0.990	0.549	0.560	zlatko
sweetness	0.906	0.474	0.528	sladkosť
sweets	0.910	0.422	0.321	sladkosti
swell	0.360	0.679	0.348	napučiavať
swelling	0.323	0.608	0.250	opuch
sweltering	0.204	0.644	0.362	dusno
swerve	0.276	0.612	0.357	vybočiť
swift	0.760	0.776	0.698	rýchly
swiftly	0.660	0.885	0.618	rýchlo
swig	0.604	0.481	0.406	dúšok
swill	0.427	0.528	0.322	popraskať
swim	0.688	0.461	0.529	plávať
swimmer	0.657	0.698	0.610	plavec
swimming	0.760	0.559	0.524	plávanie
swimsuit	0.740	0.373	0.269	plavky
swindle	0.122	0.740	0.439	podvádzať
swindler	0.125	0.721	0.575	podvodník
swine	0.340	0.519	0.277	sviňa
swing	0.602	0.510	0.481	hojdačka
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	hojdanie
swipe	0.573	0.450	0.266	potiahnite prstom
swirl	0.490	0.726	0.639	víriť
swish	0.562	0.510	0.474	svišťať
switch	0.500	0.538	0.509	prepínač
switchblade	0.357	0.596	0.528	vypínacia čepeľ
switchboard	0.571	0.519	0.558	rozvádzač
swivel	0.562	0.480	0.500	otočný
swollen	0.236	0.510	0.277	opuchnutý
swoon	0.292	0.510	0.160	omdlieť
swoop	0.479	0.618	0.446	vyletieť
sword	0.438	0.653	0.713	meč
swordfish	0.564	0.520	0.442	mečúň
swordplay	0.616	0.750	0.528	šermiarov
swordsman	0.395	0.857	0.696	šermiar
sycamore	0.500	0.401	0.527	platan
syllable	0.448	0.250	0.417	slabika
syllabus	0.736	0.370	0.643	osnova
symbiotic	0.832	0.425	0.406	symbiotický
symbol	0.643	0.388	0.527	symbol
symbolic	0.670	0.385	0.574	symbolický
symbolically	0.582	0.385	0.648	symbolicky
symbolism	0.688	0.347	0.640	symbolika
symbolize	0.633	0.327	0.673	symbolizovať
symmetric	0.745	0.212	0.588	symetrický
symmetrical	0.542	0.263	0.569	symetrické
symmetry	0.604	0.274	0.500	symetria
sympathetic	0.796	0.434	0.609	súcitný
sympathize	0.770	0.627	0.644	sympatizovať
sympathy	0.827	0.497	0.634	sympatie
symphonic	0.775	0.545	0.566	symfonický
symphony	0.765	0.490	0.600	symfónia
symposium	0.573	0.394	0.644	sympóziu
symptom	0.380	0.529	0.434	symptóm
symptomatic	0.367	0.434	0.491	symptomatická
synagogue	0.531	0.300	0.544	synagóga
synapse	0.660	0.471	0.491	synapsia
synaptic	0.573	0.553	0.622	synaptické
sync	0.802	0.440	0.670	synchronizácia
synchronize	0.781	0.361	0.654	synchronizovať
synchronous	0.600	0.538	0.545	synchrónne
syncope	0.245	0.538	0.398	synkopa
syndicate	0.439	0.491	0.673	syndikát
syndrome	0.229	0.510	0.246	syndróm
synergistic	0.571	0.550	0.547	synergický
synergy	0.667	0.510	0.720	spolupráca
synod	0.469	0.377	0.574	synoda
synonym	0.615	0.210	0.433	synonymum
synonymous	0.480	0.323	0.400	synonymný
synopsis	0.541	0.390	0.482	synopsa
synoptic	0.561	0.510	0.596	synoptický
syntax	0.531	0.346	0.559	syntax
synthesis	0.604	0.315	0.377	syntéza
synthesizer	0.500	0.410	0.592	syntetizátor
synthetic	0.396	0.350	0.519	syntetický
syphilis	0.071	0.606	0.245	syfilis
syringe	0.250	0.680	0.330	striekačka
syrup	0.620	0.223	0.318	sirup
system	0.615	0.346	0.764	systém
systematic	0.617	0.444	0.594	systematický
systematically	0.690	0.390	0.651	systematicky
t-shirt	0.815	0.286	0.284	tričko
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	svätostánok
table	0.551	0.170	0.284	tabuľky
tableau	0.531	0.302	0.321	tablo
tablecloth	0.480	0.165	0.215	obrus
tablespoon	0.490	0.353	0.245	polievková lyžica
tablet	0.562	0.330	0.438	tabletu
tableware	0.677	0.250	0.276	riad
tabloid	0.438	0.365	0.444	bulvárny denník
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabuľkový
tabulate	0.480	0.403	0.598	tabuľovať
tabulation	0.396	0.346	0.526	tabelácia
tachometer	0.398	0.394	0.518	tachometer
tacit	0.459	0.340	0.473	tichý
tack	0.365	0.431	0.431	pripináčika
tackle	0.365	0.686	0.569	riešiť
tackled	0.438	0.612	0.569	riešiť
tackling	0.480	0.694	0.613	riešenie
tacky	0.245	0.490	0.373	nevkusný
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	takt
tactful	0.704	0.292	0.537	taktný
tactic	0.531	0.434	0.798	taktika
tactical	0.594	0.481	0.684	taktický
tactics	0.583	0.676	0.774	taktiky
tactile	0.573	0.410	0.491	hmatový
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	pulec
taffeta	0.604	0.279	0.405	taft
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	chvost
tailed	0.438	0.358	0.351	chvostový
tailgate	0.323	0.340	0.398	dvere batožinového priestoru
tailings	0.439	0.311	0.446	hlušina
taillight	0.479	0.367	0.283	zadné svetlo
tailor	0.573	0.206	0.450	krajčírka
tailoring	0.673	0.540	0.566	krajčírstvo
tailpipe	0.460	0.429	0.409	koncovka výfuku
taint	0.141	0.425	0.226	poškvrniť
take	0.828	0.537	0.348	vziať
takeoff	0.755	0.884	0.626	vzlietnuť
takeout	0.736	0.392	0.368	odber
takeover	0.663	0.531	0.861	prevzatie
taker	0.375	0.521	0.618	príjemca
talcum	0.500	0.196	0.291	mastenec
tale	0.663	0.300	0.336	rozprávka
talent	0.959	0.607	0.811	talent
talented	0.939	0.635	0.938	talentovaný
talisman	0.704	0.542	0.642	talizman
talk	0.833	0.346	0.594	hovoriť
talkative	0.562	0.673	0.535	zhovorčivý
talker	0.500	0.604	0.552	hovorca
tall	0.725	0.591	0.538	vysoký
tallies	0.551	0.290	0.402	súčet
tallow	0.344	0.283	0.290	loj
tally	0.542	0.420	0.518	spočítať
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	pazúry
tambourine	0.622	0.548	0.348	tamburína
tame	0.560	0.604	0.642	krotiť
tamer	0.385	0.783	0.815	krotiteľ
taming	0.569	0.514	0.575	krotenie
tamper	0.184	0.802	0.545	tamper
tampon	0.396	0.394	0.345	tampón
tan	0.643	0.460	0.444	opálenie
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	dotyčnica
tangerine	0.571	0.271	0.395	mandarínka
tangible	0.646	0.350	0.679	hmatateľné
tangle	0.354	0.545	0.254	zamotať
tangled	0.260	0.539	0.316	zamotaný
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	nádrž
tank top	0.610	0.371	0.371	tielko
tanker	0.520	0.647	0.713	tanker
tanned	0.615	0.550	0.491	opálený
tantalizing	0.525	0.788	0.625	dráždivý
tantamount	0.633	0.288	0.670	rovnaké
tantrum	0.219	0.817	0.404	záchvat hnevu
taoism	0.490	0.250	0.456	taoizmus
tap	0.461	0.370	0.349	poklepať
tape	0.531	0.277	0.254	páska
tape measure	0.406	0.250	0.360	zvinovací meter
taper	0.541	0.410	0.415	zúženie
tapering	0.344	0.380	0.237	zúženie
tapestry	0.520	0.176	0.362	gobelín
tapeworm	0.357	0.334	0.331	pásomnica
tapioca	0.594	0.297	0.324	tapioka
taps	0.448	0.378	0.409	kohútiky
tar	0.438	0.440	0.570	decht
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	meškanie
tardy	0.204	0.592	0.293	oneskorený
target	0.633	0.573	0.798	cieľ
targeted	0.573	0.537	0.573	cielene
targeting	0.510	0.420	0.580	cielenie
tariff	0.459	0.402	0.491	tarifa
tarmac	0.357	0.302	0.398	asfaltka
tarnish	0.204	0.441	0.342	poškvrniť
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	plachta
tarry	0.392	0.413	0.388	dechtovať
tart	0.719	0.380	0.219	koláč
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	zubný kameň
task	0.550	0.353	0.500	úloha
tassel	0.552	0.330	0.307	strapec
taste	0.802	0.406	0.465	chuť
tasteful	0.918	0.458	0.625	vkusný
tasteless	0.146	0.196	0.148	bez chuti
tasting	0.781	0.603	0.600	ochutnávka
tasty	0.959	0.786	0.555	chutné
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	táranie
tattoo	0.490	0.602	0.525	tetovanie
taught	0.814	0.481	0.642	učil
taunt	0.083	0.696	0.355	posmievať sa
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	napnutá
tavern	0.516	0.577	0.475	krčma
tawdry	0.375	0.510	0.398	lacný
tawny	0.551	0.398	0.400	žltohnedý
tax	0.260	0.481	0.534	daň
taxed	0.255	0.456	0.500	zdanené
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	taxík
taxonomy	0.370	0.410	0.630	taxonómie
taxpayer	0.592	0.528	0.647	daňovníka
tea	0.698	0.163	0.370	čaj
teach	0.840	0.510	0.852	učiť
teacher	0.760	0.404	0.885	učiteľ
teaching	0.822	0.444	0.736	vyučovanie
teacup	0.633	0.135	0.277	šálka čaju
teahouse	0.802	0.314	0.288	čajovňa
teal	0.540	0.293	0.321	modrozelený
team	0.708	0.461	0.688	tím
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	spoluhráč
teamwork	0.918	0.490	0.773	tímová práca
teapot	0.479	0.110	0.309	čajník
tear	0.404	0.620	0.327	roztrhnúť
tearful	0.208	0.500	0.184	plačlivý
tearsofjoy	0.926	0.740	0.455	slzy radosti
teary	0.167	0.473	0.216	slzavý
tease	0.317	0.790	0.432	dráždiť
teaser	0.510	0.558	0.534	upútavka
teasing	0.235	0.725	0.352	doberať si
teaspoon	0.521	0.330	0.221	lyžička
teat	0.612	0.469	0.328	cumlík
teatime	0.847	0.159	0.339	čas na čaj
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	technické
technicality	0.632	0.471	0.661	technickosť
technician	0.592	0.510	0.713	technik
technique	0.760	0.414	0.593	technika
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	technologický
technology	0.776	0.490	0.825	technológie
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	plyšový macko
tedious	0.104	0.406	0.241	únavné
tedium	0.224	0.331	0.298	nuda
tee	0.459	0.373	0.377	tričko
teeming	0.582	0.550	0.727	hemžiť sa
teen	0.729	0.531	0.568	dospievajúci
teenager	0.781	0.593	0.527	teenager
teens	0.653	0.660	0.440	tínedžerov
teensy	0.520	0.427	0.347	tínedžerský
teeny	0.427	0.418	0.216	malinký
teeth	0.520	0.388	0.427	zuby
teething	0.396	0.471	0.474	prerezávanie zúbkov
teflon	0.354	0.245	0.434	teflón
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegraf
telekinesis	0.582	0.646	0.667	telekinéza
telemetry	0.460	0.382	0.611	telemetria
telepathic	0.602	0.490	0.642	telepatický
telepathy	0.594	0.510	0.588	telepatie
telephone	0.694	0.520	0.425	telefón
telescope	0.531	0.340	0.500	ďalekohľad
telescopic	0.490	0.290	0.660	teleskopický
telethon	0.643	0.641	0.473	teletón
teletype	0.532	0.392	0.455	ďalekopis
televised	0.625	0.519	0.518	televízii
television	0.633	0.391	0.547	televízia
tell	0.551	0.350	0.457	povedať
teller	0.500	0.395	0.443	pokladník
telling	0.719	0.441	0.527	rozprávanie
telltale	0.240	0.663	0.426	rozprávačský
temp	0.490	0.440	0.314	tepl
temper	0.633	0.623	0.818	temperament
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentný
temperance	0.500	0.294	0.639	miernosť
temperate	0.469	0.394	0.593	mierny
temperature	0.521	0.559	0.473	teplota
tempered	0.583	0.437	0.667	temperované
tempest	0.245	0.843	0.653	búrka
template	0.479	0.311	0.411	šablóna
temple	0.612	0.269	0.660	chrám
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	časový
temporarily	0.500	0.365	0.373	dočasne
temporary	0.458	0.415	0.324	dočasné
tempt	0.210	0.677	0.500	pokúšať
temptation	0.365	0.817	0.560	pokušenie
tempting	0.615	0.740	0.519	lákavé
temptress	0.427	0.787	0.667	pokušiteľka
ten	0.562	0.260	0.406	desať
tenable	0.741	0.412	0.636	udržateľný
tenacious	0.724	0.658	0.692	húževnatý
tenacity	0.740	0.657	0.889	húževnatosť
tenancy	0.500	0.458	0.605	nájmu
tenant	0.385	0.360	0.398	nájomca
tend	0.604	0.398	0.412	tendenciu
tendency	0.684	0.500	0.675	tendencia
tender	0.630	0.520	0.509	ponuky
tenderfoot	0.469	0.421	0.438	nežná noha
tenderness	0.949	0.276	0.367	neha
tending	0.622	0.556	0.594	starostlivosť
tendon	0.341	0.271	0.463	šľacha
tenement	0.470	0.384	0.550	činžiak
tenet	0.667	0.333	0.636	princíp
tenets	0.734	0.357	0.667	princípy
tenfold	0.469	0.418	0.500	desaťnásobne
tennis	0.622	0.519	0.431	tenis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	napätý
tensile	0.458	0.510	0.618	ťahový
tension	0.304	0.810	0.529	napätie
tent	0.510	0.275	0.333	stan
tentacle	0.370	0.559	0.398	tykadlo
tentative	0.582	0.657	0.534	predbežne
tenth	0.510	0.349	0.382	desiaty
tenths	0.406	0.294	0.284	desatiny
tenuous	0.398	0.263	0.276	slabý
tenure	0.615	0.472	0.611	funkčné obdobie
tepee	0.500	0.337	0.373	týpí
tepid	0.337	0.327	0.237	vlažný
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	termín
terminal	0.316	0.434	0.483	terminál
terminate	0.171	0.410	0.441	ukončiť
termination	0.344	0.472	0.545	ukončenie
terminator	0.370	0.663	0.737	terminátor
terminology	0.612	0.284	0.566	terminológie
terminus	0.281	0.382	0.615	konečná stanica
termite	0.265	0.480	0.408	termit
terms	0.490	0.362	0.645	podmienky
tern	0.573	0.365	0.309	rybák
ternary	0.550	0.406	0.480	trojčlenný
terrace	0.615	0.269	0.411	terasa
terrain	0.540	0.300	0.472	terén
terrestrial	0.542	0.413	0.582	pozemský
terrible	0.061	0.849	0.604	hrozné
terribly	0.061	0.731	0.430	strašne
terrier	0.562	0.540	0.431	teriér
terrific	0.859	0.650	0.821	úžasné
terrified	0.090	0.902	0.387	vydesený
terrifies	0.083	0.923	0.500	desí
terrify	0.052	0.889	0.509	vydesiť
terrifying	0.031	0.836	0.602	desivý
territorial	0.405	0.600	0.766	územné
territory	0.625	0.469	0.676	území
terror	0.069	0.902	0.415	teror
terrorism	0.060	0.971	0.673	terorizmu
terrorist	0.019	0.930	0.679	terorista
terrorists	0.062	0.967	0.688	teroristov
terrorize	0.041	0.907	0.577	terorizovať
terse	0.542	0.393	0.409	stručný
tertiary	0.500	0.350	0.431	terciárne
test	0.449	0.500	0.509	test
testament	0.594	0.420	0.806	testament
testicle	0.458	0.651	0.410	semenník
