English Word	Valence	Arousal	Dominance	Kurdish-Kurmanji Word
spotted	0.354	0.472	0.295	dîtin
spotter	0.542	0.491	0.644	spotter
spotty	0.281	0.606	0.241	lekyî
spousal	0.656	0.582	0.632	hevjîn
spouse	0.750	0.600	0.645	jin
spout	0.438	0.357	0.309	spout
sprain	0.063	0.580	0.384	velistî
sprawl	0.600	0.596	0.672	belav kirin
spray	0.438	0.410	0.333	pejiqandin
spread	0.570	0.583	0.651	belavbûn
spreader	0.510	0.480	0.500	belavker
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	bihar
springtime	0.837	0.439	0.722	biharê
sprinkle	0.635	0.404	0.380	pijiqandin
sprinkler	0.510	0.434	0.473	sprinkler
sprinkling	0.677	0.510	0.466	sprinkling
sprint	0.549	0.649	0.528	sprint
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	şîn kirin
spruce	0.604	0.288	0.380	spruce
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	spunk
spunky	0.646	0.879	0.755	spunky
spur	0.378	0.545	0.340	spur
spurious	0.178	0.480	0.343	sexte
spurred	0.562	0.684	0.472	teşwîq kirin
spurt	0.448	0.550	0.475	spurt
spy	0.260	0.686	0.530	xefî
squabble	0.173	0.850	0.500	squabble
squad	0.552	0.711	0.806	squad
squadron	0.469	0.686	0.787	hêz
squall	0.191	0.833	0.655	squall
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	xerakirin
square	0.509	0.340	0.291	meydan
squash	0.531	0.667	0.410	squash
squat	0.330	0.550	0.453	squat
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squawk
squeak	0.271	0.679	0.300	qirçîn
squeaky	0.229	0.771	0.367	qîrîn
squeal	0.250	0.731	0.375	qîrîn
squealer	0.541	0.519	0.330	squealer
squeamish	0.176	0.656	0.453	squeamish
squeeze	0.458	0.676	0.532	pêlêkirin
squeezing	0.260	0.598	0.557	şilandin
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	masî mirekeb
squint	0.385	0.461	0.452	squint
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	squirm
squirrel	0.592	0.358	0.333	sihorîk
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	şikilî
stab	0.167	0.882	0.595	têrekirin
stabbed	0.031	0.875	0.431	xencer kirin
stability	0.812	0.264	0.849	nehejî
stabilize	0.839	0.427	0.722	zexmkirin
stabilizer	0.688	0.353	0.767	stabilizer
stable	0.725	0.204	0.735	stewr
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	lod
stadium	0.635	0.679	0.611	stadyom
staff	0.745	0.274	0.627	darik
stag	0.594	0.250	0.389	stag
stage	0.592	0.306	0.473	şanocî
stagecoach	0.516	0.519	0.627	stagecoach
stagehand	0.420	0.684	0.555	stagehand
stagger	0.531	0.620	0.458	lerzîn
staggering	0.520	0.657	0.683	hejandin
stagnant	0.300	0.500	0.208	sekinî
stagnation	0.276	0.324	0.396	stagnation
staid	0.385	0.290	0.634	sekinî
stain	0.453	0.324	0.264	leke
stained	0.245	0.460	0.209	reng kirin
stainless	0.594	0.329	0.618	stainless
stair	0.375	0.354	0.345	stair
staircase	0.469	0.347	0.440	staircase
stairs	0.510	0.439	0.342	pêlik
stairway	0.562	0.510	0.407	stairway
stairwell	0.510	0.292	0.333	stairwell
stake	0.406	0.608	0.460	stake
stakeout	0.344	0.546	0.600	stakeout
stale	0.235	0.461	0.286	westiyaye
stalemate	0.296	0.354	0.267	sekinî
stalk	0.436	0.272	0.395	stalk
stalker	0.177	0.930	0.639	stalker
stall	0.370	0.245	0.292	axûr
stallion	0.628	0.596	0.779	stallion
stalls	0.582	0.378	0.451	stalls
stalwart	0.812	0.430	0.691	stalwart
stamina	0.664	0.694	0.877	berxwedanî
stamp	0.438	0.327	0.441	mor
stampede	0.235	0.875	0.683	stampede
stance	0.604	0.333	0.609	helwest
stand	0.600	0.324	0.509	serpêsekinîn
standard	0.673	0.143	0.605	wek herdem
standardize	0.684	0.353	0.729	yekkirin
standardized	0.610	0.324	0.607	standard kirin
standby	0.260	0.224	0.386	amade be
standing	0.604	0.317	0.425	standing
standoff	0.333	0.840	0.558	standoff
standpoint	0.585	0.388	0.652	helwesta
standstill	0.441	0.203	0.500	rawestandin
standup	0.633	0.583	0.550	rabe
stanza	0.612	0.343	0.297	stanza
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	staple
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	stêrk
star fruit	0.701	0.433	0.427	fêkiya stêrk
starboard	0.531	0.388	0.558	pêşîya gemîyê
starch	0.507	0.354	0.312	qawet
stardom	0.844	0.786	0.689	stardom
stardust	0.843	0.410	0.549	stardust
stare	0.541	0.430	0.538	ziqnerrîn
starfish	0.680	0.320	0.421	avstêrk
stargazing	0.802	0.461	0.709	stêrk dîtin
staring	0.542	0.306	0.423	nêrî
stark	0.330	0.630	0.577	stark
starlet	0.806	0.471	0.587	starlet
starlight	0.908	0.368	0.611	starlight
starling	0.500	0.490	0.514	starling
starry	0.438	0.643	0.434	starry
stars	0.796	0.521	0.484	stars
starship	0.740	0.719	0.704	starship
start	0.684	0.430	0.589	destpêkirin
starter	0.667	0.461	0.827	starter
startle	0.276	0.817	0.417	tirsîn
startled	0.333	0.865	0.526	hejandin
startling	0.750	0.768	0.830	matmayî
starvation	0.240	0.592	0.284	ji naza mirin
starve	0.073	0.729	0.402	birçîman
starved	0.097	0.689	0.219	birçî man
starving	0.163	0.670	0.336	birçîbûn
stash	0.344	0.630	0.361	stash
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	rewş
stately	0.830	0.728	0.915	dewletdar
statement	0.688	0.608	0.825	îfade
stateroom	0.653	0.380	0.441	odeya dewletê
stateside	0.643	0.480	0.708	dewletê
statesman	0.510	0.490	0.736	dewletparêz
static	0.297	0.250	0.366	statîk
staticky	0.357	0.278	0.358	staticky
statics	0.542	0.290	0.527	statîk
station	0.688	0.367	0.519	meydan
stationary	0.408	0.240	0.484	çikandî
stationery	0.570	0.120	0.455	pirtûkxane
statistic	0.508	0.420	0.609	statîstîk
statistical	0.714	0.353	0.627	statîstîkî
statistician	0.571	0.360	0.703	statîstîkvan
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	statuyarî
statue	0.542	0.153	0.570	pût
statuette	0.677	0.433	0.518	statuette
stature	0.470	0.353	0.664	sture
status	0.658	0.377	0.588	cî
statute	0.592	0.330	0.673	statut
statutory	0.510	0.376	0.539	yasayî
staunch	0.480	0.363	0.833	staunch
stave	0.417	0.333	0.424	stave
stay	0.604	0.275	0.516	mayin
stayaway	0.369	0.284	0.526	dûr bikeve
stayed	0.497	0.270	0.395	man
stays	0.633	0.363	0.564	dimîne
stead	0.551	0.214	0.510	şûna
steadfast	0.771	0.433	0.800	steafast
steady	0.680	0.186	0.763	steady
steak	0.625	0.359	0.315	steak
steakhouse	0.802	0.379	0.547	steakhouse
steal	0.021	0.856	0.528	dizîn
stealing	0.086	0.913	0.455	dizî
stealth	0.520	0.270	0.452	dizî
stealthily	0.763	0.294	0.458	bi dizî
stealthy	0.380	0.363	0.534	dizî
steam	0.469	0.413	0.421	bixar
steamboat	0.708	0.500	0.633	vaporê
steamer	0.510	0.442	0.528	vapor
steaming	0.592	0.553	0.402	steaming
steamroller	0.396	0.567	0.667	steamroller
steamship	0.469	0.490	0.569	vaporê
steamy	0.479	0.538	0.445	bixarî
steel	0.521	0.420	0.714	pola
steep	0.312	0.612	0.321	tûj
steeple	0.625	0.519	0.500	steeple
steer	0.469	0.490	0.527	hefsarkirin
steering	0.580	0.431	0.660	hefsar
stellar	0.796	0.580	0.769	stêrkî
stem	0.615	0.191	0.336	qam
stench	0.104	0.570	0.298	bîhnxweş
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	stenograf
step	0.531	0.321	0.347	gav
stepdaughter	0.510	0.510	0.432	keça keç
stepfather	0.396	0.491	0.611	bamarî
stepmother	0.427	0.530	0.484	dêmarî
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	gavên
stepson	0.614	0.406	0.480	lawo
stereo	0.617	0.519	0.500	dûdeng
stereoscopic	0.363	0.417	0.574	stereoskopî
stereotype	0.151	0.422	0.612	stereotip
stereotyped	0.375	0.510	0.436	stereotip kirin
sterile	0.302	0.471	0.291	paqij
sterility	0.201	0.519	0.414	sterility
sterilize	0.406	0.510	0.520	paqijkirin
sterling	0.529	0.481	0.615	sterlîn
stern	0.552	0.394	0.415	pêşî
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoskop
stew	0.667	0.373	0.250	stew
steward	0.633	0.238	0.550	karkerê balafirê
stewardess	0.625	0.491	0.491	karkera balafirê
stewardship	0.551	0.440	0.617	stewardship
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	dar
sticker	0.583	0.306	0.346	lezaqok
sticking	0.486	0.425	0.356	zeliqandin
stickler	0.385	0.471	0.417	stickler
stickup	0.453	0.537	0.434	stickup
sticky	0.385	0.569	0.292	lezeqî
stiff	0.158	0.459	0.569	hişk
stiffen	0.360	0.582	0.719	stiffen
stiffness	0.323	0.500	0.657	hişkbûn
stifle	0.240	0.764	0.427	xeniqandin
stifled	0.229	0.731	0.193	xeniqîn
stifling	0.163	0.858	0.608	stifling
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	stile
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	mirîbûn
stillborn	0.271	0.519	0.337	mirî
stillness	0.729	0.125	0.339	bêdengî
stillwaiting	0.344	0.393	0.420	hê jî li benda
stilts	0.439	0.577	0.300	stilts
stimulant	0.441	0.794	0.745	stimulant
stimulate	0.792	0.798	0.754	mizdan
stimulating	0.740	0.804	0.809	teşwîqkirin
stimulation	0.708	0.821	0.702	bicankirinî
stimulus	0.771	0.779	0.750	stimulus
sting	0.163	0.651	0.373	pêvedan
stinger	0.279	0.625	0.508	stinger
stinging	0.260	0.730	0.459	stinging
stingy	0.094	0.548	0.283	stûr
stink	0.042	0.481	0.180	bînbed
stinker	0.163	0.567	0.275	stinker
stinking	0.041	0.657	0.264	bîhnxweş
stinky	0.092	0.558	0.176	stinky
stint	0.490	0.326	0.342	stint
stipend	0.604	0.546	0.614	mûçe
stipulate	0.570	0.546	0.623	destnîşan kirin
stipulation	0.469	0.622	0.654	şert
stir	0.448	0.773	0.453	lihevxistin
stirring	0.582	0.702	0.558	hejandin
stitch	0.306	0.538	0.357	dirûtin
stitching	0.510	0.382	0.345	dirûtin
stock	0.594	0.418	0.407	embar
stockade	0.375	0.402	0.500	stockade
stockbroker	0.417	0.676	0.802	stockbroker
stockholder	0.573	0.625	0.716	stockholder
stocking	0.594	0.324	0.688	stocking
stockings	0.458	0.365	0.382	gore
stockpile	0.542	0.315	0.425	stockpile
stockroom	0.562	0.312	0.406	stockroom
stocks	0.573	0.598	0.586	stocks
stoic	0.427	0.473	0.602	stoic
stole	0.135	0.760	0.384	dizî
stolen	0.156	0.646	0.308	dizîn
stomach	0.367	0.402	0.438	made
stomachache	0.030	0.745	0.316	made êş
stomp	0.365	0.565	0.438	stomp
stomped	0.229	0.684	0.406	stomped
stone	0.216	0.183	0.561	kevir
stoned	0.177	0.796	0.375	kevir kirin
stonewall	0.337	0.457	0.655	kevirê kevir
stoneware	0.458	0.300	0.443	stoneware
stony	0.356	0.494	0.525	kevirî
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	stool
stools	0.459	0.382	0.327	stools
stoop	0.490	0.430	0.284	stoop
stoopid	0.280	0.431	0.382	stoopid
stop	0.280	0.510	0.490	rawestan
stopover	0.531	0.327	0.575	rawestandin
stoppage	0.224	0.491	0.445	rawestandin
stopper	0.365	0.336	0.390	girtok
stopping	0.388	0.382	0.473	rawestandin
stopwatch	0.469	0.521	0.482	kronometre
storage	0.698	0.406	0.564	embarkirinî
store	0.646	0.538	0.407	dikan
storefront	0.580	0.217	0.457	firoşgeh
storehouse	0.570	0.250	0.491	depoxane
storeroom	0.560	0.217	0.588	embar
storing	0.630	0.378	0.548	depokirin
storm	0.188	0.940	0.543	bahoz
storming	0.265	0.910	0.669	storming
stormy	0.146	0.870	0.562	bahozane
story	0.653	0.406	0.704	Çîrok
storybook	0.854	0.306	0.383	pirtûka çîrokan
storyteller	0.730	0.357	0.462	çîrokbêj
storytelling	0.643	0.375	0.472	çîrokbêjî
stound	0.490	0.473	0.446	stand
stout	0.656	0.657	0.817	stout
stove	0.466	0.391	0.405	sobe
stow	0.615	0.365	0.523	stow
stowaway	0.224	0.481	0.357	stowaway
straddle	0.306	0.550	0.444	straddle
straighten	0.677	0.500	0.685	rastkirin
straightforward	0.780	0.150	0.380	yekser
straightway	0.667	0.444	0.565	yekser
strain	0.190	0.750	0.380	kedxwarî
strained	0.122	0.656	0.580	teng kirin
strait	0.438	0.433	0.412	deryateng
straitjacket	0.224	0.719	0.579	Straitjacket
straits	0.408	0.269	0.410	tengava
strand	0.396	0.406	0.538	strand
stranded	0.292	0.459	0.219	asê kirin
strange	0.314	0.663	0.395	xerîb
stranger	0.330	0.449	0.302	xerîb
strangle	0.094	0.927	0.527	xeniqandin
strangulation	0.040	0.886	0.542	xeniqandin
strap	0.380	0.417	0.382	strap
strapless	0.314	0.462	0.273	strapless
strapping	0.552	0.413	0.454	xêzkirin
strata	0.500	0.457	0.411	tebeqeyên
strategic	0.786	0.708	0.861	stratejîk
strategist	0.571	0.594	0.810	stratejîst
strategy	0.704	0.667	0.858	stratejîk
stratification	0.531	0.490	0.651	stratification
stratosphere	0.604	0.583	0.636	stratosphere
stratum	0.365	0.307	0.510	stratum
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	sap
strawberry	0.833	0.270	0.336	tû
stray	0.133	0.760	0.281	stray
streak	0.440	0.608	0.511	streak
streaked	0.458	0.426	0.393	xêz kirin
stream	0.449	0.537	0.559	herrok
streamer	0.615	0.530	0.429	streamer
streaming	0.592	0.481	0.582	streaming
streamline	0.656	0.573	0.618	streamline
street	0.594	0.324	0.398	rêgah
streetcar	0.390	0.569	0.566	trambahn
streetlight	0.673	0.268	0.390	ronahiya kolanan
strength	0.802	0.682	0.858	qawet
strengthen	0.802	0.796	0.971	hêzkirin
strengthening	0.913	0.627	0.945	xurtkirin
strenuous	0.104	0.660	0.481	zehmetker
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	dûbare
stressed	0.167	0.740	0.502	tekez kir
stresses	0.115	0.817	0.396	stres dike
stressfree	0.833	0.080	0.528	bê stres
stressful	0.153	0.873	0.389	stresdar
stressin	0.146	0.810	0.367	stressin
stressing	0.163	0.866	0.462	stres kirin
stressrelief	0.627	0.417	0.475	stress relief
stretch	0.604	0.578	0.500	dirêjkirin
stretcher	0.438	0.196	0.295	sellace
stricken	0.163	0.720	0.368	birîn
strict	0.500	0.646	0.878	zexma
stride	0.490	0.670	0.434	stride
strife	0.344	0.898	0.630	pevçûn
strike	0.271	0.811	0.571	karberdan
strikeout	0.316	0.520	0.371	strikeout
striker	0.500	0.589	0.696	striker
striking	0.357	0.827	0.657	lêxistin
strikingly	0.690	0.684	0.811	balkêş
string	0.385	0.398	0.445	ben
strings	0.457	0.292	0.355	têl
stringy	0.430	0.510	0.527	stringy
strip	0.427	0.500	0.436	strip
stripe	0.629	0.302	0.361	tîrêj
striped	0.344	0.373	0.385	xerîdar
stripped	0.255	0.615	0.278	tazî kirin
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	striptîz
strive	0.582	0.837	0.769	xwestin
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	stroke
stroll	0.745	0.415	0.444	gerandin
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	gerandin
strong	0.912	0.745	0.895	qewî
stronghold	0.708	0.636	0.954	keleha
strongly	0.630	0.817	0.885	bi xurtî
structural	0.582	0.425	0.690	strukturel
structure	0.562	0.356	0.712	awayî
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	şerr
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	stub
stubbed	0.323	0.642	0.241	stû kirin
stubble	0.333	0.442	0.264	stûr
stubborn	0.157	0.702	0.575	hişk
stubbornness	0.156	0.673	0.508	serhişkî
stubby	0.417	0.370	0.393	stubby
stucco	0.439	0.292	0.279	stucco
stuck	0.153	0.644	0.285	asê kirin
stuckup	0.281	0.480	0.363	asê kirin
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	stedded
student	0.634	0.318	0.537	zankoyî
studied	0.786	0.306	0.806	xwendiye
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	xwendina zanko
stuff	0.622	0.367	0.263	caw
stuffed animal	0.684	0.255	0.306	heywanê dagirtî
stuffing	0.417	0.324	0.304	navî
stuffy	0.323	0.615	0.406	gêjbûn
stumble	0.153	0.716	0.259	likûmîn
stump	0.449	0.510	0.340	serkor
stumped	0.344	0.604	0.392	stumped
stun	0.333	0.710	0.451	stun
stunned	0.306	0.663	0.356	matmayî man
stunner	0.418	0.780	0.492	stunner
stunning	0.888	0.673	0.858	matmayî
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	stunted
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	stupefaction
stupefy	0.200	0.740	0.412	gêjbûn
stupendous	0.823	0.690	0.798	ecêb
stupid	0.133	0.510	0.200	balûle
stupidity	0.060	0.418	0.151	balûletî
stupidpeople	0.073	0.675	0.196	mirovên bêaqil
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	stupor
sturdy	0.580	0.642	0.824	stûrdy
sturgeon	0.417	0.473	0.465	storgeon
stutter	0.250	0.469	0.258	lalîn
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	awayî
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	stylish
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	xweş
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomîk
subcommittee	0.396	0.467	0.600	binkomîte
subconscious	0.531	0.375	0.415	binhiş
subcutaneous	0.396	0.444	0.376	binî
subdivide	0.538	0.433	0.348	dabeşkirin
subdivision	0.592	0.455	0.430	dabeşkirin
subduction	0.350	0.569	0.445	subduction
subdue	0.275	0.640	0.784	bindest kirin
subdued	0.236	0.463	0.223	bindest kirin
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	mijar
subjected	0.286	0.520	0.221	kirin
subjection	0.354	0.408	0.539	bindestkirin
subjective	0.510	0.350	0.432	nezerî
subjugation	0.280	0.610	0.377	bindestkirin
sublet	0.469	0.551	0.545	sublet
sublevel	0.365	0.298	0.333	jêrasta
sublimation	0.510	0.390	0.538	sublimation
sublime	0.784	0.333	0.585	sublime
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	bota binavê
submerge	0.517	0.643	0.456	binavçûn
submerged	0.337	0.528	0.357	bin av kirin
submersible	0.406	0.459	0.540	binavbûyî
submission	0.531	0.580	0.633	binxwekirinî
submissive	0.480	0.217	0.173	gûhlê
submit	0.635	0.448	0.500	nermijîn
submitting	0.667	0.610	0.611	şandin
subordinate	0.276	0.392	0.121	bindest
subordination	0.270	0.527	0.343	bindestî
subplot	0.469	0.413	0.446	binxetê
subpoena	0.281	0.634	0.555	dawetname
subscribe	0.660	0.344	0.591	bibin abone
subscriber	0.562	0.398	0.570	abonetiyê
subscription	0.583	0.333	0.651	abonetî
subsequence	0.438	0.510	0.413	paşnav
subsequent	0.449	0.385	0.400	lipê
subsequently	0.380	0.337	0.336	paşê
subservient	0.255	0.402	0.339	bindest
subset	0.429	0.358	0.404	binkom
subside	0.375	0.308	0.209	binketin
subsidence	0.320	0.509	0.452	binketinê
subsidiary	0.541	0.295	0.500	şîrketa girêdayî
subsidize	0.604	0.615	0.589	piştgirtin
subsidy	0.573	0.462	0.517	alî
subsist	0.573	0.418	0.472	debara xwe bikin
subsistence	0.510	0.404	0.491	debara xwe
subsoil	0.429	0.240	0.382	binax
subspace	0.470	0.453	0.475	jêrzemîna
substance	0.615	0.422	0.528	navik
substandard	0.235	0.333	0.150	binstandard
substantial	0.590	0.490	0.690	girîng
substantially	0.646	0.471	0.684	bi giranî
substantiate	0.531	0.549	0.636	îsbat kirin
substantive	0.500	0.350	0.455	bingehîn
substation	0.469	0.461	0.491	substation
substitute	0.427	0.406	0.398	diberdasitin
substituted	0.271	0.545	0.394	cîgir kirin
substitution	0.406	0.480	0.353	cîgir
substructure	0.441	0.358	0.587	binesaziyê
subterranean	0.469	0.306	0.432	binê erdê
subtext	0.635	0.276	0.412	binnivîs
subtitle	0.445	0.202	0.347	binnivîs
subtle	0.708	0.167	0.228	nazik
subtlety	0.615	0.176	0.363	nazikî
subtract	0.208	0.330	0.283	jêkêmkirin
subtraction	0.163	0.382	0.349	jexistinî
subtype	0.427	0.296	0.420	bincûre
suburb	0.354	0.566	0.441	bergûnd
suburban	0.439	0.450	0.453	derbajarî
suburbia	0.438	0.490	0.421	suburbia
suburbs	0.510	0.571	0.286	derdor
subversion	0.347	0.608	0.415	binavêtin
subversive	0.198	0.765	0.500	bindest
subvert	0.357	0.557	0.536	binxet kirin
subway	0.418	0.300	0.464	tirêna binerdî
succeed	0.926	0.755	0.926	serketin
succeeding	0.867	0.755	0.849	serketî
success	0.959	0.880	0.981	serketinî
successful	0.949	0.724	0.938	serfiraz
succession	0.698	0.481	0.587	serketî
successive	0.635	0.471	0.518	li pêhev
successor	0.729	0.531	0.648	karkera li pêhat
succinct	0.510	0.413	0.566	kurtî
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	succulent
succumb	0.202	0.787	0.292	binketin
suck	0.344	0.706	0.377	mêtin
sucker	0.265	0.393	0.204	mêjik
sucking	0.227	0.528	0.377	mêjandin
suckling	0.596	0.558	0.518	şîrmijandin
sucks	0.115	0.683	0.302	dimije
suction	0.460	0.593	0.526	mête
sudden	0.449	0.660	0.435	nişka
suddenly	0.670	0.510	0.456	nişkê
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	dozkirin
suede	0.542	0.259	0.259	suede
suffer	0.082	0.910	0.259	êşkişîn
sufferer	0.156	0.690	0.278	êşkêş
suffering	0.020	0.719	0.235	êşandin
suffice	0.643	0.326	0.504	bes e
sufficiency	0.594	0.438	0.576	têrbûn
sufficient	0.833	0.330	0.588	bese
sufficiently	0.776	0.367	0.714	têra xwe
suffix	0.430	0.420	0.364	paşgir
suffocate	0.219	0.764	0.440	fetisîn
suffocating	0.133	0.774	0.429	difetisîne
suffocation	0.020	0.830	0.462	fetis
sugar	0.896	0.382	0.402	îekir
suggest	0.573	0.471	0.517	pêşniyar dikin
suggestion	0.646	0.365	0.558	pêşnîyar
suggestive	0.552	0.500	0.555	pêşniyar
suicidal	0.021	0.867	0.382	xwekujî
suicide	0.030	0.873	0.429	xwekûştinî
suicidebombing	0.031	0.957	0.627	xwekujî
suit	0.776	0.282	0.482	qat
suitable	0.792	0.298	0.722	lêtê
suitcase	0.562	0.212	0.318	bahol
suite	0.790	0.420	0.400	suite
suitor	0.708	0.639	0.546	daxwazkar
sulfate	0.427	0.352	0.429	sulfate
sulfur	0.173	0.530	0.364	sulfur
sulk	0.250	0.580	0.406	silk
sullen	0.250	0.407	0.263	lal
sully	0.378	0.550	0.370	silly
sulphur	0.260	0.450	0.233	sulfur
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	şêrîn
sum	0.792	0.340	0.420	giş
summarily	0.469	0.431	0.543	bi kurtî
summarize	0.590	0.323	0.471	bihevrekirin
summary	0.729	0.260	0.427	berhevkirinî
summation	0.766	0.337	0.594	summation
summer	0.812	0.373	0.550	havîn
summerhouse	0.796	0.308	0.443	havîngeh
summertime	0.837	0.500	0.455	havîn
summit	0.625	0.618	0.764	ser
summon	0.521	0.560	0.664	gazîkirin
summons	0.552	0.604	0.598	gazîname
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	somptuous
sun	0.877	0.400	0.681	tav
sunbeam	0.729	0.440	0.505	tîrêjê rojê
sunburn	0.061	0.755	0.447	şewata tavê
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	Yekşem
sundial	0.643	0.225	0.406	saeta rojê
sundown	0.812	0.276	0.445	rojava
sundry	0.543	0.369	0.407	sundry
sunflower	0.878	0.231	0.270	sunflower
sunglass	0.684	0.264	0.324	sunglass
sunglasses	0.844	0.443	0.364	sunglasses
sunk	0.146	0.531	0.185	binav bû
sunken	0.103	0.476	0.173	binavbûyî
sunless	0.245	0.280	0.273	bê tav
sunlight	0.906	0.407	0.639	ronahiya rojê
sunny	0.740	0.348	0.481	ro
sunrise	0.823	0.347	0.640	rohilatî
sunroof	0.681	0.325	0.425	sunroof
sunscreen	0.656	0.387	0.462	sunscreen
sunset	0.875	0.231	0.298	roava
sunshine	0.885	0.297	0.769	tîrêja tavê
suntan	0.620	0.510	0.366	suntan
sunup	0.760	0.304	0.620	sunup
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	yekemxweş
superannuation	0.448	0.412	0.562	seranseriyê
superb	0.980	0.708	0.852	superb
superficial	0.357	0.407	0.309	astarî
superfluous	0.316	0.469	0.393	zêde
superhero	0.910	0.820	0.893	superhero
superhuman	0.810	0.745	0.895	supermirov
superimposed	0.490	0.529	0.683	serserî kirin
superintendent	0.592	0.570	0.942	serpereştyar
superior	0.801	0.697	0.940	baştir
superiority	0.582	0.602	0.959	serketinî
superlative	0.714	0.566	0.737	superlative
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	dikana mezin
supermodel	0.880	0.663	0.698	supermodel
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	supernatural
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superposition
superpower	0.806	0.784	0.972	superhêza
supersede	0.479	0.510	0.518	servekirin
superstar	0.885	0.860	0.880	superstar
superstition	0.177	0.640	0.418	reşbawerî
superstitious	0.281	0.545	0.514	reşbawer
superstore	0.719	0.600	0.640	superstore
supervise	0.698	0.555	0.889	gûhliserbûn
supervision	0.459	0.578	0.825	gûhliserî
supervisor	0.615	0.479	0.933	gûhliser
supper	0.708	0.429	0.552	şîv
suppertime	0.792	0.388	0.461	dema şîvê
supplant	0.344	0.558	0.463	li şûna
supple	0.812	0.528	0.436	supple
supplement	0.745	0.406	0.491	zêdayî
supplemental	0.604	0.404	0.555	pêveker
supplementary	0.625	0.352	0.541	temamker
supplication	0.469	0.570	0.309	duakirin
supplier	0.615	0.462	0.736	şandevan
supplies	0.698	0.390	0.595	pêdiviyên
supply	0.708	0.519	0.603	erzaq
support	0.811	0.472	0.737	alîkarî
supported	0.853	0.408	0.613	piştgirî kirin
supporter	0.721	0.510	0.698	piştgir
supporters	0.763	0.539	0.558	alîgirên
supporting	0.634	0.490	0.764	piştgirî kirin
supportive	0.875	0.420	0.635	piştgirî
suppose	0.551	0.343	0.348	bawerkirin
supposed	0.296	0.378	0.379	guman kirin
supposing	0.449	0.451	0.357	guman kirin
supposition	0.531	0.408	0.526	supposition
suppress	0.281	0.559	0.509	bindestkirin
suppression	0.267	0.541	0.537	tepisandin
supremacy	0.794	0.706	0.943	serketinî
