English Word	Valence	Arousal	Dominance	Chinese-Simplified Word
southeast	0.510	0.283	0.413	东南
southern	0.552	0.269	0.370	南部
southpaw	0.542	0.389	0.404	左撇子
southwest	0.406	0.314	0.355	西南
souvenir	0.844	0.311	0.466	纪念品
sovereign	0.698	0.500	0.885	主权的
sovereignty	0.719	0.529	0.886	主权
soviet	0.347	0.580	0.536	苏联
sow	0.667	0.430	0.446	母猪
soy	0.438	0.250	0.286	大豆
soy sauce	0.573	0.382	0.318	酱油
soybean	0.521	0.250	0.293	大豆
spa	0.622	0.151	0.386	温泉
space	0.800	0.317	0.573	空间
spacecraft	0.646	0.698	0.680	宇宙飞船
spaceman	0.688	0.577	0.848	太空人
spaceship	0.643	0.781	0.664	飞船
spacing	0.621	0.425	0.507	间距
spacious	0.880	0.365	0.557	宽敞
spade	0.469	0.667	0.529	铲
spaghetti	0.729	0.353	0.288	意大利面
spam	0.188	0.354	0.304	垃圾邮件
spammers	0.354	0.500	0.418	垃圾邮件发送者
span	0.521	0.330	0.528	跨度
spandex	0.429	0.520	0.429	氨纶
spaniel	0.561	0.435	0.385	西班牙猎狗
spank	0.112	0.882	0.642	打屁股
spanking	0.194	0.736	0.392	打屁股
spar	0.417	0.438	0.536	晶石
spare	0.552	0.398	0.411	空闲的
spareribs	0.635	0.431	0.395	排骨
sparingly	0.510	0.353	0.518	有节制地
spark	0.688	0.745	0.529	火花
sparkle	0.819	0.765	0.510	火花
sparkling	0.700	0.418	0.598	闪闪发光的
sparkly	0.885	0.590	0.726	闪闪发光
sparring	0.292	0.870	0.704	陪练
sparrow	0.583	0.460	0.327	麻雀
sparse	0.240	0.367	0.209	疏
spasm	0.194	0.594	0.366	痉挛
spastic	0.240	0.541	0.491	痉挛
spat	0.427	0.413	0.309	口角
spatial	0.604	0.625	0.645	空间的
spatter	0.292	0.630	0.315	溅
spatula	0.302	0.198	0.369	抹刀
spawn	0.542	0.586	0.709	产卵
spaz	0.443	0.500	0.268	斯帕兹
speak	0.765	0.472	0.500	说话
speakeasy	0.680	0.536	0.442	地下酒吧
speaker	0.604	0.660	0.723	扬声器
speakerphone	0.531	0.569	0.560	免提电话
speaking	0.753	0.590	0.575	请讲
spear	0.510	0.601	0.500	矛
spec	0.583	0.426	0.691	规格
special	0.844	0.602	0.730	特别的
specialist	0.760	0.562	0.877	专家
speciality	0.854	0.470	0.885	专业
specialize	0.776	0.540	0.861	专攻
specially	0.847	0.398	0.714	特别
specialty	0.724	0.479	0.783	专业
specie	0.583	0.471	0.650	种
species	0.561	0.330	0.645	物种
specific	0.656	0.388	0.691	具体的
specification	0.552	0.479	0.602	规格
specify	0.656	0.405	0.600	指定
specimen	0.531	0.444	0.568	样品
speck	0.418	0.245	0.343	斑点
speckled	0.449	0.263	0.254	有斑点的
specs	0.540	0.398	0.618	眼镜
spectacle	0.812	0.745	0.762	奇观
spectacles	0.816	0.775	0.648	眼镜
spectacular	0.947	0.740	0.887	壮观
spectator	0.694	0.560	0.667	观众
specter	0.265	0.723	0.540	幽灵
spectral	0.430	0.667	0.500	光谱
spectrometer	0.500	0.452	0.490	光谱仪
spectrophotometer	0.500	0.484	0.500	分光光度计
spectroscopy	0.470	0.541	0.570	光谱学
spectrum	0.312	0.700	0.527	光谱
speculate	0.398	0.602	0.553	推测
speculation	0.325	0.683	0.394	投机
speculative	0.276	0.591	0.464	投机的
speculum	0.417	0.469	0.433	窥器
speech	0.656	0.470	0.688	演讲
speechless	0.459	0.320	0.315	无语
speed	0.719	0.849	0.658	速度
speedboat	0.635	0.858	0.612	快艇
speedily	0.688	0.740	0.665	迅速
speeding	0.438	0.908	0.645	超速
speedometer	0.427	0.549	0.579	车速表
speedway	0.667	0.519	0.416	高速公路
speedy	0.625	0.625	0.793	迅速
spell	0.385	0.380	0.368	拼写
spellbound	0.531	0.647	0.387	着迷
spelling	0.594	0.357	0.398	拼写
spencer	0.510	0.394	0.367	斯宾塞
spend	0.672	0.745	0.429	花费
spender	0.312	0.692	0.377	花费者
spending	0.333	0.556	0.330	开支
spent	0.296	0.296	0.263	花费
sperm	0.396	0.706	0.453	精子
spew	0.260	0.651	0.573	吐出
sphere	0.633	0.277	0.500	领域
spherical	0.550	0.308	0.500	球形
sphincter	0.347	0.633	0.375	括约肌
sphinx	0.604	0.324	0.490	狮身人面像
spic	0.302	0.455	0.451	穗状花序
spice	0.594	0.439	0.384	香料
spicy	0.440	0.733	0.610	辛辣的
spider	0.229	0.569	0.430	蜘蛛
spiders	0.260	0.696	0.368	蜘蛛
spiffy	0.615	0.582	0.470	漂亮
spigot	0.380	0.346	0.423	龙头
spike	0.382	0.510	0.408	长钉
spiked	0.281	0.613	0.407	尖刺
spiky	0.284	0.657	0.587	尖尖的
spill	0.408	0.633	0.456	洒
spillin	0.375	0.500	0.362	溢出
spin	0.551	0.422	0.345	旋转
spinach	0.583	0.200	0.368	菠菜
spinal	0.312	0.491	0.296	脊
spindle	0.552	0.410	0.360	主轴
spine	0.495	0.461	0.600	脊柱
spineless	0.344	0.387	0.321	没有骨气
spinner	0.458	0.593	0.471	微调器
spinning	0.594	0.610	0.481	纺纱
spinster	0.357	0.368	0.345	老处女
spiny	0.167	0.639	0.528	多刺的
spiral	0.490	0.624	0.361	螺旋
spire	0.354	0.358	0.389	尖塔
spirit	0.786	0.370	0.621	精神
spirited	0.854	0.587	0.734	精神抖擞
spirits	0.583	0.847	0.545	精神
spiritual	0.938	0.327	0.564	精神
spirituality	0.865	0.281	0.667	灵性
spit	0.149	0.545	0.436	吐
spite	0.080	0.600	0.317	尽管
spiteful	0.073	0.710	0.330	恶意的
spitfire	0.233	0.623	0.566	喷火式
spittoon	0.276	0.426	0.280	痰盂
splash	0.521	0.412	0.281	溅
splat	0.510	0.433	0.385	啪的一声
splatter	0.312	0.596	0.352	飞溅
spleen	0.448	0.255	0.396	脾
splendid	0.896	0.740	0.810	灿烂
splendor	0.927	0.612	0.850	辉煌
splice	0.386	0.460	0.377	拼接
spline	0.490	0.398	0.407	样条
splint	0.179	0.400	0.343	夹板
splinter	0.136	0.422	0.325	碎片
split	0.344	0.618	0.410	分裂
splitting	0.188	0.598	0.375	分裂
splurge	0.365	0.481	0.542	挥霍
spoil	0.146	0.723	0.328	宠坏
spoiler	0.347	0.527	0.380	扰流板
spoiling	0.135	0.678	0.306	宠坏
spoils	0.388	0.760	0.481	战利品
spoke	0.635	0.433	0.483	辐
spoken	0.551	0.363	0.545	说
spokesman	0.720	0.480	0.611	发言人
spokesperson	0.573	0.453	0.615	发言人
sponge	0.551	0.192	0.219	海绵
spongy	0.469	0.324	0.344	海绵状的
sponsor	0.729	0.537	0.800	赞助
sponsorship	0.854	0.608	0.696	赞助
spontaneity	0.817	0.698	0.655	自发性
spontaneous	0.780	0.578	0.655	自发的
spoof	0.490	0.594	0.381	欺骗
spook	0.327	0.887	0.322	惊吓
spooky	0.104	0.858	0.380	幽灵般的
spool	0.397	0.389	0.312	阀芯
spoon	0.479	0.236	0.259	勺子
spoonful	0.582	0.208	0.308	一勺
sporadic	0.333	0.394	0.500	零星的
spore	0.480	0.408	0.231	孢子
sport	0.865	0.700	0.657	运动
sporting	0.917	0.656	0.675	运动
sports	0.833	0.683	0.587	运动的
sports car	0.759	0.696	0.669	跑车
sportsman	0.755	0.735	0.713	运动员
sportsmanship	0.890	0.582	0.694	体育精神
sportswriter	0.760	0.551	0.566	体育作家
sporty	0.735	0.713	0.648	运动型
spot	0.510	0.180	0.336	点
spotless	0.792	0.327	0.726	一尘不染
spotlight	0.688	0.353	0.519	聚光灯
spotted	0.354	0.472	0.295	斑
spotter	0.542	0.491	0.644	观察者
spotty	0.281	0.606	0.241	参差不齐
spousal	0.656	0.582	0.632	配偶
spouse	0.750	0.600	0.645	伴侣
spout	0.438	0.357	0.309	喷口
sprain	0.063	0.580	0.384	扭伤
sprawl	0.600	0.596	0.672	蔓延
spray	0.438	0.410	0.333	喷
spread	0.570	0.583	0.651	传播
spreader	0.510	0.480	0.500	吊具
spree	0.564	0.663	0.474	狂欢
spring	0.837	0.370	0.481	春天
springtime	0.837	0.439	0.722	春天
sprinkle	0.635	0.404	0.380	撒
sprinkler	0.510	0.434	0.473	洒水器
sprinkling	0.677	0.510	0.466	洒水
sprint	0.549	0.649	0.528	短跑
sprite	0.561	0.438	0.625	精灵
sprout	0.582	0.565	0.443	发芽
spruce	0.604	0.288	0.380	云杉
spud	0.403	0.423	0.349	土豆
spunk	0.438	0.632	0.473	胆量
spunky	0.646	0.879	0.755	勇敢的
spur	0.378	0.545	0.340	刺激
spurious	0.178	0.480	0.343	虚假的
spurred	0.562	0.684	0.472	刺激
spurt	0.448	0.550	0.475	喷
spy	0.260	0.686	0.530	间谍
squabble	0.173	0.850	0.500	争吵
squad	0.552	0.711	0.806	队
squadron	0.469	0.686	0.787	中队
squall	0.191	0.833	0.655	飑
squamous	0.344	0.446	0.418	鳞状
squander	0.240	0.755	0.529	挥霍
square	0.509	0.340	0.291	正方形
squash	0.531	0.667	0.410	壁球
squat	0.330	0.550	0.453	蹲
squatter	0.390	0.361	0.565	寮屋
squaw	0.428	0.441	0.398	斯阔
squawk	0.265	0.480	0.245	发牢骚
squeak	0.271	0.679	0.300	吱
squeaky	0.229	0.771	0.367	吱吱作响
squeal	0.250	0.731	0.375	尖叫
squealer	0.541	0.519	0.330	尖叫者
squeamish	0.176	0.656	0.453	娇气
squeeze	0.458	0.676	0.532	挤
squeezing	0.260	0.598	0.557	挤压
squelch	0.271	0.510	0.462	静噪
squid	0.497	0.398	0.357	乌贼
squint	0.385	0.461	0.452	眯
squire	0.479	0.459	0.710	乡绅
squirm	0.235	0.824	0.373	蠕动
squirrel	0.592	0.358	0.333	松鼠
squirt	0.406	0.460	0.255	喷出
squish	0.260	0.788	0.481	压扁
squishy	0.516	0.333	0.307	粘糊糊的
stab	0.167	0.882	0.595	刺
stabbed	0.031	0.875	0.431	刺伤
stability	0.812	0.264	0.849	稳定
stabilize	0.839	0.427	0.722	稳定
stabilizer	0.688	0.353	0.767	稳定剂
stable	0.725	0.204	0.735	稳定的
staccato	0.396	0.500	0.427	断奏
stack	0.470	0.282	0.427	堆
stadium	0.635	0.679	0.611	体育场
staff	0.745	0.274	0.627	职员
stag	0.594	0.250	0.389	麈
stage	0.592	0.306	0.473	阶段
stagecoach	0.516	0.519	0.627	驿马车
stagehand	0.420	0.684	0.555	舞台手
stagger	0.531	0.620	0.458	错开
staggering	0.520	0.657	0.683	惊人的
stagnant	0.300	0.500	0.208	停滞不前
stagnation	0.276	0.324	0.396	停滞
staid	0.385	0.290	0.634	稳重
stain	0.453	0.324	0.264	弄脏
stained	0.245	0.460	0.209	染色
stainless	0.594	0.329	0.618	防锈的
stair	0.375	0.354	0.345	楼梯
staircase	0.469	0.347	0.440	楼梯
stairs	0.510	0.439	0.342	楼梯
stairway	0.562	0.510	0.407	楼梯
stairwell	0.510	0.292	0.333	楼梯间
stake	0.406	0.608	0.460	赌注
stakeout	0.344	0.546	0.600	放样
stale	0.235	0.461	0.286	陈旧
stalemate	0.296	0.354	0.267	相持
stalk	0.436	0.272	0.395	茎
stalker	0.177	0.930	0.639	缠扰者
stall	0.370	0.245	0.292	摊位
stallion	0.628	0.596	0.779	骘
stalls	0.582	0.378	0.451	摊位
stalwart	0.812	0.430	0.691	坚定的
stamina	0.664	0.694	0.877	耐力
stamp	0.438	0.327	0.441	邮票
stampede	0.235	0.875	0.683	踩踏
stance	0.604	0.333	0.609	姿态
stand	0.600	0.324	0.509	站立
standard	0.673	0.143	0.605	标准
standardize	0.684	0.353	0.729	标准化
standardized	0.610	0.324	0.607	标准化
standby	0.260	0.224	0.386	支持
standing	0.604	0.317	0.425	常设
standoff	0.333	0.840	0.558	对峙
standpoint	0.585	0.388	0.652	立场
standstill	0.441	0.203	0.500	停顿
standup	0.633	0.583	0.550	站起来
stanza	0.612	0.343	0.297	节
staph	0.375	0.480	0.412	葡萄球菌
staple	0.542	0.306	0.438	主食
stapler	0.370	0.264	0.394	订书机
star	0.833	0.418	0.560	星星
star fruit	0.701	0.433	0.427	杨桃
starboard	0.531	0.388	0.558	右舷
starch	0.507	0.354	0.312	淀粉
stardom	0.844	0.786	0.689	明星
stardust	0.843	0.410	0.549	星尘
stare	0.541	0.430	0.538	盯
starfish	0.680	0.320	0.421	海星
stargazing	0.802	0.461	0.709	观星
staring	0.542	0.306	0.423	盯着
stark	0.330	0.630	0.577	斯塔克
starlet	0.806	0.471	0.587	小明星
starlight	0.908	0.368	0.611	星光
starling	0.500	0.490	0.514	八哥
starry	0.438	0.643	0.434	繁星点点
stars	0.796	0.521	0.484	星星
starship	0.740	0.719	0.704	星舰
start	0.684	0.430	0.589	开始
starter	0.667	0.461	0.827	起动机
startle	0.276	0.817	0.417	惊吓
startled	0.333	0.865	0.526	吓了一跳
startling	0.750	0.768	0.830	吃惊
starvation	0.240	0.592	0.284	饥饿
starve	0.073	0.729	0.402	饿死
starved	0.097	0.689	0.219	饿死了
starving	0.163	0.670	0.336	挨饿
stash	0.344	0.630	0.361	藏
stat	0.479	0.460	0.395	统计
state	0.562	0.320	0.604	状态
stately	0.830	0.728	0.915	庄严
statement	0.688	0.608	0.825	陈述
stateroom	0.653	0.380	0.441	客舱
stateside	0.643	0.480	0.708	美国本土
statesman	0.510	0.490	0.736	政治家
static	0.297	0.250	0.366	静止的
staticky	0.357	0.278	0.358	静态的
statics	0.542	0.290	0.527	静力学
station	0.688	0.367	0.519	车站
stationary	0.408	0.240	0.484	静止的
stationery	0.570	0.120	0.455	静止的
statistic	0.508	0.420	0.609	统计
statistical	0.714	0.353	0.627	统计
statistician	0.571	0.360	0.703	统计员
stator	0.281	0.453	0.557	定子
statuary	0.561	0.281	0.500	雕像
statue	0.542	0.153	0.570	雕像
statuette	0.677	0.433	0.518	塑像
stature	0.470	0.353	0.664	身材
status	0.658	0.377	0.588	地位
statute	0.592	0.330	0.673	法令
statutory	0.510	0.376	0.539	法定的
staunch	0.480	0.363	0.833	坚定
stave	0.417	0.333	0.424	五线谱
stay	0.604	0.275	0.516	停留
stayaway	0.369	0.284	0.526	远离
stayed	0.497	0.270	0.395	留下来
stays	0.633	0.363	0.564	停留
stead	0.551	0.214	0.510	代替
steadfast	0.771	0.433	0.800	坚定不移
steady	0.680	0.186	0.763	稳定的
steak	0.625	0.359	0.315	牛扒
steakhouse	0.802	0.379	0.547	牛排屋
steal	0.021	0.856	0.528	偷
stealing	0.086	0.913	0.455	偷窃
stealth	0.520	0.270	0.452	隐身
stealthily	0.763	0.294	0.458	悄悄地
stealthy	0.380	0.363	0.534	隐秘的
steam	0.469	0.413	0.421	蒸汽
steamboat	0.708	0.500	0.633	汽船
steamer	0.510	0.442	0.528	汽船
steaming	0.592	0.553	0.402	蒸着
steamroller	0.396	0.567	0.667	压路机
steamship	0.469	0.490	0.569	轮船
steamy	0.479	0.538	0.445	热气腾腾的
steel	0.521	0.420	0.714	钢
steep	0.312	0.612	0.321	陡
steeple	0.625	0.519	0.500	尖顶
steer	0.469	0.490	0.527	引导
steering	0.580	0.431	0.660	操舵
stellar	0.796	0.580	0.769	恒星
stem	0.615	0.191	0.336	干
stench	0.104	0.570	0.298	恶臭
stencil	0.500	0.327	0.421	模版
stenographer	0.510	0.408	0.589	速记员
step	0.531	0.321	0.347	步
stepdaughter	0.510	0.510	0.432	继女
stepfather	0.396	0.491	0.611	继父
stepmother	0.427	0.530	0.484	后妈
steppe	0.427	0.321	0.379	草原
steps	0.511	0.349	0.373	脚步
stepson	0.614	0.406	0.480	继子
stereo	0.617	0.519	0.500	立体声
stereoscopic	0.363	0.417	0.574	立体
stereotype	0.151	0.422	0.612	刻板印象
stereotyped	0.375	0.510	0.436	刻板印象
sterile	0.302	0.471	0.291	无菌
sterility	0.201	0.519	0.414	不育
sterilize	0.406	0.510	0.520	消毒
sterling	0.529	0.481	0.615	英镑
stern	0.552	0.394	0.415	严厉
sternum	0.520	0.422	0.436	胸骨
steroid	0.360	0.706	0.681	类固醇
stethoscope	0.427	0.377	0.490	听诊器
stew	0.667	0.373	0.250	炖
steward	0.633	0.238	0.550	管家
stewardess	0.625	0.491	0.491	空中小姐
stewardship	0.551	0.440	0.617	管理
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	戳
sticker	0.583	0.306	0.346	贴纸
sticking	0.486	0.425	0.356	粘着
stickler	0.385	0.471	0.417	坚持者
stickup	0.453	0.537	0.434	竖起
sticky	0.385	0.569	0.292	黏
stiff	0.158	0.459	0.569	僵硬的
stiffen	0.360	0.582	0.719	变硬
stiffness	0.323	0.500	0.657	刚性
stifle	0.240	0.764	0.427	窒息
stifled	0.229	0.731	0.193	窒息
stifling	0.163	0.858	0.608	令人窒息
stigma	0.327	0.500	0.470	柱头
stile	0.750	0.359	0.691	阶梯
stiletto	0.396	0.430	0.427	短剑
stillbirth	0.092	0.809	0.291	死胎
stillborn	0.271	0.519	0.337	死产
stillness	0.729	0.125	0.339	寂静
stillwaiting	0.344	0.393	0.420	还在等待
stilts	0.439	0.577	0.300	高跷
stimulant	0.441	0.794	0.745	兴奋剂
stimulate	0.792	0.798	0.754	刺激
stimulating	0.740	0.804	0.809	刺激
stimulation	0.708	0.821	0.702	刺激
stimulus	0.771	0.779	0.750	刺激
sting	0.163	0.651	0.373	刺
stinger	0.279	0.625	0.508	刺
stinging	0.260	0.730	0.459	刺痛
stingy	0.094	0.548	0.283	小气
stink	0.042	0.481	0.180	臭
stinker	0.163	0.567	0.275	臭臭的
stinking	0.041	0.657	0.264	臭
stinky	0.092	0.558	0.176	臭的
stint	0.490	0.326	0.342	限制
stipend	0.604	0.546	0.614	助学金
stipulate	0.570	0.546	0.623	规定
stipulation	0.469	0.622	0.654	规定
stir	0.448	0.773	0.453	搅拌
stirring	0.582	0.702	0.558	搅拌
stitch	0.306	0.538	0.357	缝
stitching	0.510	0.382	0.345	拼接
stock	0.594	0.418	0.407	股票
stockade	0.375	0.402	0.500	寨子
stockbroker	0.417	0.676	0.802	股票经纪人
stockholder	0.573	0.625	0.716	股东
stocking	0.594	0.324	0.688	袜
stockings	0.458	0.365	0.382	丝袜
stockpile	0.542	0.315	0.425	储存
stockroom	0.562	0.312	0.406	储藏室
stocks	0.573	0.598	0.586	股票
stoic	0.427	0.473	0.602	坚忍的
stole	0.135	0.760	0.384	偷了
stolen	0.156	0.646	0.308	被盗
stomach	0.367	0.402	0.438	胃
stomachache	0.030	0.745	0.316	腹痛
stomp	0.365	0.565	0.438	跺脚
stomped	0.229	0.684	0.406	跺着脚
stone	0.216	0.183	0.561	结石
stoned	0.177	0.796	0.375	用石头砸死
stonewall	0.337	0.457	0.655	石墙
stoneware	0.458	0.300	0.443	石器
stony	0.356	0.494	0.525	石质
stooge	0.438	0.406	0.163	傀儡
stool	0.448	0.269	0.302	凳子
stools	0.459	0.382	0.327	凳子
stoop	0.490	0.430	0.284	哈腰
stoopid	0.280	0.431	0.382	笨蛋
stop	0.280	0.510	0.490	停止
stopover	0.531	0.327	0.575	中途停留
stoppage	0.224	0.491	0.445	停工
stopper	0.365	0.336	0.390	塞子
stopping	0.388	0.382	0.473	停止
stopwatch	0.469	0.521	0.482	跑表
storage	0.698	0.406	0.564	贮存
store	0.646	0.538	0.407	店铺
storefront	0.580	0.217	0.457	店面
storehouse	0.570	0.250	0.491	库
storeroom	0.560	0.217	0.588	库房
storing	0.630	0.378	0.548	存储
storm	0.188	0.940	0.543	风暴
storming	0.265	0.910	0.669	猛攻
stormy	0.146	0.870	0.562	暴风雨
story	0.653	0.406	0.704	故事
storybook	0.854	0.306	0.383	故事书
storyteller	0.730	0.357	0.462	说故事的人
storytelling	0.643	0.375	0.472	评书
stound	0.490	0.473	0.446	震惊
stout	0.656	0.657	0.817	肥硕
stove	0.466	0.391	0.405	火炉
stow	0.615	0.365	0.523	收起
stowaway	0.224	0.481	0.357	偷渡者
straddle	0.306	0.550	0.444	跨骑
straighten	0.677	0.500	0.685	拉直
straightforward	0.780	0.150	0.380	直截了当
straightway	0.667	0.444	0.565	立刻
strain	0.190	0.750	0.380	拉紧
strained	0.122	0.656	0.580	紧张
strait	0.438	0.433	0.412	海峡
straitjacket	0.224	0.719	0.579	紧身衣
straits	0.408	0.269	0.410	海峡
strand	0.396	0.406	0.538	股
stranded	0.292	0.459	0.219	搁浅
strange	0.314	0.663	0.395	奇怪的
stranger	0.330	0.449	0.302	陌生人
strangle	0.094	0.927	0.527	扼杀
strangulation	0.040	0.886	0.542	勒死
strap	0.380	0.417	0.382	带子
strapless	0.314	0.462	0.273	无肩带
strapping	0.552	0.413	0.454	捆扎
strata	0.500	0.457	0.411	地层
strategic	0.786	0.708	0.861	战略
strategist	0.571	0.594	0.810	战略家
strategy	0.704	0.667	0.858	战略
stratification	0.531	0.490	0.651	分层
stratosphere	0.604	0.583	0.636	平流层
stratum	0.365	0.307	0.510	地层
stratus	0.448	0.520	0.509	层云
straw	0.480	0.290	0.163	稻草
strawberry	0.833	0.270	0.336	草莓
stray	0.133	0.760	0.281	流浪
streak	0.440	0.608	0.511	条纹
streaked	0.458	0.426	0.393	有条纹的
stream	0.449	0.537	0.559	溪流
streamer	0.615	0.530	0.429	流光
streaming	0.592	0.481	0.582	流媒体
streamline	0.656	0.573	0.618	精简
street	0.594	0.324	0.398	街道
streetcar	0.390	0.569	0.566	电车
streetlight	0.673	0.268	0.390	路灯
strength	0.802	0.682	0.858	力量
strengthen	0.802	0.796	0.971	加强
strengthening	0.913	0.627	0.945	强化
strenuous	0.104	0.660	0.481	吃力的
strep	0.365	0.594	0.353	链球菌
stress	0.173	0.843	0.317	压力
stressed	0.167	0.740	0.502	强调
stresses	0.115	0.817	0.396	强调
stressfree	0.833	0.080	0.528	无压力
stressful	0.153	0.873	0.389	有压力的
stressin	0.146	0.810	0.367	压力素
stressing	0.163	0.866	0.462	强调
stressrelief	0.627	0.417	0.475	缓解压力
stretch	0.604	0.578	0.500	拉紧
stretcher	0.438	0.196	0.295	担架
stricken	0.163	0.720	0.368	受灾
strict	0.500	0.646	0.878	严格的
stride	0.490	0.670	0.434	大步
strife	0.344	0.898	0.630	冲突
strike	0.271	0.811	0.571	罢工
strikeout	0.316	0.520	0.371	三振出局
striker	0.500	0.589	0.696	前锋
striking	0.357	0.827	0.657	引人注目
strikingly	0.690	0.684	0.811	惊人地
string	0.385	0.398	0.445	细绳
strings	0.457	0.292	0.355	字符串
stringy	0.430	0.510	0.527	粘稠的
strip	0.427	0.500	0.436	跳闸
stripe	0.629	0.302	0.361	条纹
striped	0.344	0.373	0.385	有条纹的
stripped	0.255	0.615	0.278	剥离
stripper	0.625	0.848	0.453	脱衣舞娘
striptease	0.607	0.918	0.608	脱衣舞
strive	0.582	0.837	0.769	努力
strobe	0.490	0.633	0.537	频闪
stroke	0.562	0.440	0.570	中风
stroll	0.745	0.415	0.444	漫步
stroller	0.786	0.398	0.314	婴儿车
strolling	0.755	0.515	0.340	漫步
strong	0.912	0.745	0.895	强的
stronghold	0.708	0.636	0.954	据点
strongly	0.630	0.817	0.885	强烈
structural	0.582	0.425	0.690	结构的
structure	0.562	0.356	0.712	结构体
strudel	0.627	0.417	0.397	馅饼
struggle	0.365	0.820	0.741	斗争
strut	0.580	0.480	0.464	支撑
stub	0.396	0.320	0.367	存根
stubbed	0.323	0.642	0.241	存根
stubble	0.333	0.442	0.264	胡茬
stubborn	0.157	0.702	0.575	顽固
stubbornness	0.156	0.673	0.508	固执
stubby	0.417	0.370	0.393	粗短的
stucco	0.439	0.292	0.279	灰泥
stuck	0.153	0.644	0.285	卡住
stuckup	0.281	0.480	0.363	固执己见
stud	0.564	0.531	0.509	螺柱
studded	0.396	0.412	0.425	镶嵌
student	0.634	0.318	0.537	学生
studied	0.786	0.306	0.806	研究过
studio	0.677	0.265	0.620	工作室
study	0.653	0.361	0.768	学习
stuff	0.622	0.367	0.263	东西
stuffed animal	0.684	0.255	0.306	填充玩具动物
stuffing	0.417	0.324	0.304	馅
stuffy	0.323	0.615	0.406	闷
stumble	0.153	0.716	0.259	绊倒
stump	0.449	0.510	0.340	树桩
stumped	0.344	0.604	0.392	难倒
stun	0.333	0.710	0.451	眩晕
stunned	0.306	0.663	0.356	目瞪口呆
stunner	0.418	0.780	0.492	尤物
stunning	0.888	0.673	0.858	令人惊叹的
stunt	0.387	0.555	0.526	特技
stunted	0.194	0.472	0.275	发育迟缓
stuntman	0.490	0.482	0.500	特技演员
stupefaction	0.294	0.704	0.480	目瞪口呆
stupefy	0.200	0.740	0.412	发呆
stupendous	0.823	0.690	0.798	惊人的
stupid	0.133	0.510	0.200	愚蠢的
stupidity	0.060	0.418	0.151	愚蠢
stupidpeople	0.073	0.675	0.196	愚蠢的人
stupidrain	0.260	0.520	0.317	愚蠢的雨
stupor	0.323	0.590	0.330	昏迷
sturdy	0.580	0.642	0.824	结实的
sturgeon	0.417	0.473	0.465	鲟
stutter	0.250	0.469	0.258	口吃
sty	0.296	0.500	0.225	麦粒肿
style	0.745	0.472	0.586	风格
styling	0.823	0.378	0.652	造型
stylish	0.885	0.490	0.689	时髦的
stylist	0.760	0.445	0.500	造型师
suave	0.724	0.265	0.269	温文尔雅
sub	0.510	0.370	0.312	子
subatomic	0.385	0.538	0.491	亚原子
subcommittee	0.396	0.467	0.600	小组委员会
subconscious	0.531	0.375	0.415	潜意识
subcutaneous	0.396	0.444	0.376	皮下
subdivide	0.538	0.433	0.348	细分
subdivision	0.592	0.455	0.430	细分
subduction	0.350	0.569	0.445	俯冲
subdue	0.275	0.640	0.784	征服
subdued	0.236	0.463	0.223	柔和的
subdural	0.381	0.491	0.425	硬膜下
subito	0.372	0.627	0.577	苏比托
subject	0.602	0.344	0.558	主题
subjected	0.286	0.520	0.221	受到
subjection	0.354	0.408	0.539	隶属
subjective	0.510	0.350	0.432	主观
subjugation	0.280	0.610	0.377	征服
sublet	0.469	0.551	0.545	转租
sublevel	0.365	0.298	0.333	次级
sublimation	0.510	0.390	0.538	升华
sublime	0.784	0.333	0.585	升华
subliminal	0.410	0.528	0.464	潜意识
submarine	0.572	0.481	0.549	潜艇
submerge	0.517	0.643	0.456	淹没
submerged	0.337	0.528	0.357	湮
submersible	0.406	0.459	0.540	潜水的
submission	0.531	0.580	0.633	提交
submissive	0.480	0.217	0.173	顺从的
submit	0.635	0.448	0.500	提交
submitting	0.667	0.610	0.611	提交
subordinate	0.276	0.392	0.121	下属
subordination	0.270	0.527	0.343	从属
subplot	0.469	0.413	0.446	子情节
subpoena	0.281	0.634	0.555	传票
subscribe	0.660	0.344	0.591	订阅
subscriber	0.562	0.398	0.570	订户
subscription	0.583	0.333	0.651	订阅
subsequence	0.438	0.510	0.413	子序列
subsequent	0.449	0.385	0.400	随后的
subsequently	0.380	0.337	0.336	随后
subservient	0.255	0.402	0.339	屈从的
subset	0.429	0.358	0.404	子集
subside	0.375	0.308	0.209	塌陷
subsidence	0.320	0.509	0.452	沉降
subsidiary	0.541	0.295	0.500	子公司
subsidize	0.604	0.615	0.589	资助
subsidy	0.573	0.462	0.517	补贴
subsist	0.573	0.418	0.472	生存
subsistence	0.510	0.404	0.491	维持生计
subsoil	0.429	0.240	0.382	底土
subspace	0.470	0.453	0.475	子空间
substance	0.615	0.422	0.528	物质
substandard	0.235	0.333	0.150	不合格
substantial	0.590	0.490	0.690	重大的
substantially	0.646	0.471	0.684	实质上
substantiate	0.531	0.549	0.636	证实
substantive	0.500	0.350	0.455	实质性
substation	0.469	0.461	0.491	变电站
substitute	0.427	0.406	0.398	代替
substituted	0.271	0.545	0.394	取代
substitution	0.406	0.480	0.353	替代
substructure	0.441	0.358	0.587	子结构
subterranean	0.469	0.306	0.432	地下
subtext	0.635	0.276	0.412	潜台词
