English Word	Valence	Arousal	Dominance	Malayalam Word
remarkably	0.688	0.618	0.868	ശ്രദ്ധേയമായി
remarry	0.653	0.791	0.540	വീണ്ടും വിവാഹം കഴിക്കുക
rematch	0.469	0.798	0.627	വീണ്ടും മത്സരം
remedial	0.369	0.418	0.509	പ്രതിവിധി
remedy	0.625	0.283	0.491	പ്രതിവിധി
remember	0.776	0.422	0.454	ഓർക്കുക
remembered	0.916	0.333	0.588	ഓർത്തു
remembering	0.535	0.386	0.509	ഓർക്കുന്നു
remembrance	0.812	0.250	0.519	അനുസ്മരണം
remind	0.721	0.415	0.563	ഓർമ്മിപ്പിക്കുക
reminder	0.552	0.423	0.589	ഓർമ്മപ്പെടുത്തൽ
reminisce	0.903	0.490	0.363	ഓർമ്മിപ്പിക്കുന്നു
reminiscent	0.500	0.481	0.611	അനുസ്മരിപ്പിക്കുന്ന
reminiscing	0.688	0.431	0.418	ഓർമ്മിപ്പിക്കുന്നു
remiss	0.190	0.650	0.325	ഒഴിവാക്കുക
remission	0.418	0.330	0.518	മോചനം
remit	0.510	0.509	0.473	അയയ്ക്കുക
remittance	0.684	0.479	0.454	പണമയയ്ക്കൽ
remnant	0.367	0.312	0.388	അവശിഷ്ടം
remodel	0.604	0.647	0.693	പുനർനിർമ്മാണം
remorse	0.103	0.673	0.377	പശ്ചാത്താപം
remorseful	0.347	0.429	0.250	പശ്ചാത്താപം
remote	0.458	0.333	0.477	റിമോട്ട്
remoteness	0.323	0.510	0.339	വിദൂരത
removal	0.245	0.540	0.368	നീക്കം
remove	0.292	0.539	0.472	നീക്കം ചെയ്യുക
remover	0.337	0.443	0.526	റിമൂവർ
remuneration	0.792	0.760	0.607	പ്രതിഫലം
renaissance	0.771	0.670	0.767	നവോത്ഥാനത്തിന്റെ
renal	0.300	0.480	0.415	വൃക്കസംബന്ധമായ
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	വിടുക
render	0.541	0.395	0.448	റെൻഡർ ചെയ്യുക
rendering	0.531	0.434	0.667	റെൻഡറിംഗ്
rendezvous	0.750	0.490	0.658	ഒത്തുചേരൽ
rendition	0.417	0.360	0.398	അവതരണം
renegade	0.140	0.640	0.509	വിമതൻ
renegotiate	0.580	0.702	0.708	വീണ്ടും ചർച്ച നടത്തുക
renew	0.868	0.481	0.713	പുതുക്കുക
renewal	0.770	0.710	0.672	പുതുക്കൽ
renounce	0.156	0.490	0.552	ത്യജിക്കുക
renovate	0.878	0.549	0.755	നവീകരിക്കുക
renovated	0.783	0.406	0.657	നവീകരിച്ചു
renovation	0.816	0.590	0.779	നവീകരണം
renown	0.693	0.475	0.693	പ്രശസ്തമായ
renowned	0.844	0.481	0.697	പ്രശസ്തമായ
rent	0.344	0.429	0.446	വാടക
rental	0.510	0.370	0.308	വാടകയ്ക്ക്
renter	0.590	0.301	0.371	വാടകക്കാരൻ
renunciation	0.260	0.578	0.336	ത്യാഗം
reopen	0.656	0.528	0.568	വീണ്ടും തുറക്കുക
reorganization	0.622	0.587	0.754	പുനഃസംഘടന
reorganize	0.667	0.590	0.722	പുനഃസംഘടിപ്പിക്കുക
rep	0.520	0.510	0.640	പ്രതിനിധി
repaint	0.622	0.382	0.308	വീണ്ടും പെയിന്റ് ചെയ്യുക
repair	0.583	0.460	0.589	നന്നാക്കൽ
repairman	0.582	0.426	0.707	റിപ്പയർമാൻ
reparation	0.531	0.615	0.732	നഷ്ടപരിഹാരം
repay	0.469	0.632	0.592	തിരിച്ചടയ്ക്കുക
repayment	0.479	0.490	0.474	തിരിച്ചടവ്
repeal	0.260	0.480	0.482	റദ്ദാക്കുക
repeat	0.490	0.529	0.552	ആവർത്തിച്ച്
repeated	0.429	0.472	0.314	ആവർത്തിച്ചു
repeatedly	0.479	0.575	0.500	ആവർത്തിച്ച്
repeater	0.479	0.426	0.430	ആവർത്തനക്കാരൻ
repel	0.224	0.620	0.441	പിന്തിരിപ്പിക്കുക
repellant	0.292	0.620	0.426	റിപ്പല്ലന്റ്
repellent	0.286	0.500	0.491	അകറ്റുന്ന
repelling	0.184	0.633	0.429	വികർഷണം
repent	0.449	0.422	0.386	പശ്ചാത്തപിക്കുക
repentance	0.417	0.604	0.324	മാനസാന്തരം
repentant	0.326	0.500	0.200	പശ്ചാത്തപിക്കുന്നു
repertoire	0.633	0.594	0.667	ശേഖരം
repertory	0.562	0.473	0.528	ശേഖരം
repetition	0.375	0.519	0.396	ആവർത്തനം
repetitive	0.320	0.438	0.362	ആവർത്തിച്ചുള്ള
rephrase	0.547	0.451	0.549	പുനരാഖ്യാനം
replace	0.417	0.520	0.500	മാറ്റിസ്ഥാപിക്കുക
replacement	0.385	0.519	0.500	മാറ്റിസ്ഥാപിക്കൽ
replay	0.612	0.522	0.761	വീണ്ടും പ്ലേ ചെയ്യുക
replenish	0.615	0.336	0.689	നികത്തുക
replete	0.552	0.497	0.670	നിറഞ്ഞു
replica	0.480	0.520	0.493	പകർപ്പ്
replicate	0.480	0.630	0.585	പകർപ്പെടുക്കുക
replication	0.342	0.618	0.510	അനുകരണം
reply	0.762	0.290	0.596	മറുപടി
report	0.583	0.444	0.575	റിപ്പോർട്ട്
reported	0.418	0.442	0.567	അറിയിച്ചു
reporter	0.531	0.550	0.604	ലേഖകന്
repose	0.469	0.100	0.330	വിശ്രമിക്കുക
reposition	0.408	0.529	0.509	സ്ഥാനമാറ്റം
repository	0.406	0.396	0.500	സംഭരണിയാണ്
repossess	0.418	0.667	0.552	തിരിച്ചുപിടിക്കുക
reprehensible	0.316	0.569	0.351	അപലപനീയം
represent	0.781	0.433	0.861	പ്രതിനിധീകരിക്കുന്നു
representation	0.677	0.542	0.750	പ്രാതിനിധ്യം
representative	0.704	0.366	0.694	പ്രതിനിധി
represented	0.724	0.444	0.688	പ്രതിനിധീകരിച്ചു
representing	0.796	0.464	0.833	പ്രതിനിധീകരിക്കുന്നു
repress	0.208	0.612	0.536	അടിച്ചമർത്തുക
repressed	0.188	0.337	0.311	അടിച്ചമർത്തപ്പെട്ടു
repression	0.214	0.764	0.481	അടിച്ചമർത്തൽ
reprieve	0.531	0.471	0.574	ഇളവ്
reprimand	0.153	0.528	0.465	താക്കീത്
reprint	0.510	0.449	0.527	വീണ്ടും അച്ചടിക്കുക
reprisal	0.125	0.788	0.545	പ്രതികാരം
reprise	0.459	0.500	0.464	ആവർത്തിക്കുക
reproach	0.240	0.755	0.384	നിന്ദ
reproduce	0.823	0.622	0.760	പുനരുൽപ്പാദിപ്പിക്കുക
reproduction	0.800	0.736	0.713	പുനരുൽപാദനം
reproductive	0.770	0.604	0.856	പ്രത്യുൽപാദനപരമായ
reprogram	0.519	0.404	0.557	റീപ്രോഗ്രാം
reptile	0.350	0.566	0.365	ഉരഗം
republic	0.635	0.340	0.830	ജനാധിപത്യഭരണം
republican	0.398	0.551	0.664	റിപ്പബ്ലിക്കൻ
repudiation	0.167	0.686	0.274	നിരാകരണം
repugnance	0.062	0.684	0.425	വെറുപ്പ്
repugnant	0.061	0.735	0.453	വെറുപ്പുളവാക്കുന്ന
repulsion	0.247	0.673	0.353	വികർഷണം
repulsive	0.146	0.775	0.425	വെറുപ്പുളവാക്കുന്ന
repurchase	0.531	0.592	0.557	തിരികെ വാങ്ങൽ
reputable	0.781	0.462	0.919	സൽകീർത്തി
reputation	0.740	0.542	0.721	മതിപ്പ്
repute	0.729	0.500	0.702	പ്രശസ്തി
reputed	0.439	0.528	0.627	പ്രശസ്തി
request	0.625	0.471	0.618	അഭ്യർത്ഥന
requiem	0.475	0.382	0.426	അഭ്യർത്ഥന
require	0.398	0.439	0.560	ആവശ്യപ്പെടുന്നു
required	0.583	0.509	0.700	ആവശ്യമാണ്
requirement	0.510	0.439	0.728	ആവശ്യം
requisite	0.448	0.363	0.609	ആവശ്യമായ
requisition	0.478	0.510	0.649	അഭ്യർത്ഥന
reread	0.448	0.377	0.492	വീണ്ടും വായിക്കുക
reroute	0.540	0.598	0.598	വഴി തിരിച്ചുവിടുക
rerun	0.333	0.620	0.529	വീണ്ടും പ്രവർത്തിപ്പിക്കുക
reschedule	0.438	0.422	0.537	വീണ്ടും ഷെഡ്യൂൾ ചെയ്യുക
rescind	0.347	0.380	0.391	റദ്ദാക്കുക
rescission	0.333	0.529	0.360	പിരിച്ചുവിടൽ
rescue	0.806	0.926	0.850	രക്ഷാപ്രവർത്തനം
research	0.633	0.663	0.741	ഗവേഷണം
researcher	0.569	0.510	0.857	ഗവേഷകൻ
resection	0.375	0.482	0.500	വിഭജനം
resemblance	0.743	0.216	0.570	സാദൃശ്യം
resemble	0.602	0.388	0.463	സാദൃശ്യം
resembling	0.592	0.250	0.529	സാദൃശ്യമുള്ള
resent	0.073	0.553	0.163	നീരസം
resentful	0.120	0.608	0.324	നീരസമുള്ള
resentment	0.163	0.745	0.528	നീരസം
reservation	0.688	0.343	0.561	സംവരണം
reserve	0.585	0.289	0.589	കരുതൽ
reserved	0.594	0.316	0.583	സംവരണം ചെയ്തിരിക്കുന്നു
reserves	0.653	0.363	0.520	കരുതൽ ശേഖരം
reservoir	0.531	0.276	0.462	റിസർവോയർ
reset	0.490	0.450	0.574	പുനഃസജ്ജമാക്കുക
reside	0.451	0.440	0.455	താമസിക്കുന്നു
residence	0.615	0.382	0.585	താമസം
residences	0.618	0.418	0.509	വസതികൾ
residency	0.694	0.357	0.679	താമസസ്ഥലം
resident	0.592	0.327	0.500	താമസക്കാരൻ
residential	0.720	0.210	0.589	വാസയോഗ്യമായ
residual	0.448	0.288	0.327	അവശിഷ്ടം
residue	0.354	0.330	0.183	അവശിഷ്ടം
resign	0.250	0.543	0.273	രാജിവെക്കുക
resignation	0.145	0.392	0.310	രാജി
resigned	0.240	0.170	0.268	രാജിവെച്ചിരുന്നു
resilience	0.531	0.440	0.667	പ്രതിരോധശേഷി
resilient	0.542	0.540	0.801	പ്രതിരോധശേഷിയുള്ള
resin	0.284	0.308	0.400	റെസിൻ
resist	0.414	0.676	0.651	ചെറുത്തുനിൽക്കുക
resistance	0.427	0.694	0.796	പ്രതിരോധം
resistant	0.592	0.585	0.815	പ്രതിരോധശേഷിയുള്ള
resisting	0.408	0.776	0.789	ചെറുത്തുനിൽക്കുന്നു
resistive	0.396	0.519	0.651	പ്രതിരോധശേഷിയുള്ള
resolute	0.771	0.510	0.712	ദൃഢനിശ്ചയം
resolutely	0.714	0.453	0.805	ദൃഢനിശ്ചയത്തോടെ
resolution	0.780	0.550	0.745	പ്രമേയം
resolve	0.710	0.472	0.750	പരിഹരിക്കുക
resolved	0.735	0.357	0.683	പരിഹരിച്ചു
resonance	0.541	0.426	0.629	അനുരണനം
resonant	0.542	0.633	0.663	അനുരണനം
resonate	0.582	0.610	0.644	പ്രതിധ്വനിക്കുന്നു
resonator	0.469	0.608	0.519	റെസൊണേറ്റർ
resort	0.573	0.441	0.632	റിസോർട്ട്
resounding	0.490	0.708	0.596	മുഴങ്ങുന്നു
resource	0.740	0.357	0.749	വിഭവം
resourceful	0.906	0.704	0.886	വിഭവസമൃദ്ധമായ
resources	0.604	0.348	0.627	വിഭവങ്ങൾ
respect	0.927	0.344	0.758	ബഹുമാനം
respectability	0.875	0.407	0.912	മാന്യത
respectable	0.850	0.350	0.889	ആദരണീയമായ
respected	0.908	0.441	0.853	ബഹുമാന്യനായ
respectful	0.951	0.386	0.814	ആദരവുള്ള
respecting	0.837	0.321	0.720	ബഹുമാനിക്കുന്നു
respective	0.625	0.413	0.721	യഥാക്രമം
respects	0.840	0.387	0.824	ബഹുമാനിക്കുന്നു
respiration	0.760	0.377	0.669	ശ്വസനം
respirator	0.433	0.398	0.453	റെസ്പിറേറ്റർ
respiratory	0.500	0.450	0.552	ശ്വാസോച്ഛ്വാസം
respite	0.600	0.373	0.420	വിശ്രമം
resplendent	0.905	0.673	0.755	തിളങ്ങുന്ന
respond	0.573	0.435	0.594	പ്രതികരിക്കുക
respondent	0.449	0.455	0.480	പ്രതികരിക്കുന്നവൻ
response	0.615	0.500	0.472	പ്രതികരണം
responsibility	0.760	0.500	0.852	ഉത്തരവാദിത്തം
responsible	0.837	0.527	0.833	ഉത്തരവാദിയായ
responsive	0.816	0.569	0.573	പ്രതികരിക്കുന്ന
rest	0.907	0.167	0.300	വിശ്രമം
restart	0.531	0.519	0.554	പുനരാരംഭിക്കുക
restaurant	0.847	0.406	0.500	ഭക്ഷണശാല
rested	0.792	0.235	0.462	വിശ്രമിച്ചു
restful	0.781	0.116	0.413	വിശ്രമിക്കുന്ന
restitution	0.583	0.542	0.643	തിരിച്ചടവ്
restless	0.219	0.810	0.304	വിശ്രമമില്ലാത്ത
restlessness	0.083	0.794	0.397	അസ്വസ്ഥത
restock	0.510	0.538	0.645	റീസ്റ്റോക്ക്
restoration	0.755	0.426	0.734	പുനസ്ഥാപിക്കൽ
restorative	0.633	0.510	0.703	പുനഃസ്ഥാപിക്കുന്ന
restore	0.765	0.490	0.625	പുനഃസ്ഥാപിക്കുക
restored	0.892	0.410	0.728	പുനഃസ്ഥാപിച്ചു
restoring	0.820	0.490	0.783	പുനഃസ്ഥാപിക്കുന്നു
restrain	0.134	0.696	0.434	നിയന്ത്രിക്കുക
restrained	0.354	0.590	0.509	തടഞ്ഞു
restraining	0.296	0.702	0.672	തടയുന്നു
restraint	0.167	0.618	0.520	സംയമനം
restrict	0.115	0.539	0.577	നിയന്ത്രിക്കുക
restricted	0.276	0.500	0.407	നിയന്ത്രിച്ചു
restriction	0.130	0.590	0.569	നിയന്ത്രണവുമായി
restrictive	0.215	0.596	0.500	നിയന്ത്രിത
restroom	0.653	0.279	0.267	വിശ്രമമുറി
result	0.812	0.490	0.652	ഫലമായി
resultant	0.670	0.441	0.637	ഫലമായി
resume	0.573	0.411	0.586	പുനരാരംഭിക്കുക
resumption	0.637	0.528	0.653	പുനരാരംഭിക്കൽ
resurrect	0.781	0.725	0.817	ഉയിർത്തെഴുന്നേൽക്കുക
resurrection	0.708	0.740	0.759	പുനരുത്ഥാനം
resuscitate	0.531	0.696	0.818	പുനരുജ്ജീവിപ്പിക്കുക
resuscitation	0.753	0.768	0.795	പുനരുജ്ജീവനം
retail	0.510	0.353	0.411	റീട്ടെയിൽ
retailer	0.708	0.439	0.595	ചില്ലറ വ്യാപാരി
retain	0.367	0.451	0.630	നിലനിർത്തുക
retainer	0.396	0.422	0.356	നിലനിർത്തുന്നയാൾ
retaining	0.417	0.559	0.632	നിലനിർത്തുന്നു
retake	0.616	0.471	0.591	തിരിച്ചെടുക്കുക
retaliate	0.111	0.812	0.595	തിരിച്ചടിക്കുക
retaliation	0.156	0.812	0.491	പ്രതികാരം
retaliatory	0.194	0.865	0.598	പ്രതികാരമായി
retard	0.194	0.347	0.222	മന്ദബുദ്ധി
retardation	0.125	0.360	0.155	മന്ദത
retarded	0.302	0.462	0.161	മന്ദബുദ്ധി
retards	0.362	0.434	0.218	മന്ദബുദ്ധികൾ
retention	0.344	0.490	0.558	നിലനിർത്തൽ
retentive	0.439	0.482	0.491	നിലനിർത്തുന്ന
rethink	0.480	0.423	0.583	പുനർവിചിന്തനം
reticent	0.396	0.519	0.500	അനുസരണയുള്ള
retina	0.490	0.255	0.342	റെറ്റിന
retinal	0.531	0.343	0.475	റെറ്റിന
retire	0.398	0.392	0.186	വിരമിക്കുക
retired	0.270	0.259	0.301	വിരമിച്ചു
retirement	0.250	0.324	0.255	വിരമിക്കൽ
retiring	0.408	0.376	0.214	വിരമിക്കുന്നു
retold	0.459	0.385	0.352	വീണ്ടും പറഞ്ഞു
retort	0.417	0.520	0.481	തിരിച്ചടിക്കുക
retrace	0.250	0.482	0.317	തിരിച്ചെടുക്കുക
retract	0.316	0.443	0.358	പിൻവലിക്കുക
retraction	0.312	0.491	0.427	പിൻവലിക്കൽ
retractor	0.354	0.590	0.557	പിൻവലിക്കൽ
retreat	0.500	0.519	0.312	പിൻവാങ്ങുക
retrenchment	0.230	0.650	0.384	പിരിച്ചുവിടൽ
retrial	0.500	0.577	0.593	വീണ്ടും വിചാരണ
retribution	0.625	0.490	0.708	പ്രതികാരം
retrieval	0.700	0.440	0.704	വീണ്ടെടുക്കല്
retrieve	0.740	0.576	0.705	വീണ്ടെടുക്കുക
retriever	0.459	0.500	0.464	റിട്രീവർ
retro	0.650	0.276	0.321	റെട്രോ
retroactive	0.521	0.452	0.655	പിൻവാങ്ങൽ
retrograde	0.208	0.464	0.415	പിന്തിരിപ്പൻ
retrospect	0.406	0.500	0.538	പിന്നാമ്പുറം
retrospective	0.594	0.481	0.528	റിട്രോസ്പെക്റ്റീവ്
retrospectively	0.516	0.400	0.560	മുൻകാലഘട്ടത്തിൽ
return	0.602	0.412	0.463	മടങ്ങുക
reunion	0.837	0.500	0.672	പുനഃസമാഗമം
reunite	0.656	0.550	0.657	വീണ്ടും ഒന്നിക്കുക
reunited	0.708	0.439	0.658	വീണ്ടും ഒന്നിച്ചു
rev	0.367	0.422	0.353	റവ
reveal	0.493	0.637	0.526	വെളിപ്പെടുത്തുക
revel	0.740	0.705	0.684	ആനന്ദിക്കുക
revelation	0.879	0.500	0.865	വെളിപ്പെടുന്ന
revelations	0.729	0.655	0.600	വെളിപ്പെടുത്തലുകൾ
revels	0.827	0.683	0.647	ആനന്ദിക്കുന്നു
revenge	0.230	0.940	0.627	പ്രതികാരം
revenue	0.873	0.510	0.854	വരുമാനം
reverberation	0.390	0.639	0.551	അനുരണനം
revere	0.750	0.562	0.608	ബഹുമാനിക്കുന്നു
reverence	0.643	0.347	0.516	ബഹുമാനം
reverend	0.650	0.337	0.576	ബഹുമാന്യനായ
reverent	0.551	0.490	0.694	ഭക്തിയുള്ള
reverie	0.667	0.413	0.471	ആദരവ്
reversal	0.380	0.510	0.591	വിപരീതം
reverse	0.539	0.415	0.461	വിപരീതം
reversion	0.458	0.538	0.425	വിപരീതം
revert	0.380	0.451	0.519	തിരിച്ചെടുക്കുക
reverting	0.562	0.385	0.544	തിരിച്ചെടുക്കുന്നു
review	0.667	0.408	0.636	അവലോകനം
reviewer	0.562	0.344	0.500	നിരൂപകൻ
revise	0.500	0.469	0.509	പരിഷ്കരിക്കുക
revision	0.417	0.459	0.710	പുനരവലോകനം
revisit	0.552	0.530	0.509	വീണ്ടും സന്ദർശിക്കുക
revival	0.823	0.664	0.597	പുനരുജ്ജീവനം
revive	0.676	0.780	0.778	പുനരുജ്ജീവിപ്പിക്കുക
revocation	0.260	0.610	0.673	അസാധുവാക്കൽ
revoke	0.251	0.696	0.737	റദ്ദാക്കുക
revolt	0.343	0.878	0.658	കലാപം
revolting	0.102	0.690	0.300	കലാപം
revolution	0.417	0.902	0.798	വിപ്ലവം
revolutionary	0.635	0.887	0.824	വിപ്ലവകാരി
revolutionize	0.684	0.816	0.904	വിപ്ലവം ചെയ്യുക
revolve	0.592	0.546	0.402	കറങ്ങുക
revolver	0.194	0.796	0.750	റിവോൾവർ
revolving	0.602	0.570	0.580	കറങ്ങുന്ന
revue	0.594	0.350	0.420	റിവ്യൂ
revulsion	0.104	0.765	0.343	വെറുപ്പ്
revving	0.604	0.875	0.879	പുനരുജ്ജീവിപ്പിക്കുന്നു
reward	0.948	0.694	0.783	പ്രതിഫലം
rewarding	0.958	0.637	0.783	പ്രതിഫലദായകമായ
rewind	0.460	0.551	0.431	റിവൈൻഡ്
rewire	0.365	0.462	0.406	റിവയർ ചെയ്യുക
rewrite	0.490	0.500	0.434	മാറ്റിയെഴുതുക
rhapsody	0.708	0.490	0.460	റാപ്സോഡി
rhetoric	0.417	0.429	0.504	വാചാടോപം
rhetorical	0.417	0.569	0.635	വാചാടോപപരമായ
rheumatism	0.219	0.472	0.418	വാതം
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	കാണ്ടാമൃഗം
rhinoceros	0.556	0.656	0.569	കാണ്ടാമൃഗം
rhubarb	0.582	0.304	0.340	റബർബാർബ്
rhyme	0.667	0.249	0.481	പ്രാസം
rhyming	0.729	0.410	0.500	പ്രാസങ്ങൾ
rhythm	0.771	0.759	0.573	താളം
rhythmic	0.714	0.642	0.664	താളാത്മകമായ
rhythmical	0.844	0.694	0.632	താളാത്മകമായ
rib	0.490	0.349	0.351	വാരിയെല്ല്
ribbed	0.365	0.378	0.409	വാരിയെല്ലുള്ള
ribbon	0.719	0.288	0.357	റിബൺ
rice	0.667	0.208	0.330	അരി
rich	0.882	0.627	0.905	സമ്പന്നമായ
riches	0.958	0.694	0.880	സമ്പത്ത്
richness	0.896	0.833	0.922	സമ്പത്ത്
rick	0.459	0.420	0.444	റിക്ക്
rickety	0.224	0.402	0.241	പരുക്കൻ
rickshaw	0.438	0.594	0.402	റിക്ഷ
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	ഒഴിവാക്കുക
riddance	0.323	0.562	0.472	ഒഴിവാക്കല്
riddle	0.521	0.583	0.543	കടംകഥ
riddled	0.281	0.861	0.422	കടങ്കഥ
ride	0.806	0.465	0.472	സവാരി
rider	0.635	0.627	0.574	റൈഡർ
ridge	0.484	0.402	0.349	വരമ്പ്
ridicule	0.143	0.745	0.255	പരിഹാസം
ridiculed	0.112	0.806	0.212	പരിഹസിച്ചു
ridiculous	0.159	0.594	0.245	പരിഹാസ്യമായ
riding	0.694	0.654	0.620	സവാരി
rife	0.570	0.561	0.692	നിറഞ്ഞു
riff	0.521	0.551	0.343	റിഫ്
riffraff	0.360	0.404	0.397	റിഫ്രാഫ്
rifle	0.329	0.900	0.718	റൈഫിൾ
rifleman	0.245	0.863	0.767	റൈഫിൾമാൻ
rifles	0.337	0.864	0.765	റൈഫിളുകൾ
rift	0.246	0.519	0.289	വിള്ളൽ
rig	0.542	0.382	0.746	റിഗ്
rigged	0.188	0.510	0.412	കൃത്രിമമായി
rigging	0.510	0.518	0.440	റിഗ്ഗിംഗ്
right	0.740	0.352	0.710	ശരിയാണ്
righteous	0.823	0.385	0.790	നീതിമാൻ
righteousness	0.802	0.660	0.897	നീതി
rightful	0.837	0.358	0.821	ശരിയായ
rightly	0.740	0.471	0.782	ശരിയായി
righty	0.750	0.314	0.786	ശരിയാണ്
rigid	0.357	0.552	0.591	അയവില്ലാത്ത
rigidity	0.198	0.530	0.726	കാഠിന്യം
rigor	0.375	0.745	0.713	കാഠിന്യം
rigorous	0.438	0.818	0.847	കഠിനമായ
rim	0.510	0.397	0.302	റിം
rind	0.542	0.280	0.491	പുറംതൊലി
ring	0.677	0.427	0.464	മോതിരം
ringer	0.573	0.604	0.347	റിംഗർ
ringing	0.724	0.598	0.693	മുഴങ്ങുന്നു
ringleader	0.520	0.550	0.640	റിംഗ് ലീഡർ
ringmaster	0.630	0.622	0.732	റിംഗ് മാസ്റ്റർ
ringside	0.500	0.644	0.411	വളയം
rink	0.551	0.392	0.392	റിങ്ക്
rinse	0.663	0.168	0.409	കഴുകുക
riot	0.061	0.946	0.586	കലാപം
rioting	0.156	0.949	0.560	കലാപം
riotous	0.163	0.837	0.588	കലാപകാരികൾ
riots	0.099	0.882	0.564	കലാപങ്ങൾ
rip	0.146	0.676	0.365	ആർഐപി
riparian	0.552	0.408	0.412	നദിക്കര
ripe	0.671	0.337	0.670	പാകമായ
ripen	0.755	0.373	0.671	പാകമാകുക
ripening	0.615	0.490	0.759	പാകമാകുന്നത്
ripper	0.219	0.887	0.642	റിപ്പർ
ripple	0.500	0.453	0.370	അലകൾ
rippling	0.500	0.480	0.327	അലയടിക്കുന്നു
rise	0.667	0.593	0.745	ഉയരുക
rising	0.750	0.602	0.696	ഉയരുന്നു
risk	0.240	0.816	0.438	അപകടം
risky	0.224	0.922	0.700	അപകടകരമായ
risotto	0.802	0.454	0.234	റിസോട്ടോ
rite	0.378	0.570	0.606	ആചാരം
ritual	0.375	0.520	0.508	ആചാരം
ritualistic	0.450	0.583	0.540	ആചാരപരമായ
rival	0.286	0.605	0.574	എതിരാളി
rivalry	0.192	0.765	0.538	മത്സരം
river	0.688	0.392	0.605	നദി
riverbank	0.684	0.300	0.330	നദീതീരം
riverbed	0.610	0.233	0.421	നദീതടം
riverboat	0.561	0.347	0.462	നദീതടം
rivet	0.458	0.306	0.405	റിവറ്റ്
riveted	0.385	0.439	0.443	riveted
riveting	0.448	0.544	0.394	റിവറ്റിംഗ്
roach	0.146	0.598	0.259	റോച്ച്
road	0.656	0.404	0.404	റോഡ്
roadblock	0.337	0.669	0.490	വഴിതടയൽ
roadhouse	0.500	0.620	0.458	റോഡ്ഹൗസ്
roadie	0.500	0.566	0.455	റോഡി
roadrage	0.458	0.567	0.565	റോഡരേജ്
roadrunner	0.490	0.702	0.590	റോഡ് റണ്ണർ
roads	0.677	0.448	0.496	റോഡുകൾ
roadside	0.500	0.569	0.472	റോഡരികിൽ
roadster	0.531	0.622	0.473	റോഡ്സ്റ്റർ
roadtrip	0.677	0.596	0.519	റോഡ് യാത്ര
roadway	0.562	0.206	0.509	റോഡ്വേ
roadworks	0.562	0.538	0.509	റോഡ് പണികൾ
roam	0.510	0.550	0.444	കറങ്ങുക
roar	0.427	0.816	0.675	ഗർജ്ജിക്കുക
roaring	0.449	0.817	0.634	ഗർജ്ജിക്കുന്നു
roast	0.521	0.541	0.311	വറുത്തെടുക്കുക
roasted	0.615	0.520	0.339	വറുത്തത്
rob	0.112	0.840	0.500	കവര്ച്ച
robber	0.135	0.772	0.481	കൊള്ളക്കാരൻ
robbery	0.133	0.843	0.435	കവർച്ച
robe	0.594	0.216	0.298	അങ്കി
robin	0.552	0.363	0.393	റോബിൻ
robot	0.441	0.337	0.543	റോബോട്ട്
robotic	0.417	0.602	0.657	റോബോട്ടിക്
robotics	0.592	0.600	0.763	റോബോട്ടിക്സ്
robust	0.667	0.604	0.719	ദൃഢമായ
roc	0.427	0.510	0.415	റോക്ക്
rock	0.623	0.236	0.557	പാറ
rocker	0.615	0.704	0.625	റോക്കർ
rocket	0.664	0.824	0.774	റോക്കറ്റ്
rocks	0.365	0.209	0.543	പാറകൾ
rod	0.479	0.319	0.355	വടി
rodent	0.323	0.577	0.279	എലിശല്യം
rodeo	0.490	0.676	0.588	റോഡിയോ
roe	0.490	0.382	0.398	റോയ്
rogue	0.334	0.713	0.636	തെമ്മാടി
role	0.552	0.260	0.464	പങ്ക്
roll	0.469	0.510	0.172	ഉരുളുക
roller	0.521	0.394	0.345	റോളർ
rollercoaster	0.802	0.910	0.651	റോളർ കോസ്റ്റർ
rollers	0.490	0.365	0.336	റോളറുകൾ
rollicking	0.878	0.806	0.552	ഉരുളുന്നു
rolling	0.510	0.606	0.321	ഉരുളുന്നു
roman	0.615	0.475	0.639	റോമൻ
romance	0.980	0.682	0.587	പ്രണയം
romantic	0.936	0.531	0.598	റൊമാന്റിക്
romanticism	0.854	0.521	0.593	റൊമാന്റിസിസം
romp	0.610	0.640	0.417	ചങ്കൂറ്റം
roof	0.602	0.226	0.342	മേൽക്കൂര
rooftop	0.571	0.471	0.461	മേൽക്കൂര
rook	0.380	0.400	0.510	റൂക്ക്
rookie	0.583	0.370	0.198	പുതുമുഖം
room	0.729	0.283	0.445	മുറി
roomful	0.786	0.425	0.634	മുറിയുള്ള
roommate	0.750	0.481	0.480	സഹമുറിയൻ
rooms	0.677	0.241	0.386	മുറികൾ
roomy	0.760	0.342	0.736	ഇടമുള്ള
roost	0.500	0.410	0.345	റൂസ്റ്റ്
rooster	0.459	0.385	0.275	കോഴി
root	0.602	0.279	0.508	റൂട്ട്
root beer	0.582	0.520	0.415	റൂട്ട് ബിയർ
rooted	0.510	0.527	0.718	വേരൂന്നിയ
rope	0.385	0.280	0.345	കയർ
ropes	0.458	0.304	0.402	കയറുകൾ
rosary	0.806	0.140	0.430	ജപമാല
rose	0.865	0.276	0.386	ഉയർന്നു
