English Word	Valence	Arousal	Dominance	Slovenian Word
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	drsati
skateboard	0.677	0.550	0.353	rolka
skater	0.633	0.774	0.652	drsalec
skating	0.745	0.673	0.435	drsanje
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	skeet
skein	0.449	0.372	0.287	pramen
skeletal	0.306	0.558	0.318	skeletni
skeleton	0.183	0.464	0.343	okostje
skeptic	0.135	0.440	0.500	skeptik
skeptical	0.207	0.500	0.452	skeptičen
skepticism	0.229	0.480	0.582	skepticizem
sketch	0.704	0.276	0.420	skica
sketching	0.729	0.327	0.400	skiciranje
sketchy	0.333	0.479	0.241	nedorečen
skewed	0.340	0.480	0.361	poševno
skewer	0.470	0.365	0.457	nabodalo
ski	0.684	0.670	0.471	smuči
skid	0.357	0.640	0.440	drsenje
skier	0.802	0.788	0.639	smučar
skiff	0.479	0.375	0.472	čoln
skiing	0.823	0.824	0.620	smučanje
skijump	0.635	0.647	0.482	smučarski skok
skill	0.847	0.701	0.833	spretnost
skilled	0.886	0.614	0.929	usposobljeni
skillet	0.510	0.296	0.345	ponev
skillful	0.802	0.616	0.908	spreten
skim	0.418	0.328	0.322	posneto
skimpy	0.302	0.349	0.208	skopo
skin	0.569	0.350	0.395	kožo
skinny	0.333	0.333	0.298	suh
skip	0.458	0.804	0.439	preskoči
skipper	0.440	0.577	0.692	kapitan
skirmish	0.290	0.640	0.474	spopad
skirt	0.602	0.463	0.226	krilo
skirting	0.449	0.529	0.386	letve
skirts	0.622	0.538	0.241	krila
skit	0.438	0.434	0.421	skeč
skittish	0.156	0.815	0.172	plašljiv
skull	0.276	0.558	0.574	lobanja
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	nebo
skylight	0.708	0.314	0.343	strešno okno
skyline	0.592	0.412	0.662	obzorje
skyscraper	0.622	0.696	0.798	nebotičnik
slab	0.398	0.265	0.264	plošča
slack	0.521	0.283	0.446	ohlapnost
slag	0.266	0.600	0.254	žlindra
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	obrekovanje
slanderous	0.057	0.800	0.337	obrekljiv
slang	0.479	0.418	0.491	sleng
slant	0.469	0.396	0.536	poševno
slap	0.100	0.804	0.518	klofuta
slash	0.260	0.500	0.509	poševnica
slashes	0.330	0.328	0.410	poševnice
slate	0.531	0.283	0.431	skrilavec
slates	0.500	0.270	0.342	skrilavci
slaughter	0.052	0.953	0.602	zakol
slaughterhouse	0.146	0.794	0.472	klavnica
slaughtering	0.133	0.947	0.714	zakol
slave	0.171	0.795	0.151	suženj
slavery	0.052	0.783	0.218	suženjstvo
slay	0.133	0.920	0.585	ubiti
slayer	0.041	0.930	0.661	ubijalec
sleaze	0.312	0.538	0.405	zanič
sleazy	0.292	0.674	0.370	zanič
sled	0.635	0.547	0.446	sani
sledding	0.625	0.547	0.422	sankanje
sledge	0.646	0.500	0.361	sani
sledgehammer	0.449	0.479	0.482	šeleshamer
sleek	0.750	0.484	0.643	eleganten
sleep	0.719	0.090	0.339	spati
sleeper	0.640	0.154	0.254	spalnik
sleeping	0.704	0.091	0.312	spanje
sleepless	0.213	0.410	0.207	neprespana
sleeplessness	0.104	0.604	0.202	nespečnost
sleepover	0.815	0.519	0.340	spanje
sleepy	0.604	0.125	0.250	zaspana
sleepyhead	0.327	0.350	0.294	zaspanec
sleet	0.410	0.355	0.395	žled
sleeve	0.531	0.270	0.273	rokav
sleeveless	0.638	0.290	0.200	brez rokavov
sleigh	0.742	0.551	0.396	sani
sleight	0.719	0.677	0.379	zvitost
slender	0.812	0.548	0.664	vitek
sleuth	0.460	0.633	0.676	detektiv
slice	0.583	0.375	0.303	rezina
slick	0.388	0.383	0.349	gladek
slicker	0.727	0.387	0.519	slicker
slide	0.615	0.435	0.432	zdrs
slider	0.585	0.491	0.518	drsnik
sliding	0.356	0.730	0.491	drsenje
slight	0.521	0.240	0.155	rahlo
slight anticipation	0.562	0.490	0.445	rahlo pričakovanje
slight disgust	0.156	0.578	0.318	rahlo gnus
slight surprise	0.677	0.746	0.557	rahlo presenečenje
slight trust	0.306	0.400	0.245	rahlo zaupanje
slightly	0.470	0.274	0.255	malce
slightly negative	0.190	0.472	0.259	rahlo negativno
slightly positive	0.792	0.480	0.567	rahlo pozitivno
slim	0.562	0.180	0.296	vitek
slime	0.300	0.370	0.183	sluz
slimy	0.177	0.500	0.309	sluzast
sling	0.417	0.423	0.404	zanka
slingshot	0.323	0.654	0.474	frača
slink	0.460	0.546	0.314	potuhniti
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	zdrs
slipper	0.635	0.298	0.245	copat
slippers	0.573	0.413	0.236	copati
slippery	0.219	0.740	0.343	spolzko
slit	0.406	0.490	0.366	reža
sliver	0.388	0.347	0.291	drobec
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	sliniti se
slogan	0.550	0.216	0.564	slogan
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	slop
slope	0.347	0.438	0.279	naklon
sloppy	0.303	0.441	0.183	površen
slot	0.469	0.337	0.337	reža
sloth	0.198	0.140	0.125	lenuh
slouch	0.365	0.450	0.328	spuščen
slough	0.265	0.390	0.200	slough
slow	0.357	0.073	0.131	počasi
slowly	0.427	0.185	0.295	počasi
slowness	0.302	0.212	0.191	počasnost
sludge	0.354	0.396	0.229	blato
slug	0.276	0.370	0.160	polž
slugger	0.458	0.500	0.518	slagger
sluggish	0.224	0.124	0.155	počasno
sluice	0.427	0.520	0.365	zapora
slum	0.292	0.528	0.302	slum
slumber	0.592	0.191	0.426	spanje
slump	0.194	0.438	0.130	padec
slur	0.115	0.814	0.427	blatiti
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	brozga
slut	0.071	0.808	0.309	kurba
slutty	0.224	0.810	0.371	kurba
sly	0.573	0.690	0.750	zvit
smack	0.323	0.662	0.381	cmok
small	0.542	0.205	0.120	majhna
smaller	0.300	0.310	0.179	manjši
smallest	0.281	0.340	0.129	najmanjši
smallpox	0.156	0.583	0.222	črne koze
smart	0.906	0.607	0.923	pameten
smartass	0.364	0.520	0.620	pametnjakovič
smarten	0.602	0.490	0.551	pametovati
smarty	0.673	0.510	0.848	pameten
smash	0.195	0.692	0.530	razbiti
smashed	0.143	0.660	0.256	razbiti
smattering	0.448	0.460	0.500	zmešnjava
smear	0.230	0.433	0.400	razmazati
smell	0.510	0.520	0.330	vonj
smelling	0.458	0.481	0.349	vonj
smelly	0.100	0.528	0.245	smrdljivo
smelt	0.333	0.441	0.345	dišati
smidgen	0.367	0.385	0.357	drobec
smile	0.906	0.598	0.618	nasmeh
smiled	0.949	0.530	0.536	nasmehnil
smiles	0.892	0.606	0.607	nasmehi
smiley	0.865	0.470	0.571	smešek
smiling	0.981	0.679	0.625	nasmejana
smirk	0.792	0.596	0.583	Nasmeh
smite	0.303	0.846	0.682	udariti
smith	0.677	0.333	0.529	smith
smithereens	0.281	0.561	0.409	tisoč koščkov
smitten	0.153	0.760	0.204	zadeti
smock	0.429	0.250	0.250	halja
smog	0.271	0.480	0.382	smog
smoke	0.188	0.500	0.391	dim
smoker	0.208	0.528	0.311	kadilec
smokey	0.494	0.462	0.430	dimljen
smoking	0.176	0.557	0.384	kajenje
smoky	0.459	0.420	0.327	dimljen
smoldering	0.635	0.781	0.764	tlenje
smooch	0.796	0.731	0.491	gladiti
smooth	0.823	0.127	0.281	gladka
smoothie	0.806	0.333	0.281	smoothie
smoothly	0.821	0.134	0.488	gladko
smoothness	0.833	0.221	0.412	gladkost
smother	0.292	0.685	0.420	zadušiti
smudge	0.327	0.429	0.245	razmazati
smug	0.198	0.552	0.587	samozadovoljen
smuggle	0.194	0.775	0.570	tihotapiti
smuggler	0.062	0.867	0.645	tihotapec
smuggling	0.229	0.783	0.510	tihotapstvo
smut	0.357	0.360	0.349	smuti
snack	0.646	0.407	0.345	prigrizek
snacks	0.781	0.480	0.306	prigrizki
snafu	0.375	0.549	0.274	zaplet
snag	0.417	0.250	0.339	zatika
snags	0.177	0.721	0.490	zanke
snail	0.480	0.104	0.296	polž
snake	0.276	0.750	0.549	kača
snakes	0.176	0.662	0.606	kače
snakeskin	0.276	0.696	0.391	kačja koža
snap	0.344	0.517	0.352	snap
snapper	0.417	0.429	0.245	hlastač
snappy	0.573	0.592	0.418	hitro
snapshot	0.573	0.578	0.588	posnetek
snare	0.229	0.850	0.466	zanka
snarl	0.430	0.787	0.455	zarežati
snarling	0.312	0.704	0.491	renčanje
snatch	0.219	0.861	0.691	zgrabiti
snatcher	0.122	0.867	0.563	grabežljivac
snazzy	0.735	0.370	0.660	očarljivo
sneak	0.281	0.745	0.449	prikradati se
sneaker	0.794	0.479	0.389	superga
sneakers	0.604	0.548	0.349	superge
sneaking	0.203	0.755	0.545	potuhnjen
sneaky	0.240	0.740	0.560	zahrbten
sneer	0.133	0.755	0.345	posmeh
sneeze	0.271	0.442	0.336	kihanje
sneezing	0.434	0.570	0.345	kihanje
snicker	0.708	0.693	0.409	smehati se
snide	0.186	0.723	0.455	zanič
sniff	0.396	0.500	0.318	vohati
snip	0.417	0.327	0.268	odrezek
snipe	0.198	0.915	0.491	ostrostrelec
sniper	0.167	0.870	0.853	ostrostrelec
snippet	0.612	0.410	0.368	delček
snippy	0.418	0.491	0.481	ostro
snitch	0.300	0.598	0.333	potuhniti
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	vohljati
snoopy	0.573	0.534	0.291	vohljati
snooty	0.390	0.455	0.446	napuhljiv
snooze	0.235	0.357	0.282	dremež
snore	0.245	0.610	0.481	smrčanje
snorkel	0.510	0.470	0.327	dihalka
snort	0.469	0.531	0.413	smrčati
snot	0.214	0.340	0.269	smrkelj
snotty	0.180	0.382	0.200	smrkavec
snout	0.276	0.385	0.241	Gobec
snow	0.667	0.363	0.309	sneg
snowball	0.717	0.444	0.321	snežna kepa
snowboard	0.663	0.680	0.511	deskanje na snegu
snowboarder	0.719	0.754	0.545	deskar na snegu
snowday	0.602	0.500	0.440	snežni dan
snowfall	0.675	0.280	0.455	sneženje
snowflake	0.748	0.192	0.260	snežinka
snowing	0.586	0.490	0.387	sneženje
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	sneženi mož
snowplow	0.449	0.480	0.493	snežni plug
snowstorm	0.204	0.833	0.629	snežna nevihta
snowy	0.656	0.304	0.357	sneženo
snub	0.229	0.412	0.228	snub
snubbed	0.265	0.528	0.279	zaničen
snuff	0.357	0.470	0.377	njuhanje
snug	0.867	0.173	0.500	udobno
snuggle	0.781	0.390	0.350	stisniti se
snuggled	0.552	0.439	0.314	stisnil
snuggles	0.670	0.340	0.287	se stisne
snuggling	0.683	0.585	0.373	stiskanje
soak	0.480	0.370	0.240	namočiti
soaked	0.365	0.462	0.358	namočeno
soaking	0.438	0.324	0.375	namakanje
soangry	0.327	0.650	0.482	tako jezen
soannoyed	0.271	0.529	0.426	tako jezen
soap	0.531	0.163	0.311	milo
soapbox	0.500	0.415	0.393	milnik
soapy	0.552	0.373	0.355	milnato
soar	0.790	0.740	0.718	vzleteti
soaring	0.708	0.704	0.650	naraščajoče
sob	0.115	0.480	0.212	vpitje
sober	0.729	0.216	0.568	trezen
soblessed	0.542	0.395	0.287	soblesed
sobriety	0.680	0.310	0.583	treznost
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	nogomet
sociable	0.854	0.459	0.627	družaben
social	0.806	0.370	0.614	socialni
socialanxiety	0.270	0.588	0.426	socialna anksioznost
socialism	0.510	0.500	0.560	socializem
socialist	0.448	0.400	0.543	socialist
socialite	0.684	0.668	0.570	družbenik
socialize	0.907	0.683	0.726	družiti se
society	0.674	0.464	0.782	družbe
sociology	0.615	0.439	0.694	sociologija
sociopath	0.104	0.863	0.439	sociopat
sock	0.500	0.167	0.290	nogavica
socket	0.583	0.469	0.377	vtičnica
sod	0.427	0.383	0.333	sod
soda	0.688	0.314	0.364	soda
soda/pop	0.581	0.410	0.382	gazirana pijača
sodding	0.240	0.500	0.400	sodding
sodium	0.490	0.340	0.291	natrij
sofa	0.583	0.106	0.263	kavč
soft	0.760	0.179	0.232	mehko
softball	0.735	0.630	0.518	softball
soften	0.694	0.194	0.392	zmehčati
softener	0.745	0.300	0.373	mehčalec
softening	0.700	0.255	0.361	mehčanje
softly	0.517	0.206	0.304	nežno
softness	0.875	0.086	0.402	mehkobo
software	0.561	0.280	0.570	programsko opremo
soggy	0.312	0.350	0.241	razmočeno
sohappy	0.949	0.673	0.681	tako srečen
soil	0.350	0.180	0.356	prst
soiled	0.106	0.529	0.213	umazana
soiree	0.729	0.692	0.578	večerja
sojourn	0.514	0.243	0.509	bivanje
solace	0.776	0.294	0.453	tolažba
solar	0.622	0.452	0.645	sončna
solarium	0.602	0.356	0.421	solarij
solder	0.439	0.510	0.611	spajkanje
soldering	0.573	0.536	0.538	spajkanje
soldier	0.392	0.708	0.768	vojak
sole	0.427	0.194	0.279	podplat
solemn	0.708	0.370	0.709	slovesno
solicit	0.620	0.490	0.604	zahtevati
solicitation	0.612	0.519	0.415	nagovarjanje
solicitor	0.600	0.479	0.802	odvetnik
solid	0.667	0.304	0.763	trdna
solidarity	0.792	0.407	0.781	solidarnost
solidification	0.480	0.500	0.827	strjevanje
solidified	0.633	0.415	0.745	utrjena
solidify	0.583	0.318	0.754	utrditi
solidity	0.745	0.444	0.850	trdnost
solitaire	0.365	0.227	0.279	pasjansa
solitary	0.224	0.202	0.268	osamljen
solitude	0.208	0.226	0.358	samota
solo	0.438	0.190	0.325	solo
solubility	0.506	0.360	0.442	topnost
soluble	0.542	0.272	0.409	topen
solucky	0.573	0.529	0.615	tako srečen
solution	0.790	0.339	0.664	rešitev
solve	0.656	0.530	0.688	rešiti
solvency	0.604	0.296	0.605	plačilna sposobnost
solvent	0.635	0.316	0.573	topilo
somad	0.429	0.490	0.463	tako jezen
somatic	0.438	0.406	0.444	somatsko
somber	0.184	0.500	0.380	mračno
some anticipation	0.423	0.482	0.472	nekaj pričakovanja
some disgust	0.094	0.657	0.321	nekaj gnusa
some surprise	0.827	0.849	0.500	kakšno presenečenje
some trust	0.594	0.451	0.547	nekaj zaupanja
somersault	0.214	0.769	0.519	salto
somethingigetalot	0.573	0.567	0.509	nekajgetalot
somewhat negative	0.208	0.480	0.150	nekoliko negativno
somewhat positive	0.920	0.510	0.667	nekoliko pozitivno
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	sin
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	sončen
song	0.854	0.413	0.500	pesem
songwriter	0.844	0.558	0.713	tekstopisec
sonic	0.594	0.500	0.481	zvočni
sonice	0.500	0.356	0.421	tako lepo
sonnet	0.718	0.294	0.404	sonet
sonorous	0.646	0.580	0.442	sonoren
soot	0.375	0.328	0.292	saje
soothe	0.817	0.194	0.412	pomiriti
soothing	0.625	0.179	0.519	pomirjujoče
sophisticated	0.865	0.481	0.845	sofisticiran
sophistication	0.792	0.472	0.704	prefinjenost
sophomore	0.653	0.415	0.427	drugošolec
sopissed	0.276	0.577	0.433	sopissed
soppy	0.510	0.355	0.297	soppy
soprano	0.552	0.550	0.685	sopran
sorcerer	0.377	0.633	0.632	čarovnik
sorcery	0.279	0.740	0.640	čarovništvo
sordid	0.219	0.555	0.447	umazan
sore	0.094	0.650	0.224	boleče
soready	0.622	0.500	0.545	soready
sorely	0.284	0.727	0.370	hudo
soreness	0.113	0.843	0.302	bolečina
sorghum	0.469	0.358	0.420	sirek
sorority	0.635	0.637	0.627	sestrstvo
sorrow	0.052	0.235	0.164	žalost
sorrowful	0.049	0.422	0.163	žalosten
sorry	0.406	0.362	0.212	oprosti
sort	0.673	0.389	0.674	vrsta
sorter	0.594	0.412	0.823	sortirnik
sortie	0.490	0.450	0.311	izlet
sorting	0.469	0.400	0.642	razvrščanje
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	soscared
soscary	0.301	0.660	0.414	tako strašno
soslow	0.347	0.312	0.284	tako počasi
sostressed	0.435	0.481	0.578	tako poudarjeno
sosweet	0.755	0.354	0.417	sladko
sothankful	0.729	0.526	0.418	tako hvaležna
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	duša
soulful	0.755	0.331	0.500	duševno
soulless	0.125	0.591	0.400	brez duše
soulmate	0.890	0.500	0.628	sorodna duša
sound	0.765	0.623	0.398	zvok
sounding	0.690	0.500	0.558	zveneče
soundness	0.780	0.377	0.893	trdnost
soundproof	0.490	0.390	0.409	zvočno izolirana
soundtrack	0.630	0.559	0.518	zvočni posnetek
soup	0.602	0.245	0.269	juha
sour	0.276	0.594	0.373	kislo
source	0.740	0.318	0.684	vir
sourpuss	0.188	0.620	0.382	kislica
south	0.562	0.265	0.429	jug
southbound	0.510	0.370	0.395	proti jugu
southeast	0.510	0.283	0.413	jugovzhodno
southern	0.552	0.269	0.370	Južni
southpaw	0.542	0.389	0.404	južnjak
southwest	0.406	0.314	0.355	jugozahodno
souvenir	0.844	0.311	0.466	spominek
sovereign	0.698	0.500	0.885	suverena
sovereignty	0.719	0.529	0.886	suverenost
soviet	0.347	0.580	0.536	sovjetski
sow	0.667	0.430	0.446	svinja
soy	0.438	0.250	0.286	soja
soy sauce	0.573	0.382	0.318	sojina omaka
soybean	0.521	0.250	0.293	soja
spa	0.622	0.151	0.386	zdravilišče
space	0.800	0.317	0.573	prostora
spacecraft	0.646	0.698	0.680	vesoljsko plovilo
spaceman	0.688	0.577	0.848	vesolec
spaceship	0.643	0.781	0.664	vesoljska ladja
spacing	0.621	0.425	0.507	razmik
spacious	0.880	0.365	0.557	prostoren
spade	0.469	0.667	0.529	lopata
spaghetti	0.729	0.353	0.288	špageti
spam	0.188	0.354	0.304	nezaželena pošta
spammers	0.354	0.500	0.418	pošiljatelji neželene pošte
span	0.521	0.330	0.528	razpon
spandex	0.429	0.520	0.429	elastan
spaniel	0.561	0.435	0.385	španjel
spank	0.112	0.882	0.642	šeškati
spanking	0.194	0.736	0.392	šeškanje
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	rezervni
spareribs	0.635	0.431	0.395	rebra
sparingly	0.510	0.353	0.518	zmerno
spark	0.688	0.745	0.529	iskra
sparkle	0.819	0.765	0.510	bleščati
sparkling	0.700	0.418	0.598	peneče
sparkly	0.885	0.590	0.726	iskrivo
sparring	0.292	0.870	0.704	sparing
sparrow	0.583	0.460	0.327	vrabec
sparse	0.240	0.367	0.209	redek
spasm	0.194	0.594	0.366	krč
spastic	0.240	0.541	0.491	spastični
spat	0.427	0.413	0.309	pljunil
spatial	0.604	0.625	0.645	prostorsko
spatter	0.292	0.630	0.315	brizganje
spatula	0.302	0.198	0.369	lopatico
spawn	0.542	0.586	0.709	drstiti se
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	govoriti
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	zvočnik
speakerphone	0.531	0.569	0.560	zvočnik
speaking	0.753	0.590	0.575	govorjenje
spear	0.510	0.601	0.500	kopje
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	poseben
specialist	0.760	0.562	0.877	specialist
speciality	0.854	0.470	0.885	posebnost
specialize	0.776	0.540	0.861	specializirati
specially	0.847	0.398	0.714	posebej
specialty	0.724	0.479	0.783	posebnost
specie	0.583	0.471	0.650	specie
species	0.561	0.330	0.645	vrste
specific	0.656	0.388	0.691	specifična
specification	0.552	0.479	0.602	specifikacija
specify	0.656	0.405	0.600	navedite
specimen	0.531	0.444	0.568	vzorec
speck	0.418	0.245	0.343	pega
speckled	0.449	0.263	0.254	pikast
specs	0.540	0.398	0.618	specifikacije
spectacle	0.812	0.745	0.762	spektakel
spectacles	0.816	0.775	0.648	očala
spectacular	0.947	0.740	0.887	spektakularno
spectator	0.694	0.560	0.667	gledalec
specter	0.265	0.723	0.540	spekter
spectral	0.430	0.667	0.500	spektralni
spectrometer	0.500	0.452	0.490	spektrometer
spectrophotometer	0.500	0.484	0.500	spektrofotometer
spectroscopy	0.470	0.541	0.570	spektroskopija
spectrum	0.312	0.700	0.527	spekter
speculate	0.398	0.602	0.553	špekulirati
speculation	0.325	0.683	0.394	špekulacije
speculative	0.276	0.591	0.464	špekulativno
speculum	0.417	0.469	0.433	spekulum
speech	0.656	0.470	0.688	govor
speechless	0.459	0.320	0.315	brez besed
speed	0.719	0.849	0.658	hitrost
speedboat	0.635	0.858	0.612	gliser
speedily	0.688	0.740	0.665	hitro
speeding	0.438	0.908	0.645	prekoračitev hitrosti
speedometer	0.427	0.549	0.579	merilnik hitrosti
speedway	0.667	0.519	0.416	speedway
speedy	0.625	0.625	0.793	hitro
spell	0.385	0.380	0.368	urok
spellbound	0.531	0.647	0.387	očarana
spelling	0.594	0.357	0.398	črkovanje
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	porabiti
spender	0.312	0.692	0.377	porabnik
spending	0.333	0.556	0.330	poraba
spent	0.296	0.296	0.263	porabil
sperm	0.396	0.706	0.453	sperma
spew	0.260	0.651	0.573	bruhati
sphere	0.633	0.277	0.500	krogla
spherical	0.550	0.308	0.500	sferične
sphincter	0.347	0.633	0.375	sfinkter
sphinx	0.604	0.324	0.490	sfinga
spic	0.302	0.455	0.451	spic
spice	0.594	0.439	0.384	začimba
spicy	0.440	0.733	0.610	začinjeno
spider	0.229	0.569	0.430	pajek
spiders	0.260	0.696	0.368	pajki
spiffy	0.615	0.582	0.470	pikantno
spigot	0.380	0.346	0.423	čep
spike	0.382	0.510	0.408	konica
spiked	0.281	0.613	0.407	s konicami
spiky	0.284	0.657	0.587	bodičasto
spill	0.408	0.633	0.456	razlitje
spillin	0.375	0.500	0.362	spillin
spin	0.551	0.422	0.345	vrtenje
spinach	0.583	0.200	0.368	špinača
spinal	0.312	0.491	0.296	hrbtenično
spindle	0.552	0.410	0.360	vreteno
spine	0.495	0.461	0.600	hrbtenica
spineless	0.344	0.387	0.321	brez hrbtenice
spinner	0.458	0.593	0.471	vrtavka
spinning	0.594	0.610	0.481	predenje
spinster	0.357	0.368	0.345	devica
spiny	0.167	0.639	0.528	trnast
spiral	0.490	0.624	0.361	spirala
spire	0.354	0.358	0.389	zvonik
spirit	0.786	0.370	0.621	duha
spirited	0.854	0.587	0.734	živahno
spirits	0.583	0.847	0.545	žgane pijače
spiritual	0.938	0.327	0.564	duhovno
spirituality	0.865	0.281	0.667	duhovnost
spit	0.149	0.545	0.436	pljuvati
spite	0.080	0.600	0.317	navkljub
spiteful	0.073	0.710	0.330	zlobna
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	pljuvalnik
splash	0.521	0.412	0.281	brizganje
splat	0.510	0.433	0.385	splat
splatter	0.312	0.596	0.352	brizganje
spleen	0.448	0.255	0.396	vranica
splendid	0.896	0.740	0.810	čudovito
splendor	0.927	0.612	0.850	sijaj
splice	0.386	0.460	0.377	spoj
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	opornica
splinter	0.136	0.422	0.325	drobec
split	0.344	0.618	0.410	razdeliti
splitting	0.188	0.598	0.375	cepitev
splurge	0.365	0.481	0.542	razmetavati se
spoil	0.146	0.723	0.328	pokvariti
spoiler	0.347	0.527	0.380	spojler
spoiling	0.135	0.678	0.306	razvajanje
spoils	0.388	0.760	0.481	pokvari
spoke	0.635	0.433	0.483	govoril
spoken	0.551	0.363	0.545	govorjeno
spokesman	0.720	0.480	0.611	tiskovni predstavnik
spokesperson	0.573	0.453	0.615	tiskovni predstavnik
sponge	0.551	0.192	0.219	goba
spongy	0.469	0.324	0.344	gobasto
sponsor	0.729	0.537	0.800	sponzor
sponsorship	0.854	0.608	0.696	sponzorstvo
spontaneity	0.817	0.698	0.655	spontanost
spontaneous	0.780	0.578	0.655	spontano
spoof	0.490	0.594	0.381	prevara
spook	0.327	0.887	0.322	spook
spooky	0.104	0.858	0.380	strašljivo
spool	0.397	0.389	0.312	spool
spoon	0.479	0.236	0.259	žlica
spoonful	0.582	0.208	0.308	žlica
sporadic	0.333	0.394	0.500	sporadičen
spore	0.480	0.408	0.231	spore
sport	0.865	0.700	0.657	šport
sporting	0.917	0.656	0.675	športno
sports	0.833	0.683	0.587	šport
sports car	0.759	0.696	0.669	športni avto
sportsman	0.755	0.735	0.713	športnik
sportsmanship	0.890	0.582	0.694	športnost
sportswriter	0.760	0.551	0.566	športnik
sporty	0.735	0.713	0.648	športen
spot	0.510	0.180	0.336	spot
spotless	0.792	0.327	0.726	brezmadežno
spotlight	0.688	0.353	0.519	ospredje
spotted	0.354	0.472	0.295	opažen
spotter	0.542	0.491	0.644	opazovalec
spotty	0.281	0.606	0.241	lisasta
spousal	0.656	0.582	0.632	zakonca
spouse	0.750	0.600	0.645	zakonec
spout	0.438	0.357	0.309	izliv
sprain	0.063	0.580	0.384	zvin
sprawl	0.600	0.596	0.672	širjenje
spray	0.438	0.410	0.333	pršilo
spread	0.570	0.583	0.651	širjenje
spreader	0.510	0.480	0.500	trosilnik
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	pomlad
springtime	0.837	0.439	0.722	pomladni čas
sprinkle	0.635	0.404	0.380	potresemo
sprinkler	0.510	0.434	0.473	škropilnica
sprinkling	0.677	0.510	0.466	škropljenje
sprint	0.549	0.649	0.528	sprint
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	kalček
spruce	0.604	0.288	0.380	smreka
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	pogum
spunky	0.646	0.879	0.755	pogumen
spur	0.378	0.545	0.340	ostroga
spurious	0.178	0.480	0.343	lažno
spurred	0.562	0.684	0.472	spodbudil
spurt	0.448	0.550	0.475	sunek
spy	0.260	0.686	0.530	vohun
squabble	0.173	0.850	0.500	prepir
squad	0.552	0.711	0.806	ekipa
squadron	0.469	0.686	0.787	eskadrilja
squall	0.191	0.833	0.655	nevihta
squamous	0.344	0.446	0.418	skvamozni
squander	0.240	0.755	0.529	zapravljati
square	0.509	0.340	0.291	kvadrat
squash	0.531	0.667	0.410	squash
squat	0.330	0.550	0.453	počep
squatter	0.390	0.361	0.565	skvoter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	zakričati
squeak	0.271	0.679	0.300	škripati
squeaky	0.229	0.771	0.367	škripajoče
squeal	0.250	0.731	0.375	cviliti
squealer	0.541	0.519	0.330	piskač
squeamish	0.176	0.656	0.453	škrtav
squeeze	0.458	0.676	0.532	stisniti
squeezing	0.260	0.598	0.557	stiskanje
squelch	0.271	0.510	0.462	dušenje
squid	0.497	0.398	0.357	lignji
squint	0.385	0.461	0.452	mežikanje
squire	0.479	0.459	0.710	štitonoša
squirm	0.235	0.824	0.373	zvijati se
squirrel	0.592	0.358	0.333	veverica
squirt	0.406	0.460	0.255	brizgati
squish	0.260	0.788	0.481	zmečkati
squishy	0.516	0.333	0.307	zmečkan
stab	0.167	0.882	0.595	zabodel
stabbed	0.031	0.875	0.431	Zaboden
stability	0.812	0.264	0.849	stabilnost
stabilize	0.839	0.427	0.722	stabilizirati
stabilizer	0.688	0.353	0.767	stabilizator
stable	0.725	0.204	0.735	stabilno
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	kup
stadium	0.635	0.679	0.611	stadion
staff	0.745	0.274	0.627	osebje
stag	0.594	0.250	0.389	jelen
stage	0.592	0.306	0.473	stopnja
stagecoach	0.516	0.519	0.627	diližansa
stagehand	0.420	0.684	0.555	odrski delavec
stagger	0.531	0.620	0.458	omahniti
