English Word	Valence	Arousal	Dominance	Finnish Word
pronto	0.646	0.500	0.468	pronto
pronunciation	0.531	0.431	0.588	ääntäminen
proof	0.438	0.509	0.619	todiste
prop	0.510	0.427	0.436	prop
propaganda	0.521	0.651	0.618	propaganda
propagate	0.561	0.609	0.630	lisääntyä
propagation	0.354	0.712	0.648	eteneminen
propane	0.346	0.473	0.436	propaani
propel	0.750	0.786	0.804	ajaa eteenpäin
propelled	0.633	0.736	0.731	kuljetettu
propeller	0.479	0.569	0.482	potkuri
propelling	0.602	0.770	0.824	työntämällä
propensity	0.521	0.462	0.660	taipumus
proper	0.796	0.312	0.757	oikea
property	0.740	0.221	0.805	omaisuutta
prophecy	0.747	0.692	0.750	profetia
prophesy	0.673	0.538	0.682	profetoida
prophet	0.673	0.462	0.774	profeetta
prophetic	0.688	0.586	0.796	profeetallinen
prophylactic	0.510	0.491	0.527	profylaktinen
prophylaxis	0.292	0.404	0.647	profylaksi
proportion	0.541	0.462	0.518	suhteessa
proportional	0.729	0.380	0.621	suhteellinen
proportionate	0.704	0.370	0.670	oikeasuhteista
proportions	0.625	0.430	0.500	mittasuhteet
proposal	0.888	0.667	0.596	ehdotus
propose	0.604	0.720	0.710	ehdottaa
proposition	0.627	0.750	0.565	ehdotus
proprietary	0.771	0.278	0.814	omistusoikeus
proprietor	0.735	0.480	0.843	omistaja
proprietorship	0.667	0.441	0.807	omistusoikeus
propriety	0.823	0.273	0.798	asianmukaisuutta
propulsion	0.615	0.773	0.644	propulsio
prose	0.542	0.274	0.436	proosaa
prosecute	0.479	0.587	0.769	syytteeseen
prosecution	0.245	0.857	0.647	syytteeseenpano
prosecutor	0.450	0.491	0.796	syyttäjä
prospect	0.733	0.442	0.698	mahdollisuus
prospection	0.594	0.633	0.640	etsintä
prospective	0.678	0.500	0.717	mahdollinen
prospectively	0.760	0.620	0.679	tulevaisuuteen
prospector	0.573	0.651	0.640	malminetsijä
prospectus	0.612	0.558	0.873	esite
prosper	0.935	0.633	0.857	menestyä
prosperity	0.917	0.600	0.860	vaurautta
prosperous	0.948	0.627	0.890	vauras
prostate	0.323	0.510	0.438	eturauhasen
prosthetic	0.340	0.464	0.426	proteettinen
prostitute	0.167	0.860	0.427	prostituoitu
prostitution	0.125	0.843	0.475	prostituutio
prostrate	0.276	0.402	0.295	nujerrettu
protagonist	0.765	0.704	0.877	päähenkilö
protect	0.823	0.714	0.791	suojella
protected	0.854	0.378	0.709	suojattu
protecting	0.878	0.558	0.832	suojelemassa
protection	0.863	0.530	0.664	suojaa
protective	0.844	0.459	0.860	suojaava
protector	0.779	0.360	0.824	suojelija
protein	0.750	0.337	0.654	proteiinia
protest	0.140	0.889	0.596	protesti
protocol	0.178	0.500	0.786	protokollaa
proton	0.458	0.415	0.491	protoni
prototype	0.673	0.330	0.657	prototyyppi
protozoa	0.350	0.452	0.402	alkueläimet
protracted	0.592	0.509	0.580	pitkittynyt
protrude	0.704	0.627	0.753	ulkonevat
protrusion	0.354	0.670	0.510	ulkonema
proud	0.906	0.700	0.873	ylpeä
prove	0.583	0.520	0.566	todistaa
proven	0.724	0.311	0.611	todistettu
proverb	0.714	0.260	0.518	sananlasku
proverbial	0.583	0.430	0.697	sananlaskun-
provide	0.833	0.517	0.704	tarjota
provided	0.871	0.353	0.648	tarjotaan
providence	0.603	0.337	0.755	kaitselmus
provider	0.751	0.494	0.750	tarjoaja
providing	0.816	0.550	0.896	tarjoamalla
province	0.714	0.255	0.471	maakunnassa
provincial	0.645	0.341	0.481	maakuntalainen
provision	0.750	0.450	0.692	säännös
provisional	0.531	0.539	0.364	väliaikainen
provisionally	0.570	0.470	0.461	väliaikaisesti
provisions	0.670	0.510	0.642	määräyksiä
proviso	0.418	0.406	0.569	ehdolla
provocation	0.210	0.893	0.705	provokaatio
provocative	0.438	0.814	0.684	provosoiva
provoke	0.300	0.871	0.735	provosoida
provoked	0.271	0.676	0.528	provosoitunut
provoking	0.338	0.920	0.717	provosoivaa
provost	0.480	0.474	0.464	rehtori
prowess	0.792	0.657	0.833	kyvykkyys
prowl	0.312	0.542	0.396	vaania
prowler	0.375	0.608	0.509	prowler
proximal	0.541	0.460	0.562	proksimaalinen
proximate	0.667	0.433	0.519	läheinen
proximity	0.677	0.508	0.569	läheisyys
proxy	0.521	0.408	0.520	välityspalvelin
prude	0.327	0.410	0.333	sievistelijä
prudence	0.781	0.284	0.679	varovaisuutta
prudent	0.706	0.250	0.657	varovainen
prune	0.531	0.311	0.382	karsia
pruning	0.265	0.302	0.310	karsiminen
pry	0.406	0.482	0.500	urkkia
prying	0.385	0.647	0.547	utelias
psalm	0.688	0.224	0.557	psalmi
psalms	0.602	0.252	0.534	psalmit
pseudo	0.367	0.389	0.282	pseudo
pseudonym	0.500	0.398	0.423	salanimi
psi	0.429	0.454	0.449	psi
psoriasis	0.125	0.674	0.330	psoriasis
psych	0.480	0.500	0.526	psyk
psyche	0.427	0.375	0.435	psyyke
psychedelic	0.450	0.630	0.482	psykedeelinen
psychiatric	0.210	0.616	0.525	psykiatrinen
psychiatrist	0.489	0.627	0.765	psykiatri
psychiatry	0.191	0.663	0.698	psykiatria
psychic	0.490	0.559	0.726	psyykkinen
psychical	0.500	0.500	0.811	psyykkistä
psychics	0.490	0.529	0.692	meediota
psycho	0.039	0.922	0.560	psyko
psychoanalysis	0.438	0.490	0.741	psykoanalyysi
psychoanalyst	0.343	0.600	0.738	psykoanalyytikko
psychobabble	0.363	0.602	0.543	psykoputus
psychological	0.406	0.449	0.660	psykologinen
psychologist	0.375	0.308	0.658	psykologi
psychology	0.561	0.396	0.726	psykologia
psychopath	0.040	0.943	0.536	psykopaatti
psychopathic	0.077	0.918	0.508	psykopaattinen
psychosis	0.167	0.859	0.312	psykoosi
psychosomatic	0.250	0.580	0.473	psykosomaattinen
psychotherapy	0.396	0.547	0.651	psykoterapia
psychotic	0.198	0.856	0.474	psykoottinen
pterodactyl	0.354	0.716	0.625	pterodaktyyli
ptsd	0.373	0.520	0.346	ptsd
pub	0.592	0.637	0.446	pub
puberty	0.552	0.786	0.504	murrosikä
pubes	0.490	0.513	0.349	pubes
pubescent	0.550	0.570	0.455	karvainen
pubic	0.406	0.570	0.509	häpy-
public	0.592	0.510	0.664	julkinen
publication	0.549	0.470	0.600	julkaisu
publicist	0.562	0.531	0.676	tiedottaja
publicity	0.590	0.622	0.679	julkisuus
publicly	0.740	0.481	0.632	julkisesti
publicspeaking	0.448	0.917	0.632	julkinen puhuminen
publish	0.714	0.547	0.603	julkaista
published	0.667	0.429	0.570	julkaistu
publisher	0.571	0.392	0.691	kustantaja
publishing	0.708	0.615	0.660	julkaiseminen
puck	0.398	0.490	0.349	kiekko
pucker	0.327	0.427	0.315	ryppy
pudding	0.750	0.255	0.202	vanukas
puddle	0.396	0.302	0.298	rapakko
pudgy	0.310	0.428	0.300	pullea
puff	0.531	0.367	0.260	pullistaa
puffing	0.396	0.612	0.375	puhaltaa
puffy	0.333	0.540	0.387	pullea
pug	0.600	0.298	0.462	mopsi
puke	0.204	0.545	0.292	oksentaa
pull	0.450	0.685	0.473	Vedä
pulley	0.480	0.333	0.413	talja
pullover	0.657	0.340	0.439	aja sivuun
pulmonary	0.276	0.471	0.544	keuhkoihin
pulp	0.469	0.231	0.324	massa
pulpit	0.469	0.449	0.517	saarnatuoli
pulsar	0.490	0.500	0.618	pulsar
pulsation	0.448	0.567	0.585	pulsaatio
pulse	0.507	0.412	0.492	pulssi
puma	0.615	0.704	0.561	puma
pump	0.417	0.882	0.681	pumppu
pumped	0.615	0.700	0.528	pumpataan
pumpkin	0.539	0.177	0.355	kurpitsa
pun	0.653	0.529	0.457	sanapeli
punch	0.229	0.787	0.608	booli
punched	0.188	0.634	0.452	lyöty
punching	0.332	0.915	0.623	lävistys
punchy	0.520	0.618	0.745	iskevä
punctual	0.745	0.337	0.636	täsmällinen
punctuality	0.810	0.406	0.758	täsmällisyys
punctually	0.760	0.380	0.728	täsmällisesti
punctuation	0.561	0.385	0.592	välimerkit
puncture	0.198	0.777	0.420	puhkaisu
pundit	0.644	0.582	0.833	tietoviisas
pungent	0.347	0.755	0.535	pistävä
punish	0.061	0.808	0.610	rangaista
punishable	0.198	0.588	0.433	rangaistavaa
punished	0.177	0.735	0.481	rangaistaan
punishing	0.094	0.898	0.471	rankaisemalla
punishment	0.083	0.825	0.536	rangaistus
punitive	0.281	0.576	0.605	rankaiseva
punk	0.429	0.630	0.358	punk
punt	0.365	0.480	0.393	punt
puny	0.312	0.324	0.135	hintelä
pup	0.755	0.427	0.302	poikanen
pupil	0.729	0.406	0.368	oppilas
puppet	0.459	0.433	0.298	nukke
puppeteer	0.337	0.491	0.390	nukkenäyttelijä
puppy	0.908	0.461	0.324	pentu
purchase	0.625	0.500	0.616	ostaa
purchaser	0.510	0.549	0.673	ostaja
purchasing	0.667	0.653	0.661	ostaminen
pure	0.811	0.306	0.652	puhdas
purebliss	0.625	0.451	0.526	puhdasta autuutta
puree	0.708	0.255	0.208	sose
purely	0.684	0.441	0.536	puhtaasti
purgatory	0.255	0.705	0.413	kiirastuli
purge	0.125	0.566	0.327	puhdistaa
purification	0.847	0.452	0.774	puhdistaminen
purify	0.823	0.304	0.746	puhdistaa
purist	0.625	0.418	0.575	puristi
purity	0.823	0.205	0.712	puhtaus
purple	0.700	0.298	0.330	violetti
purport	0.663	0.377	0.684	tarkoitus
purpose	0.800	0.534	0.782	tarkoitus
purposely	0.646	0.706	0.703	tarkoituksella
purr	0.604	0.460	0.302	kehrätä
purring	0.748	0.330	0.271	kehrää
purse	0.656	0.176	0.306	kukkaro
pursuance	0.552	0.500	0.559	harjoittamisesta
pursue	0.417	0.783	0.536	jatkaa
pursuing	0.483	0.906	0.690	jahtaavat
pursuit	0.643	0.453	0.617	takaa-ajoa
purveyor	0.643	0.480	0.843	levittäjä
purview	0.635	0.480	0.681	toimivaltaan
pus	0.135	0.431	0.226	mätä
push	0.417	0.608	0.524	työntää
pusher	0.323	0.828	0.585	työntäjä
pushing	0.396	0.644	0.731	työntämällä
pushover	0.347	0.558	0.375	pushover
pushy	0.080	0.906	0.741	päällekäyvä
puss	0.306	0.582	0.236	tyttö
pussy	0.323	0.759	0.409	pillua
pussycat	0.541	0.290	0.196	pussycat
put	0.520	0.398	0.510	laittaa
putative	0.510	0.480	0.410	oletettu
putrid	0.146	0.620	0.385	mädäntynyt
puts	0.428	0.407	0.369	laittaa
putt	0.480	0.500	0.418	putt
putter	0.371	0.394	0.381	putteri
putty	0.438	0.304	0.314	kitti
puzzle	0.537	0.471	0.525	palapeli
puzzled	0.204	0.500	0.272	ymmällään
puzzling	0.296	0.644	0.353	hämmentävä
pygmy	0.357	0.373	0.317	kääpiö
pylon	0.417	0.288	0.370	pylväs
pyramid	0.740	0.390	0.635	pyramidi
pyramidal	0.613	0.385	0.600	pyramidin muotoinen
pyrotechnics	0.561	0.821	0.532	pyrotekniikka
python	0.219	0.618	0.618	python
quack	0.530	0.451	0.625	puoskari
quad	0.520	0.441	0.391	quad
quadrangle	0.458	0.589	0.573	nelikulmio
quadrant	0.500	0.269	0.482	kvadrantti
quadratic	0.430	0.385	0.471	neliöllinen
quadrature	0.458	0.363	0.472	kvadratuuri
quadruple	0.510	0.400	0.589	nelinkertaistaa
quadrupole	0.450	0.425	0.386	kvadrupoli
quagmire	0.318	0.480	0.413	suohon
quail	0.500	0.318	0.287	viiriäinen
quaint	0.625	0.463	0.474	viehättävä
quake	0.110	0.824	0.672	järistys
qualifications	0.776	0.576	0.750	pätevyys
qualified	0.760	0.520	0.815	pätevä
qualify	0.730	0.594	0.520	pätevöityä
qualifying	0.788	0.577	0.789	pätevä
qualities	0.844	0.510	0.731	ominaisuuksia
quality	0.896	0.443	0.852	laatu
quandary	0.208	0.575	0.422	pulmallinen
quantify	0.719	0.459	0.721	kvantifioida
quantitative	0.604	0.460	0.667	määrällinen
quantitatively	0.510	0.491	0.713	määrällisesti
quantity	0.520	0.472	0.783	määrä
quantum	0.704	0.500	0.600	kvantti
quarantine	0.160	0.577	0.589	karanteeni
quarrel	0.112	0.929	0.496	riidellä
quarry	0.378	0.426	0.450	louhia
quart	0.439	0.265	0.436	quart
quarter	0.568	0.296	0.509	neljännes
quarterback	0.677	0.726	0.767	pelinrakentaja
quartered	0.296	0.870	0.395	neljäsosaa
quarterly	0.604	0.380	0.448	neljännesvuosittain
quartermaster	0.551	0.580	0.661	kvartaalimestari
quarters	0.510	0.412	0.480	neljännekset
quartet	0.479	0.377	0.472	kvartetti
quartile	0.438	0.445	0.445	kvartiili
quarto	0.458	0.396	0.393	quarto
quartz	0.704	0.292	0.481	kvartsi
quash	0.271	0.689	0.518	mitätöidä
quasi	0.510	0.343	0.330	lähes
quaternary	0.491	0.370	0.509	kvaternaari
quay	0.542	0.209	0.442	laituri
queasiness	0.230	0.594	0.135	levottomuutta
queasy	0.250	0.587	0.225	sekaisin
queen	0.875	0.692	0.860	kuningatar
quell	0.388	0.696	0.434	tukahduttaa
quench	0.385	0.344	0.333	sammuttaa
query	0.521	0.420	0.467	kysely
quest	0.643	0.716	0.545	tehtävä
question	0.510	0.410	0.509	kysymys
questionable	0.268	0.551	0.365	kyseenalainen
questioning	0.438	0.696	0.509	kyseenalaistaa
questionnaire	0.385	0.327	0.606	kyselylomake
queue	0.458	0.344	0.365	jonottaa
queues	0.385	0.479	0.269	jonoja
quibble	0.312	0.685	0.466	kiukutella
quiche	0.500	0.456	0.396	piirakka
quick	0.704	0.755	0.750	nopea
quicken	0.686	0.750	0.799	nopeuttaa
quickie	0.600	0.700	0.431	pikainen
quickly	0.784	0.850	0.636	nopeasti
quickness	0.774	0.635	0.740	nopeus
quicksand	0.219	0.740	0.508	juoksuhiekka
quicksilver	0.417	0.441	0.529	nopea hopea
quid	0.479	0.378	0.327	quid
quiescent	0.500	0.160	0.305	lepotilassa
quiet	0.792	0.105	0.431	hiljainen
quietly	0.561	0.125	0.321	hiljaa
quill	0.521	0.216	0.263	sulkakynä
quilt	0.643	0.123	0.226	peitto
quince	0.557	0.368	0.474	kvitteni
quinine	0.418	0.461	0.375	kiniini
quintet	0.560	0.560	0.500	kvintetti
quirk	0.490	0.384	0.618	oikku
quirky	0.708	0.373	0.564	omituinen
quit	0.469	0.559	0.488	lopettaa
quits	0.229	0.480	0.352	lopettaa
quitter	0.260	0.460	0.321	luovuttaja
quiver	0.320	0.452	0.335	väristä
quivering	0.407	0.776	0.342	vapina
quiz	0.462	0.610	0.527	tietokilpailu
quorum	0.615	0.544	0.602	päätösvaltainen
quota	0.427	0.410	0.400	kiintiö
quotation	0.796	0.590	0.461	lainaus
quote	0.680	0.550	0.430	lainata
quotes	0.625	0.578	0.520	lainausmerkit
quotient	0.615	0.290	0.580	osamäärä
rabbi	0.459	0.362	0.723	rabbi
rabbit	0.685	0.330	0.241	kani
rabble	0.184	0.602	0.292	kauhu
rabid	0.089	0.827	0.454	yltiöpäinen
rabies	0.115	0.750	0.382	rabies
raccoon	0.541	0.435	0.320	pesukarhu
race	0.592	0.426	0.658	rotu
racehorse	0.719	0.702	0.600	kilpahevonen
racer	0.480	0.631	0.678	kilpailija
racetrack	0.708	0.808	0.624	ravirata
racial	0.292	0.519	0.513	rodullinen
racism	0.122	0.673	0.487	rasismia
racist	0.061	0.673	0.482	rasistinen
rack	0.385	0.373	0.409	teline
racket	0.520	0.356	0.352	maila
racketeering	0.167	0.877	0.697	ryöstelyä
racking	0.411	0.442	0.375	raastava
racquetball	0.582	0.667	0.444	mailapallo
racy	0.427	0.566	0.390	kiireinen
radar	0.521	0.615	0.579	tutka
radial	0.439	0.404	0.500	säteittäinen
radiance	0.796	0.625	0.719	säteilyä
radiant	0.888	0.717	0.791	säteilevä
radiate	0.719	0.735	0.738	säteillä
radiation	0.167	0.741	0.536	säteilyä
radiator	0.385	0.452	0.475	jäähdytin
radical	0.500	0.792	0.811	radikaali
radically	0.552	0.731	0.715	radikaalisti
radio	0.573	0.402	0.358	radio
radioactive	0.190	0.798	0.741	radioaktiivinen
radioactivity	0.240	0.910	0.696	radioaktiivisuus
radiograph	0.561	0.490	0.491	röntgenkuva
radiography	0.469	0.614	0.543	röntgenkuvaus
radiologist	0.490	0.423	0.634	radiologi
radiology	0.459	0.460	0.574	radiologia
radish	0.500	0.316	0.398	retiisi
radium	0.469	0.360	0.517	radium
radius	0.521	0.324	0.500	säde
radon	0.323	0.418	0.375	radon
raffle	0.640	0.510	0.454	arpajaiset
raft	0.510	0.229	0.228	lautta
rag	0.255	0.226	0.180	rätti
rage	0.082	0.888	0.658	raivoa
ragemode	0.363	0.663	0.454	ragemode
ragetweet	0.398	0.551	0.431	ragetweetti
ragged	0.198	0.519	0.226	repaleinen
raggedy	0.198	0.531	0.314	repaleinen
raging	0.219	0.927	0.598	raivoaa
rags	0.434	0.309	0.198	lumput
ragtime	0.469	0.602	0.398	ragtime
raid	0.350	0.726	0.560	raid
raider	0.302	0.860	0.525	ratsastaja
rail	0.470	0.500	0.526	rautatie
railing	0.551	0.298	0.440	kaide
railroad	0.591	0.592	0.500	rautatie
railway	0.613	0.615	0.623	rautatie
raiment	0.667	0.402	0.377	vaatteet
rain	0.542	0.388	0.330	sade
rainbow	0.878	0.350	0.462	sateenkaari
rainbow trout	0.700	0.462	0.330	kirjolohi
rainbows	0.875	0.517	0.402	sateenkaaret
raincoat	0.458	0.300	0.525	sadetakki
raindrops	0.698	0.337	0.311	sadepisarat
rainfall	0.604	0.314	0.378	sademäärä
rainforest	0.612	0.375	0.398	sademetsä
rainmaker	0.448	0.509	0.544	sateentekijä
rainstorm	0.392	0.535	0.377	rankkasade
rainy	0.610	0.451	0.433	sateinen
rainyday	0.520	0.380	0.315	sateinen päivä
raise	0.885	0.685	0.765	nostaa
raised	0.656	0.326	0.643	kasvatettu
raisin	0.594	0.235	0.246	rusina
raising	0.735	0.519	0.643	nostaminen
rake	0.410	0.286	0.314	harava
rally	0.612	0.680	0.554	ralli
ram	0.406	0.452	0.388	RAM
ramble	0.615	0.464	0.440	vaellella
rambling	0.448	0.510	0.528	sokkeloinen
ramp	0.490	0.517	0.357	ramppi
rampage	0.240	0.875	0.509	riehua
rampant	0.490	0.788	0.526	rehottaa
rampart	0.322	0.520	0.538	valli
ramrod	0.406	0.408	0.349	puhdistuspuikko
ranch	0.357	0.420	0.409	karjatila
rancher	0.510	0.520	0.543	karjatilallinen
rancid	0.156	0.451	0.214	eltaantunut
random	0.490	0.520	0.321	satunnainen
randomly	0.410	0.594	0.302	satunnaisesti
randomness	0.418	0.449	0.433	satunnaisuus
randy	0.490	0.394	0.481	Randy
range	0.490	0.472	0.615	alue
ranger	0.526	0.545	0.705	metsänvartija
rank	0.531	0.380	0.686	sijoitus
ranking	0.540	0.592	0.680	sijoitus
ransom	0.582	0.800	0.565	lunnaita
rant	0.219	0.774	0.482	huutaa
ranting	0.181	0.755	0.500	huutaa
rap	0.604	0.575	0.464	rap
rape	0.062	0.856	0.527	raiskata
rapid	0.667	0.788	0.768	nopea
rapidity	0.667	0.798	0.806	nopeus
rapids	0.573	0.817	0.788	koski
rapist	0.062	0.906	0.571	raiskaaja
rapper	0.550	0.755	0.482	räppäri
rapping	0.565	0.716	0.417	räppääminen
rapport	0.771	0.664	0.567	suhdetta
rapt	0.521	0.736	0.510	haltioitunut
raptor	0.270	0.773	0.612	raptor
raptors	0.280	0.565	0.591	raptorit
rapture	0.439	0.883	0.567	tempaus
rare	0.396	0.413	0.236	harvinainen
rarely	0.408	0.367	0.366	harvoin
rarity	0.646	0.548	0.364	harvinaisuus
rascal	0.169	0.706	0.445	roisto
rash	0.219	0.820	0.491	ihottuma
raspberries	0.802	0.278	0.333	vadelmia
raspberry	0.735	0.336	0.291	vadelma
rat	0.271	0.567	0.255	rotta
ratchet	0.449	0.520	0.343	räikkä
rate	0.521	0.297	0.407	korko
ratification	0.653	0.577	0.609	ratifiointi
ratify	0.750	0.462	0.716	ratifioida
rating	0.663	0.679	0.637	luokitus
ratio	0.560	0.461	0.741	suhde
ration	0.521	0.346	0.390	säännöstellä
rational	0.775	0.347	0.632	järkevää
rationale	0.656	0.400	0.815	perustelut
rationalism	0.562	0.500	0.676	rationalismi
rationality	0.633	0.510	0.767	rationaalisuutta
rationalize	0.633	0.400	0.746	järkeistää
rationing	0.396	0.404	0.540	säännöstely
rattan	0.434	0.334	0.377	rottinki
rattle	0.490	0.429	0.268	helistin
rattled	0.354	0.641	0.330	rämisesi
rattler	0.396	0.730	0.455	kalkkarokäärme
rattlesnake	0.188	0.803	0.613	kalkkarokäärme
ratty	0.354	0.450	0.358	kiukkuinen
raucous	0.316	0.740	0.538	riehakas
ravage	0.214	0.755	0.575	tuhota
rave	0.490	0.637	0.420	rave
raven	0.479	0.446	0.426	korppi
ravenous	0.406	0.700	0.509	nälkäinen
ravine	0.354	0.673	0.413	rotko
raving	0.312	0.764	0.358	raivoaa
ravioli	0.656	0.281	0.308	ravioli
ravishing	0.745	0.833	0.830	hurmaava
raw	0.143	0.349	0.342	raaka
rawhide	0.292	0.360	0.327	raakanahka
rawr	0.457	0.635	0.406	rawr
ray	0.550	0.670	0.538	säde
razor	0.260	0.610	0.481	partakone
reach	0.719	0.625	0.690	saavuttaa
react	0.500	0.716	0.717	reagoida
reaction	0.470	0.811	0.706	reaktio
reactionary	0.406	0.573	0.690	taantumuksellinen
reactive	0.434	0.817	0.721	reaktiivinen
reactor	0.438	0.794	0.772	reaktori
read	0.740	0.283	0.611	lukea
reader	0.776	0.224	0.602	lukija
readership	0.698	0.306	0.422	lukijakunta
readily	0.740	0.290	0.547	mielellään
readiness	0.708	0.531	0.700	valmius
reading	0.781	0.183	0.415	lukeminen
readjustment	0.560	0.563	0.510	uudelleensäätö
readout	0.590	0.250	0.518	lukea ääneen
ready	0.770	0.388	0.648	valmis
readytogo	0.667	0.654	0.578	valmis menemään
reaffirm	0.750	0.559	0.654	vahvistaa
reagent	0.385	0.698	0.642	reagenssi
real	0.719	0.510	0.717	todellinen
realism	0.740	0.545	0.670	realismi
realist	0.720	0.572	0.809	realisti
realistic	0.700	0.520	0.783	realistinen
reality	0.786	0.365	0.787	todellisuutta
realization	0.554	0.510	0.836	toteutumista
realize	0.757	0.462	0.647	tajuta
realm	0.708	0.509	0.878	valtakunta
realtor	0.429	0.471	0.582	kiinteistönvälittäjä
realty	0.633	0.471	0.648	kiinteistö
ream	0.490	0.173	0.346	riisi
reap	0.677	0.422	0.623	korjata
reaper	0.340	0.565	0.464	niittokone
reappear	0.688	0.625	0.632	ilmestyä uudelleen
rear	0.459	0.520	0.284	takaosa
rearrange	0.656	0.510	0.729	järjestää uudelleen
rearrangement	0.542	0.527	0.769	uudelleenjärjestely
reason	0.781	0.455	0.712	syy
reasonable	0.902	0.337	0.726	kohtuullinen
reasonableness	0.729	0.448	0.665	kohtuullisuus
reasoning	0.729	0.365	0.729	perustelut
reasons	0.583	0.460	0.571	syyt
reassemble	0.552	0.540	0.589	koota uudelleen
reassign	0.359	0.490	0.559	määrätä uudelleen
reassignment	0.551	0.480	0.415	uudelleenmäärääminen
reassurance	0.875	0.127	0.593	vakuutuksen
reassure	0.837	0.306	0.630	vakuuttaa
reassured	0.854	0.186	0.519	rauhoittunut
reassuring	0.847	0.308	0.691	rauhoittavaa
rebate	0.667	0.569	0.510	alennus
rebel	0.235	0.830	0.555	kapinallinen
rebellion	0.245	0.843	0.746	kapina
rebellious	0.344	0.880	0.663	kapinallinen
rebels	0.135	0.860	0.609	kapinallisia
rebirth	0.781	0.712	0.780	uudestisyntyminen
reboot	0.673	0.577	0.519	käynnistä uudelleen
reborn	0.802	0.618	0.737	uudestisyntynyt
rebound	0.521	0.480	0.506	palautua
rebuild	0.656	0.557	0.519	rakentaa uudelleen
rebuke	0.115	0.677	0.429	moittia
rebut	0.154	0.519	0.573	kumota
rebuttal	0.312	0.690	0.540	vastaväite
recalcitrant	0.357	0.624	0.580	vastahakoinen
recall	0.583	0.351	0.525	palauttaa mieleen
recant	0.333	0.575	0.482	peruuttaa
recap	0.602	0.578	0.667	kertaus
recapture	0.333	0.656	0.658	vallata takaisin
recast	0.367	0.481	0.500	laaditaan uudelleen
recede	0.231	0.449	0.245	väistyä
receding	0.224	0.418	0.333	taantumassa
receipt	0.542	0.230	0.415	kuitti
receipts	0.320	0.333	0.381	kuitit
receive	0.740	0.462	0.551	vastaanottaa
received	0.646	0.436	0.561	sai
receiver	0.583	0.464	0.586	vastaanotin
receiving	0.719	0.562	0.623	vastaanottaminen
recent	0.592	0.365	0.589	viimeaikainen
receptacle	0.500	0.451	0.426	astia
reception	0.694	0.375	0.567	vastaanotto
receptionist	0.677	0.430	0.385	vastaanottovirkailija
receptive	0.729	0.519	0.639	vastaanottavainen
receptor	0.417	0.360	0.510	reseptori
recess	0.646	0.510	0.367	syvennys
recesses	0.367	0.470	0.379	syvennykset
recession	0.368	0.398	0.373	lama
recharge	0.584	0.702	0.664	ladata
recheck	0.440	0.490	0.529	tarkista uudelleen
recherche	0.458	0.490	0.363	recherche
recidivism	0.245	0.520	0.558	uusintarikollisuutta
recipe	0.698	0.271	0.415	resepti
recipient	0.604	0.324	0.679	vastaanottaja
reciprocal	0.677	0.520	0.660	vastavuoroinen
reciprocate	0.760	0.460	0.618	vastavuoroisesti
reciprocity	0.740	0.673	0.556	vastavuoroisuus
recital	0.838	0.440	0.572	johdanto-osan kappale
recitation	0.708	0.519	0.462	lausunta
recite	0.688	0.398	0.453	lausua
reckless	0.262	0.788	0.279	holtiton
recklessness	0.292	0.763	0.380	piittaamattomuudesta
reckon	0.643	0.420	0.472	laskea
reckoning	0.418	0.622	0.532	laskeminen
reclaim	0.469	0.724	0.648	takaisin
reclamation	0.573	0.750	0.548	talteenotto
recline	0.460	0.404	0.418	kallistaa
reclining	0.448	0.312	0.317	makuuasentoon
recluse	0.240	0.490	0.446	erakko
recognition	0.833	0.587	0.726	tunnustaminen
recognizable	0.625	0.400	0.609	tunnistettavissa
recognize	0.760	0.315	0.600	tunnistaa
recognized	0.875	0.458	0.786	tunnistettu
recoil	0.089	0.429	0.259	rekyyli
recollect	0.688	0.491	0.602	muistaa
recollection	0.722	0.337	0.566	muisto
recombinant	0.561	0.519	0.463	rekombinantti
recombination	0.510	0.492	0.602	rekombinaatio
recommend	0.812	0.439	0.672	suositella
recommendation	0.912	0.388	0.664	suositus
recompense	0.844	0.620	0.853	kompensoida
recon	0.500	0.447	0.400	tiedustelu
reconcile	0.760	0.470	0.625	sovittaa yhteen
reconciliation	0.896	0.570	0.604	sovinnon
reconfigure	0.429	0.500	0.658	määritä uudelleen
reconnaissance	0.729	0.604	0.712	tiedustelu
reconnect	0.630	0.548	0.667	yhdistä uudelleen
reconsider	0.448	0.442	0.582	harkita uudelleen
reconsideration	0.531	0.459	0.611	uudelleenarviointi
reconstitution	0.587	0.461	0.783	uudelleen muodostaminen
reconstruct	0.740	0.618	0.718	rekonstruoida
reconstruction	0.625	0.719	0.667	jälleenrakennus
reconstructive	0.596	0.444	0.722	rakentava
reconvene	0.490	0.529	0.560	kokoontua uudelleen
record	0.552	0.421	0.500	ennätys
recorder	0.551	0.374	0.481	tallennin
recording	0.573	0.537	0.474	äänite
recount	0.479	0.402	0.509	laskea uudelleen
recoup	0.719	0.422	0.575	takaisin
recourse	0.402	0.337	0.598	turvautua
recover	0.918	0.510	0.647	toipua
recoverable	0.780	0.388	0.709	palautettavissa
recovery	0.781	0.402	0.737	elpyminen
recreate	0.724	0.545	0.616	luoda uudelleen
recreation	0.909	0.632	0.660	virkistys
recreational	0.896	0.686	0.479	virkistys
recruit	0.551	0.654	0.633	rekrytoida
recruiter	0.662	0.630	0.690	rekrytoija
