English Word	Valence	Arousal	Dominance	Arabic Word
quantify	0.719	0.459	0.721	تحديد الكمية
quantitative	0.604	0.460	0.667	كمي
quantitatively	0.510	0.491	0.713	كميا
quantity	0.520	0.472	0.783	كمية
quantum	0.704	0.500	0.600	الكم
quarantine	0.160	0.577	0.589	الحجر الزراعي
quarrel	0.112	0.929	0.496	قتال
quarry	0.378	0.426	0.450	مقلع
quart	0.439	0.265	0.436	ربع
quarter	0.568	0.296	0.509	ربع
quarterback	0.677	0.726	0.767	قورتربك
quartered	0.296	0.870	0.395	إيواء
quarterly	0.604	0.380	0.448	ربعي
quartermaster	0.551	0.580	0.661	مسؤول التموين
quarters	0.510	0.412	0.480	أرباع
quartet	0.479	0.377	0.472	الرباعية
quartile	0.438	0.445	0.445	ربعي
quarto	0.458	0.396	0.393	كوارتو
quartz	0.704	0.292	0.481	كوارتز
quash	0.271	0.689	0.518	سحق
quasi	0.510	0.343	0.330	شبه
quaternary	0.491	0.370	0.509	رباعي
quay	0.542	0.209	0.442	رصيف
queasiness	0.230	0.594	0.135	الغثيان
queasy	0.250	0.587	0.225	مغثي
queen	0.875	0.692	0.860	ملكة
quell	0.388	0.696	0.434	قمع
quench	0.385	0.344	0.333	يطفئ
query	0.521	0.420	0.467	استفسار
quest	0.643	0.716	0.545	بحث
question	0.510	0.410	0.509	سؤال
questionable	0.268	0.551	0.365	مشكوك فيه
questioning	0.438	0.696	0.509	استجواب
questionnaire	0.385	0.327	0.606	استبيان
queue	0.458	0.344	0.365	طابور
queues	0.385	0.479	0.269	طوابير
quibble	0.312	0.685	0.466	اعتراض - انتقاد
quiche	0.500	0.456	0.396	كيشي
quick	0.704	0.755	0.750	سريع
quicken	0.686	0.750	0.799	سرع
quickie	0.600	0.700	0.431	سريع
quickly	0.784	0.850	0.636	بسرعة
quickness	0.774	0.635	0.740	سرعة
quicksand	0.219	0.740	0.508	الرمال المتحركة
quicksilver	0.417	0.441	0.529	الزئبق
quid	0.479	0.378	0.327	باوند استرليني
quiescent	0.500	0.160	0.305	هامد
quiet	0.792	0.105	0.431	هادئ
quietly	0.561	0.125	0.321	بهدوء
quill	0.521	0.216	0.263	ريشة
quilt	0.643	0.123	0.226	لحاف
quince	0.557	0.368	0.474	سفرجل
quinine	0.418	0.461	0.375	كينين
quintet	0.560	0.560	0.500	الخماسي
quirk	0.490	0.384	0.618	شذوذ
quirky	0.708	0.373	0.564	ملتوي
quit	0.469	0.559	0.488	استقال
quits	0.229	0.480	0.352	الإقلاع عن التدخين
quitter	0.260	0.460	0.321	الانصياع
quiver	0.320	0.452	0.335	رجفة
quivering	0.407	0.776	0.342	مرتعش
quiz	0.462	0.610	0.527	اختبار
quorum	0.615	0.544	0.602	النصاب
quota	0.427	0.410	0.400	حصة نسبية
quotation	0.796	0.590	0.461	اقتباس
quote	0.680	0.550	0.430	يقتبس
quotes	0.625	0.578	0.520	يقتبس
quotient	0.615	0.290	0.580	حاصل القسمة
rabbi	0.459	0.362	0.723	حاخام
rabbit	0.685	0.330	0.241	أرنب
rabble	0.184	0.602	0.292	الرعاع
rabid	0.089	0.827	0.454	مصاب بداء الكلب
rabies	0.115	0.750	0.382	داء الكلب
raccoon	0.541	0.435	0.320	الراكون
race	0.592	0.426	0.658	سباق
racehorse	0.719	0.702	0.600	فرس الرهان
racer	0.480	0.631	0.678	متسابق
racetrack	0.708	0.808	0.624	مضمار السباق
racial	0.292	0.519	0.513	عرقي
racism	0.122	0.673	0.487	عنصرية
racist	0.061	0.673	0.482	عنصري
rack	0.385	0.373	0.409	رف
racket	0.520	0.356	0.352	مضرب تنس
racketeering	0.167	0.877	0.697	الابتزاز
racking	0.411	0.442	0.375	الأرفف
racquetball	0.582	0.667	0.444	مضرب
racy	0.427	0.566	0.390	مفعم بالحيوية
radar	0.521	0.615	0.579	رادار
radial	0.439	0.404	0.500	شعاعي
radiance	0.796	0.625	0.719	إشراق
radiant	0.888	0.717	0.791	مشع
radiate	0.719	0.735	0.738	يشع
radiation	0.167	0.741	0.536	إشعاع
radiator	0.385	0.452	0.475	المشعاع
radical	0.500	0.792	0.811	أصولي
radically	0.552	0.731	0.715	جذريا
radio	0.573	0.402	0.358	مذياع
radioactive	0.190	0.798	0.741	المشعة
radioactivity	0.240	0.910	0.696	النشاط الإشعاعي
radiograph	0.561	0.490	0.491	التصوير الشعاعي
radiography	0.469	0.614	0.543	التصوير الشعاعي
radiologist	0.490	0.423	0.634	أخصائي الأشعة
radiology	0.459	0.460	0.574	الأشعة
radish	0.500	0.316	0.398	الفجل
radium	0.469	0.360	0.517	الراديوم
radius	0.521	0.324	0.500	نصف القطر
radon	0.323	0.418	0.375	رادون
raffle	0.640	0.510	0.454	يانصيب
raft	0.510	0.229	0.228	طوف
rag	0.255	0.226	0.180	خرقة
rage	0.082	0.888	0.658	غضب
ragemode	0.363	0.663	0.454	ragemode
ragetweet	0.398	0.551	0.431	ragetweet
ragged	0.198	0.519	0.226	ممزق
raggedy	0.198	0.531	0.314	خشنة
raging	0.219	0.927	0.598	تحتدم
rags	0.434	0.309	0.198	رايات
ragtime	0.469	0.602	0.398	راغتايم
raid	0.350	0.726	0.560	غارة
raider	0.302	0.860	0.525	رايدر
rail	0.470	0.500	0.526	سكة حديدية
railing	0.551	0.298	0.440	حديدي
railroad	0.591	0.592	0.500	طريق السكك الحديدية
railway	0.613	0.615	0.623	سكة حديدية
raiment	0.667	0.402	0.377	ثياب
rain	0.542	0.388	0.330	مطر
rainbow	0.878	0.350	0.462	قوس المطر
rainbow trout	0.700	0.462	0.330	تراوت قوس قزح
rainbows	0.875	0.517	0.402	قوس قزح
raincoat	0.458	0.300	0.525	معطف واق من المطر
raindrops	0.698	0.337	0.311	قطرات المطر
rainfall	0.604	0.314	0.378	هطول الأمطار
rainforest	0.612	0.375	0.398	غابه استوائيه
rainmaker	0.448	0.509	0.544	صانع المطر
rainstorm	0.392	0.535	0.377	عاصفة ممطرة
rainy	0.610	0.451	0.433	ماطر
rainyday	0.520	0.380	0.315	يوم ممطر
raise	0.885	0.685	0.765	رفع
raised	0.656	0.326	0.643	نشأ
raisin	0.594	0.235	0.246	زبيب
raising	0.735	0.519	0.643	مقوي
rake	0.410	0.286	0.314	مجرفة
rally	0.612	0.680	0.554	تجمع
ram	0.406	0.452	0.388	الرامات  الذاكرة العشوائية في الهواتف والحواسيب
ramble	0.615	0.464	0.440	هذى
rambling	0.448	0.510	0.528	متعرش
ramp	0.490	0.517	0.357	المنحدر
rampage	0.240	0.875	0.509	هياج
rampant	0.490	0.788	0.526	متفشيا
rampart	0.322	0.520	0.538	متراس
ramrod	0.406	0.408	0.349	صارم
ranch	0.357	0.420	0.409	مزرعة
rancher	0.510	0.520	0.543	صاحب المزرعه
rancid	0.156	0.451	0.214	زنخ
random	0.490	0.520	0.321	عشوائي
randomly	0.410	0.594	0.302	بشكل عشوائي
randomness	0.418	0.449	0.433	العشوائية
randy	0.490	0.394	0.481	راندي
range	0.490	0.472	0.615	نطاق
ranger	0.526	0.545	0.705	الحارس
rank	0.531	0.380	0.686	مرتبة
ranking	0.540	0.592	0.680	تصنيف
ransom	0.582	0.800	0.565	فدية
rant	0.219	0.774	0.482	تبجح
ranting	0.181	0.755	0.500	صراخ
rap	0.604	0.575	0.464	موسيقى الراب
rape	0.062	0.856	0.527	اغتصاب
rapid	0.667	0.788	0.768	سريعون
rapidity	0.667	0.798	0.806	سرعة
rapids	0.573	0.817	0.788	منحدرات
rapist	0.062	0.906	0.571	مغتصب
rapper	0.550	0.755	0.482	مغني راب
rapping	0.565	0.716	0.417	موسيقى الراب
rapport	0.771	0.664	0.567	علاقة
rapt	0.521	0.736	0.510	مستغرق
raptor	0.270	0.773	0.612	رابتور
raptors	0.280	0.565	0.591	الطيور الجارحة
rapture	0.439	0.883	0.567	نشوة الطرب
rare	0.396	0.413	0.236	نادر
rarely	0.408	0.367	0.366	نادرا
rarity	0.646	0.548	0.364	ندرة
rascal	0.169	0.706	0.445	الوغد
rash	0.219	0.820	0.491	متسرع
raspberries	0.802	0.278	0.333	توت العليق
raspberry	0.735	0.336	0.291	توت العُليق
rat	0.271	0.567	0.255	فأر
ratchet	0.449	0.520	0.343	اسئلة
rate	0.521	0.297	0.407	معدل
ratification	0.653	0.577	0.609	تصديق
ratify	0.750	0.462	0.716	تصدق
rating	0.663	0.679	0.637	تقييم
ratio	0.560	0.461	0.741	نسبة
ration	0.521	0.346	0.390	حصة تموينية
rational	0.775	0.347	0.632	معقول
rationale	0.656	0.400	0.815	الأساس المنطقي
rationalism	0.562	0.500	0.676	العقلانية
rationality	0.633	0.510	0.767	العقلانية
rationalize	0.633	0.400	0.746	عقلنة
rationing	0.396	0.404	0.540	تقنين
rattan	0.434	0.334	0.377	الروطان
rattle	0.490	0.429	0.268	حشرجة الموت
rattled	0.354	0.641	0.330	هز
rattler	0.396	0.730	0.455	ثعبان سام
rattlesnake	0.188	0.803	0.613	أفعى الجلجلة
ratty	0.354	0.450	0.358	رديء
raucous	0.316	0.740	0.538	صاخب
ravage	0.214	0.755	0.575	تلف
rave	0.490	0.637	0.420	الهذيان
raven	0.479	0.446	0.426	غراب أسود
ravenous	0.406	0.700	0.509	نهم
ravine	0.354	0.673	0.413	واد
raving	0.312	0.764	0.358	هذيان
ravioli	0.656	0.281	0.308	رافيول
ravishing	0.745	0.833	0.830	ساحر
raw	0.143	0.349	0.342	الخام
rawhide	0.292	0.360	0.327	جلد خام
rawr	0.457	0.635	0.406	Rawr
ray	0.550	0.670	0.538	شعاع
razor	0.260	0.610	0.481	موس الحلاقة
reach	0.719	0.625	0.690	تصل
react	0.500	0.716	0.717	تتفاعل
reaction	0.470	0.811	0.706	تفاعل
reactionary	0.406	0.573	0.690	رجعي
reactive	0.434	0.817	0.721	رد الفعل
reactor	0.438	0.794	0.772	مفاعل
read	0.740	0.283	0.611	قرأ
reader	0.776	0.224	0.602	قارئ
readership	0.698	0.306	0.422	القراء
readily	0.740	0.290	0.547	بسهولة
readiness	0.708	0.531	0.700	الاستعداد
reading	0.781	0.183	0.415	قراءة
readjustment	0.560	0.563	0.510	تعديل
readout	0.590	0.250	0.518	اقرأ
ready	0.770	0.388	0.648	جاهز
readytogo	0.667	0.654	0.578	جاهز للذهاب
reaffirm	0.750	0.559	0.654	إعادة التأكيد
reagent	0.385	0.698	0.642	كاشف
real	0.719	0.510	0.717	حقا
realism	0.740	0.545	0.670	الواقعية
realist	0.720	0.572	0.809	الواقعي
realistic	0.700	0.520	0.783	واقعي
reality	0.786	0.365	0.787	واقع
realization	0.554	0.510	0.836	ادراك
realize	0.757	0.462	0.647	تدرك
realm	0.708	0.509	0.878	مملكة
realtor	0.429	0.471	0.582	سمسار عقارات
realty	0.633	0.471	0.648	العقارات
ream	0.490	0.173	0.346	ماعون
reap	0.677	0.422	0.623	جني
reaper	0.340	0.565	0.464	حصادة
reappear	0.688	0.625	0.632	الظهور مرة أخرى
rear	0.459	0.520	0.284	مؤخرة
rearrange	0.656	0.510	0.729	إعادة الترتيب
rearrangement	0.542	0.527	0.769	إعادة الترتيب
reason	0.781	0.455	0.712	السبب
reasonable	0.902	0.337	0.726	مسؤول
reasonableness	0.729	0.448	0.665	معقولية
reasoning	0.729	0.365	0.729	منطق
reasons	0.583	0.460	0.571	أسباب
reassemble	0.552	0.540	0.589	إعادة تجميع
reassign	0.359	0.490	0.559	إعادة التعيين
reassignment	0.551	0.480	0.415	إعادة الندب
reassurance	0.875	0.127	0.593	الاطمئنان
reassure	0.837	0.306	0.630	طمأن
reassured	0.854	0.186	0.519	مطمئن
reassuring	0.847	0.308	0.691	مطمئن
rebate	0.667	0.569	0.510	خصم
rebel	0.235	0.830	0.555	متمرد
rebellion	0.245	0.843	0.746	تمرد
rebellious	0.344	0.880	0.663	انفصام شخصيه
rebels	0.135	0.860	0.609	المتمردين
rebirth	0.781	0.712	0.780	ولادة جديدة
reboot	0.673	0.577	0.519	اعادة التشغيل
reborn	0.802	0.618	0.737	ولدت من جديد
rebound	0.521	0.480	0.506	الانتعاش
rebuild	0.656	0.557	0.519	إعادة بناء
rebuke	0.115	0.677	0.429	توبيخ
rebut	0.154	0.519	0.573	دفع بالحجة
rebuttal	0.312	0.690	0.540	دحض
recalcitrant	0.357	0.624	0.580	متمرد
recall	0.583	0.351	0.525	اعد الاتصال
recant	0.333	0.575	0.482	تنكر
recap	0.602	0.578	0.667	خلاصة
recapture	0.333	0.656	0.658	استعادة
recast	0.367	0.481	0.500	إعادة
recede	0.231	0.449	0.245	تنحسر
receding	0.224	0.418	0.333	تنحسر
receipt	0.542	0.230	0.415	الإيصال
receipts	0.320	0.333	0.381	الإيصالات
receive	0.740	0.462	0.551	تلقى
received	0.646	0.436	0.561	تلقى
receiver	0.583	0.464	0.586	المتلقي
receiving	0.719	0.562	0.623	يستلم
recent	0.592	0.365	0.589	مؤخرًا
receptacle	0.500	0.451	0.426	وعاء
reception	0.694	0.375	0.567	استقبال
receptionist	0.677	0.430	0.385	موظف الإستقبال
receptive	0.729	0.519	0.639	تقبلا
receptor	0.417	0.360	0.510	مستقبل
recess	0.646	0.510	0.367	عطلة البرلمان
recesses	0.367	0.470	0.379	استراحات
recession	0.368	0.398	0.373	ركود اقتصادي
recharge	0.584	0.702	0.664	تعبئة رصيد
recheck	0.440	0.490	0.529	أعد فحص
recherche	0.458	0.490	0.363	بحث
recidivism	0.245	0.520	0.558	النكوص
recipe	0.698	0.271	0.415	وصفة
recipient	0.604	0.324	0.679	متلقي
reciprocal	0.677	0.520	0.660	متبادل
reciprocate	0.760	0.460	0.618	بالمثل
reciprocity	0.740	0.673	0.556	تبادل
recital	0.838	0.440	0.572	الحيثية
recitation	0.708	0.519	0.462	التلاوة
recite	0.688	0.398	0.453	يتلو
reckless	0.262	0.788	0.279	متهور
recklessness	0.292	0.763	0.380	تهور
reckon	0.643	0.420	0.472	اعتقد - ظن - اعتبر
reckoning	0.418	0.622	0.532	حساب
reclaim	0.469	0.724	0.648	استعادة
reclamation	0.573	0.750	0.548	استصلاح
recline	0.460	0.404	0.418	اتكأ
reclining	0.448	0.312	0.317	مستلق
recluse	0.240	0.490	0.446	متوحش
recognition	0.833	0.587	0.726	التعرف على
recognizable	0.625	0.400	0.609	يمكن التعرف عليها
recognize	0.760	0.315	0.600	تعرف
recognized	0.875	0.458	0.786	معروف
recoil	0.089	0.429	0.259	نكص
recollect	0.688	0.491	0.602	تذكر
recollection	0.722	0.337	0.566	تذكر
recombinant	0.561	0.519	0.463	المؤتلف
recombination	0.510	0.492	0.602	إعادة التركيب
recommend	0.812	0.439	0.672	نوصي
recommendation	0.912	0.388	0.664	توصية
recompense	0.844	0.620	0.853	تعويض
recon	0.500	0.447	0.400	ريكون
reconcile	0.760	0.470	0.625	التصالح
reconciliation	0.896	0.570	0.604	تصالح
reconfigure	0.429	0.500	0.658	إعادة التشكيل
reconnaissance	0.729	0.604	0.712	استطلاع
reconnect	0.630	0.548	0.667	أعد الاتصال
reconsider	0.448	0.442	0.582	إعادة النظر
reconsideration	0.531	0.459	0.611	إعادة النظر
reconstitution	0.587	0.461	0.783	إعادة
reconstruct	0.740	0.618	0.718	إعادة البناء
reconstruction	0.625	0.719	0.667	إعادة الإعمار
reconstructive	0.596	0.444	0.722	ترميمي
reconvene	0.490	0.529	0.560	تجتمع مرة أخرى
record	0.552	0.421	0.500	سجل
recorder	0.551	0.374	0.481	مسجل
recording	0.573	0.537	0.474	تسجيل
recount	0.479	0.402	0.509	حكى
recoup	0.719	0.422	0.575	استرداد
recourse	0.402	0.337	0.598	لجوء، ملاذ
recover	0.918	0.510	0.647	استعادة
recoverable	0.780	0.388	0.709	قابل للاسترداد
recovery	0.781	0.402	0.737	التعافي
recreate	0.724	0.545	0.616	إعادة
recreation	0.909	0.632	0.660	الترفيهية
recreational	0.896	0.686	0.479	ترفيهية
recruit	0.551	0.654	0.633	تجنيد
recruiter	0.662	0.630	0.690	المجند
recruiting	0.448	0.787	0.693	تجنيد
recruitment	0.479	0.645	0.591	تجنيد
recruits	0.396	0.653	0.593	المجندين
rectal	0.344	0.618	0.410	المستقيم
rectangle	0.479	0.225	0.438	مستطيل
rectangular	0.438	0.240	0.307	مستطيلي
rectification	0.449	0.560	0.695	تصحيح
rectify	0.625	0.480	0.634	تصحيح
rector	0.458	0.406	0.862	رئيس الجامعة
rectory	0.490	0.373	0.704	القس
rectum	0.438	0.443	0.491	المستقيم
recumbent	0.429	0.370	0.352	راقد
recuperation	0.688	0.418	0.500	التعافي
recur	0.479	0.500	0.416	تتكرر
recurrence	0.490	0.538	0.615	تكرار
recurrent	0.552	0.500	0.561	متكرر
recurring	0.370	0.560	0.445	يتكرر
recursion	0.312	0.580	0.543	العودية
recursive	0.459	0.590	0.561	العودية
recursively	0.427	0.519	0.618	بشكل متكرر
recycle	0.521	0.392	0.526	إعادة التدوير
recycled	0.561	0.316	0.409	المعاد تدويرها
recycling	0.552	0.320	0.509	إعادة التدوير
red	0.427	0.385	0.377	أحمر
reddish	0.521	0.337	0.328	ضارب الى الحمرة
redecorate	0.602	0.444	0.490	تجديد الطلاء
redeem	0.633	0.469	0.491	يسترد
redeemed	0.625	0.378	0.434	افتدى
redemption	0.376	0.408	0.545	فداء
redesign	0.622	0.460	0.396	إعادة التصميم
redhead	0.677	0.549	0.518	أحمر الشعر
redheaded	0.510	0.520	0.428	أحمر الشعر
redirect	0.469	0.360	0.648	إعادة توجيه
redneck	0.401	0.500	0.348	المتخلف
redness	0.151	0.470	0.417	احمرار
redo	0.481	0.500	0.535	إعادة
redress	0.677	0.558	0.649	الجبر
reduce	0.219	0.304	0.336	خفض
reduced	0.229	0.365	0.204	انخفاض
reduction	0.365	0.382	0.240	اختزال
redundancy	0.316	0.262	0.589	وفرة
redundant	0.210	0.500	0.527	متكرر
redwood	0.592	0.350	0.443	الخشب الأحمر
reed	0.490	0.350	0.307	قصب
reef	0.583	0.490	0.456	الشعاب المرجانية
reefer	0.500	0.453	0.421	ثلاجة
reefs	0.531	0.471	0.455	الشعاب المرجانية
reek	0.177	0.480	0.311	العفن
reel	0.449	0.332	0.395	بكرة
reelection	0.541	0.673	0.681	إعادة الانتخاب
reeling	0.327	0.542	0.267	تترنح
reenactment	0.771	0.592	0.768	إعادة تمثيل
reentry	0.604	0.449	0.500	إعادة الدخول
reestablish	0.635	0.490	0.692	إعادة
ref	0.469	0.380	0.368	المرجع
refer	0.506	0.358	0.558	أشير
referee	0.531	0.644	0.778	حكم
reference	0.633	0.312	0.595	المرجعي
referendum	0.510	0.469	0.643	استفتاء
referral	0.694	0.314	0.603	الإحالة
refill	0.670	0.400	0.464	اعادة تعبئه
refine	0.653	0.460	0.640	صقل
refined	0.850	0.430	0.653	مشتق
refinement	0.719	0.387	0.709	التنقيح
refinery	0.646	0.444	0.565	مصفاة
refining	0.694	0.466	0.664	تكرير
refit	0.500	0.577	0.506	التجديد
reflect	0.698	0.342	0.472	يعكس
reflecting	0.590	0.408	0.471	يعكس
reflection	0.710	0.500	0.528	انعكاس
reflective	0.656	0.292	0.735	عاكس
reflector	0.479	0.510	0.500	العاكس
reflex	0.583	0.460	0.538	لا ارادي
reflux	0.281	0.559	0.347	ارتداد
reform	0.531	0.490	0.797	اعادة تشكيل
reformation	0.809	0.500	0.558	إعادة تشكيل
reformer	0.562	0.569	0.905	مصلح
refraction	0.388	0.471	0.526	الانكسار
refractor	0.510	0.541	0.433	المنكسر
refractory	0.520	0.357	0.588	المواد المقاومة للحرارة
refrain	0.314	0.373	0.277	امتنع
refraining	0.418	0.453	0.404	الامتناع
refresh	0.719	0.640	0.689	تحديث
refreshed	0.910	0.377	0.480	منتعش
refreshing	0.936	0.520	0.571	منعش
refreshment	0.667	0.410	0.352	المرطبات
refrigerate	0.635	0.357	0.457	يبرد
refrigeration	0.735	0.392	0.500	تبريد
refrigerator	0.677	0.260	0.391	ثلاجة
refuel	0.592	0.445	0.500	تزود بالوقود
refuge	0.640	0.238	0.481	لجأ
refugee	0.379	0.607	0.327	لاجئ
refund	0.541	0.528	0.430	إعادة مال
refurbish	0.656	0.633	0.541	التجديد
refusal	0.052	0.610	0.321	رفض
refuse	0.180	0.520	0.331	رفض
refused	0.163	0.475	0.188	رفض
refusing	0.143	0.670	0.203	رفض
refutation	0.312	0.726	0.566	تفنيد
refute	0.312	0.731	0.583	دحض
regain	0.729	0.520	0.759	استعادة
regal	0.643	0.459	0.556	ملكي
regalia	0.760	0.441	0.556	شعارات
regard	0.802	0.336	0.809	اعتبار
regatta	0.740	0.471	0.435	سباق القوارب
regency	0.520	0.472	0.630	ريجنسي
regenerate	0.782	0.607	0.767	تتجدد
regeneration	0.760	0.640	0.845	تجديد
regent	0.680	0.529	0.675	الوصي
reggae	0.698	0.520	0.500	الريغي
regime	0.290	0.668	0.773	النظام الحاكم
regimen	0.428	0.538	0.840	حمية
regiment	0.469	0.722	0.755	فوج
regimental	0.292	0.637	0.817	فوجي
region	0.540	0.295	0.712	منطقة
regional	0.620	0.400	0.607	إقليمي
regionalism	0.640	0.500	0.773	الإقليمية
register	0.490	0.412	0.654	تسجيل
registrar	0.599	0.537	0.574	المسجل
registration	0.622	0.396	0.574	التسجيل
registry	0.573	0.320	0.583	التسجيل
regress	0.255	0.442	0.300	تراجع
regression	0.312	0.500	0.324	تراجع
regressive	0.302	0.434	0.363	رجعي
regret	0.230	0.623	0.331	ندم
regretful	0.167	0.480	0.188	نادم
regrettable	0.104	0.374	0.245	مؤسف
regretted	0.352	0.540	0.368	تأسف
regretting	0.255	0.567	0.273	الندم
regroup	0.633	0.602	0.797	إعادة تجميع
regular	0.435	0.188	0.558	عادي
regularity	0.663	0.337	0.585	انتظام
regulars	0.729	0.327	0.508	النظامي
regulate	0.510	0.275	0.481	تنظيم
regulated	0.531	0.269	0.483	ينظم
regulation	0.542	0.425	0.667	اللائحة
regulator	0.500	0.336	0.668	منظم
regulatory	0.531	0.448	0.528	تنظيمي
regurgitation	0.160	0.647	0.315	ارتجاع
rehab	0.531	0.450	0.593	إعادة التأهيل
rehabilitate	0.671	0.538	0.642	تأهيل
rehabilitation	0.406	0.528	0.606	إعادة تأهيل
rehash	0.405	0.451	0.403	إعادة صياغة
rehearsal	0.667	0.470	0.500	بروفة
rehearse	0.588	0.622	0.500	تمرين
reign	0.806	0.567	0.873	فتره حكم
reigning	0.677	0.632	0.870	السيادة
reimburse	0.680	0.418	0.527	يوفي، يعوض
reimbursement	0.653	0.610	0.567	السداد
rein	0.500	0.357	0.438	كبح جماح
reincarnation	0.786	0.747	0.676	التناسخ
reindeer	0.592	0.336	0.396	الرنة
reinforce	0.604	0.583	0.760	تعزز
reinforcement	0.729	0.702	0.902	تعزيز
reinforcements	0.646	0.719	0.875	التعزيزات
reins	0.480	0.448	0.545	مقاليد
reinstall	0.458	0.500	0.745	إعادة التثبيت
reinstate	0.760	0.551	0.596	إعادة
reinstatement	0.729	0.521	0.707	إعادة
reinvest	0.570	0.627	0.763	إعادة الاستثمار
reinvestment	0.582	0.622	0.782	إعادة الاستثمار
reiterate	0.422	0.451	0.655	يكرر
reject	0.060	0.647	0.370	رفض
rejected	0.102	0.480	0.250	مرفوض
rejection	0.080	0.704	0.330	الرفض
rejects	0.083	0.637	0.422	يرفض
rejoice	0.827	0.650	0.698	نبتهج
rejoicing	0.811	0.637	0.592	ابتهاج
rejoin	0.655	0.548	0.556	إعادة الانضمام
rejuvenate	0.776	0.588	0.767	يجدد
rejuvenated	0.809	0.673	0.700	تجدد
rekindle	0.656	0.520	0.788	أشعل
relapse	0.173	0.460	0.303	الانتكاس
relate	0.653	0.500	0.623	ترتبط
related	0.677	0.365	0.519	ذات صلة
relation	0.857	0.604	0.625	علاقة
relationship	0.867	0.566	0.589	صلة
relative	0.500	0.378	0.386	نسبيا
relativity	0.594	0.393	0.615	النسبية
relax	0.927	0.250	0.375	يستريح
relaxant	0.878	0.087	0.357	مرتخي
relaxation	0.873	0.161	0.381	استرخاء
relaxed	0.865	0.090	0.382	استرخاء
relaxing	0.854	0.157	0.475	الاسترخاء
relay	0.738	0.542	0.543	تناوب
release	0.740	0.606	0.741	إطلاق سراح
released	0.844	0.490	0.651	صدر
relegation	0.375	0.500	0.434	هبوط
relentless	0.333	0.713	0.904	لا هوادة فيها
relevance	0.710	0.599	0.791	ملاءمة
relevancy	0.724	0.481	0.673	الصلة
relevant	0.719	0.608	0.764	ذو صلة
reliability	0.917	0.380	0.696	الموثوقية
reliable	0.912	0.241	0.875	موثوق بها
reliance	0.844	0.431	0.853	الاعتماد
relic	0.646	0.452	0.591	بقايا
relics	0.719	0.580	0.579	الاثار
relief	0.844	0.278	0.481	اِرتِياح
relieve	0.813	0.183	0.536	اعفاء
relieved	0.896	0.314	0.391	مرتاح
relieving	0.740	0.255	0.455	تخفيف
relight	0.560	0.588	0.519	ريلايت
religion	0.646	0.320	0.755	دين
religious	0.740	0.238	0.696	متدين
relinquish	0.265	0.606	0.286	يتخلى عن
relish	0.854	0.610	0.632	استمتع
relive	0.750	0.650	0.693	يسترجع
reload	0.562	0.611	0.571	إعادة تحميل
relocate	0.500	0.594	0.640	نقل
relocation	0.396	0.500	0.475	نقل
reluctance	0.240	0.606	0.373	ممانعة
reluctant	0.292	0.630	0.432	ممانع
rely	0.812	0.429	0.616	يعتمد
remain	0.709	0.365	0.731	يبقى
remainder	0.398	0.357	0.324	بقية
remaining	0.449	0.290	0.296	متبقي
remains	0.610	0.240	0.565	بقايا
remake	0.583	0.488	0.642	طبعة جديدة
remand	0.245	0.446	0.318	الحبس الاحتياطي
remark	0.561	0.325	0.716	ملاحظة
remarkable	0.880	0.573	0.720	لافت للنظر
remarkably	0.688	0.618	0.868	لافت للنظر
remarry	0.653	0.791	0.540	تزوج ثانية
rematch	0.469	0.798	0.627	مباراة العودة
remedial	0.369	0.418	0.509	تصحيحية
remedy	0.625	0.283	0.491	علاج
remember	0.776	0.422	0.454	تذكر
remembered	0.916	0.333	0.588	تذكرت
remembering	0.535	0.386	0.509	تذكر
remembrance	0.812	0.250	0.519	ذكرى
remind	0.721	0.415	0.563	يتذكر
reminder	0.552	0.423	0.589	تذكير
reminisce	0.903	0.490	0.363	ذكريات
reminiscent	0.500	0.481	0.611	تذكرنا
reminiscing	0.688	0.431	0.418	ذكريات
remiss	0.190	0.650	0.325	مقصرة
remission	0.418	0.330	0.518	مغفرة
remit	0.510	0.509	0.473	تحويل
remittance	0.684	0.479	0.454	التحويل
remnant	0.367	0.312	0.388	بقية
remodel	0.604	0.647	0.693	إعادة تشكيل
remorse	0.103	0.673	0.377	الندم
remorseful	0.347	0.429	0.250	نادم
remote	0.458	0.333	0.477	التحكم عن بعد
remoteness	0.323	0.510	0.339	بعد
removal	0.245	0.540	0.368	إزالة
remove	0.292	0.539	0.472	إزالة
remover	0.337	0.443	0.526	مزيل
remuneration	0.792	0.760	0.607	تعويض
renaissance	0.771	0.670	0.767	عصر النهضة
renal	0.300	0.480	0.415	كلوي
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	تمزيق
render	0.541	0.395	0.448	يجعل
rendering	0.531	0.434	0.667	استدعاء
rendezvous	0.750	0.490	0.658	موعد
rendition	0.417	0.360	0.398	أداء
renegade	0.140	0.640	0.509	المنشق
renegotiate	0.580	0.702	0.708	إعادة التفاوض
renew	0.868	0.481	0.713	تجديد
renewal	0.770	0.710	0.672	التجديد
renounce	0.156	0.490	0.552	تنازل
renovate	0.878	0.549	0.755	ترميم
renovated	0.783	0.406	0.657	تم تجديده
renovation	0.816	0.590	0.779	تجديد
renown	0.693	0.475	0.693	شهرة
renowned	0.844	0.481	0.697	مشهور
rent	0.344	0.429	0.446	تأجير
rental	0.510	0.370	0.308	تأجير
