English Word	Valence	Arousal	Dominance	Pashto Word
spongy	0.469	0.324	0.344	سپنج
sponsor	0.729	0.537	0.800	سپانسر
sponsorship	0.854	0.608	0.696	سپانسرشپ
spontaneity	0.817	0.698	0.655	په خپله خوښه
spontaneous	0.780	0.578	0.655	ناڅاپه
spoof	0.490	0.594	0.381	غلا
spook	0.327	0.887	0.322	ډارونکی
spooky	0.104	0.858	0.380	ویروونې
spool	0.397	0.389	0.312	سپول
spoon	0.479	0.236	0.259	چمچ
spoonful	0.582	0.208	0.308	چمچ
sporadic	0.333	0.394	0.500	سپورتیک
spore	0.480	0.408	0.231	تخم
sport	0.865	0.700	0.657	سپورت
sporting	0.917	0.656	0.675	سپورت
sports	0.833	0.683	0.587	سپورت
sports car	0.759	0.696	0.669	سپورت موټر
sportsman	0.755	0.735	0.713	ورزشکار
sportsmanship	0.890	0.582	0.694	سپورت
sportswriter	0.760	0.551	0.566	سپورت لیکونکی
sporty	0.735	0.713	0.648	سپورتي
spot	0.510	0.180	0.336	ځای
spotless	0.792	0.327	0.726	بې داغ
spotlight	0.688	0.353	0.519	رڼا
spotted	0.354	0.472	0.295	لیدل شوی
spotter	0.542	0.491	0.644	سپوټر
spotty	0.281	0.606	0.241	داغدار
spousal	0.656	0.582	0.632	خاوند
spouse	0.750	0.600	0.645	میړه
spout	0.438	0.357	0.309	ټوپ
sprain	0.063	0.580	0.384	موچ
sprawl	0.600	0.596	0.672	پراخه
spray	0.438	0.410	0.333	سپری
spread	0.570	0.583	0.651	خپراوی
spreader	0.510	0.480	0.500	خپرونکی
spree	0.564	0.663	0.474	سپری
spring	0.837	0.370	0.481	پسرلی
springtime	0.837	0.439	0.722	پسرلی
sprinkle	0.635	0.404	0.380	تویول
sprinkler	0.510	0.434	0.473	څاڅکي
sprinkling	0.677	0.510	0.466	څاڅکي
sprint	0.549	0.649	0.528	سپرینټ
sprite	0.561	0.438	0.625	سپریټ
sprout	0.582	0.565	0.443	څاڅکي
spruce	0.604	0.288	0.380	سپروس
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	سپک
spunky	0.646	0.879	0.755	سپک
spur	0.378	0.545	0.340	هڅول
spurious	0.178	0.480	0.343	جعلي
spurred	0.562	0.684	0.472	هڅول
spurt	0.448	0.550	0.475	چټک
spy	0.260	0.686	0.530	جاسوس
squabble	0.173	0.850	0.500	شخړه
squad	0.552	0.711	0.806	سکواډ
squadron	0.469	0.686	0.787	سکواډرن
squall	0.191	0.833	0.655	څاڅکی
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	ضایع کول
square	0.509	0.340	0.291	مربع
squash	0.531	0.667	0.410	اسکواش
squat	0.330	0.550	0.453	squat
squatter	0.390	0.361	0.565	ځوړند
squaw	0.428	0.441	0.398	سکوا
squawk	0.265	0.480	0.245	سکوک
squeak	0.271	0.679	0.300	چیغې
squeaky	0.229	0.771	0.367	چیغې
squeal	0.250	0.731	0.375	چیغې وهل
squealer	0.541	0.519	0.330	چیغې وهونکی
squeamish	0.176	0.656	0.453	ټوخی
squeeze	0.458	0.676	0.532	څکول
squeezing	0.260	0.598	0.557	څکول
squelch	0.271	0.510	0.462	سپکول
squid	0.497	0.398	0.357	squid
squint	0.385	0.461	0.452	څرمن
squire	0.479	0.459	0.710	مربع
squirm	0.235	0.824	0.373	څرمن
squirrel	0.592	0.358	0.333	squirrel
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	چړې وهل
stabbed	0.031	0.875	0.431	په چړو وهل
stability	0.812	0.264	0.849	ثبات
stabilize	0.839	0.427	0.722	ثبات
stabilizer	0.688	0.353	0.767	ثبات کوونکی
stable	0.725	0.204	0.735	باثباته
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	ډډ
stadium	0.635	0.679	0.611	لوبغالی
staff	0.745	0.274	0.627	کارکوونکي
stag	0.594	0.250	0.389	ځړول
stage	0.592	0.306	0.473	مرحله
stagecoach	0.516	0.519	0.627	د پړاو روزونکی
stagehand	0.420	0.684	0.555	پړاو
stagger	0.531	0.620	0.458	ټکان ورکونکی
staggering	0.520	0.657	0.683	حیرانوونکی
stagnant	0.300	0.500	0.208	ولاړ
stagnation	0.276	0.324	0.396	رکود
staid	0.385	0.290	0.634	ولاړ
stain	0.453	0.324	0.264	داغ
stained	0.245	0.460	0.209	داغ
stainless	0.594	0.329	0.618	بې رنګه
stair	0.375	0.354	0.345	زینه
staircase	0.469	0.347	0.440	زینه
stairs	0.510	0.439	0.342	زینې
stairway	0.562	0.510	0.407	زینه
stairwell	0.510	0.292	0.333	زینه
stake	0.406	0.608	0.460	برخه
stakeout	0.344	0.546	0.600	برخه اخیستنه
stale	0.235	0.461	0.286	باسی
stalemate	0.296	0.354	0.267	خنډ
stalk	0.436	0.272	0.395	ډډ
stalker	0.177	0.930	0.639	ښکار
stall	0.370	0.245	0.292	سټال
stallion	0.628	0.596	0.779	غاصب
stalls	0.582	0.378	0.451	سټالونه
stalwart	0.812	0.430	0.691	ثابت
stamina	0.664	0.694	0.877	استقامت
stamp	0.438	0.327	0.441	ټاپ
stampede	0.235	0.875	0.683	ټکان
stance	0.604	0.333	0.609	دریځ
stand	0.600	0.324	0.509	ولاړ
standard	0.673	0.143	0.605	معیاري
standardize	0.684	0.353	0.729	معیاري کول
standardized	0.610	0.324	0.607	معیاري
standby	0.260	0.224	0.386	تيارسئ
standing	0.604	0.317	0.425	ولاړ
standoff	0.333	0.840	0.558	خنډ
standpoint	0.585	0.388	0.652	موقف
standstill	0.441	0.203	0.500	ولاړ
standup	0.633	0.583	0.550	ولاړ سئ
stanza	0.612	0.343	0.297	بنده
staph	0.375	0.480	0.412	سټاف
staple	0.542	0.306	0.438	عمده
stapler	0.370	0.264	0.394	سټاپلر
star	0.833	0.418	0.560	ستوری
star fruit	0.701	0.433	0.427	ستوري ميوه
starboard	0.531	0.388	0.558	ستوربورډ
starch	0.507	0.354	0.312	نشایسته
stardom	0.844	0.786	0.689	ستوری
stardust	0.843	0.410	0.549	ستوری
stare	0.541	0.430	0.538	کتل
starfish	0.680	0.320	0.421	ستوري کب
stargazing	0.802	0.461	0.709	ستوری کتل
staring	0.542	0.306	0.423	کتل
stark	0.330	0.630	0.577	سخت
starlet	0.806	0.471	0.587	ستوری
starlight	0.908	0.368	0.611	ستوری
starling	0.500	0.490	0.514	ستوری
starry	0.438	0.643	0.434	ستوری
stars	0.796	0.521	0.484	ستوري
starship	0.740	0.719	0.704	ستوری شپ
start	0.684	0.430	0.589	پیل
starter	0.667	0.461	0.827	پیل کونکی
startle	0.276	0.817	0.417	ټکان ورکوونکی
startled	0.333	0.865	0.526	حیران
startling	0.750	0.768	0.830	حیرانوونکی
starvation	0.240	0.592	0.284	لوږه
starve	0.073	0.729	0.402	لوږه
starved	0.097	0.689	0.219	لوږه
starving	0.163	0.670	0.336	لوږه
stash	0.344	0.630	0.361	پټه
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	ریاست
stately	0.830	0.728	0.915	عالي
statement	0.688	0.608	0.825	بیان
stateroom	0.653	0.380	0.441	کوټه
stateside	0.643	0.480	0.708	ایالت
statesman	0.510	0.490	0.736	سیاستوال
static	0.297	0.250	0.366	جامد
staticky	0.357	0.278	0.358	جامد
statics	0.542	0.290	0.527	احصایې
station	0.688	0.367	0.519	سټیشن
stationary	0.408	0.240	0.484	ولاړ
stationery	0.570	0.120	0.455	سټیشنري
statistic	0.508	0.420	0.609	احصایه
statistical	0.714	0.353	0.627	احصایوي
statistician	0.571	0.360	0.703	احصایه پوه
stator	0.281	0.453	0.557	سټیټر
statuary	0.561	0.281	0.500	مجسمه
statue	0.542	0.153	0.570	مجسمه
statuette	0.677	0.433	0.518	مجسمه
stature	0.470	0.353	0.664	قد
status	0.658	0.377	0.588	حالت
statute	0.592	0.330	0.673	قانون
statutory	0.510	0.376	0.539	قانوني
staunch	0.480	0.363	0.833	کلک
stave	0.417	0.333	0.424	ډډ
stay	0.604	0.275	0.516	پاتې کیدل
stayaway	0.369	0.284	0.526	پاتې کیدل
stayed	0.497	0.270	0.395	پاتې
stays	0.633	0.363	0.564	پاتې کیږي
stead	0.551	0.214	0.510	پرځای
steadfast	0.771	0.433	0.800	ثابت قدم
steady	0.680	0.186	0.763	ثابت
steak	0.625	0.359	0.315	سټیک
steakhouse	0.802	0.379	0.547	سټیک هاوس
steal	0.021	0.856	0.528	غلا کول
stealing	0.086	0.913	0.455	غلا کول
stealth	0.520	0.270	0.452	غلا
stealthily	0.763	0.294	0.458	په پټه
stealthy	0.380	0.363	0.534	پټه
steam	0.469	0.413	0.421	بخار
steamboat	0.708	0.500	0.633	بخارۍ کښتۍ
steamer	0.510	0.442	0.528	سټیمر
steaming	0.592	0.553	0.402	بخار کول
steamroller	0.396	0.567	0.667	سټیمرولر
steamship	0.469	0.490	0.569	بخارۍ
steamy	0.479	0.538	0.445	بخاري
steel	0.521	0.420	0.714	فولاد
steep	0.312	0.612	0.321	دروند
steeple	0.625	0.519	0.500	ډډ
steer	0.469	0.490	0.527	چلول
steering	0.580	0.431	0.660	سټیرینګ
stellar	0.796	0.580	0.769	ستوری
stem	0.615	0.191	0.336	ډډ
stench	0.104	0.570	0.298	بد بوی
stencil	0.500	0.327	0.421	سټینسل
stenographer	0.510	0.408	0.589	سټینوګرافر
step	0.531	0.321	0.347	ګام
stepdaughter	0.510	0.510	0.432	ناوې
stepfather	0.396	0.491	0.611	قدم پلار
stepmother	0.427	0.530	0.484	سوتی مور
steppe	0.427	0.321	0.379	سټیپ
steps	0.511	0.349	0.373	ګامونه
stepson	0.614	0.406	0.480	قدم زوی
stereo	0.617	0.519	0.500	سټیریو
stereoscopic	0.363	0.417	0.574	سټیریوسکوپیک
stereotype	0.151	0.422	0.612	سټریوټائپ
stereotyped	0.375	0.510	0.436	سټیریوټایپ شوی
sterile	0.302	0.471	0.291	جراثیم
sterility	0.201	0.519	0.414	بانجان
sterilize	0.406	0.510	0.520	تعقیم کول
sterling	0.529	0.481	0.615	سټرلینګ
stern	0.552	0.394	0.415	سخت
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	سټرایډ
stethoscope	0.427	0.377	0.490	سټیتوسکوپ
stew	0.667	0.373	0.250	ډډ
steward	0.633	0.238	0.550	سرپرست
stewardess	0.625	0.491	0.491	سرپرست
stewardship	0.551	0.440	0.617	سرپرستي
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	چپنه
sticker	0.583	0.306	0.346	سټیکر
sticking	0.486	0.425	0.356	چپکېدل
stickler	0.385	0.471	0.417	سټیلر
stickup	0.453	0.537	0.434	چپک
sticky	0.385	0.569	0.292	چپکشی
stiff	0.158	0.459	0.569	سخت
stiffen	0.360	0.582	0.719	سخت
stiffness	0.323	0.500	0.657	سختۍ
stifle	0.240	0.764	0.427	بندول
stifled	0.229	0.731	0.193	ټک شوی
stifling	0.163	0.858	0.608	درول
stigma	0.327	0.500	0.470	داغ
stile	0.750	0.359	0.691	سټایل
stiletto	0.396	0.430	0.427	سټیلټو
stillbirth	0.092	0.809	0.291	مړ زیږون
stillborn	0.271	0.519	0.337	مړ زیږیدلی
stillness	0.729	0.125	0.339	سکوت
stillwaiting	0.344	0.393	0.420	لا تمېدل
stilts	0.439	0.577	0.300	stilts
stimulant	0.441	0.794	0.745	محرک
stimulate	0.792	0.798	0.754	هڅول
stimulating	0.740	0.804	0.809	هڅونکی
stimulation	0.708	0.821	0.702	محرک
stimulus	0.771	0.779	0.750	محرک
sting	0.163	0.651	0.373	ډنګ
stinger	0.279	0.625	0.508	ستنګ
stinging	0.260	0.730	0.459	وهل
stingy	0.094	0.548	0.283	بخل
stink	0.042	0.481	0.180	بوی
stinker	0.163	0.567	0.275	بدبویه
stinking	0.041	0.657	0.264	بدبویه
stinky	0.092	0.558	0.176	بدبویه
stint	0.490	0.326	0.342	دوره
stipend	0.604	0.546	0.614	وظیفه
stipulate	0.570	0.546	0.623	شرط
stipulation	0.469	0.622	0.654	شرط
stir	0.448	0.773	0.453	وهل
stirring	0.582	0.702	0.558	هڅول
stitch	0.306	0.538	0.357	ډنډ
stitching	0.510	0.382	0.345	ګنډل
stock	0.594	0.418	0.407	ذخیره
stockade	0.375	0.402	0.500	ذخیره
stockbroker	0.417	0.676	0.802	سټاک بروکر
stockholder	0.573	0.625	0.716	ذخیره کوونکی
stocking	0.594	0.324	0.688	ذخیره کول
stockings	0.458	0.365	0.382	جرابې
stockpile	0.542	0.315	0.425	ذخیره
stockroom	0.562	0.312	0.406	ذخیره کوټه
stocks	0.573	0.598	0.586	ذخیره
stoic	0.427	0.473	0.602	سټوک
stole	0.135	0.760	0.384	غلا
stolen	0.156	0.646	0.308	غلا شوی
stomach	0.367	0.402	0.438	معده
stomachache	0.030	0.745	0.316	د خیټي درد
stomp	0.365	0.565	0.438	سټمپ
stomped	0.229	0.684	0.406	ټک شوی
stone	0.216	0.183	0.561	ډبره
stoned	0.177	0.796	0.375	ډبره
stonewall	0.337	0.457	0.655	د ډبرو دیوال
stoneware	0.458	0.300	0.443	د ډبرو لوښي
stony	0.356	0.494	0.525	ډبره
stooge	0.438	0.406	0.163	کږه
stool	0.448	0.269	0.302	پاخه
stools	0.459	0.382	0.327	پاخانه
stoop	0.490	0.430	0.284	ودرېدل
stoopid	0.280	0.431	0.382	ستومانه
stop	0.280	0.510	0.490	درېدل
stopover	0.531	0.327	0.575	بند
stoppage	0.224	0.491	0.445	ودرول
stopper	0.365	0.336	0.390	بندوونکی
stopping	0.388	0.382	0.473	ودرول
stopwatch	0.469	0.521	0.482	سټاپ واچ
storage	0.698	0.406	0.564	ذخیره
store	0.646	0.538	0.407	پلورنځي
storefront	0.580	0.217	0.457	پلورنځي
storehouse	0.570	0.250	0.491	ذخیره
storeroom	0.560	0.217	0.588	کوټه
storing	0.630	0.378	0.548	ذخیره کول
storm	0.188	0.940	0.543	طوفان
storming	0.265	0.910	0.669	طوفان
stormy	0.146	0.870	0.562	طوفان
story	0.653	0.406	0.704	کیسه
storybook	0.854	0.306	0.383	د کیسې کتاب
storyteller	0.730	0.357	0.462	کیسه کوونکی
storytelling	0.643	0.375	0.472	کیسه ویل
stound	0.490	0.473	0.446	ولاړ
stout	0.656	0.657	0.817	سخت
stove	0.466	0.391	0.405	چوله
stow	0.615	0.365	0.523	ډډ
stowaway	0.224	0.481	0.357	ستوماني
straddle	0.306	0.550	0.444	پټول
straighten	0.677	0.500	0.685	مستقیم کول
straightforward	0.780	0.150	0.380	مستقیم
straightway	0.667	0.444	0.565	مستقیم
strain	0.190	0.750	0.380	فشار
strained	0.122	0.656	0.580	سخت
strait	0.438	0.433	0.412	تنګي
straitjacket	0.224	0.719	0.579	سټریټ جاکټ
straits	0.408	0.269	0.410	تنګي
strand	0.396	0.406	0.538	تار
stranded	0.292	0.459	0.219	بند
strange	0.314	0.663	0.395	عجیب
stranger	0.330	0.449	0.302	اجنبی
strangle	0.094	0.927	0.527	زنګ وهل
strangulation	0.040	0.886	0.542	زنګ وهل
strap	0.380	0.417	0.382	پټه
strapless	0.314	0.462	0.273	بې پټه
strapping	0.552	0.413	0.454	پټول
strata	0.500	0.457	0.411	طبقه
strategic	0.786	0.708	0.861	ستراتیژیک
strategist	0.571	0.594	0.810	ستراتیژیک
strategy	0.704	0.667	0.858	ستراتیژي
stratification	0.531	0.490	0.651	stratification
stratosphere	0.604	0.583	0.636	سټراټوسفیر
stratum	0.365	0.307	0.510	طبقه
stratus	0.448	0.520	0.509	حالت
straw	0.480	0.290	0.163	ډډ
strawberry	0.833	0.270	0.336	ځمکنی توت
stray	0.133	0.760	0.281	بې لارې
streak	0.440	0.608	0.511	تار
streaked	0.458	0.426	0.393	تار شوی
stream	0.449	0.537	0.559	جریان
streamer	0.615	0.530	0.429	سټریمر
streaming	0.592	0.481	0.582	جریان
streamline	0.656	0.573	0.618	منظم
street	0.594	0.324	0.398	سړک
streetcar	0.390	0.569	0.566	کوڅه ډب موټر
streetlight	0.673	0.268	0.390	د سړک څراغ
strength	0.802	0.682	0.858	ځواک
strengthen	0.802	0.796	0.971	پیاوړي کول
strengthening	0.913	0.627	0.945	پیاوړتیا
strenuous	0.104	0.660	0.481	سخت
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	فشار
stressed	0.167	0.740	0.502	ټینګار
stresses	0.115	0.817	0.396	فشارونه
stressfree	0.833	0.080	0.528	له فشار څخه پاک
stressful	0.153	0.873	0.389	فشار لرونکی
stressin	0.146	0.810	0.367	فشار ورکول
stressing	0.163	0.866	0.462	فشار ورکول
stressrelief	0.627	0.417	0.475	فشار راحت
stretch	0.604	0.578	0.500	غځول
stretcher	0.438	0.196	0.295	سټرچر
stricken	0.163	0.720	0.368	ځپل شوی
strict	0.500	0.646	0.878	سخت
stride	0.490	0.670	0.434	تګ
strife	0.344	0.898	0.630	شخړه
strike	0.271	0.811	0.571	اعتصاب
strikeout	0.316	0.520	0.371	اعتصاب
striker	0.500	0.589	0.696	برید کوونکی
striking	0.357	0.827	0.657	برید کوونکی
strikingly	0.690	0.684	0.811	په زړه پورې
string	0.385	0.398	0.445	تار
strings	0.457	0.292	0.355	تارونه
stringy	0.430	0.510	0.527	سخت
strip	0.427	0.500	0.436	پټه
stripe	0.629	0.302	0.361	پټه
striped	0.344	0.373	0.385	پټه
stripped	0.255	0.615	0.278	لوټ شوی
stripper	0.625	0.848	0.453	پټونکی
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	هڅه
strobe	0.490	0.633	0.537	سټروب
stroke	0.562	0.440	0.570	ضربه
stroll	0.745	0.415	0.444	تګ
stroller	0.786	0.398	0.314	ګرځونکی
strolling	0.755	0.515	0.340	تګ
strong	0.912	0.745	0.895	قوي
stronghold	0.708	0.636	0.954	قلعه
strongly	0.630	0.817	0.885	په کلکه
structural	0.582	0.425	0.690	ساختماني
structure	0.562	0.356	0.712	جوړښت
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	مبارزه
strut	0.580	0.480	0.464	سورت
stub	0.396	0.320	0.367	پټه
stubbed	0.323	0.642	0.241	ډډ شوی
stubble	0.333	0.442	0.264	ډډ
stubborn	0.157	0.702	0.575	ضد
stubbornness	0.156	0.673	0.508	ضد
stubby	0.417	0.370	0.393	پټه
stucco	0.439	0.292	0.279	stucco
stuck	0.153	0.644	0.285	تړل شوی
stuckup	0.281	0.480	0.363	نښتل
stud	0.564	0.531	0.509	ډډ
studded	0.396	0.412	0.425	ډډ شوی
student	0.634	0.318	0.537	زده کوونکی
studied	0.786	0.306	0.806	مطالعه کړې
studio	0.677	0.265	0.620	سټوډیو
study	0.653	0.361	0.768	مطالعه
stuff	0.622	0.367	0.263	توکي
stuffed animal	0.684	0.255	0.306	ډک شوی حیوان
stuffing	0.417	0.324	0.304	ډکول
stuffy	0.323	0.615	0.406	ډک
stumble	0.153	0.716	0.259	ټکر
stump	0.449	0.510	0.340	ټوپ
stumped	0.344	0.604	0.392	ټک شوی
stun	0.333	0.710	0.451	ستړی
stunned	0.306	0.663	0.356	حیران
stunner	0.418	0.780	0.492	حیرانوونکی
stunning	0.888	0.673	0.858	په زړه پورې
stunt	0.387	0.555	0.526	سټنټ
stunted	0.194	0.472	0.275	ډنډ شوی
stuntman	0.490	0.482	0.500	سټنټ مین
stupefaction	0.294	0.704	0.480	ستومانه
stupefy	0.200	0.740	0.412	ستومانه
stupendous	0.823	0.690	0.798	حیرانوونکی
stupid	0.133	0.510	0.200	احمق
stupidity	0.060	0.418	0.151	حماقت
stupidpeople	0.073	0.675	0.196	احمق خلک
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	ستومانه
sturdy	0.580	0.642	0.824	قوي
sturgeon	0.417	0.473	0.465	ستورجن
stutter	0.250	0.469	0.258	ټوخی
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	سټایل
styling	0.823	0.378	0.652	سټایل
stylish	0.885	0.490	0.689	سجیلا
stylist	0.760	0.445	0.500	سټایلیسټ
suave	0.724	0.265	0.269	نرم
sub	0.510	0.370	0.312	فرعي
subatomic	0.385	0.538	0.491	subatomic
subcommittee	0.396	0.467	0.600	فرعي کمیټه
subconscious	0.531	0.375	0.415	بې شعوره
subcutaneous	0.396	0.444	0.376	subcutaneous
subdivide	0.538	0.433	0.348	فرعي ویش
subdivision	0.592	0.455	0.430	فرعي ویش
subduction	0.350	0.569	0.445	فرعي
subdue	0.275	0.640	0.784	تابع کول
subdued	0.236	0.463	0.223	تابع
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	موضوع
subjected	0.286	0.520	0.221	تابع
subjection	0.354	0.408	0.539	تابعیت
subjective	0.510	0.350	0.432	موضوعي
subjugation	0.280	0.610	0.377	محکومیت
sublet	0.469	0.551	0.545	sublet
sublevel	0.365	0.298	0.333	فرعي سطح
sublimation	0.510	0.390	0.538	لوړوالی
sublime	0.784	0.333	0.585	عالي
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	سب میرین
submerge	0.517	0.643	0.456	ډوبېدل
submerged	0.337	0.528	0.357	ډوب شوی
submersible	0.406	0.459	0.540	د ډوبیدو وړ
submission	0.531	0.580	0.633	سپارل
submissive	0.480	0.217	0.173	تابع
submit	0.635	0.448	0.500	سپارل
submitting	0.667	0.610	0.611	سپارل
subordinate	0.276	0.392	0.121	تابع
subordination	0.270	0.527	0.343	تابعیت
subplot	0.469	0.413	0.446	فرعي پلاټ
subpoena	0.281	0.634	0.555	غوښتنه
subscribe	0.660	0.344	0.591	ګډون
subscriber	0.562	0.398	0.570	ګډون کوونکی
subscription	0.583	0.333	0.651	ګډون
subsequence	0.438	0.510	0.413	ورپسې
subsequent	0.449	0.385	0.400	ورپسې
subsequently	0.380	0.337	0.336	وروسته
subservient	0.255	0.402	0.339	تابع
subset	0.429	0.358	0.404	سبسیټ
subside	0.375	0.308	0.209	ښکته
subsidence	0.320	0.509	0.452	کمښت
subsidiary	0.541	0.295	0.500	ضمني
subsidize	0.604	0.615	0.589	سبسایډي ورکول
subsidy	0.573	0.462	0.517	سبسایډي
subsist	0.573	0.418	0.472	دوام
subsistence	0.510	0.404	0.491	روزي
subsoil	0.429	0.240	0.382	لاندې خاوره
subspace	0.470	0.453	0.475	فرعي ځای
substance	0.615	0.422	0.528	ماده
substandard	0.235	0.333	0.150	بې کیفیته
substantial	0.590	0.490	0.690	د پام وړ
substantially	0.646	0.471	0.684	د پام وړ
substantiate	0.531	0.549	0.636	ثابتول
substantive	0.500	0.350	0.455	اصلي
substation	0.469	0.461	0.491	سب سټیشن
substitute	0.427	0.406	0.398	بدیل
substituted	0.271	0.545	0.394	بدل شوی
substitution	0.406	0.480	0.353	بدیل
substructure	0.441	0.358	0.587	فرعي جوړښت
subterranean	0.469	0.306	0.432	ځمکې لاندې
subtext	0.635	0.276	0.412	فرعي متن
subtitle	0.445	0.202	0.347	فرعي سرلیک
subtle	0.708	0.167	0.228	فرعي
subtlety	0.615	0.176	0.363	لنډوالی
subtract	0.208	0.330	0.283	کمول
subtraction	0.163	0.382	0.349	تخفیف
subtype	0.427	0.296	0.420	فرعي ډول
suburb	0.354	0.566	0.441	ښارګوټی
suburban	0.439	0.450	0.453	ښاري
suburbia	0.438	0.490	0.421	مضافات
suburbs	0.510	0.571	0.286	ښارګوټي
subversion	0.347	0.608	0.415	تخریب
subversive	0.198	0.765	0.500	تخریبي
subvert	0.357	0.557	0.536	ماتول
subway	0.418	0.300	0.464	دمځکي لاندی لار
succeed	0.926	0.755	0.926	بریالی
succeeding	0.867	0.755	0.849	بریالی
success	0.959	0.880	0.981	بریالیتوب
successful	0.949	0.724	0.938	بریالی
succession	0.698	0.481	0.587	تسلسل
successive	0.635	0.471	0.518	پرله پسې
successor	0.729	0.531	0.648	جانشین
succinct	0.510	0.413	0.566	لنډ
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	خوندور
succumb	0.202	0.787	0.292	تسلیمیدل
suck	0.344	0.706	0.377	چوس
sucker	0.265	0.393	0.204	څټونکی
sucking	0.227	0.528	0.377	چوس
suckling	0.596	0.558	0.518	شیدو ورکول
sucks	0.115	0.683	0.302	خوندور
suction	0.460	0.593	0.526	سکشن
sudden	0.449	0.660	0.435	ناڅاپه
suddenly	0.670	0.510	0.456	ناڅاپه
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	مقدمه
suede	0.542	0.259	0.259	سابر
suffer	0.082	0.910	0.259	رنځ
sufferer	0.156	0.690	0.278	رنځونکی
suffering	0.020	0.719	0.235	رنځ
suffice	0.643	0.326	0.504	کافي
sufficiency	0.594	0.438	0.576	کفایت
sufficient	0.833	0.330	0.588	کافي
sufficiently	0.776	0.367	0.714	په کافي اندازه
suffix	0.430	0.420	0.364	ضمیمه
suffocate	0.219	0.764	0.440	ساه بنده کول
suffocating	0.133	0.774	0.429	ساه بنده کول
suffocation	0.020	0.830	0.462	ساه اخستل
sugar	0.896	0.382	0.402	شکر
suggest	0.573	0.471	0.517	وړاندیز
suggestion	0.646	0.365	0.558	وړاندیز
suggestive	0.552	0.500	0.555	وړاندیز کوونکی
suicidal	0.021	0.867	0.382	ځان وژونکي
suicide	0.030	0.873	0.429	ځانمرګی
suicidebombing	0.031	0.957	0.627	ځانمرګی برید
suit	0.776	0.282	0.482	سوټ
suitable	0.792	0.298	0.722	مناسب
suitcase	0.562	0.212	0.318	سوټ کیس
suite	0.790	0.420	0.400	سویټ
suitor	0.708	0.639	0.546	غوښتونکی
sulfate	0.427	0.352	0.429	سلفیټ
sulfur	0.173	0.530	0.364	سلفر
sulk	0.250	0.580	0.406	سوک
sullen	0.250	0.407	0.263	خپه
sully	0.378	0.550	0.370	خندا
sulphur	0.260	0.450	0.233	سلفر
sultan	0.529	0.423	0.821	سلطان
sultry	0.735	0.696	0.627	خوندور
sum	0.792	0.340	0.420	مجموعه
summarily	0.469	0.431	0.543	په لنډه توګه
summarize	0.590	0.323	0.471	لنډیز
summary	0.729	0.260	0.427	لنډیز
summation	0.766	0.337	0.594	مجموعه
summer	0.812	0.373	0.550	اوړی
summerhouse	0.796	0.308	0.443	د اوړي کور
summertime	0.837	0.500	0.455	د دوبي وخت
summit	0.625	0.618	0.764	غونډه
summon	0.521	0.560	0.664	رابلل
summons	0.552	0.604	0.598	بلنه
sumo	0.480	0.394	0.564	سومو
sump	0.365	0.451	0.340	سومپ
sumptuous	0.698	0.550	0.555	شاندار
sun	0.877	0.400	0.681	لمر
sunbeam	0.729	0.440	0.505	لمر
sunburn	0.061	0.755	0.447	د لمر سوځیدنه
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	یک شنبه
sundial	0.643	0.225	0.406	لمر
sundown	0.812	0.276	0.445	لمر
sundry	0.543	0.369	0.407	ډول ډول
sunflower	0.878	0.231	0.270	لمر ګل
sunglass	0.684	0.264	0.324	لمر ګلاس
sunglasses	0.844	0.443	0.364	د لمر عینکې
sunk	0.146	0.531	0.185	ډوب شوی
sunken	0.103	0.476	0.173	ډوب شوی
sunless	0.245	0.280	0.273	بې لمر
sunlight	0.906	0.407	0.639	لمر
sunny	0.740	0.348	0.481	لمر
sunrise	0.823	0.347	0.640	لمر
sunroof	0.681	0.325	0.425	لمر
sunscreen	0.656	0.387	0.462	سنسکرین
sunset	0.875	0.231	0.298	لمر
sunshine	0.885	0.297	0.769	لمر
suntan	0.620	0.510	0.366	سنتان
sunup	0.760	0.304	0.620	لمر
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	عالي
superannuation	0.448	0.412	0.562	تقاعد
