English Word	Valence	Arousal	Dominance	Belarusian Word
stressrelief	0.627	0.417	0.475	зняцце стрэсу
stretch	0.604	0.578	0.500	расцягвацца
stretcher	0.438	0.196	0.295	насілкі
stricken	0.163	0.720	0.368	здзіўлены
strict	0.500	0.646	0.878	строгі
stride	0.490	0.670	0.434	крокам
strife	0.344	0.898	0.630	міжусобіцы
strike	0.271	0.811	0.571	забастоўка
strikeout	0.316	0.520	0.371	выкрасьліць
striker	0.500	0.589	0.696	нападаючы
striking	0.357	0.827	0.657	кідаецца ў вочы
strikingly	0.690	0.684	0.811	ашаламляльна
string	0.385	0.398	0.445	радок
strings	0.457	0.292	0.355	радкі
stringy	0.430	0.510	0.527	жылісты
strip	0.427	0.500	0.436	палоска
stripe	0.629	0.302	0.361	палоска
striped	0.344	0.373	0.385	паласаты
stripped	0.255	0.615	0.278	распрануты
stripper	0.625	0.848	0.453	стрыптызёрка
striptease	0.607	0.918	0.608	стрыптыз
strive	0.582	0.837	0.769	імкнуцца
strobe	0.490	0.633	0.537	страбаскоп
stroke	0.562	0.440	0.570	інсульт
stroll	0.745	0.415	0.444	шпацыраваць
stroller	0.786	0.398	0.314	калыска
strolling	0.755	0.515	0.340	прагулка
strong	0.912	0.745	0.895	моцная
stronghold	0.708	0.636	0.954	крэпасць
strongly	0.630	0.817	0.885	моцна
structural	0.582	0.425	0.690	структурныя
structure	0.562	0.356	0.712	структура
strudel	0.627	0.417	0.397	штрудель
struggle	0.365	0.820	0.741	барацьба
strut	0.580	0.480	0.464	распорка
stub	0.396	0.320	0.367	заглушка
stubbed	0.323	0.642	0.241	заглушаны
stubble	0.333	0.442	0.264	іржышча
stubborn	0.157	0.702	0.575	упарты
stubbornness	0.156	0.673	0.508	упартасць
stubby	0.417	0.370	0.393	каржакаваты
stucco	0.439	0.292	0.279	ляпніна
stuck	0.153	0.644	0.285	затрымаўся
stuckup	0.281	0.480	0.363	тупік
stud	0.564	0.531	0.509	студ
studded	0.396	0.412	0.425	шыпаваныя
student	0.634	0.318	0.537	студэнт
studied	0.786	0.306	0.806	вывучаў
studio	0.677	0.265	0.620	студыя
study	0.653	0.361	0.768	даследаванне
stuff	0.622	0.367	0.263	рэчы
stuffed animal	0.684	0.255	0.306	пудзіла
stuffing	0.417	0.324	0.304	начынне
stuffy	0.323	0.615	0.406	душна
stumble	0.153	0.716	0.259	спатыкнуцца
stump	0.449	0.510	0.340	пень
stumped	0.344	0.604	0.392	тупік
stun	0.333	0.710	0.451	аглушыць
stunned	0.306	0.663	0.356	ашаломлены
stunner	0.418	0.780	0.492	ашаламляльнік
stunning	0.888	0.673	0.858	ашаламляльны
stunt	0.387	0.555	0.526	трук
stunted	0.194	0.472	0.275	нізкарослыя
stuntman	0.490	0.482	0.500	каскадзёр
stupefaction	0.294	0.704	0.480	здранцвенне
stupefy	0.200	0.740	0.412	дурманіць
stupendous	0.823	0.690	0.798	надзвычайны
stupid	0.133	0.510	0.200	дурны
stupidity	0.060	0.418	0.151	глупства
stupidpeople	0.073	0.675	0.196	дурныя людзі
stupidrain	0.260	0.520	0.317	дурны зліў
stupor	0.323	0.590	0.330	ступар
sturdy	0.580	0.642	0.824	трывалы
sturgeon	0.417	0.473	0.465	асятровых
stutter	0.250	0.469	0.258	заікацца
sty	0.296	0.500	0.225	стыл
style	0.745	0.472	0.586	стыль
styling	0.823	0.378	0.652	стылізацыя
stylish	0.885	0.490	0.689	стыльны
stylist	0.760	0.445	0.500	стыліст
suave	0.724	0.265	0.269	ветлівы
sub	0.510	0.370	0.312	суб
subatomic	0.385	0.538	0.491	субатамны
subcommittee	0.396	0.467	0.600	падкамітэт
subconscious	0.531	0.375	0.415	падсвядомасць
subcutaneous	0.396	0.444	0.376	падскурныя
subdivide	0.538	0.433	0.348	падраздзяляць
subdivision	0.592	0.455	0.430	падраздзяленне
subduction	0.350	0.569	0.445	субдукцыя
subdue	0.275	0.640	0.784	падпарадкаваць
subdued	0.236	0.463	0.223	падпарадкаваны
subdural	0.381	0.491	0.425	субдуральных
subito	0.372	0.627	0.577	субіта
subject	0.602	0.344	0.558	прадметам
subjected	0.286	0.520	0.221	падвергнуць
subjection	0.354	0.408	0.539	падпарадкаванне
subjective	0.510	0.350	0.432	суб'ектыўны
subjugation	0.280	0.610	0.377	падпарадкаванне
sublet	0.469	0.551	0.545	субарэнду
sublevel	0.365	0.298	0.333	падузровень
sublimation	0.510	0.390	0.538	сублімацыя
sublime	0.784	0.333	0.585	узвышаны
subliminal	0.410	0.528	0.464	падсвядомы
submarine	0.572	0.481	0.549	падводная лодка
submerge	0.517	0.643	0.456	апускаць пад ваду
submerged	0.337	0.528	0.357	пагружаныя ў ваду
submersible	0.406	0.459	0.540	погружной
submission	0.531	0.580	0.633	прадстаўленне
submissive	0.480	0.217	0.173	пакорлівы
submit	0.635	0.448	0.500	прадставіць
submitting	0.667	0.610	0.611	падаючы
subordinate	0.276	0.392	0.121	падпарадкаваны
subordination	0.270	0.527	0.343	субардынацыя
subplot	0.469	0.413	0.446	падсюжэт
subpoena	0.281	0.634	0.555	позва ў суд
subscribe	0.660	0.344	0.591	падпісацца
subscriber	0.562	0.398	0.570	абанент
subscription	0.583	0.333	0.651	падпіска
subsequence	0.438	0.510	0.413	падпаслядоўнасць
subsequent	0.449	0.385	0.400	наступныя
subsequently	0.380	0.337	0.336	пасля
subservient	0.255	0.402	0.339	падпарадкаваны
subset	0.429	0.358	0.404	падмноства
subside	0.375	0.308	0.209	спадаць
subsidence	0.320	0.509	0.452	прасяданне
subsidiary	0.541	0.295	0.500	даччыная кампанія
subsidize	0.604	0.615	0.589	субсідаваць
subsidy	0.573	0.462	0.517	субсідыя
subsist	0.573	0.418	0.472	існаваць
subsistence	0.510	0.404	0.491	існаванне
subsoil	0.429	0.240	0.382	нетраў
subspace	0.470	0.453	0.475	падпрастора
substance	0.615	0.422	0.528	рэчыва
substandard	0.235	0.333	0.150	няякасны
substantial	0.590	0.490	0.690	істотны
substantially	0.646	0.471	0.684	істотна
substantiate	0.531	0.549	0.636	абгрунтаваць
substantive	0.500	0.350	0.455	змястоўны
substation	0.469	0.461	0.491	падстанцыя
substitute	0.427	0.406	0.398	замяшчаць
substituted	0.271	0.545	0.394	падстаўлены
substitution	0.406	0.480	0.353	замена
substructure	0.441	0.358	0.587	субструктура
subterranean	0.469	0.306	0.432	падземныя
subtext	0.635	0.276	0.412	падтэкст
subtitle	0.445	0.202	0.347	субтытры
subtle	0.708	0.167	0.228	тонкі
subtlety	0.615	0.176	0.363	тонкасць
subtract	0.208	0.330	0.283	адняць
subtraction	0.163	0.382	0.349	адніманне
subtype	0.427	0.296	0.420	падтып
suburb	0.354	0.566	0.441	прадмесце
suburban	0.439	0.450	0.453	прыгарадныя
suburbia	0.438	0.490	0.421	прыгарад
suburbs	0.510	0.571	0.286	прыгарады
subversion	0.347	0.608	0.415	дыверсія
subversive	0.198	0.765	0.500	падрыўной
subvert	0.357	0.557	0.536	падрываць
subway	0.418	0.300	0.464	метро
succeed	0.926	0.755	0.926	атрымаць поспех
succeeding	0.867	0.755	0.849	паспяховы
success	0.959	0.880	0.981	поспех
successful	0.949	0.724	0.938	паспяховы
succession	0.698	0.481	0.587	пераемнасць
successive	0.635	0.471	0.518	паслядоўныя
successor	0.729	0.531	0.648	пераемнік
succinct	0.510	0.413	0.566	лаканічны
succubus	0.417	0.647	0.509	суккуб
succulent	0.823	0.538	0.556	сукулентныя
succumb	0.202	0.787	0.292	паддавацца
suck	0.344	0.706	0.377	смактаць
sucker	0.265	0.393	0.204	прысоска
sucking	0.227	0.528	0.377	смактанне
suckling	0.596	0.558	0.518	смактанне
sucks	0.115	0.683	0.302	адстой
suction	0.460	0.593	0.526	ўсмоктванне
sudden	0.449	0.660	0.435	раптоўны
suddenly	0.670	0.510	0.456	раптам
suds	0.458	0.365	0.255	пена
sue	0.219	0.731	0.679	судзіцца
suede	0.542	0.259	0.259	замша
suffer	0.082	0.910	0.259	пакутаваць
sufferer	0.156	0.690	0.278	пакутнік
suffering	0.020	0.719	0.235	пакуты
suffice	0.643	0.326	0.504	дастаткова
sufficiency	0.594	0.438	0.576	дастатковасць
sufficient	0.833	0.330	0.588	дастатковы
sufficiently	0.776	0.367	0.714	дастаткова
suffix	0.430	0.420	0.364	суфікс
suffocate	0.219	0.764	0.440	задушыць
suffocating	0.133	0.774	0.429	задушлівы
suffocation	0.020	0.830	0.462	удушша
sugar	0.896	0.382	0.402	цукру
suggest	0.573	0.471	0.517	прапанаваць
suggestion	0.646	0.365	0.558	прапанова
suggestive	0.552	0.500	0.555	сугестыўны
suicidal	0.021	0.867	0.382	суіцыдальны
suicide	0.030	0.873	0.429	самагубства
suicidebombing	0.031	0.957	0.627	тэракты-смяротнікі
suit	0.776	0.282	0.482	касцюм
suitable	0.792	0.298	0.722	прыдатны
suitcase	0.562	0.212	0.318	чамадан
suite	0.790	0.420	0.400	люкс
suitor	0.708	0.639	0.546	залётнік
sulfate	0.427	0.352	0.429	сульфат
sulfur	0.173	0.530	0.364	сера
sulk	0.250	0.580	0.406	дуцца
sullen	0.250	0.407	0.263	пануры
sully	0.378	0.550	0.370	скразны
sulphur	0.260	0.450	0.233	сера
sultan	0.529	0.423	0.821	султан
sultry	0.735	0.696	0.627	душны
sum	0.792	0.340	0.420	сума
summarily	0.469	0.431	0.543	сумарна
summarize	0.590	0.323	0.471	абагульніць
summary	0.729	0.260	0.427	рэзюмэ
summation	0.766	0.337	0.594	сумаванне
summer	0.812	0.373	0.550	лета
summerhouse	0.796	0.308	0.443	летнік
summertime	0.837	0.500	0.455	летні час
summit	0.625	0.618	0.764	саміт
summon	0.521	0.560	0.664	выклікаць
summons	0.552	0.604	0.598	позва
sumo	0.480	0.394	0.564	сумо
sump	0.365	0.451	0.340	адстойнік
sumptuous	0.698	0.550	0.555	раскошны
sun	0.877	0.400	0.681	сонца
sunbeam	0.729	0.440	0.505	сонечны прамень
sunburn	0.061	0.755	0.447	сонечныя апёкі
sundae	0.743	0.414	0.404	пламбір
sunday	0.776	0.196	0.394	нядзеля
sundial	0.643	0.225	0.406	сонечны гадзіннік
sundown	0.812	0.276	0.445	заход сонца
sundry	0.543	0.369	0.407	рознае
sunflower	0.878	0.231	0.270	сланечнік
sunglass	0.684	0.264	0.324	сонцаахоўныя акуляры
sunglasses	0.844	0.443	0.364	сонечныя акуляры
sunk	0.146	0.531	0.185	затануў
sunken	0.103	0.476	0.173	патанулы
sunless	0.245	0.280	0.273	бяссонца
sunlight	0.906	0.407	0.639	сонечнае святло
sunny	0.740	0.348	0.481	сонечна
sunrise	0.823	0.347	0.640	узыход сонца
sunroof	0.681	0.325	0.425	люк
sunscreen	0.656	0.387	0.462	сонцаахоўны крэм
sunset	0.875	0.231	0.298	закат
sunshine	0.885	0.297	0.769	сонейка
suntan	0.620	0.510	0.366	загар
sunup	0.760	0.304	0.620	узыход сонца
sup	0.551	0.358	0.385	суп
super	0.844	0.663	0.780	супер
superannuation	0.448	0.412	0.562	пенсіянерскі
superb	0.980	0.708	0.852	цудоўны
superficial	0.357	0.407	0.309	павярхоўны
superfluous	0.316	0.469	0.393	лішняе
superhero	0.910	0.820	0.893	супергерой
superhuman	0.810	0.745	0.895	звышчалавек
superimposed	0.490	0.529	0.683	накладзеныя
superintendent	0.592	0.570	0.942	прараб
superior	0.801	0.697	0.940	вышэйшы
superiority	0.582	0.602	0.959	перавага
superlative	0.714	0.566	0.737	найвышэйшы
superman	0.945	0.794	0.929	супермэн
supermarket	0.690	0.547	0.571	супермаркет
supermodel	0.880	0.663	0.698	супермадэль
supernatant	0.500	0.500	0.565	супернатант
supernatural	0.622	0.824	0.733	звышнатуральнае
supernova	0.729	0.673	0.827	звышновая
superposition	0.480	0.570	0.806	суперпазіцыя
superpower	0.806	0.784	0.972	звышдзяржава
supersede	0.479	0.510	0.518	выцясняць
superstar	0.885	0.860	0.880	суперзорка
superstition	0.177	0.640	0.418	забабоны
superstitious	0.281	0.545	0.514	забабонны
superstore	0.719	0.600	0.640	супермаркет
supervise	0.698	0.555	0.889	кантраляваць
supervision	0.459	0.578	0.825	нагляд
supervisor	0.615	0.479	0.933	кіраўнік
supper	0.708	0.429	0.552	вячэра
suppertime	0.792	0.388	0.461	час вячэры
supplant	0.344	0.558	0.463	выцесніць
supple	0.812	0.528	0.436	гнуткі
supplement	0.745	0.406	0.491	дадатак
supplemental	0.604	0.404	0.555	дадатковыя
supplementary	0.625	0.352	0.541	дадатковыя
supplication	0.469	0.570	0.309	маленне
supplier	0.615	0.462	0.736	пастаўшчык
supplies	0.698	0.390	0.595	расходныя матэрыялы
supply	0.708	0.519	0.603	пастаўкі
support	0.811	0.472	0.737	падтрымка
supported	0.853	0.408	0.613	падтрымліваецца
supporter	0.721	0.510	0.698	прыхільнік
supporters	0.763	0.539	0.558	прыхільнікаў
supporting	0.634	0.490	0.764	які падтрымлівае
supportive	0.875	0.420	0.635	падтрымлівае
suppose	0.551	0.343	0.348	выкажам здагадку
supposed	0.296	0.378	0.379	мяркуецца
supposing	0.449	0.451	0.357	мяркуючы, што
supposition	0.531	0.408	0.526	здагадка
suppress	0.281	0.559	0.509	душыць
suppression	0.267	0.541	0.537	падаўленне
supremacy	0.794	0.706	0.943	вяршэнства
supreme	0.812	0.700	0.974	найвышэйшы
supremely	0.833	0.725	0.897	у вышэйшай ступені
surcharge	0.375	0.528	0.500	даплата
sure	0.724	0.270	0.793	упэўнены
surety	0.776	0.365	0.750	паручыцельства
surf	0.847	0.650	0.500	прыбой
surface	0.448	0.375	0.604	паверхні
surfboard	0.729	0.730	0.387	дошка для серфінгу
surfer	0.704	0.701	0.554	серфер
surge	0.449	0.684	0.500	ўсплёск
surgeon	0.500	0.598	0.793	хірург
surgery	0.286	0.769	0.600	хірургічнае ўмяшанне
surgical	0.327	0.696	0.723	хірургічнае
surly	0.221	0.469	0.493	панылы
surmise	0.529	0.400	0.347	здагадка
surname	0.670	0.250	0.493	прозвішча
surpassing	0.719	0.660	0.720	пераўзыходзячы
surplus	0.602	0.680	0.630	лішак
surprise	0.875	0.875	0.562	сюрпрыз
surprised	0.784	0.855	0.539	здзіўлены
surprises	0.875	0.769	0.632	сюрпрызы
surprising	0.888	0.790	0.692	дзіўна
surprisingly	0.847	0.793	0.819	дзіўна
surreal	0.550	0.529	0.670	сюррэалістычны
surrender	0.115	0.396	0.186	капітуляцыя
surrendering	0.198	0.411	0.245	здаючыся
surrogate	0.406	0.590	0.472	сурагат
surround	0.542	0.623	0.627	атачаць
surrounding	0.531	0.422	0.669	навакольныя
surroundings	0.600	0.346	0.492	наваколлі
surveillance	0.365	0.720	0.718	назіранне
survey	0.580	0.357	0.379	апытанне
surveying	0.488	0.455	0.682	геадэзія
surveyor	0.545	0.337	0.648	геадэзіст
survival	0.541	0.798	0.879	выжыванне
survive	0.770	0.824	0.726	выжыць
surviving	0.646	0.836	0.721	выжыў
survivor	0.677	0.750	0.815	выжыў
susceptibility	0.458	0.627	0.364	успрымальнасць
susceptible	0.438	0.449	0.304	успрымальны
sushi	0.698	0.343	0.394	сушы
suspect	0.133	0.750	0.509	падазраваны
suspected	0.173	0.755	0.452	падазраваны
suspend	0.240	0.320	0.368	прыпыніць
suspended	0.224	0.402	0.368	прыпынена
suspenders	0.391	0.333	0.500	падцяжкі
suspense	0.286	0.775	0.402	саспенс
suspension	0.288	0.530	0.426	падвеска
suspicion	0.204	0.711	0.377	падазрэнне
suspicions	0.208	0.745	0.500	падазрэнні
suspicious	0.153	0.745	0.431	падазроны
sustain	0.635	0.358	0.593	падтрымліваць
sustained	0.649	0.340	0.580	вытрыманы
sustenance	0.820	0.519	0.679	пражытак
suture	0.240	0.510	0.510	шво
suv	0.552	0.431	0.446	пазадарожнік
sux	0.406	0.531	0.331	сукс
swab	0.470	0.364	0.259	тампон
swag	0.656	0.676	0.654	хабар
swagger	0.333	0.731	0.538	фанабэрыстасць
swallow	0.466	0.608	0.436	праглынуць
swami	0.510	0.547	0.491	Свамі
swamp	0.245	0.425	0.235	балота
swamped	0.156	0.480	0.270	забалочаны
swampy	0.306	0.390	0.412	забалочаны
swan	0.781	0.225	0.357	лебедзь
swank	0.490	0.500	0.442	шыкоўны
swap	0.552	0.500	0.509	своп
swarm	0.302	0.735	0.458	рой
swarming	0.375	0.600	0.435	раенне
swastika	0.316	0.472	0.491	свастыка
swat	0.380	0.694	0.571	спецназ
sway	0.690	0.596	0.721	калыхацца
swear	0.601	0.577	0.658	лаяцца
swearing	0.333	0.559	0.586	лаянка
sweat	0.388	0.579	0.297	пот
sweater	0.704	0.245	0.295	швэдар
sweating	0.292	0.667	0.265	потлівасць
sweatshirt	0.510	0.368	0.353	свитшот
sweatshop	0.385	0.797	0.602	патагонны цэх
sweaty	0.281	0.540	0.304	потны
sweep	0.448	0.385	0.383	падмятаць
sweeper	0.470	0.549	0.414	падмятальная машына
sweeping	0.344	0.431	0.355	падмятанне
sweet	0.668	0.418	0.382	салодкі
sweeten	0.908	0.455	0.423	падсаладзіць
sweetened	0.940	0.461	0.398	падсалоджаны
sweetener	0.670	0.333	0.330	подсластітель
sweetest	0.959	0.500	0.370	салодкі
sweetheart	0.959	0.423	0.509	мілая
sweetie	0.990	0.549	0.560	мілая
sweetness	0.906	0.474	0.528	слодыч
sweets	0.910	0.422	0.321	прысмакі
swell	0.360	0.679	0.348	брыняць
swelling	0.323	0.608	0.250	ацёк
sweltering	0.204	0.644	0.362	душны
swerve	0.276	0.612	0.357	збочыць
swift	0.760	0.776	0.698	імклівы
swiftly	0.660	0.885	0.618	хутка
swig	0.604	0.481	0.406	глыток
swill	0.427	0.528	0.322	памый
swim	0.688	0.461	0.529	плаваць
swimmer	0.657	0.698	0.610	плывец
swimming	0.760	0.559	0.524	плаванне
swimsuit	0.740	0.373	0.269	купальнік
swindle	0.122	0.740	0.439	махлярства
swindler	0.125	0.721	0.575	махляр
swine	0.340	0.519	0.277	свіней
swing	0.602	0.510	0.481	арэлі
swinger	0.459	0.778	0.482	свінгер
swinging	0.656	0.510	0.312	размахваючы
swipe	0.573	0.450	0.266	правядзіце пальцам
swirl	0.490	0.726	0.639	вір
swish	0.562	0.510	0.474	свіст
switch	0.500	0.538	0.509	перамыкач
switchblade	0.357	0.596	0.528	выключальнік
switchboard	0.571	0.519	0.558	камутатар
swivel	0.562	0.480	0.500	паваротны
swollen	0.236	0.510	0.277	азызлая
swoon	0.292	0.510	0.160	страціць прытомнасць
swoop	0.479	0.618	0.446	налёт
sword	0.438	0.653	0.713	меч
swordfish	0.564	0.520	0.442	рыба-меч
swordplay	0.616	0.750	0.528	фехтаванне
swordsman	0.395	0.857	0.696	фехтавальшчык
sycamore	0.500	0.401	0.527	явар
syllable	0.448	0.250	0.417	склад
syllabus	0.736	0.370	0.643	вучэбны план
symbiotic	0.832	0.425	0.406	сімбіётычны
symbol	0.643	0.388	0.527	сімвал
symbolic	0.670	0.385	0.574	сімвалічны
symbolically	0.582	0.385	0.648	сімвалічна
symbolism	0.688	0.347	0.640	сімволіка
symbolize	0.633	0.327	0.673	сімвалізаваць
symmetric	0.745	0.212	0.588	сіметрычны
symmetrical	0.542	0.263	0.569	сіметрычны
symmetry	0.604	0.274	0.500	сіметрыя
sympathetic	0.796	0.434	0.609	спагадлівы
sympathize	0.770	0.627	0.644	спачуваць
sympathy	0.827	0.497	0.634	сімпатыя
symphonic	0.775	0.545	0.566	сімфанічны
symphony	0.765	0.490	0.600	сімфанічны
symposium	0.573	0.394	0.644	сімпозіум
symptom	0.380	0.529	0.434	сімптом
symptomatic	0.367	0.434	0.491	сімптаматычнае
synagogue	0.531	0.300	0.544	сінагога
synapse	0.660	0.471	0.491	сінапс
synaptic	0.573	0.553	0.622	сінаптычны
sync	0.802	0.440	0.670	сінхранізацыя
synchronize	0.781	0.361	0.654	сінхранізаваць
synchronous	0.600	0.538	0.545	сінхронныя
syncope	0.245	0.538	0.398	сінкопа
syndicate	0.439	0.491	0.673	сіндыкат
syndrome	0.229	0.510	0.246	сіндром
synergistic	0.571	0.550	0.547	сінэргічны
synergy	0.667	0.510	0.720	сінэргія
synod	0.469	0.377	0.574	сінод
synonym	0.615	0.210	0.433	сінонім
synonymous	0.480	0.323	0.400	сінанімічныя
synopsis	0.541	0.390	0.482	канспект
synoptic	0.561	0.510	0.596	сінаптычны
syntax	0.531	0.346	0.559	сінтаксіс
synthesis	0.604	0.315	0.377	сінтэз
synthesizer	0.500	0.410	0.592	сінтэзатар
synthetic	0.396	0.350	0.519	сінтэтычны
syphilis	0.071	0.606	0.245	пранцы
syringe	0.250	0.680	0.330	шпрыц
syrup	0.620	0.223	0.318	сіроп
system	0.615	0.346	0.764	сістэма
systematic	0.617	0.444	0.594	сістэматычны
systematically	0.690	0.390	0.651	сістэматычна
t-shirt	0.815	0.286	0.284	футболка
tab	0.594	0.208	0.308	укладка
tabasco	0.375	0.546	0.404	табаско
tabby	0.510	0.426	0.387	таббі
tabernacle	0.408	0.480	0.605	скінія
table	0.551	0.170	0.284	стол
tableau	0.531	0.302	0.321	табло
tablecloth	0.480	0.165	0.215	абрус
tablespoon	0.490	0.353	0.245	сталовая лыжка
tablet	0.562	0.330	0.438	планшэт
tableware	0.677	0.250	0.276	посуд
tabloid	0.438	0.365	0.444	таблоід
taboo	0.198	0.794	0.482	табу
tabular	0.438	0.330	0.462	таблічны
tabulate	0.480	0.403	0.598	таблічны
tabulation	0.396	0.346	0.526	табуляцыя
tachometer	0.398	0.394	0.518	тахометр
tacit	0.459	0.340	0.473	маўклівы
tack	0.365	0.431	0.431	прыхватка
tackle	0.365	0.686	0.569	снасці
tackled	0.438	0.612	0.569	вырашаўся
tackling	0.480	0.694	0.613	барацьба
tacky	0.245	0.490	0.373	ліпкі
taco	0.561	0.353	0.277	тако
tact	0.550	0.417	0.417	такт
tactful	0.704	0.292	0.537	тактоўна
tactic	0.531	0.434	0.798	тактыка
tactical	0.594	0.481	0.684	тактычны
tactics	0.583	0.676	0.774	тактыка
tactile	0.573	0.410	0.491	тактыльны
tad	0.459	0.240	0.250	крыху
tadpole	0.350	0.434	0.218	апалонік
taffeta	0.604	0.279	0.405	тафта
taffy	0.448	0.431	0.204	ірыскі
tag	0.612	0.353	0.375	тэг
tail	0.480	0.272	0.293	хвост
tailed	0.438	0.358	0.351	хвастатыя
tailgate	0.323	0.340	0.398	задняя дзверы
tailings	0.439	0.311	0.446	хвасты
taillight	0.479	0.367	0.283	задні ліхтар
tailor	0.573	0.206	0.450	кравец
tailoring	0.673	0.540	0.566	пашыў адзення
tailpipe	0.460	0.429	0.409	выхлапная труба
taint	0.141	0.425	0.226	забрудзіць
take	0.828	0.537	0.348	браць
takeoff	0.755	0.884	0.626	Здымі
takeout	0.736	0.392	0.368	вынас
takeover	0.663	0.531	0.861	пераймаць
taker	0.375	0.521	0.618	які бярэ
talcum	0.500	0.196	0.291	тальк
tale	0.663	0.300	0.336	казка
talent	0.959	0.607	0.811	талент
talented	0.939	0.635	0.938	таленавіты
talisman	0.704	0.542	0.642	талісман
talk	0.833	0.346	0.594	размаўляць
talkative	0.562	0.673	0.535	гаваркі
talker	0.500	0.604	0.552	балбатун
tall	0.725	0.591	0.538	высокі
tallies	0.551	0.290	0.402	падлікі
tallow	0.344	0.283	0.290	сала
tally	0.542	0.420	0.518	падлік
talon	0.344	0.569	0.475	кіпцюр
talons	0.320	0.698	0.525	кіпцюры
tambourine	0.622	0.548	0.348	бубен
tame	0.560	0.604	0.642	прыручыць
tamer	0.385	0.783	0.815	утаймавальнік
taming	0.569	0.514	0.575	прыручэнне
tamper	0.184	0.802	0.545	трамбаваць
tampon	0.396	0.394	0.345	тампон
tan	0.643	0.460	0.444	загар
tandem	0.552	0.406	0.485	тандэм
tang	0.594	0.383	0.340	танг
tangent	0.573	0.373	0.454	датычная
tangerine	0.571	0.271	0.395	мандарын
tangible	0.646	0.350	0.679	матэрыяльны
tangle	0.354	0.545	0.254	клубок
tangled	0.260	0.539	0.316	заблытаны
tango	0.622	0.560	0.430	танга
tank	0.431	0.454	0.634	танк
tank top	0.610	0.371	0.371	безрукавка
tanker	0.520	0.647	0.713	танкер
tanned	0.615	0.550	0.491	загарэлы
tantalizing	0.525	0.788	0.625	спакуслівы
tantamount	0.633	0.288	0.670	раўназначна
tantrum	0.219	0.817	0.404	істэрыка
taoism	0.490	0.250	0.456	даасізм
tap	0.461	0.370	0.349	кран
tape	0.531	0.277	0.254	стужка
tape measure	0.406	0.250	0.360	рулетка
taper	0.541	0.410	0.415	звужацца
tapering	0.344	0.380	0.237	звужваюцца
tapestry	0.520	0.176	0.362	габелен
tapeworm	0.357	0.334	0.331	істужачны чарвяк
tapioca	0.594	0.297	0.324	тапіёка
taps	0.448	0.378	0.409	краны
tar	0.438	0.440	0.570	дзёгаць
tarantula	0.260	0.718	0.544	тарантул
tardiness	0.296	0.452	0.260	спазненне
tardy	0.204	0.592	0.293	спазненне
target	0.633	0.573	0.798	мішэнь
targeted	0.573	0.537	0.573	мэтанакіраваны
targeting	0.510	0.420	0.580	таргетынг
tariff	0.459	0.402	0.491	тарыф
tarmac	0.357	0.302	0.398	асфальт
tarnish	0.204	0.441	0.342	запляміць
tarot	0.479	0.422	0.430	таро
tarp	0.479	0.210	0.364	брызент
tarry	0.392	0.413	0.388	смаліць
tart	0.719	0.380	0.219	даўкі
tartan	0.448	0.423	0.389	тартан
tartar	0.214	0.351	0.212	зубной камень
task	0.550	0.353	0.500	задача
tassel	0.552	0.330	0.307	пэндзлік
taste	0.802	0.406	0.465	густ
tasteful	0.918	0.458	0.625	з густам
tasteless	0.146	0.196	0.148	безгустоўны
tasting	0.781	0.603	0.600	дэгустацыя
tasty	0.959	0.786	0.555	смачна
tat	0.429	0.380	0.404	тат
tattler	0.417	0.530	0.434	балбатун
tattletale	0.633	0.406	0.317	балбатня
tattoo	0.490	0.602	0.525	татуіроўка
taught	0.814	0.481	0.642	вучыў
taunt	0.083	0.696	0.355	насмешка
taupe	0.406	0.340	0.386	карычневы
taut	0.432	0.704	0.457	нацягнуты
tavern	0.516	0.577	0.475	карчма
tawdry	0.375	0.510	0.398	нязграбны
tawny	0.551	0.398	0.400	карычневы
tax	0.260	0.481	0.534	падатак
taxed	0.255	0.456	0.500	абкладаецца падаткам
taxi	0.542	0.362	0.430	таксі
taxicab	0.479	0.430	0.355	таксі
taxonomy	0.370	0.410	0.630	сістэматыка
taxpayer	0.592	0.528	0.647	падаткаплацельшчык
tea	0.698	0.163	0.370	чай
teach	0.840	0.510	0.852	навучыць
teacher	0.760	0.404	0.885	выкладчык
teaching	0.822	0.444	0.736	навучанне
teacup	0.633	0.135	0.277	кубак для гарбаты
teahouse	0.802	0.314	0.288	чайная
teal	0.540	0.293	0.321	чырок
team	0.708	0.461	0.688	каманда
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	таварыш па камандзе
teamwork	0.918	0.490	0.773	праца ў камандзе
teapot	0.479	0.110	0.309	чайнік
tear	0.404	0.620	0.327	сляза
tearful	0.208	0.500	0.184	слязлівы
tearsofjoy	0.926	0.740	0.455	слёзы радасці
teary	0.167	0.473	0.216	слязлівы
tease	0.317	0.790	0.432	дражніць
teaser	0.510	0.558	0.534	тызер
teasing	0.235	0.725	0.352	дражніць
teaspoon	0.521	0.330	0.221	чайнай лыжкі
teat	0.612	0.469	0.328	соска
teatime	0.847	0.159	0.339	час чаявання
tech	0.684	0.491	0.732	тэхн
technical	0.510	0.490	0.736	тэхнічны
technicality	0.632	0.471	0.661	тэхнічнасць
technician	0.592	0.510	0.713	тэхнік
technique	0.760	0.414	0.593	тэхніка
techno	0.561	0.539	0.500	тэхна
technological	0.680	0.452	0.815	тэхналагічны
