English Word	Valence	Arousal	Dominance	Urdu Word
prog	0.448	0.412	0.397	پروگرام
progenitor	0.781	0.480	0.798	پروجنیٹر
progeny	0.571	0.351	0.580	اولاد
prognosis	0.500	0.506	0.629	تشخیص
prognostic	0.646	0.604	0.704	پروگنوسٹک
program	0.561	0.323	0.713	پروگرام
programme	0.740	0.298	0.537	پروگرام
programmer	0.562	0.426	0.759	پروگرامر
programming	0.600	0.435	0.732	پروگرامنگ
progress	0.880	0.642	0.877	ترقی
progression	0.740	0.562	0.800	ترقی
progressive	0.755	0.606	0.810	ترقی پسند
prohibit	0.167	0.758	0.537	منع کرنا
prohibited	0.115	0.770	0.482	ممنوع
prohibition	0.204	0.684	0.568	ممانعت
prohibitive	0.156	0.667	0.585	ممنوعہ
project	0.725	0.462	0.853	پروجیکٹ
projectile	0.276	0.865	0.774	پرکشیپی
projectiles	0.250	0.848	0.868	پروجیکٹائل
projecting	0.635	0.564	0.786	پیش کرنا
projection	0.708	0.500	0.731	پروجیکشن
projector	0.573	0.491	0.711	پروجیکٹر
proletarian	0.385	0.500	0.426	پرولتاریہ
proletariat	0.404	0.548	0.600	پرولتاریہ
prolific	0.625	0.550	0.604	انمول
prologue	0.571	0.392	0.546	prologue
prolong	0.573	0.567	0.535	طول دینا
prolongation	0.542	0.536	0.675	طول
prolonged	0.406	0.453	0.560	طویل
prom	0.527	0.440	0.404	پروم
promenade	0.837	0.444	0.425	گھومنا پھرنا
prominence	0.706	0.590	0.796	اہمیت
prominent	0.676	0.627	0.779	نمایاں
prominently	0.771	0.633	0.831	نمایاں طور پر
promiscuity	0.219	0.960	0.396	بے قاعدگی
promiscuous	0.214	0.800	0.436	بے ہودہ
promise	0.823	0.500	0.704	وعدہ
promising	0.791	0.549	0.858	امید افزا
promissory	0.571	0.551	0.593	وعدہ
promo	0.602	0.551	0.614	پرومو
promontory	0.500	0.497	0.542	پروموٹری
promote	0.830	0.596	0.853	فروغ دینا
promoter	0.646	0.573	0.817	پروموٹر
promotion	0.906	0.755	0.769	فروغ
promotional	0.840	0.646	0.679	پروموشنل
prompt	0.602	0.548	0.582	فوری طور پر
prompting	0.587	0.423	0.571	حوصلہ افزائی
promulgate	0.511	0.433	0.678	جاری کرنا
promulgation	0.602	0.529	0.651	اعلان
prone	0.415	0.434	0.454	شکار
prong	0.367	0.244	0.293	prong
pronounce	0.653	0.520	0.563	تلفظ
pronounced	0.670	0.551	0.694	تلفظ
pronouncement	0.662	0.567	0.750	اعلان
pronto	0.646	0.500	0.468	جلد
pronunciation	0.531	0.431	0.588	تلفظ
proof	0.438	0.509	0.619	ثبوت
prop	0.510	0.427	0.436	سہارا
propaganda	0.521	0.651	0.618	پروپیگنڈا
propagate	0.561	0.609	0.630	پھیلانا
propagation	0.354	0.712	0.648	تبلیغ
propane	0.346	0.473	0.436	پروپین
propel	0.750	0.786	0.804	آگے بڑھانا
propelled	0.633	0.736	0.731	چلنے والا
propeller	0.479	0.569	0.482	پروپیلر
propelling	0.602	0.770	0.824	آگے بڑھانا
propensity	0.521	0.462	0.660	رجحان
proper	0.796	0.312	0.757	مناسب
property	0.740	0.221	0.805	جائیداد
prophecy	0.747	0.692	0.750	پیشن گوئی
prophesy	0.673	0.538	0.682	پیشن گوئی
prophet	0.673	0.462	0.774	پیغمبر
prophetic	0.688	0.586	0.796	پیشن گوئی
prophylactic	0.510	0.491	0.527	پروفیلیکٹک
prophylaxis	0.292	0.404	0.647	پروفیلیکسس
proportion	0.541	0.462	0.518	تناسب
proportional	0.729	0.380	0.621	متناسب
proportionate	0.704	0.370	0.670	متناسب
proportions	0.625	0.430	0.500	تناسب
proposal	0.888	0.667	0.596	تجویز
propose	0.604	0.720	0.710	تجویز
proposition	0.627	0.750	0.565	تجویز
proprietary	0.771	0.278	0.814	ملکیتی
proprietor	0.735	0.480	0.843	مالک
proprietorship	0.667	0.441	0.807	ملکیت
propriety	0.823	0.273	0.798	ملکیت
propulsion	0.615	0.773	0.644	پروپلشن
prose	0.542	0.274	0.436	نثر
prosecute	0.479	0.587	0.769	مقدمہ چلانا
prosecution	0.245	0.857	0.647	استغاثہ
prosecutor	0.450	0.491	0.796	استغاثہ
prospect	0.733	0.442	0.698	امکان
prospection	0.594	0.633	0.640	توقع
prospective	0.678	0.500	0.717	ممکنہ
prospectively	0.760	0.620	0.679	ممکنہ طور پر
prospector	0.573	0.651	0.640	پراسپیکٹر
prospectus	0.612	0.558	0.873	پراسپیکٹس
prosper	0.935	0.633	0.857	خوشحال
prosperity	0.917	0.600	0.860	خوشحالی
prosperous	0.948	0.627	0.890	خوشحال
prostate	0.323	0.510	0.438	پروسٹیٹ
prosthetic	0.340	0.464	0.426	مصنوعی
prostitute	0.167	0.860	0.427	طوائف
prostitution	0.125	0.843	0.475	جسم فروشی
prostrate	0.276	0.402	0.295	سجدہ
protagonist	0.765	0.704	0.877	فلم کا مرکزی کردار
protect	0.823	0.714	0.791	حفاظت
protected	0.854	0.378	0.709	محفوظ
protecting	0.878	0.558	0.832	حفاظت
protection	0.863	0.530	0.664	تحفظ
protective	0.844	0.459	0.860	حفاظتی
protector	0.779	0.360	0.824	محافظ
protein	0.750	0.337	0.654	پروٹین
protest	0.140	0.889	0.596	احتجاج
protocol	0.178	0.500	0.786	پروٹوکول
proton	0.458	0.415	0.491	پروٹون
prototype	0.673	0.330	0.657	نمونہ
protozoa	0.350	0.452	0.402	پروٹوزوا
protracted	0.592	0.509	0.580	طویل
protrude	0.704	0.627	0.753	باہر نکلنا
protrusion	0.354	0.670	0.510	پھیلاؤ
proud	0.906	0.700	0.873	فخر
prove	0.583	0.520	0.566	ثابت کریں
proven	0.724	0.311	0.611	ثابت
proverb	0.714	0.260	0.518	کہاوت
proverbial	0.583	0.430	0.697	ضرب المثل
provide	0.833	0.517	0.704	فراہم کریں
provided	0.871	0.353	0.648	فراہم کی
providence	0.603	0.337	0.755	پروویڈنس
provider	0.751	0.494	0.750	فراہم کنندہ
providing	0.816	0.550	0.896	فراہم کرنا
province	0.714	0.255	0.471	صوبہ
provincial	0.645	0.341	0.481	صوبائی
provision	0.750	0.450	0.692	رزق
provisional	0.531	0.539	0.364	عارضی
provisionally	0.570	0.470	0.461	عارضی طور پر
provisions	0.670	0.510	0.642	دفعات
proviso	0.418	0.406	0.569	شرط
provocation	0.210	0.893	0.705	اشتعال انگیزی
provocative	0.438	0.814	0.684	اشتعال انگیز
provoke	0.300	0.871	0.735	اکسانا
provoked	0.271	0.676	0.528	اکسایا
provoking	0.338	0.920	0.717	اشتعال انگیز
provost	0.480	0.474	0.464	پرووسٹ
prowess	0.792	0.657	0.833	صلاحیت
prowl	0.312	0.542	0.396	چلنا
prowler	0.375	0.608	0.509	چھلانگ لگانے والا
proximal	0.541	0.460	0.562	قربت
proximate	0.667	0.433	0.519	قریبی
proximity	0.677	0.508	0.569	قربت
proxy	0.521	0.408	0.520	پراکسی
prude	0.327	0.410	0.333	مکار
prudence	0.781	0.284	0.679	ہوشیاری
prudent	0.706	0.250	0.657	محتاط
prune	0.531	0.311	0.382	خشک آلوچہ
pruning	0.265	0.302	0.310	کٹائی
pry	0.406	0.482	0.500	جھانکنا
prying	0.385	0.647	0.547	چھیڑ چھاڑ
psalm	0.688	0.224	0.557	زبور
psalms	0.602	0.252	0.534	زبور
pseudo	0.367	0.389	0.282	چھدم
pseudonym	0.500	0.398	0.423	تخلص
psi	0.429	0.454	0.449	psi
psoriasis	0.125	0.674	0.330	چنبل
psych	0.480	0.500	0.526	نفسیات
psyche	0.427	0.375	0.435	نفسیات
psychedelic	0.450	0.630	0.482	نفسیاتی
psychiatric	0.210	0.616	0.525	نفسیاتی
psychiatrist	0.489	0.627	0.765	ماہر نفسیات
psychiatry	0.191	0.663	0.698	نفسیات
psychic	0.490	0.559	0.726	نفسیاتی
psychical	0.500	0.500	0.811	نفسیاتی
psychics	0.490	0.529	0.692	نفسیات
psycho	0.039	0.922	0.560	نفسیاتی
psychoanalysis	0.438	0.490	0.741	نفسیاتی تجزیہ
psychoanalyst	0.343	0.600	0.738	ماہر نفسیات
psychobabble	0.363	0.602	0.543	نفسیاتی
psychological	0.406	0.449	0.660	نفسیاتی
psychologist	0.375	0.308	0.658	ماہر نفسیات
psychology	0.561	0.396	0.726	نفسیات
psychopath	0.040	0.943	0.536	سائیکوپیتھ
psychopathic	0.077	0.918	0.508	سائیکوپیتھک
psychosis	0.167	0.859	0.312	نفسیات
psychosomatic	0.250	0.580	0.473	نفسیاتی
psychotherapy	0.396	0.547	0.651	نفسی معالجہ
psychotic	0.198	0.856	0.474	نفسیاتی
pterodactyl	0.354	0.716	0.625	pterodactyl
ptsd	0.373	0.520	0.346	پی ٹی ایس ڈی
pub	0.592	0.637	0.446	پب
puberty	0.552	0.786	0.504	بلوغت
pubes	0.490	0.513	0.349	پب
pubescent	0.550	0.570	0.455	بلوغت
pubic	0.406	0.570	0.509	زیر ناف
public	0.592	0.510	0.664	عوام
publication	0.549	0.470	0.600	اشاعت
publicist	0.562	0.531	0.676	پبلسٹی
publicity	0.590	0.622	0.679	تشہیر
publicly	0.740	0.481	0.632	عوامی طور پر
publicspeaking	0.448	0.917	0.632	عوامی خطابت
publish	0.714	0.547	0.603	شائع کریں
published	0.667	0.429	0.570	شائع
publisher	0.571	0.392	0.691	پبلشر
publishing	0.708	0.615	0.660	اشاعت
puck	0.398	0.490	0.349	پک
pucker	0.327	0.427	0.315	پکر
pudding	0.750	0.255	0.202	کھیر
puddle	0.396	0.302	0.298	جوہڑ
pudgy	0.310	0.428	0.300	گدلا
puff	0.531	0.367	0.260	پف
puffing	0.396	0.612	0.375	پفنگ
puffy	0.333	0.540	0.387	پھولا ہوا
pug	0.600	0.298	0.462	پگ
puke	0.204	0.545	0.292	پکی
pull	0.450	0.685	0.473	کھینچنا
pulley	0.480	0.333	0.413	گھرنی
pullover	0.657	0.340	0.439	پل اوور
pulmonary	0.276	0.471	0.544	پلمونری
pulp	0.469	0.231	0.324	گودا
pulpit	0.469	0.449	0.517	منبر
pulsar	0.490	0.500	0.618	پلسر
pulsation	0.448	0.567	0.585	دھڑکن
pulse	0.507	0.412	0.492	نبض
puma	0.615	0.704	0.561	پوما
pump	0.417	0.882	0.681	پمپ
pumped	0.615	0.700	0.528	پمپ
pumpkin	0.539	0.177	0.355	قددو
pun	0.653	0.529	0.457	پن
punch	0.229	0.787	0.608	گھونسہ مارنا
punched	0.188	0.634	0.452	گھونس دیا
punching	0.332	0.915	0.623	مکے مارنا
punchy	0.520	0.618	0.745	گھونسہ
punctual	0.745	0.337	0.636	وقت کی پابند
punctuality	0.810	0.406	0.758	وقت کی پابندی
punctually	0.760	0.380	0.728	وقت کی پابندی سے
punctuation	0.561	0.385	0.592	اوقاف
puncture	0.198	0.777	0.420	پنچر
pundit	0.644	0.582	0.833	پنڈت
pungent	0.347	0.755	0.535	تیکھی
punish	0.061	0.808	0.610	سزا دینا
punishable	0.198	0.588	0.433	قابل سزا
punished	0.177	0.735	0.481	سزا دی
punishing	0.094	0.898	0.471	سزا دینے والا
punishment	0.083	0.825	0.536	سزا
punitive	0.281	0.576	0.605	سزا دینے والا
punk	0.429	0.630	0.358	گنڈا
punt	0.365	0.480	0.393	پنٹ
puny	0.312	0.324	0.135	چھوٹا
pup	0.755	0.427	0.302	کتے
pupil	0.729	0.406	0.368	شاگرد
puppet	0.459	0.433	0.298	کٹھ پتلی
puppeteer	0.337	0.491	0.390	کٹھ پتلی
puppy	0.908	0.461	0.324	کتے کا بچہ
purchase	0.625	0.500	0.616	خریداری
purchaser	0.510	0.549	0.673	خریدار
purchasing	0.667	0.653	0.661	خریداری
pure	0.811	0.306	0.652	خالص
purebliss	0.625	0.451	0.526	پاکیزگی
puree	0.708	0.255	0.208	پیوری
purely	0.684	0.441	0.536	خالصتاً
purgatory	0.255	0.705	0.413	صاف کرنے والا
purge	0.125	0.566	0.327	صاف کرنا
purification	0.847	0.452	0.774	طہارت
purify	0.823	0.304	0.746	پاک کرنا
purist	0.625	0.418	0.575	صاف کرنے والا
purity	0.823	0.205	0.712	پاکیزگی
purple	0.700	0.298	0.330	جامنی
purport	0.663	0.377	0.684	مقصد
purpose	0.800	0.534	0.782	مقصد
purposely	0.646	0.706	0.703	جان بوجھ کر
purr	0.604	0.460	0.302	purr
purring	0.748	0.330	0.271	purring
purse	0.656	0.176	0.306	پرس
pursuance	0.552	0.500	0.559	تعاقب
pursue	0.417	0.783	0.536	تعاقب
pursuing	0.483	0.906	0.690	تعاقب
pursuit	0.643	0.453	0.617	حصول
purveyor	0.643	0.480	0.843	صاف کرنے والا
purview	0.635	0.480	0.681	دائرہ
pus	0.135	0.431	0.226	پیپ
push	0.417	0.608	0.524	دھکا
pusher	0.323	0.828	0.585	دھکا دینے والا
pushing	0.396	0.644	0.731	دھکیلنا
pushover	0.347	0.558	0.375	پش اوور
pushy	0.080	0.906	0.741	دھکا
puss	0.306	0.582	0.236	بلی
pussy	0.323	0.759	0.409	بلی
pussycat	0.541	0.290	0.196	بلی
put	0.520	0.398	0.510	ڈال
putative	0.510	0.480	0.410	قابل
putrid	0.146	0.620	0.385	سڑا ہوا
puts	0.428	0.407	0.369	رکھتا ہے
putt	0.480	0.500	0.418	پٹ
putter	0.371	0.394	0.381	پٹر
putty	0.438	0.304	0.314	پٹین
puzzle	0.537	0.471	0.525	پہیلی
puzzled	0.204	0.500	0.272	پریشان
puzzling	0.296	0.644	0.353	حیران کن
pygmy	0.357	0.373	0.317	پگمی
pylon	0.417	0.288	0.370	پائلن
pyramid	0.740	0.390	0.635	اہرام
pyramidal	0.613	0.385	0.600	پرامڈل
pyrotechnics	0.561	0.821	0.532	پائروٹیکنکس
python	0.219	0.618	0.618	ازگر
quack	0.530	0.451	0.625	کویک
quad	0.520	0.441	0.391	چار
quadrangle	0.458	0.589	0.573	چوکور
quadrant	0.500	0.269	0.482	کواڈرینٹ
quadratic	0.430	0.385	0.471	چوکور
quadrature	0.458	0.363	0.472	چوکور
quadruple	0.510	0.400	0.589	چار گنا
quadrupole	0.450	0.425	0.386	چوکور
quagmire	0.318	0.480	0.413	دلدل
quail	0.500	0.318	0.287	بٹیر
quaint	0.625	0.463	0.474	عجیب
quake	0.110	0.824	0.672	زلزلہ
qualifications	0.776	0.576	0.750	قابلیت
qualified	0.760	0.520	0.815	اہل
qualify	0.730	0.594	0.520	اہل
qualifying	0.788	0.577	0.789	کوالیفائنگ
qualities	0.844	0.510	0.731	خصوصیات
quality	0.896	0.443	0.852	معیار
quandary	0.208	0.575	0.422	جھگڑا
quantify	0.719	0.459	0.721	مقدار بتانا
quantitative	0.604	0.460	0.667	مقداری
quantitatively	0.510	0.491	0.713	مقداری طور پر
quantity	0.520	0.472	0.783	مقدار
quantum	0.704	0.500	0.600	مقدار
quarantine	0.160	0.577	0.589	الگ تھلگ
quarrel	0.112	0.929	0.496	جھگڑا
quarry	0.378	0.426	0.450	کان
quart	0.439	0.265	0.436	کوارٹ
quarter	0.568	0.296	0.509	سہ ماہی
quarterback	0.677	0.726	0.767	کوارٹر بیک
quartered	0.296	0.870	0.395	چوتھائی
quarterly	0.604	0.380	0.448	سہ ماہی
quartermaster	0.551	0.580	0.661	کوارٹر ماسٹر
quarters	0.510	0.412	0.480	کوارٹرز
quartet	0.479	0.377	0.472	چوکڑی
quartile	0.438	0.445	0.445	چوتھائی
quarto	0.458	0.396	0.393	کوارٹو
quartz	0.704	0.292	0.481	کوارٹج
quash	0.271	0.689	0.518	ختم کرنا
quasi	0.510	0.343	0.330	ارد
quaternary	0.491	0.370	0.509	چوتھائی
quay	0.542	0.209	0.442	راستہ
queasiness	0.230	0.594	0.135	بے چینی
queasy	0.250	0.587	0.225	پریشان
queen	0.875	0.692	0.860	ملکہ
quell	0.388	0.696	0.434	روکنا
quench	0.385	0.344	0.333	بجھانا
query	0.521	0.420	0.467	استفسار
quest	0.643	0.716	0.545	جستجو
question	0.510	0.410	0.509	سوال
questionable	0.268	0.551	0.365	قابل اعتراض
questioning	0.438	0.696	0.509	سوال کرنا
questionnaire	0.385	0.327	0.606	سوالنامہ
queue	0.458	0.344	0.365	قطار
queues	0.385	0.479	0.269	قطاریں
quibble	0.312	0.685	0.466	لرزنا
quiche	0.500	0.456	0.396	quiche
quick	0.704	0.755	0.750	جلدی
quicken	0.686	0.750	0.799	تیز کرنا
quickie	0.600	0.700	0.431	جلدی
quickly	0.784	0.850	0.636	جلدی سے
quickness	0.774	0.635	0.740	جلدی
quicksand	0.219	0.740	0.508	دلدل
quicksilver	0.417	0.441	0.529	چاندی
quid	0.479	0.378	0.327	quid
quiescent	0.500	0.160	0.305	خاموش
quiet	0.792	0.105	0.431	خاموش
quietly	0.561	0.125	0.321	خاموشی سے
quill	0.521	0.216	0.263	quill
quilt	0.643	0.123	0.226	لحاف
quince	0.557	0.368	0.474	سفرجل
quinine	0.418	0.461	0.375	کوئینائن
quintet	0.560	0.560	0.500	پنجم
quirk	0.490	0.384	0.618	نرالا
quirky	0.708	0.373	0.564	نرالا
quit	0.469	0.559	0.488	چھوڑو
quits	0.229	0.480	0.352	چھوڑ دیتا ہے
quitter	0.260	0.460	0.321	چھوڑنے والا
quiver	0.320	0.452	0.335	ترکش
quivering	0.407	0.776	0.342	کانپنا
quiz	0.462	0.610	0.527	کوئز
quorum	0.615	0.544	0.602	کورم
quota	0.427	0.410	0.400	کوٹہ
quotation	0.796	0.590	0.461	کوٹیشن
quote	0.680	0.550	0.430	اقتباس
quotes	0.625	0.578	0.520	حوالہ جات
quotient	0.615	0.290	0.580	حصہ
rabbi	0.459	0.362	0.723	ربی
rabbit	0.685	0.330	0.241	خرگوش
rabble	0.184	0.602	0.292	بھیڑ
rabid	0.089	0.827	0.454	پاگل
rabies	0.115	0.750	0.382	ریبیز
raccoon	0.541	0.435	0.320	ایک قسم کا جانور
race	0.592	0.426	0.658	دوڑ
racehorse	0.719	0.702	0.600	ریس کا گھوڑا
racer	0.480	0.631	0.678	ریسر
racetrack	0.708	0.808	0.624	ریس ٹریک
racial	0.292	0.519	0.513	نسلی
racism	0.122	0.673	0.487	نسل پرستی
racist	0.061	0.673	0.482	نسل پرست
rack	0.385	0.373	0.409	ریک
racket	0.520	0.356	0.352	گندی اونچی آواز
racketeering	0.167	0.877	0.697	دھوکہ دہی
racking	0.411	0.442	0.375	ریکنگ
racquetball	0.582	0.667	0.444	ریکٹ بال
racy	0.427	0.566	0.390	نسلی
radar	0.521	0.615	0.579	ریڈار
radial	0.439	0.404	0.500	ریڈیل
radiance	0.796	0.625	0.719	چمک
radiant	0.888	0.717	0.791	منور
radiate	0.719	0.735	0.738	تابکاری
radiation	0.167	0.741	0.536	تابکاری
radiator	0.385	0.452	0.475	ریڈی ایٹر
radical	0.500	0.792	0.811	بنیاد پرست
radically	0.552	0.731	0.715	یکسر
radio	0.573	0.402	0.358	ریڈیو
radioactive	0.190	0.798	0.741	تابکار
radioactivity	0.240	0.910	0.696	تابکاری
radiograph	0.561	0.490	0.491	ریڈیوگراف
radiography	0.469	0.614	0.543	ریڈیو گرافی
radiologist	0.490	0.423	0.634	ریڈیولوجسٹ
radiology	0.459	0.460	0.574	ریڈیولاجی
radish	0.500	0.316	0.398	راشد
radium	0.469	0.360	0.517	ریڈیم
radius	0.521	0.324	0.500	رداس
radon	0.323	0.418	0.375	ریڈون
raffle	0.640	0.510	0.454	ریفل
raft	0.510	0.229	0.228	بیڑا
rag	0.255	0.226	0.180	چیتھڑا
rage	0.082	0.888	0.658	غصہ
ragemode	0.363	0.663	0.454	ragemode
ragetweet	0.398	0.551	0.431	ragetweet
ragged	0.198	0.519	0.226	چیتھڑے
raggedy	0.198	0.531	0.314	کھردرا
raging	0.219	0.927	0.598	مشتعل
rags	0.434	0.309	0.198	چیتھڑے
ragtime	0.469	0.602	0.398	ریگ ٹائم
raid	0.350	0.726	0.560	چھاپہ
raider	0.302	0.860	0.525	حملہ آور
rail	0.470	0.500	0.526	ریل
railing	0.551	0.298	0.440	ریلنگ
railroad	0.591	0.592	0.500	ریلوے
railway	0.613	0.615	0.623	ریلوے
raiment	0.667	0.402	0.377	لباس
rain	0.542	0.388	0.330	بارش
rainbow	0.878	0.350	0.462	قوس قزح
rainbow trout	0.700	0.462	0.330	اندردخش ٹراؤٹ
rainbows	0.875	0.517	0.402	قوس قزح
raincoat	0.458	0.300	0.525	برساتی
raindrops	0.698	0.337	0.311	بارش کے قطرے
rainfall	0.604	0.314	0.378	بارش
rainforest	0.612	0.375	0.398	برساتی جنگل
rainmaker	0.448	0.509	0.544	بارش بنانے والا
rainstorm	0.392	0.535	0.377	بارش کا طوفان
rainy	0.610	0.451	0.433	بارش
rainyday	0.520	0.380	0.315	بارش کا دن
raise	0.885	0.685	0.765	اٹھانا
raised	0.656	0.326	0.643	اٹھایا
raisin	0.594	0.235	0.246	کِشمِش
raising	0.735	0.519	0.643	اٹھانا
rake	0.410	0.286	0.314	ریک
rally	0.612	0.680	0.554	ریلی
ram	0.406	0.452	0.388	رام
ramble	0.615	0.464	0.440	گھومنا پھرنا
rambling	0.448	0.510	0.528	گھومنا پھرنا
ramp	0.490	0.517	0.357	ریمپ
rampage	0.240	0.875	0.509	ہنگامہ آرائی
rampant	0.490	0.788	0.526	روز بروز بڑھتی ہوئی
rampart	0.322	0.520	0.538	قلعہ
ramrod	0.406	0.408	0.349	ramrod
ranch	0.357	0.420	0.409	کھیت
rancher	0.510	0.520	0.543	کھیتی باڑی کرنے والا
rancid	0.156	0.451	0.214	گندا
random	0.490	0.520	0.321	بے ترتیب
randomly	0.410	0.594	0.302	بے ترتیب طور پر
randomness	0.418	0.449	0.433	بے ترتیب پن
randy	0.490	0.394	0.481	سینگ
range	0.490	0.472	0.615	رینج
ranger	0.526	0.545	0.705	رینجر
rank	0.531	0.380	0.686	درجہ
ranking	0.540	0.592	0.680	درجہ بندی
ransom	0.582	0.800	0.565	تاوان
rant	0.219	0.774	0.482	چیخ
ranting	0.181	0.755	0.500	بڑبڑانا
rap	0.604	0.575	0.464	ریپ
rape	0.062	0.856	0.527	عصمت دری
rapid	0.667	0.788	0.768	تیز
rapidity	0.667	0.798	0.806	تیزی
rapids	0.573	0.817	0.788	تیز رفتار
rapist	0.062	0.906	0.571	ریپ کرنے والا
rapper	0.550	0.755	0.482	ریپر
rapping	0.565	0.716	0.417	ریپنگ
rapport	0.771	0.664	0.567	تعلق
rapt	0.521	0.736	0.510	غصہ
raptor	0.270	0.773	0.612	ریپٹر
raptors	0.280	0.565	0.591	ریپٹرز
rapture	0.439	0.883	0.567	بے خودی
rare	0.396	0.413	0.236	نایاب
rarely	0.408	0.367	0.366	شاذ و نادر ہی
rarity	0.646	0.548	0.364	نایاب
rascal	0.169	0.706	0.445	بدمعاش
rash	0.219	0.820	0.491	ددورا
raspberries	0.802	0.278	0.333	رسبری
raspberry	0.735	0.336	0.291	رس بھری
rat	0.271	0.567	0.255	چوہا
ratchet	0.449	0.520	0.343	شافٹ
rate	0.521	0.297	0.407	شرح
ratification	0.653	0.577	0.609	توثیق
ratify	0.750	0.462	0.716	توثیق
rating	0.663	0.679	0.637	درجہ بندی
ratio	0.560	0.461	0.741	تناسب
ration	0.521	0.346	0.390	راشن
rational	0.775	0.347	0.632	عقلی
rationale	0.656	0.400	0.815	عقلیت
rationalism	0.562	0.500	0.676	عقلیت پسندی
rationality	0.633	0.510	0.767	عقلیت
rationalize	0.633	0.400	0.746	عقلی بنانا
rationing	0.396	0.404	0.540	راشننگ
rattan	0.434	0.334	0.377	رتن
rattle	0.490	0.429	0.268	کھڑکھڑانا
rattled	0.354	0.641	0.330	ہلچل
rattler	0.396	0.730	0.455	ہڑبڑانے والا
rattlesnake	0.188	0.803	0.613	ریٹل سانپ
ratty	0.354	0.450	0.358	گڑبڑ
raucous	0.316	0.740	0.538	بدتمیز
ravage	0.214	0.755	0.575	تباہی
rave	0.490	0.637	0.420	بڑبڑانا
raven	0.479	0.446	0.426	کوے
ravenous	0.406	0.700	0.509	بے ہنگم
ravine	0.354	0.673	0.413	کھائی
raving	0.312	0.764	0.358	بڑبڑانا
ravioli	0.656	0.281	0.308	راویولی
ravishing	0.745	0.833	0.830	دلکش
raw	0.143	0.349	0.342	خام
rawhide	0.292	0.360	0.327	کچی چمڑی
rawr	0.457	0.635	0.406	خام
ray	0.550	0.670	0.538	کرن
razor	0.260	0.610	0.481	استرا
reach	0.719	0.625	0.690	پہنچنا
react	0.500	0.716	0.717	رد عمل
reaction	0.470	0.811	0.706	ردعمل
reactionary	0.406	0.573	0.690	رجعت پسند
reactive	0.434	0.817	0.721	رد عمل
reactor	0.438	0.794	0.772	ری ایکٹر
read	0.740	0.283	0.611	پڑھیں
reader	0.776	0.224	0.602	قاری
readership	0.698	0.306	0.422	قارئین
readily	0.740	0.290	0.547	آسانی سے
readiness	0.708	0.531	0.700	تیاری
reading	0.781	0.183	0.415	پڑھنا
readjustment	0.560	0.563	0.510	اصلاح
readout	0.590	0.250	0.518	ریڈ آؤٹ
ready	0.770	0.388	0.648	تیار
readytogo	0.667	0.654	0.578	جانے کے لیے تیار
reaffirm	0.750	0.559	0.654	دوبارہ تصدیق
reagent	0.385	0.698	0.642	ری ایجنٹ
real	0.719	0.510	0.717	حقیقی
realism	0.740	0.545	0.670	حقیقت پسندی
realist	0.720	0.572	0.809	حقیقت پسند
realistic	0.700	0.520	0.783	حقیقت پسندانہ
reality	0.786	0.365	0.787	حقیقت
realization	0.554	0.510	0.836	احساس
realize	0.757	0.462	0.647	احساس
realm	0.708	0.509	0.878	دائرہ
realtor	0.429	0.471	0.582	ریئلٹر
realty	0.633	0.471	0.648	حقیقت
ream	0.490	0.173	0.346	ریام
reap	0.677	0.422	0.623	کاٹنا
reaper	0.340	0.565	0.464	کاٹنے والا
reappear	0.688	0.625	0.632	دوبارہ ظاہر ہونا
rear	0.459	0.520	0.284	پیچھے
rearrange	0.656	0.510	0.729	دوبارہ ترتیب دیں
rearrangement	0.542	0.527	0.769	دوبارہ ترتیب
reason	0.781	0.455	0.712	وجہ
reasonable	0.902	0.337	0.726	معقول
reasonableness	0.729	0.448	0.665	معقولیت
reasoning	0.729	0.365	0.729	استدلال
reasons	0.583	0.460	0.571	وجوہات
reassemble	0.552	0.540	0.589	دوبارہ جمع کرنا
reassign	0.359	0.490	0.559	دوبارہ تفویض کریں
reassignment	0.551	0.480	0.415	دوبارہ تفویض
reassurance	0.875	0.127	0.593	یقین دہانی
reassure	0.837	0.306	0.630	یقین دہانی
reassured	0.854	0.186	0.519	یقین دہانی کرائی
reassuring	0.847	0.308	0.691	یقین دہانی
rebate	0.667	0.569	0.510	چھوٹ
rebel	0.235	0.830	0.555	باغی
rebellion	0.245	0.843	0.746	بغاوت
rebellious	0.344	0.880	0.663	باغی
rebels	0.135	0.860	0.609	باغی
rebirth	0.781	0.712	0.780	پنر جنم
reboot	0.673	0.577	0.519	دوبارہ شروع کریں
reborn	0.802	0.618	0.737	دوبارہ پیدا ہوا
rebound	0.521	0.480	0.506	صحت مندی لوٹنے لگی
rebuild	0.656	0.557	0.519	دوبارہ تعمیر
rebuke	0.115	0.677	0.429	ڈانٹ
rebut	0.154	0.519	0.573	رد
rebuttal	0.312	0.690	0.540	تردید
recalcitrant	0.357	0.624	0.580	متزلزل
recall	0.583	0.351	0.525	یاد کرنا
recant	0.333	0.575	0.482	رد کرنا
recap	0.602	0.578	0.667	recap
recapture	0.333	0.656	0.658	دوبارہ قبضہ
recast	0.367	0.481	0.500	دوبارہ کاسٹ
recede	0.231	0.449	0.245	پیچھے ہٹنا
receding	0.224	0.418	0.333	کم ہو رہا ہے
receipt	0.542	0.230	0.415	رسید
receipts	0.320	0.333	0.381	رسیدیں
