English Word	Valence	Arousal	Dominance	Swahili Word
sneezing	0.434	0.570	0.345	kupiga chafya
snicker	0.708	0.693	0.409	mcheshi
snide	0.186	0.723	0.455	snide
sniff	0.396	0.500	0.318	vuta pua
snip	0.417	0.327	0.268	piga
snipe	0.198	0.915	0.491	snipe
sniper	0.167	0.870	0.853	mdunguaji
snippet	0.612	0.410	0.368	kipande kidogo
snippy	0.418	0.491	0.481	mjanja
snitch	0.300	0.598	0.333	snitch
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	snoop
snoopy	0.573	0.534	0.291	mcheshi
snooty	0.390	0.455	0.446	snooty
snooze	0.235	0.357	0.282	sinzia
snore	0.245	0.610	0.481	koroma
snorkel	0.510	0.470	0.327	snorkel
snort	0.469	0.531	0.413	koroma
snot	0.214	0.340	0.269	snot
snotty	0.180	0.382	0.200	mcheshi
snout	0.276	0.385	0.241	pua
snow	0.667	0.363	0.309	theluji
snowball	0.717	0.444	0.321	mpira wa theluji
snowboard	0.663	0.680	0.511	ubao wa theluji
snowboarder	0.719	0.754	0.545	mtu anayepanda theluji
snowday	0.602	0.500	0.440	siku ya theluji
snowfall	0.675	0.280	0.455	maporomoko ya theluji
snowflake	0.748	0.192	0.260	theluji
snowing	0.586	0.490	0.387	theluji
snowmageddon	0.375	0.575	0.472	Magedoni ya theluji
snowman	0.776	0.291	0.323	mtu wa theluji
snowplow	0.449	0.480	0.493	theluji
snowstorm	0.204	0.833	0.629	dhoruba ya theluji
snowy	0.656	0.304	0.357	theluji
snub	0.229	0.412	0.228	chukia
snubbed	0.265	0.528	0.279	chukizwa
snuff	0.357	0.470	0.377	ugoro
snug	0.867	0.173	0.500	laini
snuggle	0.781	0.390	0.350	snuggle
snuggled	0.552	0.439	0.314	snuggled
snuggles	0.670	0.340	0.287	snuggles
snuggling	0.683	0.585	0.373	kuteleza
soak	0.480	0.370	0.240	loweka
soaked	0.365	0.462	0.358	kulowekwa
soaking	0.438	0.324	0.375	kuloweka
soangry	0.327	0.650	0.482	hasira
soannoyed	0.271	0.529	0.426	hasira
soap	0.531	0.163	0.311	sabuni
soapbox	0.500	0.415	0.393	sanduku la sabuni
soapy	0.552	0.373	0.355	sabuni
soar	0.790	0.740	0.718	kupaa
soaring	0.708	0.704	0.650	kuongezeka
sob	0.115	0.480	0.212	kulia
sober	0.729	0.216	0.568	kiasi
soblessed	0.542	0.395	0.287	mwenye huzuni
sobriety	0.680	0.310	0.583	kiasi
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	soka
sociable	0.854	0.459	0.627	mwenye urafiki
social	0.806	0.370	0.614	kijamii
socialanxiety	0.270	0.588	0.426	wasiwasi wa kijamii
socialism	0.510	0.500	0.560	ujamaa
socialist	0.448	0.400	0.543	mjamaa
socialite	0.684	0.668	0.570	kijamii
socialize	0.907	0.683	0.726	kushirikiana
society	0.674	0.464	0.782	jamii
sociology	0.615	0.439	0.694	sosholojia
sociopath	0.104	0.863	0.439	soshopath
sock	0.500	0.167	0.290	soksi
socket	0.583	0.469	0.377	tundu
sod	0.427	0.383	0.333	sod
soda	0.688	0.314	0.364	soda
soda/pop	0.581	0.410	0.382	soda/pop
sodding	0.240	0.500	0.400	sodding
sodium	0.490	0.340	0.291	sodiamu
sofa	0.583	0.106	0.263	sofa
soft	0.760	0.179	0.232	laini
softball	0.735	0.630	0.518	mpira wa laini
soften	0.694	0.194	0.392	lainisha
softener	0.745	0.300	0.373	laini
softening	0.700	0.255	0.361	kulainisha
softly	0.517	0.206	0.304	kwa upole
softness	0.875	0.086	0.402	ulaini
software	0.561	0.280	0.570	programu
soggy	0.312	0.350	0.241	huzuni
sohappy	0.949	0.673	0.681	furaha tele
soil	0.350	0.180	0.356	udongo
soiled	0.106	0.529	0.213	iliyochafuliwa
soiree	0.729	0.692	0.578	soiree
sojourn	0.514	0.243	0.509	kukaa
solace	0.776	0.294	0.453	faraja
solar	0.622	0.452	0.645	jua
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	solder
soldering	0.573	0.536	0.538	soldering
soldier	0.392	0.708	0.768	askari
sole	0.427	0.194	0.279	pekee
solemn	0.708	0.370	0.709	makini
solicit	0.620	0.490	0.604	kuomba
solicitation	0.612	0.519	0.415	kuomba
solicitor	0.600	0.479	0.802	wakili
solid	0.667	0.304	0.763	imara
solidarity	0.792	0.407	0.781	mshikamano
solidification	0.480	0.500	0.827	uimarishaji
solidified	0.633	0.415	0.745	imara
solidify	0.583	0.318	0.754	kuimarisha
solidity	0.745	0.444	0.850	uimara
solitaire	0.365	0.227	0.279	Solitaire
solitary	0.224	0.202	0.268	faragha
solitude	0.208	0.226	0.358	upweke
solo	0.438	0.190	0.325	pekee
solubility	0.506	0.360	0.442	umumunyifu
soluble	0.542	0.272	0.409	mumunyifu
solucky	0.573	0.529	0.615	furaha
solution	0.790	0.339	0.664	suluhisho
solve	0.656	0.530	0.688	kutatua
solvency	0.604	0.296	0.605	solvens
solvent	0.635	0.316	0.573	kutengenezea
somad	0.429	0.490	0.463	somad
somatic	0.438	0.406	0.444	somatic
somber	0.184	0.500	0.380	huzuni
some anticipation	0.423	0.482	0.472	matarajio fulani
some disgust	0.094	0.657	0.321	baadhi ya karaha
some surprise	0.827	0.849	0.500	mshangao fulani
some trust	0.594	0.451	0.547	imani fulani
somersault	0.214	0.769	0.519	mapigo
somethingigetalot	0.573	0.567	0.509	kitu fulani
somewhat negative	0.208	0.480	0.150	kiasi fulani hasi
somewhat positive	0.920	0.510	0.667	kwa kiasi fulani chanya
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	mwana
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	huzuni
song	0.854	0.413	0.500	wimbo
songwriter	0.844	0.558	0.713	mtunzi wa nyimbo
sonic	0.594	0.500	0.481	sonic
sonice	0.500	0.356	0.421	nzuri sana
sonnet	0.718	0.294	0.404	sonnet
sonorous	0.646	0.580	0.442	sonorous
soot	0.375	0.328	0.292	masizi
soothe	0.817	0.194	0.412	tuliza
soothing	0.625	0.179	0.519	kutuliza
sophisticated	0.865	0.481	0.845	ya kisasa
sophistication	0.792	0.472	0.704	uchangamano
sophomore	0.653	0.415	0.427	mwanafunzi wa mwaka wa pili
sopissed	0.276	0.577	0.433	mwenye huzuni
soppy	0.510	0.355	0.297	soppy
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	mchawi
sorcery	0.279	0.740	0.640	uchawi
sordid	0.219	0.555	0.447	mchafu
sore	0.094	0.650	0.224	kidonda
soready	0.622	0.500	0.545	tayari
sorely	0.284	0.727	0.370	sana
soreness	0.113	0.843	0.302	uchungu
sorghum	0.469	0.358	0.420	mtama
sorority	0.635	0.637	0.627	uchawi
sorrow	0.052	0.235	0.164	huzuni
sorrowful	0.049	0.422	0.163	mwenye huzuni
sorry	0.406	0.362	0.212	samahani
sort	0.673	0.389	0.674	aina
sorter	0.594	0.412	0.823	mpangaji
sortie	0.490	0.450	0.311	aina
sorting	0.469	0.400	0.642	kupanga
sos	0.354	0.675	0.386	hivyo
soscared	0.229	0.652	0.319	hofu
soscary	0.301	0.660	0.414	ya kutisha
soslow	0.347	0.312	0.284	polepole sana
sostressed	0.435	0.481	0.578	mkazo
sosweet	0.755	0.354	0.417	tamu
sothankful	0.729	0.526	0.418	mwenye shukrani
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	nafsi
soulful	0.755	0.331	0.500	mwenye moyo
soulless	0.125	0.591	0.400	wasio na roho
soulmate	0.890	0.500	0.628	mwenzi wa roho
sound	0.765	0.623	0.398	sauti
sounding	0.690	0.500	0.558	sauti
soundness	0.780	0.377	0.893	uzima
soundproof	0.490	0.390	0.409	kuzuia sauti
soundtrack	0.630	0.559	0.518	wimbo wa sauti
soup	0.602	0.245	0.269	supu
sour	0.276	0.594	0.373	chachu
source	0.740	0.318	0.684	chanzo
sourpuss	0.188	0.620	0.382	sourpus
south	0.562	0.265	0.429	kusini
southbound	0.510	0.370	0.395	kuelekea kusini
southeast	0.510	0.283	0.413	kusini mashariki
southern	0.552	0.269	0.370	kusini
southpaw	0.542	0.389	0.404	nyasi za kusini
southwest	0.406	0.314	0.355	kusini magharibi
souvenir	0.844	0.311	0.466	kumbukumbu
sovereign	0.698	0.500	0.885	huru
sovereignty	0.719	0.529	0.886	enzi kuu
soviet	0.347	0.580	0.536	sovieti
sow	0.667	0.430	0.446	kupanda
soy	0.438	0.250	0.286	soya
soy sauce	0.573	0.382	0.318	mchuzi wa soya
soybean	0.521	0.250	0.293	soya
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	nafasi
spacecraft	0.646	0.698	0.680	vyombo vya anga
spaceman	0.688	0.577	0.848	mwanaanga
spaceship	0.643	0.781	0.664	chombo cha anga
spacing	0.621	0.425	0.507	nafasi
spacious	0.880	0.365	0.557	wasaa
spade	0.469	0.667	0.529	jembe
spaghetti	0.729	0.353	0.288	tambi
spam	0.188	0.354	0.304	barua taka
spammers	0.354	0.500	0.418	watumaji taka
span	0.521	0.330	0.528	muda
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	kupiga
spanking	0.194	0.736	0.392	kupiga
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	vipuri
spareribs	0.635	0.431	0.395	spareribs
sparingly	0.510	0.353	0.518	kwa uchache
spark	0.688	0.745	0.529	cheche
sparkle	0.819	0.765	0.510	kung'aa
sparkling	0.700	0.418	0.598	kumeta
sparkly	0.885	0.590	0.726	kumetameta
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	shomoro
sparse	0.240	0.367	0.209	wachache
spasm	0.194	0.594	0.366	spasm
spastic	0.240	0.541	0.491	spastic
spat	0.427	0.413	0.309	mate
spatial	0.604	0.625	0.645	anga
spatter	0.292	0.630	0.315	kinyunyizio
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	kuzaa
spaz	0.443	0.500	0.268	spazi
speak	0.765	0.472	0.500	zungumza
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	mzungumzaji
speakerphone	0.531	0.569	0.560	kipaza sauti
speaking	0.753	0.590	0.575	akizungumza
spear	0.510	0.601	0.500	mkuki
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	Maalum
specialist	0.760	0.562	0.877	mtaalamu
speciality	0.854	0.470	0.885	maalum
specialize	0.776	0.540	0.861	utaalam
specially	0.847	0.398	0.714	hasa
specialty	0.724	0.479	0.783	maalum
specie	0.583	0.471	0.650	aina
species	0.561	0.330	0.645	aina
specific	0.656	0.388	0.691	maalum
specification	0.552	0.479	0.602	vipimo
specify	0.656	0.405	0.600	bainisha
specimen	0.531	0.444	0.568	kielelezo
speck	0.418	0.245	0.343	chembe
speckled	0.449	0.263	0.254	yenye madoadoa
specs	0.540	0.398	0.618	vipimo
spectacle	0.812	0.745	0.762	tamasha
spectacles	0.816	0.775	0.648	miwani
spectacular	0.947	0.740	0.887	ya kuvutia
spectator	0.694	0.560	0.667	mtazamaji
specter	0.265	0.723	0.540	mzushi
spectral	0.430	0.667	0.500	spectral
spectrometer	0.500	0.452	0.490	spectrometer
spectrophotometer	0.500	0.484	0.500	spectrophotometer
spectroscopy	0.470	0.541	0.570	uchunguzi wa macho
spectrum	0.312	0.700	0.527	wigo
speculate	0.398	0.602	0.553	kubashiri
speculation	0.325	0.683	0.394	uvumi
speculative	0.276	0.591	0.464	kubahatisha
speculum	0.417	0.469	0.433	speculum
speech	0.656	0.470	0.688	hotuba
speechless	0.459	0.320	0.315	bila kusema
speed	0.719	0.849	0.658	kasi
speedboat	0.635	0.858	0.612	mashua ya mwendo kasi
speedily	0.688	0.740	0.665	haraka
speeding	0.438	0.908	0.645	kasi
speedometer	0.427	0.549	0.579	kipima mwendo kasi
speedway	0.667	0.519	0.416	njia ya kasi
speedy	0.625	0.625	0.793	haraka
spell	0.385	0.380	0.368	spell
spellbound	0.531	0.647	0.387	spellbound
spelling	0.594	0.357	0.398	tahajia
spencer	0.510	0.394	0.367	Spencer
spend	0.672	0.745	0.429	tumia
spender	0.312	0.692	0.377	mtoaji
spending	0.333	0.556	0.330	matumizi
spent	0.296	0.296	0.263	zilizotumika
sperm	0.396	0.706	0.453	manii
spew	0.260	0.651	0.573	mate
sphere	0.633	0.277	0.500	tufe
spherical	0.550	0.308	0.500	ya duara
sphincter	0.347	0.633	0.375	sphincter
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	viungo
spice	0.594	0.439	0.384	viungo
spicy	0.440	0.733	0.610	yenye viungo
spider	0.229	0.569	0.430	buibui
spiders	0.260	0.696	0.368	buibui
spiffy	0.615	0.582	0.470	mwepesi
spigot	0.380	0.346	0.423	spigot
spike	0.382	0.510	0.408	mwiba
spiked	0.281	0.613	0.407	spiked
spiky	0.284	0.657	0.587	mvuto
spill	0.408	0.633	0.456	kumwagika
spillin	0.375	0.500	0.362	spillin
spin	0.551	0.422	0.345	spin
spinach	0.583	0.200	0.368	mchicha
spinal	0.312	0.491	0.296	uti wa mgongo
spindle	0.552	0.410	0.360	spindle
spine	0.495	0.461	0.600	mgongo
spineless	0.344	0.387	0.321	asiye na mgongo
spinner	0.458	0.593	0.471	spinner
spinning	0.594	0.610	0.481	inazunguka
spinster	0.357	0.368	0.345	spinster
spiny	0.167	0.639	0.528	mwembamba
spiral	0.490	0.624	0.361	ond
spire	0.354	0.358	0.389	spire
spirit	0.786	0.370	0.621	roho
spirited	0.854	0.587	0.734	mwenye roho
spirits	0.583	0.847	0.545	roho
spiritual	0.938	0.327	0.564	kiroho
spirituality	0.865	0.281	0.667	kiroho
spit	0.149	0.545	0.436	mate
spite	0.080	0.600	0.317	licha
spiteful	0.073	0.710	0.330	chukizo
spitfire	0.233	0.623	0.566	mate
spittoon	0.276	0.426	0.280	mate
splash	0.521	0.412	0.281	nyunyiza
splat	0.510	0.433	0.385	splat
splatter	0.312	0.596	0.352	splatter
spleen	0.448	0.255	0.396	wengu
splendid	0.896	0.740	0.810	kifalme
splendor	0.927	0.612	0.850	fahari
splice	0.386	0.460	0.377	kiungo
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	banzi
splinter	0.136	0.422	0.325	splinter
split	0.344	0.618	0.410	mgawanyiko
splitting	0.188	0.598	0.375	kugawanyika
splurge	0.365	0.481	0.542	splurge
spoil	0.146	0.723	0.328	haribu
spoiler	0.347	0.527	0.380	mharibifu
spoiling	0.135	0.678	0.306	kuharibika
spoils	0.388	0.760	0.481	nyara
spoke	0.635	0.433	0.483	alizungumza
spoken	0.551	0.363	0.545	amesema
spokesman	0.720	0.480	0.611	msemaji
spokesperson	0.573	0.453	0.615	msemaji
sponge	0.551	0.192	0.219	sifongo
spongy	0.469	0.324	0.344	sponji
sponsor	0.729	0.537	0.800	mfadhili
sponsorship	0.854	0.608	0.696	ufadhili
spontaneity	0.817	0.698	0.655	hiari
spontaneous	0.780	0.578	0.655	ya hiari
spoof	0.490	0.594	0.381	mjanja
spook	0.327	0.887	0.322	mkorogo
spooky	0.104	0.858	0.380	kutisha
spool	0.397	0.389	0.312	spool
spoon	0.479	0.236	0.259	kijiko
spoonful	0.582	0.208	0.308	kijiko
sporadic	0.333	0.394	0.500	mara kwa mara
spore	0.480	0.408	0.231	spora
sport	0.865	0.700	0.657	mchezo
sporting	0.917	0.656	0.675	michezo
sports	0.833	0.683	0.587	michezo
sports car	0.759	0.696	0.669	gari la mashindano
sportsman	0.755	0.735	0.713	mwanaspoti
sportsmanship	0.890	0.582	0.694	uanamichezo
sportswriter	0.760	0.551	0.566	mwanaspoti
sporty	0.735	0.713	0.648	michezo
spot	0.510	0.180	0.336	doa
spotless	0.792	0.327	0.726	bila doa
spotlight	0.688	0.353	0.519	mwangaza
spotted	0.354	0.472	0.295	imeonekana
spotter	0.542	0.491	0.644	doa
spotty	0.281	0.606	0.241	madoa
spousal	0.656	0.582	0.632	mchumba
spouse	0.750	0.600	0.645	mwenzi
spout	0.438	0.357	0.309	spout
sprain	0.063	0.580	0.384	sprain
sprawl	0.600	0.596	0.672	tamba
spray	0.438	0.410	0.333	dawa
spread	0.570	0.583	0.651	kuenea
spreader	0.510	0.480	0.500	msambazaji
spree	0.564	0.663	0.474	mbwembwe
spring	0.837	0.370	0.481	chemchemi
springtime	0.837	0.439	0.722	majira ya kuchipua
sprinkle	0.635	0.404	0.380	nyunyuzia
sprinkler	0.510	0.434	0.473	kinyunyizio
sprinkling	0.677	0.510	0.466	kunyunyizia
sprint	0.549	0.649	0.528	mbio mbio
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	chipukizi
spruce	0.604	0.288	0.380	spruce
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	spunk
spunky	0.646	0.879	0.755	spunky
spur	0.378	0.545	0.340	kuchochea
spurious	0.178	0.480	0.343	mwongo
spurred	0.562	0.684	0.472	ilichochea
spurt	0.448	0.550	0.475	kasi
spy	0.260	0.686	0.530	jasusi
squabble	0.173	0.850	0.500	kugombana
squad	0.552	0.711	0.806	kikosi
squadron	0.469	0.686	0.787	kikosi
squall	0.191	0.833	0.655	squall
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	fujo
square	0.509	0.340	0.291	mraba
squash	0.531	0.667	0.410	boga
squat	0.330	0.550	0.453	squat
squatter	0.390	0.361	0.565	maskwota
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squawk
squeak	0.271	0.679	0.300	kupiga kelele
squeaky	0.229	0.771	0.367	kupiga kelele
squeal	0.250	0.731	0.375	kupiga kelele
squealer	0.541	0.519	0.330	mpiga kelele
squeamish	0.176	0.656	0.453	squeamish
squeeze	0.458	0.676	0.532	punguza
squeezing	0.260	0.598	0.557	kufinya
squelch	0.271	0.510	0.462	punguza
squid	0.497	0.398	0.357	ngisi
squint	0.385	0.461	0.452	makengeza
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	squirm
squirrel	0.592	0.358	0.333	squirrel
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	mcheshi
stab	0.167	0.882	0.595	kuchoma
stabbed	0.031	0.875	0.431	kuchomwa kisu
stability	0.812	0.264	0.849	utulivu
stabilize	0.839	0.427	0.722	utulivu
stabilizer	0.688	0.353	0.767	kiimarishaji
stable	0.725	0.204	0.735	imara
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	msururu
stadium	0.635	0.679	0.611	uwanja
staff	0.745	0.274	0.627	wafanyakazi
stag	0.594	0.250	0.389	kulungu
stage	0.592	0.306	0.473	jukwaa
stagecoach	0.516	0.519	0.627	kocha wa jukwaa
stagehand	0.420	0.684	0.555	mkono wa jukwaa
stagger	0.531	0.620	0.458	kongoja
staggering	0.520	0.657	0.683	kushangaza
stagnant	0.300	0.500	0.208	palepale
stagnation	0.276	0.324	0.396	vilio
staid	0.385	0.290	0.634	staid
stain	0.453	0.324	0.264	doa
stained	0.245	0.460	0.209	iliyochafuliwa
stainless	0.594	0.329	0.618	isiyo na pua
stair	0.375	0.354	0.345	ngazi
staircase	0.469	0.347	0.440	ngazi
stairs	0.510	0.439	0.342	ngazi
stairway	0.562	0.510	0.407	ngazi
stairwell	0.510	0.292	0.333	ngazi
stake	0.406	0.608	0.460	hisa
stakeout	0.344	0.546	0.600	wadau
stale	0.235	0.461	0.286	stale
stalemate	0.296	0.354	0.267	mkwamo
stalk	0.436	0.272	0.395	bua
stalker	0.177	0.930	0.639	mfuatiliaji
stall	0.370	0.245	0.292	duka
stallion	0.628	0.596	0.779	farasi
stalls	0.582	0.378	0.451	maduka
stalwart	0.812	0.430	0.691	imara
stamina	0.664	0.694	0.877	stamina
stamp	0.438	0.327	0.441	muhuri
stampede	0.235	0.875	0.683	mkanyagano
stance	0.604	0.333	0.609	msimamo
stand	0.600	0.324	0.509	kusimama
standard	0.673	0.143	0.605	kiwango
standardize	0.684	0.353	0.729	sanifisha
standardized	0.610	0.324	0.607	sanifu
standby	0.260	0.224	0.386	kusubiri
standing	0.604	0.317	0.425	msimamo
standoff	0.333	0.840	0.558	msuguano
standpoint	0.585	0.388	0.652	msimamo
standstill	0.441	0.203	0.500	kusimama
standup	0.633	0.583	0.550	simama
stanza	0.612	0.343	0.297	mstari
staph	0.375	0.480	0.412	stafu
staple	0.542	0.306	0.438	kikuu
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	nyota
star fruit	0.701	0.433	0.427	matunda ya nyota
starboard	0.531	0.388	0.558	ubao wa nyota
starch	0.507	0.354	0.312	wanga
stardom	0.844	0.786	0.689	umaarufu
stardust	0.843	0.410	0.549	nyota
stare	0.541	0.430	0.538	tazama
starfish	0.680	0.320	0.421	samaki nyota
stargazing	0.802	0.461	0.709	kutazama nyota
staring	0.542	0.306	0.423	kutazama
stark	0.330	0.630	0.577	kabisa
starlet	0.806	0.471	0.587	nyota
starlight	0.908	0.368	0.611	mwanga wa nyota
starling	0.500	0.490	0.514	nyota
starry	0.438	0.643	0.434	mwenye nyota
stars	0.796	0.521	0.484	nyota
starship	0.740	0.719	0.704	nyota
start	0.684	0.430	0.589	kuanza
starter	0.667	0.461	0.827	mwanzilishi
startle	0.276	0.817	0.417	kushtua
startled	0.333	0.865	0.526	kushtuka
startling	0.750	0.768	0.830	ya kushangaza
starvation	0.240	0.592	0.284	njaa
starve	0.073	0.729	0.402	njaa
starved	0.097	0.689	0.219	njaa
starving	0.163	0.670	0.336	njaa
stash	0.344	0.630	0.361	stash
stat	0.479	0.460	0.395	takwimu
state	0.562	0.320	0.604	jimbo
stately	0.830	0.728	0.915	kifahari
statement	0.688	0.608	0.825	kauli
stateroom	0.653	0.380	0.441	chumba cha kulala
stateside	0.643	0.480	0.708	jimbo
statesman	0.510	0.490	0.736	mwananchi
static	0.297	0.250	0.366	tuli
staticky	0.357	0.278	0.358	tulivu
statics	0.542	0.290	0.527	tuli
station	0.688	0.367	0.519	kituo
stationary	0.408	0.240	0.484	stationary
stationery	0.570	0.120	0.455	vifaa vya kuandika
statistic	0.508	0.420	0.609	takwimu
statistical	0.714	0.353	0.627	takwimu
statistician	0.571	0.360	0.703	mwanatakwimu
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	sanamu
statue	0.542	0.153	0.570	sanamu
statuette	0.677	0.433	0.518	sanamu
stature	0.470	0.353	0.664	kimo
status	0.658	0.377	0.588	hali
statute	0.592	0.330	0.673	sheria
statutory	0.510	0.376	0.539	kisheria
staunch	0.480	0.363	0.833	imara
stave	0.417	0.333	0.424	stave
stay	0.604	0.275	0.516	kukaa
stayaway	0.369	0.284	0.526	kaa mbali
stayed	0.497	0.270	0.395	alikaa
stays	0.633	0.363	0.564	anakaa
stead	0.551	0.214	0.510	badala
steadfast	0.771	0.433	0.800	thabiti
steady	0.680	0.186	0.763	thabiti
steak	0.625	0.359	0.315	nyama ya nyama
steakhouse	0.802	0.379	0.547	nyama ya nyama
steal	0.021	0.856	0.528	kuiba
stealing	0.086	0.913	0.455	kuiba
stealth	0.520	0.270	0.452	siri
stealthily	0.763	0.294	0.458	kwa siri
stealthy	0.380	0.363	0.534	mwizi
steam	0.469	0.413	0.421	mvuke
steamboat	0.708	0.500	0.633	boti ya mvuke
steamer	0.510	0.442	0.528	mvuke
steaming	0.592	0.553	0.402	kuanika
steamroller	0.396	0.567	0.667	mvuke
steamship	0.469	0.490	0.569	meli ya mvuke
steamy	0.479	0.538	0.445	mvuke
steel	0.521	0.420	0.714	chuma
steep	0.312	0.612	0.321	mwinuko
steeple	0.625	0.519	0.500	mnara
steer	0.469	0.490	0.527	ongoza
steering	0.580	0.431	0.660	uendeshaji
stellar	0.796	0.580	0.769	nyota
stem	0.615	0.191	0.336	shina
stench	0.104	0.570	0.298	uvundo
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	stenographer
step	0.531	0.321	0.347	hatua
stepdaughter	0.510	0.510	0.432	binti wa kambo
stepfather	0.396	0.491	0.611	baba wa kambo
stepmother	0.427	0.530	0.484	mama wa kambo
steppe	0.427	0.321	0.379	nyika
steps	0.511	0.349	0.373	hatua
stepson	0.614	0.406	0.480	mtoto wa kambo
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoscopic
stereotype	0.151	0.422	0.612	ubaguzi
stereotyped	0.375	0.510	0.436	zilizozoeleka
sterile	0.302	0.471	0.291	tasa
sterility	0.201	0.519	0.414	utasa
sterilize	0.406	0.510	0.520	tasa
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	mkali
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stethoscope
stew	0.667	0.373	0.250	kitoweo
steward	0.633	0.238	0.550	msimamizi
stewardess	0.625	0.491	0.491	msimamizi
stewardship	0.551	0.440	0.617	uwakili
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	fimbo
sticker	0.583	0.306	0.346	kibandiko
sticking	0.486	0.425	0.356	kushikamana
stickler	0.385	0.471	0.417	sticker
stickup	0.453	0.537	0.434	kushikamana
sticky	0.385	0.569	0.292	nata
stiff	0.158	0.459	0.569	ngumu
stiffen	0.360	0.582	0.719	gumu
stiffness	0.323	0.500	0.657	ugumu
stifle	0.240	0.764	0.427	kukandamiza
stifled	0.229	0.731	0.193	kukandamizwa
stifling	0.163	0.858	0.608	kukandamiza
stigma	0.327	0.500	0.470	unyanyapaa
stile	0.750	0.359	0.691	stile
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	kuzaliwa mfu
stillborn	0.271	0.519	0.337	aliyezaliwa mfu
stillness	0.729	0.125	0.339	utulivu
stillwaiting	0.344	0.393	0.420	bado wanasubiri
stilts	0.439	0.577	0.300	nguzo
stimulant	0.441	0.794	0.745	kichocheo
stimulate	0.792	0.798	0.754	anzisha
stimulating	0.740	0.804	0.809	kusisimua
stimulation	0.708	0.821	0.702	kusisimua
stimulus	0.771	0.779	0.750	kichocheo
sting	0.163	0.651	0.373	kuumwa
stinger	0.279	0.625	0.508	mwiba
stinging	0.260	0.730	0.459	kuuma
stingy	0.094	0.548	0.283	Mchoyo
stink	0.042	0.481	0.180	uvundo
stinker	0.163	0.567	0.275	uvundo
stinking	0.041	0.657	0.264	kunuka
stinky	0.092	0.558	0.176	inanuka
stint	0.490	0.326	0.342	hatua
stipend	0.604	0.546	0.614	malipo
stipulate	0.570	0.546	0.623	eleza
stipulation	0.469	0.622	0.654	masharti
stir	0.448	0.773	0.453	koroga
stirring	0.582	0.702	0.558	kuchochea
stitch	0.306	0.538	0.357	kushona
stitching	0.510	0.382	0.345	kushona
stock	0.594	0.418	0.407	hisa
stockade	0.375	0.402	0.500	hifadhi
stockbroker	0.417	0.676	0.802	dalali wa hisa
stockholder	0.573	0.625	0.716	mwenye hisa
stocking	0.594	0.324	0.688	kuhifadhi
stockings	0.458	0.365	0.382	soksi
stockpile	0.542	0.315	0.425	hifadhi
stockroom	0.562	0.312	0.406	chumba cha kuhifadhi
stocks	0.573	0.598	0.586	hisa
stoic	0.427	0.473	0.602	stoic
stole	0.135	0.760	0.384	aliiba
stolen	0.156	0.646	0.308	kuibiwa
stomach	0.367	0.402	0.438	tumbo
stomachache	0.030	0.745	0.316	maumivu ya tumbo
stomp	0.365	0.565	0.438	kukanyaga
stomped	0.229	0.684	0.406	alikanyaga
stone	0.216	0.183	0.561	jiwe
stoned	0.177	0.796	0.375	kupigwa mawe
