English Word	Valence	Arousal	Dominance	Malay Word
senses	0.740	0.461	0.693	deria
sensibility	0.583	0.423	0.448	kepekaan
sensible	0.625	0.454	0.312	masuk akal
sensibly	0.786	0.337	0.396	secara waras
sensitive	0.714	0.426	0.254	sensitif
sensitivity	0.750	0.417	0.395	sensitiviti
sensor	0.571	0.377	0.542	penderia
sensory	0.583	0.480	0.442	deria
sensual	0.730	0.790	0.642	berahi
sensuality	0.844	0.840	0.632	keghairahan
sensuous	0.854	0.798	0.625	sensual
sentence	0.625	0.265	0.548	ayat
sentencing	0.120	0.782	0.561	hukuman
sentient	0.583	0.417	0.363	berperasaan
sentiment	0.765	0.451	0.639	sentimen
sentimental	0.583	0.378	0.312	sentimental
sentimentality	0.771	0.548	0.319	sentimentaliti
sentinel	0.531	0.602	0.845	pengawal
sentry	0.470	0.547	0.684	pengawal
separable	0.469	0.390	0.368	boleh dipisahkan
separate	0.240	0.514	0.349	berasingan
separately	0.310	0.365	0.368	secara berasingan
separation	0.198	0.592	0.409	perpisahan
separatist	0.245	0.627	0.537	pemisah
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septik
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	sekuel
sequence	0.543	0.350	0.529	urutan
sequent	0.531	0.423	0.591	berurutan
sequestered	0.160	0.863	0.427	diasingkan
sequestration	0.177	0.860	0.500	pengasingan
serenade	0.875	0.570	0.491	serenade
serendipity	0.677	0.413	0.500	serendipity
serene	0.802	0.132	0.370	tenang
serenity	0.900	0.122	0.557	ketenangan
sergeant	0.408	0.600	0.833	sarjan
serial	0.469	0.350	0.472	bersiri
serialize	0.500	0.455	0.593	bersiri
series	0.622	0.431	0.420	siri
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	serius
seriousness	0.439	0.365	0.750	kesungguhan
sermon	0.417	0.507	0.615	khutbah
serpent	0.115	0.696	0.679	ular
serpentine	0.576	0.646	0.329	serpentin
serrated	0.388	0.435	0.418	bergerigi
serum	0.520	0.231	0.443	serum
servant	0.340	0.408	0.331	hamba
serve	0.622	0.400	0.384	hidang
server	0.656	0.356	0.536	pelayan
service	0.684	0.408	0.535	perkhidmatan
serviceable	0.834	0.400	0.684	boleh diservis
servile	0.439	0.327	0.415	budak budak
servitude	0.250	0.490	0.250	kehambaan
sesame	0.673	0.250	0.382	bijan
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	sesi
sessions	0.646	0.578	0.650	sesi
set	0.521	0.482	0.630	ditetapkan
setback	0.198	0.451	0.250	kemunduran
sett	0.560	0.413	0.500	sett
setter	0.541	0.455	0.473	penetap
settle	0.833	0.520	0.772	settle
settled	0.521	0.510	0.473	diselesaikan
settlement	0.635	0.412	0.723	penyelesaian
settler	0.573	0.453	0.519	peneroka
settlor	0.531	0.434	0.534	peneroka
setup	0.667	0.398	0.635	persediaan
seven	0.672	0.265	0.373	tujuh
seventeen	0.585	0.296	0.321	tujuh belas
seventh	0.500	0.245	0.288	ketujuh
seventy	0.625	0.353	0.446	tujuh puluh
sever	0.156	0.635	0.451	putuskan
severable	0.406	0.451	0.398	boleh dipisahkan
severally	0.719	0.298	0.600	secara berasingan
severance	0.396	0.620	0.541	pemecatan
severe	0.164	0.735	0.635	teruk
severely	0.219	0.673	0.700	teruk
severity	0.260	0.712	0.661	keterukan
sew	0.510	0.340	0.340	menjahit
sewage	0.255	0.343	0.339	kumbahan
sewer	0.286	0.367	0.282	pembetung
sewerage	0.208	0.450	0.198	pembetungan
sewing	0.625	0.337	0.356	menjahit
sex	0.803	0.939	0.704	seks
sexist	0.255	0.798	0.411	seksis
sexual	0.584	0.959	0.640	seksual
sexuality	0.670	0.898	0.657	seksualiti
sexy	0.865	0.945	0.802	seksi
shabby	0.235	0.519	0.259	lusuh
shack	0.396	0.425	0.339	pondok
shackle	0.276	0.580	0.414	belenggu
shade	0.388	0.265	0.278	teduh
shades	0.490	0.300	0.380	warna
shading	0.420	0.324	0.318	teduhan
shadow	0.302	0.343	0.158	bayang
shadowy	0.135	0.373	0.330	berbayang
shady	0.323	0.509	0.375	rendang
shaft	0.549	0.275	0.472	aci
shag	0.417	0.462	0.340	bercinta
shaggy	0.510	0.302	0.321	shaggy
shake	0.439	0.689	0.539	goncang
shakedown	0.286	0.692	0.481	goncangan
shaken	0.344	0.657	0.333	digoncang
shaker	0.520	0.728	0.518	penggoncang
shaking	0.275	0.849	0.255	bergegar
shaky	0.260	0.734	0.223	goyah
shall	0.510	0.385	0.412	hendaklah
shallow	0.427	0.298	0.351	cetek
shallows	0.388	0.368	0.368	cetek
sham	0.354	0.602	0.395	sham
shaman	0.490	0.531	0.604	bomoh
shambles	0.271	0.696	0.287	bercelaru
shame	0.060	0.670	0.155	rasa malu
shamed	0.135	0.567	0.218	malu
shameful	0.040	0.680	0.264	memalukan
shameless	0.274	0.713	0.407	tak tahu malu
shampoo	0.604	0.180	0.250	syampu
shanghai	0.551	0.450	0.509	shanghai
shank	0.530	0.393	0.286	betis
shanty	0.427	0.459	0.255	shanty
shape	0.592	0.240	0.422	bentuk
shapely	0.771	0.441	0.830	berbekas
shard	0.388	0.407	0.426	serpihan
share	0.759	0.548	0.545	kongsi
shareholder	0.656	0.632	0.915	pemegang saham
sharing	0.827	0.462	0.545	perkongsian
shark	0.260	0.845	0.596	jerung
sharp	0.459	0.585	0.585	tajam
sharpen	0.582	0.694	0.611	mengasah
sharpened	0.573	0.647	0.727	diasah
sharpener	0.532	0.435	0.327	pengasah
sharpness	0.729	0.385	0.653	ketajaman
sharpshooter	0.240	0.929	0.764	penembak tajam
shatter	0.108	0.821	0.464	berkecai
shattered	0.097	0.806	0.309	hancur berkecai
shattering	0.135	0.760	0.475	berkecai
shave	0.521	0.410	0.480	bercukur
shaver	0.418	0.450	0.392	pencukur
shaving	0.500	0.469	0.353	bercukur
shawl	0.720	0.365	0.230	selendang
sheaf	0.396	0.387	0.456	berkas
shear	0.286	0.647	0.388	ricih
shears	0.429	0.527	0.254	gunting
sheath	0.460	0.314	0.342	sarung
sheathing	0.378	0.480	0.642	sarung
shed	0.427	0.402	0.470	bangsal
sheen	0.812	0.510	0.712	kilauan
sheep	0.604	0.206	0.161	biri-biri
sheepdog	0.684	0.442	0.529	anjing gembala
sheepish	0.326	0.441	0.205	kambing biri-biri
sheer	0.604	0.250	0.481	semata-mata
sheet	0.439	0.174	0.302	lembaran
sheik	0.521	0.579	0.708	syeikh
shelf	0.561	0.202	0.366	rak
shell	0.615	0.408	0.391	cangkerang
shellfish	0.594	0.412	0.393	kerang
shelling	0.337	0.917	0.773	membedil
shelter	0.704	0.229	0.569	tempat perlindungan
sheltered	0.590	0.377	0.717	terlindung
shelters	0.582	0.333	0.482	tempat perlindungan
shelved	0.306	0.166	0.321	disimpan
shepherd	0.656	0.304	0.610	gembala
sherbet	0.592	0.363	0.348	serbet
sheriff	0.602	0.541	0.802	syerif
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	perisai
shift	0.479	0.610	0.491	syif
shifting	0.518	0.548	0.546	peralihan
shifty	0.365	0.687	0.483	berubah-ubah
shilling	0.521	0.342	0.430	syiling
shimmer	0.745	0.562	0.656	berkilauan
shimmering	0.844	0.648	0.904	berkilauan
shimmy	0.478	0.476	0.462	berkilauan
shin	0.459	0.500	0.231	tulang kering
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	bersinar
shiner	0.740	0.510	0.556	penyeri
shingle	0.510	0.200	0.410	kayap
shining	0.885	0.673	0.812	bersinar
shiny	0.885	0.604	0.787	berkilat
ship	0.646	0.500	0.439	kapal
shipment	0.582	0.440	0.452	penghantaran
shipping	0.622	0.327	0.443	penghantaran
shipshape	0.594	0.480	0.474	bentuk kapal
shipwreck	0.268	0.768	0.373	kapal karam
shipyard	0.398	0.583	0.595	limbungan kapal
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	baju raya
shit	0.000	0.678	0.294	sial
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	bermuka sial
shithead	0.120	0.645	0.302	sialan
shitless	0.271	0.545	0.333	sial
shitload	0.020	0.606	0.161	sial
shittest	0.076	0.673	0.232	paling sial
shitty	0.020	0.679	0.163	sial
shiver	0.260	0.765	0.236	menggigil
shivering	0.122	0.663	0.373	menggigil
shoals	0.396	0.408	0.375	beting
shock	0.286	0.821	0.453	terkejut
shocked	0.292	0.773	0.375	terkejut
shocker	0.235	0.804	0.616	syok
shocking	0.378	0.853	0.833	mengejutkan
shockingly	0.510	0.924	0.721	secara mengejutkan
shoddy	0.082	0.463	0.179	kurang baik
shoe	0.517	0.225	0.288	kasut
shoelace	0.396	0.280	0.307	tali kasut
shoemaker	0.396	0.269	0.491	pembuat kasut
shoes	0.729	0.324	0.210	kasut
shoeshine	0.392	0.387	0.325	mengilap kasut
shook	0.163	0.759	0.509	bergegar
shoot	0.092	0.926	0.625	tembak
shooter	0.224	0.814	0.774	penembak
shooting	0.276	0.931	0.602	menembak
shootout	0.080	0.927	0.615	tembak menembak
shop	0.725	0.632	0.565	kedai
shopkeeper	0.677	0.510	0.730	penjaga kedai
shoplifter	0.167	0.830	0.500	pencuri
shoplifting	0.152	0.833	0.441	mencuri
shopper	0.646	0.615	0.741	pembeli
shopping	0.915	0.445	0.630	membeli belah
shore	0.542	0.304	0.204	Pantai
shoreline	0.677	0.296	0.529	pinggir pantai
shorn	0.396	0.415	0.400	dicukur
short	0.184	0.264	0.237	pendek
short story	0.697	0.321	0.348	cerita pendek
shortage	0.094	0.455	0.198	kekurangan
shortcake	0.677	0.359	0.398	kek pendek
shortcoming	0.195	0.370	0.258	kelemahan
shortcut	0.594	0.308	0.426	jalan pintas
shorten	0.302	0.382	0.460	memendekkan
shortening	0.286	0.333	0.385	memendekkan
shorthand	0.459	0.450	0.461	ringkasan
shortly	0.582	0.310	0.360	sebentar lagi
shortness	0.459	0.280	0.272	kekurangan
shorts	0.622	0.481	0.287	seluar pendek
shortstop	0.418	0.529	0.450	hentian pintas
shortwave	0.460	0.271	0.368	gelombang pendek
shot	0.144	0.750	0.569	tembakan
shotgun	0.200	0.868	0.684	senapang patah
shoulder	0.562	0.286	0.406	bahu
shout	0.229	0.925	0.444	jerit
shove	0.306	0.690	0.602	tolak
shovel	0.427	0.308	0.267	penyodok
shoveling	0.265	0.620	0.537	menyodok
show	0.673	0.771	0.719	tunjuk
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	bot pameran
showcase	0.521	0.255	0.415	showcase
showdown	0.302	0.950	0.692	pertarungan
shower	0.669	0.346	0.336	mandi
showgirl	0.633	0.694	0.481	gadis pertunjukan
showing	0.622	0.540	0.491	menunjukkan
showoff	0.344	0.598	0.463	menunjuk-nunjuk
showroom	0.740	0.441	0.536	bilik pameran
showy	0.698	0.657	0.661	mempamerkan diri
shrapnel	0.240	0.740	0.681	serpihan
shred	0.224	0.750	0.627	carik-carik
shrew	0.306	0.463	0.390	shrew
shrewd	0.551	0.673	0.816	cerdik
shriek	0.459	0.827	0.491	menjerit
shrill	0.312	0.721	0.640	nyaring
shrimp	0.571	0.361	0.425	udang
shrine	0.802	0.255	0.574	kuil
shrink	0.385	0.453	0.272	mengecut
shrinking	0.190	0.400	0.217	mengecut
shrivel	0.160	0.409	0.143	kecut
shroud	0.417	0.457	0.389	kain kafan
shrub	0.531	0.340	0.340	pokok renek
shrubbery	0.490	0.267	0.332	pokok renek
shrug	0.208	0.296	0.278	angkat bahu
shrunk	0.163	0.354	0.218	mengecut
shrunken	0.500	0.373	0.221	kecut
shudder	0.344	0.791	0.559	menggigil
shuddering	0.302	0.802	0.638	menggigil
shuffle	0.459	0.450	0.556	kocok
shuffleboard	0.531	0.459	0.377	papan shuffle
shuffling	0.521	0.408	0.293	mengesot
shun	0.418	0.604	0.389	menjauhi
shunned	0.271	0.464	0.367	dijauhi
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	tutup
shutdown	0.173	0.367	0.418	menutup
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	shutit
shutter	0.191	0.380	0.482	pengatup
shuttle	0.531	0.591	0.547	ulang-alik
shutup	0.333	0.560	0.491	diam
shy	0.280	0.153	0.132	pemalu
shyness	0.312	0.265	0.246	rasa malu
shyster	0.292	0.567	0.424	lebih pemalu
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	adik beradik
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	sakit
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	sakit hati
sickening	0.074	0.618	0.259	memuakkan
sickle	0.427	0.585	0.370	sabit
sickly	0.188	0.550	0.191	uzur
sickness	0.094	0.704	0.288	penyakit
side	0.439	0.288	0.395	sebelah
sidearm	0.410	0.474	0.500	lengan sisi
sidebar	0.469	0.364	0.405	bar sisi
sideboard	0.590	0.259	0.426	papan sisi
sideburns	0.777	0.327	0.308	jambang
sidecar	0.552	0.449	0.500	kereta sampingan
sidekick	0.602	0.439	0.509	sidekick
sideline	0.440	0.382	0.517	tepi
sideshow	0.458	0.594	0.658	persembahan sampingan
sidestep	0.378	0.559	0.407	tepi
sidewalk	0.479	0.192	0.348	kaki lima
sideways	0.788	0.245	0.291	sisi
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	kepungan
siesta	0.740	0.046	0.295	tidur siang
sieve	0.459	0.250	0.333	ayak
sift	0.542	0.412	0.461	ayak
sifting	0.571	0.469	0.474	menapis
sigh	0.469	0.387	0.273	mengeluh
sight	0.684	0.250	0.528	penglihatan
sighting	0.582	0.560	0.627	penampakan
sightseeing	0.875	0.552	0.697	bersiar-siar
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	tanda
signal	0.615	0.417	0.464	isyarat
signature	0.570	0.422	0.657	tandatangan
significance	0.820	0.460	0.644	kepentingan
significant	0.827	0.649	0.786	ketara
signification	0.583	0.337	0.530	makna
signify	0.453	0.422	0.634	menandakan
signpost	0.510	0.400	0.446	papan tanda
silence	0.438	0.200	0.223	senyap
silencer	0.417	0.356	0.482	penyenyap
silent	0.469	0.125	0.280	senyap
silently	0.448	0.185	0.306	secara senyap
silhouette	0.582	0.410	0.288	siluet
silicon	0.439	0.448	0.445	silikon
silicone	0.480	0.340	0.333	silikon
silk	0.760	0.115	0.300	sutera
silken	0.730	0.265	0.394	sutera
silky	0.802	0.397	0.271	sutera
sill	0.433	0.375	0.324	ambang
silliness	0.327	0.368	0.192	kebodohan
silly	0.384	0.349	0.161	mengarut
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	kelodak
silver	0.684	0.451	0.615	perak
silverware	0.663	0.365	0.409	barang perak
silvery	0.543	0.460	0.517	keperakan
similar	0.562	0.250	0.423	serupa
similarity	0.729	0.255	0.518	persamaan
simile	0.615	0.363	0.464	perumpamaan
simmer	0.650	0.293	0.393	reneh
simmering	0.382	0.613	0.412	menggelegak
simple	0.653	0.130	0.314	ringkas
simples	0.724	0.240	0.263	simples
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	kesederhanaan
simplify	0.565	0.347	0.602	memudahkan
simplistic	0.490	0.245	0.391	simplistik
simply	0.535	0.148	0.393	secara ringkas
simulate	0.551	0.375	0.417	simulasi
simulated	0.500	0.461	0.356	disimulasikan
simulating	0.552	0.462	0.481	simulasi
simulation	0.552	0.574	0.567	simulasi
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	serentak
simultaneously	0.656	0.490	0.609	serentak
sin	0.177	0.712	0.449	dosa
sincere	0.918	0.265	0.725	ikhlas
sincerity	0.908	0.351	0.686	ikhlas
sinful	0.143	0.788	0.417	berdosa
sing	0.858	0.606	0.420	menyanyi
singer	0.802	0.735	0.628	penyanyi
singing	0.885	0.594	0.528	menyanyi
single	0.291	0.354	0.259	bujang
singly	0.553	0.354	0.466	secara bersendirian
singular	0.610	0.302	0.482	tunggal
singularity	0.582	0.348	0.654	ketunggalan
singularly	0.571	0.330	0.527	secara tunggal
sinister	0.125	0.896	0.581	jahat
sink	0.375	0.439	0.322	tenggelam
sinker	0.302	0.557	0.538	penenggelam
sinking	0.135	0.439	0.342	tenggelam
sinner	0.237	0.667	0.356	pendosa
sinning	0.170	0.700	0.422	berdosa
sinus	0.531	0.563	0.340	resdung
sip	0.375	0.380	0.213	teguk
siphon	0.354	0.333	0.435	menyedut
sipping	0.469	0.349	0.377	menghirup
sir	0.622	0.306	0.778	tuan
sire	0.854	0.452	0.808	tuan
siren	0.570	0.627	0.500	siren
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	banci
sister	0.916	0.324	0.562	kakak
sisterhood	0.837	0.415	0.696	persaudaraan
sit	0.561	0.230	0.368	duduk
sitcom	0.562	0.537	0.407	sitkom
site	0.677	0.265	0.452	tapak
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	pengasuh
sitting	0.561	0.146	0.353	duduk
situate	0.510	0.310	0.483	letak
situated	0.542	0.231	0.543	terletak
situation	0.531	0.387	0.600	keadaan
six	0.500	0.154	0.271	enam
sixpence	0.469	0.417	0.463	enam pence
sixteen	0.583	0.290	0.324	enam belas
sixth	0.521	0.275	0.366	keenam
sixty	0.694	0.240	0.433	enam puluh
sizable	0.727	0.337	0.657	cukup besar
size	0.531	0.336	0.569	saiz
sizzle	0.427	0.704	0.368	mendesis
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	skate
skateboard	0.677	0.550	0.353	papan selaju
skater	0.633	0.774	0.652	pemain skate
skating	0.745	0.673	0.435	meluncur
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	sket
skein	0.449	0.372	0.287	gelendong
skeletal	0.306	0.558	0.318	rangka
skeleton	0.183	0.464	0.343	rangka
skeptic	0.135	0.440	0.500	skeptik
skeptical	0.207	0.500	0.452	skeptikal
skepticism	0.229	0.480	0.582	kesangsian
sketch	0.704	0.276	0.420	lakaran
sketching	0.729	0.327	0.400	melakar
sketchy	0.333	0.479	0.241	sket
skewed	0.340	0.480	0.361	senget
skewer	0.470	0.365	0.457	lidi
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	tergelincir
skier	0.802	0.788	0.639	pemain ski
skiff	0.479	0.375	0.472	perahu kecil
skiing	0.823	0.824	0.620	bermain ski
skijump	0.635	0.647	0.482	lompatan ski
skill	0.847	0.701	0.833	kemahiran
skilled	0.886	0.614	0.929	berkemahiran
skillet	0.510	0.296	0.345	kuali
skillful	0.802	0.616	0.908	mahir
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	kecik
skin	0.569	0.350	0.395	kulit
skinny	0.333	0.333	0.298	kurus
skip	0.458	0.804	0.439	ponteng
skipper	0.440	0.577	0.692	nakhoda
skirmish	0.290	0.640	0.474	pergaduhan
skirt	0.602	0.463	0.226	skirt
skirting	0.449	0.529	0.386	menyusur
skirts	0.622	0.538	0.241	skirt
skit	0.438	0.434	0.421	skit
skittish	0.156	0.815	0.172	gelabah
skull	0.276	0.558	0.574	tengkorak
skunk	0.284	0.491	0.380	sigung
sky	0.958	0.234	0.401	langit
skylight	0.708	0.314	0.343	skylight
skyline	0.592	0.412	0.662	latar langit
skyscraper	0.622	0.696	0.798	bangunan pencakar langit
slab	0.398	0.265	0.264	papak
slack	0.521	0.283	0.446	kendur
slag	0.266	0.600	0.254	sanga
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	fitnah
slanderous	0.057	0.800	0.337	memfitnah
slang	0.479	0.418	0.491	loghat
slant	0.469	0.396	0.536	senget
slap	0.100	0.804	0.518	tampar
slash	0.260	0.500	0.509	tetak
slashes	0.330	0.328	0.410	garis miring
slate	0.531	0.283	0.431	batu tulis
slates	0.500	0.270	0.342	batu tulis
slaughter	0.052	0.953	0.602	penyembelihan
slaughterhouse	0.146	0.794	0.472	rumah penyembelihan
slaughtering	0.133	0.947	0.714	penyembelihan
slave	0.171	0.795	0.151	hamba
slavery	0.052	0.783	0.218	perhambaan
slay	0.133	0.920	0.585	membunuh
slayer	0.041	0.930	0.661	pembunuh
sleaze	0.312	0.538	0.405	busuk
sleazy	0.292	0.674	0.370	leceh
sled	0.635	0.547	0.446	kereta luncur
sledding	0.625	0.547	0.422	kereta luncur
sledge	0.646	0.500	0.361	kereta luncur
sledgehammer	0.449	0.479	0.482	tukul besi
sleek	0.750	0.484	0.643	anggun
sleep	0.719	0.090	0.339	tidur
sleeper	0.640	0.154	0.254	tidur
sleeping	0.704	0.091	0.312	sedang tidur
sleepless	0.213	0.410	0.207	kurang tidur
sleeplessness	0.104	0.604	0.202	susah tidur
sleepover	0.815	0.519	0.340	terlebih tidur
sleepy	0.604	0.125	0.250	mengantuk
sleepyhead	0.327	0.350	0.294	mengantuk
sleet	0.410	0.355	0.395	hujan salji
sleeve	0.531	0.270	0.273	lengan baju
sleeveless	0.638	0.290	0.200	tanpa lengan
sleigh	0.742	0.551	0.396	giring
sleight	0.719	0.677	0.379	tipu muslihat
slender	0.812	0.548	0.664	langsing
sleuth	0.460	0.633	0.676	pengawal
slice	0.583	0.375	0.303	hirisan
slick	0.388	0.383	0.349	licin
slicker	0.727	0.387	0.519	lebih licin
slide	0.615	0.435	0.432	gelongsor
slider	0.585	0.491	0.518	peluncur
sliding	0.356	0.730	0.491	gelongsor
slight	0.521	0.240	0.155	sedikit
slight anticipation	0.562	0.490	0.445	jangkaan sedikit
slight disgust	0.156	0.578	0.318	sedikit meluat
slight surprise	0.677	0.746	0.557	sedikit terkejut
slight trust	0.306	0.400	0.245	kepercayaan sedikit
slightly	0.470	0.274	0.255	sedikit
slightly negative	0.190	0.472	0.259	negatif sikit
slightly positive	0.792	0.480	0.567	positif sikit
slim	0.562	0.180	0.296	nipis
slime	0.300	0.370	0.183	lendir
slimy	0.177	0.500	0.309	berlendir
sling	0.417	0.423	0.404	anduh
slingshot	0.323	0.654	0.474	katapel
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	licin
slip	0.316	0.714	0.321	tergelincir
slipper	0.635	0.298	0.245	selipar
slippers	0.573	0.413	0.236	selipar
slippery	0.219	0.740	0.343	licin
slit	0.406	0.490	0.366	celah
sliver	0.388	0.347	0.291	sekerat
slob	0.275	0.365	0.300	selamba
slobber	0.350	0.375	0.278	terkial-kial
slogan	0.550	0.216	0.564	slogan
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	slop
slope	0.347	0.438	0.279	cerun
sloppy	0.303	0.441	0.183	selamba
slot	0.469	0.337	0.337	slot
sloth	0.198	0.140	0.125	kemalasan
slouch	0.365	0.450	0.328	selamba
slough	0.265	0.390	0.200	slough
slow	0.357	0.073	0.131	lambat
slowly	0.427	0.185	0.295	perlahan-lahan
slowness	0.302	0.212	0.191	kelambatan
sludge	0.354	0.396	0.229	enapcemar
slug	0.276	0.370	0.160	slug
slugger	0.458	0.500	0.518	selamba
sluggish	0.224	0.124	0.155	lembab
sluice	0.427	0.520	0.365	pintu air
slum	0.292	0.528	0.302	setinggan
slumber	0.592	0.191	0.426	tidur
slump	0.194	0.438	0.130	kemerosotan
slur	0.115	0.814	0.427	cercaan
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	lumpur
slut	0.071	0.808	0.309	perempuan murahan
slutty	0.224	0.810	0.371	leceh
sly	0.573	0.690	0.750	licik
smack	0.323	0.662	0.381	pukul
small	0.542	0.205	0.120	kecil
smaller	0.300	0.310	0.179	lebih kecil
smallest	0.281	0.340	0.129	terkecil
smallpox	0.156	0.583	0.222	cacar
smart	0.906	0.607	0.923	pintar
smartass	0.364	0.520	0.620	cerdik pandai
smarten	0.602	0.490	0.551	pintarkan
smarty	0.673	0.510	0.848	bijak pandai
smash	0.195	0.692	0.530	menghancurkan
smashed	0.143	0.660	0.256	dihancurkan
smattering	0.448	0.460	0.500	menghentam
smear	0.230	0.433	0.400	calitan
smell	0.510	0.520	0.330	bau
smelling	0.458	0.481	0.349	berbau
smelly	0.100	0.528	0.245	berbau busuk
smelt	0.333	0.441	0.345	terbau
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	senyum
smiled	0.949	0.530	0.536	tersenyum
smiles	0.892	0.606	0.607	senyuman
smiley	0.865	0.470	0.571	senyuman
smiling	0.981	0.679	0.625	tersenyum
smirk	0.792	0.596	0.583	tersengih
smite	0.303	0.846	0.682	pukul
smith	0.677	0.333	0.529	smith
smithereens	0.281	0.561	0.409	berkecamuk
smitten	0.153	0.760	0.204	dipukul
smock	0.429	0.250	0.250	baju baju
smog	0.271	0.480	0.382	asap
smoke	0.188	0.500	0.391	asap
smoker	0.208	0.528	0.311	perokok
smokey	0.494	0.462	0.430	berasap
smoking	0.176	0.557	0.384	merokok
smoky	0.459	0.420	0.327	berasap
smoldering	0.635	0.781	0.764	membara
smooch	0.796	0.731	0.491	smooch
smooth	0.823	0.127	0.281	licin
smoothie	0.806	0.333	0.281	smoothie
smoothly	0.821	0.134	0.488	dengan lancar
smoothness	0.833	0.221	0.412	kelancaran
smother	0.292	0.685	0.420	menyesakkan
smudge	0.327	0.429	0.245	comot
smug	0.198	0.552	0.587	sombong
smuggle	0.194	0.775	0.570	seludup
smuggler	0.062	0.867	0.645	penyeludup
smuggling	0.229	0.783	0.510	penyeludupan
smut	0.357	0.360	0.349	busuk
snack	0.646	0.407	0.345	makanan ringan
snacks	0.781	0.480	0.306	makanan ringan
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	sangkut
snags	0.177	0.721	0.490	snags
snail	0.480	0.104	0.296	siput
snake	0.276	0.750	0.549	ular
snakes	0.176	0.662	0.606	ular
snakeskin	0.276	0.696	0.391	kulit ular
snap	0.344	0.517	0.352	sentap
snapper	0.417	0.429	0.245	ikan kakap
snappy	0.573	0.592	0.418	cerewet
snapshot	0.573	0.578	0.588	syot kilat
snare	0.229	0.850	0.466	jerat
snarl	0.430	0.787	0.455	geram
snarling	0.312	0.704	0.491	geram
snatch	0.219	0.861	0.691	ragut
snatcher	0.122	0.867	0.563	peragut
snazzy	0.735	0.370	0.660	cengeng
sneak	0.281	0.745	0.449	menyelinap
sneaker	0.794	0.479	0.389	kasut sukan
sneakers	0.604	0.548	0.349	kasut sukan
sneaking	0.203	0.755	0.545	menyelinap
sneaky	0.240	0.740	0.560	licik
sneer	0.133	0.755	0.345	mengejek
sneeze	0.271	0.442	0.336	bersin
sneezing	0.434	0.570	0.345	bersin
snicker	0.708	0.693	0.409	mencebik
snide	0.186	0.723	0.455	sindir
sniff	0.396	0.500	0.318	menghidu
snip	0.417	0.327	0.268	snip
snipe	0.198	0.915	0.491	tengking
sniper	0.167	0.870	0.853	penembak tepat
snippet	0.612	0.410	0.368	coretan
snippy	0.418	0.491	0.481	licik
snitch	0.300	0.598	0.333	sentap
snob	0.296	0.520	0.309	sombong
snoop	0.134	0.740	0.434	mengintip
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	sengal
snooze	0.235	0.357	0.282	tidur sebentar
snore	0.245	0.610	0.481	berdengkur
snorkel	0.510	0.470	0.327	snorkel
snort	0.469	0.531	0.413	mendengus
snot	0.214	0.340	0.269	hingus
snotty	0.180	0.382	0.200	hingusan
snout	0.276	0.385	0.241	muncung
snow	0.667	0.363	0.309	salji
snowball	0.717	0.444	0.321	bola salji
snowboard	0.663	0.680	0.511	papan salji
snowboarder	0.719	0.754	0.545	pemain papan salji
snowday	0.602	0.500	0.440	hari bersalji
