English Word	Valence	Arousal	Dominance	Polish Word
quarters	0.510	0.412	0.480	mieszkanie
quartet	0.479	0.377	0.472	kwartet
quartile	0.438	0.445	0.445	kwartyl
quarto	0.458	0.396	0.393	kwarto
quartz	0.704	0.292	0.481	kwarc
quash	0.271	0.689	0.518	stłumić
quasi	0.510	0.343	0.330	prawie
quaternary	0.491	0.370	0.509	czwartorzędowy
quay	0.542	0.209	0.442	nadbrzeże
queasiness	0.230	0.594	0.135	mdłości
queasy	0.250	0.587	0.225	delikatny
queen	0.875	0.692	0.860	królowa
quell	0.388	0.696	0.434	stłumić
quench	0.385	0.344	0.333	ugasić
query	0.521	0.420	0.467	zapytanie
quest	0.643	0.716	0.545	poszukiwanie
question	0.510	0.410	0.509	pytanie
questionable	0.268	0.551	0.365	wątpliwy
questioning	0.438	0.696	0.509	pytający
questionnaire	0.385	0.327	0.606	kwestionariusz
queue	0.458	0.344	0.365	kolejka
queues	0.385	0.479	0.269	kolejki
quibble	0.312	0.685	0.466	spierać się
quiche	0.500	0.456	0.396	quiche
quick	0.704	0.755	0.750	szybki
quicken	0.686	0.750	0.799	ożywiać
quickie	0.600	0.700	0.431	szybki numerek
quickly	0.784	0.850	0.636	szybko
quickness	0.774	0.635	0.740	szybkość
quicksand	0.219	0.740	0.508	ruchome piaski
quicksilver	0.417	0.441	0.529	rtęć
quid	0.479	0.378	0.327	funt szterling
quiescent	0.500	0.160	0.305	spokojny
quiet	0.792	0.105	0.431	cichy
quietly	0.561	0.125	0.321	cicho
quill	0.521	0.216	0.263	lotka
quilt	0.643	0.123	0.226	kołdra
quince	0.557	0.368	0.474	pigwa
quinine	0.418	0.461	0.375	chinina
quintet	0.560	0.560	0.500	kwintet
quirk	0.490	0.384	0.618	dziwactwo
quirky	0.708	0.373	0.564	dziwaczny
quit	0.469	0.559	0.488	zrezygnować
quits	0.229	0.480	0.352	skwitowany
quitter	0.260	0.460	0.321	niewytrwały człowiek
quiver	0.320	0.452	0.335	kołczan
quivering	0.407	0.776	0.342	drżenie
quiz	0.462	0.610	0.527	kartkówka
quorum	0.615	0.544	0.602	kworum
quota	0.427	0.410	0.400	kontyngent
quotation	0.796	0.590	0.461	cytat
quote	0.680	0.550	0.430	cytat
quotes	0.625	0.578	0.520	cytaty
quotient	0.615	0.290	0.580	iloraz
rabbi	0.459	0.362	0.723	rabin
rabbit	0.685	0.330	0.241	Królik
rabble	0.184	0.602	0.292	motłoch
rabid	0.089	0.827	0.454	wściekły
rabies	0.115	0.750	0.382	wścieklizna
raccoon	0.541	0.435	0.320	szop pracz
race	0.592	0.426	0.658	Wyścig
racehorse	0.719	0.702	0.600	koń wyścigowy
racer	0.480	0.631	0.678	biegacz
racetrack	0.708	0.808	0.624	tor wyścigowy
racial	0.292	0.519	0.513	rasowy
racism	0.122	0.673	0.487	rasizm
racist	0.061	0.673	0.482	rasistowski
rack	0.385	0.373	0.409	stojak
racket	0.520	0.356	0.352	rakieta
racketeering	0.167	0.877	0.697	gangsterstwo
racking	0.411	0.442	0.375	dręczący
racquetball	0.582	0.667	0.444	rakieta
racy	0.427	0.566	0.390	pikantny
radar	0.521	0.615	0.579	radar
radial	0.439	0.404	0.500	promieniowy
radiance	0.796	0.625	0.719	blask
radiant	0.888	0.717	0.791	promienny
radiate	0.719	0.735	0.738	promieniować
radiation	0.167	0.741	0.536	promieniowanie
radiator	0.385	0.452	0.475	kaloryfer
radical	0.500	0.792	0.811	rodnik
radically	0.552	0.731	0.715	radykalnie
radio	0.573	0.402	0.358	radio
radioactive	0.190	0.798	0.741	radioaktywny
radioactivity	0.240	0.910	0.696	radioaktywność
radiograph	0.561	0.490	0.491	rentgen
radiography	0.469	0.614	0.543	radiografia
radiologist	0.490	0.423	0.634	radiolog
radiology	0.459	0.460	0.574	radiologia
radish	0.500	0.316	0.398	rzodkiewka
radium	0.469	0.360	0.517	rad
radius	0.521	0.324	0.500	promień
radon	0.323	0.418	0.375	radon
raffle	0.640	0.510	0.454	loteria
raft	0.510	0.229	0.228	tratwa
rag	0.255	0.226	0.180	szmata
rage	0.082	0.888	0.658	wściekłość
ragemode	0.363	0.663	0.454	tryb wściekłości
ragetweet	0.398	0.551	0.431	wściekłość
ragged	0.198	0.519	0.226	obdarty
raggedy	0.198	0.531	0.314	obdarty
raging	0.219	0.927	0.598	wściekły
rags	0.434	0.309	0.198	łachmany
ragtime	0.469	0.602	0.398	ragtime
raid	0.350	0.726	0.560	nalot
raider	0.302	0.860	0.525	bombowiec
rail	0.470	0.500	0.526	szyna
railing	0.551	0.298	0.440	balustrada
railroad	0.591	0.592	0.500	popędzać
railway	0.613	0.615	0.623	kolej żelazna
raiment	0.667	0.402	0.377	szaty
rain	0.542	0.388	0.330	deszcz
rainbow	0.878	0.350	0.462	tęcza
rainbow trout	0.700	0.462	0.330	Pstrąg tęczowy
rainbows	0.875	0.517	0.402	tęcze
raincoat	0.458	0.300	0.525	płaszcz przeciwdeszczowy
raindrops	0.698	0.337	0.311	krople deszczu
rainfall	0.604	0.314	0.378	opad deszczu
rainforest	0.612	0.375	0.398	Las deszczowy
rainmaker	0.448	0.509	0.544	Zaklinacz deszczu
rainstorm	0.392	0.535	0.377	ulewa
rainy	0.610	0.451	0.433	deszczowy
rainyday	0.520	0.380	0.315	deszczowy dzień
raise	0.885	0.685	0.765	podnieść
raised	0.656	0.326	0.643	uniesiony
raisin	0.594	0.235	0.246	rodzynki
raising	0.735	0.519	0.643	wychowywanie
rake	0.410	0.286	0.314	grabie
rally	0.612	0.680	0.554	Rajd
ram	0.406	0.452	0.388	Baran
ramble	0.615	0.464	0.440	włóczęga
rambling	0.448	0.510	0.528	pnący
ramp	0.490	0.517	0.357	rampa
rampage	0.240	0.875	0.509	szał
rampant	0.490	0.788	0.526	szerzący się
rampart	0.322	0.520	0.538	wał
ramrod	0.406	0.408	0.349	wycior
ranch	0.357	0.420	0.409	ranczo
rancher	0.510	0.520	0.543	farmer
rancid	0.156	0.451	0.214	zjełczały
random	0.490	0.520	0.321	losowy
randomly	0.410	0.594	0.302	losowo
randomness	0.418	0.449	0.433	losowość
randy	0.490	0.394	0.481	krzykliwy
range	0.490	0.472	0.615	zasięg
ranger	0.526	0.545	0.705	leśniczy
rank	0.531	0.380	0.686	ranga
ranking	0.540	0.592	0.680	zaszeregowanie
ransom	0.582	0.800	0.565	okup
rant	0.219	0.774	0.482	tyrada
ranting	0.181	0.755	0.500	narzekać
rap	0.604	0.575	0.464	kuks
rape	0.062	0.856	0.527	rzepak
rapid	0.667	0.788	0.768	nagły
rapidity	0.667	0.798	0.806	szybkość
rapids	0.573	0.817	0.788	katarakty na rzece
rapist	0.062	0.906	0.571	gwałciciel
rapper	0.550	0.755	0.482	kołatka
rapping	0.565	0.716	0.417	rapowanie
rapport	0.771	0.664	0.567	porozumienie
rapt	0.521	0.736	0.510	skupiony
raptor	0.270	0.773	0.612	drapieżnik
raptors	0.280	0.565	0.591	drapieżniki
rapture	0.439	0.883	0.567	zachwyt
rare	0.396	0.413	0.236	rzadki
rarely	0.408	0.367	0.366	rzadko
rarity	0.646	0.548	0.364	rzadkość
rascal	0.169	0.706	0.445	szelma
rash	0.219	0.820	0.491	wysypka
raspberries	0.802	0.278	0.333	maliny
raspberry	0.735	0.336	0.291	malina
rat	0.271	0.567	0.255	szczur
ratchet	0.449	0.520	0.343	zapadkowy
rate	0.521	0.297	0.407	wskaźnik
ratification	0.653	0.577	0.609	ratyfikacja
ratify	0.750	0.462	0.716	ratyfikować
rating	0.663	0.679	0.637	ocena
ratio	0.560	0.461	0.741	stosunek
ration	0.521	0.346	0.390	racjonować
rational	0.775	0.347	0.632	racjonalny
rationale	0.656	0.400	0.815	racjonalne uzasadnienie
rationalism	0.562	0.500	0.676	racjonalizm
rationality	0.633	0.510	0.767	racjonalność
rationalize	0.633	0.400	0.746	zracjonalizować
rationing	0.396	0.404	0.540	racjonowanie
rattan	0.434	0.334	0.377	rotang
rattle	0.490	0.429	0.268	grzechotka
rattled	0.354	0.641	0.330	grzechotał
rattler	0.396	0.730	0.455	grzechotnik
rattlesnake	0.188	0.803	0.613	grzechotnik
ratty	0.354	0.450	0.358	roziskrzony
raucous	0.316	0.740	0.538	ochrypły
ravage	0.214	0.755	0.575	dewastować
rave	0.490	0.637	0.420	zachwycać się
raven	0.479	0.446	0.426	kruk
ravenous	0.406	0.700	0.509	wygłodniały
ravine	0.354	0.673	0.413	wąwóz
raving	0.312	0.764	0.358	bredzenie
ravioli	0.656	0.281	0.308	Ravioli
ravishing	0.745	0.833	0.830	porywający
raw	0.143	0.349	0.342	surowe
rawhide	0.292	0.360	0.327	surowa skóra
rawr	0.457	0.635	0.406	rawr
ray	0.550	0.670	0.538	promień
razor	0.260	0.610	0.481	brzytwa
reach	0.719	0.625	0.690	zasięg
react	0.500	0.716	0.717	reagować
reaction	0.470	0.811	0.706	reakcja
reactionary	0.406	0.573	0.690	reakcyjny
reactive	0.434	0.817	0.721	reaktywny
reactor	0.438	0.794	0.772	reaktor
read	0.740	0.283	0.611	czytać
reader	0.776	0.224	0.602	czytelnik
readership	0.698	0.306	0.422	Czytelnictwo
readily	0.740	0.290	0.547	łatwo
readiness	0.708	0.531	0.700	gotowość
reading	0.781	0.183	0.415	czytanie
readjustment	0.560	0.563	0.510	przeregulowanie
readout	0.590	0.250	0.518	odczytać
ready	0.770	0.388	0.648	gotowy
readytogo	0.667	0.654	0.578	gotowy do wyjścia
reaffirm	0.750	0.559	0.654	potwierdzać
reagent	0.385	0.698	0.642	odczynnik
real	0.719	0.510	0.717	prawdziwy
realism	0.740	0.545	0.670	realizm
realist	0.720	0.572	0.809	realista
realistic	0.700	0.520	0.783	realistyczny
reality	0.786	0.365	0.787	rzeczywistość
realization	0.554	0.510	0.836	realizacja
realize	0.757	0.462	0.647	realizować
realm	0.708	0.509	0.878	królestwo
realtor	0.429	0.471	0.582	pośrednik w obrocie nieruchomościami
realty	0.633	0.471	0.648	nieruchomość
ream	0.490	0.173	0.346	ryza
reap	0.677	0.422	0.623	zbierać
reaper	0.340	0.565	0.464	żniwiarz
reappear	0.688	0.625	0.632	ponownie się pojawić
rear	0.459	0.520	0.284	tył
rearrange	0.656	0.510	0.729	przemieniać
rearrangement	0.542	0.527	0.769	przegrupowanie
reason	0.781	0.455	0.712	powód
reasonable	0.902	0.337	0.726	rozsądny
reasonableness	0.729	0.448	0.665	rozsądek
reasoning	0.729	0.365	0.729	rozumowanie
reasons	0.583	0.460	0.571	powody
reassemble	0.552	0.540	0.589	złożyć ponownie
reassign	0.359	0.490	0.559	zmienić przypisanie
reassignment	0.551	0.480	0.415	zmiana przydziału
reassurance	0.875	0.127	0.593	reasekuracja
reassure	0.837	0.306	0.630	uspokajać
reassured	0.854	0.186	0.519	uspokojony
reassuring	0.847	0.308	0.691	uspokajający
rebate	0.667	0.569	0.510	przylga
rebel	0.235	0.830	0.555	Buntownik
rebellion	0.245	0.843	0.746	bunt
rebellious	0.344	0.880	0.663	buntowniczy
rebels	0.135	0.860	0.609	buntownicy
rebirth	0.781	0.712	0.780	odrodzenie
reboot	0.673	0.577	0.519	restart
reborn	0.802	0.618	0.737	odrodzony
rebound	0.521	0.480	0.506	odbić się
rebuild	0.656	0.557	0.519	odbudować
rebuke	0.115	0.677	0.429	nagana
rebut	0.154	0.519	0.573	powstrzymać
rebuttal	0.312	0.690	0.540	obalenie
recalcitrant	0.357	0.624	0.580	oporny
recall	0.583	0.351	0.525	przypomnienie sobie czegoś
recant	0.333	0.575	0.482	wyrzec się
recap	0.602	0.578	0.667	podsumowanie
recapture	0.333	0.656	0.658	odzyskanie
recast	0.367	0.481	0.500	przerobić
recede	0.231	0.449	0.245	oddalać się
receding	0.224	0.418	0.333	cofnięty
receipt	0.542	0.230	0.415	paragon fiskalny
receipts	0.320	0.333	0.381	wpływy kasowe
receive	0.740	0.462	0.551	odbierać
received	0.646	0.436	0.561	Odebrane
receiver	0.583	0.464	0.586	odbiorca
receiving	0.719	0.562	0.623	otrzymujący
recent	0.592	0.365	0.589	ostatni
receptacle	0.500	0.451	0.426	pojemnik
reception	0.694	0.375	0.567	Przyjęcie
receptionist	0.677	0.430	0.385	recepcjonista
receptive	0.729	0.519	0.639	chłonny
receptor	0.417	0.360	0.510	chwytnik
recess	0.646	0.510	0.367	wgłębienie
recesses	0.367	0.470	0.379	tajniki
recession	0.368	0.398	0.373	recesja
recharge	0.584	0.702	0.664	ładować
recheck	0.440	0.490	0.529	sprawdź ponownie
recherche	0.458	0.490	0.363	wyszukany
recidivism	0.245	0.520	0.558	recydywa
recipe	0.698	0.271	0.415	Przepis
recipient	0.604	0.324	0.679	odbiorca
reciprocal	0.677	0.520	0.660	odwrotność
reciprocate	0.760	0.460	0.618	odwzajemniać
reciprocity	0.740	0.673	0.556	wzajemność
recital	0.838	0.440	0.572	recital
recitation	0.708	0.519	0.462	recytacja
recite	0.688	0.398	0.453	recytować
reckless	0.262	0.788	0.279	nieostrożny
recklessness	0.292	0.763	0.380	lekkomyślność
reckon	0.643	0.420	0.472	liczyć się
reckoning	0.418	0.622	0.532	rachunek
reclaim	0.469	0.724	0.648	odzyskać
reclamation	0.573	0.750	0.548	regeneracja
recline	0.460	0.404	0.418	układać
reclining	0.448	0.312	0.317	leżący
recluse	0.240	0.490	0.446	pustelnik
recognition	0.833	0.587	0.726	uznanie
recognizable	0.625	0.400	0.609	rozpoznawalny
recognize	0.760	0.315	0.600	rozpoznać
recognized	0.875	0.458	0.786	rozpoznany
recoil	0.089	0.429	0.259	odrzut
recollect	0.688	0.491	0.602	pamiętać
recollection	0.722	0.337	0.566	wspomnienie
recombinant	0.561	0.519	0.463	rekombinowany
recombination	0.510	0.492	0.602	rekombinacja
recommend	0.812	0.439	0.672	polecić
recommendation	0.912	0.388	0.664	rekomendacje
recompense	0.844	0.620	0.853	nagroda
recon	0.500	0.447	0.400	zwiad
reconcile	0.760	0.470	0.625	pogodzić
reconciliation	0.896	0.570	0.604	pojednanie
reconfigure	0.429	0.500	0.658	przekonfigurować
reconnaissance	0.729	0.604	0.712	rozpoznawczy
reconnect	0.630	0.548	0.667	na nowo połączyć
reconsider	0.448	0.442	0.582	zrewidować
reconsideration	0.531	0.459	0.611	zrewidowanie
reconstitution	0.587	0.461	0.783	rekonstytucja
reconstruct	0.740	0.618	0.718	zrekonstruować
reconstruction	0.625	0.719	0.667	rekonstrukcja
reconstructive	0.596	0.444	0.722	rekonstrukcyjny
reconvene	0.490	0.529	0.560	zebrać się ponownie
record	0.552	0.421	0.500	nagrywać
recorder	0.551	0.374	0.481	rejestrator
recording	0.573	0.537	0.474	nagranie
recount	0.479	0.402	0.509	opowiadać
recoup	0.719	0.422	0.575	odzyskać
recourse	0.402	0.337	0.598	uciekanie się
recover	0.918	0.510	0.647	wyzdrowieć
recoverable	0.780	0.388	0.709	do odzyskania
recovery	0.781	0.402	0.737	powrót do zdrowia
recreate	0.724	0.545	0.616	odtwarzać
recreation	0.909	0.632	0.660	rekreacja
recreational	0.896	0.686	0.479	rekreacyjny
recruit	0.551	0.654	0.633	rekrut
recruiter	0.662	0.630	0.690	rekruter
recruiting	0.448	0.787	0.693	rekrutacyjny
recruitment	0.479	0.645	0.591	rekrutacja
recruits	0.396	0.653	0.593	rekruci
rectal	0.344	0.618	0.410	odbytniczy
rectangle	0.479	0.225	0.438	prostokąt
rectangular	0.438	0.240	0.307	prostokątny
rectification	0.449	0.560	0.695	sprostowanie
rectify	0.625	0.480	0.634	prostować
rector	0.458	0.406	0.862	rektor
rectory	0.490	0.373	0.704	probostwo
rectum	0.438	0.443	0.491	odbytnica
recumbent	0.429	0.370	0.352	leżący
recuperation	0.688	0.418	0.500	regeneracja
recur	0.479	0.500	0.416	powtarzać się
recurrence	0.490	0.538	0.615	nawrót
recurrent	0.552	0.500	0.561	nawracający
recurring	0.370	0.560	0.445	powtarzający się
recursion	0.312	0.580	0.543	rekurencja
recursive	0.459	0.590	0.561	rekursywny
recursively	0.427	0.519	0.618	rekurencyjnie
recycle	0.521	0.392	0.526	recykling
recycled	0.561	0.316	0.409	z recyklingu
recycling	0.552	0.320	0.509	recykling
red	0.427	0.385	0.377	czerwony
reddish	0.521	0.337	0.328	czerwonawy
redecorate	0.602	0.444	0.490	odmalować
redeem	0.633	0.469	0.491	odkupić
redeemed	0.625	0.378	0.434	wykupione
redemption	0.376	0.408	0.545	odkupienie
redesign	0.622	0.460	0.396	przeprojektowanie
redhead	0.677	0.549	0.518	rudowłosy
redheaded	0.510	0.520	0.428	rudowłosy
redirect	0.469	0.360	0.648	przeadresować
redneck	0.401	0.500	0.348	wieśniak
redness	0.151	0.470	0.417	zaczerwienienie
redo	0.481	0.500	0.535	przerobić
redress	0.677	0.558	0.649	wyrównać
reduce	0.219	0.304	0.336	redukować
reduced	0.229	0.365	0.204	zredukowany
reduction	0.365	0.382	0.240	zmniejszenie
redundancy	0.316	0.262	0.589	nadmierność
redundant	0.210	0.500	0.527	zbędny
redwood	0.592	0.350	0.443	sekwoja
reed	0.490	0.350	0.307	trzcina
reef	0.583	0.490	0.456	rafa
reefer	0.500	0.453	0.421	refujący marynarz
reefs	0.531	0.471	0.455	rafy
reek	0.177	0.480	0.311	smród
reel	0.449	0.332	0.395	rolka
reelection	0.541	0.673	0.681	reelekcja
reeling	0.327	0.542	0.267	zataczać się
reenactment	0.771	0.592	0.768	rekonstrukcja
reentry	0.604	0.449	0.500	powrót
reestablish	0.635	0.490	0.692	przywrócić
ref	0.469	0.380	0.368	ref
refer	0.506	0.358	0.558	wspominać
referee	0.531	0.644	0.778	sędzia
reference	0.633	0.312	0.595	odniesienie
referendum	0.510	0.469	0.643	referendum
referral	0.694	0.314	0.603	skierowanie
refill	0.670	0.400	0.464	wkład
refine	0.653	0.460	0.640	oczyścić
refined	0.850	0.430	0.653	rafinowany
refinement	0.719	0.387	0.709	udoskonalenie
refinery	0.646	0.444	0.565	rafineria
refining	0.694	0.466	0.664	rafinacja
refit	0.500	0.577	0.506	remont
reflect	0.698	0.342	0.472	odzwierciedlić
reflecting	0.590	0.408	0.471	odzwierciedlać
reflection	0.710	0.500	0.528	odbicie
reflective	0.656	0.292	0.735	odblaskowy
reflector	0.479	0.510	0.500	reflektor
reflex	0.583	0.460	0.538	odruch
reflux	0.281	0.559	0.347	odpływ
reform	0.531	0.490	0.797	reforma
reformation	0.809	0.500	0.558	reformacja
reformer	0.562	0.569	0.905	reformator
refraction	0.388	0.471	0.526	refrakcja
refractor	0.510	0.541	0.433	refraktor
refractory	0.520	0.357	0.588	oporny
refrain	0.314	0.373	0.277	refren
refraining	0.418	0.453	0.404	powstrzymujący się
refresh	0.719	0.640	0.689	odświeżać
refreshed	0.910	0.377	0.480	odświeżony
refreshing	0.936	0.520	0.571	orzeźwiający
refreshment	0.667	0.410	0.352	odświeżenie
refrigerate	0.635	0.357	0.457	zamrażać
refrigeration	0.735	0.392	0.500	chłodzenie
refrigerator	0.677	0.260	0.391	lodówka
refuel	0.592	0.445	0.500	tankować
refuge	0.640	0.238	0.481	schronienie
refugee	0.379	0.607	0.327	uchodźca
refund	0.541	0.528	0.430	zwrot
refurbish	0.656	0.633	0.541	odnawiać
refusal	0.052	0.610	0.321	odmowa
refuse	0.180	0.520	0.331	odrzucać
refused	0.163	0.475	0.188	odrzucony
refusing	0.143	0.670	0.203	odmawiać
refutation	0.312	0.726	0.566	obalenie
refute	0.312	0.731	0.583	obalić
regain	0.729	0.520	0.759	wracać
regal	0.643	0.459	0.556	królewski
regalia	0.760	0.441	0.556	regalia
regard	0.802	0.336	0.809	szacunek
regatta	0.740	0.471	0.435	regaty
regency	0.520	0.472	0.630	regencja
regenerate	0.782	0.607	0.767	zregenerować
regeneration	0.760	0.640	0.845	regeneracja
regent	0.680	0.529	0.675	regent
reggae	0.698	0.520	0.500	reggae
regime	0.290	0.668	0.773	reżim
regimen	0.428	0.538	0.840	reżim
regiment	0.469	0.722	0.755	pułk
regimental	0.292	0.637	0.817	pułkowy
region	0.540	0.295	0.712	region
regional	0.620	0.400	0.607	regionalny
regionalism	0.640	0.500	0.773	regionalizm
register	0.490	0.412	0.654	Zarejestruj się
registrar	0.599	0.537	0.574	rejestrator
registration	0.622	0.396	0.574	rejestracja
registry	0.573	0.320	0.583	rejestr
regress	0.255	0.442	0.300	regres
regression	0.312	0.500	0.324	regresja
regressive	0.302	0.434	0.363	regresyjny
regret	0.230	0.623	0.331	żal
regretful	0.167	0.480	0.188	skruszony
regrettable	0.104	0.374	0.245	godny pożałowania
regretted	0.352	0.540	0.368	żałowałem
regretting	0.255	0.567	0.273	żałować
regroup	0.633	0.602	0.797	przegrupować
regular	0.435	0.188	0.558	regularny
regularity	0.663	0.337	0.585	prawidłowość
regulars	0.729	0.327	0.508	stali bywalcy
regulate	0.510	0.275	0.481	regulować
regulated	0.531	0.269	0.483	regulowane
regulation	0.542	0.425	0.667	rozporządzenie
regulator	0.500	0.336	0.668	regulator
regulatory	0.531	0.448	0.528	regulacyjne
regurgitation	0.160	0.647	0.315	regurgitacja
rehab	0.531	0.450	0.593	odwyk
rehabilitate	0.671	0.538	0.642	zrehabilitować
rehabilitation	0.406	0.528	0.606	rehabilitacja
rehash	0.405	0.451	0.403	odgrzewać
rehearsal	0.667	0.470	0.500	powtórka
rehearse	0.588	0.622	0.500	odbywać próby
reign	0.806	0.567	0.873	królować
reigning	0.677	0.632	0.870	panujący
reimburse	0.680	0.418	0.527	zwracać koszty
reimbursement	0.653	0.610	0.567	zwrot kosztów
rein	0.500	0.357	0.438	wodza
reincarnation	0.786	0.747	0.676	reinkarnacja
reindeer	0.592	0.336	0.396	renifer
reinforce	0.604	0.583	0.760	wzmacniać
reinforcement	0.729	0.702	0.902	wzmocnienie
reinforcements	0.646	0.719	0.875	wzmocnienia
reins	0.480	0.448	0.545	lejce
reinstall	0.458	0.500	0.745	zainstaluj ponownie
reinstate	0.760	0.551	0.596	przywracać na stanowisko
reinstatement	0.729	0.521	0.707	przywrócenie
reinvest	0.570	0.627	0.763	zainwestować ponownie
reinvestment	0.582	0.622	0.782	reinwestycja
reiterate	0.422	0.451	0.655	powtarzać
reject	0.060	0.647	0.370	odrzucić
rejected	0.102	0.480	0.250	odrzucony
rejection	0.080	0.704	0.330	odmowa
rejects	0.083	0.637	0.422	odrzuca
rejoice	0.827	0.650	0.698	radować się
rejoicing	0.811	0.637	0.592	radość
rejoin	0.655	0.548	0.556	zareplikować
rejuvenate	0.776	0.588	0.767	odmładzać
rejuvenated	0.809	0.673	0.700	odmłodzony
rekindle	0.656	0.520	0.788	ożywiać
relapse	0.173	0.460	0.303	recydywa
relate	0.653	0.500	0.623	odnosić się
related	0.677	0.365	0.519	związane z
relation	0.857	0.604	0.625	relacja
relationship	0.867	0.566	0.589	relacja
relative	0.500	0.378	0.386	względny
relativity	0.594	0.393	0.615	względność
relax	0.927	0.250	0.375	zrelaksować się
relaxant	0.878	0.087	0.357	relaksujący
relaxation	0.873	0.161	0.381	relaks
relaxed	0.865	0.090	0.382	zrelaksowany
relaxing	0.854	0.157	0.475	odprężający
relay	0.738	0.542	0.543	przekaźnik
release	0.740	0.606	0.741	wydanie
released	0.844	0.490	0.651	wydany
relegation	0.375	0.500	0.434	relegacja
relentless	0.333	0.713	0.904	nieustępliwy
relevance	0.710	0.599	0.791	znaczenie
relevancy	0.724	0.481	0.673	trafność
relevant	0.719	0.608	0.764	istotnych
reliability	0.917	0.380	0.696	niezawodność
reliable	0.912	0.241	0.875	wiarygodny
reliance	0.844	0.431	0.853	poleganie
relic	0.646	0.452	0.591	relikt
relics	0.719	0.580	0.579	zwłoki
relief	0.844	0.278	0.481	ulga
relieve	0.813	0.183	0.536	łagodzić : uśmierzać
relieved	0.896	0.314	0.391	odciążony
relieving	0.740	0.255	0.455	ulżenie
relight	0.560	0.588	0.519	ponownie zapalić
religion	0.646	0.320	0.755	religia
religious	0.740	0.238	0.696	religijny
relinquish	0.265	0.606	0.286	porzucić
relish	0.854	0.610	0.632	smakować
relive	0.750	0.650	0.693	przeżyć ponownie
reload	0.562	0.611	0.571	przeładować
relocate	0.500	0.594	0.640	przenieść się
relocation	0.396	0.500	0.475	relokacja
reluctance	0.240	0.606	0.373	niechęć
reluctant	0.292	0.630	0.432	niechętny
rely	0.812	0.429	0.616	polegać
remain	0.709	0.365	0.731	pozostać
remainder	0.398	0.357	0.324	reszta
remaining	0.449	0.290	0.296	pozostały
remains	0.610	0.240	0.565	pozostaje
remake	0.583	0.488	0.642	przerobić
remand	0.245	0.446	0.318	aresztować
remark	0.561	0.325	0.716	uwaga
remarkable	0.880	0.573	0.720	niezwykły
remarkably	0.688	0.618	0.868	wybitnie
remarry	0.653	0.791	0.540	ożenić się ponownie
rematch	0.469	0.798	0.627	rewanż
remedial	0.369	0.418	0.509	naprawczy
remedy	0.625	0.283	0.491	zaradzić
remember	0.776	0.422	0.454	Zapamiętaj
remembered	0.916	0.333	0.588	zapamiętany
remembering	0.535	0.386	0.509	pamiętanie
remembrance	0.812	0.250	0.519	pamięć
remind	0.721	0.415	0.563	przypominać
reminder	0.552	0.423	0.589	przypomnienie
reminisce	0.903	0.490	0.363	opowiadać wspomnienia
reminiscent	0.500	0.481	0.611	pamiętny
reminiscing	0.688	0.431	0.418	wspominać
remiss	0.190	0.650	0.325	niedbały
remission	0.418	0.330	0.518	umorzenie
remit	0.510	0.509	0.473	przekazać
remittance	0.684	0.479	0.454	przekaz
remnant	0.367	0.312	0.388	pozostałość
remodel	0.604	0.647	0.693	przebudować
remorse	0.103	0.673	0.377	żal
remorseful	0.347	0.429	0.250	skruszony
remote	0.458	0.333	0.477	zdalny
remoteness	0.323	0.510	0.339	odosobnienie
removal	0.245	0.540	0.368	usuwanie
remove	0.292	0.539	0.472	usunąć
remover	0.337	0.443	0.526	zmywacz
remuneration	0.792	0.760	0.607	wynagrodzenie
renaissance	0.771	0.670	0.767	renesans
renal	0.300	0.480	0.415	nerkowy
rencontre	0.510	0.452	0.463	spotkanie
rend	0.429	0.423	0.385	rozdzierać
render	0.541	0.395	0.448	renderowanie
rendering	0.531	0.434	0.667	wykonanie
rendezvous	0.750	0.490	0.658	spotkanie
rendition	0.417	0.360	0.398	wykonanie
renegade	0.140	0.640	0.509	renegat
renegotiate	0.580	0.702	0.708	renegocjować
renew	0.868	0.481	0.713	odnowić
renewal	0.770	0.710	0.672	odnowienie
renounce	0.156	0.490	0.552	zrzec się
renovate	0.878	0.549	0.755	odnawiać
renovated	0.783	0.406	0.657	odnowiony
renovation	0.816	0.590	0.779	renowacja
renown	0.693	0.475	0.693	rozgłos
renowned	0.844	0.481	0.697	słynny
rent	0.344	0.429	0.446	wynajem
rental	0.510	0.370	0.308	wynajem
renter	0.590	0.301	0.371	lokator
renunciation	0.260	0.578	0.336	zrzeczenie się
reopen	0.656	0.528	0.568	otworzyć na nowo
reorganization	0.622	0.587	0.754	reorganizacja
reorganize	0.667	0.590	0.722	zreorganizować
rep	0.520	0.510	0.640	reprezentant
repaint	0.622	0.382	0.308	odmalować
repair	0.583	0.460	0.589	naprawa
repairman	0.582	0.426	0.707	mechanik
reparation	0.531	0.615	0.732	naprawa
repay	0.469	0.632	0.592	odwdzięczyć się
repayment	0.479	0.490	0.474	spłata
repeal	0.260	0.480	0.482	uchylać
repeat	0.490	0.529	0.552	powtarzać
repeated	0.429	0.472	0.314	powtarzający się
repeatedly	0.479	0.575	0.500	wielokrotnie
repeater	0.479	0.426	0.430	przekaźnik
repel	0.224	0.620	0.441	odpychać
repellant	0.292	0.620	0.426	odpychający
repellent	0.286	0.500	0.491	odpychający
repelling	0.184	0.633	0.429	odpychający
repent	0.449	0.422	0.386	żałować
repentance	0.417	0.604	0.324	skrucha
