English Word	Valence	Arousal	Dominance	Spanish Word
stillborn	0.271	0.519	0.337	nacido muerto
stillness	0.729	0.125	0.339	quietud
stillwaiting	0.344	0.393	0.420	todavía esperando
stilts	0.439	0.577	0.300	zancos
stimulant	0.441	0.794	0.745	estimulante
stimulate	0.792	0.798	0.754	estimular
stimulating	0.740	0.804	0.809	estimulante
stimulation	0.708	0.821	0.702	estímulo
stimulus	0.771	0.779	0.750	estímulo
sting	0.163	0.651	0.373	picadura
stinger	0.279	0.625	0.508	aguijón
stinging	0.260	0.730	0.459	escozor
stingy	0.094	0.548	0.283	tacaño
stink	0.042	0.481	0.180	hedor
stinker	0.163	0.567	0.275	canalla
stinking	0.041	0.657	0.264	maloliente
stinky	0.092	0.558	0.176	apestoso
stint	0.490	0.326	0.342	escatimar
stipend	0.604	0.546	0.614	estipendio
stipulate	0.570	0.546	0.623	estipular
stipulation	0.469	0.622	0.654	estipulación
stir	0.448	0.773	0.453	remover
stirring	0.582	0.702	0.558	emocionante
stitch	0.306	0.538	0.357	puntada
stitching	0.510	0.382	0.345	puntadas
stock	0.594	0.418	0.407	Valores
stockade	0.375	0.402	0.500	estacada
stockbroker	0.417	0.676	0.802	corredor de valores
stockholder	0.573	0.625	0.716	accionista
stocking	0.594	0.324	0.688	media
stockings	0.458	0.365	0.382	medias
stockpile	0.542	0.315	0.425	reservas
stockroom	0.562	0.312	0.406	almacén
stocks	0.573	0.598	0.586	cepo
stoic	0.427	0.473	0.602	estoico
stole	0.135	0.760	0.384	robó
stolen	0.156	0.646	0.308	robado
stomach	0.367	0.402	0.438	estómago
stomachache	0.030	0.745	0.316	Dolor de estómago
stomp	0.365	0.565	0.438	pisar muy fuerte
stomped	0.229	0.684	0.406	pisoteado
stone	0.216	0.183	0.561	piedra
stoned	0.177	0.796	0.375	drogado
stonewall	0.337	0.457	0.655	Pared de piedra
stoneware	0.458	0.300	0.443	gres
stony	0.356	0.494	0.525	pedregoso
stooge	0.438	0.406	0.163	secuaz
stool	0.448	0.269	0.302	heces
stools	0.459	0.382	0.327	taburetes
stoop	0.490	0.430	0.284	agacharse
stoopid	0.280	0.431	0.382	estúpido
stop	0.280	0.510	0.490	deténgase
stopover	0.531	0.327	0.575	escala
stoppage	0.224	0.491	0.445	paro
stopper	0.365	0.336	0.390	tapón
stopping	0.388	0.382	0.473	parada
stopwatch	0.469	0.521	0.482	cronógrafo
storage	0.698	0.406	0.564	almacenamiento
store	0.646	0.538	0.407	Tienda
storefront	0.580	0.217	0.457	escaparate
storehouse	0.570	0.250	0.491	almacén
storeroom	0.560	0.217	0.588	Trastero
storing	0.630	0.378	0.548	almacenar
storm	0.188	0.940	0.543	tormenta
storming	0.265	0.910	0.669	asalto
stormy	0.146	0.870	0.562	Tormentoso
story	0.653	0.406	0.704	historia
storybook	0.854	0.306	0.383	libro de cuentos
storyteller	0.730	0.357	0.462	cuentista
storytelling	0.643	0.375	0.472	narración
stound	0.490	0.473	0.446	piedra
stout	0.656	0.657	0.817	cerveza negra
stove	0.466	0.391	0.405	estufa
stow	0.615	0.365	0.523	estibar
stowaway	0.224	0.481	0.357	polizón
straddle	0.306	0.550	0.444	montar a horcajadas
straighten	0.677	0.500	0.685	enderezar
straightforward	0.780	0.150	0.380	directo
straightway	0.667	0.444	0.565	directamente
strain	0.190	0.750	0.380	presion
strained	0.122	0.656	0.580	tenso
strait	0.438	0.433	0.412	estrecho
straitjacket	0.224	0.719	0.579	camisa de fuerza
straits	0.408	0.269	0.410	estrecheces
strand	0.396	0.406	0.538	hebra
stranded	0.292	0.459	0.219	varado
strange	0.314	0.663	0.395	extraño
stranger	0.330	0.449	0.302	extraño
strangle	0.094	0.927	0.527	estrangular
strangulation	0.040	0.886	0.542	estrangulación
strap	0.380	0.417	0.382	Correa
strapless	0.314	0.462	0.273	sin tirantes
strapping	0.552	0.413	0.454	fornido
strata	0.500	0.457	0.411	Estratos
strategic	0.786	0.708	0.861	estratégico
strategist	0.571	0.594	0.810	estratega
strategy	0.704	0.667	0.858	estrategia
stratification	0.531	0.490	0.651	estratificación
stratosphere	0.604	0.583	0.636	estratosfera
stratum	0.365	0.307	0.510	estrato
stratus	0.448	0.520	0.509	estrato
straw	0.480	0.290	0.163	Paja
strawberry	0.833	0.270	0.336	fresa
stray	0.133	0.760	0.281	extraviado
streak	0.440	0.608	0.511	trazo
streaked	0.458	0.426	0.393	rayado
stream	0.449	0.537	0.559	corriente
streamer	0.615	0.530	0.429	serpentina
streaming	0.592	0.481	0.582	transmisión
streamline	0.656	0.573	0.618	línea de corriente
street	0.594	0.324	0.398	calle
streetcar	0.390	0.569	0.566	tranvía
streetlight	0.673	0.268	0.390	luz de la calle
strength	0.802	0.682	0.858	fuerza
strengthen	0.802	0.796	0.971	fortalecer
strengthening	0.913	0.627	0.945	fortalecimiento
strenuous	0.104	0.660	0.481	agotador
strep	0.365	0.594	0.353	estreptococo
stress	0.173	0.843	0.317	estrés
stressed	0.167	0.740	0.502	estresado
stresses	0.115	0.817	0.396	destaca
stressfree	0.833	0.080	0.528	libre de estrés
stressful	0.153	0.873	0.389	Estresante
stressin	0.146	0.810	0.367	estresando
stressing	0.163	0.866	0.462	estresante
stressrelief	0.627	0.417	0.475	el alivio del estrés
stretch	0.604	0.578	0.500	tramo
stretcher	0.438	0.196	0.295	camilla
stricken	0.163	0.720	0.368	afligido
strict	0.500	0.646	0.878	estricto
stride	0.490	0.670	0.434	paso
strife	0.344	0.898	0.630	lucha
strike	0.271	0.811	0.571	Huelga
strikeout	0.316	0.520	0.371	tachar
striker	0.500	0.589	0.696	huelguista
striking	0.357	0.827	0.657	sorprendentes
strikingly	0.690	0.684	0.811	sorprendentemente
string	0.385	0.398	0.445	cuerda
strings	0.457	0.292	0.355	instrumentos de cuerda
stringy	0.430	0.510	0.527	fibroso
strip	0.427	0.500	0.436	banda
stripe	0.629	0.302	0.361	raya
striped	0.344	0.373	0.385	a rayas
stripped	0.255	0.615	0.278	despojado
stripper	0.625	0.848	0.453	estriptista
striptease	0.607	0.918	0.608	estriptís
strive	0.582	0.837	0.769	luchar
strobe	0.490	0.633	0.537	luz estroboscópica
stroke	0.562	0.440	0.570	carrera
stroll	0.745	0.415	0.444	paseo
stroller	0.786	0.398	0.314	paseante
strolling	0.755	0.515	0.340	vagante
strong	0.912	0.745	0.895	fuerte
stronghold	0.708	0.636	0.954	fortaleza
strongly	0.630	0.817	0.885	fuertemente
structural	0.582	0.425	0.690	estructural
structure	0.562	0.356	0.712	estructura
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	dificil
strut	0.580	0.480	0.464	puntal
stub	0.396	0.320	0.367	talón
stubbed	0.323	0.642	0.241	atropellado
stubble	0.333	0.442	0.264	rastrojo
stubborn	0.157	0.702	0.575	testarudo
stubbornness	0.156	0.673	0.508	testarudez
stubby	0.417	0.370	0.393	achaparrado
stucco	0.439	0.292	0.279	estuco
stuck	0.153	0.644	0.285	atascado
stuckup	0.281	0.480	0.363	pegado para arriba
stud	0.564	0.531	0.509	semental
studded	0.396	0.412	0.425	tachonado
student	0.634	0.318	0.537	alumno
studied	0.786	0.306	0.806	estudió
studio	0.677	0.265	0.620	estudio
study	0.653	0.361	0.768	estudiar
stuff	0.622	0.367	0.263	cosas
stuffed animal	0.684	0.255	0.306	Peluche
stuffing	0.417	0.324	0.304	Relleno
stuffy	0.323	0.615	0.406	cargado
stumble	0.153	0.716	0.259	tropezón
stump	0.449	0.510	0.340	tocón
stumped	0.344	0.604	0.392	perplejo
stun	0.333	0.710	0.451	aturdir
stunned	0.306	0.663	0.356	aturdido
stunner	0.418	0.780	0.492	persona maravillosa
stunning	0.888	0.673	0.858	impresionante
stunt	0.387	0.555	0.526	truco
stunted	0.194	0.472	0.275	enano
stuntman	0.490	0.482	0.500	especialista
stupefaction	0.294	0.704	0.480	estupefacción
stupefy	0.200	0.740	0.412	dejar estupefacto
stupendous	0.823	0.690	0.798	estupendo
stupid	0.133	0.510	0.200	tonto
stupidity	0.060	0.418	0.151	estupidez
stupidpeople	0.073	0.675	0.196	gente estupida
stupidrain	0.260	0.520	0.317	lluvia estúpida
stupor	0.323	0.590	0.330	estupor
sturdy	0.580	0.642	0.824	robusto
sturgeon	0.417	0.473	0.465	esturión
stutter	0.250	0.469	0.258	tartamudear
sty	0.296	0.500	0.225	orzuelo
style	0.745	0.472	0.586	estilo
styling	0.823	0.378	0.652	estilismo
stylish	0.885	0.490	0.689	elegante
stylist	0.760	0.445	0.500	estilista
suave	0.724	0.265	0.269	afable
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatómico
subcommittee	0.396	0.467	0.600	subcomisión
subconscious	0.531	0.375	0.415	subconsciente
subcutaneous	0.396	0.444	0.376	subcutáneo
subdivide	0.538	0.433	0.348	subdividir
subdivision	0.592	0.455	0.430	subdivisión
subduction	0.350	0.569	0.445	subducción
subdue	0.275	0.640	0.784	dominar
subdued	0.236	0.463	0.223	sometido
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	súbito
subject	0.602	0.344	0.558	tema
subjected	0.286	0.520	0.221	sometido
subjection	0.354	0.408	0.539	sujeción
subjective	0.510	0.350	0.432	subjetivo
subjugation	0.280	0.610	0.377	subyugación
sublet	0.469	0.551	0.545	subarrendar
sublevel	0.365	0.298	0.333	subnivel
sublimation	0.510	0.390	0.538	sublimación
sublime	0.784	0.333	0.585	sublime
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	submarino
submerge	0.517	0.643	0.456	sumergir
submerged	0.337	0.528	0.357	sumergido
submersible	0.406	0.459	0.540	sumergible
submission	0.531	0.580	0.633	envío
submissive	0.480	0.217	0.173	sumiso
submit	0.635	0.448	0.500	enviar
submitting	0.667	0.610	0.611	sumisión
subordinate	0.276	0.392	0.121	subordinar
subordination	0.270	0.527	0.343	subordinación
subplot	0.469	0.413	0.446	subtrama
subpoena	0.281	0.634	0.555	citación
subscribe	0.660	0.344	0.591	suscribir
subscriber	0.562	0.398	0.570	abonado
subscription	0.583	0.333	0.651	suscripción
subsequence	0.438	0.510	0.413	subsecuencia
subsequent	0.449	0.385	0.400	subsecuente
subsequently	0.380	0.337	0.336	después
subservient	0.255	0.402	0.339	subordinado
subset	0.429	0.358	0.404	subconjunto
subside	0.375	0.308	0.209	disminuir
subsidence	0.320	0.509	0.452	hundimiento
subsidiary	0.541	0.295	0.500	subsidiario
subsidize	0.604	0.615	0.589	subvencionar
subsidy	0.573	0.462	0.517	subvención
subsist	0.573	0.418	0.472	subsistir
subsistence	0.510	0.404	0.491	subsistencia
subsoil	0.429	0.240	0.382	subsuelo
subspace	0.470	0.453	0.475	subespacio
substance	0.615	0.422	0.528	sustancia
substandard	0.235	0.333	0.150	deficiente
substantial	0.590	0.490	0.690	sustancial
substantially	0.646	0.471	0.684	sustancialmente
substantiate	0.531	0.549	0.636	justificar
substantive	0.500	0.350	0.455	sustantivo
substation	0.469	0.461	0.491	subestación
substitute	0.427	0.406	0.398	sustituto
substituted	0.271	0.545	0.394	sustituido
substitution	0.406	0.480	0.353	sustitución
substructure	0.441	0.358	0.587	infraestructura
subterranean	0.469	0.306	0.432	subterráneo
subtext	0.635	0.276	0.412	trasfondo
subtitle	0.445	0.202	0.347	subtitular
subtle	0.708	0.167	0.228	sutil
subtlety	0.615	0.176	0.363	sutileza
subtract	0.208	0.330	0.283	sustraer
subtraction	0.163	0.382	0.349	sustracción
subtype	0.427	0.296	0.420	subtipo
suburb	0.354	0.566	0.441	suburbio
suburban	0.439	0.450	0.453	suburbano
suburbia	0.438	0.490	0.421	suburbios
suburbs	0.510	0.571	0.286	afueras
subversion	0.347	0.608	0.415	subversión
subversive	0.198	0.765	0.500	subversivo
subvert	0.357	0.557	0.536	subvertir
subway	0.418	0.300	0.464	subterraneo
succeed	0.926	0.755	0.926	triunfar
succeeding	0.867	0.755	0.849	subsiguiente
success	0.959	0.880	0.981	éxito
successful	0.949	0.724	0.938	exitoso
succession	0.698	0.481	0.587	sucesión
successive	0.635	0.471	0.518	sucesivo
successor	0.729	0.531	0.648	sucesor
succinct	0.510	0.413	0.566	sucinto
succubus	0.417	0.647	0.509	súcubo
succulent	0.823	0.538	0.556	suculento
succumb	0.202	0.787	0.292	sucumbir
suck	0.344	0.706	0.377	chupar
sucker	0.265	0.393	0.204	ventosa
sucking	0.227	0.528	0.377	succión
suckling	0.596	0.558	0.518	mamón
sucks	0.115	0.683	0.302	apesta
suction	0.460	0.593	0.526	succión
sudden	0.449	0.660	0.435	repentino
suddenly	0.670	0.510	0.456	de repente
suds	0.458	0.365	0.255	jabonaduras
sue	0.219	0.731	0.679	demandar
suede	0.542	0.259	0.259	ante
suffer	0.082	0.910	0.259	sufrir
sufferer	0.156	0.690	0.278	víctima
suffering	0.020	0.719	0.235	sufrimiento
suffice	0.643	0.326	0.504	satisfacer
sufficiency	0.594	0.438	0.576	suficiencia
sufficient	0.833	0.330	0.588	suficiente
sufficiently	0.776	0.367	0.714	suficientemente
suffix	0.430	0.420	0.364	sufijo
suffocate	0.219	0.764	0.440	sofocar
suffocating	0.133	0.774	0.429	sofocante
suffocation	0.020	0.830	0.462	asfixia
sugar	0.896	0.382	0.402	azúcar
suggest	0.573	0.471	0.517	sugerir
suggestion	0.646	0.365	0.558	sugerencia
suggestive	0.552	0.500	0.555	sugestivo
suicidal	0.021	0.867	0.382	suicida
suicide	0.030	0.873	0.429	suicidio
suicidebombing	0.031	0.957	0.627	atentado suicida
suit	0.776	0.282	0.482	traje
suitable	0.792	0.298	0.722	apropiado
suitcase	0.562	0.212	0.318	maleta
suite	0.790	0.420	0.400	suite
suitor	0.708	0.639	0.546	pretendiente
sulfate	0.427	0.352	0.429	sulfato
sulfur	0.173	0.530	0.364	azufre
sulk	0.250	0.580	0.406	estar mohíno
sullen	0.250	0.407	0.263	hosco
sully	0.378	0.550	0.370	manchar
sulphur	0.260	0.450	0.233	azufre
sultan	0.529	0.423	0.821	sultán
sultry	0.735	0.696	0.627	bochornoso
sum	0.792	0.340	0.420	suma
summarily	0.469	0.431	0.543	sumariamente
summarize	0.590	0.323	0.471	resumir
summary	0.729	0.260	0.427	resumen
summation	0.766	0.337	0.594	suma
summer	0.812	0.373	0.550	el verano
summerhouse	0.796	0.308	0.443	Casa de verano
summertime	0.837	0.500	0.455	Hora de verano
summit	0.625	0.618	0.764	cumbre
summon	0.521	0.560	0.664	convocar
summons	0.552	0.604	0.598	citación
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sumidero
sumptuous	0.698	0.550	0.555	suntuoso
sun	0.877	0.400	0.681	sol
sunbeam	0.729	0.440	0.505	rayo de sol
sunburn	0.061	0.755	0.447	bronceado
sundae	0.743	0.414	0.404	helado con frutas y nueces
sunday	0.776	0.196	0.394	domingo
sundial	0.643	0.225	0.406	reloj de sol
sundown	0.812	0.276	0.445	puesta del sol
sundry	0.543	0.369	0.407	diversos
sunflower	0.878	0.231	0.270	girasol
sunglass	0.684	0.264	0.324	gafas de sol
sunglasses	0.844	0.443	0.364	Gafas de sol
sunk	0.146	0.531	0.185	hundido
sunken	0.103	0.476	0.173	hundido
sunless	0.245	0.280	0.273	sin sol
sunlight	0.906	0.407	0.639	luz de sol
sunny	0.740	0.348	0.481	soleado
sunrise	0.823	0.347	0.640	amanecer
sunroof	0.681	0.325	0.425	techo corredizo
sunscreen	0.656	0.387	0.462	protector solar
sunset	0.875	0.231	0.298	puesta de sol
sunshine	0.885	0.297	0.769	Brillo Solar
suntan	0.620	0.510	0.366	bronceado
sunup	0.760	0.304	0.620	salida del sol
sup	0.551	0.358	0.385	sorber
super	0.844	0.663	0.780	súper
superannuation	0.448	0.412	0.562	jubilación
superb	0.980	0.708	0.852	magnífico
superficial	0.357	0.407	0.309	superficial
superfluous	0.316	0.469	0.393	superfluo
superhero	0.910	0.820	0.893	superhéroe
superhuman	0.810	0.745	0.895	sobrehumano
superimposed	0.490	0.529	0.683	superpuesto
superintendent	0.592	0.570	0.942	superintendente
superior	0.801	0.697	0.940	superior
superiority	0.582	0.602	0.959	superioridad
superlative	0.714	0.566	0.737	superlativo
superman	0.945	0.794	0.929	superhombre
supermarket	0.690	0.547	0.571	supermercado
supermodel	0.880	0.663	0.698	supermodelo
supernatant	0.500	0.500	0.565	flotante
supernatural	0.622	0.824	0.733	sobrenatural
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superposición
superpower	0.806	0.784	0.972	superpotencia
supersede	0.479	0.510	0.518	reemplazar
superstar	0.885	0.860	0.880	superestrella
superstition	0.177	0.640	0.418	superstición
superstitious	0.281	0.545	0.514	supersticioso
superstore	0.719	0.600	0.640	hipermercado
supervise	0.698	0.555	0.889	supervisar
supervision	0.459	0.578	0.825	supervisión
supervisor	0.615	0.479	0.933	supervisor
supper	0.708	0.429	0.552	cena
suppertime	0.792	0.388	0.461	hora de cenar
supplant	0.344	0.558	0.463	suplantar
supple	0.812	0.528	0.436	flexible
supplement	0.745	0.406	0.491	suplemento
supplemental	0.604	0.404	0.555	hecho suplementario
supplementary	0.625	0.352	0.541	suplementario
supplication	0.469	0.570	0.309	súplica
supplier	0.615	0.462	0.736	proveedor
supplies	0.698	0.390	0.595	suministros
supply	0.708	0.519	0.603	suministro
support	0.811	0.472	0.737	apoyo
supported	0.853	0.408	0.613	soportado
supporter	0.721	0.510	0.698	seguidor
supporters	0.763	0.539	0.558	partidarios
supporting	0.634	0.490	0.764	secundario
supportive	0.875	0.420	0.635	apoyo
suppose	0.551	0.343	0.348	suponer
supposed	0.296	0.378	0.379	supuesto
supposing	0.449	0.451	0.357	suponiendo que
supposition	0.531	0.408	0.526	suposición
suppress	0.281	0.559	0.509	reprimir
suppression	0.267	0.541	0.537	supresión
supremacy	0.794	0.706	0.943	supremacía
supreme	0.812	0.700	0.974	supremo
supremely	0.833	0.725	0.897	supremamente
surcharge	0.375	0.528	0.500	recargo
sure	0.724	0.270	0.793	Por supuesto
surety	0.776	0.365	0.750	garantía
surf	0.847	0.650	0.500	navegar
surface	0.448	0.375	0.604	superficie
surfboard	0.729	0.730	0.387	tabla de surf
surfer	0.704	0.701	0.554	tablista
surge	0.449	0.684	0.500	sobretensión
surgeon	0.500	0.598	0.793	cirujano
surgery	0.286	0.769	0.600	cirugía
surgical	0.327	0.696	0.723	quirúrgico
surly	0.221	0.469	0.493	hosco
surmise	0.529	0.400	0.347	conjetura
surname	0.670	0.250	0.493	apellido
surpassing	0.719	0.660	0.720	incomparable
surplus	0.602	0.680	0.630	superávit
surprise	0.875	0.875	0.562	sorpresa
surprised	0.784	0.855	0.539	sorprendido
surprises	0.875	0.769	0.632	sorpresas
surprising	0.888	0.790	0.692	sorprendente
surprisingly	0.847	0.793	0.819	asombrosamente
surreal	0.550	0.529	0.670	surrealista
surrender	0.115	0.396	0.186	Rendición
surrendering	0.198	0.411	0.245	rendirse
surrogate	0.406	0.590	0.472	sustituto
surround	0.542	0.623	0.627	rodear
surrounding	0.531	0.422	0.669	rodeando
surroundings	0.600	0.346	0.492	alrededores
surveillance	0.365	0.720	0.718	vigilancia
survey	0.580	0.357	0.379	encuesta
surveying	0.488	0.455	0.682	agrimensura
surveyor	0.545	0.337	0.648	topógrafo
survival	0.541	0.798	0.879	supervivencia
survive	0.770	0.824	0.726	sobrevivir
surviving	0.646	0.836	0.721	sobreviviente
survivor	0.677	0.750	0.815	sobreviviente
susceptibility	0.458	0.627	0.364	susceptibilidad
susceptible	0.438	0.449	0.304	susceptible
sushi	0.698	0.343	0.394	Sushi
suspect	0.133	0.750	0.509	sospechar
suspected	0.173	0.755	0.452	sospechoso
suspend	0.240	0.320	0.368	suspender
suspended	0.224	0.402	0.368	suspendido
suspenders	0.391	0.333	0.500	tirantes
suspense	0.286	0.775	0.402	suspenso
suspension	0.288	0.530	0.426	suspensión
suspicion	0.204	0.711	0.377	sospecha
suspicions	0.208	0.745	0.500	sospechas
suspicious	0.153	0.745	0.431	sospechoso
sustain	0.635	0.358	0.593	sostener
sustained	0.649	0.340	0.580	sostenido
sustenance	0.820	0.519	0.679	sustento
suture	0.240	0.510	0.510	sutura
suv	0.552	0.431	0.446	todoterreno
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	torunda
swag	0.656	0.676	0.654	estilo
swagger	0.333	0.731	0.538	pavonearse
swallow	0.466	0.608	0.436	tragar
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	pantano
swamped	0.156	0.480	0.270	inundado
swampy	0.306	0.390	0.412	pantanoso
swan	0.781	0.225	0.357	cisne
swank	0.490	0.500	0.442	presumir
swap	0.552	0.500	0.509	intercambio
swarm	0.302	0.735	0.458	enjambre
swarming	0.375	0.600	0.435	enjambre
swastika	0.316	0.472	0.491	esvástica
swat	0.380	0.694	0.571	aplastar
sway	0.690	0.596	0.721	influencia
swear	0.601	0.577	0.658	jurar
swearing	0.333	0.559	0.586	jurando
sweat	0.388	0.579	0.297	sudor
sweater	0.704	0.245	0.295	suéter
sweating	0.292	0.667	0.265	transpiración
sweatshirt	0.510	0.368	0.353	camisa de entrenamiento
sweatshop	0.385	0.797	0.602	fábrica con explotación exagerada
sweaty	0.281	0.540	0.304	sudoroso
sweep	0.448	0.385	0.383	barrer
sweeper	0.470	0.549	0.414	barrendero
sweeping	0.344	0.431	0.355	barriendo
sweet	0.668	0.418	0.382	dulce
sweeten	0.908	0.455	0.423	endulzar
sweetened	0.940	0.461	0.398	endulzado
sweetener	0.670	0.333	0.330	edulcorante
sweetest	0.959	0.500	0.370	más dulce
sweetheart	0.959	0.423	0.509	cariño
sweetie	0.990	0.549	0.560	cariño
sweetness	0.906	0.474	0.528	dulzura
sweets	0.910	0.422	0.321	dulces
swell	0.360	0.679	0.348	hinchar
swelling	0.323	0.608	0.250	hinchazón
sweltering	0.204	0.644	0.362	sofocante
swerve	0.276	0.612	0.357	viraje
swift	0.760	0.776	0.698	rápido
swiftly	0.660	0.885	0.618	rápidamente
swig	0.604	0.481	0.406	trago
swill	0.427	0.528	0.322	bazofia
swim	0.688	0.461	0.529	nadar
swimmer	0.657	0.698	0.610	nadador
swimming	0.760	0.559	0.524	natación
swimsuit	0.740	0.373	0.269	traje de baño
swindle	0.122	0.740	0.439	estafa
swindler	0.125	0.721	0.575	estafador
swine	0.340	0.519	0.277	cerdo
swing	0.602	0.510	0.481	ritmo
swinger	0.459	0.778	0.482	mundano
swinging	0.656	0.510	0.312	balanceo
swipe	0.573	0.450	0.266	golpe fuerte
swirl	0.490	0.726	0.639	remolino
swish	0.562	0.510	0.474	silbido
switch	0.500	0.538	0.509	cambiar
switchblade	0.357	0.596	0.528	navaja de muelle
switchboard	0.571	0.519	0.558	tablero de conmutadores
swivel	0.562	0.480	0.500	girar
swollen	0.236	0.510	0.277	hinchado
swoon	0.292	0.510	0.160	desmayo
swoop	0.479	0.618	0.446	redada
sword	0.438	0.653	0.713	espada
swordfish	0.564	0.520	0.442	pez espada
swordplay	0.616	0.750	0.528	esgrima
swordsman	0.395	0.857	0.696	espadachín
sycamore	0.500	0.401	0.527	sicomoro
syllable	0.448	0.250	0.417	sílaba
syllabus	0.736	0.370	0.643	silaba
symbiotic	0.832	0.425	0.406	simbiótico
symbol	0.643	0.388	0.527	símbolo
symbolic	0.670	0.385	0.574	simbólico
symbolically	0.582	0.385	0.648	simbólicamente
symbolism	0.688	0.347	0.640	simbolismo
symbolize	0.633	0.327	0.673	simbolizar
symmetric	0.745	0.212	0.588	simétrico
symmetrical	0.542	0.263	0.569	simétrico
symmetry	0.604	0.274	0.500	simetría
sympathetic	0.796	0.434	0.609	simpático
sympathize	0.770	0.627	0.644	compadecerse
sympathy	0.827	0.497	0.634	compasión
symphonic	0.775	0.545	0.566	sinfónico
symphony	0.765	0.490	0.600	sinfonía
symposium	0.573	0.394	0.644	simposio
symptom	0.380	0.529	0.434	síntoma
symptomatic	0.367	0.434	0.491	sintomático
synagogue	0.531	0.300	0.544	sinagoga
synapse	0.660	0.471	0.491	sinapsis
synaptic	0.573	0.553	0.622	sináptico
sync	0.802	0.440	0.670	sincronizar
synchronize	0.781	0.361	0.654	sincronizar
synchronous	0.600	0.538	0.545	sincrónico
syncope	0.245	0.538	0.398	síncope
syndicate	0.439	0.491	0.673	sindicato
syndrome	0.229	0.510	0.246	síndrome
synergistic	0.571	0.550	0.547	sinérgico
synergy	0.667	0.510	0.720	sinergia
synod	0.469	0.377	0.574	sínodo
synonym	0.615	0.210	0.433	sinónimo
synonymous	0.480	0.323	0.400	sinónimo
synopsis	0.541	0.390	0.482	sinopsis
synoptic	0.561	0.510	0.596	sinóptico
syntax	0.531	0.346	0.559	sintaxis
synthesis	0.604	0.315	0.377	síntesis
synthesizer	0.500	0.410	0.592	sintetizador
synthetic	0.396	0.350	0.519	sintético
syphilis	0.071	0.606	0.245	sífilis
syringe	0.250	0.680	0.330	jeringuilla
syrup	0.620	0.223	0.318	jarabe
system	0.615	0.346	0.764	sistema
systematic	0.617	0.444	0.594	sistemático
systematically	0.690	0.390	0.651	sistemáticamente
t-shirt	0.815	0.286	0.284	camiseta de manga corta
tab	0.594	0.208	0.308	pestaña
tabasco	0.375	0.546	0.404	Tabasco
tabby	0.510	0.426	0.387	atigrado
tabernacle	0.408	0.480	0.605	tabernáculo
table	0.551	0.170	0.284	mesa
tableau	0.531	0.302	0.321	cuadro
tablecloth	0.480	0.165	0.215	Manteles
tablespoon	0.490	0.353	0.245	cucharada
tablet	0.562	0.330	0.438	tableta
tableware	0.677	0.250	0.276	vajilla
tabloid	0.438	0.365	0.444	tabloide
taboo	0.198	0.794	0.482	tabú
tabular	0.438	0.330	0.462	tabular
tabulate	0.480	0.403	0.598	tabular
tabulation	0.396	0.346	0.526	tabulación
tachometer	0.398	0.394	0.518	tacómetro
tacit	0.459	0.340	0.473	tácito
tack	0.365	0.431	0.431	virar
tackle	0.365	0.686	0.569	abordar
tackled	0.438	0.612	0.569	abordado
tackling	0.480	0.694	0.613	abordar
tacky	0.245	0.490	0.373	pegajoso
taco	0.561	0.353	0.277	tacos
tact	0.550	0.417	0.417	tacto
tactful	0.704	0.292	0.537	diplomático
tactic	0.531	0.434	0.798	táctica
tactical	0.594	0.481	0.684	táctico
tactics	0.583	0.676	0.774	táctica
tactile	0.573	0.410	0.491	táctil
tad	0.459	0.240	0.250	un poco
tadpole	0.350	0.434	0.218	renacuajo
taffeta	0.604	0.279	0.405	tafetán
taffy	0.448	0.431	0.204	caramelo
tag	0.612	0.353	0.375	etiqueta
tail	0.480	0.272	0.293	cola
tailed	0.438	0.358	0.351	cola
tailgate	0.323	0.340	0.398	portón
tailings	0.439	0.311	0.446	relaves
taillight	0.479	0.367	0.283	luz de la cola
tailor	0.573	0.206	0.450	Sastre
tailoring	0.673	0.540	0.566	sastrería
tailpipe	0.460	0.429	0.409	tubo de escape
taint	0.141	0.425	0.226	mancha
take	0.828	0.537	0.348	tomar
takeoff	0.755	0.884	0.626	quitarse
takeout	0.736	0.392	0.368	sacar
takeover	0.663	0.531	0.861	tomar el control
taker	0.375	0.521	0.618	tomador
talcum	0.500	0.196	0.291	talco
tale	0.663	0.300	0.336	cuento
talent	0.959	0.607	0.811	talento
talented	0.939	0.635	0.938	talentoso
talisman	0.704	0.542	0.642	talismán
talk	0.833	0.346	0.594	hablar
talkative	0.562	0.673	0.535	hablador
talker	0.500	0.604	0.552	hablador
tall	0.725	0.591	0.538	alto
tallies	0.551	0.290	0.402	cuentas
tallow	0.344	0.283	0.290	sebo
tally	0.542	0.420	0.518	cuenta
talon	0.344	0.569	0.475	garra
talons	0.320	0.698	0.525	garras
tambourine	0.622	0.548	0.348	pandereta
tame	0.560	0.604	0.642	domar
