English Word	Valence	Arousal	Dominance	Lao Word
times	0.490	0.279	0.439	ເທື່ອ
timetable	0.561	0.189	0.491	ຕາຕະລາງເວລາ
timewasters	0.391	0.535	0.291	timewasters
timid	0.327	0.276	0.132	ຂີ້ຄ້ານ
timidity	0.333	0.358	0.153	ຄວາມອິດເມື່ອຍ
timing	0.521	0.311	0.577	ກຳນົດເວລາ
tin	0.469	0.370	0.217	ກົ່ວ
tincture	0.440	0.360	0.402	tincture
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	ກະພິບ
tinge	0.469	0.292	0.264	tinge
tingle	0.460	0.560	0.264	ປວດເມື່ອຍ
tingling	0.427	0.615	0.340	ປວດເມື່ອຍ
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	tinkering
tinkle	0.562	0.529	0.356	ກົ້ມຫົວ
tinkling	0.612	0.530	0.324	ກົ່ວ
tinnitus	0.384	0.536	0.411	ຫູໜວກ
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	ທາສີ
tiny	0.479	0.196	0.125	ນ້ອຍໆ
tip	0.708	0.221	0.518	ປາຍ
tipper	0.427	0.571	0.431	ເທບເປີ
tipster	0.490	0.462	0.490	ເຄັດລັບ
tipsy	0.510	0.625	0.570	ເຄັດລັບ
tiptoe	0.510	0.490	0.407	ປາຍຕີນ
tirade	0.378	0.587	0.532	ເມື່ອຍ
tire	0.438	0.385	0.381	ຢາງ
tired	0.125	0.317	0.191	ເມື່ອຍ
tiredness	0.387	0.408	0.242	ຄວາມອິດເມື່ອຍ
tiredofit	0.300	0.270	0.204	ເມື່ອຍ
tireless	0.657	0.750	0.645	ເມື່ອຍ
tiresome	0.240	0.542	0.153	ເມື່ອຍ
tiring	0.153	0.510	0.176	ເມື່ອຍ
tissue	0.558	0.236	0.345	ເນື້ອເຍື່ອ
tistheseason	0.646	0.548	0.435	ເທດສະການ
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	Titan
titanic	0.427	0.786	0.795	Titanic
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	ສ່ວນສິບ
title	0.708	0.356	0.574	ຫົວຂໍ້
titled	0.677	0.240	0.658	ຫົວຂໍ້
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	ຫົວຂໍ້
toad	0.302	0.452	0.196	ຄັນຄາກ
toast	0.740	0.382	0.356	ເຂົ້າຈີ່
toaster	0.542	0.337	0.387	ເຕົາອົບ
toasty	0.698	0.461	0.396	ເຂົ້າໜົມ
tobacco	0.327	0.546	0.387	ຢາສູບ
toby	0.427	0.375	0.330	ໂທບີ
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	ມື້​ນີ້
toddler	0.812	0.469	0.368	ເດັກນ້ອຍ
toe	0.406	0.221	0.293	ຕີນ
toenail	0.530	0.380	0.306	ເລັບຕີນ
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	ເຕົ້າຫູ້
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	ຮ່ວມກັນ
togetherness	0.906	0.360	0.635	ຄວາມສາມັກຄີ
toil	0.558	0.510	0.583	ໜັກ
toilet	0.490	0.290	0.233	ຫ້ອງນ້ຳ
toils	0.480	0.710	0.482	ເຄື່ອງໃຊ້ສອຍ
token	0.510	0.418	0.414	ໂທເຄັນ
tolerable	0.750	0.350	0.374	ທົນທານ
tolerance	0.875	0.206	0.649	ຄວາມທົນທານ
tolerant	0.765	0.192	0.618	ທົນທານ
tolerate	0.724	0.430	0.588	ທົນທານ
toleration	0.776	0.442	0.727	ຄວາມທົນທານ
toll	0.296	0.422	0.453	ໂທຣ
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	ຫມາກ​ເລັ່ນ
tomatoes	0.615	0.240	0.272	ໝາກເລັ່ນ
tomb	0.112	0.500	0.343	ອຸບໂມງ
tombstone	0.204	0.441	0.311	ຂຸມຝັງສົບ
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	ຕູ່
tomorrow	0.792	0.377	0.407	ມື້ອື່ນ
ton	0.560	0.418	0.604	ໂຕນ
tone	0.551	0.355	0.411	ໂຕນ
toner	0.448	0.300	0.368	ຫມຶກ
tong	0.475	0.480	0.370	ຕົງ
tongs	0.500	0.459	0.321	ຄີ້ວ
tongue	0.542	0.432	0.482	ລີ້ນ
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	ໂຕນ
tonsils	0.347	0.373	0.283	ຕ່ອມທອນຊີນ
toocold	0.420	0.550	0.379	ເຢັນເກີນໄປ
tool	0.490	0.350	0.594	ເຄື່ອງ​ມື
toolbox	0.531	0.316	0.472	ກ່ອງ​ເຄື່ອງ​ມື
tooling	0.510	0.406	0.634	ເຄື່ອງມື
toomuchtodo	0.420	0.688	0.355	ໂທuchtodo
toot	0.500	0.481	0.373	ຕຸ້ຍ
tooth	0.439	0.250	0.367	ແຂ້ວ
toothache	0.188	0.853	0.412	ເຈັບແຂ້ວ
toothbrush	0.517	0.330	0.321	ແປງຖູແຂ້ວ
toothed	0.449	0.394	0.352	ແຂ້ວ
toothless	0.312	0.541	0.272	ບໍ່ມີແຂ້ວ
toothpaste	0.510	0.290	0.371	ຢາສີຟັນ
toothpick	0.561	0.216	0.185	ໄມ້ຖູແຂ້ວ
toots	0.552	0.480	0.451	ແຂ້ວ
top	0.760	0.400	0.554	ເທິງ
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	ຫົວຂໍ້
topical	0.561	0.340	0.500	ຫົວຂໍ້
topless	0.625	0.765	0.414	ບໍ່ມີສິ້ນ
topographic	0.604	0.378	0.558	ພູມສັນຖານ
topographical	0.438	0.350	0.538	ພູມສັນຖານ
topography	0.469	0.357	0.506	ພູມສັນຖານ
topple	0.198	0.820	0.573	ໂຄ່ນລົ້ມ
topside	0.708	0.466	0.598	ດ້ານເທິງ
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	ໄຟສາຍ
torment	0.057	0.750	0.387	ທໍລະມານ
tormented	0.071	0.855	0.323	ທໍລະມານ
torn	0.153	0.510	0.283	ຈີກ
tornado	0.260	0.896	0.784	ພະຍຸທໍນາໂດ
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	ແຮງບິດ
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	ຕົກໃຈ
torsion	0.312	0.651	0.402	torsion
torso	0.408	0.394	0.473	ລຳຕົວ
tort	0.229	0.635	0.455	ທໍລະຍົດ
tortious	0.312	0.724	0.491	ທໍລະມານ
tortoise	0.673	0.078	0.250	ເຕົ່າ
tortuous	0.194	0.755	0.382	ບິດເບືອນ
torture	0.115	0.878	0.555	ການທໍລະມານ
tortured	0.062	0.890	0.361	ທໍລະມານ
toss	0.418	0.725	0.575	ຖິ້ມ
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	ທັງໝົດ
totality	0.688	0.443	0.717	ທັງໝົດ
totally	0.820	0.422	0.702	ທັງໝົດ
tote	0.510	0.398	0.625	ກະເປົາ
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	ແຕະ
touchdown	0.667	0.770	0.586	ແຕະລົງ
touched	0.592	0.380	0.404	ແຕະຕ້ອງ
touching	0.760	0.439	0.491	ແຕະ
touchy	0.323	0.510	0.343	touchy
tough	0.344	0.588	0.742	ຍາກ
toughen	0.458	0.683	0.711	ແຂງ
toughness	0.552	0.618	0.837	ຄວາມທົນທານ
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	ການທ່ອງທ່ຽວ
tourism	0.823	0.531	0.545	ການ​ທ່ອງ​ທ​ຽ​່​ວ
tourist	0.745	0.480	0.430	ນັກທ່ອງທ່ຽວ
tourmaline	0.448	0.513	0.441	Tourmaline
tournament	0.694	0.740	0.611	ການແຂ່ງຂັນ
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	ດຶງ
towel	0.630	0.208	0.286	ຜ້າເຊັດຕົວ
tower	0.606	0.380	0.644	ຫໍ
towering	0.500	0.690	0.806	ສູງຫຼາຍ
town	0.551	0.299	0.627	ເມືອງ
townhouse	0.622	0.400	0.443	ບ້ານເມືອງ
township	0.531	0.292	0.667	ເມືອງ
townspeople	0.677	0.466	0.569	ຊາວ​ເມືອງ
toxic	0.008	0.885	0.492	ເປັນພິດ
toxicity	0.104	0.865	0.491	ພິດ
toxicology	0.302	0.736	0.574	ພິດວິທະຍາ
toxin	0.115	0.654	0.456	ສານພິດ
toy	0.878	0.420	0.275	ຂອງຫຼິ້ນ
toymaker	0.755	0.510	0.536	ເຄື່ອງຫຼິ້ນ
trace	0.573	0.346	0.483	ຕິດຕາມ
traceable	0.602	0.370	0.535	ສາມາດຕິດຕາມໄດ້
tracer	0.573	0.327	0.645	ຕິດຕາມ
traces	0.482	0.448	0.389	ຮ່ອງຮອຍ
trachea	0.448	0.509	0.387	ຫຼອດລົມ
tracing	0.418	0.591	0.565	ການຕິດຕາມ
track	0.448	0.433	0.526	ຕິດຕາມ
tracker	0.398	0.744	0.731	ບົບຕິດຕາມລຸດ
tract	0.406	0.422	0.339	ສັນຍາ
tractable	0.635	0.500	0.469	ສາມາດດຶງໄດ້
traction	0.429	0.585	0.648	ດຶງ
tractor	0.449	0.580	0.619	ລົດໄຖນາ
trade	0.561	0.544	0.690	ການຄ້າ
trademark	0.667	0.344	0.750	ເຄື່ອງໝາຍການຄ້າ
trader	0.562	0.632	0.854	ພໍ່ຄ້າ
tradesman	0.531	0.431	0.664	ພໍ່ຄ້າ
trading	0.635	0.602	0.705	ການຊື້ຂາຍ
tradition	0.830	0.430	0.750	ປະເພນີ
traditional	0.677	0.221	0.604	ແບບດັ້ງເດີມ
traffic	0.323	0.559	0.518	ການຈະລາຈອນ
traffic light	0.490	0.469	0.479	ໄຟຈະລາຈອນ
trafficking	0.250	0.710	0.399	ການຄ້າມະນຸດ
tragedies	0.100	0.910	0.442	ຄວາມໂສກເສົ້າ
tragedy	0.052	0.843	0.340	ຄວາມໂສກເສົ້າ
tragic	0.048	0.904	0.396	ໂສກເສົ້າ
trail	0.600	0.322	0.455	ເສັ້ນທາງ
trailer	0.541	0.490	0.473	trailer
train	0.666	0.705	0.620	ລົດໄຟ
train set	0.604	0.598	0.464	ຊຸດລົດໄຟ
trained	0.771	0.538	0.645	ຝຶກອົບຮົມ
trainee	0.627	0.408	0.352	ຜູ້ຝຶກຫັດ
trainer	0.698	0.719	0.824	ຄູຝຶກ
training	0.714	0.776	0.788	ການຝຶກອົບຮົມ
trait	0.469	0.365	0.453	ລັກສະນະ
traitor	0.112	0.796	0.491	ຄົນທໍລະຍົດ
traitorous	0.073	0.745	0.412	ຄົນທໍລະຍົດ
trajectory	0.653	0.558	0.779	ເສັ້ນທາງ
tram	0.667	0.628	0.492	ລົດລາງ
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	ຢຽບ
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	ທາງລົດໄຟ
trance	0.469	0.481	0.382	ຕົກໃຈ
tranquil	0.917	0.094	0.355	ສະຫງົບ
tranquility	0.840	0.135	0.442	ຄວາມສະຫງົບ
tranquilizer	0.510	0.236	0.596	tranquilizer
transact	0.521	0.625	0.680	ທຸລະກໍາ
transaction	0.650	0.577	0.579	ທຸລະກໍາ
transatlantic	0.724	0.596	0.706	ຂ້າມມະຫາສະໝຸດ
transceiver	0.510	0.490	0.537	ເຄື່ອງຮັບສັນຍານ
transcend	0.604	0.771	0.726	ຂ້າມ
transcendence	0.656	0.608	0.754	ປັນຍາ
transcendent	0.667	0.600	0.824	ຂ້າມ
transcendental	0.635	0.652	0.842	ປັນຍາ
transcribe	0.500	0.394	0.573	ການຖອດຂໍ້ຄວາມ
transcriber	0.490	0.420	0.615	ຕົວຖອດຂໍ້ຄວາມ
transcript	0.639	0.398	0.528	ບົດບັນທຶກ
transcription	0.592	0.455	0.615	ການຖອດຂໍ້ຄວາມ
transfer	0.702	0.490	0.519	ໂອນ
transference	0.592	0.294	0.551	ການໂອນ
transferred	0.480	0.450	0.409	ໂອນ
transfixed	0.427	0.660	0.528	ປ່ຽນແປງ
transform	0.735	0.667	0.696	ຫັນປ່ຽນ
transformation	0.796	0.618	0.770	ການຫັນປ່ຽນ
transformer	0.582	0.582	0.723	ໝໍ້ແປງ
transfusion	0.417	0.730	0.557	ຖ່າຍ
transgression	0.158	0.890	0.611	ການລ່ວງລະເມີດ
transient	0.510	0.405	0.430	ຊົ່ວຄາວ
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	ການໂດຍສານ
transition	0.605	0.561	0.558	ການຫັນປ່ຽນ
transitional	0.573	0.472	0.491	ໄລຍະຂ້າມຜ່ານ
transitive	0.479	0.377	0.414	transitive
transitory	0.438	0.450	0.407	ຊົ່ວຄາວ
translate	0.604	0.423	0.462	ແປ
translation	0.633	0.435	0.598	ການແປ
translator	0.760	0.412	0.473	ນັກແປ
translocation	0.367	0.612	0.564	ການຍົກຍ້າຍ
translucent	0.600	0.500	0.389	ແປ
transmission	0.688	0.490	0.611	ການສົ່ງຜ່ານ
transmit	0.836	0.581	0.673	ຖ່າຍທອດ
transmitter	0.520	0.511	0.719	ເຄື່ອງສົ່ງສັນຍານ
transmutation	0.438	0.740	0.737	ການແຜ່ພັນ
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	ຄວາມ​ໂປ່ງ​ໃສ
transparent	0.542	0.330	0.667	ໂປ່ງໃສ
transplant	0.445	0.806	0.620	ການປູກຖ່າຍ
transplantation	0.531	0.694	0.610	ການປູກຖ່າຍ
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	ການຂົນສົ່ງ
transportation	0.667	0.560	0.472	ການຂົນສົ່ງ
transporter	0.615	0.625	0.750	ຜູ້ຂົນສົ່ງ
transpose	0.440	0.585	0.467	ຖ່າຍທອດ
transposition	0.312	0.451	0.555	ການຫັນປ່ຽນ
transsexual	0.264	0.815	0.423	ເພດສໍາພັນ
transverse	0.429	0.429	0.525	ທາງຂວາງ
transvestite	0.270	0.675	0.373	ເພດສໍາພັນ
trap	0.104	0.610	0.391	ກັບດັກ
trapdoor	0.094	0.670	0.462	trapdoor
trapeze	0.542	0.625	0.566	trapeze
trapped	0.135	0.615	0.380	ຕິດຢູ່
trapper	0.296	0.654	0.491	trapper
trapping	0.333	0.621	0.491	ກັບດັກ
trappings	0.458	0.462	0.370	ກັບດັກ
traps	0.235	0.673	0.481	ໃສ່ກັບດັກ
trash	0.163	0.541	0.154	ກະຕ່າຂີ້ເຫຍື້ອ
trashy	0.071	0.380	0.161	ຂີ້ເຫຍື້ອ
trauma	0.112	0.792	0.453	ບາດແຜ
traumatic	0.062	0.885	0.427	ບາດແຜ
travail	0.500	0.677	0.620	ການເດີນທາງ
travel	0.931	0.689	0.535	ທ່ອງ​ທ່ຽວ
traveler	0.837	0.571	0.700	ນັກເດີນທາງ
traveling	0.900	0.750	0.582	ການ​ເດີນ​ທາງ
traverse	0.571	0.590	0.629	ຂ້າມ
travesty	0.354	0.644	0.407	ການເດີນທາງ
trawl	0.255	0.590	0.464	ເຮືອຂ້າມຟາກ
trawler	0.316	0.430	0.405	ຕູ້ປາ
tray	0.549	0.250	0.345	ຖາດ
treacherous	0.112	0.815	0.402	ທໍລະຍົດ
treachery	0.104	0.852	0.448	ການທໍລະຍົດ
tread	0.510	0.520	0.426	ຢຽດ
treadmill	0.459	0.636	0.436	ເຄື່ອງແລ່ນ
treason	0.094	0.806	0.552	ການ​ທໍລະຍົດ
treasure	0.927	0.592	0.821	ສົມບັດ
treasured	0.849	0.471	0.730	ສົມກຽດ
treasurer	0.694	0.456	0.755	ນາຍຄັງ
treasures	0.867	0.771	0.842	ຊັບສົມບັດ
treasury	0.812	0.541	0.736	ຄັງເງິນ
treat	0.573	0.571	0.436	ປິ່ນປົວ
treatable	0.780	0.302	0.560	ສາມາດປິ່ນປົວໄດ້
treatise	0.604	0.407	0.613	ສົນທິສັນຍາ
treatment	0.663	0.386	0.620	ການປິ່ນປົວ
treaty	0.646	0.382	0.667	ສົນທິສັນຍາ
treble	0.358	0.471	0.466	ສຽງດັງ
tree	0.670	0.118	0.442	ຕົ້ນໄມ້
trees	0.653	0.137	0.537	ຕົ້ນໄມ້
trek	0.469	0.530	0.535	ຍ່າງທາງ
trellis	0.299	0.500	0.389	ລຳຕົ້ນ
tremble	0.177	0.878	0.388	ສັ່ນ
trembling	0.177	0.824	0.324	ສັ່ນ
tremendous	0.600	0.888	0.773	ຍິ່ງໃຫຍ່
tremendously	0.719	0.722	0.661	ຢ່າງຫຼວງຫຼາຍ
tremor	0.104	0.833	0.455	ສັ່ນ
trench	0.429	0.760	0.429	ຮ່ອງ
trend	0.625	0.458	0.706	ທ່າອ່ຽງ
trending	0.750	0.472	0.600	ທ່າອ່ຽງ
trendy	0.713	0.520	0.536	ທ່າອ່ຽງ
trepidation	0.582	0.594	0.464	ຕົກໃຈ
trespass	0.229	0.670	0.613	ການລ່ວງລະເມີດ
triad	0.469	0.413	0.528	triad
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	ການທົດລອງ
triangle	0.562	0.269	0.352	ສາມຫຼ່ຽມ
triangular	0.430	0.320	0.397	ສາມຫຼ່ຽມ
triangulate	0.408	0.380	0.517	ສາມຫຼ່ຽມ
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	ຊົນເຜົ່າ
tribe	0.664	0.486	0.516	ເຜົ່າ
tribulation	0.448	0.612	0.484	ຄວາມຍາກລໍາບາກ
tribunal	0.410	0.670	0.797	ສານ
tribune	0.610	0.585	0.556	Tribune
tributary	0.615	0.463	0.616	ສາຂາ
tribute	0.684	0.573	0.700	ກຽດຕິຍົດ
trick	0.542	0.700	0.409	trick
trickery	0.146	0.798	0.336	trickery
trickle	0.500	0.196	0.231	trickle
trickster	0.375	0.680	0.446	trickster
tricky	0.219	0.651	0.500	tricky
tricycle	0.633	0.402	0.368	ລົດສາມລໍ້
trident	0.403	0.606	0.609	ສາມຫຼ່ຽມ
trifle	0.271	0.296	0.221	ເລັກໆນ້ອຍໆ
trifling	0.375	0.418	0.183	ເລັກໆນ້ອຍໆ
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	ກະຕຸ້ນ
trigonometry	0.396	0.400	0.616	ສາມຫລ່ຽມຄຳ
trillion	0.592	0.420	0.623	ພັນຕື້
trilogy	0.615	0.520	0.664	trilogy
trim	0.500	0.466	0.430	ຕັດ
trimester	0.783	0.336	0.538	ໄຕມາດ
trimmer	0.260	0.548	0.529	ເຄື່ອງຕັດຜົມ
trimming	0.500	0.478	0.325	ຕັດ
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	trinity
trinket	0.521	0.352	0.368	ເສື້ອຍືດ
trio	0.521	0.613	0.473	ສາມ
trip	0.875	0.643	0.538	ການເດີນທາງ
tripartite	0.500	0.480	0.539	ສາມຝ່າຍ
tripe	0.312	0.361	0.438	ຜ້າພັນຄໍ
triple	0.585	0.385	0.481	ສາມເທົ່າ
triplet	0.622	0.510	0.618	triplet
triplicate	0.684	0.545	0.717	triplicate
tripod	0.406	0.388	0.483	ຂາຕັ້ງໂຕະ
tripping	0.276	0.594	0.293	tripping
trite	0.458	0.418	0.290	trite
tritium	0.412	0.471	0.422	Tritium
triumph	0.969	0.798	0.926	ໄຊຊະນະ
triumphant	0.949	0.837	0.972	ໄຊຊະນະ
trivia	0.690	0.490	0.473	ເລື່ອງເລັກໆນ້ອຍໆ
trivial	0.406	0.387	0.337	ເລັກໆນ້ອຍໆ
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	ລໍ້ຍູ້
trombone	0.562	0.500	0.500	ເທຣມໂບນ
troop	0.375	0.696	0.750	ທະຫານ
trooper	0.458	0.694	0.713	ທະຫານ
troops	0.385	0.718	0.804	ທະຫານ
trophy	0.947	0.643	0.676	ລາງວັນ
tropic	0.740	0.529	0.536	ເຂດຮ້ອນ
tropical	0.740	0.461	0.509	ເຂດຮ້ອນ
tropics	0.740	0.383	0.412	ເຂດຮ້ອນ
trot	0.531	0.664	0.396	ເທຣດ
trouble	0.135	0.811	0.452	ບັນຫາ
troubled	0.167	0.627	0.385	ມີບັນຫາ
troublemaker	0.260	0.900	0.596	ຕົວແກ້ບັນຫາ
troubles	0.051	0.854	0.269	ບັນຫາ
troublesome	0.283	0.894	0.404	ບັນຫາ
trough	0.500	0.308	0.340	ຮ່ອງ
troupe	0.625	0.406	0.557	ຄະນະ
trousers	0.625	0.314	0.442	ໂສ້ງ
trout	0.516	0.387	0.298	trout
trowel	0.470	0.418	0.250	trowel
truce	0.688	0.441	0.453	ຢຸດຕິ
truck	0.531	0.368	0.546	ລົດບັນທຸກ
trucker	0.494	0.609	0.500	ລົດບັນທຸກ
truckload	0.480	0.450	0.534	ລົດບັນທຸກ
truculent	0.210	0.731	0.498	ວຸ້ນວາຍ
true	0.896	0.436	0.777	ຈິງ
truelove	0.860	0.600	0.587	ຮັກ​ແທ້
truffle	0.677	0.323	0.418	ໝາກເຜັດ
truism	0.521	0.422	0.480	ຄວາມຈິງ
trump	0.640	0.716	0.898	Trump
trumpet	0.573	0.570	0.393	ແກ
trumpeter	0.673	0.600	0.676	ເປົ່າແກ
truncate	0.323	0.600	0.412	ຕັດສັ້ນລົງ
truncated	0.316	0.602	0.439	ຖືກຕັດອອກ
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	ລຳຕົ້ນ
truss	0.521	0.482	0.569	ໂສ້ງ
trust	0.888	0.547	0.741	ໄວ້ໃຈ
trustee	0.531	0.442	0.658	ຜູ້ຮັກສາ
trusting	0.857	0.508	0.750	ໄວ້​ວາງ​ໃຈ
trustworthy	0.969	0.315	0.824	ເຊື່ອຖືໄດ້
trusty	0.863	0.398	0.696	ໄວ້ໃຈ
truth	0.971	0.400	0.685	ຄວາມຈິງ
truthful	0.708	0.467	0.807	ຄວາມຈິງ
truthfulness	0.920	0.549	0.808	ຄວາມ​ຈິງ
try	0.604	0.551	0.556	ພະຍາຍາມ
tryout	0.459	0.539	0.472	ລອງ​ເບິ່ງ
tryouts	0.490	0.602	0.594	ການທົດລອງ
tsunami	0.042	0.944	0.684	ຊູນາມິ
tub	0.449	0.235	0.265	ອ່າງ
tuba	0.542	0.402	0.381	ທໍ່
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	ທໍ່
tuberculosis	0.214	0.519	0.424	ວັນນະໂລກ
tubing	0.438	0.363	0.358	ທໍ່
tubular	0.458	0.361	0.464	ທໍ່
tubule	0.500	0.330	0.333	ທໍ່
tuck	0.367	0.473	0.361	ຕັກ
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	ວັນອັງຄານ
tufted	0.500	0.510	0.406	tufted
tug	0.320	0.604	0.558	ດຶງ
tugboat	0.271	0.510	0.652	ເຮືອ​ໂຍກ
tuition	0.531	0.372	0.436	ຄ່າຮຽນ
tulip	0.730	0.189	0.356	tulip
tumble	0.276	0.556	0.272	ລົ້ມ
tumbler	0.520	0.260	0.352	ຕຸກກະຕາ
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	ທ້ອງ
tumor	0.102	0.664	0.324	ເນື້ອງອກ
tumour	0.092	0.627	0.464	ເນື້ອງອກ
tumult	0.271	0.640	0.636	ວຸ້ນວາຍ
tumultuous	0.208	0.622	0.590	ວຸ້ນວາຍ
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	ປາທູນາ
tunable	0.510	0.364	0.582	ສາມາດປັບໄດ້
tune	0.708	0.479	0.426	ປບັ
tunic	0.531	0.248	0.391	ເສື້ອຄຸມ
tuning	0.719	0.390	0.635	ການປັບ
tunnel	0.312	0.490	0.412	ອຸໂມງ
turban	0.469	0.386	0.426	ຜ້າມ່ານ
turbidity	0.184	0.607	0.393	ຄວາມຂົມຂື່ນ
turbine	0.520	0.549	0.575	ກັງຫັນ
turbo	0.583	0.729	0.596	ເທີໂບ
turbulence	0.062	0.922	0.532	ຄວາມວຸ້ນວາຍ
turbulent	0.302	0.792	0.612	ປັ່ນປ່ວນ
turd	0.240	0.519	0.383	ເຕົ່າ
turf	0.531	0.192	0.295	ຫຍ້າ
turkey	0.634	0.245	0.247	ຕຸລະກີ
turmeric	0.542	0.316	0.312	ຂີ້ໝິ້ນ
turmoil	0.198	0.888	0.417	ຄວາມວຸ່ນວາຍ
turn	0.531	0.398	0.482	ຫັນ
turnaround	0.560	0.654	0.407	ການຫັນປ່ຽນ
turned	0.630	0.538	0.583	ຫັນ
turning	0.510	0.684	0.420	ຫັນ
turnip	0.561	0.183	0.254	ຫົວຜັກກາດ
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	ປິດ
turnout	0.641	0.692	0.898	ຜູ້ເຂົ້າຊົມ
turnover	0.490	0.392	0.512	ລາຍໄດ້
turnpike	0.459	0.434	0.462	ຜັກກາດ
turntable	0.531	0.455	0.406	ໂຕະໂຕະ
turpentine	0.320	0.539	0.571	ນ້ຳມັນຢາງ
turquoise	0.786	0.226	0.357	ສີຟ້າຂຽວ
turret	0.494	0.500	0.588	ປ້ອມ
turtle	0.291	0.102	0.271	ເຕົ່າ
turtleneck	0.583	0.398	0.327	ຄໍເຕົ່າ
tussle	0.333	0.919	0.691	ຍຸບ
tutelage	0.393	0.442	0.609	tutelage
tutor	0.750	0.346	0.826	ຄູສອນ
tutoring	0.663	0.402	0.702	ການສອນ
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	ໂທລະພາບ
twain	0.541	0.255	0.370	ຄູ່
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	ປັບ
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	tweezers
twelfth	0.521	0.292	0.527	ທີສິບສອງ
twelve	0.490	0.298	0.412	ສິບສອງ
twentieth	0.469	0.297	0.346	ຊາວ
twenty	0.520	0.292	0.286	ຊາວ
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	ກິ່ງງ່າ
twilight	0.622	0.341	0.633	ແສງຕາເວັນ
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	ຝາແຝດ
twine	0.521	0.380	0.337	ສາຍພັນ
twinge	0.316	0.720	0.471	ກິ່ງງ່າ
twinkle	0.719	0.724	0.610	ກະພິບ
twins	0.760	0.473	0.602	ຝາແຝດ
twirl	0.552	0.647	0.409	ບິດ
twist	0.375	0.469	0.337	ບິດ
twisted	0.071	0.736	0.311	ບິດ
twister	0.330	0.680	0.647	ບິດ
twit	0.194	0.653	0.198	ບິດ
twitch	0.510	0.740	0.548	ກະພິບ
twitching	0.292	0.700	0.482	ກະພິບ
twitchy	0.094	0.918	0.281	ບິດ
two	0.520	0.200	0.404	ສອງ
two step	0.583	0.314	0.327	ສອງຂັ້ນຕອນ
twofaced	0.387	0.620	0.384	ສອງໜ້າ
twofold	0.573	0.333	0.551	ສອງເທົ່າ
twosome	0.583	0.544	0.500	ສອງບາງ
tycoon	0.682	0.596	0.867	ເສດຖີ
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	ປະເພດ
typewriter	0.542	0.373	0.418	ເຄື່ອງພິມດີດ
typhoid	0.265	0.458	0.401	typhoid
typhoon	0.323	0.796	0.697	ໄຕ້ຝຸ່ນ
