English Word	Valence	Arousal	Dominance	Korean Word
tuning	0.719	0.390	0.635	동조
tunnel	0.312	0.490	0.412	터널
turban	0.469	0.386	0.426	터번
turbidity	0.184	0.607	0.393	흐림
turbine	0.520	0.549	0.575	터빈
turbo	0.583	0.729	0.596	터보
turbulence	0.062	0.922	0.532	난기류
turbulent	0.302	0.792	0.612	난기류
turd	0.240	0.519	0.383	똥
turf	0.531	0.192	0.295	잔디
turkey	0.634	0.245	0.247	칠면조
turmeric	0.542	0.316	0.312	심황
turmoil	0.198	0.888	0.417	소란
turn	0.531	0.398	0.482	회전하다
turnaround	0.560	0.654	0.407	돌아서 다
turned	0.630	0.538	0.583	돌린
turning	0.510	0.684	0.420	선회
turnip	0.561	0.183	0.254	순무
turnkey	0.531	0.382	0.427	턴키
turnoff	0.312	0.560	0.327	끄다
turnout	0.641	0.692	0.898	투표율
turnover	0.490	0.392	0.512	회전율
turnpike	0.459	0.434	0.462	통행세 받는 문
turntable	0.531	0.455	0.406	턴테이블
turpentine	0.320	0.539	0.571	테레빈
turquoise	0.786	0.226	0.357	터키 옥
turret	0.494	0.500	0.588	터릿
turtle	0.291	0.102	0.271	거북이
turtleneck	0.583	0.398	0.327	터틀넥
tussle	0.333	0.919	0.691	격투
tutelage	0.393	0.442	0.609	후견
tutor	0.750	0.346	0.826	가정 교사
tutoring	0.663	0.402	0.702	과외
tutu	0.583	0.276	0.233	투투
tux	0.531	0.365	0.462	턱시도
tuxedo	0.694	0.354	0.519	턱시도
tv	0.622	0.380	0.393	TV
twain	0.541	0.255	0.370	둘
twat	0.292	0.459	0.404	엉덩이에
twats	0.406	0.588	0.383	쯧쯧
tweak	0.440	0.462	0.452	비틀기
tweed	0.510	0.440	0.412	트위드
tweet	0.659	0.490	0.537	트위터
tweezers	0.493	0.408	0.295	족집게
twelfth	0.521	0.292	0.527	열두 번째
twelve	0.490	0.298	0.412	열 두번째
twentieth	0.469	0.297	0.346	이십
twenty	0.520	0.292	0.286	이십
twerp	0.408	0.443	0.384	시시한 놈
twig	0.378	0.288	0.236	작은 가지
twilight	0.622	0.341	0.633	어스름
twill	0.449	0.415	0.353	능직
twin	0.688	0.363	0.453	쌍
twine	0.521	0.380	0.337	꼬기
twinge	0.316	0.720	0.471	고통
twinkle	0.719	0.724	0.610	눈빛
twins	0.760	0.473	0.602	쌍둥이
twirl	0.552	0.647	0.409	회전
twist	0.375	0.469	0.337	트위스트
twisted	0.071	0.736	0.311	꼬인
twister	0.330	0.680	0.647	꼬는 사람
twit	0.194	0.653	0.198	멍청이
twitch	0.510	0.740	0.548	경련
twitching	0.292	0.700	0.482	경련
twitchy	0.094	0.918	0.281	트위치
two	0.520	0.200	0.404	둘
two step	0.583	0.314	0.327	두 걸음
twofaced	0.387	0.620	0.384	양면
twofold	0.573	0.333	0.551	둘로 접히는 무대 배경
twosome	0.583	0.544	0.500	둘로 된
tycoon	0.682	0.596	0.867	대군
tyke	0.500	0.388	0.300	아이
type	0.500	0.284	0.364	유형
typewriter	0.542	0.373	0.418	타이프라이터
typhoid	0.265	0.458	0.401	장티푸스
typhoon	0.323	0.796	0.697	태풍
typical	0.635	0.206	0.426	전형적인
typically	0.569	0.377	0.559	일반적으로
typist	0.551	0.559	0.528	타이피스트
typo	0.224	0.415	0.255	오식
typography	0.480	0.334	0.574	타이포그래피
tyrannical	0.167	0.860	0.731	폭군
tyranny	0.112	0.792	0.705	포학
tyrant	0.115	0.850	0.683	폭군
tyre	0.480	0.358	0.407	타이어
ubiquitous	0.635	0.571	0.884	어디에나 있는
ubiquity	0.578	0.490	0.595	편재
ugliness	0.094	0.407	0.267	추함
ugly	0.167	0.630	0.254	못생긴
uhoh	0.320	0.622	0.284	어 오
ukulele	0.513	0.358	0.365	우쿨렐레
ulcer	0.286	0.596	0.377	궤양
ulterior	0.375	0.509	0.490	이면의
ultimate	0.648	0.645	0.544	궁극적인
ultimately	0.385	0.480	0.558	궁극적으로
ultimatum	0.219	0.855	0.837	최후 통첩
ultimo	0.375	0.363	0.300	궁극기
ultrasound	0.573	0.594	0.600	초음파
ultraviolet	0.604	0.448	0.673	자외선
umbilical	0.398	0.406	0.333	생명줄
umbra	0.408	0.400	0.337	암영부
umbrella	0.583	0.246	0.255	우산
umpire	0.520	0.592	0.755	판정자
umpteen	0.510	0.460	0.611	많은
unabashed	0.292	0.614	0.488	부끄러운 기색 없는
unabated	0.532	0.420	0.466	줄지 않는
unable	0.132	0.459	0.193	할 수 없는
unacceptable	0.133	0.479	0.330	용납할 수 없는
unaccompanied	0.292	0.376	0.297	반주 없는
unaccountable	0.180	0.600	0.543	책임질 수 없는
unaccounted	0.410	0.338	0.361	계산되지 않은
unacknowledged	0.240	0.269	0.116	미확인
unadulterated	0.570	0.420	0.528	완전한
unaffected	0.542	0.265	0.571	영향을 받지 않는
unafraid	0.500	0.520	0.655	두려워하지 않는
unaided	0.290	0.410	0.336	도움 없이
unaltered	0.571	0.269	0.598	변경되지 않은
unambiguous	0.406	0.390	0.578	분명한
unanimity	0.490	0.407	0.706	만장일치
unanimous	0.656	0.380	0.682	만장일치
unanimously	0.686	0.333	0.738	만장일치로
unannounced	0.240	0.588	0.291	예고 없는
unanswered	0.276	0.361	0.219	보답 없는
unanticipated	0.255	0.775	0.327	예상치 못한
unappreciated	0.143	0.431	0.209	인정받지 못한
unapproved	0.184	0.471	0.254	승인되지 않은
unarmed	0.427	0.420	0.241	비무장
unassisted	0.302	0.320	0.211	도움을 받지 않은
unassuming	0.490	0.230	0.471	겸손한
unattached	0.192	0.439	0.283	붙어 있지 않은
unattainable	0.220	0.635	0.571	얻기 어려운
unattended	0.255	0.400	0.167	무인
unattractive	0.177	0.307	0.208	매력적이지 않은
unauthorized	0.260	0.448	0.259	허가받지 않은
unavailable	0.323	0.281	0.159	없는
unavoidable	0.350	0.580	0.445	피하기 어려운
unaware	0.208	0.355	0.310	알지 못하는
unbalanced	0.302	0.596	0.343	불안정한
unbearable	0.125	0.798	0.447	견딜 수 없는
unbeatable	0.735	0.719	0.681	무적
unbeaten	0.854	0.760	0.828	매 맞지 않은
unbecoming	0.123	0.471	0.288	어울리지 않는
unbelief	0.265	0.582	0.407	불신앙
unbelievable	0.771	0.790	0.717	믿을 수 없는
unbiased	0.625	0.378	0.618	편견 없는
unborn	0.312	0.300	0.216	아직 태어나지 않은
unbound	0.354	0.402	0.283	매여 있지 않은
unbounded	0.646	0.600	0.736	무한한
unbreakable	0.653	0.573	0.759	깨지지 않는
unbridled	0.396	0.759	0.448	고삐 풀린
unbroken	0.550	0.224	0.602	꺾이지 않은
unbutton	0.479	0.539	0.311	단추를 풀다
uncalled	0.344	0.294	0.222	부르지 않은
uncanny	0.469	0.461	0.430	섬뜩한
uncaring	0.177	0.245	0.321	무관심
uncensured	0.438	0.649	0.509	무수정
uncertain	0.363	0.500	0.164	불확실한
uncertainty	0.064	0.494	0.282	불확실성
unchallenged	0.552	0.394	0.545	도전 받지 않은
unchangeable	0.375	0.442	0.709	변하지 않는
unchanged	0.490	0.204	0.237	변하지 않은
uncharted	0.188	0.406	0.413	미지의
uncherished	0.250	0.412	0.280	소중하지 않은
uncivilized	0.133	0.600	0.400	미개한
unclaimed	0.316	0.346	0.278	청구되지 않은
uncle	0.653	0.255	0.578	삼촌
unclean	0.133	0.529	0.134	더러운
unclear	0.229	0.463	0.202	불분명
uncomfortable	0.188	0.610	0.214	불편한
uncommon	0.459	0.429	0.373	드문
uncommonly	0.626	0.490	0.778	드물게
uncomplicated	0.740	0.260	0.453	복잡하지 않은
uncompromising	0.320	0.531	0.613	단호한
unconcerned	0.562	0.283	0.298	흥미을 가지지 않는
unconditional	0.760	0.493	0.715	무조건
unconfirmed	0.334	0.321	0.339	확인되지 않은
unconnected	0.188	0.265	0.213	연결되지 않은
unconscionable	0.208	0.618	0.429	비양심적인
unconscious	0.240	0.356	0.195	무의식
unconsciousness	0.177	0.440	0.121	무의식
unconstitutional	0.230	0.588	0.491	위헌
unconstrained	0.653	0.640	0.635	제약이 없는
uncontested	0.510	0.471	0.689	논쟁의 여지가 없는
uncontrollable	0.265	0.790	0.626	통제할 수 없는
uncontrolled	0.188	0.891	0.544	억제 되지 않은
unconventional	0.177	0.509	0.288	틀에 얽매이지 않는
unconvinced	0.409	0.458	0.228	확신할 수 없는
unconvincing	0.190	0.532	0.144	납득 시킬 수 없는
uncooked	0.312	0.321	0.241	익히지 않은
uncooperative	0.250	0.422	0.246	비협조적인
uncorrelated	0.333	0.327	0.316	상관없는
uncouth	0.080	0.761	0.350	촌스럽다
uncover	0.771	0.552	0.648	폭로하다
uncritical	0.480	0.367	0.412	무비판적인
uncut	0.448	0.422	0.278	자르지 않은
undead	0.367	0.635	0.406	언데드
undecided	0.286	0.433	0.127	미정
undefeated	0.833	0.752	0.825	무패
undefined	0.260	0.418	0.350	한정되지 않은
undeniable	0.552	0.473	0.778	부인할 수 없는
underage	0.469	0.461	0.300	부족
underbelly	0.406	0.423	0.361	아랫배
undercover	0.388	0.627	0.483	잠복
undercurrent	0.357	0.582	0.520	저류
underdog	0.250	0.410	0.226	약자
underestimate	0.413	0.464	0.193	싼 어림
undergo	0.398	0.554	0.339	받다
undergraduate	0.583	0.500	0.559	대학 재학생
underground	0.396	0.455	0.452	지하철
underhanded	0.188	0.415	0.527	언더핸드
underlay	0.521	0.365	0.458	밑받침
underlie	0.323	0.378	0.275	기초
underline	0.480	0.412	0.509	밑줄
underlying	0.480	0.445	0.452	밑에 있는
undermine	0.316	0.491	0.413	훼손하다
undermined	0.365	0.409	0.394	훼손
underneath	0.450	0.265	0.158	아래에
underpaid	0.146	0.413	0.209	저임금
underpants	0.448	0.473	0.276	팬티
underprivileged	0.167	0.449	0.172	소외된
underrated	0.208	0.520	0.333	과소평가
underscore	0.375	0.275	0.306	밑줄
undersea	0.545	0.490	0.425	바닷 속에
undersecretary	0.459	0.377	0.594	차관
undersized	0.316	0.425	0.298	소형
understaffed	0.148	0.444	0.302	인력 부족
understand	0.760	0.374	0.643	이해하다
understandable	0.776	0.363	0.566	이해할 수 있는
understanding	0.865	0.304	0.689	이해
understatement	0.347	0.480	0.473	절제
understood	0.780	0.441	0.686	이해했다
understudy	0.378	0.402	0.420	임시 대역 배우
undertake	0.796	0.702	0.754	맡다
undertaker	0.363	0.696	0.611	장의사
undertaking	0.667	0.530	0.696	사업
undertow	0.327	0.639	0.231	아래로 내리다
underwear	0.610	0.546	0.375	속옷
underwood	0.510	0.453	0.510	나무 밑에
underworld	0.177	0.676	0.613	하계
underwrite	0.416	0.520	0.423	인수하다
underwriter	0.571	0.327	0.620	보험업자
undeserved	0.219	0.552	0.283	자격이 없는
undesirable	0.177	0.644	0.260	탐탁지 않은
undesired	0.156	0.441	0.235	원하지 않는
undetectable	0.438	0.539	0.604	감지할 수 없는
undetected	0.224	0.304	0.268	감지되지 않은
undetermined	0.265	0.256	0.353	분명치 않은
undeveloped	0.292	0.330	0.254	미개발
undignified	0.122	0.627	0.308	품위 없는
undirected	0.330	0.417	0.310	무향
undisclosed	0.479	0.361	0.314	비공개
undiscovered	0.438	0.347	0.261	발견되지 않은
undisputed	0.646	0.588	0.673	논쟁의 여지가 없는
undisturbed	0.725	0.287	0.434	방해받지 않는
undivided	0.510	0.380	0.490	나눌 수 없는
undo	0.365	0.444	0.349	실행 취소
undoing	0.219	0.452	0.298	타락
undoubted	0.592	0.461	0.740	의심의 여지가 없는
undress	0.438	0.900	0.336	평복
undressed	0.375	0.755	0.356	붕대 감지 않은
undue	0.156	0.573	0.318	과도한
undying	0.708	0.500	0.773	죽지 않는
unearned	0.177	0.340	0.213	불로
unearth	0.427	0.635	0.545	발굴하다
uneasiness	0.190	0.798	0.241	불안
uneasy	0.115	0.598	0.349	불안한
uneducated	0.177	0.350	0.246	무학
unemployed	0.094	0.481	0.230	한가한
unemployment	0.094	0.400	0.297	실업
unencumbered	0.604	0.280	0.472	방해 없는
unending	0.385	0.519	0.454	끝없는
unequal	0.118	0.433	0.202	같지 않은
unequalled	0.562	0.470	0.769	타의 추종을 불허하는
unequivocal	0.604	0.415	0.615	분명한
unequivocally	0.521	0.668	0.554	분명히
unethical	0.104	0.433	0.269	비윤리적인
uneven	0.125	0.457	0.240	고르지 않은
uneventful	0.510	0.343	0.410	별일 없는
unexpected	0.500	0.720	0.333	예기치 않은
unexpectedly	0.354	0.759	0.462	뜻밖에
unexplainable	0.260	0.448	0.610	설명 할 수없는
unexplained	0.271	0.531	0.349	설명할 수 없는
unexplored	0.401	0.640	0.388	미개척
unfailing	0.625	0.635	0.594	다함 없는
unfair	0.173	0.472	0.190	불공정
unfairness	0.170	0.817	0.336	불공정
unfaithful	0.031	0.806	0.298	불충실한
unfamiliar	0.219	0.558	0.273	생소한
unfavorable	0.133	0.450	0.232	불리한
unfeeling	0.235	0.377	0.345	잔혹한
unfettered	0.569	0.650	0.586	자유로운
unfinished	0.188	0.368	0.264	다듬지 않은
unfit	0.250	0.368	0.185	부적합
unflinching	0.667	0.606	0.882	확고한
unfold	0.612	0.510	0.520	펴다
unfollow	0.281	0.337	0.293	언팔로우
unforeseen	0.255	0.714	0.500	뜻하지 않은
unforgettable	0.833	0.561	0.660	잊을 수 없는
unforgivable	0.276	0.743	0.490	용서할 수 없는
unforgiving	0.406	0.630	0.793	용서하지 않는
unfortunate	0.073	0.487	0.195	불행한 사람
unfortunately	0.104	0.494	0.281	안타깝게도
unfounded	0.271	0.520	0.410	근거 없는
unfreeze	0.458	0.297	0.375	녹이다
unfriendly	0.173	0.670	0.458	해로운
unfulfilled	0.184	0.426	0.268	충족되지 않은
unfurnished	0.316	0.333	0.272	가구가 없는
unglued	0.378	0.446	0.352	접착되지 않은
ungodly	0.296	0.423	0.388	신앙심 없는
ungrateful	0.219	0.461	0.275	일한 보람 없는
unguarded	0.156	0.578	0.205	지키지 않는
unhand	0.406	0.360	0.361	손을 떼다
unhappiness	0.083	0.630	0.222	불행
unhappy	0.112	0.500	0.155	불행한
unharmed	0.740	0.378	0.491	상하지 않은
unhealthy	0.115	0.549	0.214	건강에 해로운
unheard	0.344	0.539	0.500	들리지 않는
unhelpful	0.104	0.320	0.118	도움이되지 않는
unhindered	0.729	0.441	0.725	방해받지 않는
unholy	0.327	0.560	0.445	무서운
unhook	0.375	0.592	0.310	풀다
unicorn	0.776	0.510	0.480	일각수
unidentified	0.385	0.361	0.199	불확실한
unification	0.688	0.345	0.788	통일
unified	0.729	0.439	0.764	통일
uniform	0.570	0.245	0.655	제복
uniformed	0.469	0.519	0.589	제복을 입은
uniformity	0.745	0.353	0.538	일률
uniformly	0.625	0.333	0.704	균일하게
unimaginable	0.573	0.634	0.589	상상할 수 없는
unimpeachable	0.684	0.550	0.784	탄핵할 수 없는
unimpeached	0.458	0.335	0.433	탄핵되지 않은
unimportant	0.281	0.240	0.175	중요하지 않은
unimpressed	0.198	0.302	0.327	감동받지 못한
unimproved	0.163	0.377	0.144	개선되지 않은
uninfected	0.688	0.304	0.389	감염되지 않은
uninformed	0.156	0.370	0.182	정보가 없는
uninhabited	0.301	0.230	0.221	무인도
uninitiated	0.271	0.288	0.288	미숙한
uninspired	0.163	0.243	0.260	영감을 받지 못한
unintelligible	0.208	0.472	0.283	이해할 수 없는
unintended	0.438	0.385	0.349	의도하지 않은
unintentional	0.333	0.538	0.306	의도하지 않은
unintentionally	0.460	0.490	0.286	본의 아니게
uninterested	0.365	0.240	0.328	무관심한
uninteresting	0.153	0.235	0.228	시시한
uninterrupted	0.500	0.434	0.527	방해받지 않는
uninvited	0.090	0.385	0.307	초대받지 않은
union	0.854	0.226	0.766	노동 조합
unique	0.823	0.347	0.661	독특한
unisex	0.492	0.417	0.417	남여 공용
unison	0.510	0.439	0.583	조화
unit	0.562	0.235	0.578	단위
unitary	0.531	0.239	0.641	일원
unite	0.781	0.375	0.610	맞잡다
united	0.781	0.431	0.783	단합
unity	0.837	0.288	0.658	단일성
universal	0.802	0.417	0.833	만능인
universality	0.796	0.410	0.840	보편성
universe	0.694	0.454	0.839	우주
university	0.735	0.574	0.741	대학교
unjust	0.115	0.625	0.278	부당한
unjustifiable	0.115	0.596	0.394	정당화할 수 없는
unjustified	0.288	0.541	0.314	정당하지 않은
unkind	0.135	0.409	0.310	불친절한
unknowable	0.347	0.540	0.396	알 수 없는
unknown	0.357	0.450	0.204	알려지지 않은
unlawful	0.094	0.759	0.402	불법
unleash	0.479	0.775	0.559	풀다
unlicensed	0.306	0.574	0.196	무면허
unlike	0.439	0.439	0.418	같지 않은
unlikely	0.271	0.293	0.245	~할 것 같지 않은
unlimited	0.750	0.623	0.679	제한 없는
unlisted	0.365	0.265	0.218	목록에 없는
unload	0.656	0.639	0.573	부리다
unloaded	0.469	0.380	0.331	언로드
unlock	0.582	0.442	0.592	터놓다
unlucky	0.073	0.395	0.198	불길한
unmanageable	0.177	0.666	0.482	다루기 힘든
unmanned	0.235	0.441	0.324	무인
unmarked	0.416	0.294	0.433	표시가 없는
unmarried	0.438	0.480	0.545	미혼
unmask	0.323	0.690	0.520	가면을 벗다
unmatched	0.776	0.536	0.771	타의 추종을 불허하는
unmistakable	0.602	0.571	0.765	틀림없는
unmitigated	0.649	0.427	0.422	완화되지 않은
unmoved	0.184	0.355	0.360	냉정한
unnamed	0.316	0.189	0.284	이름 없는
unnatural	0.153	0.587	0.434	부자연스러운
unnecessary	0.219	0.358	0.190	불필요한
unneeded	0.177	0.375	0.245	불필요한
unnoticed	0.302	0.440	0.260	눈치채지 못한
unnumbered	0.406	0.255	0.331	일일이 세지 않은
unobserved	0.398	0.255	0.257	관찰되지 않은
unobstructed	0.583	0.440	0.573	방해받지 않는
unobtrusive	0.447	0.327	0.402	눈에 거슬리지 않는
unoccupied	0.258	0.245	0.412	비어 있는
unofficial	0.260	0.302	0.255	비공식
unopened	0.542	0.340	0.265	열리지 않은
unopposed	0.615	0.375	0.537	반대 없는
unordered	0.224	0.482	0.190	순서 없는
unorganised	0.250	0.500	0.212	조직화되지 않은
unorganized	0.260	0.657	0.173	조직화되지 않은
unorthodox	0.340	0.480	0.441	비정통
unpack	0.531	0.528	0.445	풀다
unpaid	0.300	0.413	0.365	무급
unparalleled	0.708	0.306	0.538	견줄 나위 없는
unpleasant	0.122	0.612	0.185	불쾌한
unpleasantness	0.062	0.724	0.264	오해
unplug	0.239	0.441	0.404	플러그를 뽑다
unplugged	0.367	0.375	0.318	플러그를 뽑았다
unpopular	0.073	0.441	0.164	인기 없는
unprecedented	0.500	0.491	0.658	전례 없는
unpredictable	0.429	0.769	0.515	예측할 수 없는
unprepared	0.204	0.450	0.152	준비되지 않은
unpretentious	0.510	0.296	0.410	소박한
unproductive	0.100	0.324	0.237	비생산적인
unprofessional	0.042	0.370	0.170	프로답지 못한
unprofitable	0.163	0.376	0.217	무익한
unprotected	0.150	0.582	0.197	보호받지 못한
unproven	0.296	0.427	0.216	입증되지 않은
unprovoked	0.565	0.327	0.385	이유 없는
unpublished	0.406	0.480	0.481	널리 알려지지 않은
unpunished	0.292	0.594	0.519	처벌받지 않은
unqualified	0.170	0.433	0.173	자격이 없는
unquestionable	0.469	0.450	0.843	나무랄 데 없는
unquestionably	0.500	0.630	0.750	의심할 여지 없이
unquestioned	0.562	0.509	0.746	문제시 되지 않는
unquote	0.388	0.363	0.517	인용하지 않는다
unravel	0.378	0.598	0.455	풀다
unreachable	0.208	0.679	0.557	도달할 수 없는
unread	0.458	0.240	0.214	읽히지 않는
unreal	0.173	0.431	0.296	비현실적인
unrealistic	0.229	0.500	0.245	비현실적인
unreasonable	0.115	0.702	0.264	무모한
unrecorded	0.241	0.351	0.350	녹음되지 않은
unregistered	0.255	0.337	0.266	미등록
unregulated	0.344	0.454	0.421	규제되지 않은
unrelated	0.302	0.270	0.264	관련 없는
unrelenting	0.500	0.790	0.875	가차 없는
unreliable	0.108	0.480	0.240	신뢰할 수 없는
unremarkable	0.271	0.155	0.230	눈에 띄지 않는
unrepentant	0.240	0.445	0.413	회개하지 않는
unrequited	0.143	0.441	0.179	보답 없는
unresolved	0.135	0.441	0.173	미해결
unresponsive	0.108	0.282	0.244	무반응
unrest	0.102	0.577	0.231	불안
unrestrained	0.385	0.775	0.627	억제되지 않은
unrestricted	0.698	0.458	0.644	무제한
unromantic	0.208	0.316	0.307	로맨틱하지 않은
unruly	0.240	0.745	0.547	제멋대로
unsafe	0.115	0.562	0.147	위험한
unsanitary	0.063	0.592	0.269	비위생적인
unsatisfactory	0.122	0.520	0.189	불만족스러운
unsatisfied	0.200	0.547	0.241	불만족
unsavory	0.071	0.637	0.353	불쾌한
unscathed	0.625	0.308	0.611	상처 없는
unscheduled	0.312	0.436	0.300	예정에 없던
unscientific	0.396	0.317	0.321	비과학적
unscrew	0.333	0.462	0.396	돌려서 빼다
unscrupulous	0.094	0.727	0.465	사악한
unseat	0.229	0.500	0.312	자리에서 떼다
unseen	0.427	0.351	0.421	보이지 않는 것
unselfish	0.615	0.353	0.377	비이기적인
unsettled	0.208	0.647	0.170	변하기 쉬운
unsightly	0.226	0.559	0.373	보기 흉한
unsolicited	0.094	0.339	0.280	원치 않는
unsolved	0.146	0.390	0.235	미해결
unsophisticated	0.327	0.491	0.339	섞인 것 없는
unsound	0.146	0.222	0.272	상한
unspeakable	0.327	0.567	0.393	말하기 싫은
unspecified	0.240	0.365	0.165	불특정
unspoken	0.177	0.260	0.208	무언의
unstable	0.167	0.587	0.150	불안정한
unsteady	0.122	0.500	0.190	불안정한
unstoppable	0.625	0.887	0.862	멈출 수 없는
unsuccessful	0.140	0.318	0.106	실패
unsuitable	0.188	0.528	0.300	부적합
unsung	0.296	0.330	0.314	노래하지 않은
unsupervised	0.478	0.481	0.442	감독되지 않은
unsupported	0.260	0.450	0.221	지원되지 않는
unsure	0.143	0.580	0.217	불안정한
unsurpassed	0.694	0.569	0.798	이겨낼 사람 없는
unsuspecting	0.302	0.509	0.413	순진한
unsustainable	0.255	0.650	0.406	지속 불가능한
unsweetened	0.396	0.263	0.300	무가당
unsympathetic	0.163	0.620	0.281	동정심 없는
untamed	0.429	0.778	0.709	길들여지지 않은
untenable	0.143	0.637	0.425	지킬 수 없는
untested	0.302	0.296	0.348	검증되지 않은
unthinkable	0.365	0.480	0.481	상상할 수 없는
untidy	0.106	0.610	0.254	어수선한
untie	0.542	0.463	0.472	풀다
untimely	0.245	0.676	0.233	때 아닌
untitled	0.213	0.240	0.240	무제
untold	0.240	0.367	0.191	헤아릴 수 없는
untouchable	0.490	0.602	0.683	만질 수 없는
untouched	0.531	0.276	0.600	손대지 않은
untoward	0.122	0.555	0.291	반대
untraceable	0.321	0.674	0.574	추적할 수 없는
untrained	0.149	0.529	0.282	훈련받지 않은
untranslated	0.271	0.188	0.264	번역되지 않은
untroubled	0.750	0.213	0.653	문제없는
untrue	0.031	0.500	0.188	올바르지 않은
untrustworthy	0.097	0.449	0.287	믿지 못할
unturned	0.312	0.255	0.316	돌리지 않은
unused	0.344	0.231	0.234	미사용
unusual	0.429	0.433	0.361	특이한
unusually	0.385	0.406	0.358	비정상적으로
unutterable	0.406	0.592	0.538	말로 표현할 수 없는
unveil	0.439	0.442	0.562	밝히다
unveiling	0.569	0.570	0.675	제막
unverified	0.214	0.365	0.180	검증되지 않은
unwanted	0.177	0.546	0.205	불필요한
unwarranted	0.091	0.500	0.345	부당한
unwary	0.286	0.417	0.402	조심성 없는
unwashed	0.365	0.427	0.360	씻지 않은
unwavering	0.740	0.630	0.858	흔들리지 않는
unwed	0.541	0.595	0.459	미혼
unwelcome	0.115	0.480	0.269	반갑지 않은
unwell	0.143	0.640	0.221	몸이 좋지 않다
unwilling	0.302	0.316	0.179	마음 내키지 않는
unwillingly	0.204	0.548	0.182	마지못해
unwillingness	0.204	0.311	0.113	내키지 않음
unwind	0.837	0.181	0.394	풀다
unwise	0.141	0.610	0.304	지혜 없는
unwitting	0.260	0.526	0.344	알지 못하는
unwittingly	0.312	0.510	0.264	모르고
unworthy	0.194	0.433	0.226	가치 없는
unwrap	0.604	0.491	0.557	풀다
unwritten	0.367	0.384	0.272	씌어 있지 않은
unyielding	0.367	0.806	0.738	완고한
unzip	0.378	0.520	0.538	압축을 풀다
upbeat	0.878	0.531	0.802	상승 기조
upbringing	0.677	0.490	0.600	육성
upcoming	0.688	0.460	0.550	다가오는
update	0.698	0.535	0.802	업데이트
upgrade	0.786	0.500	0.670	업그레이드
upheaval	0.290	0.830	0.570	대변동
uphill	0.396	0.723	0.572	고개 위로
uphold	0.698	0.321	0.561	받치다
upholstery	0.592	0.270	0.386	가구류
upkeep	0.590	0.442	0.685	유리
upland	0.719	0.578	0.607	고지대
uplands	0.615	0.471	0.577	고지대
uplift	0.656	0.779	0.771	융기
uplifting	0.771	0.548	0.605	고양
uplink	0.544	0.510	0.595	업링크
upload	0.638	0.683	0.696	업로드
upper	0.740	0.529	0.868	높은
uppercut	0.410	0.600	0.550	어퍼컷
uppity	0.465	0.546	0.417	거만한
upright	0.667	0.373	0.600	똑바로
uprising	0.561	0.777	0.704	반란
uproar	0.271	0.902	0.462	소란
upscale	0.698	0.526	0.846	고급
upset	0.071	0.680	0.330	속상한
upshot	0.693	0.490	0.716	결과
upstairs	0.663	0.408	0.645	높은 곳에 있는
upstanding	0.851	0.390	0.708	훌륭한
upstart	0.449	0.500	0.455	건방진 녀석
uptight	0.184	0.716	0.333	꽉
upward	0.792	0.481	0.620	상승
upwards	0.724	0.439	0.638	위로 향하여
uranium	0.375	0.580	0.490	우라늄
urban	0.561	0.528	0.644	도시의
urchin	0.417	0.510	0.373	섬게
urge	0.418	0.680	0.653	충고하다
urgency	0.429	0.908	0.543	긴급
urgent	0.327	0.918	0.623	긴급한
urinal	0.214	0.510	0.306	소변기
urinalysis	0.344	0.532	0.398	소변검사
urinate	0.360	0.500	0.353	오줌 누다
urination	0.271	0.441	0.232	배뇨
urine	0.375	0.361	0.169	오줌
urn	0.194	0.520	0.295	항아리
usable	0.812	0.455	0.611	쓸 수 있는
usage	0.646	0.360	0.426	용법
use	0.438	0.358	0.409	사용
used	0.354	0.306	0.287	사용된
useful	0.833	0.411	0.726	유용한
usefully	0.650	0.481	0.760	유용하게
usefulness	0.806	0.519	0.741	유용성
useless	0.052	0.342	0.184	쓸모없는
user	0.629	0.347	0.442	사용자
usher	0.521	0.440	0.519	수위
usual	0.625	0.221	0.400	보통의
usurp	0.125	0.818	0.433	빼앗다
usurped	0.292	0.780	0.438	강탈
usury	0.344	0.679	0.430	고리 대금
utensil	0.573	0.279	0.383	기구
uterus	0.551	0.420	0.510	자궁
utilitarian	0.427	0.363	0.639	실용적인
utility	0.622	0.400	0.704	공익사업
utilization	0.562	0.469	0.706	이용
utilize	0.694	0.445	0.545	활용하다
utmost	0.719	0.740	0.858	최상의 것
utopian	0.542	0.327	0.552	유토피아
utter	0.531	0.422	0.549	전적인
utterance	0.542	0.640	0.704	말
utterly	0.633	0.440	0.673	완전히
vacancy	0.643	0.311	0.418	빈방 있음
vacant	0.578	0.220	0.464	빈
vacate	0.357	0.490	0.397	비우다
vacation	0.840	0.490	0.598	휴가
vaccination	0.530	0.578	0.621	백신 접종
vaccine	0.500	0.520	0.555	백신
vacuolar	0.439	0.370	0.439	액포
vacuole	0.490	0.406	0.481	공포
vacuous	0.354	0.267	0.304	텅빈
vacuum	0.327	0.196	0.134	진공
vagabond	0.384	0.531	0.144	부랑자
vagina	0.551	0.870	0.500	질
vaginal	0.449	0.765	0.420	질의
vagrancy	0.219	0.567	0.277	방랑
vagrant	0.265	0.548	0.250	방랑자
vague	0.271	0.335	0.083	희미한
vagueness	0.150	0.324	0.221	애매
vainly	0.365	0.283	0.169	공연히
valance	0.424	0.286	0.371	드리운 천
