English Word	Valence	Arousal	Dominance	Ukrainian Word
unintentional	0.333	0.538	0.306	ненавмисне
unintentionally	0.460	0.490	0.286	ненавмисно
uninterested	0.365	0.240	0.328	нецікаво
uninteresting	0.153	0.235	0.228	нецікаво
uninterrupted	0.500	0.434	0.527	безперервний
uninvited	0.090	0.385	0.307	непроханий
union	0.854	0.226	0.766	спілка
unique	0.823	0.347	0.661	унікальний
unisex	0.492	0.417	0.417	унісекс
unison	0.510	0.439	0.583	унісон
unit	0.562	0.235	0.578	одиниця
unitary	0.531	0.239	0.641	унітарний
unite	0.781	0.375	0.610	об'єднати
united	0.781	0.431	0.783	об'єднані
unity	0.837	0.288	0.658	єдність
universal	0.802	0.417	0.833	універсальний
universality	0.796	0.410	0.840	універсальність
universe	0.694	0.454	0.839	Всесвіт
university	0.735	0.574	0.741	університет
unjust	0.115	0.625	0.278	несправедливий
unjustifiable	0.115	0.596	0.394	невиправданий
unjustified	0.288	0.541	0.314	невиправданий
unkind	0.135	0.409	0.310	недобрий
unknowable	0.347	0.540	0.396	непізнаваний
unknown	0.357	0.450	0.204	невідомий
unlawful	0.094	0.759	0.402	незаконний
unleash	0.479	0.775	0.559	розв'язати
unlicensed	0.306	0.574	0.196	без ліцензії
unlike	0.439	0.439	0.418	на відміну від
unlikely	0.271	0.293	0.245	малоймовірно
unlimited	0.750	0.623	0.679	необмежений
unlisted	0.365	0.265	0.218	не перераховані
unload	0.656	0.639	0.573	розвантажити
unloaded	0.469	0.380	0.331	розвантажений
unlock	0.582	0.442	0.592	розблокувати
unlucky	0.073	0.395	0.198	невдалий
unmanageable	0.177	0.666	0.482	некерований
unmanned	0.235	0.441	0.324	безпілотний
unmarked	0.416	0.294	0.433	немаркований
unmarried	0.438	0.480	0.545	неодружений
unmask	0.323	0.690	0.520	демаскувати
unmatched	0.776	0.536	0.771	незрівнянний
unmistakable	0.602	0.571	0.765	безпомилковий
unmitigated	0.649	0.427	0.422	непом'якшений
unmoved	0.184	0.355	0.360	незворушний
unnamed	0.316	0.189	0.284	безіменний
unnatural	0.153	0.587	0.434	неприродні
unnecessary	0.219	0.358	0.190	непотрібний
unneeded	0.177	0.375	0.245	непотрібний
unnoticed	0.302	0.440	0.260	непомітно
unnumbered	0.406	0.255	0.331	ненумерований
unobserved	0.398	0.255	0.257	не спостерігається
unobstructed	0.583	0.440	0.573	безперешкодний
unobtrusive	0.447	0.327	0.402	ненав'язливий
unoccupied	0.258	0.245	0.412	незайнятий
unofficial	0.260	0.302	0.255	неофіційний
unopened	0.542	0.340	0.265	нерозкритий
unopposed	0.615	0.375	0.537	безперешкодний
unordered	0.224	0.482	0.190	невпорядкований
unorganised	0.250	0.500	0.212	неорганізований
unorganized	0.260	0.657	0.173	неорганізований
unorthodox	0.340	0.480	0.441	неортодоксальний
unpack	0.531	0.528	0.445	розпакувати
unpaid	0.300	0.413	0.365	неоплачений
unparalleled	0.708	0.306	0.538	безпрецедентний
unpleasant	0.122	0.612	0.185	неприємний
unpleasantness	0.062	0.724	0.264	неприємність
unplug	0.239	0.441	0.404	від'єднати
unplugged	0.367	0.375	0.318	відключений від мережі
unpopular	0.073	0.441	0.164	непопулярні
unprecedented	0.500	0.491	0.658	безпрецедентний
unpredictable	0.429	0.769	0.515	непередбачуваний
unprepared	0.204	0.450	0.152	непідготовлений
unpretentious	0.510	0.296	0.410	невибагливий
unproductive	0.100	0.324	0.237	непродуктивний
unprofessional	0.042	0.370	0.170	непрофесійний
unprofitable	0.163	0.376	0.217	збитковим
unprotected	0.150	0.582	0.197	незахищений
unproven	0.296	0.427	0.216	бездоказовий
unprovoked	0.565	0.327	0.385	неспровокований
unpublished	0.406	0.480	0.481	неопублікований
unpunished	0.292	0.594	0.519	безкарний
unqualified	0.170	0.433	0.173	некваліфікований
unquestionable	0.469	0.450	0.843	безсумнівний
unquestionably	0.500	0.630	0.750	безсумнівно
unquestioned	0.562	0.509	0.746	безсумнівний
unquote	0.388	0.363	0.517	зняти цитати
unravel	0.378	0.598	0.455	розгадати
unreachable	0.208	0.679	0.557	недоступний
unread	0.458	0.240	0.214	непрочитаний
unreal	0.173	0.431	0.296	нереальний
unrealistic	0.229	0.500	0.245	нереально
unreasonable	0.115	0.702	0.264	нерозумний
unrecorded	0.241	0.351	0.350	незафіксований
unregistered	0.255	0.337	0.266	незареєстрований
unregulated	0.344	0.454	0.421	нерегульований
unrelated	0.302	0.270	0.264	не пов'язані
unrelenting	0.500	0.790	0.875	невблаганний
unreliable	0.108	0.480	0.240	ненадійний
unremarkable	0.271	0.155	0.230	нічим не примітний
unrepentant	0.240	0.445	0.413	нерозкаяний
unrequited	0.143	0.441	0.179	нерозділене
unresolved	0.135	0.441	0.173	невирішені
unresponsive	0.108	0.282	0.244	не відповідає
unrest	0.102	0.577	0.231	хвилювання
unrestrained	0.385	0.775	0.627	нестримний
unrestricted	0.698	0.458	0.644	необмежений
unromantic	0.208	0.316	0.307	неромантичний
unruly	0.240	0.745	0.547	некерований
unsafe	0.115	0.562	0.147	небезпечний
unsanitary	0.063	0.592	0.269	антисанітарія
unsatisfactory	0.122	0.520	0.189	незадовільний
unsatisfied	0.200	0.547	0.241	незадоволений
unsavory	0.071	0.637	0.353	несмачний
unscathed	0.625	0.308	0.611	неушкодженим
unscheduled	0.312	0.436	0.300	позаплановий
unscientific	0.396	0.317	0.321	ненауковий
unscrew	0.333	0.462	0.396	відкрутити
unscrupulous	0.094	0.727	0.465	безсовісний
unseat	0.229	0.500	0.312	скинути місце
unseen	0.427	0.351	0.421	невидимий
unselfish	0.615	0.353	0.377	безкорисливий
unsettled	0.208	0.647	0.170	неврегульований
unsightly	0.226	0.559	0.373	непривабливий
unsolicited	0.094	0.339	0.280	непроханий
unsolved	0.146	0.390	0.235	нерозгадані
unsophisticated	0.327	0.491	0.339	нехитрий
unsound	0.146	0.222	0.272	нездоровий
unspeakable	0.327	0.567	0.393	невимовний
unspecified	0.240	0.365	0.165	невизначений
unspoken	0.177	0.260	0.208	невисловлений
unstable	0.167	0.587	0.150	нестабільний
unsteady	0.122	0.500	0.190	нестабільний
unstoppable	0.625	0.887	0.862	нестримний
unsuccessful	0.140	0.318	0.106	невдалий
unsuitable	0.188	0.528	0.300	непридатний
unsung	0.296	0.330	0.314	неоспіваний
unsupervised	0.478	0.481	0.442	без нагляду
unsupported	0.260	0.450	0.221	не підтримується
unsure	0.143	0.580	0.217	невпевнений
unsurpassed	0.694	0.569	0.798	неперевершений
unsuspecting	0.302	0.509	0.413	нічого не підозрюючи
unsustainable	0.255	0.650	0.406	нежиттєздатний
unsweetened	0.396	0.263	0.300	несолодкий
unsympathetic	0.163	0.620	0.281	несимпатичний
untamed	0.429	0.778	0.709	неприручений
untenable	0.143	0.637	0.425	неспроможний
untested	0.302	0.296	0.348	неперевірений
unthinkable	0.365	0.480	0.481	немислиме
untidy	0.106	0.610	0.254	неохайний
untie	0.542	0.463	0.472	розв'язати
untimely	0.245	0.676	0.233	несвоєчасне
untitled	0.213	0.240	0.240	без назви
untold	0.240	0.367	0.191	невимовне
untouchable	0.490	0.602	0.683	недоторканий
untouched	0.531	0.276	0.600	недоторканий
untoward	0.122	0.555	0.291	неприємний
untraceable	0.321	0.674	0.574	непростежуваний
untrained	0.149	0.529	0.282	ненавчений
untranslated	0.271	0.188	0.264	неперекладений
untroubled	0.750	0.213	0.653	безтурботний
untrue	0.031	0.500	0.188	неправда
untrustworthy	0.097	0.449	0.287	не заслуговує довіри
unturned	0.312	0.255	0.316	неперевернутий
unused	0.344	0.231	0.234	невикористаний
unusual	0.429	0.433	0.361	незвичайний
unusually	0.385	0.406	0.358	незвично
unutterable	0.406	0.592	0.538	невимовний
unveil	0.439	0.442	0.562	розкрити
unveiling	0.569	0.570	0.675	розкриття
unverified	0.214	0.365	0.180	неперевірений
unwanted	0.177	0.546	0.205	небажаний
unwarranted	0.091	0.500	0.345	невиправданий
unwary	0.286	0.417	0.402	необережний
unwashed	0.365	0.427	0.360	немитий
unwavering	0.740	0.630	0.858	непохитний
unwed	0.541	0.595	0.459	неодружений
unwelcome	0.115	0.480	0.269	небажаний
unwell	0.143	0.640	0.221	погане самопочуття
unwilling	0.302	0.316	0.179	не хочуть
unwillingly	0.204	0.548	0.182	неохоче
unwillingness	0.204	0.311	0.113	небажання
unwind	0.837	0.181	0.394	розмотати
unwise	0.141	0.610	0.304	нерозумно
unwitting	0.260	0.526	0.344	мимоволі
unwittingly	0.312	0.510	0.264	мимоволі
unworthy	0.194	0.433	0.226	негідний
unwrap	0.604	0.491	0.557	розгорнути
unwritten	0.367	0.384	0.272	ненаписаний
unyielding	0.367	0.806	0.738	непохитний
unzip	0.378	0.520	0.538	розпакувати
upbeat	0.878	0.531	0.802	оптимістичний
upbringing	0.677	0.490	0.600	виховання
upcoming	0.688	0.460	0.550	майбутній
update	0.698	0.535	0.802	оновлення
upgrade	0.786	0.500	0.670	оновлення
upheaval	0.290	0.830	0.570	потрясіння
uphill	0.396	0.723	0.572	в гору
uphold	0.698	0.321	0.561	підтримувати
upholstery	0.592	0.270	0.386	оббивка
upkeep	0.590	0.442	0.685	утримання
upland	0.719	0.578	0.607	височини
uplands	0.615	0.471	0.577	височини
uplift	0.656	0.779	0.771	піднесення
uplifting	0.771	0.548	0.605	підняття настрою
uplink	0.544	0.510	0.595	висхідна лінія
upload	0.638	0.683	0.696	завантажити
upper	0.740	0.529	0.868	верхній
uppercut	0.410	0.600	0.550	аперкот
uppity	0.465	0.546	0.417	нахабний
upright	0.667	0.373	0.600	вертикально
uprising	0.561	0.777	0.704	повстання
uproar	0.271	0.902	0.462	галас
upscale	0.698	0.526	0.846	висококласний
upset	0.071	0.680	0.330	засмучений
upshot	0.693	0.490	0.716	підсумок
upstairs	0.663	0.408	0.645	нагорі
upstanding	0.851	0.390	0.708	стоячи
upstart	0.449	0.500	0.455	вискочка
uptight	0.184	0.716	0.333	напружений
upward	0.792	0.481	0.620	вгору
upwards	0.724	0.439	0.638	вгору
uranium	0.375	0.580	0.490	уран
urban	0.561	0.528	0.644	міський
urchin	0.417	0.510	0.373	їжак
urge	0.418	0.680	0.653	спонукати
urgency	0.429	0.908	0.543	терміновість
urgent	0.327	0.918	0.623	терміновий
urinal	0.214	0.510	0.306	пісуар
urinalysis	0.344	0.532	0.398	аналіз сечі
urinate	0.360	0.500	0.353	мочитися
urination	0.271	0.441	0.232	сечовипускання
urine	0.375	0.361	0.169	сечі
urn	0.194	0.520	0.295	урна
usable	0.812	0.455	0.611	придатний для використання
usage	0.646	0.360	0.426	використання
use	0.438	0.358	0.409	використовувати
used	0.354	0.306	0.287	використовується
useful	0.833	0.411	0.726	корисний
usefully	0.650	0.481	0.760	корисно
usefulness	0.806	0.519	0.741	корисність
useless	0.052	0.342	0.184	марний
user	0.629	0.347	0.442	користувача
usher	0.521	0.440	0.519	пристав
usual	0.625	0.221	0.400	звичайний
usurp	0.125	0.818	0.433	узурпувати
usurped	0.292	0.780	0.438	узурпований
usury	0.344	0.679	0.430	лихварство
utensil	0.573	0.279	0.383	посуд
uterus	0.551	0.420	0.510	матка
utilitarian	0.427	0.363	0.639	утилітарний
utility	0.622	0.400	0.704	корисність
utilization	0.562	0.469	0.706	використання
utilize	0.694	0.445	0.545	використовувати
utmost	0.719	0.740	0.858	все можливе
utopian	0.542	0.327	0.552	утопічний
utter	0.531	0.422	0.549	вимовляти
utterance	0.542	0.640	0.704	висловлювання
utterly	0.633	0.440	0.673	повністю
vacancy	0.643	0.311	0.418	вакансія
vacant	0.578	0.220	0.464	вакантний
vacate	0.357	0.490	0.397	звільнити
vacation	0.840	0.490	0.598	відпустка
vaccination	0.530	0.578	0.621	щеплення
vaccine	0.500	0.520	0.555	вакцина
vacuolar	0.439	0.370	0.439	вакуолярний
vacuole	0.490	0.406	0.481	вакуоль
vacuous	0.354	0.267	0.304	порожній
vacuum	0.327	0.196	0.134	вакуум
vagabond	0.384	0.531	0.144	бродяга
vagina	0.551	0.870	0.500	піхву
vaginal	0.449	0.765	0.420	вагінальний
vagrancy	0.219	0.567	0.277	бродяжництво
vagrant	0.265	0.548	0.250	бродяга
vague	0.271	0.335	0.083	розпливчастий
vagueness	0.150	0.324	0.221	невизначеність
vainly	0.365	0.283	0.169	даремно
valance	0.424	0.286	0.371	підзор
vale	0.592	0.276	0.387	долина
valedictorian	0.500	0.490	0.594	прощальний
valentine	0.888	0.615	0.510	валентинка
valet	0.635	0.406	0.389	камердинер
valiant	0.880	0.745	0.904	доблесний
valid	0.693	0.353	0.565	дійсний
validate	0.760	0.431	0.745	перевірити
validation	0.655	0.460	0.720	перевірка
validity	0.646	0.470	0.706	термін дії
valium	0.419	0.398	0.443	валіум
valley	0.729	0.306	0.386	долина
valor	0.833	0.442	0.763	доблесть
valuable	0.899	0.547	0.798	цінний
valuables	0.790	0.625	0.759	цінні речі
valuation	0.615	0.480	0.795	оцінка
value	0.875	0.582	0.802	значення
valve	0.323	0.363	0.471	клапан
vamoose	0.459	0.455	0.389	вамозний
vamp	0.310	0.794	0.566	вамп
vampire	0.271	0.802	0.545	вампір
van	0.561	0.378	0.425	фургон
vandal	0.135	0.792	0.473	вандал
vandalism	0.083	0.904	0.509	вандалізм
vane	0.561	0.280	0.231	флюгер
vanguard	0.693	0.640	0.780	авангард
vanilla	0.706	0.216	0.284	ваніль
vanish	0.236	0.480	0.347	зникати
vanished	0.208	0.566	0.255	зникла
vanishing	0.292	0.550	0.322	зникнення
vanity	0.260	0.540	0.439	марнославство
vanquish	0.708	0.760	0.804	перемогти
vanquished	0.496	0.529	0.176	переможений
vanquishing	0.600	0.748	0.764	перемагаючи
vantage	0.740	0.632	0.788	перевага
vapor	0.510	0.358	0.318	пара
vara	0.490	0.333	0.407	вар
variable	0.620	0.407	0.400	змінна
variance	0.540	0.405	0.509	дисперсія
variation	0.635	0.561	0.406	варіація
variations	0.458	0.548	0.353	варіації
varicella	0.184	0.593	0.314	вітряна віспа
varicose	0.235	0.462	0.368	варикозна
varied	0.604	0.701	0.472	різноманітні
variegated	0.398	0.549	0.406	строкатий
variety	0.714	0.472	0.598	різноманітність
various	0.500	0.296	0.342	різні
varmint	0.417	0.500	0.411	шкідник
varnish	0.448	0.353	0.361	лак
varsity	0.710	0.594	0.670	університет
vary	0.521	0.373	0.413	змінюватися
varying	0.552	0.471	0.385	варіюється
vascular	0.516	0.451	0.627	судинний
vase	0.638	0.225	0.215	ваза
vasectomy	0.208	0.663	0.431	вазектомія
vassal	0.417	0.525	0.196	васал
vast	0.520	0.535	0.545	величезний
vat	0.333	0.491	0.509	куб
vaudeville	0.490	0.471	0.472	водевіль
vault	0.490	0.378	0.644	склепіння
vaulted	0.417	0.460	0.542	склепінчастий
vaulting	0.510	0.323	0.520	стрибковий спорт
veal	0.438	0.337	0.410	телятина
vector	0.538	0.308	0.482	вектор
veer	0.469	0.430	0.338	поворот
vega	0.510	0.333	0.434	вега
vegan	0.490	0.226	0.357	веганський
vegetable	0.551	0.120	0.289	рослинний
vegetarian	0.562	0.255	0.407	вегетаріанська
vegetarianism	0.510	0.269	0.407	вегетаріанство
vegetation	0.740	0.177	0.500	рослинність
vegetative	0.500	0.270	0.351	вегетативний
veggie	0.602	0.245	0.409	овоч
vehement	0.500	0.500	0.575	палкий
vehicle	0.641	0.565	0.500	транспортний засіб
veil	0.500	0.235	0.415	вуаль
veiled	0.370	0.317	0.324	завуальований
vein	0.347	0.373	0.318	вена
veined	0.487	0.459	0.294	прожилкований
vellum	0.500	0.349	0.321	пергамент
velocity	0.673	0.769	0.783	швидкість
velour	0.670	0.292	0.412	велюр
velvet	0.663	0.226	0.304	оксамит
velvety	0.677	0.343	0.493	оксамитовий
vena	0.500	0.315	0.345	вена
vendetta	0.198	0.784	0.583	вендета
vending	0.417	0.565	0.549	вендінг
vendor	0.541	0.541	0.627	постачальник
veneer	0.490	0.265	0.289	шпон
venerable	0.708	0.369	0.600	поважний
veneration	0.745	0.650	0.712	шанування
venereal	0.302	0.654	0.424	венеричні
venetian	0.633	0.373	0.464	венеціанський
vengeance	0.103	0.927	0.719	помста
vengeful	0.150	0.840	0.561	мстивий
venison	0.510	0.422	0.296	оленина
venom	0.125	0.770	0.491	отрута
venomous	0.159	0.841	0.636	отруйний
venous	0.406	0.571	0.453	венозний
vent	0.479	0.519	0.529	вентиляційний отвір
ventilation	0.719	0.451	0.568	вентиляція
ventilator	0.471	0.353	0.344	вентилятор
venting	0.375	0.388	0.418	вентиляція
ventricle	0.520	0.387	0.464	шлуночок
ventricular	0.440	0.549	0.475	шлуночковий
ventriloquist	0.552	0.600	0.526	вентрилоквіст
venture	0.893	0.810	0.644	підприємство
venue	0.727	0.316	0.395	місце проведення
veracity	0.735	0.724	0.798	правдивість
veranda	0.743	0.343	0.439	веранда
verb	0.582	0.312	0.414	дієслово
verbal	0.520	0.291	0.562	вербальний
verbatim	0.562	0.255	0.574	дослівно
verbiage	0.429	0.560	0.535	багатослівність
verbose	0.439	0.480	0.635	багатослівний
verbosity	0.300	0.491	0.451	багатослівність
verdant	0.600	0.260	0.389	зелений
verdict	0.325	0.689	0.800	вирок
verge	0.500	0.337	0.305	межа
verification	0.750	0.276	0.642	перевірка
verified	0.781	0.367	0.677	перевірено
verify	0.761	0.481	0.704	перевірити
verily	0.713	0.351	0.585	воістину
veritable	0.794	0.330	0.759	справжній
vermin	0.167	0.712	0.385	паразити
vermouth	0.503	0.480	0.425	вермут
vernacular	0.479	0.453	0.615	народна мова
vernal	0.553	0.402	0.451	весняний
veronica	0.594	0.399	0.402	вероніка
versatile	0.906	0.625	0.714	універсальний
versatility	0.878	0.585	0.750	універсальність
verse	0.667	0.269	0.336	вірш
version	0.604	0.423	0.538	версія
versus	0.310	0.500	0.447	проти
vert	0.490	0.375	0.434	верт
vertebra	0.427	0.330	0.532	хребця
vertebral	0.308	0.434	0.525	хребетний
vertex	0.316	0.510	0.491	вершина
vertical	0.520	0.387	0.492	вертикальний
vertically	0.534	0.385	0.545	вертикально
vertigo	0.292	0.655	0.445	запаморочення
verve	0.724	0.840	0.693	бадьорість
very negative	0.062	0.521	0.148	дуже негативно
very positive	1.000	0.551	0.825	дуже позитивно
veryangry	0.323	0.714	0.527	дуже злий
vesicle	0.359	0.509	0.379	везикула
vesicular	0.214	0.440	0.483	везикулярний
vessel	0.490	0.398	0.538	судно
vest	0.667	0.380	0.371	жилет
vested	0.663	0.415	0.648	наділений
vestibule	0.541	0.385	0.422	тамбур
vestige	0.562	0.470	0.454	пережиток
vet	0.531	0.400	0.644	вет
veteran	0.560	0.431	0.759	ветеран
veterinarian	0.582	0.418	0.542	ветеринарний лікар
veterinary	0.656	0.450	0.603	ветеринарний
veto	0.271	0.462	0.509	вето
vexed	0.115	0.802	0.413	роздратований
viability	0.776	0.500	0.684	життєздатність
viable	0.656	0.320	0.667	життєздатний
viaduct	0.420	0.440	0.662	віадук
vial	0.594	0.346	0.445	флакон
vibe	0.710	0.480	0.517	атмосфера
vibes	0.635	0.688	0.574	вібрації
vibrant	0.771	0.824	0.782	яскравий
vibrate	0.500	0.698	0.604	вібрувати
vibration	0.583	0.657	0.528	вібрація
vibrator	0.479	0.798	0.500	вібратор
vibratory	0.542	0.690	0.527	вібраційний
vicar	0.531	0.370	0.555	вікарій
vicarious	0.479	0.452	0.517	вікарний
vice	0.296	0.778	0.480	порок
viceroy	0.541	0.481	0.712	віце-король
vicinity	0.700	0.353	0.466	поблизу
vicious	0.208	0.694	0.407	порочний
victim	0.115	0.676	0.202	жертва
victimized	0.115	0.644	0.273	жертвами
victor	0.802	0.587	0.796	переможець
victoria	0.896	0.811	0.837	вікторія
victorious	0.884	0.886	0.946	переможний
victory	0.938	0.735	0.931	перемога
video	0.646	0.577	0.427	відео
video game	0.707	0.765	0.414	відеогра
videotape	0.665	0.343	0.384	відеокасета
vie	0.484	0.491	0.500	змагатися
view	0.896	0.292	0.555	переглянути
viewer	0.592	0.358	0.558	глядач
viewing	0.690	0.394	0.598	перегляду
viewpoint	0.673	0.306	0.644	точка зору
vigil	0.521	0.480	0.491	чування
vigilance	0.490	0.615	0.724	пильність
vigilant	0.469	0.643	0.791	пильний
vigilante	0.418	0.627	0.720	пильний
vignette	0.717	0.283	0.382	віньєтка
vigor	0.860	0.755	0.811	бадьорість
vigorous	0.857	0.770	0.897	енергійний
viking	0.541	0.755	0.605	вікінг
vile	0.083	0.537	0.553	підлий
villa	0.698	0.290	0.345	вілла
village	0.684	0.367	0.336	село
villager	0.710	0.387	0.509	сільський житель
villain	0.177	0.892	0.590	лиходій
villainous	0.122	0.840	0.470	злодійський
vinaigrette	0.490	0.286	0.300	вінегрет
vindicate	0.656	0.596	0.767	виправдовувати
vindicated	0.615	0.480	0.609	виправданий
vindication	0.531	0.632	0.764	виправдання
vindictive	0.092	0.830	0.500	мстивий
vine	0.531	0.292	0.405	лоза
vinegar	0.276	0.370	0.356	оцет
vineyard	0.806	0.382	0.595	виноградник
vintage	0.680	0.390	0.481	старовинний
vinyl	0.490	0.241	0.440	вініл
viola	0.521	0.461	0.481	альт
violate	0.061	0.970	0.519	порушувати
violation	0.083	0.892	0.413	порушення
violence	0.061	0.933	0.719	насильство
violent	0.112	0.918	0.616	жорстокий
violently	0.120	0.970	0.527	насильно
violet	0.688	0.272	0.401	фіолетовий
violin	0.823	0.396	0.389	скрипка
violinist	0.804	0.302	0.538	скрипаль
viper	0.173	0.846	0.632	гадюка
viral	0.240	0.612	0.518	вірусний
virgin	0.622	0.433	0.462	незаймана
virginal	0.673	0.577	0.464	незаймана
virginity	0.691	0.676	0.576	незайманість
virility	0.684	0.670	0.718	мужність
virology	0.418	0.569	0.562	вірусології
virtual	0.598	0.532	0.463	віртуальний
virtually	0.594	0.521	0.625	практично
virtue	0.896	0.443	0.827	чеснота
virtuoso	0.929	0.591	0.863	віртуозний
virtuous	0.890	0.530	0.822	доброчесний
virulence	0.094	0.533	0.438	вірулентність
virus	0.277	0.740	0.443	вірус
visa	0.735	0.367	0.660	віза
visage	0.700	0.361	0.482	візаж
viscosity	0.417	0.521	0.454	в'язкість
viscous	0.398	0.396	0.409	в'язкий
vise	0.533	0.391	0.451	лещата
visibility	0.750	0.444	0.676	видимість
visible	0.750	0.342	0.509	видно
visibly	0.724	0.373	0.591	помітно
vision	0.708	0.447	0.742	бачення
visionary	0.823	0.565	0.791	далекоглядний
visit	0.771	0.443	0.445	відвідати
visitation	0.729	0.346	0.534	відвідування
visiting	0.729	0.440	0.519	відвідування
visitor	0.646	0.480	0.461	відвідувач
visor	0.396	0.490	0.265	козирок
vista	0.698	0.390	0.450	перспектива
visual	0.813	0.462	0.462	візуальний
visualize	0.635	0.431	0.537	візуалізувати
vital	0.750	0.716	0.847	життєво важливий
vitality	0.923	0.565	0.869	життєва сила
vitals	0.704	0.604	0.798	життєво важливі
vitamin	0.827	0.330	0.560	вітамін
vitreous	0.312	0.413	0.396	склоподібне тіло
viva	0.840	0.567	0.644	віва
vivacious	0.780	0.820	0.758	жвавий
vivid	0.698	0.627	0.667	яскравий
vixen	0.367	0.615	0.414	лисиця
vocabulary	0.530	0.247	0.585	словниковий запас
vocal	0.583	0.352	0.340	вокал
vocalist	0.688	0.596	0.596	вокаліст
vocation	0.833	0.426	0.686	покликання
vodka	0.510	0.632	0.491	горілка
vogue	0.740	0.491	0.538	мода
voice	0.594	0.343	0.528	голос
voiceless	0.271	0.235	0.131	безголосий
voicemail	0.458	0.453	0.406	голосова пошта
void	0.135	0.163	0.130	недійсний
volatile	0.323	0.786	0.565	летючий
volatility	0.281	0.755	0.553	волатильність
volcanic	0.344	0.910	0.781	вулканічний
volcano	0.240	0.844	0.787	вулкан
volition	0.480	0.587	0.578	воля
volley	0.529	0.460	0.336	залп
volleyball	0.640	0.700	0.458	волейбол
voltage	0.382	0.855	0.621	Напруга
voltmeter	0.599	0.596	0.545	вольтметр
volume	0.552	0.490	0.546	обсяг
volumes	0.552	0.452	0.520	обсяги
voluminous	0.561	0.450	0.658	об'ємні
voluntarily	0.847	0.460	0.527	добровільно
voluntary	0.771	0.460	0.643	добровільний
volunteer	0.888	0.422	0.596	волонтер
volunteering	0.844	0.614	0.603	волонтерство
volunteers	0.820	0.448	0.630	волонтери
voluptuous	0.673	0.719	0.792	хтивий
vomit	0.073	0.569	0.188	блювота
vomiting	0.156	0.780	0.157	блювота
voodoo	0.188	0.600	0.453	вуду
voracious	0.385	0.892	0.694	ненажерливий
vortex	0.408	0.691	0.602	вихровий
vote	0.582	0.500	0.649	голосувати
voter	0.612	0.538	0.754	виборець
voting	0.615	0.602	0.768	голосування
votive	0.479	0.460	0.453	вотивний
vouch	0.625	0.417	0.746	поручитися
voucher	0.622	0.416	0.601	ваучер
vow	0.560	0.510	0.664	обітниця
vowel	0.490	0.283	0.311	голосний
voyage	0.816	0.714	0.580	подорож
voyager	0.684	0.596	0.627	мандрівник
voyeur	0.479	0.615	0.466	вуайеріст
vulgar	0.083	0.820	0.445	вульгарний
vulgarity	0.104	0.870	0.346	вульгарність
vulnerability	0.250	0.510	0.267	вразливість
vulnerable	0.198	0.490	0.245	вразливий
vulture	0.316	0.604	0.472	гриф
wacko	0.271	0.574	0.330	божевільний
wacky	0.153	0.720	0.321	безглуздий
wad	0.333	0.318	0.259	пачка
waddle	0.490	0.453	0.388	перевалюватися
wade	0.510	0.656	0.472	пробиратися
wafer	0.677	0.360	0.313	вафельний
waffle	0.708	0.394	0.327	вафельний
wag	0.448	0.490	0.481	виляти
wage	0.635	0.480	0.565	заробітна плата
wager	0.479	0.816	0.615	ставка
wages	0.776	0.440	0.620	заробітної плати
wagon	0.490	0.461	0.474	вагон
wail	0.418	0.724	0.393	голосити
waist	0.542	0.448	0.351	талія
waistcoat	0.542	0.320	0.389	жилет
waistline	0.560	0.417	0.320	лінія талії
wait	0.224	0.167	0.264	чекати
waiter	0.459	0.300	0.295	офіціант
waiting	0.239	0.339	0.333	очікування
waitinggame	0.604	0.549	0.406	гра в очікуванні
waitress	0.646	0.531	0.352	офіціантка
waive	0.276	0.559	0.311	відмовлятися
waiver	0.396	0.630	0.373	відмова
wake	0.700	0.470	0.512	розбудити
walk	0.643	0.412	0.450	ходити
walker	0.551	0.491	0.525	ходунки
walking	0.708	0.480	0.781	ходьба
walkout	0.292	0.853	0.427	прогулянка
wall	0.417	0.250	0.509	стіна
wallaby	0.541	0.368	0.391	валлабі
wallet	0.680	0.432	0.500	гаманець
wallflower	0.667	0.298	0.342	стіноквітка
wallop	0.320	0.790	0.689	битися
wallow	0.286	0.878	0.491	валятися
wallpaper	0.673	0.173	0.308	шпалери
walnut	0.688	0.302	0.255	волоський горіх
walrus	0.521	0.327	0.361	морж
waltz	0.769	0.410	0.315	вальс
wan	0.384	0.457	0.310	слабий
wand	0.542	0.322	0.315	паличка
wander	0.427	0.417	0.330	бродити
wanderer	0.458	0.519	0.396	мандрівник
wandering	0.323	0.471	0.357	блукання
wane	0.188	0.402	0.098	слабшати
waning	0.375	0.333	0.300	слабшає
wanker	0.290	0.569	0.446	дрочити
wannabe	0.602	0.547	0.337	хотів бути
wannasleep	0.604	0.330	0.345	хочеться спати
want	0.671	0.642	0.598	хочуть
wanting	0.760	0.433	0.593	бажаючи
wanton	0.427	0.739	0.500	безглуздий
war	0.022	0.892	0.727	війни
warbler	0.480	0.349	0.311	очеретянка
warcrimes	0.031	0.852	0.585	військові злочини
ward	0.469	0.255	0.254	палата
warden	0.615	0.627	0.898	наглядач
wardrobe	0.612	0.510	0.336	гардероб
ware	0.604	0.443	0.455	посуд
warehouse	0.721	0.365	0.446	склад
warfare	0.062	0.885	0.845	ведення війни
warhead	0.219	0.756	0.536	бойова частина
warlike	0.367	0.847	0.779	войовничий
