English Word	Valence	Arousal	Dominance	Hausa Word
proverbial	0.583	0.430	0.697	karin magana
provide	0.833	0.517	0.704	bayar da
provided	0.871	0.353	0.648	bayar da
providence	0.603	0.337	0.755	tanadi
provider	0.751	0.494	0.750	mai bayarwa
providing	0.816	0.550	0.896	bayarwa
province	0.714	0.255	0.471	lardin
provincial	0.645	0.341	0.481	lardi
provision	0.750	0.450	0.692	tanadi
provisional	0.531	0.539	0.364	na wucin gadi
provisionally	0.570	0.470	0.461	na ɗan lokaci
provisions	0.670	0.510	0.642	tanadi
proviso	0.418	0.406	0.569	tanadi
provocation	0.210	0.893	0.705	tsokana
provocative	0.438	0.814	0.684	m
provoke	0.300	0.871	0.735	tsokane
provoked	0.271	0.676	0.528	tsokana
provoking	0.338	0.920	0.717	tsokana
provost	0.480	0.474	0.464	provost
prowess	0.792	0.657	0.833	bajinta
prowl	0.312	0.542	0.396	rarrafe
prowler	0.375	0.608	0.509	prowler
proximal	0.541	0.460	0.562	kusanci
proximate	0.667	0.433	0.519	kusanci
proximity	0.677	0.508	0.569	kusanci
proxy	0.521	0.408	0.520	wakili
prude	0.327	0.410	0.333	hankali
prudence	0.781	0.284	0.679	hankali
prudent	0.706	0.250	0.657	mai hankali
prune	0.531	0.311	0.382	datsa
pruning	0.265	0.302	0.310	pruning
pry	0.406	0.482	0.500	pry
prying	0.385	0.647	0.547	prying
psalm	0.688	0.224	0.557	zabura
psalms	0.602	0.252	0.534	zabura
pseudo	0.367	0.389	0.282	karya
pseudonym	0.500	0.398	0.423	sunan ƙarya
psi	0.429	0.454	0.449	psi
psoriasis	0.125	0.674	0.330	psoriasis
psych	0.480	0.500	0.526	hankali
psyche	0.427	0.375	0.435	hankali
psychedelic	0.450	0.630	0.482	mahaukata
psychiatric	0.210	0.616	0.525	masu tabin hankali
psychiatrist	0.489	0.627	0.765	likitan hauka
psychiatry	0.191	0.663	0.698	ilimin hauka
psychic	0.490	0.559	0.726	mahaukata
psychical	0.500	0.500	0.811	na hankali
psychics	0.490	0.529	0.692	mahaukata
psycho	0.039	0.922	0.560	tunani
psychoanalysis	0.438	0.490	0.741	psychoanalysis
psychoanalyst	0.343	0.600	0.738	psychoanalyst
psychobabble	0.363	0.602	0.543	psychobabble
psychological	0.406	0.449	0.660	hankali
psychologist	0.375	0.308	0.658	masanin ilimin halayyar dan adam
psychology	0.561	0.396	0.726	ilimin halin dan Adam
psychopath	0.040	0.943	0.536	hanyar tunani
psychopathic	0.077	0.918	0.508	psychopathic
psychosis	0.167	0.859	0.312	psychosis
psychosomatic	0.250	0.580	0.473	psychosomatic
psychotherapy	0.396	0.547	0.651	psychotherapy
psychotic	0.198	0.856	0.474	hankali
pterodactyl	0.354	0.716	0.625	pterodactyl
ptsd	0.373	0.520	0.346	ptsd
pub	0.592	0.637	0.446	mashaya
puberty	0.552	0.786	0.504	balaga
pubes	0.490	0.513	0.349	pubes
pubescent	0.550	0.570	0.455	balaga
pubic	0.406	0.570	0.509	jama'a
public	0.592	0.510	0.664	jama'a
publication	0.549	0.470	0.600	bugawa
publicist	0.562	0.531	0.676	jama'a
publicity	0.590	0.622	0.679	jama'a
publicly	0.740	0.481	0.632	a bainar jama'a
publicspeaking	0.448	0.917	0.632	magana da jama'a
publish	0.714	0.547	0.603	buga
published	0.667	0.429	0.570	aka buga
publisher	0.571	0.392	0.691	mawallafi
publishing	0.708	0.615	0.660	bugawa
puck	0.398	0.490	0.349	bugu
pucker	0.327	0.427	0.315	kuraje
pudding	0.750	0.255	0.202	pudding
puddle	0.396	0.302	0.298	kududdufi
pudgy	0.310	0.428	0.300	pudgy
puff	0.531	0.367	0.260	kumburi
puffing	0.396	0.612	0.375	kumburi
puffy	0.333	0.540	0.387	kumburi
pug	0.600	0.298	0.462	pug
puke	0.204	0.545	0.292	puke
pull	0.450	0.685	0.473	ja
pulley	0.480	0.333	0.413	abin wuya
pullover	0.657	0.340	0.439	janyewa
pulmonary	0.276	0.471	0.544	na huhu
pulp	0.469	0.231	0.324	ɓangaren litattafan almara
pulpit	0.469	0.449	0.517	mimbari
pulsar	0.490	0.500	0.618	pulsar
pulsation	0.448	0.567	0.585	bugun jini
pulse	0.507	0.412	0.492	bugun jini
puma	0.615	0.704	0.561	puma
pump	0.417	0.882	0.681	famfo
pumped	0.615	0.700	0.528	famfo
pumpkin	0.539	0.177	0.355	kabewa
pun	0.653	0.529	0.457	magana
punch	0.229	0.787	0.608	naushi
punched	0.188	0.634	0.452	naushi
punching	0.332	0.915	0.623	naushi
punchy	0.520	0.618	0.745	naushi
punctual	0.745	0.337	0.636	akan lokaci
punctuality	0.810	0.406	0.758	kan lokaci
punctually	0.760	0.380	0.728	akan lokaci
punctuation	0.561	0.385	0.592	alamar rubutu
puncture	0.198	0.777	0.420	huda
pundit	0.644	0.582	0.833	pundit
pungent	0.347	0.755	0.535	m
punish	0.061	0.808	0.610	hukunta
punishable	0.198	0.588	0.433	hukunci
punished	0.177	0.735	0.481	azabtarwa
punishing	0.094	0.898	0.471	azabtarwa
punishment	0.083	0.825	0.536	hukunci
punitive	0.281	0.576	0.605	azabtarwa
punk	0.429	0.630	0.358	fanko
punt	0.365	0.480	0.393	punt
puny	0.312	0.324	0.135	m
pup	0.755	0.427	0.302	tsana
pupil	0.729	0.406	0.368	almajiri
puppet	0.459	0.433	0.298	yar tsana
puppeteer	0.337	0.491	0.390	yar tsana
puppy	0.908	0.461	0.324	kwikwiyo
purchase	0.625	0.500	0.616	saya
purchaser	0.510	0.549	0.673	mai siye
purchasing	0.667	0.653	0.661	sayayya
pure	0.811	0.306	0.652	tsarki
purebliss	0.625	0.451	0.526	tsarki
puree	0.708	0.255	0.208	tsarki
purely	0.684	0.441	0.536	zalla
purgatory	0.255	0.705	0.413	purgatory
purge	0.125	0.566	0.327	tsarkakewa
purification	0.847	0.452	0.774	tsarkakewa
purify	0.823	0.304	0.746	tsarkakewa
purist	0.625	0.418	0.575	purist
purity	0.823	0.205	0.712	tsarki
purple	0.700	0.298	0.330	purple
purport	0.663	0.377	0.684	zato
purpose	0.800	0.534	0.782	manufa
purposely	0.646	0.706	0.703	da gangan
purr	0.604	0.460	0.302	purr
purring	0.748	0.330	0.271	purring
purse	0.656	0.176	0.306	jaka
pursuance	0.552	0.500	0.559	biyan
pursue	0.417	0.783	0.536	bi
pursuing	0.483	0.906	0.690	bi
pursuit	0.643	0.453	0.617	bi
purveyor	0.643	0.480	0.843	purveyor
purview	0.635	0.480	0.681	purview
pus	0.135	0.431	0.226	farji
push	0.417	0.608	0.524	tura
pusher	0.323	0.828	0.585	mai turawa
pushing	0.396	0.644	0.731	turawa
pushover	0.347	0.558	0.375	turawa
pushy	0.080	0.906	0.741	turawa
puss	0.306	0.582	0.236	farji
pussy	0.323	0.759	0.409	farji
pussycat	0.541	0.290	0.196	farji
put	0.520	0.398	0.510	saka
putative	0.510	0.480	0.410	sakawa
putrid	0.146	0.620	0.385	m
puts	0.428	0.407	0.369	yana sanyawa
putt	0.480	0.500	0.418	saka
putter	0.371	0.394	0.381	mai sakawa
putty	0.438	0.304	0.314	saka
puzzle	0.537	0.471	0.525	wuyar warwarewa
puzzled	0.204	0.500	0.272	mamaki
puzzling	0.296	0.644	0.353	mai daure kai
pygmy	0.357	0.373	0.317	pygmy
pylon	0.417	0.288	0.370	pylon
pyramid	0.740	0.390	0.635	dala
pyramidal	0.613	0.385	0.600	pyramidal
pyrotechnics	0.561	0.821	0.532	pyrotechnics
python	0.219	0.618	0.618	Python
quack	0.530	0.451	0.625	kwakkwara
quad	0.520	0.441	0.391	hudu
quadrangle	0.458	0.589	0.573	hudu
quadrant	0.500	0.269	0.482	quadrant
quadratic	0.430	0.385	0.471	na hudu
quadrature	0.458	0.363	0.472	qudrature
quadruple	0.510	0.400	0.589	sau hudu
quadrupole	0.450	0.425	0.386	hudu
quagmire	0.318	0.480	0.413	kwarjini
quail	0.500	0.318	0.287	kwarto
quaint	0.625	0.463	0.474	kwarjini
quake	0.110	0.824	0.672	girgiza
qualifications	0.776	0.576	0.750	cancanta
qualified	0.760	0.520	0.815	m
qualify	0.730	0.594	0.520	cancanta
qualifying	0.788	0.577	0.789	cancanta
qualities	0.844	0.510	0.731	halaye
quality	0.896	0.443	0.852	inganci
quandary	0.208	0.575	0.422	damuwa
quantify	0.719	0.459	0.721	ƙididdigewa
quantitative	0.604	0.460	0.667	adadi
quantitatively	0.510	0.491	0.713	a adadi mai yawa
quantity	0.520	0.472	0.783	yawa
quantum	0.704	0.500	0.600	adadi
quarantine	0.160	0.577	0.589	killace masu cuta
quarrel	0.112	0.929	0.496	jayayya
quarry	0.378	0.426	0.450	kwarjini
quart	0.439	0.265	0.436	kwata
quarter	0.568	0.296	0.509	kwata
quarterback	0.677	0.726	0.767	kwata-kwata
quartered	0.296	0.870	0.395	kwata
quarterly	0.604	0.380	0.448	kwata-kwata
quartermaster	0.551	0.580	0.661	mai kula da kwata-kwata
quarters	0.510	0.412	0.480	kwata
quartet	0.479	0.377	0.472	kwata
quartile	0.438	0.445	0.445	kwata-kwata
quarto	0.458	0.396	0.393	kwarto
quartz	0.704	0.292	0.481	quartz
quash	0.271	0.689	0.518	kaska
quasi	0.510	0.343	0.330	kwazo
quaternary	0.491	0.370	0.509	na kwata
quay	0.542	0.209	0.442	kayi
queasiness	0.230	0.594	0.135	damuwa
queasy	0.250	0.587	0.225	m
queen	0.875	0.692	0.860	sarauniya
quell	0.388	0.696	0.434	kwantar da hankali
quench	0.385	0.344	0.333	kashe
query	0.521	0.420	0.467	tambaya
quest	0.643	0.716	0.545	nema
question	0.510	0.410	0.509	tambaya
questionable	0.268	0.551	0.365	abin tambaya
questioning	0.438	0.696	0.509	tambaya
questionnaire	0.385	0.327	0.606	takardar tambaya
queue	0.458	0.344	0.365	jerin gwano
queues	0.385	0.479	0.269	jerin gwano
quibble	0.312	0.685	0.466	girgiza
quiche	0.500	0.456	0.396	quiche
quick	0.704	0.755	0.750	mai sauri
quicken	0.686	0.750	0.799	gaggauta
quickie	0.600	0.700	0.431	sauri
quickly	0.784	0.850	0.636	da sauri
quickness	0.774	0.635	0.740	sauri
quicksand	0.219	0.740	0.508	sauri yashi
quicksilver	0.417	0.441	0.529	azumin Azurfa
quid	0.479	0.378	0.327	qud
quiescent	0.500	0.160	0.305	shiru
quiet	0.792	0.105	0.431	shiru
quietly	0.561	0.125	0.321	shiru
quill	0.521	0.216	0.263	kwali
quilt	0.643	0.123	0.226	tsumma
quince	0.557	0.368	0.474	Quince
quinine	0.418	0.461	0.375	quinine
quintet	0.560	0.560	0.500	quintet
quirk	0.490	0.384	0.618	kyar
quirky	0.708	0.373	0.564	m
quit	0.469	0.559	0.488	daina
quits	0.229	0.480	0.352	sallama
quitter	0.260	0.460	0.321	sallama
quiver	0.320	0.452	0.335	kwarjini
quivering	0.407	0.776	0.342	girgiza
quiz	0.462	0.610	0.527	tambaya
quorum	0.615	0.544	0.602	kuri'a
quota	0.427	0.410	0.400	rabo
quotation	0.796	0.590	0.461	zance
quote	0.680	0.550	0.430	zance
quotes	0.625	0.578	0.520	ambato
quotient	0.615	0.290	0.580	zance
rabbi	0.459	0.362	0.723	ya rabbi
rabbit	0.685	0.330	0.241	zomo
rabble	0.184	0.602	0.292	zagi
rabid	0.089	0.827	0.454	rabid
rabies	0.115	0.750	0.382	rabies
raccoon	0.541	0.435	0.320	rakon
race	0.592	0.426	0.658	tseren
racehorse	0.719	0.702	0.600	dokin tsere
racer	0.480	0.631	0.678	mai tsere
racetrack	0.708	0.808	0.624	tseren tsere
racial	0.292	0.519	0.513	launin fata
racism	0.122	0.673	0.487	wariyar launin fata
racist	0.061	0.673	0.482	wariyar launin fata
rack	0.385	0.373	0.409	taraka
racket	0.520	0.356	0.352	raket
racketeering	0.167	0.877	0.697	wasan tsere
racking	0.411	0.442	0.375	racking
racquetball	0.582	0.667	0.444	wasan kwallon raga
racy	0.427	0.566	0.390	ratsi
radar	0.521	0.615	0.579	radar
radial	0.439	0.404	0.500	radial
radiance	0.796	0.625	0.719	annuri
radiant	0.888	0.717	0.791	mai haske
radiate	0.719	0.735	0.738	haskakawa
radiation	0.167	0.741	0.536	radiation
radiator	0.385	0.452	0.475	radiyo
radical	0.500	0.792	0.811	m
radically	0.552	0.731	0.715	m
radio	0.573	0.402	0.358	rediyo
radioactive	0.190	0.798	0.741	rediyoaktif
radioactivity	0.240	0.910	0.696	aikin rediyo
radiograph	0.561	0.490	0.491	rediyo
radiography	0.469	0.614	0.543	rediyo
radiologist	0.490	0.423	0.634	likitan rediyo
radiology	0.459	0.460	0.574	aikin rediyo
radish	0.500	0.316	0.398	radish
radium	0.469	0.360	0.517	radium
radius	0.521	0.324	0.500	radius
radon	0.323	0.418	0.375	radon
raffle	0.640	0.510	0.454	raffle
raft	0.510	0.229	0.228	rafi
rag	0.255	0.226	0.180	raggu
rage	0.082	0.888	0.658	fushi
ragemode	0.363	0.663	0.454	ragemode
ragetweet	0.398	0.551	0.431	ragetweet
ragged	0.198	0.519	0.226	rago
raggedy	0.198	0.531	0.314	raggedy
raging	0.219	0.927	0.598	fushi
rags	0.434	0.309	0.198	ragama
ragtime	0.469	0.602	0.398	ragtime
raid	0.350	0.726	0.560	kai hari
raider	0.302	0.860	0.525	mahara
rail	0.470	0.500	0.526	dogo
railing	0.551	0.298	0.440	layin dogo
railroad	0.591	0.592	0.500	titin jirgin kasa
railway	0.613	0.615	0.623	layin dogo
raiment	0.667	0.402	0.377	tufafi
rain	0.542	0.388	0.330	ruwan sama
rainbow	0.878	0.350	0.462	bakan gizo
rainbow trout	0.700	0.462	0.330	kifi bakan gizo
rainbows	0.875	0.517	0.402	bakan gizo
raincoat	0.458	0.300	0.525	ruwan sama
raindrops	0.698	0.337	0.311	ruwan sama
rainfall	0.604	0.314	0.378	ruwan sama
rainforest	0.612	0.375	0.398	gandun daji
rainmaker	0.448	0.509	0.544	mai yin ruwan sama
rainstorm	0.392	0.535	0.377	ruwan sama
rainy	0.610	0.451	0.433	ruwan sama
rainyday	0.520	0.380	0.315	damina
raise	0.885	0.685	0.765	tada
raised	0.656	0.326	0.643	tashe
raisin	0.594	0.235	0.246	zabibi
raising	0.735	0.519	0.643	kiwon
rake	0.410	0.286	0.314	rake
rally	0.612	0.680	0.554	gangami
ram	0.406	0.452	0.388	rago
ramble	0.615	0.464	0.440	ramble
rambling	0.448	0.510	0.528	rambling
ramp	0.490	0.517	0.357	ramp
rampage	0.240	0.875	0.509	tashin hankali
rampant	0.490	0.788	0.526	m
rampart	0.322	0.520	0.538	shinge
ramrod	0.406	0.408	0.349	ramrod
ranch	0.357	0.420	0.409	kiwo
rancher	0.510	0.520	0.543	kiwo
rancid	0.156	0.451	0.214	rancid
random	0.490	0.520	0.321	bazuwar
randomly	0.410	0.594	0.302	bazuwar
randomness	0.418	0.449	0.433	bazuwar
randy	0.490	0.394	0.481	randy
range	0.490	0.472	0.615	iyaka
ranger	0.526	0.545	0.705	majiɓinci
rank	0.531	0.380	0.686	matsayi
ranking	0.540	0.592	0.680	matsayi
ransom	0.582	0.800	0.565	fansa
rant	0.219	0.774	0.482	bacin rai
ranting	0.181	0.755	0.500	rantsewa
rap	0.604	0.575	0.464	rap
rape	0.062	0.856	0.527	fyade
rapid	0.667	0.788	0.768	m
rapidity	0.667	0.798	0.806	sauri
rapids	0.573	0.817	0.788	rapids
rapist	0.062	0.906	0.571	mai fyade
rapper	0.550	0.755	0.482	rapper
rapping	0.565	0.716	0.417	rapping
rapport	0.771	0.664	0.567	rahoto
rapt	0.521	0.736	0.510	fyaɗe
raptor	0.270	0.773	0.612	raptor
raptors	0.280	0.565	0.591	raptors
rapture	0.439	0.883	0.567	fyaucewa
rare	0.396	0.413	0.236	rare
rarely	0.408	0.367	0.366	da wuya
rarity	0.646	0.548	0.364	rashin sani
rascal	0.169	0.706	0.445	raskanci
rash	0.219	0.820	0.491	kurji
raspberries	0.802	0.278	0.333	raspberries
raspberry	0.735	0.336	0.291	rasberi
rat	0.271	0.567	0.255	bera
ratchet	0.449	0.520	0.343	ratsi
rate	0.521	0.297	0.407	ƙimar
ratification	0.653	0.577	0.609	amincewa
ratify	0.750	0.462	0.716	tabbatarwa
rating	0.663	0.679	0.637	rating
ratio	0.560	0.461	0.741	rabo
ration	0.521	0.346	0.390	rabo
rational	0.775	0.347	0.632	m
rationale	0.656	0.400	0.815	m
rationalism	0.562	0.500	0.676	tunani
rationality	0.633	0.510	0.767	hankali
rationalize	0.633	0.400	0.746	hankali
rationing	0.396	0.404	0.540	rabon abinci
rattan	0.434	0.334	0.377	rattan
rattle	0.490	0.429	0.268	girgiza
rattled	0.354	0.641	0.330	girgiza
rattler	0.396	0.730	0.455	rattler
rattlesnake	0.188	0.803	0.613	rattlesnake
ratty	0.354	0.450	0.358	ratsi
raucous	0.316	0.740	0.538	m
ravage	0.214	0.755	0.575	lalata
rave	0.490	0.637	0.420	zagi
raven	0.479	0.446	0.426	hankaka
ravenous	0.406	0.700	0.509	m
ravine	0.354	0.673	0.413	kwazazzabo
raving	0.312	0.764	0.358	ragi
ravioli	0.656	0.281	0.308	ravioli
ravishing	0.745	0.833	0.830	cin zarafi
raw	0.143	0.349	0.342	danye
rawhide	0.292	0.360	0.327	ruwa
rawr	0.457	0.635	0.406	rawr
ray	0.550	0.670	0.538	ray
razor	0.260	0.610	0.481	reza
reach	0.719	0.625	0.690	isa
react	0.500	0.716	0.717	amsa
reaction	0.470	0.811	0.706	dauki
reactionary	0.406	0.573	0.690	amsawa
reactive	0.434	0.817	0.721	amsawa
reactor	0.438	0.794	0.772	reactor
read	0.740	0.283	0.611	karanta
reader	0.776	0.224	0.602	mai karatu
readership	0.698	0.306	0.422	mai karatu
readily	0.740	0.290	0.547	a shirye
readiness	0.708	0.531	0.700	shiri
reading	0.781	0.183	0.415	karatu
readjustment	0.560	0.563	0.510	gyarawa
readout	0.590	0.250	0.518	karantawa
ready	0.770	0.388	0.648	shirye
readytogo	0.667	0.654	0.578	shirye-shirye
reaffirm	0.750	0.559	0.654	sake tabbatarwa
reagent	0.385	0.698	0.642	reagent
real	0.719	0.510	0.717	gaske
realism	0.740	0.545	0.670	gaskiya
realist	0.720	0.572	0.809	mai gaskiya
realistic	0.700	0.520	0.783	na gaskiya
reality	0.786	0.365	0.787	gaskiya
realization	0.554	0.510	0.836	gane
realize	0.757	0.462	0.647	gane
realm	0.708	0.509	0.878	mulki
realtor	0.429	0.471	0.582	mai mulki
realty	0.633	0.471	0.648	gaskiya
ream	0.490	0.173	0.346	rema
reap	0.677	0.422	0.623	girbi
reaper	0.340	0.565	0.464	mai girbi
reappear	0.688	0.625	0.632	sake bayyana
rear	0.459	0.520	0.284	baya
rearrange	0.656	0.510	0.729	sake shiryawa
rearrangement	0.542	0.527	0.769	sake shiryawa
reason	0.781	0.455	0.712	dalili
reasonable	0.902	0.337	0.726	m
reasonableness	0.729	0.448	0.665	hankali
reasoning	0.729	0.365	0.729	tunani
reasons	0.583	0.460	0.571	dalilai
reassemble	0.552	0.540	0.589	sake tarawa
reassign	0.359	0.490	0.559	sake sanyawa
reassignment	0.551	0.480	0.415	sake aiki
reassurance	0.875	0.127	0.593	tabbatarwa
reassure	0.837	0.306	0.630	tabbatarwa
reassured	0.854	0.186	0.519	tabbatuwa
reassuring	0.847	0.308	0.691	ƙarfafawa
rebate	0.667	0.569	0.510	rangwame
rebel	0.235	0.830	0.555	tawaye
rebellion	0.245	0.843	0.746	tawaye
rebellious	0.344	0.880	0.663	m
rebels	0.135	0.860	0.609	'yan tawaye
rebirth	0.781	0.712	0.780	sake haihuwa
reboot	0.673	0.577	0.519	sake yi
reborn	0.802	0.618	0.737	sake haihuwa
rebound	0.521	0.480	0.506	koma baya
rebuild	0.656	0.557	0.519	sake ginawa
rebuke	0.115	0.677	0.429	tsautawa
rebut	0.154	0.519	0.573	sakewa
rebuttal	0.312	0.690	0.540	rebutt
recalcitrant	0.357	0.624	0.580	m
recall	0.583	0.351	0.525	tuna
recant	0.333	0.575	0.482	m
recap	0.602	0.578	0.667	maimaitawa
recapture	0.333	0.656	0.658	sake kamawa
recast	0.367	0.481	0.500	sakewa
recede	0.231	0.449	0.245	koma baya
receding	0.224	0.418	0.333	koma baya
receipt	0.542	0.230	0.415	samu
receipts	0.320	0.333	0.381	rasit
receive	0.740	0.462	0.551	karba
received	0.646	0.436	0.561	karba
receiver	0.583	0.464	0.586	mai karɓa
receiving	0.719	0.562	0.623	karba
recent	0.592	0.365	0.589	kwanan nan
receptacle	0.500	0.451	0.426	rumbuntawa
reception	0.694	0.375	0.567	liyafar
receptionist	0.677	0.430	0.385	mai karbar baki
receptive	0.729	0.519	0.639	m
receptor	0.417	0.360	0.510	mai karɓa
recess	0.646	0.510	0.367	hutu
recesses	0.367	0.470	0.379	hutu
recession	0.368	0.398	0.373	koma bayan tattalin arziki
recharge	0.584	0.702	0.664	yi caji
recheck	0.440	0.490	0.529	sake dubawa
recherche	0.458	0.490	0.363	recherche
recidivism	0.245	0.520	0.558	sake komawa
recipe	0.698	0.271	0.415	girke-girke
recipient	0.604	0.324	0.679	mai karɓa
reciprocal	0.677	0.520	0.660	m
reciprocate	0.760	0.460	0.618	mayar da martani
reciprocity	0.740	0.673	0.556	juna
recital	0.838	0.440	0.572	karantawa
recitation	0.708	0.519	0.462	karatu
recite	0.688	0.398	0.453	karanta
reckless	0.262	0.788	0.279	m
recklessness	0.292	0.763	0.380	rashin kulawa
reckon	0.643	0.420	0.472	hisabi
reckoning	0.418	0.622	0.532	hisabi
reclaim	0.469	0.724	0.648	maido da
reclamation	0.573	0.750	0.548	reclamation
recline	0.460	0.404	0.418	kwanta
reclining	0.448	0.312	0.317	gincire
recluse	0.240	0.490	0.446	recluse
recognition	0.833	0.587	0.726	ganewa
recognizable	0.625	0.400	0.609	wanda ake iya ganewa
recognize	0.760	0.315	0.600	gane
recognized	0.875	0.458	0.786	gane
recoil	0.089	0.429	0.259	koma baya
recollect	0.688	0.491	0.602	tuna
recollection	0.722	0.337	0.566	tunawa
recombinant	0.561	0.519	0.463	recombinant
recombination	0.510	0.492	0.602	sake haduwa
recommend	0.812	0.439	0.672	bayar da shawarar
recommendation	0.912	0.388	0.664	shawarwarin
recompense	0.844	0.620	0.853	ramawa
recon	0.500	0.447	0.400	sake dubawa
reconcile	0.760	0.470	0.625	sulhu
reconciliation	0.896	0.570	0.604	sulhu
reconfigure	0.429	0.500	0.658	sake tsarawa
reconnaissance	0.729	0.604	0.712	bincike
reconnect	0.630	0.548	0.667	sake haɗawa
reconsider	0.448	0.442	0.582	sake tunani
reconsideration	0.531	0.459	0.611	sake tunani
reconstitution	0.587	0.461	0.783	sake gyarawa
reconstruct	0.740	0.618	0.718	sake ginawa
reconstruction	0.625	0.719	0.667	sake ginawa
reconstructive	0.596	0.444	0.722	sake ginawa
reconvene	0.490	0.529	0.560	sake taro
record	0.552	0.421	0.500	rikodin
recorder	0.551	0.374	0.481	mai rikodin
recording	0.573	0.537	0.474	yin rikodi
recount	0.479	0.402	0.509	sake ƙidaya
recoup	0.719	0.422	0.575	maida hankali
recourse	0.402	0.337	0.598	hanya
recover	0.918	0.510	0.647	murmurewa
recoverable	0.780	0.388	0.709	mai yiwuwa
recovery	0.781	0.402	0.737	farfadowa
recreate	0.724	0.545	0.616	sake halitta
recreation	0.909	0.632	0.660	nishaɗi
recreational	0.896	0.686	0.479	na nishaɗi
recruit	0.551	0.654	0.633	daukar ma'aikata
recruiter	0.662	0.630	0.690	mai daukar ma'aikata
recruiting	0.448	0.787	0.693	daukar ma'aikata
recruitment	0.479	0.645	0.591	daukar ma'aikata
recruits	0.396	0.653	0.593	daukar ma'aikata
rectal	0.344	0.618	0.410	dubura
rectangle	0.479	0.225	0.438	rectangle
rectangular	0.438	0.240	0.307	rectangular
rectification	0.449	0.560	0.695	gyarawa
rectify	0.625	0.480	0.634	gyara
rector	0.458	0.406	0.862	rector
rectory	0.490	0.373	0.704	rectory
rectum	0.438	0.443	0.491	dubura
recumbent	0.429	0.370	0.352	m
recuperation	0.688	0.418	0.500	warkewa
recur	0.479	0.500	0.416	maimaituwa
recurrence	0.490	0.538	0.615	maimaituwa
recurrent	0.552	0.500	0.561	m
recurring	0.370	0.560	0.445	maimaituwa
recursion	0.312	0.580	0.543	maimaitawa
recursive	0.459	0.590	0.561	m
recursively	0.427	0.519	0.618	akai-akai
recycle	0.521	0.392	0.526	sake yin fa'ida
recycled	0.561	0.316	0.409	sake yin fa'ida
recycling	0.552	0.320	0.509	sake yin amfani da su
red	0.427	0.385	0.377	ja
reddish	0.521	0.337	0.328	jajaye
redecorate	0.602	0.444	0.490	sake yin ado
redeem	0.633	0.469	0.491	fanshi
redeemed	0.625	0.378	0.434	fansa
redemption	0.376	0.408	0.545	fansa
redesign	0.622	0.460	0.396	sake tsarawa
redhead	0.677	0.549	0.518	jajaye
redheaded	0.510	0.520	0.428	jajayen kawuna
redirect	0.469	0.360	0.648	turawa
redneck	0.401	0.500	0.348	jajayen wuya
redness	0.151	0.470	0.417	jajaye
redo	0.481	0.500	0.535	sake gyara
redress	0.677	0.558	0.649	gyara
reduce	0.219	0.304	0.336	rage
reduced	0.229	0.365	0.204	rage
reduction	0.365	0.382	0.240	raguwa
redundancy	0.316	0.262	0.589	redundancy
redundant	0.210	0.500	0.527	m
redwood	0.592	0.350	0.443	redwood
reed	0.490	0.350	0.307	Rediyo
reef	0.583	0.490	0.456	reef
reefer	0.500	0.453	0.421	refer
reefs	0.531	0.471	0.455	reefs
reek	0.177	0.480	0.311	rek
reel	0.449	0.332	0.395	dundu
reelection	0.541	0.673	0.681	sake zaben
reeling	0.327	0.542	0.267	rawa
reenactment	0.771	0.592	0.768	sake kunnawa
reentry	0.604	0.449	0.500	sake dawowa
reestablish	0.635	0.490	0.692	sake kafawa
ref	0.469	0.380	0.368	ref
refer	0.506	0.358	0.558	koma
referee	0.531	0.644	0.778	alkalin wasa
reference	0.633	0.312	0.595	tunani
referendum	0.510	0.469	0.643	kuri'ar raba gardama
referral	0.694	0.314	0.603	magana
refill	0.670	0.400	0.464	sake cika
refine	0.653	0.460	0.640	tace
refined	0.850	0.430	0.653	mai ladabi
refinement	0.719	0.387	0.709	tacewa
refinery	0.646	0.444	0.565	matatar mai
refining	0.694	0.466	0.664	tacewa
refit	0.500	0.577	0.506	sake gyarawa
reflect	0.698	0.342	0.472	tunani
reflecting	0.590	0.408	0.471	tunani
reflection	0.710	0.500	0.528	tunani
reflective	0.656	0.292	0.735	m
reflector	0.479	0.510	0.500	mai tunani
reflex	0.583	0.460	0.538	reflex
reflux	0.281	0.559	0.347	reflux
reform	0.531	0.490	0.797	gyara
reformation	0.809	0.500	0.558	gyara
reformer	0.562	0.569	0.905	mai kawo sauyi
refraction	0.388	0.471	0.526	juyayi
refractor	0.510	0.541	0.433	refractor
refractory	0.520	0.357	0.588	refractory
refrain	0.314	0.373	0.277	dena
refraining	0.418	0.453	0.404	dena
refresh	0.719	0.640	0.689	wartsake
refreshed	0.910	0.377	0.480	wartsake
refreshing	0.936	0.520	0.571	na shakatawa
refreshment	0.667	0.410	0.352	shakatawa
refrigerate	0.635	0.357	0.457	firiji
refrigeration	0.735	0.392	0.500	firiji
refrigerator	0.677	0.260	0.391	firiji
refuel	0.592	0.445	0.500	man fetur
refuge	0.640	0.238	0.481	mafaka
refugee	0.379	0.607	0.327	ɗan gudun hijira
refund	0.541	0.528	0.430	maida kudi
refurbish	0.656	0.633	0.541	sake gyarawa
refusal	0.052	0.610	0.321	ƙi
refuse	0.180	0.520	0.331	ƙi
refused	0.163	0.475	0.188	ya ƙi
refusing	0.143	0.670	0.203	ƙi
refutation	0.312	0.726	0.566	karyatawa
