English Word	Valence	Arousal	Dominance	Nepali Word
sturdy	0.580	0.642	0.824	बलियो
sturgeon	0.417	0.473	0.465	स्टर्जन
stutter	0.250	0.469	0.258	हकला
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	शैली
styling	0.823	0.378	0.652	स्टाइलिङ
stylish	0.885	0.490	0.689	स्टाइलिश
stylist	0.760	0.445	0.500	स्टाइलिस्ट
suave	0.724	0.265	0.269	विनम्र
sub	0.510	0.370	0.312	उप
subatomic	0.385	0.538	0.491	उपपरमाणविक
subcommittee	0.396	0.467	0.600	उपसमिति
subconscious	0.531	0.375	0.415	अवचेतन
subcutaneous	0.396	0.444	0.376	छालामुनिको
subdivide	0.538	0.433	0.348	उपविभाजन
subdivision	0.592	0.455	0.430	उपविभाग
subduction	0.350	0.569	0.445	subduction
subdue	0.275	0.640	0.784	वशमा राख्नु
subdued	0.236	0.463	0.223	दबिएको
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	विषय
subjected	0.286	0.520	0.221	अधीनमा
subjection	0.354	0.408	0.539	अधीनता
subjective	0.510	0.350	0.432	व्यक्तिपरक
subjugation	0.280	0.610	0.377	अधीनता
sublet	0.469	0.551	0.545	sublet
sublevel	0.365	0.298	0.333	sublevel
sublimation	0.510	0.390	0.538	उदात्तीकरण
sublime	0.784	0.333	0.585	उदात्त
subliminal	0.410	0.528	0.464	अचेतन
submarine	0.572	0.481	0.549	पनडुब्बी
submerge	0.517	0.643	0.456	डुब्नु
submerged	0.337	0.528	0.357	डुबेको
submersible	0.406	0.459	0.540	पनडुब्बी
submission	0.531	0.580	0.633	सबमिशन
submissive	0.480	0.217	0.173	विनम्र
submit	0.635	0.448	0.500	पेश गर्नुहोस्
submitting	0.667	0.610	0.611	पेश गर्दै
subordinate	0.276	0.392	0.121	अधीनस्थ
subordination	0.270	0.527	0.343	अधीनता
subplot	0.469	0.413	0.446	सबप्लट
subpoena	0.281	0.634	0.555	निवेदन
subscribe	0.660	0.344	0.591	सदस्यता लिनुहोस्
subscriber	0.562	0.398	0.570	ग्राहक
subscription	0.583	0.333	0.651	सदस्यता
subsequence	0.438	0.510	0.413	अनुगमन
subsequent	0.449	0.385	0.400	पछिको
subsequently	0.380	0.337	0.336	पछि
subservient	0.255	0.402	0.339	अधीनस्थ
subset	0.429	0.358	0.404	उप समूह
subside	0.375	0.308	0.209	कम
subsidence	0.320	0.509	0.452	कमी
subsidiary	0.541	0.295	0.500	सहायक
subsidize	0.604	0.615	0.589	अनुदान दिने
subsidy	0.573	0.462	0.517	अनुदान
subsist	0.573	0.418	0.472	निर्वाह
subsistence	0.510	0.404	0.491	निर्वाह
subsoil	0.429	0.240	0.382	माटो
subspace	0.470	0.453	0.475	subspace
substance	0.615	0.422	0.528	पदार्थ
substandard	0.235	0.333	0.150	घटिया
substantial	0.590	0.490	0.690	पर्याप्त
substantially	0.646	0.471	0.684	पर्याप्त रूपमा
substantiate	0.531	0.549	0.636	प्रमाणित गर्ने
substantive	0.500	0.350	0.455	सान्दर्भिक
substation	0.469	0.461	0.491	सबस्टेशन
substitute	0.427	0.406	0.398	प्रतिस्थापन
substituted	0.271	0.545	0.394	प्रतिस्थापित
substitution	0.406	0.480	0.353	प्रतिस्थापन
substructure	0.441	0.358	0.587	सबस्ट्रक्चर
subterranean	0.469	0.306	0.432	भूमिगत
subtext	0.635	0.276	0.412	subtext
subtitle	0.445	0.202	0.347	उपशीर्षक
subtle	0.708	0.167	0.228	सूक्ष्म
subtlety	0.615	0.176	0.363	सूक्ष्मता
subtract	0.208	0.330	0.283	घटाउनुहोस्
subtraction	0.163	0.382	0.349	घटाउ
subtype	0.427	0.296	0.420	उपप्रकार
suburb	0.354	0.566	0.441	उपनगर
suburban	0.439	0.450	0.453	उपनगरीय
suburbia	0.438	0.490	0.421	उपनगर
suburbs	0.510	0.571	0.286	उपनगरहरू
subversion	0.347	0.608	0.415	विद्रोह
subversive	0.198	0.765	0.500	विध्वंसक
subvert	0.357	0.557	0.536	बिगार्न
subway	0.418	0.300	0.464	सबवे
succeed	0.926	0.755	0.926	सफल
succeeding	0.867	0.755	0.849	सफल
success	0.959	0.880	0.981	सफलता
successful	0.949	0.724	0.938	सफल
succession	0.698	0.481	0.587	उत्तराधिकार
successive	0.635	0.471	0.518	क्रमिक
successor	0.729	0.531	0.648	उत्तराधिकारी
succinct	0.510	0.413	0.566	संक्षिप्त
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	रसीला
succumb	0.202	0.787	0.292	झुक्नु
suck	0.344	0.706	0.377	चुस्नु
sucker	0.265	0.393	0.204	चूसने
sucking	0.227	0.528	0.377	चुस्नु
suckling	0.596	0.558	0.518	दूध पिउने
sucks	0.115	0.683	0.302	बेकार
suction	0.460	0.593	0.526	चूषण
sudden	0.449	0.660	0.435	अचानक
suddenly	0.670	0.510	0.456	अचानक
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	मुकदमा
suede	0.542	0.259	0.259	साबर
suffer	0.082	0.910	0.259	भोग्नु
sufferer	0.156	0.690	0.278	पीडित
suffering	0.020	0.719	0.235	कष्ट
suffice	0.643	0.326	0.504	पर्याप्त
sufficiency	0.594	0.438	0.576	पर्याप्तता
sufficient	0.833	0.330	0.588	पर्याप्त
sufficiently	0.776	0.367	0.714	पर्याप्त रूपमा
suffix	0.430	0.420	0.364	प्रत्यय
suffocate	0.219	0.764	0.440	निसास्साउनु
suffocating	0.133	0.774	0.429	निसास्साउने
suffocation	0.020	0.830	0.462	निसास्ससन
sugar	0.896	0.382	0.402	चिनी
suggest	0.573	0.471	0.517	सुझाव
suggestion	0.646	0.365	0.558	सुझाव
suggestive	0.552	0.500	0.555	सुझाव दिने
suicidal	0.021	0.867	0.382	आत्महत्या गर्ने
suicide	0.030	0.873	0.429	आत्महत्या
suicidebombing	0.031	0.957	0.627	आत्मघाती बम विस्फोट
suit	0.776	0.282	0.482	सूट
suitable	0.792	0.298	0.722	उपयुक्त
suitcase	0.562	0.212	0.318	सुटकेस
suite	0.790	0.420	0.400	सुइट
suitor	0.708	0.639	0.546	साथी
sulfate	0.427	0.352	0.429	सल्फेट
sulfur	0.173	0.530	0.364	सल्फर
sulk	0.250	0.580	0.406	sulk
sullen	0.250	0.407	0.263	उदास
sully	0.378	0.550	0.370	सुल्ली
sulphur	0.260	0.450	0.233	सल्फर
sultan	0.529	0.423	0.821	सुल्तान
sultry	0.735	0.696	0.627	अमिलो
sum	0.792	0.340	0.420	योगफल
summarily	0.469	0.431	0.543	संक्षेपमा
summarize	0.590	0.323	0.471	संक्षेप गर्नुहोस्
summary	0.729	0.260	0.427	सारांश
summation	0.766	0.337	0.594	योगफल
summer	0.812	0.373	0.550	गर्मी
summerhouse	0.796	0.308	0.443	समरहाउस
summertime	0.837	0.500	0.455	गर्मीयाम
summit	0.625	0.618	0.764	शिखर सम्मेलन
summon	0.521	0.560	0.664	बोलाउनु
summons	0.552	0.604	0.598	समन
sumo	0.480	0.394	0.564	सुमो
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	भव्य
sun	0.877	0.400	0.681	सूर्य
sunbeam	0.729	0.440	0.505	सूर्यको किरण
sunburn	0.061	0.755	0.447	सनबर्न
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	आइतबार
sundial	0.643	0.225	0.406	सनडियल
sundown	0.812	0.276	0.445	सूर्यास्त
sundry	0.543	0.369	0.407	विविध
sunflower	0.878	0.231	0.270	सूर्यमुखी
sunglass	0.684	0.264	0.324	सनग्लास
sunglasses	0.844	0.443	0.364	सनग्लास
sunk	0.146	0.531	0.185	डुब्यो
sunken	0.103	0.476	0.173	डुबेको
sunless	0.245	0.280	0.273	सूर्यविहीन
sunlight	0.906	0.407	0.639	सूर्यको किरण
sunny	0.740	0.348	0.481	घमाइलो
sunrise	0.823	0.347	0.640	सूर्योदय
sunroof	0.681	0.325	0.425	सनरुफ
sunscreen	0.656	0.387	0.462	सनस्क्रिन
sunset	0.875	0.231	0.298	सूर्यास्त
sunshine	0.885	0.297	0.769	घाम
suntan	0.620	0.510	0.366	suntan
sunup	0.760	0.304	0.620	sunup
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	सुपर
superannuation	0.448	0.412	0.562	सेवानिवृत्ति
superb	0.980	0.708	0.852	उत्कृष्ट
superficial	0.357	0.407	0.309	सतही
superfluous	0.316	0.469	0.393	अनावश्यक
superhero	0.910	0.820	0.893	सुपर हीरो
superhuman	0.810	0.745	0.895	अलौकिक
superimposed	0.490	0.529	0.683	अधिरोपित
superintendent	0.592	0.570	0.942	अधीक्षक
superior	0.801	0.697	0.940	उच्च
superiority	0.582	0.602	0.959	श्रेष्ठता
superlative	0.714	0.566	0.737	उत्कृष्ट
superman	0.945	0.794	0.929	सुपरम्यान
supermarket	0.690	0.547	0.571	सुपरमार्केट
supermodel	0.880	0.663	0.698	सुपर मोडेल
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	अलौकिक
supernova	0.729	0.673	0.827	सुपरनोभा
superposition	0.480	0.570	0.806	सुपरपोजिसन
superpower	0.806	0.784	0.972	महाशक्ति
supersede	0.479	0.510	0.518	अतिक्रमण
superstar	0.885	0.860	0.880	सुपरस्टार
superstition	0.177	0.640	0.418	अन्धविश्वास
superstitious	0.281	0.545	0.514	अन्धविश्वासी
superstore	0.719	0.600	0.640	सुपरस्टोर
supervise	0.698	0.555	0.889	निरीक्षण गर्ने
supervision	0.459	0.578	0.825	पर्यवेक्षण
supervisor	0.615	0.479	0.933	पर्यवेक्षक
supper	0.708	0.429	0.552	रातको खाना
suppertime	0.792	0.388	0.461	खानाको समय
supplant	0.344	0.558	0.463	स्थानान्तरण
supple	0.812	0.528	0.436	कोमल
supplement	0.745	0.406	0.491	पूरक
supplemental	0.604	0.404	0.555	पूरक
supplementary	0.625	0.352	0.541	पूरक
supplication	0.469	0.570	0.309	बिन्ती
supplier	0.615	0.462	0.736	आपूर्तिकर्ता
supplies	0.698	0.390	0.595	आपूर्ति
supply	0.708	0.519	0.603	आपूर्ति
support	0.811	0.472	0.737	समर्थन
supported	0.853	0.408	0.613	समर्थित
supporter	0.721	0.510	0.698	समर्थक
supporters	0.763	0.539	0.558	समर्थकहरू
supporting	0.634	0.490	0.764	समर्थन गर्दै
supportive	0.875	0.420	0.635	सहयोगी
suppose	0.551	0.343	0.348	मानौं
supposed	0.296	0.378	0.379	मानिएको
supposing	0.449	0.451	0.357	अनुमान गर्दै
supposition	0.531	0.408	0.526	अनुमान
suppress	0.281	0.559	0.509	दबाउन
suppression	0.267	0.541	0.537	दमन
supremacy	0.794	0.706	0.943	सर्वोच्चता
supreme	0.812	0.700	0.974	सर्वोच्च
supremely	0.833	0.725	0.897	सर्वोच्च रूपमा
surcharge	0.375	0.528	0.500	अधिभार
sure	0.724	0.270	0.793	निश्चित
surety	0.776	0.365	0.750	जमानत
surf	0.847	0.650	0.500	सर्फ
surface	0.448	0.375	0.604	सतह
surfboard	0.729	0.730	0.387	सर्फबोर्ड
surfer	0.704	0.701	0.554	सर्फर
surge	0.449	0.684	0.500	वृद्धि
surgeon	0.500	0.598	0.793	सर्जन
surgery	0.286	0.769	0.600	शल्यक्रिया
surgical	0.327	0.696	0.723	सर्जिकल
surly	0.221	0.469	0.493	सुर्खेत
surmise	0.529	0.400	0.347	अनुमान
surname	0.670	0.250	0.493	उपनाम
surpassing	0.719	0.660	0.720	पार गर्दै
surplus	0.602	0.680	0.630	अधिशेष
surprise	0.875	0.875	0.562	आश्चर्य
surprised	0.784	0.855	0.539	आश्चर्यचकित
surprises	0.875	0.769	0.632	आश्चर्यहरू
surprising	0.888	0.790	0.692	आश्चर्यजनक
surprisingly	0.847	0.793	0.819	आश्चर्यजनक रूपमा
surreal	0.550	0.529	0.670	अवास्तविक
surrender	0.115	0.396	0.186	आत्मसमर्पण
surrendering	0.198	0.411	0.245	आत्मसमर्पण गर्दै
surrogate	0.406	0.590	0.472	सरोगेट
surround	0.542	0.623	0.627	वरिपरि
surrounding	0.531	0.422	0.669	वरपर
surroundings	0.600	0.346	0.492	परिवेश
surveillance	0.365	0.720	0.718	निगरानी
survey	0.580	0.357	0.379	सर्वेक्षण
surveying	0.488	0.455	0.682	सर्वेक्षण गर्दै
surveyor	0.545	0.337	0.648	सर्वेक्षक
survival	0.541	0.798	0.879	अस्तित्व
survive	0.770	0.824	0.726	बाँच्न
surviving	0.646	0.836	0.721	जीवित
survivor	0.677	0.750	0.815	बाँचेको
susceptibility	0.458	0.627	0.364	संवेदनशीलता
susceptible	0.438	0.449	0.304	संवेदनशील
sushi	0.698	0.343	0.394	सुशी
suspect	0.133	0.750	0.509	शंका
suspected	0.173	0.755	0.452	शंकास्पद
suspend	0.240	0.320	0.368	निलम्बन
suspended	0.224	0.402	0.368	निलम्बित
suspenders	0.391	0.333	0.500	निलम्बन गर्नेहरू
suspense	0.286	0.775	0.402	सस्पेन्स
suspension	0.288	0.530	0.426	निलम्बन
suspicion	0.204	0.711	0.377	शंका
suspicions	0.208	0.745	0.500	शंकाहरू
suspicious	0.153	0.745	0.431	शंकास्पद
sustain	0.635	0.358	0.593	टिकाउ
sustained	0.649	0.340	0.580	निरन्तर
sustenance	0.820	0.519	0.679	निर्वाह
suture	0.240	0.510	0.510	सिवन
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	स्वाब
swag	0.656	0.676	0.654	स्वाग
swagger	0.333	0.731	0.538	बकवास
swallow	0.466	0.608	0.436	निल्छ
swami	0.510	0.547	0.491	स्वामी
swamp	0.245	0.425	0.235	दलदल
swamped	0.156	0.480	0.270	दलदल
swampy	0.306	0.390	0.412	दलदल
swan	0.781	0.225	0.357	हंस
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	स्वैप
swarm	0.302	0.735	0.458	झुण्ड
swarming	0.375	0.600	0.435	झुण्ड
swastika	0.316	0.472	0.491	स्वस्तिक
swat	0.380	0.694	0.571	स्वाट
sway	0.690	0.596	0.721	डोल्नु
swear	0.601	0.577	0.658	कसम
swearing	0.333	0.559	0.586	कसम खाँदै
sweat	0.388	0.579	0.297	पसिना
sweater	0.704	0.245	0.295	स्वेटर
sweating	0.292	0.667	0.265	पसिना आउने
sweatshirt	0.510	0.368	0.353	स्वेटसर्ट
sweatshop	0.385	0.797	0.602	पसिना पसल
sweaty	0.281	0.540	0.304	पसिना आएको
sweep	0.448	0.385	0.383	स्वीप
sweeper	0.470	0.549	0.414	स्वीपर
sweeping	0.344	0.431	0.355	सफा गर्दै
sweet	0.668	0.418	0.382	मीठो
sweeten	0.908	0.455	0.423	मीठो बनाउने
sweetened	0.940	0.461	0.398	मीठो
sweetener	0.670	0.333	0.330	मीठो बनाउने
sweetest	0.959	0.500	0.370	सबैभन्दा मीठो
sweetheart	0.959	0.423	0.509	मायालु
sweetie	0.990	0.549	0.560	प्यारी
sweetness	0.906	0.474	0.528	मिठास
sweets	0.910	0.422	0.321	मिठाईहरू
swell	0.360	0.679	0.348	फुल्नु
swelling	0.323	0.608	0.250	सुन्निने
sweltering	0.204	0.644	0.362	sweltering
swerve	0.276	0.612	0.357	घुमाउरो
swift	0.760	0.776	0.698	द्रुत
swiftly	0.660	0.885	0.618	द्रुत रूपमा
swig	0.604	0.481	0.406	स्विग
swill	0.427	0.528	0.322	स्विल
swim	0.688	0.461	0.529	पौडी
swimmer	0.657	0.698	0.610	पौडी खेल्ने
swimming	0.760	0.559	0.524	पौडी खेल्ने
swimsuit	0.740	0.373	0.269	स्विमसूट
swindle	0.122	0.740	0.439	ठगी
swindler	0.125	0.721	0.575	ठग
swine	0.340	0.519	0.277	सुँगुर
swing	0.602	0.510	0.481	स्विङ
swinger	0.459	0.778	0.482	स्विंगर
swinging	0.656	0.510	0.312	स्विङ
swipe	0.573	0.450	0.266	स्वाइप गर्नुहोस्
swirl	0.490	0.726	0.639	घुम्नु
swish	0.562	0.510	0.474	स्विस
switch	0.500	0.538	0.509	स्विच
switchblade	0.357	0.596	0.528	स्विचब्लेड
switchboard	0.571	0.519	0.558	स्विचबोर्ड
swivel	0.562	0.480	0.500	कुंडा
swollen	0.236	0.510	0.277	सुन्निएको
swoon	0.292	0.510	0.160	बेहोस
swoop	0.479	0.618	0.446	झूप
sword	0.438	0.653	0.713	तरवार
swordfish	0.564	0.520	0.442	तलवार माछा
swordplay	0.616	0.750	0.528	तरवार खेल
swordsman	0.395	0.857	0.696	तरवारवाला
sycamore	0.500	0.401	0.527	sycamore
syllable	0.448	0.250	0.417	अक्षर
syllabus	0.736	0.370	0.643	पाठ्यक्रम
symbiotic	0.832	0.425	0.406	सहजीवी
symbol	0.643	0.388	0.527	प्रतीक
symbolic	0.670	0.385	0.574	प्रतीकात्मक
symbolically	0.582	0.385	0.648	प्रतीकात्मक रूपमा
symbolism	0.688	0.347	0.640	प्रतीकवाद
symbolize	0.633	0.327	0.673	प्रतीक
symmetric	0.745	0.212	0.588	सममित
symmetrical	0.542	0.263	0.569	सममित
symmetry	0.604	0.274	0.500	सममिति
sympathetic	0.796	0.434	0.609	सहानुभूतिपूर्ण
sympathize	0.770	0.627	0.644	सहानुभूति
sympathy	0.827	0.497	0.634	सहानुभूति
symphonic	0.775	0.545	0.566	सिम्फोनिक
symphony	0.765	0.490	0.600	सिम्फनी
symposium	0.573	0.394	0.644	संगोष्ठी
symptom	0.380	0.529	0.434	लक्षण
symptomatic	0.367	0.434	0.491	लक्षणात्मक
synagogue	0.531	0.300	0.544	सभाघर
synapse	0.660	0.471	0.491	synapse
synaptic	0.573	0.553	0.622	synaptic
sync	0.802	0.440	0.670	सिंक
synchronize	0.781	0.361	0.654	सिङ्क्रोनाइज
synchronous	0.600	0.538	0.545	सिंक्रोनस
syncope	0.245	0.538	0.398	syncope
syndicate	0.439	0.491	0.673	सिन्डिकेट
syndrome	0.229	0.510	0.246	सिन्ड्रोम
synergistic	0.571	0.550	0.547	synergistic
synergy	0.667	0.510	0.720	तालमेल
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	समानार्थी शब्द
synonymous	0.480	0.323	0.400	पर्यायवाची
synopsis	0.541	0.390	0.482	सारांश
synoptic	0.561	0.510	0.596	सिनोप्टिक
syntax	0.531	0.346	0.559	वाक्य रचना
synthesis	0.604	0.315	0.377	संश्लेषण
synthesizer	0.500	0.410	0.592	सिन्थेसाइजर
synthetic	0.396	0.350	0.519	सिंथेटिक
syphilis	0.071	0.606	0.245	सिफिलिस
syringe	0.250	0.680	0.330	सिरिन्ज
syrup	0.620	0.223	0.318	सिरप
system	0.615	0.346	0.764	प्रणाली
systematic	0.617	0.444	0.594	व्यवस्थित
systematically	0.690	0.390	0.651	व्यवस्थित रूपमा
t-shirt	0.815	0.286	0.284	टी-शर्ट
tab	0.594	0.208	0.308	ट्याब
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	पाल
table	0.551	0.170	0.284	तालिका
tableau	0.531	0.302	0.321	झाँकी
tablecloth	0.480	0.165	0.215	टेबलक्लोथ
tablespoon	0.490	0.353	0.245	चम्मच
tablet	0.562	0.330	0.438	ट्याब्लेट
tableware	0.677	0.250	0.276	टेबलवेयर
tabloid	0.438	0.365	0.444	ट्याब्लोइड
taboo	0.198	0.794	0.482	वर्जित
tabular	0.438	0.330	0.462	तालिका
tabulate	0.480	0.403	0.598	तालिका
tabulation	0.396	0.346	0.526	ट्याबुलेशन
tachometer	0.398	0.394	0.518	ट्याकोमिटर
tacit	0.459	0.340	0.473	मौन
tack	0.365	0.431	0.431	ट्याक
tackle	0.365	0.686	0.569	ट्याकल
tackled	0.438	0.612	0.569	सामना गरियो
tackling	0.480	0.694	0.613	सामना गर्दै
tacky	0.245	0.490	0.373	टाँसिएको
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	चाल
tactful	0.704	0.292	0.537	कुशल
tactic	0.531	0.434	0.798	रणनीति
tactical	0.594	0.481	0.684	रणनीतिक
tactics	0.583	0.676	0.774	रणनीति
tactile	0.573	0.410	0.491	स्पर्श गर्ने
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	टाडपोल
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	टाफी
tag	0.612	0.353	0.375	ट्याग
tail	0.480	0.272	0.293	पुच्छर
tailed	0.438	0.358	0.351	पुच्छर
tailgate	0.323	0.340	0.398	tailgate
tailings	0.439	0.311	0.446	पुच्छर
taillight	0.479	0.367	0.283	टेललाइट
tailor	0.573	0.206	0.450	दर्जी
tailoring	0.673	0.540	0.566	सिलाई
tailpipe	0.460	0.429	0.409	टेल पाइप
taint	0.141	0.425	0.226	कलंक
take	0.828	0.537	0.348	लिनुहोस्
takeoff	0.755	0.884	0.626	जमिन छाड्नु
takeout	0.736	0.392	0.368	टेकआउट
takeover	0.663	0.531	0.861	अधिग्रहण
taker	0.375	0.521	0.618	लिने
talcum	0.500	0.196	0.291	तालकम
tale	0.663	0.300	0.336	कथा
talent	0.959	0.607	0.811	प्रतिभा
talented	0.939	0.635	0.938	प्रतिभाशाली
talisman	0.704	0.542	0.642	तावीज
talk	0.833	0.346	0.594	कुरा
talkative	0.562	0.673	0.535	कुरा गर्ने
talker	0.500	0.604	0.552	वक्ता
tall	0.725	0.591	0.538	अग्लो
tallies	0.551	0.290	0.402	टालीहरू
tallow	0.344	0.283	0.290	अग्लो
tally	0.542	0.420	0.518	ट्याली
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	टालोन्स
tambourine	0.622	0.548	0.348	खजख
tame	0.560	0.604	0.642	वशमा
tamer	0.385	0.783	0.815	टेमर
taming	0.569	0.514	0.575	taming
tamper	0.184	0.802	0.545	छेडछाड
tampon	0.396	0.394	0.345	ट्याम्पोन
tan	0.643	0.460	0.444	ट्यान
tandem	0.552	0.406	0.485	टेन्डम
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	स्पर्शरेखा
tangerine	0.571	0.271	0.395	ट्याङ्गेरिन
tangible	0.646	0.350	0.679	मूर्त
tangle	0.354	0.545	0.254	उलझन
tangled	0.260	0.539	0.316	अलमलिएको
tango	0.622	0.560	0.430	ट्याङ्गो
tank	0.431	0.454	0.634	ट्याङ्की
tank top	0.610	0.371	0.371	ट्यांक शीर्ष
tanker	0.520	0.647	0.713	ट्याङ्कर
tanned	0.615	0.550	0.491	टेन्ड गरिएको
tantalizing	0.525	0.788	0.625	चिन्तित
tantamount	0.633	0.288	0.670	समान
tantrum	0.219	0.817	0.404	आक्रोश
taoism	0.490	0.250	0.456	ताओवाद
tap	0.461	0.370	0.349	ट्याप गर्नुहोस्
tape	0.531	0.277	0.254	टेप
tape measure	0.406	0.250	0.360	टेप मापन
taper	0.541	0.410	0.415	टेपर
tapering	0.344	0.380	0.237	टेपरिङ
tapestry	0.520	0.176	0.362	टेपेस्ट्री
tapeworm	0.357	0.334	0.331	टेपवार्म
tapioca	0.594	0.297	0.324	ट्यापियोका
taps	0.448	0.378	0.409	ट्यापहरू
tar	0.438	0.440	0.570	टार
tarantula	0.260	0.718	0.544	टारान्टुला
tardiness	0.296	0.452	0.260	ढिलोपन
tardy	0.204	0.592	0.293	ढिलो
target	0.633	0.573	0.798	लक्ष्य
targeted	0.573	0.537	0.573	लक्षित
targeting	0.510	0.420	0.580	लक्षित गर्दै
tariff	0.459	0.402	0.491	ट्यारिफ
tarmac	0.357	0.302	0.398	टार्माक
tarnish	0.204	0.441	0.342	धमिलो
tarot	0.479	0.422	0.430	ट्यारो
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	टार्री
tart	0.719	0.380	0.219	टार्ट
tartan	0.448	0.423	0.389	टार्टन
tartar	0.214	0.351	0.212	टार्टार
task	0.550	0.353	0.500	कार्य
tassel	0.552	0.330	0.307	झोला
taste	0.802	0.406	0.465	स्वाद
tasteful	0.918	0.458	0.625	स्वादिलो
tasteless	0.146	0.196	0.148	स्वादहीन
tasting	0.781	0.603	0.600	स्वाद
tasty	0.959	0.786	0.555	स्वादिष्ट
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	हल्ला गर्ने
tattletale	0.633	0.406	0.317	बकबक
tattoo	0.490	0.602	0.525	ट्याटू
taught	0.814	0.481	0.642	सिकायो
taunt	0.083	0.696	0.355	गिल्ला
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	taut
tavern	0.516	0.577	0.475	गोदाम
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	पहेंलो
tax	0.260	0.481	0.534	कर
taxed	0.255	0.456	0.500	कर लगाइयो
taxi	0.542	0.362	0.430	ट्याक्सी
taxicab	0.479	0.430	0.355	ट्याक्सी
taxonomy	0.370	0.410	0.630	वर्गीकरण
taxpayer	0.592	0.528	0.647	करदाता
tea	0.698	0.163	0.370	चिया
teach	0.840	0.510	0.852	सिकाउनुहोस्
teacher	0.760	0.404	0.885	शिक्षक
teaching	0.822	0.444	0.736	शिक्षण
teacup	0.633	0.135	0.277	चिया कप
teahouse	0.802	0.314	0.288	चियाघर
teal	0.540	0.293	0.321	चिसो
team	0.708	0.461	0.688	टोली
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	टोली साथी
teamwork	0.918	0.490	0.773	टोली कार्य
teapot	0.479	0.110	0.309	चियापानी
tear	0.404	0.620	0.327	आँसु
tearful	0.208	0.500	0.184	आँसु
tearsofjoy	0.926	0.740	0.455	आनन्दको आँसु
teary	0.167	0.473	0.216	आँसु
tease	0.317	0.790	0.432	चिढ्याउने
teaser	0.510	0.558	0.534	टिजर
teasing	0.235	0.725	0.352	चिढ्याउने
teaspoon	0.521	0.330	0.221	चिया चम्चा
teat	0.612	0.469	0.328	चिया
teatime	0.847	0.159	0.339	चिया समय
tech	0.684	0.491	0.732	प्रविधि
technical	0.510	0.490	0.736	प्राविधिक
technicality	0.632	0.471	0.661	प्राविधिकता
technician	0.592	0.510	0.713	प्राविधिक
technique	0.760	0.414	0.593	प्रविधी
techno	0.561	0.539	0.500	टेक्नो
technological	0.680	0.452	0.815	प्राविधिक
technology	0.776	0.490	0.825	प्रविधि
ted	0.712	0.453	0.336	टेड
teddy bear	0.890	0.170	0.192	टेड्डी बियर
tedious	0.104	0.406	0.241	अरोचक
tedium	0.224	0.331	0.298	टेडियम
tee	0.459	0.373	0.377	टि
teeming	0.582	0.550	0.727	भिड्दै
teen	0.729	0.531	0.568	किशोर
teenager	0.781	0.593	0.527	किशोर
teens	0.653	0.660	0.440	किशोर
teensy	0.520	0.427	0.347	किशोर
teeny	0.427	0.418	0.216	किशोर
teeth	0.520	0.388	0.427	दाँत
teething	0.396	0.471	0.474	दाँत काट्ने
teflon	0.354	0.245	0.434	टेफ्लोन
telegram	0.561	0.542	0.550	टेलिग्राम
telegraph	0.594	0.423	0.400	टेलिग्राफ
telekinesis	0.582	0.646	0.667	टेलिकिनेसिस
telemetry	0.460	0.382	0.611	टेलिमेट्री
telepathic	0.602	0.490	0.642	टेलिपाथिक
telepathy	0.594	0.510	0.588	टेलिप्याथी
telephone	0.694	0.520	0.425	टेलिफोन
telescope	0.531	0.340	0.500	टेलिस्कोप
telescopic	0.490	0.290	0.660	टेलिस्कोपिक
telethon	0.643	0.641	0.473	टेलिथन
teletype	0.532	0.392	0.455	टेलिटाइप
televised	0.625	0.519	0.518	टेलिभिजन
television	0.633	0.391	0.547	टेलिभिजन
tell	0.551	0.350	0.457	बताउनुहोस्
teller	0.500	0.395	0.443	टेलर
telling	0.719	0.441	0.527	बताउँदै
