English Word	Valence	Arousal	Dominance	Myanmar-Burmese Word
tooling	0.510	0.406	0.634	ကိရိယာတန်ဆာပလာ
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	တုတ်
tooth	0.439	0.250	0.367	သွား
toothache	0.188	0.853	0.412	သွားကိုက်ခြင်း။
toothbrush	0.517	0.330	0.321	သွားပွတ်တံ
toothed	0.449	0.394	0.352	သွားတိုက်သည်။
toothless	0.312	0.541	0.272	သွားမရှိသော
toothpaste	0.510	0.290	0.371	သွားတိုက်ဆေး
toothpick	0.561	0.216	0.185	သွားကြားထိုးတံ
toots	0.552	0.480	0.451	သွားများ
top	0.760	0.400	0.554	ထိပ်တန်း
topaz	0.643	0.325	0.384	ဥဿဖရား
topic	0.520	0.276	0.427	အကြောင်းအရာ
topical	0.561	0.340	0.500	လိမ်းဆေး
topless	0.625	0.765	0.414	အပေါ်ကင်းသော
topographic	0.604	0.378	0.558	မြေမျက်နှာသွင်ပြင်
topographical	0.438	0.350	0.538	မြေမျက်နှာသွင်ပြင်
topography	0.469	0.357	0.506	မြေမျက်နှာသွင်ပြင်
topple	0.198	0.820	0.573	ပြုတ်ကျ
topside	0.708	0.466	0.598	အပေါ်ဘက်
tor	0.337	0.430	0.418	တို
torch	0.531	0.630	0.545	မီးရှူးတိုင်
torment	0.057	0.750	0.387	ညှဉ်းပန်းနှိပ်စက်ခြင်း။
tormented	0.071	0.855	0.323	ညှဉ်းပန်းနှိပ်စက်ခြင်း။
torn	0.153	0.510	0.283	စုတ်ပြဲ
tornado	0.260	0.896	0.784	လေဆင်နှာမောင်း
torpedo	0.219	0.794	0.707	တော်ပီဒို
torque	0.466	0.375	0.406	torque
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	သည်းထန်စွာ
torsion	0.312	0.651	0.402	torsion
torso	0.408	0.394	0.473	ခန္ဓာကိုယ်
tort	0.229	0.635	0.455	ညှဉ်းပန်းနှိပ်စက်ခြင်း။
tortious	0.312	0.724	0.491	ညှဉ်းပန်းနှိပ်စက်သော
tortoise	0.673	0.078	0.250	လိပ်
tortuous	0.194	0.755	0.382	မြွေလိမ်မြွေကောက်
torture	0.115	0.878	0.555	ညှဉ်းပန်းနှိပ်စက်ခြင်း။
tortured	0.062	0.890	0.361	နှိပ်စက်တယ်။
toss	0.418	0.725	0.575	ဘေးဖယ်
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	စုစုပေါင်း
totality	0.688	0.443	0.717	စုစုပေါင်း
totally	0.820	0.422	0.702	လုံးဝ
tote	0.510	0.398	0.625	တုတ်
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	ထိပါ။
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	ထိတယ်။
touching	0.760	0.439	0.491	ထိထိမိမိ
touchy	0.323	0.510	0.343	ထိထိမိမိ
tough	0.344	0.588	0.742	ခက်တယ်။
toughen	0.458	0.683	0.711	တင်းမာသည်။
toughness	0.552	0.618	0.837	ခိုင်မာမှု
toupee	0.323	0.270	0.324	တိုပီ
tour	0.663	0.545	0.543	ခရီး
tourism	0.823	0.531	0.545	ခရီးသွားလုပ်ငန်း
tourist	0.745	0.480	0.430	ခရီးသွား
tourmaline	0.448	0.513	0.441	Tourmaline
tournament	0.694	0.740	0.611	ပြိုင်ပွဲ
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	ရွှေကြို
tow	0.531	0.500	0.508	တွဲလောင်း
towel	0.630	0.208	0.286	မျက်နှာသုတ်ပုဝါ
tower	0.606	0.380	0.644	မျှော်စင်
towering	0.500	0.690	0.806	မြင့်သော
town	0.551	0.299	0.627	မြို့
townhouse	0.622	0.400	0.443	မြို
township	0.531	0.292	0.667	မြို့နယ်
townspeople	0.677	0.466	0.569	မြို့သူမြို့သားများ
toxic	0.008	0.885	0.492	အဆိပ်
toxicity	0.104	0.865	0.491	အဆိပ်သင့်ခြင်း။
toxicology	0.302	0.736	0.574	အဆိပ်ဗေဒ
toxin	0.115	0.654	0.456	အဆိပ်
toy	0.878	0.420	0.275	အရုပ်
toymaker	0.755	0.510	0.536	အရုပ်လုပ်သူ
trace	0.573	0.346	0.483	သဲလွန်စ
traceable	0.602	0.370	0.535	ခြေရာခံနိုင်သော
tracer	0.573	0.327	0.645	ခြေရာခံ
traces	0.482	0.448	0.389	ခြေရာများ
trachea	0.448	0.509	0.387	လေပြွန်
tracing	0.418	0.591	0.565	ခြေရာခံခြင်း။
track	0.448	0.433	0.526	တစ်ပုဒ်
tracker	0.398	0.744	0.731	ခြေရာခံပါ။
tract	0.406	0.422	0.339	ဝေစာ
tractable	0.635	0.500	0.469	လယ်ထွန်နိုင်သော
traction	0.429	0.585	0.648	ဆွဲငင်အား
tractor	0.449	0.580	0.619	ထွန်စက်
trade	0.561	0.544	0.690	ကုန်သွယ်မှု
trademark	0.667	0.344	0.750	ကုန်အမှတ်တံဆိပ်
trader	0.562	0.632	0.854	ကုန်သည်
tradesman	0.531	0.431	0.664	ကုန်သည်
trading	0.635	0.602	0.705	ကုန်သွယ်မှု
tradition	0.830	0.430	0.750	အစဉ်အလာ
traditional	0.677	0.221	0.604	ရိုးရာ
traffic	0.323	0.559	0.518	အသွားအလာ
traffic light	0.490	0.469	0.479	မီးပွိုင့်
trafficking	0.250	0.710	0.399	လူကုန်ကူးခြင်း။
tragedies	0.100	0.910	0.442	အဖြစ်ဆိုးများ
tragedy	0.052	0.843	0.340	ကြေကွဲစရာ
tragic	0.048	0.904	0.396	ကြေကွဲဖွယ်
trail	0.600	0.322	0.455	လမ်းကလေး
trailer	0.541	0.490	0.473	နောက်တွဲယာဉ်
train	0.666	0.705	0.620	ရထား
train set	0.604	0.598	0.464	ရထားအစုံ
trained	0.771	0.538	0.645	လေ့ကျင့်ထားသည်။
trainee	0.627	0.408	0.352	ထရိန်နင်
trainer	0.698	0.719	0.824	သင်တန်းဆရာ
training	0.714	0.776	0.788	လေ့ကျင့်ရေး
trait	0.469	0.365	0.453	စရိုက်
traitor	0.112	0.796	0.491	သစ္စာဖောက်
traitorous	0.073	0.745	0.412	သစ္စာဖောက်
trajectory	0.653	0.558	0.779	လမ်းကြောင်း
tram	0.667	0.628	0.492	ရထား
tramp	0.108	0.510	0.182	နင်းကန်
trample	0.235	0.764	0.562	နင်း
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	ရထားလမ်း
trance	0.469	0.481	0.382	ဘဝင်ကျခြင်း။
tranquil	0.917	0.094	0.355	အေးချမ်းသော
tranquility	0.840	0.135	0.442	တည်ငြိမ်ရေး
tranquilizer	0.510	0.236	0.596	စိတ်ငြိမ်ဆေး
transact	0.521	0.625	0.680	ငွေပေးငွေယူ
transaction	0.650	0.577	0.579	ငွေပေးငွေယူ
transatlantic	0.724	0.596	0.706	အတ္တလန်တိတ်
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	ကျော်လွှားပါ။
transcendence	0.656	0.608	0.754	အဘိညာဉ်
transcendent	0.667	0.600	0.824	အဘိညာဉ်
transcendental	0.635	0.652	0.842	အဘိညာဉ်
transcribe	0.500	0.394	0.573	စာသားမှတ်တမ်း
transcriber	0.490	0.420	0.615	စာသားမှတ်တမ်း
transcript	0.639	0.398	0.528	စာသားမှတ်တမ်း
transcription	0.592	0.455	0.615	စာသားမှတ်တမ်း
transfer	0.702	0.490	0.519	လွှဲပြောင်း
transference	0.592	0.294	0.551	လွှဲပြောင်းမှု
transferred	0.480	0.450	0.409	လွှဲပြောင်း
transfixed	0.427	0.660	0.528	ပြောင်းလဲခဲ့သည်။
transform	0.735	0.667	0.696	အသွင်ပြောင်း
transformation	0.796	0.618	0.770	အသွင်ပြောင်းခြင်း။
transformer	0.582	0.582	0.723	ထရန်စဖော်မာ
transfusion	0.417	0.730	0.557	သွေးသွင်းခြင်း။
transgression	0.158	0.890	0.611	လွန်ကျူးခြင်း။
transient	0.510	0.405	0.430	ယာယီ
transistor	0.480	0.480	0.444	ထရန်စစ္စတာ
transit	0.439	0.590	0.588	အကူးအပြောင်း
transition	0.605	0.561	0.558	အကူးအပြောင်း
transitional	0.573	0.472	0.491	အကူးအပြောင်း
transitive	0.479	0.377	0.414	အကူးအပြောင်း
transitory	0.438	0.450	0.407	အကူးအပြောင်း
translate	0.604	0.423	0.462	ဘာသာပြန်ပါ။
translation	0.633	0.435	0.598	ဘာသာပြန်
translator	0.760	0.412	0.473	ဘာသာပြန်သူ
translocation	0.367	0.612	0.564	နေရာပြောင်းခြင်း။
translucent	0.600	0.500	0.389	translucent
transmission	0.688	0.490	0.611	ကူးစက်ခြင်း
transmit	0.836	0.581	0.673	ပို့လွှတ်ပါ။
transmitter	0.520	0.511	0.719	transmitter
transmutation	0.438	0.740	0.737	ကူးပြောင်းခြင်း
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	ပွင့်လင်းမြင်သာမှု
transparent	0.542	0.330	0.667	ပွင့်လင်းသည်။
transplant	0.445	0.806	0.620	အစားထိုးကုသမှု
transplantation	0.531	0.694	0.610	အစားထိုးကုသမှု
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	သယ်ယူပို့ဆောင်ရေး
transportation	0.667	0.560	0.472	သယ်ယူပို့ဆောင်ရေး
transporter	0.615	0.625	0.750	သယ်ယူပို့ဆောင်ရေး
transpose	0.440	0.585	0.467	transpose
transposition	0.312	0.451	0.555	အကူးအပြောင်း
transsexual	0.264	0.815	0.423	လိင်ပြောင်းသူ
transverse	0.429	0.429	0.525	transverse
transvestite	0.270	0.675	0.373	လိင်တူချစ်သူ
trap	0.104	0.610	0.391	ထောင်ချောက်
trapdoor	0.094	0.670	0.462	ထောင်ချောက်
trapeze	0.542	0.625	0.566	ထောင်ချောက်
trapped	0.135	0.615	0.380	ပိတ်မိနေသည်။
trapper	0.296	0.654	0.491	ထောင်ချောက်
trapping	0.333	0.621	0.491	ထောင်ချောက်
trappings	0.458	0.462	0.370	ထောင်ချောက်များ
traps	0.235	0.673	0.481	ထောင်ချောက်များ
trash	0.163	0.541	0.154	အမှိုက်
trashy	0.071	0.380	0.161	အမှိုက်
trauma	0.112	0.792	0.453	စိတ်ဒဏ်ရာ
traumatic	0.062	0.885	0.427	စိတ်ဒဏ်ရာ
travail	0.500	0.677	0.620	ဝေဒနာ
travel	0.931	0.689	0.535	ခရီးသွား
traveler	0.837	0.571	0.700	ခရီးသွား
traveling	0.900	0.750	0.582	ခရီးသွားလာ
traverse	0.571	0.590	0.629	ဖြတ်သန်းပါ။
travesty	0.354	0.644	0.407	တန်ဆာပလာ
trawl	0.255	0.590	0.464	ကြမ်းတိုက်
trawler	0.316	0.430	0.405	ငါးဖမ်းသင်္ဘော
tray	0.549	0.250	0.345	ဗန်း
treacherous	0.112	0.815	0.402	သစ္စာမဲ့
treachery	0.104	0.852	0.448	သစ္စာဖောက်
tread	0.510	0.520	0.426	နင်း
treadmill	0.459	0.636	0.436	ပြေးစက်
treason	0.094	0.806	0.552	နိုင်ငံတော်ပုန်ကန်မှု
treasure	0.927	0.592	0.821	ရတနာ
treasured	0.849	0.471	0.730	တန်ဖိုးထား
treasurer	0.694	0.456	0.755	ဘဏ္ဍာရေးမှူး
treasures	0.867	0.771	0.842	ရတနာများ
treasury	0.812	0.541	0.736	ဘဏ္ဍာတိုက်
treat	0.573	0.571	0.436	ဆက်ဆံပါ။
treatable	0.780	0.302	0.560	ကုသနိုင်သော
treatise	0.604	0.407	0.613	တက်ကျမ်း
treatment	0.663	0.386	0.620	ကုသမှု
treaty	0.646	0.382	0.667	စာချုပ်
treble	0.358	0.471	0.466	သုံးလုံး
tree	0.670	0.118	0.442	သစ်ပင်
trees	0.653	0.137	0.537	သစ်ပင်များ
trek	0.469	0.530	0.535	ခရီး
trellis	0.299	0.500	0.389	နံရံများ
tremble	0.177	0.878	0.388	တုန်လှုပ်ခြင်း။
trembling	0.177	0.824	0.324	တုန်လှုပ်ခြင်း။
tremendous	0.600	0.888	0.773	ကြီးမားသော
tremendously	0.719	0.722	0.661	အလွန်တရာ
tremor	0.104	0.833	0.455	တုန်လှုပ်ခြင်း။
trench	0.429	0.760	0.429	ကတုတ်ကျင်း
trend	0.625	0.458	0.706	လမ်းကြောင်းသစ်
trending	0.750	0.472	0.600	ခေတ်စားနေသည်။
trendy	0.713	0.520	0.536	ခေတ်မှီ
trepidation	0.582	0.594	0.464	တုန်လှုပ်ခြင်း။
trespass	0.229	0.670	0.613	ပြစ်မှားခြင်း။
triad	0.469	0.413	0.528	triad
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	အစမ်း
triangle	0.562	0.269	0.352	တြိဂံ
triangular	0.430	0.320	0.397	တြိဂံ
triangulate	0.408	0.380	0.517	တြိဂံပုံ
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	လူမျိုးစု
tribe	0.664	0.486	0.516	နွယ်
tribulation	0.448	0.612	0.484	ဒုက္ခ
tribunal	0.410	0.670	0.797	ခုံရုံး
tribune	0.610	0.585	0.556	tribune
tributary	0.615	0.463	0.616	မြစ်လက်တက်
tribute	0.684	0.573	0.700	လက်ဆောင်
trick	0.542	0.700	0.409	လှည့်ကွက်
trickery	0.146	0.798	0.336	လှည့်ကွက်
trickle	0.500	0.196	0.231	လှည့်ကွက်
trickster	0.375	0.680	0.446	လှည့်ကွက်
tricky	0.219	0.651	0.500	လှည်
tricycle	0.633	0.402	0.368	သုံးဘီးဆိုင်ကယ်
trident	0.403	0.606	0.609	သုံးစင်း
trifle	0.271	0.296	0.221	မဆိုစလောက်
trifling	0.375	0.418	0.183	အသေးအမွှား
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	အစပျိုး
trigonometry	0.396	0.400	0.616	trigonometry
trillion	0.592	0.420	0.623	ထရီလီယံ
trilogy	0.615	0.520	0.664	trilogy
trim	0.500	0.466	0.430	ချုံ့
trimester	0.783	0.336	0.538	သုံးလပတ်
trimmer	0.260	0.548	0.529	ညှပ်
trimming	0.500	0.478	0.325	ချုံ့ခြင်း။
trine	0.396	0.365	0.317	သုံးစု
trinity	0.635	0.346	0.660	သုံးပါးတစ်ဆူ
trinket	0.521	0.352	0.368	လက်စွပ်
trio	0.521	0.613	0.473	ဒန်း
trip	0.875	0.643	0.538	ခရီး
tripartite	0.500	0.480	0.539	သုံးပွင့်ဆိုင်
tripe	0.312	0.361	0.438	အမဲကလီစာ
triple	0.585	0.385	0.481	သုံးဆ
triplet	0.622	0.510	0.618	သုံးလုံး
triplicate	0.684	0.545	0.717	သုံးဆ
tripod	0.406	0.388	0.483	tripod
tripping	0.276	0.594	0.293	ခလုတ်တိုက်ခြင်း။
trite	0.458	0.418	0.290	ကံစမ်းမဲ
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	အောင်ပွဲ
triumphant	0.949	0.837	0.972	အောင်ပွဲ
trivia	0.690	0.490	0.473	အသေးအဖွဲ
trivial	0.406	0.387	0.337	အသေးအဖွဲ
troll	0.378	0.627	0.327	မှင်စာ
trolley	0.562	0.558	0.464	တွန်းလှည်း
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	တပ်အင်အား
trooper	0.458	0.694	0.713	တပ်ဖွဲ့ဝင်
troops	0.385	0.718	0.804	တပ်တွေ
trophy	0.947	0.643	0.676	စစ်အောင်နိုင်မှုအထိမ်းအမှတ်ပစ္စည်း
tropic	0.740	0.529	0.536	အပူပိုင်းဒေသ
tropical	0.740	0.461	0.509	အပူပိုင်းဒေသ
tropics	0.740	0.383	0.412	အပူပိုင်းဒေသ
trot	0.531	0.664	0.396	ပြေး
trouble	0.135	0.811	0.452	ဒုက္ခ
troubled	0.167	0.627	0.385	ဒုက္ခ
troublemaker	0.260	0.900	0.596	ပြဿနာကောင်
troubles	0.051	0.854	0.269	ဒုက္ခများ
troublesome	0.283	0.894	0.404	ဒုက္ခ
trough	0.500	0.308	0.340	ကျင်း
troupe	0.625	0.406	0.557	အဖွဲ့
trousers	0.625	0.314	0.442	ဘောင်းဘီရှည်
trout	0.516	0.387	0.298	ထရောက်ရေချိုငါး
trowel	0.470	0.418	0.250	trowel
truce	0.688	0.441	0.453	အပစ်အခတ်ရပ်စဲရေး
truck	0.531	0.368	0.546	ထရပ်ကား
trucker	0.494	0.609	0.500	ထရပ်ကားသမား
truckload	0.480	0.450	0.534	ကုန်တင်ကား
truculent	0.210	0.731	0.498	စိတ်ရှုပ်စရာ
true	0.896	0.436	0.777	အမှန်
truelove	0.860	0.600	0.587	အချစ်စစ်
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	အမှန်တရား
trump	0.640	0.716	0.898	Trump
trumpet	0.573	0.570	0.393	တံပိုး
trumpeter	0.673	0.600	0.676	တံပိုး
truncate	0.323	0.600	0.412	ဖြတ်တောက်သည်။
truncated	0.316	0.602	0.439	ဖြတ်တောက်ထားသည်။
trundle	0.507	0.270	0.414	တုံး
trunk	0.271	0.167	0.404	ပင်စည်
truss	0.521	0.482	0.569	နှောင်
trust	0.888	0.547	0.741	ယုံကြည်မှု
trustee	0.531	0.442	0.658	ဘုရားဂေါပက
trusting	0.857	0.508	0.750	အားကိုး
trustworthy	0.969	0.315	0.824	ယုံကြည်ထိုက်သော
trusty	0.863	0.398	0.696	ယုံကြည်ချက်
truth	0.971	0.400	0.685	အမှန်တရား
truthful	0.708	0.467	0.807	သစ္စာရှိ
truthfulness	0.920	0.549	0.808	သစ္စာတရား
try	0.604	0.551	0.556	ကြိုးစားပါ။
tryout	0.459	0.539	0.472	စမ်းကြည့်သည်
tryouts	0.490	0.602	0.594	စမ်းသပ်မှုများ
tsunami	0.042	0.944	0.684	ဆူနာမီ
tub	0.449	0.235	0.265	စည်ပိုင်း
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tube
tuberculosis	0.214	0.519	0.424	တီဘီရောဂါ
tubing	0.438	0.363	0.358	tubing
tubular	0.458	0.361	0.464	tubular
tubule	0.500	0.330	0.333	tubule
tuck	0.367	0.473	0.361	tuck
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	အင်္ဂါနေ့
tufted	0.500	0.510	0.406	ပွက်ပွက်ဆူ
tug	0.320	0.604	0.558	ဆွဲဆွဲ
tugboat	0.271	0.510	0.652	တွန်းလှေ
tuition	0.531	0.372	0.436	ကျူရှင်
tulip	0.730	0.189	0.356	ဇမ္ဗူ
tumble	0.276	0.556	0.272	ဒလိမ့်ခေါက်ကွေး
tumbler	0.520	0.260	0.352	ဖန်ခွက်
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	ဗိုက်
tumor	0.102	0.664	0.324	အကျိတ်
tumour	0.092	0.627	0.464	အကျိတ်
tumult	0.271	0.640	0.636	အသံဗလံ
tumultuous	0.208	0.622	0.590	ရုန်းရင်းဆန်ခတ်
tun	0.386	0.413	0.364	Tun
tuna	0.531	0.386	0.304	တူနာငါး
tunable	0.510	0.364	0.582	အသံဖမ်းနိုင်သော
tune	0.708	0.479	0.426	ညှိ
tunic	0.531	0.248	0.391	အင်္ကျီ
tuning	0.719	0.390	0.635	ချိန်ညှိခြင်း။
tunnel	0.312	0.490	0.412	ဥမင်လိုဏ်ခေါင်း
turban	0.469	0.386	0.426	ဗေါင်း
turbidity	0.184	0.607	0.393	turbidity
turbine	0.520	0.549	0.575	တာဘိုင်
turbo	0.583	0.729	0.596	ဘို
turbulence	0.062	0.922	0.532	လှိုင်းထန်ခြင်း။
turbulent	0.302	0.792	0.612	ရှင်းရှင်းပြောရရင်
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	မြက်ခင်း
turkey	0.634	0.245	0.247	ကြက်ဆင်
turmeric	0.542	0.316	0.312	နနွင်း
turmoil	0.198	0.888	0.417	ကမောက်ကမ
turn	0.531	0.398	0.482	အလှည့်
turnaround	0.560	0.654	0.407	ပြန်လှည့်သည်
turned	0.630	0.538	0.583	လှည့်
turning	0.510	0.684	0.420	အလှည့်
turnip	0.561	0.183	0.254	မုန်လာဥ
turnkey	0.531	0.382	0.427	လှည့်ကီး
turnoff	0.312	0.560	0.327	turnoff
turnout	0.641	0.692	0.898	ဝင်သည်
turnover	0.490	0.392	0.512	လည်ပတ်မှု
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	စားပွဲတင်စားပွဲ
turpentine	0.320	0.539	0.571	တာပင်တိုင်
turquoise	0.786	0.226	0.357	စိမ်းပြာရောင်
turret	0.494	0.500	0.588	တံမြက်
turtle	0.291	0.102	0.271	လိပ်
turtleneck	0.583	0.398	0.327	လိပ်လည်ပင်း
tussle	0.333	0.919	0.691	တိုက်ပွဲ
tutelage	0.393	0.442	0.609	ကျူရှင်သင်
tutor	0.750	0.346	0.826	ကျူရှင်ဆရာ
tutoring	0.663	0.402	0.702	ကျူရှင်
tutu	0.583	0.276	0.233	တူးတူး
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	တီဗီ
twain	0.541	0.255	0.370	နှစ်ယောက်
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	ညှိပါ။
tweed	0.510	0.440	0.412	ငြိမ်းချမ်းပါစေ။
tweet	0.659	0.490	0.537	tweet ပါ။
tweezers	0.493	0.408	0.295	နှာစေး၊
twelfth	0.521	0.292	0.527	ဒွါဒသမ
twelve	0.490	0.298	0.412	ဆယ့်နှစ်
twentieth	0.469	0.297	0.346	နှစ်ဆယ်
twenty	0.520	0.292	0.286	နှစ်ဆယ်
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	သစ်ကိုင်း
twilight	0.622	0.341	0.633	ဆည်းဆာ
twill	0.449	0.415	0.353	တွီ
twin	0.688	0.363	0.453	အမွှာ
twine	0.521	0.380	0.337	ချည်
twinge	0.316	0.720	0.471	twinge
twinkle	0.719	0.724	0.610	မှိတ်တုတ်
twins	0.760	0.473	0.602	အမွှာ
twirl	0.552	0.647	0.409	မွှေ့ယာ
twist	0.375	0.469	0.337	လှည့်ကွက်
twisted	0.071	0.736	0.311	လိမ်
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	အကြောဆွဲခြင်း၊
twitching	0.292	0.700	0.482	အကြောဆွဲခြင်း။
twitchy	0.094	0.918	0.281	တုန်လှုပ်ခြင်း။
two	0.520	0.200	0.404	နှစ်ခု
two step	0.583	0.314	0.327	နှစ်လှမ်း
twofaced	0.387	0.620	0.384	မျက်နှာနှစ်ခု
twofold	0.573	0.333	0.551	နှစ်ဆ
twosome	0.583	0.544	0.500	twosome
tycoon	0.682	0.596	0.867	သူဌေးကြီး
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	အမျိုးအစား
typewriter	0.542	0.373	0.418	လက်နှိပ်စက်
typhoid	0.265	0.458	0.401	တိုက်ဖွိုက်
typhoon	0.323	0.796	0.697	တိုင်ဖွန်း
typical	0.635	0.206	0.426	ပုံမှန်
typically	0.569	0.377	0.559	ထုံးစံအတိုင်း
typist	0.551	0.559	0.528	စာရိုက်သမား
typo	0.224	0.415	0.255	စာရိုက်သည်။
typography	0.480	0.334	0.574	စာစီစာရိုက်
tyrannical	0.167	0.860	0.731	ရက်စက်ကြမ်းကြုတ်သော
tyranny	0.112	0.792	0.705	အာဏာရှင်
tyrant	0.115	0.850	0.683	အဲသလို
tyre	0.480	0.358	0.407	တာယာ
ubiquitous	0.635	0.571	0.884	နေရာအနှံ့
ubiquity	0.578	0.490	0.595	နေရာအနှံ့
ugliness	0.094	0.407	0.267	ရုပ်ဆိုးခြင်း
ugly	0.167	0.630	0.254	ရုပ်ဆိုးတယ်။
uhoh	0.320	0.622	0.284	အိုး
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	အစာအိမ်နာ
ulterior	0.375	0.509	0.490	နင်လည်း
ultimate	0.648	0.645	0.544	အဆုံးစွန်
ultimately	0.385	0.480	0.558	နောက်ဆုံးတော့
ultimatum	0.219	0.855	0.837	ရာဇသံ
ultimo	0.375	0.363	0.300	အဆုံးစွန်
ultrasound	0.573	0.594	0.600	အာထရာဆောင်း
ultraviolet	0.604	0.448	0.673	ခရမ်းလွန်
umbilical	0.398	0.406	0.333	ချက်ချက်
umbra	0.408	0.400	0.337	ထီး
umbrella	0.583	0.246	0.255	ထီး
umpire	0.520	0.592	0.755	ဒိုင်လူကြီး
umpteen	0.510	0.460	0.611	သောင်းကျန်း
unabashed	0.292	0.614	0.488	မကြေမနပ်
unabated	0.532	0.420	0.466	မပျက်မကွက်
unable	0.132	0.459	0.193	မရပါ။
unacceptable	0.133	0.479	0.330	လက်မခံနိုင်ပါ။
unaccompanied	0.292	0.376	0.297	အဖော်မဲ့
unaccountable	0.180	0.600	0.543	စာရင်းမဝင်
unaccounted	0.410	0.338	0.361	စာရင်းမဝင်
unacknowledged	0.240	0.269	0.116	အသိအမှတ်မပြု
unadulterated	0.570	0.420	0.528	အညစ်အကြေးမရှိသော
unaffected	0.542	0.265	0.571	မထိခိုက်ပါ။
unafraid	0.500	0.520	0.655	မကြောက်ဘူး။
unaided	0.290	0.410	0.336	အကူအညီမပါဘဲ
unaltered	0.571	0.269	0.598	မပြောင်းလဲသော
unambiguous	0.406	0.390	0.578	မရှင်းလင်းသော
unanimity	0.490	0.407	0.706	တညီတညွတ်တည်း
unanimous	0.656	0.380	0.682	တညီတညွတ်တည်း
unanimously	0.686	0.333	0.738	တညီတညွတ်တည်း
unannounced	0.240	0.588	0.291	မကြေညာ
unanswered	0.276	0.361	0.219	ဖုန်းမကိုင်
unanticipated	0.255	0.775	0.327	မမျှော်လင့်ထား
unappreciated	0.143	0.431	0.209	တန်ဖိုးမထားဘူး။
unapproved	0.184	0.471	0.254	အတည်မပြုပါ။
unarmed	0.427	0.420	0.241	လက်နက်မဲ့
unassisted	0.302	0.320	0.211	အကူအညီမဲ့
unassuming	0.490	0.230	0.471	ယူဆစရာ
unattached	0.192	0.439	0.283	မတွယ်တာ
unattainable	0.220	0.635	0.571	မရနိုင်ပါ။
unattended	0.255	0.400	0.167	ပိုင်ရှင်မဲ့
unattractive	0.177	0.307	0.208	ဆွဲဆောင်မှုမရှိ
unauthorized	0.260	0.448	0.259	ခွင့်ပြုချက်မရှိဘဲ
unavailable	0.323	0.281	0.159	မရရှိနိုင်ပါ။
unavoidable	0.350	0.580	0.445	ရှောင်လွှဲ၍မရပါ။
unaware	0.208	0.355	0.310	သတိမထားမိ
unbalanced	0.302	0.596	0.343	ဟန်ချက်မညီ
unbearable	0.125	0.798	0.447	သည်းမခံနိုင်
unbeatable	0.735	0.719	0.681	မအောင်မြင်နိုင်ပါ။
unbeaten	0.854	0.760	0.828	ရှုံးပွဲမရှိ
unbecoming	0.123	0.471	0.288	မတုန်မလှုပ်
unbelief	0.265	0.582	0.407	မယုံကြည်ခြင်း။
unbelievable	0.771	0.790	0.717	မယုံနိုင်စရာ
unbiased	0.625	0.378	0.618	ဘက်မလိုက်သော
unborn	0.312	0.300	0.216	မမွေးသေး
unbound	0.354	0.402	0.283	unbound
unbounded	0.646	0.600	0.736	unbounded
unbreakable	0.653	0.573	0.759	မကွဲနိုင်သော
unbridled	0.396	0.759	0.448	သန်မာသော
unbroken	0.550	0.224	0.602	မပြိုကွဲ
unbutton	0.479	0.539	0.311	ခလုတ်ဖြုတ်
uncalled	0.344	0.294	0.222	မခေါ်ပါ။
uncanny	0.469	0.461	0.430	ရယ်စရာ
uncaring	0.177	0.245	0.321	ဂရုမစိုက်
